"ple0098_v5","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"No","2009","North Rhine-Westphalia","Employed","","","","","2"
"No","2009","Hesse","Not Employed","","","","","2"
"No","2009","Hesse","Employed","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"No","2009","Baden-Württemberg","Not Employed","","","","","2"
"No","2009","Baden-Württemberg","Employed","","","","","2"
"No","2009","Bavaria","Not Employed","","","","","2"
"No","2009","Bavaria","Employed","","","","","2"
"No","2009","Berlin","Not Employed","","","","","2"
"No","2009","Berlin","Employed","","","","","2"
"No","2009","Saxony-Anhalt","Not Employed","","","","","2"
"No","2009","Saxony-Anhalt","Employed","","","","","2"
"No","2009","Thuringia","Not Employed","","","","","2"
"No","2009","Thuringia","Employed","","","","","2"
"Yes","2009","Schleswig-Holstein","Not Employed","","","","","1"
"Yes","2009","Schleswig-Holstein","Employed","","","","","1"
"Yes","2009","Hamburg","Not Employed","","","","","1"
"Yes","2009","Hamburg","Employed","","","","","1"
"Yes","2009","Hesse","Not Employed","","","","","1"
"Yes","2009","Hesse","Employed","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Yes","2009","Baden-Württemberg","Not Employed","","","","","1"
"Yes","2009","Baden-Württemberg","Employed","","","","","1"
"Yes","2009","Bavaria","Not Employed","","","","","1"
"Yes","2009","Bavaria","Employed","","","","","1"
"Yes","2009","Berlin","Not Employed","","","","","1"
"Yes","2009","Lower Saxony","Not Employed","","","","","1"
"Yes","2009","Lower Saxony","Employed","","","","","1"
"Yes","2009","Bremen","Not Employed","","","","","1"
"Yes","2009","Bremen","Employed","","","","","1"
"Yes","2009","Berlin","Employed","","","","","1"
"Yes","2009","Brandenburg","Not Employed","","","","","1"
"Yes","2009","Brandenburg","Employed","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Yes","2009","Saxony","Not Employed","","","","","1"
"Yes","2009","Saxony","Employed","","","","","1"
"Yes","2009","Saxony-Anhalt","Not Employed","","","","","1"
"Yes","2009","Saxony-Anhalt","Employed","","","","","1"
"Yes","2009","Thuringia","Not Employed","","","","","1"
"Yes","2009","Thuringia","Employed","","","","","1"
"Yes","2009","North Rhine-Westphalia","Not Employed","","","","","1"
"Yes","2009","North Rhine-Westphalia","Employed","","","","","1"
"No","2010","Brandenburg","Not Employed","348","0.901694893328623","0.872184326132769","0.931205460524478","2"
"No","2010","Brandenburg","Employed","412","0.828568674188629","0.795095803691865","0.862041544685393","2"
"No","2010","Schleswig-Holstein","Not Employed","210","0.802887252724048","0.75415541994863","0.851619085499466","2"
"No","2010","Schleswig-Holstein","Employed","291","0.748325065826019","0.705031877878014","0.791618253774024","2"
"No","2010","Hamburg","Not Employed","98","0.723998519015606","0.644018406064899","0.803978631966312","2"
"No","2010","Hamburg","Employed","141","0.686386839117168","0.622246437343114","0.750527240891223","2"
"No","2010","Lower Saxony","Not Employed","598","0.858550094442357","0.832641739405657","0.884458449479057","2"
"No","2010","Lower Saxony","Employed","902","0.789560086889562","0.76648756060275","0.812632613176374","2"
"No","2010","Bremen","Not Employed","53","0.924877249809419","0.85873012657593","0.991024373042908","2"
"No","2010","Bremen","Employed","69","0.704193853279817","0.609373231302591","0.799014475257044","2"
"No","2010","North Rhine-Westphalia","Not Employed","1354","0.854468422820782","0.837264679560647","0.871672166080916","2"
"No","2010","North Rhine-Westphalia","Employed","1990","0.749546783768253","0.732984680927657","0.76610888660885","2"
"No","2010","Hesse","Not Employed","380","0.872532109579399","0.841989477525191","0.903074741633607","2"
"No","2010","Hesse","Employed","688","0.759803955977779","0.732228904561657","0.7873790073939","2"
"No","2010","Rhineland-Palatinate,Saarland","Not Employed","329","0.895450982601157","0.864848027490562","0.926053937711751","2"
"No","2010","Rhineland-Palatinate,Saarland","Employed","575","0.816646122053408","0.78855647199464","0.844735772112175","2"
"No","2010","Mecklenburg-Western Pomerania","Not Employed","197","0.926364514668834","0.891207281228188","0.96152174810948","2"
"No","2010","Mecklenburg-Western Pomerania","Employed","284","0.880855025424916","0.845688507042936","0.916021543806895","2"
"No","2010","Saxony","Not Employed","530","0.941611136598121","0.922445865249688","0.960776407946555","2"
"No","2010","Saxony","Employed","800","0.816076780107698","0.791870150052081","0.840283410163315","2"
"No","2010","Baden-Württemberg","Not Employed","625","0.782165546582176","0.753597961271099","0.810733131893252","2"
"No","2010","Baden-Württemberg","Employed","1209","0.71889939548907","0.697293766436805","0.740505024541335","2"
"No","2010","Bavaria","Not Employed","796","0.810140785344776","0.785561188686952","0.834720382002599","2"
"No","2010","Bavaria","Employed","1480","0.701937899655803","0.682261884831684","0.721613914479922","2"
"No","2010","Berlin","Not Employed","260","0.883712082127784","0.847735420211896","0.919688744043673","2"
"No","2010","Berlin","Employed","390","0.812121238639193","0.77724947998986","0.846992997288525","2"
"No","2010","Saxony-Anhalt","Not Employed","328","0.935574377177014","0.909816868786186","0.961331885567843","2"
"No","2010","Saxony-Anhalt","Employed","420","0.824194846531831","0.791060770879364","0.857328922184298","2"
"No","2010","Thuringia","Not Employed","339","0.967842623728805","0.949567965919059","0.986117281538552","2"
"No","2010","Thuringia","Employed","447","0.849616314529005","0.819156164465026","0.880076464592984","2"
"Yes","2010","Schleswig-Holstein","Not Employed","46","0.197112747275952","0.148380914500534","0.24584458005137","1"
"Yes","2010","Schleswig-Holstein","Employed","95","0.251674934173981","0.208381746225976","0.294968122121986","1"
"Yes","2010","Hamburg","Not Employed","22","","","","1"
"Yes","2010","Hamburg","Employed","60","0.313613160882832","0.249472759108778","0.377753562656886","1"
"Yes","2010","Hesse","Not Employed","78","0.127467890420601","0.0969252583663929","0.158010522474809","1"
"Yes","2010","Hesse","Employed","234","0.240196044022221","0.2126209926061","0.267771095438343","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Not Employed","55","0.104549017398843","0.0739460622882488","0.135151972509438","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Employed","154","0.183353877946592","0.155264227887825","0.21144352800536","1"
"Yes","2010","Baden-Württemberg","Not Employed","177","0.217834453417824","0.189266868106748","0.246402038728901","1"
"Yes","2010","Baden-Württemberg","Employed","454","0.28110060451093","0.259494975458665","0.302706233563195","1"
"Yes","2010","Bavaria","Not Employed","182","0.189859214655224","0.165279617997401","0.214438811313048","1"
"Yes","2010","Bavaria","Employed","596","0.298062100344197","0.278386085520078","0.317738115168315","1"
"Yes","2010","Berlin","Not Employed","45","0.116287917872215","0.0803112559563274","0.152264579788104","1"
"Yes","2010","Berlin","Employed","92","0.187878761360807","0.153007002711475","0.22275052001014","1"
"Yes","2010","Mecklenburg-Western Pomerania","Employed","42","0.119144974575084","0.0839784561931045","0.154311492957064","1"
"Yes","2010","Saxony","Not Employed","45","0.0583888634018787","0.0392235920534451","0.0775541347503123","1"
"Yes","2010","Brandenburg","Not Employed","43","0.0983051066713767","0.0687945394755221","0.127815673867231","1"
"Yes","2010","Brandenburg","Employed","75","0.171431325811371","0.137958455314607","0.204904196308135","1"
"Yes","2010","Mecklenburg-Western Pomerania","Not Employed","15","","","","1"
"Yes","2010","Saxony","Employed","184","0.183923219892302","0.159716589836685","0.208129849947919","1"
"Yes","2010","Saxony-Anhalt","Not Employed","21","","","","1"
"Yes","2010","Saxony-Anhalt","Employed","87","0.175805153468169","0.142671077815701","0.208939229120636","1"
"Yes","2010","North Rhine-Westphalia","Employed","639","0.250453216231747","0.23389111339115","0.267015319072343","1"
"Yes","2010","Lower Saxony","Not Employed","97","0.141449905557643","0.115541550520943","0.167358260594343","1"
"Yes","2010","Lower Saxony","Employed","297","0.210439913110438","0.187367386823626","0.23351243939725","1"
"Yes","2010","Bremen","Not Employed","8","","","","1"
"Yes","2010","Bremen","Employed","20","","","","1"
"Yes","2010","North Rhine-Westphalia","Not Employed","260","0.145531577179219","0.128327833919084","0.162735320439353","1"
"Yes","2010","Thuringia","Employed","82","0.150383685470995","0.119923535407016","0.180843835534974","1"
"Yes","2010","Thuringia","Not Employed","19","","","","1"
"No","2011","Schleswig-Holstein","Not Employed","196","0.792766846040456","0.7421164441635","0.843417247917412","2"
"No","2011","Schleswig-Holstein","Employed","249","0.748178320724948","0.70098771755669","0.795368923893205","2"
"No","2011","Brandenburg","Not Employed","335","0.890899962566576","0.859512557932843","0.922287367200309","2"
"No","2011","Brandenburg","Employed","344","0.780734472108098","0.741582260248282","0.819886683967914","2"
"No","2011","Mecklenburg-Western Pomerania","Not Employed","196","0.942456887086387","0.910960128189591","0.973953645983183","2"
"No","2011","Mecklenburg-Western Pomerania","Employed","219","0.77946310209999","0.729354922165019","0.829571282034961","2"
"No","2011","Saxony","Not Employed","479","0.943190942560419","0.923333585633018","0.96304829948782","2"
"No","2011","Saxony","Employed","622","0.83234514389612","0.80616304203421","0.85852724575803","2"
"No","2011","Hamburg","Not Employed","88","0.786931572770836","0.710756191473994","0.863106954067678","2"
"No","2011","Hamburg","Employed","102","0.704945868352717","0.629668007450685","0.78022372925475","2"
"No","2011","Lower Saxony","Not Employed","544","0.854229640008578","0.827205656175292","0.881253623841864","2"
"No","2011","Lower Saxony","Employed","705","0.750271071269715","0.723073182166208","0.777468960373222","2"
"No","2011","Bremen","Not Employed","45","0.948239876309422","0.885566335338412","1.01091341728043","2"
"No","2011","Bremen","Employed","47","0.760138113271648","0.654698284175724","0.865577942367572","2"
"No","2011","North Rhine-Westphalia","Not Employed","1149","0.842055669364247","0.822972887827756","0.861138450900739","2"
"No","2011","North Rhine-Westphalia","Employed","1512","0.752873391677653","0.734242199467184","0.771504583888122","2"
"No","2011","Hesse","Not Employed","322","0.8260731899307","0.788927312192138","0.863219067669262","2"
"No","2011","Hesse","Employed","518","0.726533489758545","0.694374692080735","0.758692287436356","2"
"No","2011","Rhineland-Palatinate,Saarland","Not Employed","335","0.852705512084099","0.81771157853939","0.887699445628808","2"
"No","2011","Rhineland-Palatinate,Saarland","Employed","471","0.792982967380515","0.760777376582884","0.825188558178145","2"
"No","2011","Baden-Württemberg","Not Employed","580","0.758440018924792","0.728049107904824","0.78883092994476","2"
"No","2011","Baden-Württemberg","Employed","932","0.695099019729012","0.670112139006152","0.720085900451873","2"
"No","2011","Bavaria","Not Employed","786","0.787604674739939","0.76212715696592","0.813082192513958","2"
"No","2011","Bavaria","Employed","1180","0.748781903936114","0.727867465910449","0.769696341961779","2"
"No","2011","Berlin","Not Employed","212","0.811006266800801","0.764133941300521","0.857878592301081","2"
"No","2011","Berlin","Employed","289","0.759250824217374","0.716654938907657","0.801846709527091","2"
"No","2011","Saxony-Anhalt","Not Employed","327","0.939658415724545","0.914676327621895","0.964640503827196","2"
"No","2011","Saxony-Anhalt","Employed","373","0.843477465822222","0.809943493795348","0.877011437849096","2"
"No","2011","Thuringia","Not Employed","331","0.932607725685111","0.906853294641355","0.958362156728866","2"
"No","2011","Thuringia","Employed","385","0.832333454952655","0.798269192793541","0.866397717111769","2"
"Yes","2011","Schleswig-Holstein","Not Employed","50","0.207233153959544","0.156582752082588","0.2578835558365","1"
"Yes","2011","Schleswig-Holstein","Employed","76","0.251821679275052","0.204631076106795","0.29901228244331","1"
"Yes","2011","Hamburg","Not Employed","23","","","","1"
"Yes","2011","Hamburg","Employed","39","0.295054131647283","0.21977627074525","0.370331992549315","1"
"Yes","2011","Hesse","Not Employed","78","0.1739268100693","0.136780932330738","0.211072687807862","1"
"Yes","2011","Hesse","Employed","220","0.273466510241454","0.241307712563644","0.305625307919265","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Not Employed","59","0.147294487915901","0.112300554371192","0.18228842146061","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Employed","137","0.207017032619485","0.174811441821855","0.239222623417116","1"
"Yes","2011","Baden-Württemberg","Not Employed","182","0.241559981075208","0.211169070055239","0.271950892095176","1"
"Yes","2011","Baden-Württemberg","Employed","372","0.304900980270988","0.279914099548127","0.329887860993848","1"
"Yes","2011","Bavaria","Not Employed","204","0.212395325260061","0.186917807486042","0.23787284303408","1"
"Yes","2011","Bavaria","Employed","472","0.251218096063886","0.230303658038221","0.272132534089551","1"
"Yes","2011","Berlin","Not Employed","56","0.188993733199199","0.142121407698919","0.235866058699479","1"
"Yes","2011","Berlin","Employed","98","0.240749175782626","0.198153290472909","0.283345061092343","1"
"Yes","2011","Brandenburg","Not Employed","44","0.109100037433424","0.0777126327996909","0.140487442067157","1"
"Yes","2011","Lower Saxony","Not Employed","111","0.145770359991422","0.118746376158136","0.172794343824708","1"
"Yes","2011","Thuringia","Employed","77","0.167666545047345","0.133602282888231","0.201730807206459","1"
"Yes","2011","Lower Saxony","Employed","268","0.249728928730285","0.222531039626778","0.276926817833792","1"
"Yes","2011","Bremen","Not Employed","3","","","","1"
"Yes","2011","Bremen","Employed","16","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Not Employed","14","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Employed","44","0.22053689790001","0.170428717965039","0.270645077834981","1"
"Yes","2011","Saxony","Not Employed","43","0.0568090574395809","0.0369517005121795","0.0766664143669823","1"
"Yes","2011","Saxony","Employed","160","0.16765485610388","0.14147275424197","0.19383695796579","1"
"Yes","2011","Thuringia","Not Employed","33","0.0673922743148893","0.0416378432711336","0.0931467053586451","1"
"Yes","2011","Brandenburg","Employed","85","0.219265527891902","0.180113316032086","0.258417739751718","1"
"Yes","2011","Saxony-Anhalt","Not Employed","22","","","","1"
"Yes","2011","Saxony-Anhalt","Employed","78","0.156522534177778","0.122988562150904","0.190056506204652","1"
"Yes","2011","North Rhine-Westphalia","Not Employed","254","0.157944330635753","0.138861549099261","0.177027112172245","1"
"Yes","2011","North Rhine-Westphalia","Employed","547","0.247126608322347","0.228495416111878","0.265757800532816","1"
"No","2012","Brandenburg","Not Employed","385","0.890438885206057","0.861221179468708","0.919656590943406","2"
"No","2012","Brandenburg","Employed","465","0.811711918823021","0.779729999667139","0.843693837978903","2"
"No","2012","Schleswig-Holstein","Not Employed","267","0.860590659598302","0.822279304171733","0.89890201502487","2"
"No","2012","Schleswig-Holstein","Employed","425","0.777639997253999","0.743106693887092","0.812173300620905","2"
"No","2012","Hamburg","Not Employed","119","0.820963063384037","0.758561248905362","0.883364877862713","2"
"No","2012","Hamburg","Employed","155","0.697249989148746","0.636675704233155","0.757824274064338","2"
"No","2012","Lower Saxony","Not Employed","676","0.841057775539178","0.816017523339922","0.866098027738434","2"
"No","2012","Lower Saxony","Employed","1033","0.738535906406461","0.715525681742102","0.76154613107082","2"
"No","2012","Bremen","Not Employed","58","0.888305427948912","0.812312475929391","0.964298379968432","2"
"No","2012","Bremen","Employed","77","0.813248729615491","0.739750023720646","0.886747435510337","2"
"No","2012","North Rhine-Westphalia","Not Employed","1443","0.845758339628427","0.828719042129382","0.862797637127472","2"
"No","2012","North Rhine-Westphalia","Employed","2208","0.74845614198234","0.732872255306259","0.764040028658421","2"
"No","2012","Hesse","Not Employed","440","0.844584536869919","0.813998557953679","0.875170515786158","2"
"No","2012","Hesse","Employed","753","0.745689133448705","0.719248272174131","0.772129994723279","2"
"No","2012","Rhineland-Palatinate,Saarland","Not Employed","393","0.836994029404619","0.803706584801672","0.870281474007565","2"
"No","2012","Rhineland-Palatinate,Saarland","Employed","645","0.760608609576765","0.73200637818484","0.78921084096869","2"
"No","2012","Baden-Württemberg","Not Employed","691","0.757151500163529","0.729488049835243","0.784814950491814","2"
"No","2012","Baden-Württemberg","Employed","1355","0.70883380743641","0.688507743432466","0.729159871440354","2"
"No","2012","Bavaria","Not Employed","911","0.784432674928954","0.760900157495737","0.807965192362171","2"
"No","2012","Mecklenburg-Western Pomerania","Not Employed","226","0.910699183519201","0.875419358802806","0.945979008235595","2"
"No","2012","Mecklenburg-Western Pomerania","Employed","289","0.833218766428685","0.793768118232061","0.872669414625308","2"
"No","2012","Saxony","Not Employed","604","0.906791430977129","0.884908027483562","0.928674834470696","2"
"No","2012","Saxony","Employed","820","0.78457942132318","0.759629568544395","0.809529274101965","2"
"No","2012","Saxony-Anhalt","Not Employed","380","0.942927970779154","0.920473279980384","0.965382661577924","2"
"No","2012","Saxony-Anhalt","Employed","477","0.842234379829086","0.812230374861623","0.872238384796549","2"
"No","2012","Thuringia","Not Employed","376","0.951734570035346","0.930783265166633","0.972685874904058","2"
"No","2012","Thuringia","Employed","501","0.831708705876927","0.801773040569689","0.861644371184164","2"
"No","2012","Bavaria","Employed","1751","0.721165974685666","0.703675246204731","0.738656703166601","2"
"No","2012","Berlin","Not Employed","276","0.795252435803421","0.752042107757975","0.838462763848867","2"
"No","2012","Berlin","Employed","415","0.754083798513615","0.717996214839992","0.790171382187239","2"
"Yes","2012","Schleswig-Holstein","Not Employed","47","0.139409340401698","0.10109798497513","0.177720695828267","1"
"Yes","2012","Schleswig-Holstein","Employed","132","0.222360002746001","0.187826699379095","0.256893306112907","1"
"Yes","2012","Hamburg","Not Employed","26","","","","1"
"Yes","2012","Hamburg","Employed","66","0.302750010851254","0.242175725935662","0.363324295766845","1"
"Yes","2012","Lower Saxony","Not Employed","143","0.158942224460822","0.133901972261566","0.183982476660078","1"
"Yes","2012","Lower Saxony","Employed","368","0.261464093593539","0.23845386892918","0.284474318257898","1"
"Yes","2012","Bremen","Not Employed","8","","","","1"
"Yes","2012","Bremen","Employed","31","0.186751270384509","0.113252564489663","0.260249976279354","1"
"Yes","2012","Hesse","Not Employed","99","0.155415463130081","0.124829484213842","0.186001442046321","1"
"Yes","2012","Hesse","Employed","289","0.254310866551295","0.227870005276721","0.280751727825868","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Not Employed","80","0.163005970595381","0.129718525992435","0.196293415198328","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Employed","210","0.239391390423235","0.21078915903131","0.26799362181516","1"
"Yes","2012","Baden-Württemberg","Not Employed","232","0.242848499836472","0.215185049508186","0.270511950164757","1"
"Yes","2012","Baden-Württemberg","Employed","564","0.29116619256359","0.270840128559646","0.311492256567534","1"
"Yes","2012","Bavaria","Not Employed","262","0.215567325071046","0.192034807637829","0.239099842504263","1"
"Yes","2012","Bavaria","Employed","774","0.278834025314334","0.261343296833399","0.296324753795269","1"
"Yes","2012","Berlin","Not Employed","59","0.204747564196579","0.161537236151133","0.247957892242025","1"
"Yes","2012","Berlin","Employed","132","0.245916201486385","0.209828617812761","0.282003785160008","1"
"Yes","2012","Brandenburg","Not Employed","54","0.109561114793943","0.0803434090565934","0.138778820531292","1"
"Yes","2012","Brandenburg","Employed","109","0.188288081176979","0.156306162021097","0.220270000332861","1"
"Yes","2012","Mecklenburg-Western Pomerania","Not Employed","25","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","Employed","54","0.166781233571315","0.127330585374692","0.206231881767939","1"
"Yes","2012","North Rhine-Westphalia","Not Employed","283","0.154241660371573","0.137202362872528","0.171280957870618","1"
"Yes","2012","Saxony","Not Employed","74","0.0932085690228714","0.0713251655293045","0.115091972516438","1"
"Yes","2012","Saxony","Employed","223","0.21542057867682","0.190470725898035","0.240370431455605","1"
"Yes","2012","Saxony-Anhalt","Not Employed","30","0.0570720292208458","0.0346173384220759","0.0795267200196157","1"
"Yes","2012","North Rhine-Westphalia","Employed","770","0.25154385801766","0.235959971341579","0.267127744693741","1"
"Yes","2012","Saxony-Anhalt","Employed","90","0.157765620170914","0.127761615203451","0.187769625138377","1"
"Yes","2012","Thuringia","Employed","99","0.168291294123073","0.138355628815835","0.198226959430311","1"
"Yes","2012","Thuringia","Not Employed","26","","","","1"
"No","2013","Schleswig-Holstein","Not Employed","162","0.732263530570224","0.672800675465895","0.791726385674552","2"
"No","2013","Schleswig-Holstein","Employed","223","0.746051798120811","0.696632449053642","0.795471147187979","2"
"No","2013","Brandenburg","Not Employed","306","0.900331572175601","0.869082237005556","0.931580907345646","2"
"No","2013","Brandenburg","Employed","296","0.784410724971314","0.742844603149712","0.825976846792917","2"
"No","2013","Mecklenburg-Western Pomerania","Not Employed","172","0.906730233902365","0.865595663217245","0.947864804587484","2"
"No","2013","Mecklenburg-Western Pomerania","Employed","183","0.825990573013478","0.776343000856243","0.875638145170713","2"
"No","2013","Saxony","Not Employed","451","0.895883229700722","0.869531490262281","0.922234969139164","2"
"No","2013","Saxony","Employed","561","0.807869078073763","0.779191120772042","0.836547035375484","2"
"No","2013","Saxony-Anhalt","Not Employed","281","0.945162079991825","0.919695388053396","0.970628771930254","2"
"No","2013","Saxony-Anhalt","Employed","327","0.815822014825501","0.778163129984483","0.853480899666519","2"
"No","2013","Thuringia","Not Employed","300","0.941827822958249","0.916535218131487","0.967120427785011","2"
"No","2013","Thuringia","Employed","344","0.795825887570386","0.757412087063266","0.834239688077505","2"
"No","2013","Hamburg","Not Employed","91","0.840174210141229","0.772003988737012","0.908344431545445","2"
"No","2013","Hamburg","Employed","99","0.582319534779899","0.50204702318088","0.662592046378918","2"
"No","2013","Lower Saxony","Not Employed","483","0.816411991128946","0.785408434106957","0.847415548150934","2"
"No","2013","Lower Saxony","Employed","643","0.703639164697661","0.673953173339357","0.733325156055965","2"
"No","2013","Bremen","Not Employed","36","0.893486530741085","0.800189093165913","0.986783968316257","2"
"No","2013","Bremen","Employed","46","0.820172866035339","0.725340163704404","0.915005568366273","2"
"No","2013","North Rhine-Westphalia","Not Employed","932","0.80282609712467","0.780296411109712","0.825355783139628","2"
"No","2013","North Rhine-Westphalia","Employed","1329","0.72010093719191","0.699812382806602","0.740389491577219","2"
"No","2013","Hesse","Not Employed","283","0.78350411391854","0.741874763597931","0.825133464239148","2"
"No","2013","Hesse","Employed","454","0.687127706376952","0.65225260432568","0.722002808428225","2"
"No","2013","Rhineland-Palatinate,Saarland","Not Employed","302","0.849895037684589","0.813402475785924","0.886387599583254","2"
"No","2013","Rhineland-Palatinate,Saarland","Employed","406","0.740669733803526","0.703975593782203","0.77736387382485","2"
"No","2013","Baden-Württemberg","Not Employed","488","0.770676946511355","0.738531056961771","0.802822836060939","2"
"No","2013","Baden-Württemberg","Employed","774","0.684914201387942","0.657768296065683","0.712060106710202","2"
"No","2013","Bavaria","Not Employed","651","0.727778101384517","0.698386641513663","0.75716956125537","2"
"No","2013","Bavaria","Employed","1062","0.689277860361334","0.666364074149292","0.712191646573376","2"
"No","2013","Berlin","Not Employed","191","0.741933518405069","0.688436469474001","0.795430567336136","2"
"No","2013","Berlin","Employed","289","0.740018372401869","0.696597590707136","0.783439154096601","2"
"Yes","2013","Schleswig-Holstein","Not Employed","51","0.267736469429776","0.208273614325448","0.327199324534104","1"
"Yes","2013","Schleswig-Holstein","Employed","75","0.253948201879189","0.204528852812021","0.303367550946358","1"
"Yes","2013","Hamburg","Not Employed","20","","","","1"
"Yes","2013","Hamburg","Employed","46","0.417680465220101","0.337407953621082","0.49795297681912","1"
"Yes","2013","Lower Saxony","Not Employed","116","0.183588008871054","0.152584451849066","0.214591565893042","1"
"Yes","2013","Lower Saxony","Employed","266","0.296360835302339","0.266674843944035","0.326046826660643","1"
"Yes","2013","Bremen","Not Employed","6","","","","1"
"Yes","2013","Bremen","Employed","17","","","","1"
"Yes","2013","Hesse","Not Employed","93","0.21649588608146","0.174866535760852","0.258125236402069","1"
"Yes","2013","Hesse","Employed","225","0.312872293623048","0.277997191571775","0.34774739567432","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Not Employed","66","0.150104962315411","0.113612400416746","0.186597524214076","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Employed","142","0.259330266196474","0.22263612617515","0.296024406217797","1"
"Yes","2013","Baden-Württemberg","Not Employed","169","0.229323053488645","0.197177163939061","0.261468943038229","1"
"Yes","2013","Baden-Württemberg","Employed","351","0.315085798612057","0.287939893289798","0.342231703934317","1"
"Yes","2013","Bavaria","Not Employed","230","0.272221898615483","0.24283043874463","0.301613358486337","1"
"Yes","2013","Bavaria","Employed","505","0.310722139638666","0.287808353426624","0.333635925850708","1"
"Yes","2013","Berlin","Not Employed","66","0.258066481594931","0.204569432663864","0.311563530525999","1"
"Yes","2013","Berlin","Employed","103","0.259981627598131","0.216560845903399","0.303402409292864","1"
"Yes","2013","Brandenburg","Not Employed","47","0.0996684278243991","0.0684190926543539","0.130917762994444","1"
"Yes","2013","Mecklenburg-Western Pomerania","Employed","41","0.174009426986522","0.124361854829287","0.223656999143758","1"
"Yes","2013","Brandenburg","Employed","80","0.215589275028686","0.174023153207083","0.257155396850288","1"
"Yes","2013","Mecklenburg-Western Pomerania","Not Employed","20","","","","1"
"Yes","2013","Saxony-Anhalt","Employed","80","0.184177985174499","0.146519100333481","0.221836870015517","1"
"Yes","2013","North Rhine-Westphalia","Employed","552","0.27989906280809","0.259610508422781","0.300187617193398","1"
"Yes","2013","Saxony-Anhalt","Not Employed","26","","","","1"
"Yes","2013","Thuringia","Not Employed","29","","","","1"
"Yes","2013","Thuringia","Employed","79","0.204174112429614","0.165760311922495","0.242587912936734","1"
"Yes","2013","North Rhine-Westphalia","Not Employed","266","0.19717390287533","0.174644216860372","0.219703588890288","1"
"Yes","2013","Saxony","Not Employed","65","0.104116770299278","0.0777650308608362","0.130468509737719","1"
"Yes","2013","Saxony","Employed","164","0.192130921926237","0.163452964624516","0.220808879227958","1"
"No","2014","Brandenburg","Not Employed","369","0.873701289733976","0.842267236004528","0.905135343463424","2"
"No","2014","Brandenburg","Employed","419","0.786390477752608","0.751497375462108","0.821283580043109","2"
"No","2014","Schleswig-Holstein","Not Employed","255","0.762740274640877","0.715537106836571","0.809943442445184","2"
"No","2014","Schleswig-Holstein","Employed","386","0.734728011278527","0.696673003516547","0.772783019040508","2"
"No","2014","Hamburg","Not Employed","103","0.734724812211683","0.659411492003894","0.810038132419472","2"
"No","2014","Hamburg","Employed","193","0.758555079259938","0.704746992356292","0.812363166163584","2"
"No","2014","Lower Saxony","Not Employed","688","0.822429872087904","0.796352999282955","0.848506744892852","2"
"No","2014","Lower Saxony","Employed","1074","0.682271141095371","0.658461983727704","0.706080298463037","2"
"No","2014","Bremen","Not Employed","71","0.861874021990893","0.78719463519618","0.936553408785605","2"
"No","2014","Bremen","Employed","95","0.843637163944922","0.778381346957192","0.908892980932653","2"
"No","2014","North Rhine-Westphalia","Not Employed","1418","0.829365782457535","0.811488477291805","0.847243087623266","2"
"No","2014","North Rhine-Westphalia","Employed","2439","0.748628536710455","0.733591303041778","0.763665770379133","2"
"No","2014","Hesse","Not Employed","425","0.835103271671086","0.803146763166156","0.867059780176017","2"
"No","2014","Hesse","Employed","777","0.741092851152667","0.715004766456367","0.767180935848968","2"
"No","2014","Rhineland-Palatinate,Saarland","Not Employed","401","0.810510972317361","0.775524830292724","0.845497114341999","2"
"No","2014","Rhineland-Palatinate,Saarland","Employed","675","0.744517447709022","0.716039823253105","0.772995072164939","2"
"No","2014","Baden-Württemberg","Not Employed","664","0.750945169617665","0.722191730196693","0.779698609038638","2"
"No","2014","Baden-Württemberg","Employed","1351","0.700613044173222","0.680132572461629","0.721093515884815","2"
"No","2014","Bavaria","Not Employed","866","0.730514529726064","0.704848466876202","0.756180592575926","2"
"No","2014","Bavaria","Employed","1857","0.68936786227634","0.671702436989384","0.707033287563295","2"
"No","2014","Berlin","Not Employed","252","0.784931072854732","0.739267226338506","0.830594919370958","2"
"No","2014","Mecklenburg-Western Pomerania","Not Employed","184","0.873769078022466","0.828851156044042","0.918687000000891","2"
"No","2014","Mecklenburg-Western Pomerania","Employed","253","0.838233031371845","0.797108587148945","0.879357475594746","2"
