"ple0098_v5","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","2015","Berlin","secondary school degree","","","",""
"Yes","2015","Berlin","college entrance qualification","","","",""
"Yes","2015","Berlin","Other degree","","","",""
"Yes","2015","Berlin","no degree/no degree yet","","","",""
"Yes","2015","Brandenburg","lower secondary degree","","","",""
"Yes","2015","Brandenburg","secondary school degree","","","",""
"Yes","2015","Brandenburg","college entrance qualification","","","",""
"Yes","2015","Brandenburg","Other degree","","","",""
"Yes","2015","Brandenburg","no degree/no degree yet","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2015","Saxony","lower secondary degree","","","",""
"Yes","2015","Saxony","secondary school degree","","","",""
"Yes","2015","Saxony","college entrance qualification","","","",""
"Yes","2015","Saxony","Other degree","","","",""
"Yes","2015","Saxony","no degree/no degree yet","","","",""
"Yes","2015","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","2015","Saxony-Anhalt","secondary school degree","","","",""
"Yes","2015","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","2015","Saxony-Anhalt","Other degree","","","",""
"Yes","2015","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","2015","Thuringia","lower secondary degree","","","",""
"Yes","2015","Thuringia","secondary school degree","","","",""
"Yes","2015","Thuringia","college entrance qualification","","","",""
"Yes","2015","Thuringia","Other degree","","","",""
"Yes","2015","Thuringia","no degree/no degree yet","","","",""
"No","2015","Schleswig-Holstein","lower secondary degree","","","",""
"No","2015","Schleswig-Holstein","secondary school degree","","","",""
"No","2015","Schleswig-Holstein","college entrance qualification","","","",""
"No","2015","Schleswig-Holstein","Other degree","","","",""
"No","2015","Schleswig-Holstein","no degree/no degree yet","","","",""
"No","2015","Hamburg","lower secondary degree","","","",""
"No","2015","Hamburg","secondary school degree","","","",""
"No","2015","Hamburg","college entrance qualification","","","",""
"No","2015","Hamburg","Other degree","","","",""
"No","2015","Hamburg","no degree/no degree yet","","","",""
"No","2015","Lower Saxony","lower secondary degree","","","",""
"No","2015","Lower Saxony","secondary school degree","","","",""
"No","2015","Lower Saxony","college entrance qualification","","","",""
"No","2015","Lower Saxony","Other degree","","","",""
"No","2015","Lower Saxony","no degree/no degree yet","","","",""
"No","2015","Bremen","lower secondary degree","","","",""
"No","2015","Bremen","secondary school degree","","","",""
"No","2015","Bremen","college entrance qualification","","","",""
"No","2015","Bremen","Other degree","","","",""
"No","2015","Bremen","no degree/no degree yet","","","",""
"No","2015","North Rhine-Westphalia","lower secondary degree","","","",""
"No","2015","North Rhine-Westphalia","secondary school degree","","","",""
"No","2015","North Rhine-Westphalia","college entrance qualification","","","",""
"No","2015","North Rhine-Westphalia","Other degree","","","",""
"No","2015","North Rhine-Westphalia","no degree/no degree yet","","","",""
"No","2015","Hesse","lower secondary degree","","","",""
"No","2015","Hesse","secondary school degree","","","",""
"No","2015","Hesse","college entrance qualification","","","",""
"No","2015","Hesse","Other degree","","","",""
"No","2015","Hesse","no degree/no degree yet","","","",""
"No","2015","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"No","2015","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"No","2015","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"No","2015","Rhineland-Palatinate,Saarland","Other degree","","","",""
"No","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"No","2015","Baden-Württemberg","lower secondary degree","","","",""
"No","2015","Baden-Württemberg","secondary school degree","","","",""
"No","2015","Baden-Württemberg","college entrance qualification","","","",""
"No","2015","Baden-Württemberg","Other degree","","","",""
"No","2015","Baden-Württemberg","no degree/no degree yet","","","",""
"No","2015","Bavaria","lower secondary degree","","","",""
"No","2015","Bavaria","secondary school degree","","","",""
"No","2015","Bavaria","college entrance qualification","","","",""
"No","2015","Bavaria","Other degree","","","",""
"No","2015","Bavaria","no degree/no degree yet","","","",""
"No","2015","Berlin","lower secondary degree","","","",""
"No","2015","Berlin","secondary school degree","","","",""
"No","2015","Berlin","college entrance qualification","","","",""
"No","2015","Berlin","Other degree","","","",""
"No","2015","Berlin","no degree/no degree yet","","","",""
"No","2015","Brandenburg","lower secondary degree","","","",""
"No","2015","Brandenburg","secondary school degree","","","",""
"No","2015","Brandenburg","college entrance qualification","","","",""
"No","2015","Brandenburg","Other degree","","","",""
"No","2015","Brandenburg","no degree/no degree yet","","","",""
"No","2015","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"No","2015","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"No","2015","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"No","2015","Mecklenburg-Western Pomerania","Other degree","","","",""
"No","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","2015","Saxony","lower secondary degree","","","",""
"No","2015","Saxony","secondary school degree","","","",""
"No","2015","Saxony","college entrance qualification","","","",""
"No","2015","Saxony","Other degree","","","",""
"No","2015","Saxony","no degree/no degree yet","","","",""
"No","2015","Saxony-Anhalt","lower secondary degree","","","",""
"No","2015","Saxony-Anhalt","secondary school degree","","","",""
"No","2015","Saxony-Anhalt","college entrance qualification","","","",""
"No","2015","Saxony-Anhalt","Other degree","","","",""
"No","2015","Saxony-Anhalt","no degree/no degree yet","","","",""
"No","2015","Thuringia","lower secondary degree","","","",""
"No","2015","Thuringia","secondary school degree","","","",""
"No","2015","Thuringia","college entrance qualification","","","",""
"No","2015","Thuringia","Other degree","","","",""
"No","2015","Thuringia","no degree/no degree yet","","","",""
"Yes","2016","Schleswig-Holstein","lower secondary degree","32","0.153243056295264","0.104406533544179","0.20207957904635"
"Yes","2016","Schleswig-Holstein","secondary school degree","55","0.328552805916811","0.264722791070635","0.392382820762988"
"Yes","2016","Schleswig-Holstein","college entrance qualification","55","0.354878780782106","0.281424862336056","0.428332699228155"
"Yes","2016","Schleswig-Holstein","Other degree","9","","",""
"Yes","2016","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Yes","2016","Hamburg","lower secondary degree","10","","",""
"Yes","2016","Hamburg","secondary school degree","21","","",""
"Yes","2016","Hamburg","college entrance qualification","31","0.28133570198154","0.198794436165003","0.363876967798076"
"Yes","2016","Hamburg","Other degree","4","","",""
"Yes","2016","Hamburg","no degree/no degree yet","","","",""
"Yes","2016","Lower Saxony","lower secondary degree","85","0.160504848222001","0.129827351378882","0.191182345065121"
"Yes","2016","Lower Saxony","secondary school degree","161","0.333511455620514","0.295175018586937","0.371847892654091"
"Yes","2016","Lower Saxony","college entrance qualification","164","0.420928489393427","0.376761506588789","0.465095472198065"
"Yes","2016","Lower Saxony","Other degree","25","","",""
"Yes","2016","Lower Saxony","no degree/no degree yet","8","","",""
"Yes","2016","Bremen","lower secondary degree","4","","",""
"Yes","2016","Bremen","secondary school degree","9","","",""
"Yes","2016","Bremen","college entrance qualification","6","","",""
"Yes","2016","Bremen","Other degree","3","","",""
"Yes","2016","Bremen","no degree/no degree yet","","","",""
"Yes","2016","North Rhine-Westphalia","lower secondary degree","170","0.147638794046642","0.12711823306571","0.168159355027573"
"Yes","2016","North Rhine-Westphalia","secondary school degree","209","0.222736314168619","0.19558289490225","0.249889733434988"
"Yes","2016","North Rhine-Westphalia","college entrance qualification","403","0.332330482355944","0.305350882329331","0.359310082382557"
"Yes","2016","North Rhine-Westphalia","Other degree","38","0.0682929578799597","0.0501552946156673","0.0864306211442521"
"Yes","2016","North Rhine-Westphalia","no degree/no degree yet","12","","",""
"Yes","2016","Hesse","lower secondary degree","55","0.169742867358704","0.127332999631415","0.212152735085993"
"Yes","2016","Hesse","secondary school degree","100","0.256194379450423","0.209518449536434","0.302870309364412"
"Yes","2016","Hesse","college entrance qualification","108","0.240530794554186","0.197272152263562","0.283789436844809"
"Yes","2016","Hesse","Other degree","17","","",""
"Yes","2016","Hesse","no degree/no degree yet","4","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","lower secondary degree","71","0.163670867020794","0.128982674030719","0.19835906001087"
"Yes","2016","Rhineland-Palatinate,Saarland","secondary school degree","72","0.22618881894542","0.175433576790304","0.276944061100536"
"Yes","2016","Rhineland-Palatinate,Saarland","college entrance qualification","69","0.261328884929965","0.204793108014705","0.317864661845225"
"Yes","2016","Rhineland-Palatinate,Saarland","Other degree","15","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Yes","2016","Baden-Württemberg","lower secondary degree","138","0.199739254321455","0.169168026917251","0.230310481725658"
"Yes","2016","Baden-Württemberg","secondary school degree","208","0.367657444646364","0.328751140964143","0.406563748328584"
"Yes","2016","Baden-Württemberg","college entrance qualification","209","0.327174666604381","0.289695420428556","0.364653912780206"
"Yes","2016","Baden-Württemberg","Other degree","42","0.103390706557587","0.075259769190399","0.131521643924776"
"Yes","2016","Baden-Württemberg","no degree/no degree yet","7","","",""
"Yes","2016","Bavaria","lower secondary degree","263","0.249788363466598","0.224006644970854","0.275570081962343"
"Yes","2016","Bavaria","secondary school degree","294","0.373609561141051","0.340698597722108","0.406520524559995"
"Yes","2016","Bavaria","college entrance qualification","233","0.365957457532832","0.328253336501523","0.403661578564141"
"Yes","2016","Bavaria","Other degree","58","0.110571514381485","0.0856032171889313","0.135539811574039"
"Yes","2016","Bavaria","no degree/no degree yet","9","","",""
"Yes","2016","Berlin","lower secondary degree","20","","",""
"Yes","2016","Berlin","secondary school degree","48","0.189163577569878","0.138439315958389","0.239887839181367"
"Yes","2016","Berlin","college entrance qualification","75","0.293959816836203","0.240213062457465","0.347706571214942"
"Yes","2016","Berlin","Other degree","8","","",""
"Yes","2016","Berlin","no degree/no degree yet","3","","",""
"Yes","2016","Brandenburg","lower secondary degree","19","","",""
"Yes","2016","Brandenburg","secondary school degree","55","0.147329356742451","0.110302907934144","0.184355805550759"
"Yes","2016","Brandenburg","college entrance qualification","44","0.207419619813761","0.150943861428025","0.263895378199497"
"Yes","2016","Brandenburg","Other degree","2","","",""
"Yes","2016","Brandenburg","no degree/no degree yet","1","","",""
"Yes","2016","Mecklenburg-Western Pomerania","lower secondary degree","3","","",""
"Yes","2016","Mecklenburg-Western Pomerania","secondary school degree","34","0.167719479327684","0.120153051705254","0.215285906950115"
"Yes","2016","Mecklenburg-Western Pomerania","college entrance qualification","21","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2016","Saxony","lower secondary degree","13","","",""
"Yes","2016","Saxony","secondary school degree","135","0.194829818277287","0.164451547097065","0.225208089457509"
"Yes","2016","Saxony","college entrance qualification","78","0.19312173033083","0.150850462936056","0.235392997725604"
"Yes","2016","Saxony","Other degree","6","","",""
"Yes","2016","Saxony","no degree/no degree yet","4","","",""
"Yes","2016","Saxony-Anhalt","lower secondary degree","11","","",""
"Yes","2016","Saxony-Anhalt","secondary school degree","42","0.131765985306724","0.0963308476797832","0.167201122933664"
"Yes","2016","Saxony-Anhalt","college entrance qualification","33","0.193934194338687","0.131690596762282","0.256177791915093"
"Yes","2016","Saxony-Anhalt","Other degree","1","","",""
"Yes","2016","Saxony-Anhalt","no degree/no degree yet","1","","",""
"Yes","2016","Thuringia","lower secondary degree","15","","",""
"Yes","2016","Thuringia","secondary school degree","60","0.143512631656147","0.107446436875613","0.179578826436681"
"Yes","2016","Thuringia","college entrance qualification","36","0.164584343259345","0.10765976085232","0.221508925666371"
"Yes","2016","Thuringia","Other degree","5","","",""
"Yes","2016","Thuringia","no degree/no degree yet","1","","",""
"No","2016","Schleswig-Holstein","lower secondary degree","177","0.846756943704736","0.79792042095365","0.895593466455821"
"No","2016","Schleswig-Holstein","secondary school degree","153","0.671447194083189","0.607617179237012","0.735277208929365"
"No","2016","Schleswig-Holstein","college entrance qualification","108","0.645121219217894","0.571667300771845","0.718575137663944"
"No","2016","Schleswig-Holstein","Other degree","76","0.927028354040828","0.871736365648176","0.98232034243348"
"No","2016","Schleswig-Holstein","no degree/no degree yet","30","0.996284938846958","0.97486875876167","1.01770111893225"
"No","2016","Hamburg","lower secondary degree","47","0.868025266167089","0.780158985385578","0.955891546948599"
"No","2016","Hamburg","secondary school degree","59","0.661997962451164","0.558342765049688","0.765653159852639"
"No","2016","Hamburg","college entrance qualification","83","0.71866429801846","0.636123032201923","0.801205563834997"
"No","2016","Hamburg","Other degree","69","0.959097455762039","0.913662177525163","1.00453273399892"
"No","2016","Hamburg","no degree/no degree yet","13","","",""
"No","2016","Lower Saxony","lower secondary degree","465","0.839495151777998","0.808817654934879","0.870172648621118"
"No","2016","Lower Saxony","secondary school degree","420","0.666488544379486","0.628152107345909","0.704824981413063"
"No","2016","Lower Saxony","college entrance qualification","316","0.579071510606573","0.534904527801935","0.623238493411212"
"No","2016","Lower Saxony","Other degree","256","0.814051147974176","0.768560981267892","0.85954131468046"
"No","2016","Lower Saxony","no degree/no degree yet","90","0.847322600537734","0.776111643020511","0.918533558054956"
"No","2016","Bremen","lower secondary degree","35","0.974950220673353","0.925903614578606","1.0239968267681"
"No","2016","Bremen","secondary school degree","20","","",""
"No","2016","Bremen","college entrance qualification","31","0.801379955357433","0.672828202070935","0.929931708643931"
"No","2016","Bremen","Other degree","29","","",""
"No","2016","Bremen","no degree/no degree yet","11","","",""
"No","2016","North Rhine-Westphalia","lower secondary degree","978","0.852361205953358","0.831840644972427","0.87288176693429"
"No","2016","North Rhine-Westphalia","secondary school degree","693","0.777263685831381","0.750110266565012","0.80441710509775"
"No","2016","North Rhine-Westphalia","college entrance qualification","768","0.667669517644056","0.640689917617443","0.694649117670669"
"No","2016","North Rhine-Westphalia","Other degree","705","0.93170704212004","0.913569378855748","0.949844705384333"
"No","2016","North Rhine-Westphalia","no degree/no degree yet","234","0.958899798067139","0.93409194797623","0.983707648158048"
"No","2016","Hesse","lower secondary degree","246","0.830257132641296","0.787847264914007","0.872667000368585"
"No","2016","Hesse","secondary school degree","236","0.743805620549577","0.697129690635588","0.790481550463566"
"No","2016","Hesse","college entrance qualification","267","0.759469205445814","0.716210563155191","0.802727847736438"
"No","2016","Hesse","Other degree","234","0.954087618179153","0.92819533954737","0.979979896810935"
"No","2016","Hesse","no degree/no degree yet","49","0.931770954375663","0.86388977352923","0.999652135222096"
"No","2016","Rhineland-Palatinate,Saarland","lower secondary degree","366","0.836329132979206","0.80164093998913","0.871017325969281"
"No","2016","Rhineland-Palatinate,Saarland","secondary school degree","189","0.77381118105458","0.723055938899464","0.824566423209696"
"No","2016","Rhineland-Palatinate,Saarland","college entrance qualification","163","0.738671115070035","0.682135338154775","0.795206891985295"
"No","2016","Rhineland-Palatinate,Saarland","Other degree","243","0.949377797732254","0.922627520274591","0.976128075189917"
"No","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","40","0.901227159087017","0.812050792933402","0.990403525240633"
"No","2016","Baden-Württemberg","lower secondary degree","519","0.800260745678545","0.769689518274342","0.830831973082749"
"No","2016","Baden-Württemberg","secondary school degree","382","0.632342555353636","0.593436251671416","0.671248859035857"
"No","2016","Baden-Württemberg","college entrance qualification","393","0.672825333395619","0.635346087219794","0.710304579571444"
"No","2016","Baden-Württemberg","Other degree","408","0.896609293442412","0.868478356075224","0.924740230809601"
"No","2016","Baden-Württemberg","no degree/no degree yet","49","0.934575303814918","0.869811539284519","0.999339068345317"
"No","2016","Bavaria","lower secondary degree","820","0.750211636533401","0.724429918037657","0.775993355029146"
"No","2016","Bavaria","secondary school degree","536","0.626390438858948","0.593479475440005","0.659301402277892"
"No","2016","Bavaria","college entrance qualification","394","0.634042542467168","0.596338421435859","0.671746663498477"
"No","2016","Bavaria","Other degree","548","0.889428485618515","0.864460188425961","0.914396782811069"
"No","2016","Bavaria","no degree/no degree yet","93","0.914760830281352","0.860570550840565","0.968951109722139"
"No","2016","Berlin","lower secondary degree","116","0.830404387223506","0.767333235579586","0.893475538867426"
"No","2016","Berlin","secondary school degree","181","0.810836422430122","0.760112160818633","0.861560684041611"
"No","2016","Berlin","college entrance qualification","201","0.706040183163797","0.652293428785058","0.759786937542535"
"No","2016","Berlin","Other degree","101","0.971072110790794","0.939607746946778","1.00253647463481"
"No","2016","Berlin","no degree/no degree yet","22","","",""
"No","2016","Brandenburg","lower secondary degree","182","0.934431348354053","0.900211987887974","0.968650708820132"
"No","2016","Brandenburg","secondary school degree","297","0.852670643257549","0.815644194449241","0.889697092065856"
"No","2016","Brandenburg","college entrance qualification","154","0.792580380186239","0.736104621800503","0.849056138571975"
"No","2016","Brandenburg","Other degree","77","0.996856190053934","0.984511535477538","1.00920084463033"
"No","2016","Brandenburg","no degree/no degree yet","20","","",""
"No","2016","Mecklenburg-Western Pomerania","lower secondary degree","88","0.961051801214299","0.921301128541128","1.00080247388747"
"No","2016","Mecklenburg-Western Pomerania","secondary school degree","203","0.832280520672316","0.784714093049885","0.879846948294746"
"No","2016","Mecklenburg-Western Pomerania","college entrance qualification","78","0.830595345643434","0.75670496404137","0.904485727245498"
"No","2016","Mecklenburg-Western Pomerania","Other degree","16","","",""
"No","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","14","","",""
"No","2016","Saxony","lower secondary degree","248","0.92679391277334","0.895193480671269","0.958394344875412"
"No","2016","Saxony","secondary school degree","518","0.805170181722713","0.774791910542491","0.835548452902935"
"No","2016","Saxony","college entrance qualification","257","0.80687826966917","0.764607002274396","0.849149537063944"
"No","2016","Saxony","Other degree","44","0.949462892386974","0.888746315592617","1.01017946918133"
"No","2016","Saxony","no degree/no degree yet","16","","",""
"No","2016","Saxony-Anhalt","lower secondary degree","169","0.933464610530652","0.89705742399128","0.969871797070023"
"No","2016","Saxony-Anhalt","secondary school degree","308","0.868234014693276","0.832798877066336","0.903669152320217"
"No","2016","Saxony-Anhalt","college entrance qualification","122","0.806065805661312","0.743822208084907","0.868309403237718"
"No","2016","Saxony-Anhalt","Other degree","44","0.932233553704541","0.858797123876623","1.00566998353246"
"No","2016","Saxony-Anhalt","no degree/no degree yet","16","","",""
"No","2016","Thuringia","lower secondary degree","197","0.944623384938183","0.913836006524627","0.975410763351739"
"No","2016","Thuringia","secondary school degree","303","0.856487368343853","0.820421173563319","0.892553563124387"
"No","2016","Thuringia","college entrance qualification","127","0.835415656740655","0.778491074333629","0.89234023914768"
"No","2016","Thuringia","Other degree","62","0.932210015488282","0.872016412529134","0.99240361844743"
"No","2016","Thuringia","no degree/no degree yet","8","","",""
"Yes","2017","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","2017","Schleswig-Holstein","secondary school degree","","","",""
"Yes","2017","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","2017","Schleswig-Holstein","Other degree","","","",""
"Yes","2017","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","2017","Hamburg","lower secondary degree","","","",""
"Yes","2017","Hamburg","secondary school degree","","","",""
"Yes","2017","Hamburg","college entrance qualification","","","",""
"Yes","2017","Hamburg","Other degree","","","",""
"Yes","2017","Hamburg","no degree/no degree yet","","","",""
"Yes","2017","Lower Saxony","lower secondary degree","","","",""
"Yes","2017","Lower Saxony","secondary school degree","","","",""
"Yes","2017","Lower Saxony","college entrance qualification","","","",""
"Yes","2017","Lower Saxony","Other degree","","","",""
"Yes","2017","Lower Saxony","no degree/no degree yet","","","",""
"Yes","2017","Bremen","lower secondary degree","","","",""
"Yes","2017","Bremen","secondary school degree","","","",""
"Yes","2017","Bremen","college entrance qualification","","","",""
"Yes","2017","Bremen","Other degree","","","",""
"Yes","2017","Bremen","no degree/no degree yet","","","",""
"Yes","2017","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes","2017","North Rhine-Westphalia","secondary school degree","","","",""
"Yes","2017","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes","2017","North Rhine-Westphalia","Other degree","","","",""
"Yes","2017","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","2017","Hesse","lower secondary degree","","","",""
"Yes","2017","Hesse","secondary school degree","","","",""
"Yes","2017","Hesse","college entrance qualification","","","",""
"Yes","2017","Hesse","Other degree","","","",""
"Yes","2017","Hesse","no degree/no degree yet","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","2017","Baden-Württemberg","lower secondary degree","","","",""
"Yes","2017","Baden-Württemberg","secondary school degree","","","",""
"Yes","2017","Baden-Württemberg","college entrance qualification","","","",""
"Yes","2017","Baden-Württemberg","Other degree","","","",""
"Yes","2017","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","2017","Bavaria","lower secondary degree","","","",""
"Yes","2017","Bavaria","secondary school degree","","","",""
"Yes","2017","Bavaria","college entrance qualification","","","",""
"Yes","2017","Bavaria","Other degree","","","",""
"Yes","2017","Bavaria","no degree/no degree yet","","","",""
"Yes","2017","Berlin","lower secondary degree","","","",""
"Yes","2017","Berlin","secondary school degree","","","",""
"Yes","2017","Berlin","college entrance qualification","","","",""
"Yes","2017","Berlin","Other degree","","","",""
"Yes","2017","Berlin","no degree/no degree yet","","","",""
"Yes","2017","Brandenburg","lower secondary degree","","","",""
"Yes","2017","Brandenburg","secondary school degree","","","",""
"Yes","2017","Brandenburg","college entrance qualification","","","",""
"Yes","2017","Brandenburg","Other degree","","","",""
"Yes","2017","Brandenburg","no degree/no degree yet","","","",""
"Yes","2017","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","2017","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","2017","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","2017","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2017","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2017","Saxony","lower secondary degree","","","",""
"Yes","2017","Saxony","secondary school degree","","","",""
"Yes","2017","Saxony","college entrance qualification","","","",""
"Yes","2017","Saxony","Other degree","","","",""
"Yes","2017","Saxony","no degree/no degree yet","","","",""
"Yes","2017","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","2017","Saxony-Anhalt","secondary school degree","","","",""
"Yes","2017","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","2017","Saxony-Anhalt","Other degree","","","",""
"Yes","2017","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","2017","Thuringia","lower secondary degree","","","",""
"Yes","2017","Thuringia","secondary school degree","","","",""
"Yes","2017","Thuringia","college entrance qualification","","","",""
"Yes","2017","Thuringia","Other degree","","","",""
"Yes","2017","Thuringia","no degree/no degree yet","","","",""
"No","2017","Schleswig-Holstein","lower secondary degree","","","",""
"No","2017","Schleswig-Holstein","secondary school degree","","","",""
"No","2017","Schleswig-Holstein","college entrance qualification","","","",""
"No","2017","Schleswig-Holstein","Other degree","","","",""
"No","2017","Schleswig-Holstein","no degree/no degree yet","","","",""
"No","2017","Hamburg","lower secondary degree","","","",""
"No","2017","Hamburg","secondary school degree","","","",""
"No","2017","Hamburg","college entrance qualification","","","",""
"No","2017","Hamburg","Other degree","","","",""
"No","2017","Hamburg","no degree/no degree yet","","","",""
"No","2017","Lower Saxony","lower secondary degree","","","",""
"No","2017","Lower Saxony","secondary school degree","","","",""
"No","2017","Lower Saxony","college entrance qualification","","","",""
"No","2017","Lower Saxony","Other degree","","","",""
"No","2017","Lower Saxony","no degree/no degree yet","","","",""
"No","2017","Bremen","lower secondary degree","","","",""
"No","2017","Bremen","secondary school degree","","","",""
"No","2017","Bremen","college entrance qualification","","","",""
"No","2017","Bremen","Other degree","","","",""
"No","2017","Bremen","no degree/no degree yet","","","",""
"No","2017","North Rhine-Westphalia","lower secondary degree","","","",""
"No","2017","North Rhine-Westphalia","secondary school degree","","","",""
"No","2017","North Rhine-Westphalia","college entrance qualification","","","",""
"No","2017","North Rhine-Westphalia","Other degree","","","",""
"No","2017","North Rhine-Westphalia","no degree/no degree yet","","","",""
"No","2017","Hesse","lower secondary degree","","","",""
"No","2017","Hesse","secondary school degree","","","",""
"No","2017","Hesse","college entrance qualification","","","",""
"No","2017","Hesse","Other degree","","","",""
"No","2017","Hesse","no degree/no degree yet","","","",""
"No","2017","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"No","2017","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"No","2017","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"No","2017","Rhineland-Palatinate,Saarland","Other degree","","","",""
"No","2017","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"No","2017","Baden-Württemberg","lower secondary degree","","","",""
"No","2017","Baden-Württemberg","secondary school degree","","","",""
"No","2017","Baden-Württemberg","college entrance qualification","","","",""
"No","2017","Baden-Württemberg","Other degree","","","",""
"No","2017","Baden-Württemberg","no degree/no degree yet","","","",""
"No","2017","Bavaria","lower secondary degree","","","",""
"No","2017","Bavaria","secondary school degree","","","",""
"No","2017","Bavaria","college entrance qualification","","","",""
"No","2017","Bavaria","Other degree","","","",""
"No","2017","Bavaria","no degree/no degree yet","","","",""
"No","2017","Berlin","lower secondary degree","","","",""
"No","2017","Berlin","secondary school degree","","","",""
"No","2017","Berlin","college entrance qualification","","","",""
"No","2017","Berlin","Other degree","","","",""
"No","2017","Berlin","no degree/no degree yet","","","",""
"No","2017","Brandenburg","lower secondary degree","","","",""
"No","2017","Brandenburg","secondary school degree","","","",""
"No","2017","Brandenburg","college entrance qualification","","","",""
"No","2017","Brandenburg","Other degree","","","",""
"No","2017","Brandenburg","no degree/no degree yet","","","",""
"No","2017","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"No","2017","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"No","2017","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"No","2017","Mecklenburg-Western Pomerania","Other degree","","","",""
"No","2017","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","2017","Saxony","lower secondary degree","","","",""
"No","2017","Saxony","secondary school degree","","","",""
"No","2017","Saxony","college entrance qualification","","","",""
"No","2017","Saxony","Other degree","","","",""
"No","2017","Saxony","no degree/no degree yet","","","",""
"No","2017","Saxony-Anhalt","lower secondary degree","","","",""
"No","2017","Saxony-Anhalt","secondary school degree","","","",""
"No","2017","Saxony-Anhalt","college entrance qualification","","","",""
"No","2017","Saxony-Anhalt","Other degree","","","",""
"No","2017","Saxony-Anhalt","no degree/no degree yet","","","",""
"No","2017","Thuringia","lower secondary degree","","","",""
"No","2017","Thuringia","secondary school degree","","","",""
"No","2017","Thuringia","college entrance qualification","","","",""
"No","2017","Thuringia","Other degree","","","",""
"No","2017","Thuringia","no degree/no degree yet","","","",""
"Yes","2018","Schleswig-Holstein","lower secondary degree","29","","",""
"Yes","2018","Schleswig-Holstein","secondary school degree","53","0.255007007314879","0.200317334013973","0.309696680615786"
"Yes","2018","Schleswig-Holstein","college entrance qualification","65","0.343099464338177","0.27763098789476","0.408567940781594"
"Yes","2018","Schleswig-Holstein","Other degree","6","","",""
"Yes","2018","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Yes","2018","Hamburg","lower secondary degree","12","","",""
"Yes","2018","Hamburg","secondary school degree","18","","",""
"Yes","2018","Hamburg","college entrance qualification","30","0.237442331876234","0.164852373714046","0.310032290038423"
"Yes","2018","Hamburg","Other degree","4","","",""
