"ple0098_v5","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2018","Hesse","no migration background","268","0.238642566879996","0.212077054476033","0.265208079283959","1"
"Yes","2018","Rhineland-Palatinate,Saarland","indirect migration background","13","","","","1"
"Yes","2018","Baden-Württemberg","no migration background","505","0.320086190773125","0.297241923369558","0.342930458176692","1"
"Yes","2018","Saxony-Anhalt","direct migration background","1","","","","1"
"Yes","2018","Saxony-Anhalt","indirect migration background","1","","","","1"
"Yes","2018","Thuringia","direct migration background","2","","","","1"
"Yes","2018","Thuringia","indirect migration background","2","","","","1"
"Yes","2018","Rhineland-Palatinate,Saarland","no migration background","196","0.218232895352061","0.190896131716234","0.245569658987888","1"
"Yes","2018","Hesse","indirect migration background","23","","","","1"
"Yes","2018","Hesse","direct migration background","33","0.0503909065893574","0.0267894047504811","0.0739924084282336","1"
"Yes","2018","Baden-Württemberg","direct migration background","83","0.20193800305193","0.168172321511324","0.235703684592536","1"
"Yes","2018","Thuringia","no migration background","132","0.152416436097753","0.127337058525233","0.177495813670273","1"
"Yes","2018","Rhineland-Palatinate,Saarland","direct migration background","19","","","","1"
