"ple0098_v5","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2014","Thuringia","middle vocational","52","0.080418790654484","0.0576504371934253","0.103187144115543"
"Yes","2014","Thuringia","vocational + Abi","11","","",""
"Yes","2014","Thuringia","higher vocational","9","","",""
"Yes","2014","Thuringia","higher education","42","0.221864854409286","0.162152610719003","0.281577098099569"
"No","2014","Schleswig-Holstein","in school","14","","",""
"No","2014","Schleswig-Holstein","inadequately","18","","",""
"No","2014","Schleswig-Holstein","general elemantary","104","0.907495202404194","0.854540629661536","0.960449775146852"
"No","2014","Schleswig-Holstein","middle vocational","328","0.757253859068254","0.716587895397631","0.797919822738877"
"No","2014","Schleswig-Holstein","vocational + Abi","48","0.5892473315619","0.476391067385104","0.702103595738697"
"No","2014","Schleswig-Holstein","higher vocational","35","0.836697708480445","0.728698079532635","0.944697337428255"
"No","2014","Schleswig-Holstein","higher education","72","0.553411314602995","0.459214964079918","0.647607665126072"
"No","2014","Hamburg","in school","7","","",""
"No","2014","Hamburg","inadequately","4","","",""
"No","2014","Hamburg","general elemantary","34","0.927537622142305","0.844002466378585","1.01107277790602"
"No","2014","Hamburg","middle vocational","117","0.712905842589486","0.641913083349917","0.783898601829056"
"No","2014","Hamburg","vocational + Abi","26","","",""
"No","2014","Hamburg","higher vocational","11","","",""
"No","2014","Hamburg","higher education","89","0.817084617416571","0.743139062297516","0.891030172535627"
"No","2014","Lower Saxony","in school","45","0.755440730752294","0.639722331164232","0.871159130340356"
"No","2014","Lower Saxony","inadequately","60","0.969040307865428","0.925925993497719","1.01215462223314"
"No","2014","Lower Saxony","general elemantary","310","0.932507932262928","0.905958596176768","0.959057268349089"
"No","2014","Lower Saxony","middle vocational","874","0.718390164347633","0.692439451924146","0.74434087677112"
"No","2014","Lower Saxony","vocational + Abi","114","0.648478608816637","0.576281940469896","0.720675277163378"
"No","2014","Lower Saxony","higher vocational","72","0.607365258746302","0.518113145797275","0.696617371695329"
"No","2014","Lower Saxony","higher education","220","0.603701568164352","0.550605590751731","0.656797545576974"
"No","2014","Bremen","in school","10","","",""
"No","2014","Bremen","inadequately","10","","",""
"No","2014","Bremen","general elemantary","24","","",""
"No","2014","Bremen","middle vocational","65","0.905336546389723","0.842732176824882","0.967940915954564"
"No","2014","Bremen","vocational + Abi","12","","",""
"No","2014","Bremen","higher vocational","4","","",""
"No","2014","Bremen","higher education","33","0.77134295285711","0.641195956732087","0.901489948982134"
"No","2014","North Rhine-Westphalia","in school","86","0.932823335009008","0.883007072142364","0.982639597875651"
"No","2014","North Rhine-Westphalia","inadequately","150","0.977709045307136","0.954316820622808","1.00110126999146"
"No","2014","North Rhine-Westphalia","general elemantary","699","0.894302909496106","0.872314087644516","0.916291731347695"
"No","2014","North Rhine-Westphalia","middle vocational","1767","0.789557762144473","0.772616759547983","0.806498764740963"
"No","2014","North Rhine-Westphalia","vocational + Abi","393","0.712014014058805","0.674675776442529","0.749352251675081"
"No","2014","North Rhine-Westphalia","higher vocational","155","0.763956701226636","0.70883648943695","0.819076913016323"
"No","2014","North Rhine-Westphalia","higher education","472","0.618636039425566","0.583521105587519","0.653750973263613"
"No","2014","Hesse","in school","33","0.880996252106446","0.778046894084445","0.983945610128447"
"No","2014","Hesse","inadequately","44","0.98381566116481","0.946947949600307","1.02068337272931"
"No","2014","Hesse","general elemantary","184","0.879522346704693","0.834632399431013","0.924412293978373"
"No","2014","Hesse","middle vocational","526","0.75933862889932","0.727982681636722","0.790694576161918"
"No","2014","Hesse","vocational + Abi","93","0.738499726898309","0.665964365769083","0.811035088027535"
"No","2014","Hesse","higher vocational","48","0.780883855791385","0.682567891022864","0.879199820559906"
"No","2014","Hesse","higher education","240","0.707382369022496","0.660121636081482","0.75464310196351"
"No","2014","Rhineland-Palatinate,Saarland","in school","15","","",""
"No","2014","Rhineland-Palatinate,Saarland","inadequately","32","1","1","1"
"No","2014","Rhineland-Palatinate,Saarland","general elemantary","242","0.943469591792458","0.915068420762495","0.971870762822421"
"No","2014","Rhineland-Palatinate,Saarland","middle vocational","504","0.731567646660386","0.698430554375315","0.764704738945457"
"No","2014","Rhineland-Palatinate,Saarland","vocational + Abi","80","0.736609662455748","0.654296294157199","0.818923030754297"
"No","2014","Rhineland-Palatinate,Saarland","higher vocational","46","0.583058645657766","0.471472297337683","0.69464499397785"
"No","2014","Rhineland-Palatinate,Saarland","higher education","122","0.706346425395797","0.638480533465385","0.774212317326208"
"No","2014","Baden-Württemberg","in school","37","0.866522110433724","0.763668880179739","0.969375340687709"
"No","2014","Baden-Württemberg","inadequately","39","1","1","1"
"No","2014","Baden-Württemberg","general elemantary","360","0.853483093162049","0.819127913943376","0.887838272380723"
"No","2014","Baden-Württemberg","middle vocational","941","0.715199163787229","0.69079665164905","0.739601675925408"
"No","2014","Baden-Württemberg","vocational + Abi","146","0.718817808534462","0.659001233336517","0.778634383732407"
"No","2014","Baden-Württemberg","higher vocational","104","0.651640313039452","0.578272005416606","0.725008620662298"
"No","2014","Baden-Württemberg","higher education","340","0.587665470759768","0.546526190872535","0.628804750647002"
"No","2014","Bavaria","in school","52","0.887401387977346","0.808076449509162","0.966726326445531"
"No","2014","Bavaria","inadequately","57","0.918293689913834","0.849554917410558","0.98703246241711"
"No","2014","Bavaria","general elemantary","397","0.825167731532219","0.790755956185703","0.859579506878734"
"No","2014","Bavaria","middle vocational","1384","0.685281009657412","0.664763182495463","0.705798836819362"
"No","2014","Bavaria","vocational + Abi","200","0.655671868525839","0.599917934392392","0.711425802659285"
"No","2014","Bavaria","higher vocational","149","0.68969893505652","0.630041646339665","0.749356223773376"
"No","2014","Bavaria","higher education","417","0.64610145651739","0.608880013183032","0.683322899851747"
"No","2014","Berlin","in school","13","","",""
"No","2014","Berlin","inadequately","13","","",""
"No","2014","Berlin","general elemantary","58","0.918857140840201","0.85143120749085","0.986283074189552"
"No","2014","Berlin","middle vocational","286","0.841636840545747","0.803113140650121","0.880160540441373"
"No","2014","Berlin","vocational + Abi","48","0.810947732853228","0.71018000381125","0.911715461895206"
"No","2014","Berlin","higher vocational","36","0.65388807990414","0.525811375286211","0.781964784522069"
"No","2014","Berlin","higher education","194","0.618987251668999","0.563190077813981","0.674784425524016"
"No","2014","Brandenburg","in school","6","","",""
"No","2014","Brandenburg","inadequately","10","","",""
"No","2014","Brandenburg","general elemantary","80","0.93219729025329","0.878751183883475","0.985643396623105"
"No","2014","Brandenburg","middle vocational","391","0.834525620747751","0.801107155282997","0.867944086212505"
"No","2014","Brandenburg","vocational + Abi","60","0.827514893183364","0.742576311416212","0.912453474950516"
"No","2014","Brandenburg","higher vocational","50","0.729119889326022","0.616669620608083","0.84157015804396"
"No","2014","Brandenburg","higher education","167","0.755849929039463","0.699213199155911","0.812486658923014"
"No","2014","Mecklenburg-Western Pomerania","in school","6","","",""
"No","2014","Mecklenburg-Western Pomerania","inadequately","9","","",""
"No","2014","Mecklenburg-Western Pomerania","general elemantary","34","0.992043125937961","0.963020723572644","1.02106552830328"
"No","2014","Mecklenburg-Western Pomerania","middle vocational","243","0.903098616941712","0.868198560731982","0.937998673151441"
"No","2014","Mecklenburg-Western Pomerania","vocational + Abi","21","","",""
"No","2014","Mecklenburg-Western Pomerania","higher vocational","38","0.828261432020585","0.719271391694503","0.937251472346666"
"No","2014","Mecklenburg-Western Pomerania","higher education","77","0.636363943447546","0.546874284377041","0.72585360251805"
"No","2014","Saxony","in school","8","","",""
"No","2014","Saxony","inadequately","6","","",""
"No","2014","Saxony","general elemantary","89","0.96921012069474","0.934472565338028","1.00394767605145"
"No","2014","Saxony","middle vocational","675","0.84756055070798","0.82277626177255","0.87234483964341"
"No","2014","Saxony","vocational + Abi","55","0.682868976189091","0.576841045088163","0.78889690729002"
"No","2014","Saxony","higher vocational","93","0.760313470922892","0.681253393467985","0.839373548377799"
"No","2014","Saxony","higher education","286","0.75036022166605","0.707015072715931","0.79370537061617"
"No","2014","Saxony-Anhalt","in school","12","","",""
"No","2014","Saxony-Anhalt","inadequately","18","","",""
"No","2014","Saxony-Anhalt","general elemantary","75","0.989582306622611","0.966903798865493","1.01226081437973"
"No","2014","Saxony-Anhalt","middle vocational","436","0.876597839869223","0.847682288649266","0.90551339108918"
"No","2014","Saxony-Anhalt","vocational + Abi","32","0.711981600621601","0.573369653511441","0.850593547731761"
"No","2014","Saxony-Anhalt","higher vocational","50","0.894930109665941","0.816013613665824","0.973846605666058"
"No","2014","Saxony-Anhalt","higher education","140","0.73503746117627","0.670745632528261","0.799329289824279"
"No","2014","Thuringia","in school","6","","",""
"No","2014","Thuringia","inadequately","7","","",""
"No","2014","Thuringia","general elemantary","60","0.996450640168309","0.981526611184828","1.01137466915179"
"No","2014","Thuringia","middle vocational","496","0.919581209345516","0.896812855884457","0.942349562806575"
"No","2014","Thuringia","vocational + Abi","33","0.653056052078476","0.512410293399351","0.793701810757602"
"No","2014","Thuringia","higher vocational","59","0.782519041521549","0.684468112933702","0.880569970109397"
"No","2014","Thuringia","higher education","144","0.778135145590714","0.718422901900431","0.837847389280997"
"Yes","2015","Schleswig-Holstein","in school","","","",""
"Yes","2015","Schleswig-Holstein","inadequately","","","",""
"Yes","2015","Schleswig-Holstein","general elemantary","","","",""
"Yes","2015","Schleswig-Holstein","middle vocational","","","",""
"Yes","2015","Schleswig-Holstein","vocational + Abi","","","",""
"Yes","2015","Schleswig-Holstein","higher vocational","","","",""
"Yes","2015","Schleswig-Holstein","higher education","","","",""
"Yes","2015","Hamburg","in school","","","",""
"Yes","2015","Hamburg","inadequately","","","",""
"Yes","2015","Hamburg","general elemantary","","","",""
"Yes","2015","Hamburg","middle vocational","","","",""
"Yes","2015","Hamburg","vocational + Abi","","","",""
"Yes","2015","Hamburg","higher vocational","","","",""
"Yes","2015","Hamburg","higher education","","","",""
"Yes","2015","Lower Saxony","in school","","","",""
"Yes","2015","Lower Saxony","inadequately","","","",""
"Yes","2015","Lower Saxony","general elemantary","","","",""
"Yes","2015","Lower Saxony","middle vocational","","","",""
"Yes","2015","Lower Saxony","vocational + Abi","","","",""
"Yes","2015","Lower Saxony","higher vocational","","","",""
"Yes","2015","Lower Saxony","higher education","","","",""
"Yes","2015","Bremen","in school","","","",""
"Yes","2015","Bremen","inadequately","","","",""
"Yes","2015","Bremen","general elemantary","","","",""
"Yes","2015","Bremen","middle vocational","","","",""
"Yes","2015","Bremen","vocational + Abi","","","",""
"Yes","2015","Bremen","higher vocational","","","",""
"Yes","2015","Bremen","higher education","","","",""
"Yes","2015","North Rhine-Westphalia","in school","","","",""
"Yes","2015","North Rhine-Westphalia","inadequately","","","",""
"Yes","2015","North Rhine-Westphalia","general elemantary","","","",""
"Yes","2015","North Rhine-Westphalia","middle vocational","","","",""
"Yes","2015","North Rhine-Westphalia","vocational + Abi","","","",""
"Yes","2015","North Rhine-Westphalia","higher vocational","","","",""
"Yes","2015","North Rhine-Westphalia","higher education","","","",""
"Yes","2015","Hesse","in school","","","",""
"Yes","2015","Hesse","inadequately","","","",""
"Yes","2015","Hesse","general elemantary","","","",""
"Yes","2015","Hesse","middle vocational","","","",""
"Yes","2015","Hesse","vocational + Abi","","","",""
"Yes","2015","Hesse","higher vocational","","","",""
"Yes","2015","Hesse","higher education","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","higher education","","","",""
"Yes","2015","Baden-Württemberg","in school","","","",""
"Yes","2015","Baden-Württemberg","inadequately","","","",""
"Yes","2015","Baden-Württemberg","general elemantary","","","",""
"Yes","2015","Baden-Württemberg","middle vocational","","","",""
"Yes","2015","Baden-Württemberg","vocational + Abi","","","",""
"Yes","2015","Baden-Württemberg","higher vocational","","","",""
"Yes","2015","Baden-Württemberg","higher education","","","",""
"Yes","2015","Bavaria","in school","","","",""
"Yes","2015","Bavaria","inadequately","","","",""
"Yes","2015","Bavaria","general elemantary","","","",""
"Yes","2015","Bavaria","middle vocational","","","",""
"Yes","2015","Bavaria","vocational + Abi","","","",""
"Yes","2015","Bavaria","higher vocational","","","",""
"Yes","2015","Bavaria","higher education","","","",""
"Yes","2015","Berlin","in school","","","",""
"Yes","2015","Berlin","inadequately","","","",""
"Yes","2015","Berlin","general elemantary","","","",""
"Yes","2015","Berlin","middle vocational","","","",""
"Yes","2015","Berlin","vocational + Abi","","","",""
"Yes","2015","Berlin","higher vocational","","","",""
"Yes","2015","Berlin","higher education","","","",""
"Yes","2015","Brandenburg","in school","","","",""
"Yes","2015","Brandenburg","inadequately","","","",""
"Yes","2015","Brandenburg","general elemantary","","","",""
"Yes","2015","Brandenburg","middle vocational","","","",""
"Yes","2015","Brandenburg","vocational + Abi","","","",""
"Yes","2015","Brandenburg","higher vocational","","","",""
"Yes","2015","Brandenburg","higher education","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","higher education","","","",""
"Yes","2015","Saxony","in school","","","",""
"Yes","2015","Saxony","inadequately","","","",""
"Yes","2015","Saxony","general elemantary","","","",""
"Yes","2015","Saxony","middle vocational","","","",""
"Yes","2015","Saxony","vocational + Abi","","","",""
"Yes","2015","Saxony","higher vocational","","","",""
"Yes","2015","Saxony","higher education","","","",""
"Yes","2015","Saxony-Anhalt","in school","","","",""
"Yes","2015","Saxony-Anhalt","inadequately","","","",""
"Yes","2015","Saxony-Anhalt","general elemantary","","","",""
"Yes","2015","Saxony-Anhalt","middle vocational","","","",""
"Yes","2015","Saxony-Anhalt","vocational + Abi","","","",""
"Yes","2015","Saxony-Anhalt","higher vocational","","","",""
"Yes","2015","Saxony-Anhalt","higher education","","","",""
"Yes","2015","Thuringia","in school","","","",""
"Yes","2015","Thuringia","inadequately","","","",""
"Yes","2015","Thuringia","general elemantary","","","",""
"Yes","2015","Thuringia","middle vocational","","","",""
"Yes","2015","Thuringia","vocational + Abi","","","",""
"Yes","2015","Thuringia","higher vocational","","","",""
"Yes","2015","Thuringia","higher education","","","",""
"No","2015","Schleswig-Holstein","in school","","","",""
"No","2015","Schleswig-Holstein","inadequately","","","",""
"No","2015","Schleswig-Holstein","general elemantary","","","",""
"No","2015","Schleswig-Holstein","middle vocational","","","",""
"No","2015","Schleswig-Holstein","vocational + Abi","","","",""
"No","2015","Schleswig-Holstein","higher vocational","","","",""
"No","2015","Schleswig-Holstein","higher education","","","",""
"No","2015","Hamburg","in school","","","",""
"No","2015","Hamburg","inadequately","","","",""
"No","2015","Hamburg","general elemantary","","","",""
"No","2015","Hamburg","middle vocational","","","",""
"No","2015","Hamburg","vocational + Abi","","","",""
"No","2015","Hamburg","higher vocational","","","",""
"No","2015","Hamburg","higher education","","","",""
"No","2015","Lower Saxony","in school","","","",""
"No","2015","Lower Saxony","inadequately","","","",""
"No","2015","Lower Saxony","general elemantary","","","",""
"No","2015","Lower Saxony","middle vocational","","","",""
"No","2015","Lower Saxony","vocational + Abi","","","",""
"No","2015","Lower Saxony","higher vocational","","","",""
"No","2015","Lower Saxony","higher education","","","",""
"No","2015","Bremen","in school","","","",""
"No","2015","Bremen","inadequately","","","",""
"No","2015","Bremen","general elemantary","","","",""
"No","2015","Bremen","middle vocational","","","",""
"No","2015","Bremen","vocational + Abi","","","",""
"No","2015","Bremen","higher vocational","","","",""
"No","2015","Bremen","higher education","","","",""
"No","2015","North Rhine-Westphalia","in school","","","",""
"No","2015","North Rhine-Westphalia","inadequately","","","",""
"No","2015","North Rhine-Westphalia","general elemantary","","","",""
"No","2015","North Rhine-Westphalia","middle vocational","","","",""
"No","2015","North Rhine-Westphalia","vocational + Abi","","","",""
"No","2015","North Rhine-Westphalia","higher vocational","","","",""
"No","2015","North Rhine-Westphalia","higher education","","","",""
"No","2015","Hesse","in school","","","",""
"No","2015","Hesse","inadequately","","","",""
"No","2015","Hesse","general elemantary","","","",""
"No","2015","Hesse","middle vocational","","","",""
"No","2015","Hesse","vocational + Abi","","","",""
"No","2015","Hesse","higher vocational","","","",""
"No","2015","Hesse","higher education","","","",""
"No","2015","Rhineland-Palatinate,Saarland","in school","","","",""
"No","2015","Rhineland-Palatinate,Saarland","inadequately","","","",""
"No","2015","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"No","2015","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"No","2015","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"No","2015","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"No","2015","Rhineland-Palatinate,Saarland","higher education","","","",""
"No","2015","Baden-Württemberg","in school","","","",""
"No","2015","Baden-Württemberg","inadequately","","","",""
"No","2015","Baden-Württemberg","general elemantary","","","",""
"No","2015","Baden-Württemberg","middle vocational","","","",""
"No","2015","Baden-Württemberg","vocational + Abi","","","",""
"No","2015","Baden-Württemberg","higher vocational","","","",""
"No","2015","Baden-Württemberg","higher education","","","",""
"No","2015","Bavaria","in school","","","",""
"No","2015","Bavaria","inadequately","","","",""
"No","2015","Bavaria","general elemantary","","","",""
"No","2015","Bavaria","middle vocational","","","",""
"No","2015","Bavaria","vocational + Abi","","","",""
"No","2015","Bavaria","higher vocational","","","",""
"No","2015","Bavaria","higher education","","","",""
"No","2015","Berlin","in school","","","",""
"No","2015","Berlin","inadequately","","","",""
"No","2015","Berlin","general elemantary","","","",""
"No","2015","Berlin","middle vocational","","","",""
"No","2015","Berlin","vocational + Abi","","","",""
"No","2015","Berlin","higher vocational","","","",""
"No","2015","Berlin","higher education","","","",""
"No","2015","Brandenburg","in school","","","",""
"No","2015","Brandenburg","inadequately","","","",""
"No","2015","Brandenburg","general elemantary","","","",""
"No","2015","Brandenburg","middle vocational","","","",""
"No","2015","Brandenburg","vocational + Abi","","","",""
"No","2015","Brandenburg","higher vocational","","","",""
"No","2015","Brandenburg","higher education","","","",""
"No","2015","Mecklenburg-Western Pomerania","in school","","","",""
"No","2015","Mecklenburg-Western Pomerania","inadequately","","","",""
"No","2015","Mecklenburg-Western Pomerania","general elemantary","","","",""
"No","2015","Mecklenburg-Western Pomerania","middle vocational","","","",""
"No","2015","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"No","2015","Mecklenburg-Western Pomerania","higher vocational","","","",""
"No","2015","Mecklenburg-Western Pomerania","higher education","","","",""
"No","2015","Saxony","in school","","","",""
"No","2015","Saxony","inadequately","","","",""
"No","2015","Saxony","general elemantary","","","",""
"No","2015","Saxony","middle vocational","","","",""
"No","2015","Saxony","vocational + Abi","","","",""
"No","2015","Saxony","higher vocational","","","",""
"No","2015","Saxony","higher education","","","",""
"No","2015","Saxony-Anhalt","in school","","","",""
"No","2015","Saxony-Anhalt","inadequately","","","",""
"No","2015","Saxony-Anhalt","general elemantary","","","",""
"No","2015","Saxony-Anhalt","middle vocational","","","",""
"No","2015","Saxony-Anhalt","vocational + Abi","","","",""
"No","2015","Saxony-Anhalt","higher vocational","","","",""
"No","2015","Saxony-Anhalt","higher education","","","",""
"No","2015","Thuringia","in school","","","",""
"No","2015","Thuringia","inadequately","","","",""
"No","2015","Thuringia","general elemantary","","","",""
"No","2015","Thuringia","middle vocational","","","",""
"No","2015","Thuringia","vocational + Abi","","","",""
"No","2015","Thuringia","higher vocational","","","",""
"No","2015","Thuringia","higher education","","","",""
"Yes","2016","Schleswig-Holstein","in school","","","",""
"Yes","2016","Schleswig-Holstein","inadequately","2","","",""
"Yes","2016","Schleswig-Holstein","general elemantary","7","","",""
"Yes","2016","Schleswig-Holstein","middle vocational","80","0.228147959918123","0.18449544820629","0.271800471629957"
"Yes","2016","Schleswig-Holstein","vocational + Abi","22","","",""
"Yes","2016","Schleswig-Holstein","higher vocational","7","","",""
"Yes","2016","Schleswig-Holstein","higher education","34","0.334067697447078","0.245925468004885","0.422209926889271"
"Yes","2016","Hamburg","in school","","","",""
"Yes","2016","Hamburg","inadequately","","","",""
"Yes","2016","Hamburg","general elemantary","3","","",""
"Yes","2016","Hamburg","middle vocational","31","0.227491406849329","0.157800703333495","0.297182110365163"
"Yes","2016","Hamburg","vocational + Abi","10","","",""
"Yes","2016","Hamburg","higher vocational","5","","",""
"Yes","2016","Hamburg","higher education","17","","",""
"Yes","2016","Lower Saxony","in school","4","","",""
"Yes","2016","Lower Saxony","inadequately","","","",""
"Yes","2016","Lower Saxony","general elemantary","23","","",""
"Yes","2016","Lower Saxony","middle vocational","230","0.275150140108836","0.247539659972028","0.302760620245643"
"Yes","2016","Lower Saxony","vocational + Abi","60","0.364439080766158","0.296540530737407","0.432337630794908"
"Yes","2016","Lower Saxony","higher vocational","30","0.399558129670055","0.302084375254395","0.497031884085715"
"Yes","2016","Lower Saxony","higher education","98","0.431827112914103","0.378784990483155","0.484869235345051"
"Yes","2016","Bremen","in school","","","",""
"Yes","2016","Bremen","inadequately","","","",""
"Yes","2016","Bremen","general elemantary","2","","",""
"Yes","2016","Bremen","middle vocational","13","","",""
"Yes","2016","Bremen","vocational + Abi","3","","",""
"Yes","2016","Bremen","higher vocational","","","",""
"Yes","2016","Bremen","higher education","4","","",""
"Yes","2016","North Rhine-Westphalia","in school","8","","",""
"Yes","2016","North Rhine-Westphalia","inadequately","2","","",""
"Yes","2016","North Rhine-Westphalia","general elemantary","39","0.0824011789067664","0.0605442350141381","0.104258122799395"
"Yes","2016","North Rhine-Westphalia","middle vocational","352","0.185551522336787","0.168552568617853","0.202550476055722"
"Yes","2016","North Rhine-Westphalia","vocational + Abi","142","0.283033272490299","0.244754277922116","0.321312267058482"
"Yes","2016","North Rhine-Westphalia","higher vocational","56","0.205911247245244","0.149587692977584","0.262234801512903"
"Yes","2016","North Rhine-Westphalia","higher education","242","0.340307070014804","0.305257238412688","0.375356901616921"
"Yes","2016","Hesse","in school","1","","",""
"Yes","2016","Hesse","inadequately","2","","",""
"Yes","2016","Hesse","general elemantary","18","","",""
"Yes","2016","Hesse","middle vocational","133","0.201764588480522","0.16975960629717","0.233769570663874"
"Yes","2016","Hesse","vocational + Abi","34","0.246271540366068","0.173324065646489","0.319219015085647"
"Yes","2016","Hesse","higher vocational","17","","",""
"Yes","2016","Hesse","higher education","83","0.224172139130546","0.178479461834656","0.269864816426436"
"Yes","2016","Rhineland-Palatinate,Saarland","in school","2","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","general elemantary","11","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","middle vocational","126","0.202849008277818","0.171221933115068","0.234476083440568"
"Yes","2016","Rhineland-Palatinate,Saarland","vocational + Abi","25","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","higher vocational","24","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","higher education","45","0.247126393362063","0.182850867099343","0.311401919624784"
"Yes","2016","Baden-Württemberg","in school","5","","",""
"Yes","2016","Baden-Württemberg","inadequately","2","","",""
"Yes","2016","Baden-Württemberg","general elemantary","39","0.129215427752392","0.0924054718392405","0.166025383665543"
"Yes","2016","Baden-Württemberg","middle vocational","291","0.254621793832694","0.228865381044196","0.280378206621192"
"Yes","2016","Baden-Württemberg","vocational + Abi","55","0.206082297147323","0.155225027514747","0.2569395667799"
"Yes","2016","Baden-Württemberg","higher vocational","48","0.327701461934167","0.251565132406677","0.403837791461656"
"Yes","2016","Baden-Württemberg","higher education","172","0.353917726117831","0.313245691280802","0.394589760954859"
"Yes","2016","Bavaria","in school","4","","",""
"Yes","2016","Bavaria","inadequately","1","","",""
"Yes","2016","Bavaria","general elemantary","43","0.102781228835795","0.0718388779006732","0.133723579770917"
"Yes","2016","Bavaria","middle vocational","473","0.307283681785614","0.285467237497946","0.329100126073283"
"Yes","2016","Bavaria","vocational + Abi","75","0.308002075999425","0.253926856247558","0.362077295751292"
"Yes","2016","Bavaria","higher vocational","78","0.32751052154538","0.263110148572944","0.391910894517816"
"Yes","2016","Bavaria","higher education","194","0.322898123988274","0.286672333298055","0.359123914678493"
"Yes","2016","Berlin","in school","1","","",""
"Yes","2016","Berlin","inadequately","1","","",""
"Yes","2016","Berlin","general elemantary","6","","",""
"Yes","2016","Berlin","middle vocational","47","0.137667967546951","0.09887254498608","0.176463390107822"
"Yes","2016","Berlin","vocational + Abi","10","","",""
"Yes","2016","Berlin","higher vocational","12","","",""
"Yes","2016","Berlin","higher education","79","0.331534229831844","0.277904450562689","0.385164009100999"
"Yes","2016","Brandenburg","in school","","","",""
"Yes","2016","Brandenburg","inadequately","","","",""
"Yes","2016","Brandenburg","general elemantary","2","","",""
"Yes","2016","Brandenburg","middle vocational","55","0.113363204709796","0.0836725367374037","0.143053872682189"
"Yes","2016","Brandenburg","vocational + Abi","14","","",""
"Yes","2016","Brandenburg","higher vocational","9","","",""
"Yes","2016","Brandenburg","higher education","42","0.187211704041724","0.133813533351557","0.240609874731891"
"Yes","2016","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","general elemantary","2","","",""
"Yes","2016","Mecklenburg-Western Pomerania","middle vocational","23","","",""
"Yes","2016","Mecklenburg-Western Pomerania","vocational + Abi","5","","",""
"Yes","2016","Mecklenburg-Western Pomerania","higher vocational","6","","",""
"Yes","2016","Mecklenburg-Western Pomerania","higher education","23","","",""
"Yes","2016","Saxony","in school","2","","",""
"Yes","2016","Saxony","inadequately","1","","",""
"Yes","2016","Saxony","general elemantary","4","","",""
"Yes","2016","Saxony","middle vocational","116","0.143239144033681","0.117615167054847","0.168863121012515"
"Yes","2016","Saxony","vocational + Abi","21","","",""
"Yes","2016","Saxony","higher vocational","24","","",""
"Yes","2016","Saxony","higher education","71","0.186169529640329","0.144673072947125","0.227665986333532"
"Yes","2016","Saxony-Anhalt","in school","1","","",""
"Yes","2016","Saxony-Anhalt","inadequately","","","",""
"Yes","2016","Saxony-Anhalt","general elemantary","1","","",""
"Yes","2016","Saxony-Anhalt","middle vocational","38","0.111283815368011","0.0814203061554046","0.141147324580617"
"Yes","2016","Saxony-Anhalt","vocational + Abi","5","","",""
"Yes","2016","Saxony-Anhalt","higher vocational","9","","",""
"Yes","2016","Saxony-Anhalt","higher education","34","0.188517837272778","0.129197232660441","0.247838441885116"
"Yes","2016","Thuringia","in school","1","","",""
"Yes","2016","Thuringia","inadequately","","","",""
"Yes","2016","Thuringia","general elemantary","","","",""
"Yes","2016","Thuringia","middle vocational","55","0.0856681600598993","0.0607601597067618","0.110576160413037"
"Yes","2016","Thuringia","vocational + Abi","8","","",""
"Yes","2016","Thuringia","higher vocational","9","","",""
"Yes","2016","Thuringia","higher education","45","0.247189381986244","0.183458558385893","0.310920205586595"
"No","2016","Schleswig-Holstein","in school","10","","",""
"No","2016","Schleswig-Holstein","inadequately","15","","",""
"No","2016","Schleswig-Holstein","general elemantary","94","0.875749406737298","0.811417478984384","0.940081334490211"
"No","2016","Schleswig-Holstein","middle vocational","275","0.771852040081877","0.728199528370043","0.815504551793711"
"No","2016","Schleswig-Holstein","vocational + Abi","50","0.594417123292117","0.481002957105817","0.707831289478416"
