"ple0098_v5","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2017","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"No","2017","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"No","2017","Couple + C. LE and GT 16","(0) in school","","","",""
"No","2017","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"No","2017","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"No","2017","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"No","2017","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"No","2017","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"No","2017","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"No","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"No","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"No","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Yes","2018","1-pers.-HH","(0) in school","","","",""
"Yes","2018","1-pers.-HH","(1a) inadequately completed","2","","",""
"Yes","2018","1-pers.-HH","(1b) general elementary school","28","","",""
"Yes","2018","1-pers.-HH","(1c) basic vocational qualification","132","0.166082543861117","0.141660096040258","0.190504991681976"
"Yes","2018","1-pers.-HH","(2b) intermediate general qualification","12","","",""
"Yes","2018","1-pers.-HH","(2a) intermediate vocational","188","0.231744525006803","0.202596594585812","0.260892455427794"
"Yes","2018","1-pers.-HH","(2c_gen) general maturity certificate","31","0.188334095772308","0.133030852196413","0.243637339348202"
"Yes","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","80","0.260088541014155","0.213321464021012","0.306855618007298"
"Yes","2018","1-pers.-HH","(3a) lower tertiary education","68","0.271105926378156","0.216651921788121","0.325559930968191"
"Yes","2018","1-pers.-HH","(3b) higher tertiary education","122","0.252077682781782","0.214356557064273","0.289798808499292"
"Yes","2018","(Married) couple without C. ","(0) in school","1","","",""
"Yes","2018","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"Yes","2018","(Married) couple without C. ","(1b) general elementary school","40","0.113008796034753","0.08372410131173","0.142293490757776"
"Yes","2018","(Married) couple without C. ","(1c) basic vocational qualification","383","0.204811781786868","0.186603264733409","0.223020298840327"
"Yes","2018","(Married) couple without C. ","(2b) intermediate general qualification","36","0.264614950245892","0.18819483414983","0.341035066341954"
"Yes","2018","(Married) couple without C. ","(2a) intermediate vocational","519","0.312363306222533","0.290587061217926","0.33413955122714"
"Yes","2018","(Married) couple without C. ","(2c_gen) general maturity certificate","34","0.184473939225241","0.128123302222157","0.240824576228326"
"Yes","2018","(Married) couple without C. ","(2c_voc) vocational maturity certificate","159","0.2666906988132","0.230322528296751","0.30305886932965"
"Yes","2018","(Married) couple without C. ","(3a) lower tertiary education","215","0.379409647299784","0.340021050600737","0.418798243998831"
"Yes","2018","(Married) couple without C. ","(3b) higher tertiary education","282","0.290259277937312","0.261381890339122","0.319136665535501"
"Yes","2018","Single parent ","(0) in school","9","","",""
"Yes","2018","Single parent ","(1a) inadequately completed","4","","",""
"Yes","2018","Single parent ","(1b) general elementary school","12","","",""
"Yes","2018","Single parent ","(1c) basic vocational qualification","39","0.119971309034436","0.083324873902504","0.156617744166369"
"Yes","2018","Single parent ","(2b) intermediate general qualification","11","","",""
"Yes","2018","Single parent ","(2a) intermediate vocational","103","0.233121086400958","0.194440243827123","0.271801928974793"
"Yes","2018","Single parent ","(2c_gen) general maturity certificate","33","0.157995246022143","0.105718738060543","0.210271753983744"
"Yes","2018","Single parent ","(2c_voc) vocational maturity certificate","46","0.291816427668528","0.228970396747304","0.354662458589753"
"Yes","2018","Single parent ","(3a) lower tertiary education","23","","",""
"Yes","2018","Single parent ","(3b) higher tertiary education","42","0.210159250575045","0.148181177375188","0.272137323774902"
"Yes","2018","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2018","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"Yes","2018","Couple + C. LE 16 ","(1b) general elementary school","21","","",""
"Yes","2018","Couple + C. LE 16 ","(1c) basic vocational qualification","117","0.200676988612198","0.170144844269058","0.231209132955338"
"Yes","2018","Couple + C. LE 16 ","(2b) intermediate general qualification","9","","",""
"Yes","2018","Couple + C. LE 16 ","(2a) intermediate vocational","340","0.269439567084842","0.244410007059006","0.294469127110679"
"Yes","2018","Couple + C. LE 16 ","(2c_gen) general maturity certificate","25","","",""
"Yes","2018","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","214","0.360287650321617","0.324824377195061","0.395750923448173"
"Yes","2018","Couple + C. LE 16 ","(3a) lower tertiary education","140","0.342501706844387","0.295644255268249","0.389359158420526"
"Yes","2018","Couple + C. LE 16 ","(3b) higher tertiary education","237","0.300291911252341","0.271204560499399","0.329379262005284"
"Yes","2018","Couple + C. GT 16 ","(0) in school","9","","",""
"Yes","2018","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Yes","2018","Couple + C. GT 16 ","(1b) general elementary school","12","","",""
"Yes","2018","Couple + C. GT 16 ","(1c) basic vocational qualification","98","0.228189353388308","0.191069144083318","0.265309562693298"
"Yes","2018","Couple + C. GT 16 ","(2b) intermediate general qualification","10","","",""
"Yes","2018","Couple + C. GT 16 ","(2a) intermediate vocational","173","0.268243929785542","0.233341883924227","0.303145975646858"
"Yes","2018","Couple + C. GT 16 ","(2c_gen) general maturity certificate","30","0.119988512840077","0.081442383580005","0.158534642100148"
"Yes","2018","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","67","0.233341620691599","0.180701206358791","0.285982035024407"
"Yes","2018","Couple + C. GT 16 ","(3a) lower tertiary education","47","0.355098211623078","0.276110493463491","0.434085929782665"
"Yes","2018","Couple + C. GT 16 ","(3b) higher tertiary education","72","0.326548297265881","0.266074249237638","0.387022345294125"
"Yes","2018","Couple + C. LE and GT 16","(0) in school","7","","",""
"Yes","2018","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Yes","2018","Couple + C. LE and GT 16","(1b) general elementary school","6","","",""
"Yes","2018","Couple + C. LE and GT 16","(1c) basic vocational qualification","30","0.0837620032417812","0.0499581727881582","0.117565833695404"
"Yes","2018","Couple + C. LE and GT 16","(2b) intermediate general qualification","14","","",""
"Yes","2018","Couple + C. LE and GT 16","(2a) intermediate vocational","99","0.305447395214744","0.259617062154748","0.35127772827474"
"Yes","2018","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","19","","",""
"Yes","2018","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","56","0.326765259075717","0.262244232305452","0.391286285845983"
"Yes","2018","Couple + C. LE and GT 16","(3a) lower tertiary education","30","0.378659568849292","0.274308159223928","0.483010978474656"
"Yes","2018","Couple + C. LE and GT 16","(3b) higher tertiary education","43","0.285553047753189","0.216634754645517","0.35447134086086"
"No","2018","1-pers.-HH","(0) in school","3","","",""
"No","2018","1-pers.-HH","(1a) inadequately completed","65","0.957164264324502","0.908679304216406","1.0056492244326"
"No","2018","1-pers.-HH","(1b) general elementary school","346","0.905599267599208","0.875966787384425","0.935231747813991"
"No","2018","1-pers.-HH","(1c) basic vocational qualification","760","0.833917456138883","0.809495008318024","0.858339903959742"
"No","2018","1-pers.-HH","(2b) intermediate general qualification","73","0.879491294735524","0.810282129513173","0.948700459957874"
"No","2018","1-pers.-HH","(2a) intermediate vocational","617","0.768255474993197","0.739107544572206","0.797403405414188"
"No","2018","1-pers.-HH","(2c_gen) general maturity certificate","161","0.811665904227692","0.756362660651798","0.866969147803587"
"No","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","258","0.739911458985845","0.693144381992702","0.786678535978988"
"No","2018","1-pers.-HH","(3a) lower tertiary education","188","0.728894073621844","0.674440069031809","0.783348078211879"
"No","2018","1-pers.-HH","(3b) higher tertiary education","387","0.747922317218218","0.710201191500708","0.785643442935727"
"No","2018","(Married) couple without C. ","(0) in school","3","","",""
"No","2018","(Married) couple without C. ","(1a) inadequately completed","81","0.901989328544256","0.8398675134056","0.964111143682912"
"No","2018","(Married) couple without C. ","(1b) general elementary school","409","0.886991203965247","0.857706509242224","0.91627589868827"
"No","2018","(Married) couple without C. ","(1c) basic vocational qualification","1504","0.795188218213132","0.776979701159673","0.813396735266591"
"No","2018","(Married) couple without C. ","(2b) intermediate general qualification","92","0.735385049754108","0.658964933658046","0.811805165850169"
"No","2018","(Married) couple without C. ","(2a) intermediate vocational","1221","0.687636693777467","0.66586044877286","0.709412938782074"
"No","2018","(Married) couple without C. ","(2c_gen) general maturity certificate","148","0.815526060774759","0.759175423771674","0.871876697777843"
"No","2018","(Married) couple without C. ","(2c_voc) vocational maturity certificate","409","0.7333093011868","0.69694113067035","0.769677471703249"
"No","2018","(Married) couple without C. ","(3a) lower tertiary education","368","0.620590352700216","0.581201756001169","0.659978949399263"
"No","2018","(Married) couple without C. ","(3b) higher tertiary education","667","0.709740722062688","0.680863334464499","0.738618109660878"
"No","2018","Single parent ","(0) in school","55","0.767653406878006","0.664184741013338","0.871122072742674"
"No","2018","Single parent ","(1a) inadequately completed","76","0.966171643111778","0.926555636740798","1.00578764948276"
"No","2018","Single parent ","(1b) general elementary school","199","0.953671607560627","0.925310061260882","0.982033153860372"
"No","2018","Single parent ","(1c) basic vocational qualification","263","0.880028690965563","0.843382255833631","0.916675126097496"
"No","2018","Single parent ","(2b) intermediate general qualification","128","0.874258085690567","0.81913918419531","0.929376987185823"
"No","2018","Single parent ","(2a) intermediate vocational","356","0.766878913599042","0.728198071025207","0.805559756172877"
"No","2018","Single parent ","(2c_gen) general maturity certificate","154","0.842004753977857","0.789728246016256","0.894281261939458"
"No","2018","Single parent ","(2c_voc) vocational maturity certificate","155","0.708183572331471","0.645337541410247","0.771029603252696"
"No","2018","Single parent ","(3a) lower tertiary education","56","0.770887862412436","0.678214654207509","0.863561070617362"
"No","2018","Single parent ","(3b) higher tertiary education","124","0.789840749424955","0.727862676225098","0.851818822624812"
"No","2018","Couple + C. LE 16 ","(0) in school","","","",""
"No","2018","Couple + C. LE 16 ","(1a) inadequately completed","138","0.988711152946021","0.971455700305121","1.00596660558692"
"No","2018","Couple + C. LE 16 ","(1b) general elementary school","308","0.919825619552729","0.890481525961044","0.949169713144415"
"No","2018","Couple + C. LE 16 ","(1c) basic vocational qualification","544","0.799323011387802","0.768790867044662","0.829855155730942"
"No","2018","Couple + C. LE 16 ","(2b) intermediate general qualification","100","0.964624388156472","0.929945438045253","0.999303338267692"
"No","2018","Couple + C. LE 16 ","(2a) intermediate vocational","867","0.730560432915158","0.705530872889321","0.755589992940994"
"No","2018","Couple + C. LE 16 ","(2c_gen) general maturity certificate","162","0.883650289045809","0.837693449558789","0.929607128532828"
"No","2018","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","490","0.639712349678383","0.604249076551827","0.675175622804939"
"No","2018","Couple + C. LE 16 ","(3a) lower tertiary education","254","0.657498293155613","0.610640841579474","0.704355744731751"
"No","2018","Couple + C. LE 16 ","(3b) higher tertiary education","717","0.699708088747659","0.670620737994716","0.728795439500601"
"No","2018","Couple + C. GT 16 ","(0) in school","93","0.910675596508104","0.855325941674545","0.966025251341663"
