"ple0098_v5","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2009","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2010","no migration background","(0) in school","36","0.109465677505943","0.0699647961297913","0.148966558882096"
"Yes","2010","no migration background","(1a) inadequately completed","17","","",""
"Yes","2010","no migration background","(1b) general elementary school","81","0.0789939304348058","0.0633978242132969","0.0945900366563147"
"Yes","2010","no migration background","(1c) basic vocational qualification","780","0.165327884790553","0.154462229385945","0.176193540195161"
"Yes","2010","no migration background","(2b) intermediate general qualification","69","0.165504147154326","0.132463656493944","0.198544637814708"
"Yes","2010","no migration background","(2a) intermediate vocational","1230","0.244224234831974","0.23250870997736","0.255939759686589"
"Yes","2010","no migration background","(2c_gen) general maturity certificate","89","0.1956486103714","0.161320436557805","0.229976784184996"
"Yes","2010","no migration background","(2c_voc) vocational maturity certificate","479","0.338644909172664","0.314344815864138","0.36294500248119"
"Yes","2010","no migration background","(3a) lower tertiary education","426","0.349876031187537","0.324803633048356","0.374948429326717"
"Yes","2010","no migration background","(3b) higher tertiary education","563","0.368348882843699","0.344939529158945","0.391758236528453"
"Yes","2010","direct migration background","(0) in school","1","","",""
"Yes","2010","direct migration background","(1a) inadequately completed","2","","",""
"Yes","2010","direct migration background","(1b) general elementary school","15","","",""
"Yes","2010","direct migration background","(1c) basic vocational qualification","54","0.103290619463306","0.0798037826023195","0.126777456324293"
"Yes","2010","direct migration background","(2b) intermediate general qualification","5","","",""
"Yes","2010","direct migration background","(2a) intermediate vocational","33","0.228447369251767","0.170407567397305","0.286487171106228"
"Yes","2010","direct migration background","(2c_gen) general maturity certificate","13","","",""
"Yes","2010","direct migration background","(2c_voc) vocational maturity certificate","48","0.175462075055785","0.135556614623784","0.215367535487786"
"Yes","2010","direct migration background","(3a) lower tertiary education","13","","",""
"Yes","2010","direct migration background","(3b) higher tertiary education","66","0.192391148913951","0.152654131179019","0.232128166648883"
"Yes","2010","indirect migration background","(0) in school","9","","",""
"Yes","2010","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2010","indirect migration background","(1b) general elementary school","9","","",""
"Yes","2010","indirect migration background","(1c) basic vocational qualification","27","","",""
"Yes","2010","indirect migration background","(2b) intermediate general qualification","6","","",""
"Yes","2010","indirect migration background","(2a) intermediate vocational","45","0.263454527577239","0.204296878793118","0.322612176361359"
"Yes","2010","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"Yes","2010","indirect migration background","(2c_voc) vocational maturity certificate","30","0.306809118116282","0.213081588889864","0.400536647342701"
"Yes","2010","indirect migration background","(3a) lower tertiary education","6","","",""
"Yes","2010","indirect migration background","(3b) higher tertiary education","19","","",""
"No","2010","no migration background","(0) in school","204","0.890534322494057","0.851033441117905","0.930035203870209"
"No","2010","no migration background","(1a) inadequately completed","126","0.890077332377518","0.838810371572189","0.941344293182848"
"No","2010","no migration background","(1b) general elementary school","1068","0.921006069565194","0.905409963343685","0.936602175786703"
"No","2010","no migration background","(1c) basic vocational qualification","3710","0.834672115209447","0.823806459804839","0.845537770614055"
"No","2010","no migration background","(2b) intermediate general qualification","417","0.834495852845674","0.801455362185292","0.867536343506056"
"No","2010","no migration background","(2a) intermediate vocational","3936","0.755775765168026","0.744060240313411","0.76749129002264"
"No","2010","no migration background","(2c_gen) general maturity certificate","424","0.8043513896286","0.770023215815004","0.838679563442196"
"No","2010","no migration background","(2c_voc) vocational maturity certificate","978","0.661355090827336","0.63705499751881","0.685655184135862"
"No","2010","no migration background","(3a) lower tertiary education","964","0.650123968812463","0.625051570673283","0.675196366951644"
"No","2010","no migration background","(3b) higher tertiary education","1068","0.631651117156301","0.608241763471547","0.655060470841055"
"No","2010","direct migration background","(0) in school","21","","",""
"No","2010","direct migration background","(1a) inadequately completed","190","0.989296673624021","0.974741408002739","1.0038519392453"
"No","2010","direct migration background","(1b) general elementary school","567","0.978954110782447","0.967292691624817","0.990615529940078"
"No","2010","direct migration background","(1c) basic vocational qualification","591","0.896709380536694","0.873222543675707","0.920196217397681"
"No","2010","direct migration background","(2b) intermediate general qualification","35","0.752207344819281","0.618415052463384","0.885999637175179"
"No","2010","direct migration background","(2a) intermediate vocational","168","0.771552630748233","0.713512828893772","0.829592432602695"
"No","2010","direct migration background","(2c_gen) general maturity certificate","181","0.923101161176476","0.885609751889689","0.960592570463262"
"No","2010","direct migration background","(2c_voc) vocational maturity certificate","301","0.824537924944215","0.784632464512214","0.864443385376216"
"No","2010","direct migration background","(3a) lower tertiary education","65","0.847677167277502","0.767933071826618","0.927421262728386"
"No","2010","direct migration background","(3b) higher tertiary education","312","0.807608851086049","0.767871833351117","0.847345868820981"
"No","2010","indirect migration background","(0) in school","64","0.910011204021007","0.844365811240787","0.975656596801227"
"No","2010","indirect migration background","(1a) inadequately completed","15","","",""
"No","2010","indirect migration background","(1b) general elementary school","112","0.909403811343878","0.858260510479151","0.960547112208605"
"No","2010","indirect migration background","(1c) basic vocational qualification","162","0.831200462987954","0.777798686745699","0.884602239230209"
"No","2010","indirect migration background","(2b) intermediate general qualification","75","0.893797800412462","0.826702519089346","0.960893081735578"
"No","2010","indirect migration background","(2a) intermediate vocational","168","0.736545472422762","0.677387823638641","0.795703121206882"
"No","2010","indirect migration background","(2c_gen) general maturity certificate","66","0.911148743418888","0.846321335265904","0.975976151571872"
"No","2010","indirect migration background","(2c_voc) vocational maturity certificate","63","0.693190881883718","0.599463352657299","0.786918411110136"
"No","2010","indirect migration background","(3a) lower tertiary education","34","0.939307125975513","0.86531410557999","1.01330014637104"
"No","2010","indirect migration background","(3b) higher tertiary education","61","0.71966749362494","0.621242414901372","0.818092572348507"
"Yes","2011","no migration background","(0) in school","33","0.151693936115977","0.0997203190717126","0.203667553160242"
"Yes","2011","no migration background","(1a) inadequately completed","15","","",""
"Yes","2011","no migration background","(1b) general elementary school","99","0.0874511480876915","0.0713192204581607","0.103583075717222"
"Yes","2011","no migration background","(1c) basic vocational qualification","828","0.182435635929207","0.171190443954924","0.19368082790349"
"Yes","2011","no migration background","(2b) intermediate general qualification","64","0.148174152112298","0.11419714834655","0.182151155878047"
"Yes","2011","no migration background","(2a) intermediate vocational","1104","0.261729867795622","0.248400849457115","0.275058886134129"
"Yes","2011","no migration background","(2c_gen) general maturity certificate","101","0.193671081975731","0.159508157670122","0.22783400628134"
"Yes","2011","no migration background","(2c_voc) vocational maturity certificate","368","0.336674818864432","0.308385710579857","0.364963927149008"
"Yes","2011","no migration background","(3a) lower tertiary education","430","0.365925187615881","0.339157903796748","0.392692471435015"
"Yes","2011","no migration background","(3b) higher tertiary education","468","0.358708544470074","0.333329829806008","0.38408725913414"
"Yes","2011","direct migration background","(0) in school","","","",""
"Yes","2011","direct migration background","(1a) inadequately completed","3","","",""
"Yes","2011","direct migration background","(1b) general elementary school","13","","",""
"Yes","2011","direct migration background","(1c) basic vocational qualification","37","0.0892005874005361","0.0638595036359279","0.114541671165144"
"Yes","2011","direct migration background","(2b) intermediate general qualification","5","","",""
"Yes","2011","direct migration background","(2a) intermediate vocational","28","","",""
"Yes","2011","direct migration background","(2c_gen) general maturity certificate","10","","",""
"Yes","2011","direct migration background","(2c_voc) vocational maturity certificate","33","0.127654557638169","0.0846212714483859","0.170687843827953"
"Yes","2011","direct migration background","(3a) lower tertiary education","13","","",""
"Yes","2011","direct migration background","(3b) higher tertiary education","52","0.183604473925475","0.135612344019486","0.231596603831465"
"Yes","2011","indirect migration background","(0) in school","3","","",""
"Yes","2011","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2011","indirect migration background","(1b) general elementary school","6","","",""
"Yes","2011","indirect migration background","(1c) basic vocational qualification","22","","",""
"Yes","2011","indirect migration background","(2b) intermediate general qualification","4","","",""
"Yes","2011","indirect migration background","(2a) intermediate vocational","31","0.237802546149798","0.16286848930982","0.312736602989775"
"Yes","2011","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"Yes","2011","indirect migration background","(2c_voc) vocational maturity certificate","14","","",""
"Yes","2011","indirect migration background","(3a) lower tertiary education","9","","",""
"Yes","2011","indirect migration background","(3b) higher tertiary education","16","","",""
"No","2011","no migration background","(0) in school","150","0.848306063884023","0.796332446839758","0.900279680928287"
"No","2011","no migration background","(1a) inadequately completed","99","0.924969876010598","0.876610878203555","0.973328873817642"
"No","2011","no migration background","(1b) general elementary school","1079","0.912548851912309","0.896416924282778","0.928680779541839"
"No","2011","no migration background","(1c) basic vocational qualification","3703","0.817564364070793","0.80631917209651","0.828809556045076"
"No","2011","no migration background","(2b) intermediate general qualification","356","0.851825847887702","0.817848844121953","0.88580285165345"
"No","2011","no migration background","(2a) intermediate vocational","3074","0.738270132204378","0.724941113865871","0.751599150542885"
"No","2011","no migration background","(2c_gen) general maturity certificate","413","0.806328918024269","0.77216599371866","0.840491842329878"
"No","2011","no migration background","(2c_voc) vocational maturity certificate","704","0.663325181135568","0.635036072850992","0.691614289420143"
"No","2011","no migration background","(3a) lower tertiary education","814","0.634074812384119","0.607307528564985","0.660842096203252"
"No","2011","no migration background","(3b) higher tertiary education","904","0.641291455529926","0.615912740865859","0.666670170193992"
"No","2011","direct migration background","(0) in school","11","","",""
"No","2011","direct migration background","(1a) inadequately completed","111","0.97907930259795","0.952807330197624","1.00535127499828"
"No","2011","direct migration background","(1b) general elementary school","366","0.965700970277793","0.947378216853311","0.984023723702275"
"No","2011","direct migration background","(1c) basic vocational qualification","449","0.910799412599464","0.885458328834856","0.936140496364072"
"No","2011","direct migration background","(2b) intermediate general qualification","29","","",""
"No","2011","direct migration background","(2a) intermediate vocational","103","0.806708563782833","0.739088265314567","0.874328862251099"
"No","2011","direct migration background","(2c_gen) general maturity certificate","125","0.940553652607852","0.900666266101693","0.98044103911401"
"No","2011","direct migration background","(2c_voc) vocational maturity certificate","198","0.872345442361831","0.829312156172048","0.915378728551614"
"No","2011","direct migration background","(3a) lower tertiary education","49","0.776973363540772","0.673355727769129","0.880590999312415"
"No","2011","direct migration background","(3b) higher tertiary education","198","0.816395526074525","0.768403396168535","0.864387655980514"
"No","2011","indirect migration background","(0) in school","50","0.897961526242906","0.816468396360517","0.979454656125296"
"No","2011","indirect migration background","(1a) inadequately completed","10","","",""
"No","2011","indirect migration background","(1b) general elementary school","71","0.907758882868921","0.843126486404423","0.972391279333418"
"No","2011","indirect migration background","(1c) basic vocational qualification","97","0.791929006101339","0.718996102120569","0.86486191008211"
"No","2011","indirect migration background","(2b) intermediate general qualification","49","0.933724633095309","0.866752268211725","1.00069699797889"
"No","2011","indirect migration background","(2a) intermediate vocational","93","0.762197453850202","0.687263397010225","0.83713151069018"
"No","2011","indirect migration background","(2c_gen) general maturity certificate","73","0.922761648765235","0.864622743883711","0.980900553646759"
"No","2011","indirect migration background","(2c_voc) vocational maturity certificate","38","0.7111527482747","0.587966568993335","0.834338927556066"
"No","2011","indirect migration background","(3a) lower tertiary education","20","","",""
"No","2011","indirect migration background","(3b) higher tertiary education","37","0.651263301980652","0.522960161955235","0.779566442006068"
"Yes","2012","no migration background","(0) in school","37","0.121105355006904","0.0834261327495339","0.158784577264275"
"Yes","2012","no migration background","(1a) inadequately completed","18","","",""
"Yes","2012","no migration background","(1b) general elementary school","126","0.0877601645682656","0.07324160014426","0.102278728992271"
"Yes","2012","no migration background","(1c) basic vocational qualification","1039","0.19674830855888","0.186014216396065","0.207482400721695"
"Yes","2012","no migration background","(2b) intermediate general qualification","102","0.177604467071026","0.146420777517982","0.20878815662407"
"Yes","2012","no migration background","(2a) intermediate vocational","1566","0.271219736874056","0.259864759837427","0.282574713910685"
"Yes","2012","no migration background","(2c_gen) general maturity certificate","142","0.234183979212929","0.200822631949577","0.267545326476281"
"Yes","2012","no migration background","(2c_voc) vocational maturity certificate","586","0.324579666625231","0.302296193190193","0.346863140060268"
"Yes","2012","no migration background","(3a) lower tertiary education","535","0.376266183258387","0.352264695683242","0.400267670833531"
"Yes","2012","no migration background","(3b) higher tertiary education","669","0.350802028302952","0.329343945562513","0.372260111043391"
"Yes","2012","direct migration background","(0) in school","","","",""
"Yes","2012","direct migration background","(1a) inadequately completed","3","","",""
"Yes","2012","direct migration background","(1b) general elementary school","28","","",""
"Yes","2012","direct migration background","(1c) basic vocational qualification","48","0.0726775362507111","0.0529611887114482","0.092393883789974"
"Yes","2012","direct migration background","(2b) intermediate general qualification","5","","",""
"Yes","2012","direct migration background","(2a) intermediate vocational","35","0.164430421337676","0.115112970668899","0.213747872006454"
"Yes","2012","direct migration background","(2c_gen) general maturity certificate","16","","",""
"Yes","2012","direct migration background","(2c_voc) vocational maturity certificate","54","0.144913650141097","0.109705588691485","0.180121711590708"
"Yes","2012","direct migration background","(3a) lower tertiary education","17","","",""
"Yes","2012","direct migration background","(3b) higher tertiary education","67","0.127376552580386","0.09622498273813","0.158528122422641"
"Yes","2012","indirect migration background","(0) in school","6","","",""
"Yes","2012","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2012","indirect migration background","(1b) general elementary school","9","","",""
"Yes","2012","indirect migration background","(1c) basic vocational qualification","32","0.225673465922711","0.165436297728728","0.285910634116694"
"Yes","2012","indirect migration background","(2b) intermediate general qualification","6","","",""
"Yes","2012","indirect migration background","(2a) intermediate vocational","60","0.337943543980325","0.275297215527282","0.400589872433368"
"Yes","2012","indirect migration background","(2c_gen) general maturity certificate","9","","",""
"Yes","2012","indirect migration background","(2c_voc) vocational maturity certificate","33","0.275532599390766","0.191657941700931","0.3594072570806"
"Yes","2012","indirect migration background","(3a) lower tertiary education","17","","",""
"Yes","2012","indirect migration background","(3b) higher tertiary education","18","","",""
"No","2012","no migration background","(0) in school","251","0.878894644993096","0.841215422735725","0.916573867250466"
"No","2012","no migration background","(1a) inadequately completed","194","0.911724538722158","0.873536093226463","0.949912984217852"
"No","2012","no migration background","(1b) general elementary school","1333","0.912239835431734","0.897721271007729","0.92675839985574"
"No","2012","no migration background","(1c) basic vocational qualification","4230","0.80325169144112","0.792517599278305","0.813985783603935"
"No","2012","no migration background","(2b) intermediate general qualification","475","0.822395532928974","0.79121184337593","0.853579222482018"
"No","2012","no migration background","(2a) intermediate vocational","4323","0.728780263125944","0.717425286089315","0.740135240162573"
"No","2012","no migration background","(2c_gen) general maturity certificate","477","0.765816020787071","0.732454673523719","0.799177368050423"
"No","2012","no migration background","(2c_voc) vocational maturity certificate","1110","0.675420333374769","0.653136859939732","0.697703806809807"
"No","2012","no migration background","(3a) lower tertiary education","1030","0.623733816741613","0.599732329166468","0.647735304316758"
"No","2012","no migration background","(3b) higher tertiary education","1231","0.649197971697048","0.627739888956609","0.670656054437487"
"No","2012","direct migration background","(0) in school","19","","",""
"No","2012","direct migration background","(1a) inadequately completed","170","0.987406198383496","0.970789245519659","1.00402315124733"
"No","2012","direct migration background","(1b) general elementary school","536","0.941066514225351","0.921630833157741","0.960502195292961"
"No","2012","direct migration background","(1c) basic vocational qualification","618","0.927322463749289","0.907606116210026","0.947038811288552"
"No","2012","direct migration background","(2b) intermediate general qualification","46","0.885911516775471","0.798658775591538","0.973164257959405"
"No","2012","direct migration background","(2a) intermediate vocational","182","0.835569578662324","0.786252127993546","0.884887029331101"
"No","2012","direct migration background","(2c_gen) general maturity certificate","211","0.925633246664822","0.891502637015216","0.959763856314428"
"No","2012","direct migration background","(2c_voc) vocational maturity certificate","330","0.855086349858903","0.819878288409292","0.890294411308515"
"No","2012","direct migration background","(3a) lower tertiary education","74","0.828651842885743","0.751231843406115","0.906071842365371"
"No","2012","direct migration background","(3b) higher tertiary education","373","0.872623447419614","0.841471877577359","0.90377501726187"
"No","2012","indirect migration background","(0) in school","80","0.935701906269587","0.883861705928553","0.987542106610622"
"No","2012","indirect migration background","(1a) inadequately completed","23","","",""
"No","2012","indirect migration background","(1b) general elementary school","123","0.926113586193194","0.881488861780764","0.970738310605624"
"No","2012","indirect migration background","(1c) basic vocational qualification","153","0.774326534077289","0.714089365883306","0.834563702271272"
"No","2012","indirect migration background","(2b) intermediate general qualification","84","0.939219795865867","0.889857934010249","0.988581657721485"
"No","2012","indirect migration background","(2a) intermediate vocational","159","0.662056456019675","0.599410127566632","0.724702784472718"
"No","2012","indirect migration background","(2c_gen) general maturity certificate","89","0.869939363369141","0.803342698241093","0.936536028497188"
"No","2012","indirect migration background","(2c_voc) vocational maturity certificate","76","0.724467400609234","0.6405927429194","0.808342058299069"
"No","2012","indirect migration background","(3a) lower tertiary education","40","0.754300598639275","0.642540972950796","0.866060224327754"
"No","2012","indirect migration background","(3b) higher tertiary education","66","0.716934279656886","0.620597580753015","0.813270978560758"
"Yes","2013","no migration background","(0) in school","35","0.211789076704905","0.147674202433996","0.275903950975814"
"Yes","2013","no migration background","(1a) inadequately completed","14","","",""
"Yes","2013","no migration background","(1b) general elementary school","86","0.0875058079960527","0.0700874983283976","0.104924117663708"
"Yes","2013","no migration background","(1c) basic vocational qualification","856","0.208608641297274","0.196053116391186","0.221164166203362"
"Yes","2013","no migration background","(2b) intermediate general qualification","69","0.190721821795351","0.150417578937769","0.231026064652933"
"Yes","2013","no migration background","(2a) intermediate vocational","1138","0.291125725547958","0.276824241478647","0.305427209617269"
"Yes","2013","no migration background","(2c_gen) general maturity certificate","104","0.229951388213449","0.191786258766248","0.26811651766065"
"Yes","2013","no migration background","(2c_voc) vocational maturity certificate","387","0.362127907038325","0.332458038413627","0.391797775663022"
"Yes","2013","no migration background","(3a) lower tertiary education","427","0.377395096595925","0.349877255512392","0.404912937679458"
"Yes","2013","no migration background","(3b) higher tertiary education","509","0.36011568306589","0.33484376373608","0.3853876023957"
"Yes","2013","direct migration background","(0) in school","1","","",""
"Yes","2013","direct migration background","(1a) inadequately completed","4","","",""
"Yes","2013","direct migration background","(1b) general elementary school","17","","",""
"Yes","2013","direct migration background","(1c) basic vocational qualification","36","0.0921859441560264","0.063941933067706","0.120429955244347"
"Yes","2013","direct migration background","(2b) intermediate general qualification","4","","",""
"Yes","2013","direct migration background","(2a) intermediate vocational","20","","",""
"Yes","2013","direct migration background","(2c_gen) general maturity certificate","13","","",""
"Yes","2013","direct migration background","(2c_voc) vocational maturity certificate","31","0.125250599899913","0.0800497901744991","0.170451409625326"
"Yes","2013","direct migration background","(3a) lower tertiary education","12","","",""
"Yes","2013","direct migration background","(3b) higher tertiary education","52","0.179191687868387","0.130872434930852","0.227510940805921"
"Yes","2013","indirect migration background","(0) in school","6","","",""
"Yes","2013","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2013","indirect migration background","(1b) general elementary school","7","","",""
"Yes","2013","indirect migration background","(1c) basic vocational qualification","26","","",""
"Yes","2013","indirect migration background","(2b) intermediate general qualification","3","","",""
"Yes","2013","indirect migration background","(2a) intermediate vocational","33","0.439127667130271","0.343285442082905","0.534969892177636"
"Yes","2013","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"Yes","2013","indirect migration background","(2c_voc) vocational maturity certificate","15","","",""
"Yes","2013","indirect migration background","(3a) lower tertiary education","7","","",""
"Yes","2013","indirect migration background","(3b) higher tertiary education","17","","",""
"No","2013","no migration background","(0) in school","121","0.788210923295095","0.724096049024186","0.852325797566004"
"No","2013","no migration background","(1a) inadequately completed","107","0.895024237248578","0.840408559999371","0.949639914497785"
"No","2013","no migration background","(1b) general elementary school","925","0.912494192003947","0.895075882336292","0.929912501671602"
"No","2013","no migration background","(1c) basic vocational qualification","3167","0.791391358702726","0.778835833796638","0.803946883608815"
"No","2013","no migration background","(2b) intermediate general qualification","296","0.809278178204649","0.768973935347067","0.849582421062231"
"No","2013","no migration background","(2a) intermediate vocational","2738","0.708874274452042","0.694572790382731","0.723175758521353"
"No","2013","no migration background","(2c_gen) general maturity certificate","363","0.770048611786551","0.73188348233935","0.808213741233752"
"No","2013","no migration background","(2c_voc) vocational maturity certificate","621","0.637872092961675","0.608202224336978","0.667541961586373"
"No","2013","no migration background","(3a) lower tertiary education","765","0.622604903404075","0.595087062320542","0.650122744487608"
"No","2013","no migration background","(3b) higher tertiary education","877","0.63988431693411","0.6146123976043","0.66515623626392"
"No","2013","direct migration background","(0) in school","8","","",""
"No","2013","direct migration background","(1a) inadequately completed","79","0.932425535135636","0.878423835162025","0.986427235109246"
"No","2013","direct migration background","(1b) general elementary school","286","0.933489113598992","0.905432983067731","0.961545244130254"
"No","2013","direct migration background","(1c) basic vocational qualification","367","0.907814055843974","0.879570044755653","0.936058066932294"
"No","2013","direct migration background","(2b) intermediate general qualification","25","","",""
"No","2013","direct migration background","(2a) intermediate vocational","90","0.796032180710005","0.720731675966738","0.871332685453272"
"No","2013","direct migration background","(2c_gen) general maturity certificate","103","0.86232070911431","0.799617782067744","0.925023636160877"
"No","2013","direct migration background","(2c_voc) vocational maturity certificate","175","0.874749400100088","0.829548590374674","0.919950209825501"
"No","2013","direct migration background","(3a) lower tertiary education","47","0.788507261368015","0.684306074847704","0.892708447888326"
"No","2013","direct migration background","(3b) higher tertiary education","190","0.820808312131613","0.772489059194079","0.869127565069148"
"No","2013","indirect migration background","(0) in school","45","0.828775252346649","0.725388556095154","0.932161948598145"
"No","2013","indirect migration background","(1a) inadequately completed","10","","",""
"No","2013","indirect migration background","(1b) general elementary school","63","0.911736919211322","0.845282574068009","0.978191264354636"
"No","2013","indirect migration background","(1c) basic vocational qualification","80","0.737085133222231","0.653281749116733","0.820888517327729"
"No","2013","indirect migration background","(2b) intermediate general qualification","46","0.96337241032086","0.91077657905169","1.01596824159003"
"No","2013","indirect migration background","(2a) intermediate vocational","70","0.560872332869729","0.465030107822364","0.656714557917095"
"No","2013","indirect migration background","(2c_gen) general maturity certificate","65","0.894949661952181","0.824125756064286","0.965773567840076"
"No","2013","indirect migration background","(2c_voc) vocational maturity certificate","27","","",""
"No","2013","indirect migration background","(3a) lower tertiary education","21","","",""
"No","2013","indirect migration background","(3b) higher tertiary education","35","0.551782016504438","0.416613723614171","0.686950309394705"
"Yes","2014","no migration background","(0) in school","44","0.170721867827547","0.123510361055391","0.217933374599702"
"Yes","2014","no migration background","(1a) inadequately completed","23","","",""
"Yes","2014","no migration background","(1b) general elementary school","130","0.103759778266951","0.0864554557090923","0.121064100824809"
"Yes","2014","no migration background","(1c) basic vocational qualification","977","0.214378036126889","0.202197903982192","0.226558168271586"
"Yes","2014","no migration background","(2b) intermediate general qualification","84","0.193098599872052","0.15849965253005","0.227697547214055"
"Yes","2014","no migration background","(2a) intermediate vocational","1490","0.304952104972541","0.292169309758886","0.317734900186195"
"Yes","2014","no migration background","(2c_gen) general maturity certificate","148","0.247057077778655","0.212459905579252","0.281654249978058"
"Yes","2014","no migration background","(2c_voc) vocational maturity certificate","561","0.36103058834217","0.33660208286221","0.385459093822129"
"Yes","2014","no migration background","(3a) lower tertiary education","523","0.390777306592019","0.365282381159537","0.4162722320245"
"Yes","2014","no migration background","(3b) higher tertiary education","662","0.373746291342814","0.351226864928053","0.396265717757576"
"Yes","2014","direct migration background","(0) in school","","","",""
"Yes","2014","direct migration background","(1a) inadequately completed","6","","",""
"Yes","2014","direct migration background","(1b) general elementary school","36","0.0607780897237039","0.0453141177544369","0.0762420616929709"
"Yes","2014","direct migration background","(1c) basic vocational qualification","70","0.0848287427111894","0.0671295964646209","0.102527888957758"
"Yes","2014","direct migration background","(2b) intermediate general qualification","7","","",""
"Yes","2014","direct migration background","(2a) intermediate vocational","38","0.147665392523177","0.10603692602378","0.189293859022574"
"Yes","2014","direct migration background","(2c_gen) general maturity certificate","25","","",""
"Yes","2014","direct migration background","(2c_voc) vocational maturity certificate","75","0.103784349726853","0.080229661870772","0.127339037582935"
"Yes","2014","direct migration background","(3a) lower tertiary education","22","","",""
"Yes","2014","direct migration background","(3b) higher tertiary education","134","0.175186904520212","0.150421102623321","0.199952706417104"
"Yes","2014","indirect migration background","(0) in school","3","","",""
"Yes","2014","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2014","indirect migration background","(1b) general elementary school","9","","",""
"Yes","2014","indirect migration background","(1c) basic vocational qualification","36","0.17645994308991","0.127823979912855","0.225095906266966"
"Yes","2014","indirect migration background","(2b) intermediate general qualification","8","","",""
"Yes","2014","indirect migration background","(2a) intermediate vocational","66","0.305733416276776","0.250880713528102","0.36058611902545"
"Yes","2014","indirect migration background","(2c_gen) general maturity certificate","20","","",""
"Yes","2014","indirect migration background","(2c_voc) vocational maturity certificate","41","0.220855667029143","0.152626958517532","0.289084375540754"
"Yes","2014","indirect migration background","(3a) lower tertiary education","14","","",""
"Yes","2014","indirect migration background","(3b) higher tertiary education","31","0.310029244575671","0.233957987748963","0.386100501402379"
"No","2014","no migration background","(0) in school","200","0.829278132172453","0.782066625400298","0.876489638944609"
"No","2014","no migration background","(1a) inadequately completed","158","0.87253004005484","0.82394496004158","0.921115120068101"
"No","2014","no migration background","(1b) general elementary school","1063","0.89624022173305","0.878935899175191","0.913544544290908"
"No","2014","no migration background","(1c) basic vocational qualification","3384","0.785621963873111","0.773441831728414","0.797802096017808"
"No","2014","no migration background","(2b) intermediate general qualification","416","0.806901400127948","0.772302452785945","0.84150034746995"
"No","2014","no migration background","(2a) intermediate vocational","3493","0.695047895027459","0.682265099813805","0.707830690241114"
"No","2014","no migration background","(2c_gen) general maturity certificate","449","0.752942922221345","0.718345750021942","0.787540094420748"
"No","2014","no migration background","(2c_voc) vocational maturity certificate","924","0.63896941165783","0.61454090617787","0.66339791713779"
"No","2014","no migration background","(3a) lower tertiary education","884","0.609222693407981","0.5837277679755","0.634717618840463"
"No","2014","no migration background","(3b) higher tertiary education","1111","0.626253708657186","0.603734282242424","0.648773135071947"
"No","2014","direct migration background","(0) in school","60","1","1","1"
"No","2014","direct migration background","(1a) inadequately completed","305","0.963857064757816","0.943113379046836","0.984600750468796"
"No","2014","direct migration background","(1b) general elementary school","881","0.939221910276296","0.923757938307029","0.954685882245563"
"No","2014","direct migration background","(1c) basic vocational qualification","882","0.915171257288811","0.897472111042242","0.932870403535379"
"No","2014","direct migration background","(2b) intermediate general qualification","103","0.908724615019497","0.854904486412865","0.96254474362613"
"No","2014","direct migration background","(2a) intermediate vocational","241","0.852334607476823","0.810706140977426","0.89396307397622"
"No","2014","direct migration background","(2c_gen) general maturity certificate","482","0.930718393659114","0.908614833289018","0.95282195402921"
"No","2014","direct migration background","(2c_voc) vocational maturity certificate","569","0.896215650273147","0.872660962417065","0.919770338129228"
"No","2014","direct migration background","(3a) lower tertiary education","80","0.869347890753326","0.803944084974302","0.934751696532351"
"No","2014","direct migration background","(3b) higher tertiary education","771","0.824813095479788","0.800047293582896","0.849578897376679"
"No","2014","indirect migration background","(0) in school","99","0.965830442435532","0.930575652776764","1.0010852320943"
"No","2014","indirect migration background","(1a) inadequately completed","35","0.989715473816556","0.956758739955759","1.02267220767735"
"No","2014","indirect migration background","(1b) general elementary school","198","0.959196716743769","0.932246372608427","0.98614706087911"
"No","2014","indirect migration background","(1c) basic vocational qualification","200","0.82354005691009","0.774904093733034","0.872176020087145"
"No","2014","indirect migration background","(2b) intermediate general qualification","149","0.951434512777181","0.917810341408093","0.985058684146269"
"No","2014","indirect migration background","(2a) intermediate vocational","205","0.694266583723224","0.63941388097455","0.749119286471898"
"No","2014","indirect migration background","(2c_gen) general maturity certificate","166","0.890414173027221","0.84552259771931","0.935305748335133"
"No","2014","indirect migration background","(2c_voc) vocational maturity certificate","101","0.779144332970857","0.710915624459246","0.847373041482469"
"No","2014","indirect migration background","(3a) lower tertiary education","56","0.594571248852418","0.47955523948058","0.709587258224256"
"No","2014","indirect migration background","(3b) higher tertiary education","111","0.689970755424329","0.613899498597621","0.766042012251037"
"Yes","2015","no migration background","(0) in school","","","",""
"Yes","2015","no migration background","(1a) inadequately completed","","","",""
"Yes","2015","no migration background","(1b) general elementary school","","","",""
"Yes","2015","no migration background","(1c) basic vocational qualification","","","",""
