"ple0098_v5","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2015","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","2015","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Yes","2015","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes","2015","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Yes","2015","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes","2015","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Yes","2015","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Yes","2015","Thuringia","(0) in school","","","",""
"Yes","2015","Thuringia","(1a) inadequately completed","","","",""
"Yes","2015","Thuringia","(1b) general elementary school","","","",""
"Yes","2015","Thuringia","(1c) basic vocational qualification","","","",""
"Yes","2015","Thuringia","(2b) intermediate general qualification","","","",""
"Yes","2015","Thuringia","(2a) intermediate vocational","","","",""
"Yes","2015","Thuringia","(2c_gen) general maturity certificate","","","",""
"Yes","2015","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","Thuringia","(3a) lower tertiary education","","","",""
"Yes","2015","Thuringia","(3b) higher tertiary education","","","",""
"No","2015","Schleswig-Holstein","(0) in school","","","",""
"No","2015","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No","2015","Schleswig-Holstein","(1b) general elementary school","","","",""
"No","2015","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"No","2015","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"No","2015","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"No","2015","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"No","2015","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"No","2015","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"No","2015","Hamburg","(0) in school","","","",""
"No","2015","Hamburg","(1a) inadequately completed","","","",""
"No","2015","Hamburg","(1b) general elementary school","","","",""
"No","2015","Hamburg","(1c) basic vocational qualification","","","",""
"No","2015","Hamburg","(2b) intermediate general qualification","","","",""
"No","2015","Hamburg","(2a) intermediate vocational","","","",""
"No","2015","Hamburg","(2c_gen) general maturity certificate","","","",""
"No","2015","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Hamburg","(3a) lower tertiary education","","","",""
"No","2015","Hamburg","(3b) higher tertiary education","","","",""
"No","2015","Lower Saxony","(0) in school","","","",""
"No","2015","Lower Saxony","(1a) inadequately completed","","","",""
"No","2015","Lower Saxony","(1b) general elementary school","","","",""
"No","2015","Lower Saxony","(1c) basic vocational qualification","","","",""
"No","2015","Lower Saxony","(2b) intermediate general qualification","","","",""
"No","2015","Lower Saxony","(2a) intermediate vocational","","","",""
"No","2015","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"No","2015","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Lower Saxony","(3a) lower tertiary education","","","",""
"No","2015","Lower Saxony","(3b) higher tertiary education","","","",""
"No","2015","Bremen","(0) in school","","","",""
"No","2015","Bremen","(1a) inadequately completed","","","",""
"No","2015","Bremen","(1b) general elementary school","","","",""
"No","2015","Bremen","(1c) basic vocational qualification","","","",""
"No","2015","Bremen","(2b) intermediate general qualification","","","",""
"No","2015","Bremen","(2a) intermediate vocational","","","",""
"No","2015","Bremen","(2c_gen) general maturity certificate","","","",""
"No","2015","Bremen","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Bremen","(3a) lower tertiary education","","","",""
"No","2015","Bremen","(3b) higher tertiary education","","","",""
"No","2015","North Rhine-Westphalia","(0) in school","","","",""
"No","2015","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"No","2015","North Rhine-Westphalia","(1b) general elementary school","","","",""
"No","2015","North Rhine-Westphalia","(1c) basic vocational qualification","","","",""
"No","2015","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"No","2015","North Rhine-Westphalia","(2a) intermediate vocational","","","",""
"No","2015","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"No","2015","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","",""
"No","2015","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"No","2015","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"No","2015","Hesse","(0) in school","","","",""
"No","2015","Hesse","(1a) inadequately completed","","","",""
"No","2015","Hesse","(1b) general elementary school","","","",""
"No","2015","Hesse","(1c) basic vocational qualification","","","",""
"No","2015","Hesse","(2b) intermediate general qualification","","","",""
"No","2015","Hesse","(2a) intermediate vocational","","","",""
"No","2015","Hesse","(2c_gen) general maturity certificate","","","",""
"No","2015","Hesse","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Hesse","(3a) lower tertiary education","","","",""
"No","2015","Hesse","(3b) higher tertiary education","","","",""
"No","2015","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"No","2015","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"No","2015","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"No","2015","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","",""
"No","2015","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"No","2015","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"No","2015","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"No","2015","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"No","2015","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"No","2015","Baden-Württemberg","(0) in school","","","",""
"No","2015","Baden-Württemberg","(1a) inadequately completed","","","",""
"No","2015","Baden-Württemberg","(1b) general elementary school","","","",""
"No","2015","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"No","2015","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"No","2015","Baden-Württemberg","(2a) intermediate vocational","","","",""
"No","2015","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"No","2015","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Baden-Württemberg","(3a) lower tertiary education","","","",""
"No","2015","Baden-Württemberg","(3b) higher tertiary education","","","",""
"No","2015","Bavaria","(0) in school","","","",""
"No","2015","Bavaria","(1a) inadequately completed","","","",""
"No","2015","Bavaria","(1b) general elementary school","","","",""
"No","2015","Bavaria","(1c) basic vocational qualification","","","",""
"No","2015","Bavaria","(2b) intermediate general qualification","","","",""
"No","2015","Bavaria","(2a) intermediate vocational","","","",""
"No","2015","Bavaria","(2c_gen) general maturity certificate","","","",""
"No","2015","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Bavaria","(3a) lower tertiary education","","","",""
"No","2015","Bavaria","(3b) higher tertiary education","","","",""
"No","2015","Berlin","(0) in school","","","",""
"No","2015","Berlin","(1a) inadequately completed","","","",""
"No","2015","Berlin","(1b) general elementary school","","","",""
"No","2015","Berlin","(1c) basic vocational qualification","","","",""
"No","2015","Berlin","(2b) intermediate general qualification","","","",""
"No","2015","Berlin","(2a) intermediate vocational","","","",""
"No","2015","Berlin","(2c_gen) general maturity certificate","","","",""
"No","2015","Berlin","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Berlin","(3a) lower tertiary education","","","",""
"No","2015","Berlin","(3b) higher tertiary education","","","",""
"No","2015","Brandenburg","(0) in school","","","",""
"No","2015","Brandenburg","(1a) inadequately completed","","","",""
"No","2015","Brandenburg","(1b) general elementary school","","","",""
"No","2015","Brandenburg","(1c) basic vocational qualification","","","",""
"No","2015","Brandenburg","(2b) intermediate general qualification","","","",""
"No","2015","Brandenburg","(2a) intermediate vocational","","","",""
"No","2015","Brandenburg","(2c_gen) general maturity certificate","","","",""
"No","2015","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Brandenburg","(3a) lower tertiary education","","","",""
"No","2015","Brandenburg","(3b) higher tertiary education","","","",""
"No","2015","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No","2015","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"No","2015","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"No","2015","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"No","2015","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"No","2015","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"No","2015","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"No","2015","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"No","2015","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"No","2015","Saxony","(0) in school","","","",""
"No","2015","Saxony","(1a) inadequately completed","","","",""
"No","2015","Saxony","(1b) general elementary school","","","",""
"No","2015","Saxony","(1c) basic vocational qualification","","","",""
"No","2015","Saxony","(2b) intermediate general qualification","","","",""
"No","2015","Saxony","(2a) intermediate vocational","","","",""
"No","2015","Saxony","(2c_gen) general maturity certificate","","","",""
"No","2015","Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Saxony","(3a) lower tertiary education","","","",""
"No","2015","Saxony","(3b) higher tertiary education","","","",""
"No","2015","Saxony-Anhalt","(0) in school","","","",""
"No","2015","Saxony-Anhalt","(1a) inadequately completed","","","",""
"No","2015","Saxony-Anhalt","(1b) general elementary school","","","",""
"No","2015","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"No","2015","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"No","2015","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"No","2015","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"No","2015","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"No","2015","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"No","2015","Thuringia","(0) in school","","","",""
"No","2015","Thuringia","(1a) inadequately completed","","","",""
"No","2015","Thuringia","(1b) general elementary school","","","",""
"No","2015","Thuringia","(1c) basic vocational qualification","","","",""
"No","2015","Thuringia","(2b) intermediate general qualification","","","",""
"No","2015","Thuringia","(2a) intermediate vocational","","","",""
"No","2015","Thuringia","(2c_gen) general maturity certificate","","","",""
"No","2015","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"No","2015","Thuringia","(3a) lower tertiary education","","","",""
"No","2015","Thuringia","(3b) higher tertiary education","","","",""
"Yes","2016","Schleswig-Holstein","(0) in school","","","",""
"Yes","2016","Schleswig-Holstein","(1a) inadequately completed","1","","",""
"Yes","2016","Schleswig-Holstein","(1b) general elementary school","6","","",""
"Yes","2016","Schleswig-Holstein","(1c) basic vocational qualification","30","0.155218835253677","0.100944519483762","0.209493151023591"
"Yes","2016","Schleswig-Holstein","(2b) intermediate general qualification","2","","",""
"Yes","2016","Schleswig-Holstein","(2a) intermediate vocational","49","0.32861222799285","0.258004505390682","0.399219950595019"
"Yes","2016","Schleswig-Holstein","(2c_gen) general maturity certificate","5","","",""
"Yes","2016","Schleswig-Holstein","(2c_voc) vocational maturity certificate","25","","",""
"Yes","2016","Schleswig-Holstein","(3a) lower tertiary education","19","","",""
"Yes","2016","Schleswig-Holstein","(3b) higher tertiary education","15","","",""
"Yes","2016","Hamburg","(0) in school","","","",""
"Yes","2016","Hamburg","(1a) inadequately completed","","","",""
"Yes","2016","Hamburg","(1b) general elementary school","2","","",""
"Yes","2016","Hamburg","(1c) basic vocational qualification","8","","",""
"Yes","2016","Hamburg","(2b) intermediate general qualification","1","","",""
"Yes","2016","Hamburg","(2a) intermediate vocational","20","","",""
"Yes","2016","Hamburg","(2c_gen) general maturity certificate","6","","",""
"Yes","2016","Hamburg","(2c_voc) vocational maturity certificate","12","","",""
"Yes","2016","Hamburg","(3a) lower tertiary education","6","","",""
"Yes","2016","Hamburg","(3b) higher tertiary education","11","","",""
"Yes","2016","Lower Saxony","(0) in school","4","","",""
"Yes","2016","Lower Saxony","(1a) inadequately completed","4","","",""
"Yes","2016","Lower Saxony","(1b) general elementary school","11","","",""
"Yes","2016","Lower Saxony","(1c) basic vocational qualification","85","0.22957693599708","0.190280739361845","0.268873132632315"
"Yes","2016","Lower Saxony","(2b) intermediate general qualification","12","","",""
"Yes","2016","Lower Saxony","(2a) intermediate vocational","142","0.345064533950758","0.302358028940585","0.387771038960931"
"Yes","2016","Lower Saxony","(2c_gen) general maturity certificate","18","","",""
"Yes","2016","Lower Saxony","(2c_voc) vocational maturity certificate","70","0.400852951572238","0.335946885344143","0.465759017800334"
"Yes","2016","Lower Saxony","(3a) lower tertiary education","31","0.36210925439605","0.266955042626833","0.457263466165268"
"Yes","2016","Lower Saxony","(3b) higher tertiary education","67","0.465488990253528","0.401984131803027","0.528993848704029"
"Yes","2016","Bremen","(0) in school","","","",""
"Yes","2016","Bremen","(1a) inadequately completed","","","",""
"Yes","2016","Bremen","(1b) general elementary school","2","","",""
"Yes","2016","Bremen","(1c) basic vocational qualification","4","","",""
"Yes","2016","Bremen","(2b) intermediate general qualification","","","",""
"Yes","2016","Bremen","(2a) intermediate vocational","9","","",""
"Yes","2016","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes","2016","Bremen","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2016","Bremen","(3a) lower tertiary education","","","",""
"Yes","2016","Bremen","(3b) higher tertiary education","4","","",""
"Yes","2016","North Rhine-Westphalia","(0) in school","8","","",""
"Yes","2016","North Rhine-Westphalia","(1a) inadequately completed","3","","",""
"Yes","2016","North Rhine-Westphalia","(1b) general elementary school","27","","",""
"Yes","2016","North Rhine-Westphalia","(1c) basic vocational qualification","147","0.151649955931035","0.129529397233522","0.173770514628548"
"Yes","2016","North Rhine-Westphalia","(2b) intermediate general qualification","12","","",""
"Yes","2016","North Rhine-Westphalia","(2a) intermediate vocational","183","0.245526813206064","0.214067081517972","0.276986544894156"
"Yes","2016","North Rhine-Westphalia","(2c_gen) general maturity certificate","47","0.185818823972994","0.143852927660296","0.227784720285693"
"Yes","2016","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","167","0.273068404166512","0.23771219679027","0.308424611542754"
"Yes","2016","North Rhine-Westphalia","(3a) lower tertiary education","84","0.393645024994763","0.326766449112171","0.460523600877356"
"Yes","2016","North Rhine-Westphalia","(3b) higher tertiary education","158","0.311363483032066","0.270653702657111","0.35207326340702"
"Yes","2016","Hesse","(0) in school","1","","",""
"Yes","2016","Hesse","(1a) inadequately completed","3","","",""
"Yes","2016","Hesse","(1b) general elementary school","11","","",""
"Yes","2016","Hesse","(1c) basic vocational qualification","49","0.192834658881529","0.144027331163155","0.241641986599902"
"Yes","2016","Hesse","(2b) intermediate general qualification","8","","",""
"Yes","2016","Hesse","(2a) intermediate vocational","80","0.252384837612304","0.200085542602287","0.30468413262232"
"Yes","2016","Hesse","(2c_gen) general maturity certificate","10","","",""
"Yes","2016","Hesse","(2c_voc) vocational maturity certificate","41","0.25148166267238","0.183398428888594","0.319564896456167"
"Yes","2016","Hesse","(3a) lower tertiary education","37","0.446006901398421","0.334980645330656","0.557033157466185"
"Yes","2016","Hesse","(3b) higher tertiary education","46","0.171947510570093","0.124504544350645","0.219390476789542"
"Yes","2016","Rhineland-Palatinate,Saarland","(0) in school","2","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","(1a) inadequately completed","1","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","(1b) general elementary school","7","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","68","0.181961497401203","0.142912572554377","0.221010422248029"
"Yes","2016","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","4","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","64","0.25962938371061","0.200750468811724","0.318508298609495"
"Yes","2016","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","10","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","29","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","12","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","33","0.222382669224671","0.148591972554732","0.296173365894609"
"Yes","2016","Baden-Württemberg","(0) in school","5","","",""
"Yes","2016","Baden-Württemberg","(1a) inadequately completed","2","","",""
"Yes","2016","Baden-Württemberg","(1b) general elementary school","23","","",""
"Yes","2016","Baden-Württemberg","(1c) basic vocational qualification","126","0.208350516398431","0.175269978235147","0.241431054561716"
"Yes","2016","Baden-Württemberg","(2b) intermediate general qualification","17","","",""
"Yes","2016","Baden-Württemberg","(2a) intermediate vocational","179","0.390652578080899","0.346637150197067","0.434668005964731"
"Yes","2016","Baden-Württemberg","(2c_gen) general maturity certificate","17","","",""
"Yes","2016","Baden-Württemberg","(2c_voc) vocational maturity certificate","64","0.227538650937733","0.178344671198067","0.276732630677398"
"Yes","2016","Baden-Württemberg","(3a) lower tertiary education","61","0.309290082374217","0.240216065771672","0.378364098976762"
"Yes","2016","Baden-Württemberg","(3b) higher tertiary education","111","0.382392597023696","0.332122253707431","0.432662940339962"
"Yes","2016","Bavaria","(0) in school","4","","",""
"Yes","2016","Bavaria","(1a) inadequately completed","5","","",""
"Yes","2016","Bavaria","(1b) general elementary school","29","","",""
"Yes","2016","Bavaria","(1c) basic vocational qualification","250","0.282915118316862","0.255012535017552","0.310817701616172"
"Yes","2016","Bavaria","(2b) intermediate general qualification","15","","",""
"Yes","2016","Bavaria","(2a) intermediate vocational","255","0.387345860851094","0.350971478649708","0.42372024305248"
"Yes","2016","Bavaria","(2c_gen) general maturity certificate","16","","",""
"Yes","2016","Bavaria","(2c_voc) vocational maturity certificate","93","0.315439408749648","0.264683795760945","0.366195021738351"
"Yes","2016","Bavaria","(3a) lower tertiary education","76","0.351895667206027","0.288501505047858","0.415289829364197"
"Yes","2016","Bavaria","(3b) higher tertiary education","118","0.306538149784905","0.262549015160711","0.350527284409098"
"Yes","2016","Berlin","(0) in school","1","","",""
"Yes","2016","Berlin","(1a) inadequately completed","2","","",""
"Yes","2016","Berlin","(1b) general elementary school","4","","",""
"Yes","2016","Berlin","(1c) basic vocational qualification","14","","",""
"Yes","2016","Berlin","(2b) intermediate general qualification","2","","",""
"Yes","2016","Berlin","(2a) intermediate vocational","31","0.142053550919592","0.0903303725376899","0.193776729301495"
"Yes","2016","Berlin","(2c_gen) general maturity certificate","10","","",""
"Yes","2016","Berlin","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2016","Berlin","(3a) lower tertiary education","25","","",""
"Yes","2016","Berlin","(3b) higher tertiary education","54","0.321311209019781","0.26056300555673","0.382059412482833"
"Yes","2016","Brandenburg","(0) in school","","","",""
"Yes","2016","Brandenburg","(1a) inadequately completed","1","","",""
"Yes","2016","Brandenburg","(1b) general elementary school","1","","",""
"Yes","2016","Brandenburg","(1c) basic vocational qualification","12","","",""
"Yes","2016","Brandenburg","(2b) intermediate general qualification","1","","",""
"Yes","2016","Brandenburg","(2a) intermediate vocational","43","0.142284751310245","0.10061537942164","0.183954123198849"
"Yes","2016","Brandenburg","(2c_gen) general maturity certificate","3","","",""
"Yes","2016","Brandenburg","(2c_voc) vocational maturity certificate","18","","",""
"Yes","2016","Brandenburg","(3a) lower tertiary education","19","","",""
"Yes","2016","Brandenburg","(3b) higher tertiary education","23","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","3","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","2","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(2a) intermediate vocational","22","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","2","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(3a) lower tertiary education","11","","",""
"Yes","2016","Mecklenburg-Western Pomerania","(3b) higher tertiary education","12","","",""
"Yes","2016","Saxony","(0) in school","2","","",""
"Yes","2016","Saxony","(1a) inadequately completed","2","","",""
"Yes","2016","Saxony","(1b) general elementary school","1","","",""
"Yes","2016","Saxony","(1c) basic vocational qualification","14","","",""
"Yes","2016","Saxony","(2b) intermediate general qualification","3","","",""
"Yes","2016","Saxony","(2a) intermediate vocational","114","0.199055381691944","0.164900196457378","0.233210566926511"
"Yes","2016","Saxony","(2c_gen) general maturity certificate","5","","",""
"Yes","2016","Saxony","(2c_voc) vocational maturity certificate","25","","",""
"Yes","2016","Saxony","(3a) lower tertiary education","25","","",""
"Yes","2016","Saxony","(3b) higher tertiary education","46","0.224115732433154","0.166323730585342","0.281907734280966"
"Yes","2016","Saxony-Anhalt","(0) in school","1","","",""
"Yes","2016","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","2016","Saxony-Anhalt","(1b) general elementary school","1","","",""
"Yes","2016","Saxony-Anhalt","(1c) basic vocational qualification","8","","",""
"Yes","2016","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes","2016","Saxony-Anhalt","(2a) intermediate vocational","34","0.128592344478369","0.0900651544710334","0.167119534485705"
"Yes","2016","Saxony-Anhalt","(2c_gen) general maturity certificate","3","","",""
"Yes","2016","Saxony-Anhalt","(2c_voc) vocational maturity certificate","7","","",""
"Yes","2016","Saxony-Anhalt","(3a) lower tertiary education","15","","",""
"Yes","2016","Saxony-Anhalt","(3b) higher tertiary education","19","","",""
"Yes","2016","Thuringia","(0) in school","1","","",""
"Yes","2016","Thuringia","(1a) inadequately completed","","","",""
"Yes","2016","Thuringia","(1b) general elementary school","","","",""
"Yes","2016","Thuringia","(1c) basic vocational qualification","11","","",""
"Yes","2016","Thuringia","(2b) intermediate general qualification","","","",""
"Yes","2016","Thuringia","(2a) intermediate vocational","49","0.126923352008952","0.0900448836974676","0.163801820320437"
"Yes","2016","Thuringia","(2c_gen) general maturity certificate","1","","",""
"Yes","2016","Thuringia","(2c_voc) vocational maturity certificate","11","","",""
"Yes","2016","Thuringia","(3a) lower tertiary education","21","","",""
"Yes","2016","Thuringia","(3b) higher tertiary education","24","","",""
"No","2016","Schleswig-Holstein","(0) in school","10","","",""
"No","2016","Schleswig-Holstein","(1a) inadequately completed","20","","",""
"No","2016","Schleswig-Holstein","(1b) general elementary school","69","0.900389886016587","0.832612552041668","0.968167219991506"
"No","2016","Schleswig-Holstein","(1c) basic vocational qualification","141","0.844781164746324","0.790506848976409","0.899055480516238"
"No","2016","Schleswig-Holstein","(2b) intermediate general qualification","26","","",""
"No","2016","Schleswig-Holstein","(2a) intermediate vocational","121","0.67138777200715","0.600780049404982","0.741995494609318"
"No","2016","Schleswig-Holstein","(2c_gen) general maturity certificate","27","","",""
"No","2016","Schleswig-Holstein","(2c_voc) vocational maturity certificate","60","0.628526864308352","0.525804677457622","0.731249051159081"
"No","2016","Schleswig-Holstein","(3a) lower tertiary education","24","","",""
"No","2016","Schleswig-Holstein","(3b) higher tertiary education","52","0.815107830516805","0.722151818906172","0.908063842127437"
"No","2016","Hamburg","(0) in school","7","","",""
"No","2016","Hamburg","(1a) inadequately completed","6","","",""
"No","2016","Hamburg","(1b) general elementary school","23","","",""
"No","2016","Hamburg","(1c) basic vocational qualification","42","0.871927906302289","0.779302392017831","0.964553420586748"
"No","2016","Hamburg","(2b) intermediate general qualification","9","","",""
"No","2016","Hamburg","(2a) intermediate vocational","44","0.648163063488658","0.531167078372884","0.765159048604431"
"No","2016","Hamburg","(2c_gen) general maturity certificate","19","","",""
"No","2016","Hamburg","(2c_voc) vocational maturity certificate","36","0.724732994411349","0.598377663808122","0.851088325014575"
"No","2016","Hamburg","(3a) lower tertiary education","19","","",""
"No","2016","Hamburg","(3b) higher tertiary education","68","0.79369179409312","0.704460181492263","0.882923406693977"
"No","2016","Lower Saxony","(0) in school","26","","",""
"No","2016","Lower Saxony","(1a) inadequately completed","64","0.858910297593209","0.776170358250076","0.941650236936342"
"No","2016","Lower Saxony","(1b) general elementary school","212","0.96741343106045","0.944109937490206","0.990716924630693"
"No","2016","Lower Saxony","(1c) basic vocational qualification","355","0.77042306400292","0.731126867367685","0.809719260638155"
"No","2016","Lower Saxony","(2b) intermediate general qualification","72","0.830723471743547","0.750530730297315","0.910916213189779"
"No","2016","Lower Saxony","(2a) intermediate vocational","334","0.654935466049242","0.612228961039069","0.697641971059415"
"No","2016","Lower Saxony","(2c_gen) general maturity certificate","103","0.826091209705309","0.758556012336658","0.89362640707396"
"No","2016","Lower Saxony","(2c_voc) vocational maturity certificate","149","0.599147048427762","0.534240982199666","0.664053114655857"
"No","2016","Lower Saxony","(3a) lower tertiary education","67","0.63789074560395","0.542736533834732","0.733044957373167"
"No","2016","Lower Saxony","(3b) higher tertiary education","170","0.534511009746472","0.471006151295971","0.598015868196973"
"No","2016","Bremen","(0) in school","4","","",""
"No","2016","Bremen","(1a) inadequately completed","7","","",""
"No","2016","Bremen","(1b) general elementary school","16","","",""
"No","2016","Bremen","(1c) basic vocational qualification","26","","",""
"No","2016","Bremen","(2b) intermediate general qualification","4","","",""
"No","2016","Bremen","(2a) intermediate vocational","15","","",""
"No","2016","Bremen","(2c_gen) general maturity certificate","14","","",""
"No","2016","Bremen","(2c_voc) vocational maturity certificate","14","","",""
"No","2016","Bremen","(3a) lower tertiary education","5","","",""
"No","2016","Bremen","(3b) higher tertiary education","21","","",""
"No","2016","North Rhine-Westphalia","(0) in school","72","0.914949415512576","0.853821400855109","0.976077430170043"
"No","2016","North Rhine-Westphalia","(1a) inadequately completed","162","0.980826417468562","0.959901978143932","1.00175085679319"
"No","2016","North Rhine-Westphalia","(1b) general elementary school","434","0.915852414991669","0.89051097998288","0.941193850000458"
"No","2016","North Rhine-Westphalia","(1c) basic vocational qualification","863","0.848350044068965","0.826229485371452","0.870470602766478"
"No","2016","North Rhine-Westphalia","(2b) intermediate general qualification","139","0.923179048015531","0.880703163686787","0.965654932344276"
"No","2016","North Rhine-Westphalia","(2a) intermediate vocational","536","0.754473186793936","0.723013455105844","0.785932918482028"
"No","2016","North Rhine-Westphalia","(2c_gen) general maturity certificate","283","0.814181176027006","0.772215279714307","0.856147072339704"
"No","2016","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","443","0.726931595833488","0.691575388457246","0.76228780320973"
"No","2016","North Rhine-Westphalia","(3a) lower tertiary education","121","0.606354975005236","0.539476399122644","0.673233550887829"
"No","2016","North Rhine-Westphalia","(3b) higher tertiary education","339","0.688636516967934","0.64792673659298","0.729346297342889"
"No","2016","Hesse","(0) in school","20","","",""
"No","2016","Hesse","(1a) inadequately completed","29","","",""
"No","2016","Hesse","(1b) general elementary school","115","0.943380648074917","0.903026447611918","0.983734848537916"
"No","2016","Hesse","(1c) basic vocational qualification","202","0.807165341118471","0.758358013400098","0.855972668836845"
"No","2016","Hesse","(2b) intermediate general qualification","38","0.808444669014939","0.694723465439253","0.922165872590624"
"No","2016","Hesse","(2a) intermediate vocational","185","0.747615162387696","0.69531586737768","0.799914457397712"
"No","2016","Hesse","(2c_gen) general maturity certificate","95","0.900449279483981","0.843182168707936","0.957716390260026"
"No","2016","Hesse","(2c_voc) vocational maturity certificate","115","0.74851833732762","0.680435103543833","0.816601571111406"
