"m11125","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"2 on Scale 1 to 10","2000","Not Employed","East Germany","124","0.0575336418014107","0.0478754107555186","0.0671918728473027"
"2 on Scale 1 to 10","2000","Employed","West Germany","160","0.0147636764930007","0.0125636019312286","0.0169637510547728"
"2 on Scale 1 to 10","2000","Employed","East Germany","47","0.0133705188068312","0.00963418256700297","0.0171068550466595"
"3 on Scale 1 to 10","2000","Not Employed","West Germany","427","0.06858931584186","0.0625884488047075","0.0745901828790125"
"3 on Scale 1 to 10","2000","Not Employed","East Germany","170","0.0736688181939116","0.062833823010173","0.0845038133776503"
"3 on Scale 1 to 10","2000","Employed","West Germany","399","0.0392755799349055","0.0357320945148672","0.0428190653549438"
"3 on Scale 1 to 10","2000","Employed","East Germany","135","0.0397968270767837","0.0334376550895692","0.0461559990639981"
"4 on Scale 1 to 10","2000","Not Employed","West Germany","414","0.0649789975191025","0.0591268893163594","0.0708311057218456"
"4 on Scale 1 to 10","2000","Not Employed","East Germany","180","0.0815604590837823","0.0702085515036105","0.092912366663954"
"4 on Scale 1 to 10","2000","Employed","West Germany","481","0.0425174021964762","0.0388368012168333","0.0461980031761191"
"4 on Scale 1 to 10","2000","Employed","East Germany","180","0.0489079107393916","0.0418918131900801","0.0559240082887031"
"5 on Scale 1 to 10","2000","Not Employed","West Germany","1144","0.179406450317872","0.170296872773311","0.188516027862433"
"5 on Scale 1 to 10","2000","Not Employed","East Germany","465","0.216023272341998","0.198954370332474","0.233092174351522"
"5 on Scale 1 to 10","2000","Employed","West Germany","1245","0.108809152173188","0.103128633339693","0.114489671006683"
"5 on Scale 1 to 10","2000","Employed","East Germany","514","0.147176296927922","0.135651232934538","0.158701360921306"
"6 on Scale 1 to 10","2000","Not Employed","West Germany","725","0.104761536204678","0.0974906816575325","0.112032390751824"
"6 on Scale 1 to 10","2000","Not Employed","East Germany","250","0.111797249161171","0.0987272564546706","0.124867241867671"
"6 on Scale 1 to 10","2000","Employed","West Germany","1051","0.0884973393001716","0.0833163343267595","0.0936783442735837"
"6 on Scale 1 to 10","2000","Employed","East Germany","401","0.106633973783919","0.0965934286727229","0.116674518895115"
"7 on Scale 1 to 10","2000","Not Employed","West Germany","968","0.143065437147704","0.134752464455489","0.151378409839919"
"7 on Scale 1 to 10","2000","Not Employed","East Germany","322","0.146533227843495","0.131865423897763","0.161201031789226"
"7 on Scale 1 to 10","2000","Employed","West Germany","1952","0.168808720212716","0.161975618902149","0.175641821523282"
"7 on Scale 1 to 10","2000","Employed","East Germany","661","0.171246480452317","0.158991339840138","0.183501621064496"
"8 on Scale 1 to 10","2000","Not Employed","West Germany","1305","0.181460137606462","0.172310040650572","0.190610234562352"
"8 on Scale 1 to 10","2000","Not Employed","East Germany","324","0.143826628210057","0.129271895396129","0.158381361023985"
"8 on Scale 1 to 10","2000","Employed","West Germany","3034","0.256117993607805","0.248155630032341","0.264080357183269"
"8 on Scale 1 to 10","2000","Employed","East Germany","929","0.251519092772751","0.23740442628684","0.265633759258661"
"9 on Scale 1 to 10","2000","Not Employed","West Germany","612","0.0812501426806843","0.0747634119647623","0.0877368733966062"
"9 on Scale 1 to 10","2000","Not Employed","East Germany","158","0.0598833221143582","0.0500421336056411","0.0697245106230753"
"9 on Scale 1 to 10","2000","Employed","West Germany","1671","0.141417562536384","0.13506114223518","0.147773982837589"
"9 on Scale 1 to 10","2000","Employed","East Germany","421","0.112804481396033","0.102513243328851","0.123095719463216"
"10 Completely satisfied","2000","Not Employed","West Germany","635","0.0852072599090044","0.0785787667048902","0.0918357531131185"
"10 Completely satisfied","2000","Not Employed","East Germany","119","0.0461320666063285","0.0374314644760348","0.0548326687366221"
"10 Completely satisfied","2000","Employed","West Germany","1418","0.126373496411912","0.120312265448216","0.132434727375609"
"10 Completely satisfied","2000","Employed","East Germany","302","0.0972943226264255","0.087653555005516","0.106935090247335"
"0 Completely dissatisfied","2001","Not Employed","West Germany","149","0.0277885524833193","0.0236264596868184","0.0319506452798203"
"0 Completely dissatisfied","2001","Not Employed","East Germany","52","0.0243150250811835","0.0177476697912198","0.0308823803711471"
"0 Completely dissatisfied","2001","Employed","West Germany","62","0.00703221950200553","0.0054372250382557","0.00862721396575536"
"0 Completely dissatisfied","2001","Employed","East Germany","17","","",""
"1 on Scale 1 to 10","2001","Not Employed","West Germany","100","0.0186141271083861","0.0151916569519133","0.0220365972648589"
"1 on Scale 1 to 10","2001","Not Employed","East Germany","39","0.0216230440552365","0.015421356726085","0.027824731384388"
"1 on Scale 1 to 10","2001","Employed","West Germany","53","0.00619042078778332","0.0046932992195743","0.00768754235599235"
"1 on Scale 1 to 10","2001","Employed","East Germany","12","","",""
"2 on Scale 1 to 10","2001","Not Employed","West Germany","247","0.0441575030347605","0.038955221485371","0.0493597845841499"
"2 on Scale 1 to 10","2001","Not Employed","East Germany","110","0.0646846068100921","0.0541969647946279","0.0751722488255563"
"2 on Scale 1 to 10","2001","Employed","West Germany","150","0.0152752765597602","0.0129342984413104","0.01761625467821"
"2 on Scale 1 to 10","2001","Employed","East Germany","57","0.0173145166322015","0.0128874849696739","0.0217415482947292"
"3 on Scale 1 to 10","2001","Not Employed","West Germany","395","0.0697994622488181","0.0633471888281448","0.0762517356694914"
"3 on Scale 1 to 10","2001","Not Employed","East Germany","159","0.0779314056824638","0.0665016693352574","0.0893611420296702"
"3 on Scale 1 to 10","2001","Employed","West Germany","370","0.0383299563148316","0.0346653476979061","0.041994564931757"
"3 on Scale 1 to 10","2001","Employed","East Germany","146","0.0453953549784837","0.0383302657395032","0.0524604442174642"
"4 on Scale 1 to 10","2001","Not Employed","West Germany","378","0.0655245116257009","0.0592585997208221","0.0717904235305798"
"4 on Scale 1 to 10","2001","Not Employed","East Germany","176","0.0842560857705121","0.0724124238240026","0.0960997477170215"
"4 on Scale 1 to 10","2001","Employed","West Germany","439","0.0417948414745018","0.0379750822722524","0.0456146006767512"
"4 on Scale 1 to 10","2001","Employed","East Germany","197","0.0618790783493723","0.0537019370764147","0.0700562196223299"
"5 on Scale 1 to 10","2001","Not Employed","West Germany","1004","0.179119771964879","0.169409976253659","0.188829567676099"
"5 on Scale 1 to 10","2001","Not Employed","East Germany","430","0.212463530278298","0.195022349786648","0.229904710769948"
"5 on Scale 1 to 10","2001","Employed","West Germany","1098","0.105594509468559","0.099728627915847","0.111460391021271"
"5 on Scale 1 to 10","2001","Employed","East Germany","417","0.126593005224051","0.115307698698572","0.13787831174953"
"6 on Scale 1 to 10","2001","Not Employed","West Germany","594","0.102555088992822","0.0948729716128006","0.110237206372844"
"6 on Scale 1 to 10","2001","Not Employed","East Germany","254","0.119929257229646","0.106077026837158","0.133781487622133"
"6 on Scale 1 to 10","2001","Employed","West Germany","955","0.0934707994145975","0.0879146454749628","0.0990269533542322"
"6 on Scale 1 to 10","2001","Employed","East Germany","350","0.103585760451721","0.0932437594721085","0.113927761431333"
"7 on Scale 1 to 10","2001","Not Employed","West Germany","886","0.148960625268485","0.139944727024826","0.157976523512145"
"7 on Scale 1 to 10","2001","Not Employed","East Germany","313","0.143508723887601","0.128560177423477","0.158457270351725"
"7 on Scale 1 to 10","2001","Employed","West Germany","1766","0.164677380445533","0.157598093952103","0.171756666938963"
"7 on Scale 1 to 10","2001","Employed","East Germany","645","0.189034089162645","0.175745724553653","0.202322453771638"
"8 on Scale 1 to 10","2001","Not Employed","West Germany","1217","0.189019092136248","0.179104917086614","0.198933267185882"
"8 on Scale 1 to 10","2001","Not Employed","East Germany","324","0.142507788067531","0.127602762193719","0.157412813941343"
"8 on Scale 1 to 10","2001","Employed","West Germany","2829","0.260573711249349","0.252195368264851","0.268952054233846"
"8 on Scale 1 to 10","2001","Employed","East Germany","884","0.250404140163321","0.235700173341869","0.265108106984774"
"9 on Scale 1 to 10","2001","Not Employed","West Germany","523","0.0769301785254274","0.0701823493819738","0.083678007668881"
"9 on Scale 1 to 10","2001","Not Employed","East Germany","137","0.0599867306190023","0.049861779598484","0.0701116816395206"
"9 on Scale 1 to 10","2001","Employed","West Germany","1587","0.146234921299964","0.139490570776286","0.152979271823642"
"9 on Scale 1 to 10","2001","Employed","East Germany","374","0.110351764576739","0.099717707823109","0.120985821330369"
"10 Completely satisfied","2001","Not Employed","West Germany","498","0.0775310866111534","0.0707591601016092","0.0843030131206975"
"10 Completely satisfied","2001","Not Employed","East Germany","119","0.0487938025184338","0.0396079808432997","0.0579796241935679"
"10 Completely satisfied","2001","Employed","West Germany","1235","0.120825963483115","0.114604924067911","0.127047002898319"
"10 Completely satisfied","2001","Employed","East Germany","236","0.0866105459063395","0.0770647189716574","0.0961563728410216"
"0 Completely dissatisfied","2002","Not Employed","West Germany","143","0.0268333010698018","0.022803114803627","0.0308634873359765"
"0 Completely dissatisfied","2002","Not Employed","East Germany","55","0.0258643210997688","0.0190867186671497","0.0326419235323878"
"0 Completely dissatisfied","2002","Employed","West Germany","61","0.00551506478626214","0.00416063341333675","0.00686949615918752"
"0 Completely dissatisfied","2002","Employed","East Germany","11","","",""
"1 on Scale 1 to 10","2002","Not Employed","West Germany","117","0.021976906811274","0.0183205187229785","0.0256332948995695"
"1 on Scale 1 to 10","2002","Not Employed","East Germany","50","0.0299599224898214","0.0226807668602636","0.0372390781193792"
"1 on Scale 1 to 10","2002","Employed","West Germany","44","0.00500710466225477","0.00371622453255216","0.00629798479195737"
"1 on Scale 1 to 10","2002","Employed","East Germany","15","","",""
"2 on Scale 1 to 10","2002","Not Employed","West Germany","265","0.0498463241662332","0.0444187228073201","0.0552739255251464"
"2 on Scale 1 to 10","2002","Not Employed","East Germany","107","0.0566696422532722","0.0467972372336507","0.0665420472728937"
"2 on Scale 1 to 10","2002","Employed","West Germany","192","0.0188617958964156","0.0163738598913584","0.0213497319014728"
"2 on Scale 1 to 10","2002","Employed","East Germany","57","0.0156850272604405","0.0114679665193571","0.0199020880015238"
"3 on Scale 1 to 10","2002","Not Employed","West Germany","363","0.0653930679458272","0.0592274756573949","0.0715586602342595"
"3 on Scale 1 to 10","2002","Not Employed","East Germany","180","0.0940247257162849","0.0815625166305922","0.106486934801978"
"3 on Scale 1 to 10","2002","Employed","West Germany","400","0.0392633172385877","0.0357112737658664","0.0428153607113091"
"3 on Scale 1 to 10","2002","Employed","East Germany","142","0.0403873108863041","0.0337058622878093","0.0470687594847988"
"4 on Scale 1 to 10","2002","Not Employed","West Germany","391","0.0672449090331472","0.06099882293187","0.0734909951344245"
"4 on Scale 1 to 10","2002","Not Employed","East Germany","190","0.0947015247578839","0.0821992164793432","0.107203833036425"
"4 on Scale 1 to 10","2002","Employed","West Germany","499","0.046229213856034","0.0423889341851142","0.0500694935269539"
"4 on Scale 1 to 10","2002","Employed","East Germany","150","0.0441649795806886","0.0371918030775937","0.0511381560837834"
"5 on Scale 1 to 10","2002","Not Employed","West Germany","1058","0.186491765574246","0.17677760553164","0.196205925616852"
"5 on Scale 1 to 10","2002","Not Employed","East Germany","403","0.195636986500645","0.178698782788247","0.212575190213043"
"5 on Scale 1 to 10","2002","Employed","West Germany","1236","0.119714723243522","0.113777708967256","0.125651737519788"
"5 on Scale 1 to 10","2002","Employed","East Germany","439","0.140133855433695","0.12835272044535","0.151914990422039"
"6 on Scale 1 to 10","2002","Not Employed","West Germany","655","0.107103739162577","0.0993912020652717","0.114816276259883"
"6 on Scale 1 to 10","2002","Not Employed","East Germany","263","0.122116518604768","0.108136058351489","0.136096978858048"
"6 on Scale 1 to 10","2002","Employed","West Germany","1023","0.0907188703100594","0.0854661957129005","0.0959715449072182"
"6 on Scale 1 to 10","2002","Employed","East Germany","370","0.109361600464048","0.0987694703166671","0.119953730611428"
"7 on Scale 1 to 10","2002","Not Employed","West Germany","939","0.156676787296368","0.147611244687719","0.165742329905017"
"7 on Scale 1 to 10","2002","Not Employed","East Germany","322","0.156809799464112","0.141283598677347","0.172336000250878"
"7 on Scale 1 to 10","2002","Employed","West Germany","2011","0.170123014824168","0.163251207298137","0.176994822350199"
"7 on Scale 1 to 10","2002","Employed","East Germany","677","0.196087110834675","0.18261209787329","0.20956212379606"
"8 on Scale 1 to 10","2002","Not Employed","West Germany","1233","0.178013834666092","0.16847372034001","0.187553948992174"
