"m11125","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"9 on Scale 1 to 10","1986","middle vocational","Urban Area","498","0.120816940074038","0.11063902852176","0.130994851626317","9"
"9 on Scale 1 to 10","1986","vocational + Abi","Urban Area","30","0.140474752024332","0.0957618812185935","0.185187622830071","9"
"9 on Scale 1 to 10","1986","vocational + Abi","Rural Area","12","","","","9"
"9 on Scale 1 to 10","1986","higher education","Rural Area","24","","","","9"
"0 Completely dissatisfied","1987","in school","Rural Area","1","","","","0"
"0 Completely dissatisfied","1987","in school","Urban Area","1","","","","0"
"0 Completely dissatisfied","1987","inadequately","Urban Area","14","","","","0"
"0 Completely dissatisfied","1987","inadequately","Rural Area","4","","","","0"
"0 Completely dissatisfied","1987","general elemantary","Urban Area","46","0.0265454097187466","0.0198220787885523","0.0332687406489409","0"
"0 Completely dissatisfied","1987","general elemantary","Rural Area","19","","","","0"
"0 Completely dissatisfied","1987","middle vocational","Urban Area","67","0.0219402506484331","0.0173445439807277","0.0265359573161385","0"
"0 Completely dissatisfied","1987","middle vocational","Rural Area","15","","","","0"
"0 Completely dissatisfied","1987","vocational + Abi","Urban Area","5","","","","0"
"0 Completely dissatisfied","1987","vocational + Abi","Rural Area","1","","","","0"
"0 Completely dissatisfied","1987","higher vocational","Urban Area","4","","","","0"
"0 Completely dissatisfied","1987","higher vocational","Rural Area","1","","","","0"
"0 Completely dissatisfied","1987","higher education","Urban Area","3","","","","0"
"0 Completely dissatisfied","1987","higher education","Rural Area","1","","","","0"
"1 on Scale 1 to 10","1987","higher education","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1987","inadequately","Urban Area","14","","","","1"
"1 on Scale 1 to 10","1987","inadequately","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1987","in school","Urban Area","","","","","1"
"1 on Scale 1 to 10","1987","in school","Rural Area","","","","","1"
"1 on Scale 1 to 10","1987","general elemantary","Urban Area","35","0.0191632482963045","0.0134291537211455","0.0248973428714635","1"
"1 on Scale 1 to 10","1987","general elemantary","Rural Area","12","","","","1"
"1 on Scale 1 to 10","1987","middle vocational","Urban Area","54","0.0174809454875559","0.0133694315628224","0.0215924594122895","1"
"1 on Scale 1 to 10","1987","middle vocational","Rural Area","11","","","","1"
"1 on Scale 1 to 10","1987","vocational + Abi","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1987","vocational + Abi","Rural Area","","","","","1"
"1 on Scale 1 to 10","1987","higher vocational","Urban Area","3","","","","1"
"1 on Scale 1 to 10","1987","higher vocational","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1987","higher education","Rural Area","1","","","","1"
"10 Completely satisfied","1987","in school","Urban Area","37","0.195829173625986","0.135094175908415","0.256564171343557","10"
"10 Completely satisfied","1987","in school","Rural Area","7","","","","10"
"10 Completely satisfied","1987","inadequately","Rural Area","11","","","","10"
"10 Completely satisfied","1987","general elemantary","Urban Area","352","0.12016396940602","0.106564563776865","0.133763375035175","10"
"10 Completely satisfied","1987","general elemantary","Rural Area","108","0.119417427396157","0.0945644677055056","0.144270387086809","10"
"10 Completely satisfied","1987","middle vocational","Urban Area","495","0.112043435759784","0.10214793251976","0.121938938999808","10"
"10 Completely satisfied","1987","middle vocational","Rural Area","155","0.134469140563245","0.114122683033915","0.154815598092575","10"
"10 Completely satisfied","1987","vocational + Abi","Urban Area","32","0.0949047130847643","0.057432857307687","0.132376568861842","10"
"10 Completely satisfied","1987","vocational + Abi","Rural Area","3","","","","10"
"10 Completely satisfied","1987","higher vocational","Urban Area","51","0.1133412699668","0.0841487709324066","0.142533769001193","10"
"10 Completely satisfied","1987","higher vocational","Rural Area","18","","","","10"
"10 Completely satisfied","1987","higher education","Urban Area","77","0.119246695355073","0.093798652668958","0.144694738041188","10"
"10 Completely satisfied","1987","higher education","Rural Area","18","","","","10"
"10 Completely satisfied","1987","inadequately","Urban Area","87","0.12191322929307","0.0969328218084969","0.146893636777643","10"
"2 on Scale 1 to 10","1987","in school","Urban Area","1","","","","2"
"2 on Scale 1 to 10","1987","in school","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1987","inadequately","Urban Area","33","0.058953732245279","0.0409705508775148","0.0769369136130432","2"
"2 on Scale 1 to 10","1987","inadequately","Rural Area","7","","","","2"
"2 on Scale 1 to 10","1987","general elemantary","Urban Area","72","0.0386906653753238","0.0306245096526016","0.046756821098046","2"
"2 on Scale 1 to 10","1987","general elemantary","Rural Area","18","","","","2"
"2 on Scale 1 to 10","1987","middle vocational","Urban Area","110","0.0322693058037093","0.0267253356344419","0.0378132759729767","2"
"2 on Scale 1 to 10","1987","middle vocational","Rural Area","21","","","","2"
"2 on Scale 1 to 10","1987","vocational + Abi","Urban Area","6","","","","2"
"2 on Scale 1 to 10","1987","vocational + Abi","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1987","higher education","Rural Area","3","","","","2"
"2 on Scale 1 to 10","1987","higher vocational","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1987","higher education","Urban Area","14","","","","2"
"2 on Scale 1 to 10","1987","higher vocational","Urban Area","13","","","","2"
"3 on Scale 1 to 10","1987","in school","Rural Area","","","","","3"
"3 on Scale 1 to 10","1987","in school","Urban Area","2","","","","3"
"3 on Scale 1 to 10","1987","vocational + Abi","Rural Area","2","","","","3"
"3 on Scale 1 to 10","1987","higher vocational","Urban Area","19","","","","3"
"3 on Scale 1 to 10","1987","inadequately","Urban Area","39","0.0567101409508294","0.0390514571597935","0.0743688247418654","3"
"3 on Scale 1 to 10","1987","inadequately","Rural Area","6","","","","3"
"3 on Scale 1 to 10","1987","general elemantary","Urban Area","90","0.0497649796761184","0.0406698403841149","0.0588601189681219","3"
"3 on Scale 1 to 10","1987","general elemantary","Rural Area","27","","","","3"
"3 on Scale 1 to 10","1987","middle vocational","Urban Area","155","0.0407501772818282","0.0345474965079659","0.0469528580556906","3"
"3 on Scale 1 to 10","1987","middle vocational","Rural Area","40","0.0391251766457316","0.0275614510860343","0.0506889022054289","3"
"3 on Scale 1 to 10","1987","vocational + Abi","Urban Area","8","","","","3"
"3 on Scale 1 to 10","1987","higher vocational","Rural Area","1","","","","3"
"3 on Scale 1 to 10","1987","higher education","Urban Area","24","","","","3"
"3 on Scale 1 to 10","1987","higher education","Rural Area","4","","","","3"
"4 on Scale 1 to 10","1987","in school","Rural Area","1","","","","4"
"4 on Scale 1 to 10","1987","inadequately","Urban Area","36","0.0653468055275866","0.046478069357726","0.0842155416974472","4"
"4 on Scale 1 to 10","1987","inadequately","Rural Area","9","","","","4"
"4 on Scale 1 to 10","1987","general elemantary","Urban Area","96","0.0531057844164167","0.0437268484893847","0.0624847203434487","4"
"4 on Scale 1 to 10","1987","general elemantary","Rural Area","31","0.0504136164866081","0.033644878351988","0.0671823546212282","4"
"4 on Scale 1 to 10","1987","middle vocational","Urban Area","159","0.0457525610826189","0.0391973448560827","0.0523077773091551","4"
"4 on Scale 1 to 10","1987","middle vocational","Rural Area","58","0.0622931520646775","0.0478789730783893","0.0767073310509656","4"
"4 on Scale 1 to 10","1987","vocational + Abi","Urban Area","9","","","","4"
"4 on Scale 1 to 10","1987","vocational + Abi","Rural Area","3","","","","4"
"4 on Scale 1 to 10","1987","higher vocational","Urban Area","26","","","","4"
"4 on Scale 1 to 10","1987","higher vocational","Rural Area","2","","","","4"
"4 on Scale 1 to 10","1987","higher education","Urban Area","25","","","","4"
"4 on Scale 1 to 10","1987","higher education","Rural Area","5","","","","4"
"4 on Scale 1 to 10","1987","in school","Urban Area","3","","","","4"
"5 on Scale 1 to 10","1987","in school","Urban Area","13","","","","5"
"5 on Scale 1 to 10","1987","inadequately","Urban Area","110","0.146748952378452","0.119732314381852","0.173765590375052","5"
"5 on Scale 1 to 10","1987","inadequately","Rural Area","9","","","","5"
"5 on Scale 1 to 10","1987","general elemantary","Urban Area","344","0.194415811310544","0.177863708280282","0.210967914340805","5"
"5 on Scale 1 to 10","1987","general elemantary","Rural Area","114","0.19585650144527","0.165440999314977","0.226272003575563","5"
"5 on Scale 1 to 10","1987","middle vocational","Urban Area","538","0.147856339462689","0.136720442622628","0.15899223630275","5"
"5 on Scale 1 to 10","1987","middle vocational","Rural Area","160","0.157511512209746","0.135785783540639","0.179237240878853","5"
"5 on Scale 1 to 10","1987","higher vocational","Urban Area","65","0.156129242816788","0.122703652532192","0.189554833101383","5"
"5 on Scale 1 to 10","1987","higher vocational","Rural Area","17","","","","5"
"5 on Scale 1 to 10","1987","higher education","Urban Area","66","0.111983622754434","0.0872212753689212","0.136745970139946","5"
"5 on Scale 1 to 10","1987","higher education","Rural Area","11","","","","5"
"5 on Scale 1 to 10","1987","in school","Rural Area","","","","","5"
"5 on Scale 1 to 10","1987","vocational + Abi","Urban Area","26","","","","5"
"5 on Scale 1 to 10","1987","vocational + Abi","Rural Area","6","","","","5"
"6 on Scale 1 to 10","1987","middle vocational","Rural Area","95","0.0964501089024457","0.0788439894782723","0.114056228326619","6"
"6 on Scale 1 to 10","1987","vocational + Abi","Urban Area","19","","","","6"
"6 on Scale 1 to 10","1987","in school","Rural Area","1","","","","6"
"6 on Scale 1 to 10","1987","in school","Urban Area","8","","","","6"
"6 on Scale 1 to 10","1987","inadequately","Urban Area","63","0.0858840235022091","0.0644914898186011","0.107276557185817","6"
"6 on Scale 1 to 10","1987","general elemantary","Rural Area","73","0.120483979772793","0.0955354046872407","0.145432554858345","6"
"6 on Scale 1 to 10","1987","middle vocational","Urban Area","361","0.095849237616436","0.0866136704048646","0.105084804828007","6"
"6 on Scale 1 to 10","1987","inadequately","Rural Area","7","","","","6"
"6 on Scale 1 to 10","1987","general elemantary","Urban Area","180","0.0922529486593542","0.0801496298034045","0.104356267515304","6"
"6 on Scale 1 to 10","1987","vocational + Abi","Rural Area","2","","","","6"
"6 on Scale 1 to 10","1987","higher education","Rural Area","8","","","","6"
"6 on Scale 1 to 10","1987","higher vocational","Urban Area","51","0.10963886092173","0.0808672389405376","0.138410482902922","6"
"6 on Scale 1 to 10","1987","higher vocational","Rural Area","14","","","","6"
"6 on Scale 1 to 10","1987","higher education","Urban Area","43","0.0705938439919811","0.0504802233160374","0.0907074646679248","6"
"7 on Scale 1 to 10","1987","inadequately","Urban Area","86","0.149554744618165","0.122325934535857","0.176783554700472","7"
"7 on Scale 1 to 10","1987","in school","Rural Area","6","","","","7"
"7 on Scale 1 to 10","1987","in school","Urban Area","26","","","","7"
"7 on Scale 1 to 10","1987","vocational + Abi","Urban Area","30","0.132385122232643","0.0890542685286005","0.175715975936685","7"
"7 on Scale 1 to 10","1987","vocational + Abi","Rural Area","3","","","","7"
"7 on Scale 1 to 10","1987","inadequately","Rural Area","14","","","","7"
"7 on Scale 1 to 10","1987","general elemantary","Urban Area","326","0.143160417259612","0.128511917056695","0.15780891746253","7"
"7 on Scale 1 to 10","1987","general elemantary","Rural Area","78","0.121515477077246","0.0964750303642825","0.146555923790209","7"
"7 on Scale 1 to 10","1987","middle vocational","Urban Area","594","0.152029885088355","0.14076560158719","0.16329416858952","7"
"7 on Scale 1 to 10","1987","middle vocational","Rural Area","169","0.152082294066224","0.130665601975747","0.173498986156701","7"
"7 on Scale 1 to 10","1987","higher vocational","Urban Area","91","0.211515602528257","0.173908770841443","0.249122434215071","7"
"7 on Scale 1 to 10","1987","higher education","Urban Area","96","0.151240290260304","0.123106373602966","0.179374206917642","7"
"7 on Scale 1 to 10","1987","higher education","Rural Area","16","","","","7"
"7 on Scale 1 to 10","1987","higher vocational","Rural Area","20","","","","7"
"8 on Scale 1 to 10","1987","in school","Urban Area","33","0.194613614386024","0.13402166594657","0.255205562825477","8"
"8 on Scale 1 to 10","1987","in school","Rural Area","4","","","","8"
"8 on Scale 1 to 10","1987","inadequately","Urban Area","121","0.164750212554197","0.136428040131113","0.193072384977282","8"
"8 on Scale 1 to 10","1987","inadequately","Rural Area","14","","","","8"
"8 on Scale 1 to 10","1987","general elemantary","Urban Area","421","0.171145240218401","0.155392592759562","0.186897887677241","8"
"8 on Scale 1 to 10","1987","general elemantary","Rural Area","106","0.166723826992649","0.138157622949321","0.195290031035976","8"
"8 on Scale 1 to 10","1987","middle vocational","Urban Area","927","0.231700630485308","0.2184639934068","0.244937267563815","8"
"8 on Scale 1 to 10","1987","middle vocational","Rural Area","232","0.210115839514115","0.185819138347524","0.234412540680706","8"
"8 on Scale 1 to 10","1987","vocational + Abi","Urban Area","68","0.300554318561806","0.241933396846172","0.359175240277441","8"
"8 on Scale 1 to 10","1987","vocational + Abi","Rural Area","14","","","","8"
"8 on Scale 1 to 10","1987","higher vocational","Urban Area","83","0.163285336032486","0.129247552472983","0.197323119591988","8"
"8 on Scale 1 to 10","1987","higher vocational","Rural Area","28","","","","8"
"8 on Scale 1 to 10","1987","higher education","Urban Area","167","0.272519025488698","0.237555654271138","0.307482396706258","8"
"8 on Scale 1 to 10","1987","higher education","Rural Area","35","0.267260280029651","0.188083188464187","0.346437371595116","8"
"9 on Scale 1 to 10","1987","inadequately","Rural Area","16","","","","9"
"9 on Scale 1 to 10","1987","general elemantary","Urban Area","234","0.0915915256631579","0.0795272803852391","0.103655770941077","9"
"9 on Scale 1 to 10","1987","general elemantary","Rural Area","68","0.0930336165778351","0.0707710739522993","0.115296159203371","9"
