"m11125","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"0 Completely dissatisfied","2003","Rural Area","Female","45","0.0135116886353621","0.0098341387508419","0.0171892385198824"
"0 Completely dissatisfied","2003","Rural Area","Male","42","0.01267291860625","0.00899433644926016","0.0163515007632398"
"0 Completely dissatisfied","2003","Urban Area","Female","83","0.013253143716864","0.0107086138986631","0.0157976735350649"
"0 Completely dissatisfied","2003","Urban Area","Male","62","0.0095522436876665","0.00729924954453199","0.011805237830801"
"1 on Scale 1 to 10","2003","Rural Area","Female","51","0.0150266899610814","0.0111514225121338","0.018901957410029"
"1 on Scale 1 to 10","2003","Rural Area","Male","41","0.0110334674964384","0.00759821692985924","0.0144687180630176"
"1 on Scale 1 to 10","2003","Urban Area","Female","104","0.0206719809979926","0.0175060579564642","0.0238379040395209"
"1 on Scale 1 to 10","2003","Urban Area","Male","68","0.0114615980665388","0.00899606438534092","0.0139271317477366"
"10 Completely satisfied","2003","Rural Area","Female","253","0.0712065255242652","0.0630147647404639","0.0793982863080665"
"10 Completely satisfied","2003","Rural Area","Male","232","0.0732271448350173","0.0646600353811955","0.0817942542888392"
"10 Completely satisfied","2003","Urban Area","Female","563","0.070423680029862","0.0647306024908673","0.0761167575688567"
"10 Completely satisfied","2003","Urban Area","Male","609","0.0800120136864774","0.0737276652258124","0.0862963621471423"
"2 on Scale 1 to 10","2003","Rural Area","Female","118","0.0412689577255096","0.0349329174207451","0.047604998030274"
"2 on Scale 1 to 10","2003","Rural Area","Male","95","0.0348057862958034","0.0287781825795381","0.0408333900120687"
"2 on Scale 1 to 10","2003","Urban Area","Female","199","0.0303998767099926","0.0265797527359373","0.0342200006840479"
"2 on Scale 1 to 10","2003","Urban Area","Male","172","0.02669317245642","0.0229596689722287","0.0304266759406114"
"3 on Scale 1 to 10","2003","Rural Area","Female","184","0.0536673216062019","0.0464888057253865","0.0608458374870173"
"3 on Scale 1 to 10","2003","Rural Area","Male","180","0.0549682863235499","0.0474729538324968","0.062463618814603"
"3 on Scale 1 to 10","2003","Urban Area","Female","378","0.0532589543661711","0.0482625550984913","0.0582553536338509"
"3 on Scale 1 to 10","2003","Urban Area","Male","304","0.045644676279657","0.0408102861362959","0.050479066423018"
"4 on Scale 1 to 10","2003","Rural Area","Female","233","0.0616145085907653","0.0539551937298362","0.0692738234516944"
"4 on Scale 1 to 10","2003","Rural Area","Male","204","0.0603612314071494","0.0525292594906055","0.0681932033236932"
"4 on Scale 1 to 10","2003","Urban Area","Female","435","0.0617042816113885","0.0563503510704028","0.0670582121523742"
"4 on Scale 1 to 10","2003","Urban Area","Male","355","0.0515142468609714","0.0463942385820273","0.0566342551399156"
"5 on Scale 1 to 10","2003","Rural Area","Female","570","0.163630473110732","0.151846574973526","0.175414371247937"
"5 on Scale 1 to 10","2003","Rural Area","Male","459","0.137813211732691","0.126477266962501","0.149149156502881"
"5 on Scale 1 to 10","2003","Urban Area","Female","1045","0.151150948971648","0.143180810112972","0.159121087830323"
"5 on Scale 1 to 10","2003","Urban Area","Male","876","0.132273353520078","0.124426072072975","0.14012063496718"
"6 on Scale 1 to 10","2003","Rural Area","Female","388","0.10366987652764","0.0939599023944847","0.113379850660795"
"6 on Scale 1 to 10","2003","Rural Area","Male","390","0.110698398691138","0.100380130330536","0.12101666705174"
"6 on Scale 1 to 10","2003","Urban Area","Female","775","0.0995300103833249","0.0928687430779987","0.106191277688651"
"6 on Scale 1 to 10","2003","Urban Area","Male","682","0.09816890810537","0.0912769732739751","0.105060842936765"
"7 on Scale 1 to 10","2003","Rural Area","Female","644","0.162358598377774","0.150611665144248","0.1741055316113"
"7 on Scale 1 to 10","2003","Rural Area","Male","596","0.168216055526139","0.155914767096769","0.180517343955509"
"7 on Scale 1 to 10","2003","Urban Area","Female","1284","0.162819578265408","0.154604568963365","0.171034587567451"
"7 on Scale 1 to 10","2003","Urban Area","Male","1246","0.166081876651634","0.157461734894282","0.174702018408987"
"8 on Scale 1 to 10","2003","Rural Area","Female","889","0.215290164635427","0.202197608967799","0.228382720303055"
"8 on Scale 1 to 10","2003","Rural Area","Male","918","0.235077550848891","0.221132314006719","0.249022787691062"
"8 on Scale 1 to 10","2003","Urban Area","Female","1957","0.227866916952918","0.21853368769843","0.237200146207407"
"8 on Scale 1 to 10","2003","Urban Area","Male","1811","0.249665127890602","0.239639811477197","0.259690444304006"
"9 on Scale 1 to 10","2003","Rural Area","Female","411","0.0987551953052421","0.0892522298744273","0.108258160736057"
"9 on Scale 1 to 10","2003","Rural Area","Male","395","0.101125948236934","0.0912109569306829","0.111040939543184"
"9 on Scale 1 to 10","2003","Urban Area","Female","936","0.10892062799443","0.101988629200756","0.115852626788105"
"9 on Scale 1 to 10","2003","Urban Area","Male","975","0.128932782794586","0.121170327846128","0.136695237743043"
"0 Completely dissatisfied","2004","Rural Area","Female","49","0.0173243843138041","0.0131202050735163","0.0215285635540919"
"0 Completely dissatisfied","2004","Rural Area","Male","51","0.0210800263292731","0.0162948964648131","0.0258651561937332"
"0 Completely dissatisfied","2004","Urban Area","Female","116","0.0228642311893559","0.0194951286500876","0.0262333337286243"
"0 Completely dissatisfied","2004","Urban Area","Male","79","0.0157514285742458","0.0128201134264781","0.0186827437220135"
"1 on Scale 1 to 10","2004","Rural Area","Female","52","0.0153397502849987","0.0113797102468976","0.0192997903230999"
"1 on Scale 1 to 10","2004","Rural Area","Male","51","0.0152035873844708","0.0111276188236136","0.019279555945328"
"1 on Scale 1 to 10","2004","Urban Area","Female","76","0.0133525489219015","0.0107653992156225","0.0159396986281805"
"1 on Scale 1 to 10","2004","Urban Area","Male","77","0.0141494681027486","0.0113689499395128","0.0169299862659843"
"10 Completely satisfied","2004","Rural Area","Female","229","0.0699881213454825","0.0617675189194471","0.078208723771518"
"10 Completely satisfied","2004","Rural Area","Male","228","0.0782870324059215","0.0693390046319442","0.0872350601798987"
"10 Completely satisfied","2004","Urban Area","Female","550","0.0692559036355144","0.0635331899626134","0.0749786173084155"
"10 Completely satisfied","2004","Urban Area","Male","539","0.0771583974733021","0.0708762905568918","0.0834405043897124"
"2 on Scale 1 to 10","2004","Rural Area","Female","119","0.0403398709074302","0.0340001052227246","0.0466796365921358"
"2 on Scale 1 to 10","2004","Rural Area","Male","109","0.0358358968594655","0.0296440646741125","0.0420277290448185"
"2 on Scale 1 to 10","2004","Urban Area","Female","235","0.0381139238022638","0.0337981157422375","0.04242973186229"
"2 on Scale 1 to 10","2004","Urban Area","Male","198","0.0353528015105724","0.0310052342190248","0.03970036880212"
"3 on Scale 1 to 10","2004","Rural Area","Female","195","0.0589710306884889","0.0513805708835531","0.0665614904934248"
"3 on Scale 1 to 10","2004","Rural Area","Male","186","0.0605631726285145","0.0526176465257339","0.068508698731295"
"3 on Scale 1 to 10","2004","Urban Area","Female","427","0.0646658887266126","0.0591224470336706","0.0702093304195546"
"3 on Scale 1 to 10","2004","Urban Area","Male","315","0.0468632832132348","0.041887698814893","0.0518388676115767"
"4 on Scale 1 to 10","2004","Rural Area","Female","220","0.0608133587272123","0.0531127921960886","0.0685139252583359"
"4 on Scale 1 to 10","2004","Rural Area","Male","189","0.0517053695259638","0.0443293165348706","0.059081422517057"
"4 on Scale 1 to 10","2004","Urban Area","Female","408","0.05897195466736","0.0536621014369709","0.0642818078977491"
"4 on Scale 1 to 10","2004","Urban Area","Male","356","0.0536208765874311","0.0483175341305327","0.0589242190443296"
"5 on Scale 1 to 10","2004","Rural Area","Female","603","0.17428546514547","0.16206204390325","0.186508886387689"
"5 on Scale 1 to 10","2004","Rural Area","Male","465","0.129372527387462","0.118193042992046","0.140552011782878"
"5 on Scale 1 to 10","2004","Urban Area","Female","1124","0.164260595236277","0.155909169802416","0.172612020670138"
"5 on Scale 1 to 10","2004","Urban Area","Male","867","0.137825031656193","0.129709594913116","0.145940468399269"
"6 on Scale 1 to 10","2004","Rural Area","Female","398","0.0956023819367576","0.0861277730699876","0.105076990803528"
"6 on Scale 1 to 10","2004","Rural Area","Male","370","0.106435390181305","0.0961625491522783","0.116708231210332"
"6 on Scale 1 to 10","2004","Urban Area","Female","750","0.0990678424812263","0.092333877263691","0.105801807698762"
"6 on Scale 1 to 10","2004","Urban Area","Male","699","0.104260383472545","0.0970658822319328","0.111454884713156"
"7 on Scale 1 to 10","2004","Rural Area","Female","610","0.159650347375883","0.147848168968746","0.17145252578302"
"7 on Scale 1 to 10","2004","Rural Area","Male","611","0.178641156247523","0.165881417318365","0.19140089517668"
"7 on Scale 1 to 10","2004","Urban Area","Female","1275","0.162211938977902","0.153902590681133","0.17052128727467"
"7 on Scale 1 to 10","2004","Urban Area","Male","1189","0.165588044024021","0.156837100343137","0.174338987704905"
"8 on Scale 1 to 10","2004","Rural Area","Female","859","0.220291621163164","0.206937592038118","0.233645650288209"
"8 on Scale 1 to 10","2004","Rural Area","Male","837","0.230134635364967","0.216113507733241","0.244155762996694"
"8 on Scale 1 to 10","2004","Urban Area","Female","1712","0.205267931303369","0.196163991159956","0.214371871446782"
"8 on Scale 1 to 10","2004","Urban Area","Male","1740","0.235729239985491","0.225736594228577","0.245721885742405"
"9 on Scale 1 to 10","2004","Rural Area","Female","366","0.08739366811131","0.0782939287790651","0.0964934074435549"
"9 on Scale 1 to 10","2004","Rural Area","Male","365","0.0927412056851334","0.0830787721091941","0.102403639261073"
"9 on Scale 1 to 10","2004","Urban Area","Female","888","0.101967241058218","0.095146447643039","0.108788034473396"
"9 on Scale 1 to 10","2004","Urban Area","Male","872","0.113701045400216","0.106227572070875","0.121174518729557"
"0 Completely dissatisfied","2005","Rural Area","Female","47","0.0152800412710225","0.01125119461267","0.019308887929375"
"0 Completely dissatisfied","2005","Rural Area","Male","39","0.0121070039608768","0.00837453623780001","0.0158394716839536"
"0 Completely dissatisfied","2005","Urban Area","Female","93","0.0157549883285584","0.0128923175116581","0.0186176591454588"
"0 Completely dissatisfied","2005","Urban Area","Male","57","0.0105618440827744","0.0080993040502581","0.0130243841152907"
"1 on Scale 1 to 10","2005","Rural Area","Female","51","0.0152147594458577","0.0111943950815909","0.0192351238101245"
"1 on Scale 1 to 10","2005","Rural Area","Male","54","0.0216222099147696","0.0166582747815135","0.0265861450480256"
"1 on Scale 1 to 10","2005","Urban Area","Female","87","0.0162545262842555","0.0133475647257776","0.0191614878427334"
"1 on Scale 1 to 10","2005","Urban Area","Male","88","0.0148701562770113","0.0119545854194758","0.0177857271345469"
"10 Completely satisfied","2005","Rural Area","Female","230","0.0783432498443169","0.0695175836027633","0.0871689160858704"
"10 Completely satisfied","2005","Rural Area","Male","231","0.0767726216399897","0.0676864635573538","0.0858587797226255"
"10 Completely satisfied","2005","Urban Area","Female","548","0.0724822204134238","0.0665216527446354","0.0784427880822121"
"10 Completely satisfied","2005","Urban Area","Male","548","0.0802237043745948","0.0736801824988647","0.0867672262503249"
"2 on Scale 1 to 10","2005","Rural Area","Female","99","0.0341554590621607","0.0281899737285126","0.0401209443958087"
"2 on Scale 1 to 10","2005","Rural Area","Male","87","0.0300813144641177","0.0242517134336877","0.0359109154945477"
"2 on Scale 1 to 10","2005","Urban Area","Female","208","0.0341722956908537","0.0299959382273351","0.0383486531543723"
"2 on Scale 1 to 10","2005","Urban Area","Male","189","0.0371443543709925","0.0325887490251935","0.0416999597167914"
"3 on Scale 1 to 10","2005","Rural Area","Female","207","0.0614742318633229","0.0535850537692413","0.0693634099574046"
"3 on Scale 1 to 10","2005","Rural Area","Male","182","0.0603854666204178","0.0522559665071709","0.0685149667336647"
"3 on Scale 1 to 10","2005","Urban Area","Female","374","0.0615636778989058","0.0560381288343508","0.0670892269634608"
"3 on Scale 1 to 10","2005","Urban Area","Male","322","0.0556862201401873","0.0501622524484178","0.0612101878319568"
"4 on Scale 1 to 10","2005","Rural Area","Female","243","0.0658408207371179","0.0576952754054203","0.0739863660688155"
"4 on Scale 1 to 10","2005","Rural Area","Male","212","0.0577425881557666","0.0497818072867749","0.0657033690247584"
"4 on Scale 1 to 10","2005","Urban Area","Female","432","0.0689721768996729","0.0631467326122038","0.0747976211871419"
"4 on Scale 1 to 10","2005","Urban Area","Male","339","0.0520674246051749","0.046715735591417","0.0574191136189327"
"5 on Scale 1 to 10","2005","Rural Area","Female","534","0.150543070883977","0.138797796382069","0.162288345385885"
"5 on Scale 1 to 10","2005","Rural Area","Male","441","0.147079415692198","0.134991455776864","0.159167375607531"
"5 on Scale 1 to 10","2005","Urban Area","Female","1005","0.157037577893169","0.148673527165231","0.165401628621108"
"5 on Scale 1 to 10","2005","Urban Area","Male","788","0.125409668502308","0.117431798740306","0.133387538264311"
"6 on Scale 1 to 10","2005","Rural Area","Female","352","0.0921722645791819","0.0826713818723491","0.101673147286015"
"6 on Scale 1 to 10","2005","Rural Area","Male","345","0.0959506081719988","0.0858988342895322","0.106002382054465"
"6 on Scale 1 to 10","2005","Urban Area","Female","756","0.102715499946031","0.0957364897694576","0.109694510122604"
"6 on Scale 1 to 10","2005","Urban Area","Male","701","0.108932968517078","0.1014279122358","0.116438024798356"
"7 on Scale 1 to 10","2005","Rural Area","Female","579","0.155083643980369","0.143194462362049","0.166972825598689"
"7 on Scale 1 to 10","2005","Rural Area","Male","598","0.171318838501986","0.158459487253552","0.184178189750419"
"7 on Scale 1 to 10","2005","Urban Area","Female","1217","0.156797650608721","0.148438802451654","0.165156498765788"
"7 on Scale 1 to 10","2005","Urban Area","Male","1143","0.174167593946164","0.165031748732157","0.183303439160171"
"8 on Scale 1 to 10","2005","Rural Area","Female","804","0.223187299202736","0.20951142801969","0.236863170385781"
"8 on Scale 1 to 10","2005","Rural Area","Male","769","0.23097533263873","0.216591464230224","0.245359201047235"
"8 on Scale 1 to 10","2005","Urban Area","Female","1694","0.21391097138453","0.204484196111011","0.223337746658049"
"8 on Scale 1 to 10","2005","Urban Area","Male","1611","0.223643011876893","0.213605467097336","0.233680556656449"
"9 on Scale 1 to 10","2005","Rural Area","Female","415","0.108705159129938","0.0984816996839494","0.118928618575927"
"9 on Scale 1 to 10","2005","Rural Area","Male","340","0.0959646002391499","0.0859121712719367","0.106017029206363"
"9 on Scale 1 to 10","2005","Urban Area","Female","855","0.100338414651879","0.0934315020197605","0.107245327283998"
"9 on Scale 1 to 10","2005","Urban Area","Male","834","0.117293053306822","0.109541950193511","0.125044156420134"
"0 Completely dissatisfied","2006","Rural Area","Female","61","0.0182922051482714","0.0140625619811415","0.0225218483154013"
"0 Completely dissatisfied","2006","Rural Area","Male","58","0.0217723940224751","0.0169682831562583","0.0265765048886919"
"0 Completely dissatisfied","2006","Urban Area","Female","92","0.0135466255372082","0.0109595789266476","0.0161336721477687"
"0 Completely dissatisfied","2006","Urban Area","Male","73","0.0132628480756881","0.0105744879705285","0.0159512081808477"
"1 on Scale 1 to 10","2006","Rural Area","Female","50","0.0172964737419441","0.0131814758073243","0.0214114716765638"
"1 on Scale 1 to 10","2006","Rural Area","Male","36","0.0128585799639596","0.00914984188135983","0.0165673180465594"
"1 on Scale 1 to 10","2006","Urban Area","Female","104","0.017150805034753","0.0142452031590415","0.0200564069104645"
"1 on Scale 1 to 10","2006","Urban Area","Male","58","0.0121803645648453","0.00960263545936665","0.0147580936703239"
"10 Completely satisfied","2006","Rural Area","Female","273","0.0712322144536731","0.0631137971159256","0.0793506317914206"
"10 Completely satisfied","2006","Rural Area","Male","232","0.0697095288507419","0.0613266086643947","0.0780924490370891"
"10 Completely satisfied","2006","Urban Area","Female","574","0.0744611498197282","0.0685860857809061","0.0803362138585502"
"10 Completely satisfied","2006","Urban Area","Male","551","0.0760265767288727","0.0697981155478507","0.0822550379098948"
"2 on Scale 1 to 10","2006","Rural Area","Female","118","0.0336339474259245","0.0279435928155154","0.0393243020363337"
"2 on Scale 1 to 10","2006","Rural Area","Male","98","0.0323068657629001","0.0264864204282228","0.0381273110975775"
"2 on Scale 1 to 10","2006","Urban Area","Female","222","0.035822040074989","0.0316628940673469","0.039981186082631"
"2 on Scale 1 to 10","2006","Urban Area","Male","180","0.0299739945625746","0.025966874960693","0.0339811141644563"
"3 on Scale 1 to 10","2006","Rural Area","Female","216","0.0612717636283027","0.0537020454727451","0.0688414817838604"
"3 on Scale 1 to 10","2006","Rural Area","Male","204","0.0620122616261355","0.0540730507567255","0.0699514724955455"
"3 on Scale 1 to 10","2006","Urban Area","Female","406","0.0593900775593281","0.0541006078657057","0.0646795472529506"
"3 on Scale 1 to 10","2006","Urban Area","Male","335","0.0545498176791045","0.049212976471252","0.0598866588869569"
"4 on Scale 1 to 10","2006","Rural Area","Female","248","0.0652666361076936","0.057470685743968","0.0730625864714192"
"4 on Scale 1 to 10","2006","Rural Area","Male","226","0.0690539868649197","0.0607076367556929","0.0774003369741465"
"4 on Scale 1 to 10","2006","Urban Area","Female","454","0.0675615351198586","0.0619444597163172","0.0731786105234"
"4 on Scale 1 to 10","2006","Urban Area","Male","360","0.0593417947785727","0.053789601614401","0.0648939879427444"
"5 on Scale 1 to 10","2006","Rural Area","Female","592","0.155279108733798","0.143847885372341","0.166710332095255"
"5 on Scale 1 to 10","2006","Rural Area","Male","508","0.139896228110638","0.128477482441985","0.15131497377929"
"5 on Scale 1 to 10","2006","Urban Area","Female","1027","0.14397099357305","0.136114438658414","0.151827548487686"
"5 on Scale 1 to 10","2006","Urban Area","Male","870","0.132993023952395","0.125013186760371","0.140972861144419"
"6 on Scale 1 to 10","2006","Rural Area","Female","363","0.090949938110688","0.0818743519811619","0.100025524240214"
"6 on Scale 1 to 10","2006","Rural Area","Male","398","0.106329179953501","0.0961817749958911","0.116476584911111"
"6 on Scale 1 to 10","2006","Urban Area","Female","781","0.100881081425394","0.0941410202008583","0.10762114264993"
"6 on Scale 1 to 10","2006","Urban Area","Male","690","0.0929443973125668","0.0861210595905386","0.0997677350345949"
"7 on Scale 1 to 10","2006","Rural Area","Female","644","0.155083885351485","0.143658530128131","0.166509240574838"
"7 on Scale 1 to 10","2006","Rural Area","Male","567","0.153319519072588","0.141459142745311","0.165179895399866"
"7 on Scale 1 to 10","2006","Urban Area","Female","1278","0.159704381143306","0.15150606099402","0.167902701292592"
"7 on Scale 1 to 10","2006","Urban Area","Male","1244","0.176628845815652","0.167667010812162","0.185590680819141"
"8 on Scale 1 to 10","2006","Rural Area","Female","869","0.21982893178606","0.206757687726724","0.232900175845397"
"8 on Scale 1 to 10","2006","Rural Area","Male","847","0.231020086474034","0.217145426771348","0.244894746176719"
"8 on Scale 1 to 10","2006","Urban Area","Female","1813","0.22600756314992","0.216647468209342","0.235367658090499"
"8 on Scale 1 to 10","2006","Urban Area","Male","1741","0.232252087802431","0.22232875767166","0.242175417933201"
"9 on Scale 1 to 10","2006","Rural Area","Female","422","0.11186489551216","0.101916203021459","0.12181358800286"
"9 on Scale 1 to 10","2006","Rural Area","Male","371","0.101721369298107","0.0917707157823784","0.111672022813836"
"9 on Scale 1 to 10","2006","Urban Area","Female","919","0.101503747562465","0.0947452590102182","0.108262236114711"
"9 on Scale 1 to 10","2006","Urban Area","Male","854","0.119846248727298","0.112213871994321","0.127478625460275"
"0 Completely dissatisfied","2007","Rural Area","Female","39","0.0114603246935203","0.00798631726155684","0.0149343321254838"
"0 Completely dissatisfied","2007","Rural Area","Male","41","0.013178279554067","0.00932466027969417","0.0170318988284398"
"0 Completely dissatisfied","2007","Urban Area","Female","82","0.0129732044889638","0.0103548693049923","0.0155915396729352"
"0 Completely dissatisfied","2007","Urban Area","Male","68","0.0127158709475323","0.00997828382668587","0.0154534580683786"
"1 on Scale 1 to 10","2007","Rural Area","Female","48","0.0128311463268248","0.00915778473388338","0.0165045079197661"
"1 on Scale 1 to 10","2007","Rural Area","Male","47","0.0126873569274894","0.00890525677040677","0.016469457084572"
"1 on Scale 1 to 10","2007","Urban Area","Female","93","0.0171467062339557","0.014142900508787","0.0201505119591243"
"1 on Scale 1 to 10","2007","Urban Area","Male","66","0.0133278104379606","0.0105259941051946","0.0161296267707267"
"10 Completely satisfied","2007","Rural Area","Female","205","0.0573369102836829","0.0497488525900915","0.0649249679772744"
"10 Completely satisfied","2007","Rural Area","Male","191","0.0639225763240577","0.0556564294394205","0.072188723208695"
"10 Completely satisfied","2007","Urban Area","Female","439","0.0628551255319198","0.0572393355926494","0.0684709154711901"
"10 Completely satisfied","2007","Urban Area","Male","415","0.0670699971575862","0.0609582906673125","0.0731817036478598"
"2 on Scale 1 to 10","2007","Rural Area","Female","124","0.0363000355941903","0.0301954009536547","0.042404670234726"
"2 on Scale 1 to 10","2007","Rural Area","Male","92","0.0319190387281146","0.0259788418542834","0.0378592356019458"
"2 on Scale 1 to 10","2007","Urban Area","Female","222","0.0382517946970111","0.0338137288788957","0.0426898605151265"
"2 on Scale 1 to 10","2007","Urban Area","Male","183","0.0300126607810197","0.0258438796153012","0.0341814419467381"
"3 on Scale 1 to 10","2007","Rural Area","Female","204","0.0581908407889686","0.0505499498514025","0.0658317317265346"
"3 on Scale 1 to 10","2007","Rural Area","Male","187","0.0598909837276786","0.0518725428812772","0.0679094245740799"
"3 on Scale 1 to 10","2007","Urban Area","Female","370","0.0574158234226477","0.0520329643532209","0.0627986824920746"
"3 on Scale 1 to 10","2007","Urban Area","Male","348","0.0543142196437331","0.0487768436068729","0.0598515956805933"
"4 on Scale 1 to 10","2007","Rural Area","Female","239","0.0704110029134541","0.0620607239921919","0.0787612818347163"
"4 on Scale 1 to 10","2007","Rural Area","Male","202","0.0588766381101279","0.0509221016580852","0.0668311745621706"
"4 on Scale 1 to 10","2007","Urban Area","Female","432","0.0699151473995123","0.0640147119595351","0.0758155828394895"
"4 on Scale 1 to 10","2007","Urban Area","Male","356","0.0573053184029086","0.0516265153279319","0.0629841214778854"
"5 on Scale 1 to 10","2007","Rural Area","Female","541","0.150393173622321","0.138726198053948","0.162060149190694"
"5 on Scale 1 to 10","2007","Rural Area","Male","480","0.149182269534816","0.137143087856778","0.161221451212854"
"5 on Scale 1 to 10","2007","Urban Area","Female","964","0.148233077666444","0.140011217495768","0.15645493783712"
"5 on Scale 1 to 10","2007","Urban Area","Male","768","0.131291042363656","0.12303962578296","0.139542458944351"
"6 on Scale 1 to 10","2007","Rural Area","Female","406","0.113534950350217","0.103180409977867","0.123889490722568"
"6 on Scale 1 to 10","2007","Rural Area","Male","391","0.110000171652061","0.0994268427885449","0.120573500515578"
"6 on Scale 1 to 10","2007","Urban Area","Female","761","0.105281836856527","0.0981802240187978","0.112383449694255"
"6 on Scale 1 to 10","2007","Urban Area","Male","672","0.104423618906429","0.0969518315916083","0.111895406221251"
"7 on Scale 1 to 10","2007","Rural Area","Female","604","0.156975711146252","0.145102409450439","0.168849012842066"
"7 on Scale 1 to 10","2007","Rural Area","Male","606","0.166090741499481","0.153514461231155","0.178667021767808"
"7 on Scale 1 to 10","2007","Urban Area","Female","1246","0.163177296337518","0.154626949495899","0.171727643179136"
"7 on Scale 1 to 10","2007","Urban Area","Male","1186","0.179333644386554","0.169960441509711","0.188706847263397"
"8 on Scale 1 to 10","2007","Rural Area","Female","809","0.223206847406616","0.209616151947627","0.236797542865604"
"8 on Scale 1 to 10","2007","Rural Area","Male","798","0.243063961937477","0.228569237105865","0.25755868676909"
"8 on Scale 1 to 10","2007","Urban Area","Female","1702","0.221816070878632","0.212202720503462","0.231429421253802"
"8 on Scale 1 to 10","2007","Urban Area","Male","1591","0.234603643358352","0.224250210132277","0.244957076584428"
"9 on Scale 1 to 10","2007","Rural Area","Female","387","0.109359056873953","0.0991728161368676","0.119545297611038"
"9 on Scale 1 to 10","2007","Rural Area","Male","329","0.091187982004629","0.0814599289471189","0.100916035062139"
"9 on Scale 1 to 10","2007","Urban Area","Female","864","0.102933916486869","0.0959027301823159","0.109965102791423"
"9 on Scale 1 to 10","2007","Urban Area","Male","782","0.115602173614269","0.107789842379132","0.123414504849406"
"0 Completely dissatisfied","2008","Rural Area","Female","31","0.0139520297615824","0.0100100672137719","0.0178939923093929"
"0 Completely dissatisfied","2008","Rural Area","Male","34","0.00821403088404777","0.00507005083482657","0.011358010933269"
"0 Completely dissatisfied","2008","Urban Area","Female","83","0.0147072034100256","0.0118382327910469","0.0175761740290044"
"0 Completely dissatisfied","2008","Urban Area","Male","68","0.0140013399990659","0.0110462588345997","0.016956421163532"
"1 on Scale 1 to 10","2008","Rural Area","Female","36","0.0110320858075669","0.00752162045135968","0.0145425511637742"
"1 on Scale 1 to 10","2008","Rural Area","Male","38","0.0129120924772448","0.00897959126250616","0.0168445936919834"
"1 on Scale 1 to 10","2008","Urban Area","Female","73","0.0144109459369616","0.0115705912372242","0.017251300636699"
"1 on Scale 1 to 10","2008","Urban Area","Male","61","0.011818954452213","0.00910092449151956","0.0145369844129065"
"10 Completely satisfied","2008","Rural Area","Female","180","0.0655896274312959","0.0572694769260464","0.0739097779365454"
"10 Completely satisfied","2008","Rural Area","Male","165","0.0561542831971819","0.0481350178424799","0.0641735485518838"
"10 Completely satisfied","2008","Urban Area","Female","391","0.0575706408185162","0.0520192304443567","0.0631220511926757"
"10 Completely satisfied","2008","Urban Area","Male","382","0.0613741507663877","0.0553376473116931","0.0674106542210823"
"2 on Scale 1 to 10","2008","Rural Area","Female","101","0.0301933860796034","0.0244423875571918","0.0359443846020151"
"2 on Scale 1 to 10","2008","Rural Area","Male","97","0.0334278639683138","0.0271665701431435","0.039689157793484"
"2 on Scale 1 to 10","2008","Urban Area","Female","193","0.0356356014182984","0.0312174456012846","0.0400537572353123"
"2 on Scale 1 to 10","2008","Urban Area","Male","172","0.031563073632077","0.0271659187309762","0.0359602285331777"
"3 on Scale 1 to 10","2008","Rural Area","Female","215","0.0571561081097179","0.0493542868655478","0.064957929353888"
"3 on Scale 1 to 10","2008","Rural Area","Male","184","0.0656270833568454","0.0570013841726517","0.0742527825410392"
"3 on Scale 1 to 10","2008","Urban Area","Female","400","0.0615908570798979","0.0558611471465513","0.0673205670132444"
"3 on Scale 1 to 10","2008","Urban Area","Male","249","0.0419681028222005","0.036925019965695","0.047011185678706"
"4 on Scale 1 to 10","2008","Rural Area","Female","243","0.0745500306711906","0.0657223795509578","0.0833776817914234"
"4 on Scale 1 to 10","2008","Rural Area","Male","222","0.0694104221848077","0.0605575525101311","0.0782632918594842"
"4 on Scale 1 to 10","2008","Urban Area","Female","414","0.0633987343999027","0.0575911428907105","0.069206325909095"
"4 on Scale 1 to 10","2008","Urban Area","Male","365","0.0634259272106382","0.057296061951549","0.0695557924697273"
"5 on Scale 1 to 10","2008","Rural Area","Female","542","0.166651698073656","0.154127125198745","0.179176270948567"
"5 on Scale 1 to 10","2008","Rural Area","Male","439","0.131253431221433","0.119491069803762","0.143015792639105"
"5 on Scale 1 to 10","2008","Urban Area","Female","916","0.15662750711723","0.147965428297162","0.165289585937297"
"5 on Scale 1 to 10","2008","Urban Area","Male","736","0.134766955092862","0.126178704514398","0.143355205671327"
"6 on Scale 1 to 10","2008","Rural Area","Female","363","0.101020712280215","0.0908926857310079","0.111148738829423"
"6 on Scale 1 to 10","2008","Rural Area","Male","348","0.114479913884603","0.103389276879693","0.125570550889514"
"6 on Scale 1 to 10","2008","Urban Area","Female","732","0.113018740088366","0.105472843482716","0.120564636694016"
"6 on Scale 1 to 10","2008","Urban Area","Male","668","0.112329438587107","0.10438763479627","0.120271242377944"
"7 on Scale 1 to 10","2008","Rural Area","Female","565","0.144080622111603","0.132278394336257","0.155882849886948"
"7 on Scale 1 to 10","2008","Rural Area","Male","574","0.184198764557071","0.170695829727246","0.197701699386896"
"7 on Scale 1 to 10","2008","Urban Area","Female","1170","0.158381682518975","0.149680295952018","0.167083069085931"
"7 on Scale 1 to 10","2008","Urban Area","Male","1213","0.195775606930839","0.18579597874874","0.205755235112939"
