"m11125","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"8 on Scale 1 to 10","1995","indirect migration background","Female","60","0.203374164446838","0.1540677760176","0.252680552876076","8"
"9 on Scale 1 to 10","1995","no migration background","Male","549","0.110870440984158","0.101933198833696","0.11980768313462","9"
"9 on Scale 1 to 10","1995","no migration background","Female","556","0.0917490275375899","0.0839515779804558","0.099546477094724","9"
"9 on Scale 1 to 10","1995","direct migration background","Male","173","0.119964523780056","0.103046887913446","0.136882159646667","9"
"9 on Scale 1 to 10","1995","direct migration background","Female","149","0.110091278513019","0.0935949920314104","0.126587564994628","9"
"9 on Scale 1 to 10","1995","indirect migration background","Male","53","0.203879867416312","0.154236148838088","0.253523585994537","9"
"9 on Scale 1 to 10","1995","indirect migration background","Female","52","0.178186195338391","0.131310054344727","0.225062336332054","9"
"0 Completely dissatisfied","1996","no migration background","Male","54","0.0150131067321576","0.0115461234759895","0.0184800899883256","0"
"0 Completely dissatisfied","1996","no migration background","Female","92","0.0187968041317064","0.0151130322427994","0.0224805760206135","0"
"0 Completely dissatisfied","1996","indirect migration background","Male","1","","","","0"
"0 Completely dissatisfied","1996","direct migration background","Male","26","","","","0"
"0 Completely dissatisfied","1996","direct migration background","Female","18","","","","0"
"0 Completely dissatisfied","1996","indirect migration background","Female","1","","","","0"
"1 on Scale 1 to 10","1996","no migration background","Male","39","0.00976477718581407","0.00696127056266099","0.0125682838089671","1"
"1 on Scale 1 to 10","1996","no migration background","Female","56","0.0151734250947998","0.0118575899025597","0.0184892602870398","1"
"1 on Scale 1 to 10","1996","direct migration background","Male","21","","","","1"
"1 on Scale 1 to 10","1996","direct migration background","Female","21","","","","1"
"1 on Scale 1 to 10","1996","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","1996","indirect migration background","Female","2","","","","1"
"10 Completely satisfied","1996","no migration background","Female","356","0.0661626992599288","0.0594203156145735","0.0729050829052841","10"
"10 Completely satisfied","1996","no migration background","Male","295","0.059062746102601","0.0523416766704722","0.0657838155347299","10"
"10 Completely satisfied","1996","direct migration background","Male","126","0.0859780909622157","0.0708207643030171","0.101135417621414","10"
"10 Completely satisfied","1996","direct migration background","Female","111","0.097100603997562","0.0810111950756924","0.113190012919432","10"
"10 Completely satisfied","1996","indirect migration background","Male","63","0.199389093657375","0.151643488564923","0.247134698749827","10"
"10 Completely satisfied","1996","indirect migration background","Female","54","0.173389010113695","0.129045461332075","0.217732558895316","10"
"2 on Scale 1 to 10","1996","no migration background","Female","169","0.0397493971478888","0.034449971395418","0.0450488229003596","2"
"2 on Scale 1 to 10","1996","no migration background","Male","113","0.0284280610180207","0.0236898725288342","0.0331662495072073","2"
"2 on Scale 1 to 10","1996","direct migration background","Female","37","0.0293429137625269","0.0201723934726523","0.0385134340524015","2"
"2 on Scale 1 to 10","1996","indirect migration background","Male","3","","","","2"
"2 on Scale 1 to 10","1996","direct migration background","Male","46","0.0323208638091807","0.0227586692313006","0.0418830583870608","2"
"2 on Scale 1 to 10","1996","indirect migration background","Female","4","","","","2"
"3 on Scale 1 to 10","1996","no migration background","Male","223","0.050590101832484","0.0443418160242243","0.0568383876407437","3"
"3 on Scale 1 to 10","1996","direct migration background","Male","65","0.047354926364854","0.0358707843556243","0.0588390683740837","3"
"3 on Scale 1 to 10","1996","direct migration background","Female","76","0.0625154421267998","0.0493606146236239","0.0756702696299757","3"
"3 on Scale 1 to 10","1996","no migration background","Female","263","0.0523211810951738","0.0462811301598104","0.0583612320305372","3"
"3 on Scale 1 to 10","1996","indirect migration background","Male","5","","","","3"
"3 on Scale 1 to 10","1996","indirect migration background","Female","10","","","","3"
"4 on Scale 1 to 10","1996","no migration background","Male","253","0.0578508763240588","0.0511948347237094","0.0645069179244082","4"
"4 on Scale 1 to 10","1996","direct migration background","Male","69","0.0563029381573479","0.0438396613895154","0.0687662149251804","4"
"4 on Scale 1 to 10","1996","direct migration background","Female","78","0.0649523037402271","0.0515609770621428","0.0783436304183113","4"
"4 on Scale 1 to 10","1996","indirect migration background","Male","14","","","","4"
"4 on Scale 1 to 10","1996","indirect migration background","Female","8","","","","4"
"4 on Scale 1 to 10","1996","no migration background","Female","339","0.0726430886262178","0.0656027775073841","0.0796833997450515","4"
"5 on Scale 1 to 10","1996","no migration background","Male","621","0.136730828310483","0.126935757706894","0.146525898914073","5"
"5 on Scale 1 to 10","1996","no migration background","Female","862","0.17896190007695","0.168564298042905","0.189359502110996","5"
"5 on Scale 1 to 10","1996","direct migration background","Male","181","0.172074147899841","0.15166598350165","0.192482312298032","5"
"5 on Scale 1 to 10","1996","direct migration background","Female","211","0.166370516802504","0.146134074709777","0.18660695889523","5"
"5 on Scale 1 to 10","1996","indirect migration background","Male","22","","","","5"
"5 on Scale 1 to 10","1996","indirect migration background","Female","30","0.124517123781393","0.0858441611436419","0.163190086419145","5"
"6 on Scale 1 to 10","1996","no migration background","Male","520","0.106841149456288","0.0980340102414296","0.115648288671145","6"
"6 on Scale 1 to 10","1996","no migration background","Female","582","0.107271023318782","0.098876959398574","0.115665087238989","6"
"6 on Scale 1 to 10","1996","direct migration background","Male","142","0.106541595502556","0.0898596316518885","0.123223559353224","6"
"6 on Scale 1 to 10","1996","direct migration background","Female","146","0.100073658993837","0.0837667061892207","0.116380611798453","6"
"6 on Scale 1 to 10","1996","indirect migration background","Male","15","","","","6"
"6 on Scale 1 to 10","1996","indirect migration background","Female","21","","","","6"
"7 on Scale 1 to 10","1996","no migration background","Male","932","0.191809212990887","0.180584043382561","0.203034382599213","7"
"7 on Scale 1 to 10","1996","direct migration background","Male","196","0.135531358817363","0.117023979481953","0.154038738152772","7"
"7 on Scale 1 to 10","1996","direct migration background","Female","195","0.155727101462047","0.136024073799812","0.175430129124281","7"
"7 on Scale 1 to 10","1996","no migration background","Female","782","0.145297810583873","0.135738904653008","0.154856716514738","7"
"7 on Scale 1 to 10","1996","indirect migration background","Male","25","","","","7"
"7 on Scale 1 to 10","1996","indirect migration background","Female","31","0.126643353687005","0.0876889920724404","0.16559771530157","7"
"8 on Scale 1 to 10","1996","no migration background","Male","1159","0.239593895591911","0.227424699084613","0.251763092099209","8"
"8 on Scale 1 to 10","1996","no migration background","Female","1168","0.21019917391977","0.199147055268201","0.221251292571338","8"
"8 on Scale 1 to 10","1996","direct migration background","Male","299","0.212231698150834","0.190123426930363","0.234339969371305","8"
"8 on Scale 1 to 10","1996","direct migration background","Female","295","0.208611924315728","0.186533211097368","0.230690637534088","8"
"8 on Scale 1 to 10","1996","indirect migration background","Male","60","0.174907725061895","0.129510667250426","0.220304782873364","8"
"8 on Scale 1 to 10","1996","indirect migration background","Female","58","0.213923203200545","0.165891220920013","0.261955185481078","8"
"9 on Scale 1 to 10","1996","no migration background","Female","552","0.09342349674491","0.0855294165680481","0.101317576921772","9"
"9 on Scale 1 to 10","1996","direct migration background","Male","143","0.104031427346521","0.0875240121356488","0.120538842557393","9"
"9 on Scale 1 to 10","1996","no migration background","Male","517","0.104315244455295","0.0956005389879627","0.113029949922627","9"
"9 on Scale 1 to 10","1996","direct migration background","Female","113","0.0741175129207317","0.0598828300403691","0.0883521958010942","9"
"9 on Scale 1 to 10","1996","indirect migration background","Male","61","0.257454432500331","0.205204745559698","0.309704119440963","9"
"9 on Scale 1 to 10","1996","indirect migration background","Female","61","0.184595962989016","0.139153003888085","0.230038922089948","9"
"0 Completely dissatisfied","1997","no migration background","Male","39","0.0105639410698238","0.00763234908417221","0.0134955330554754","0"
"0 Completely dissatisfied","1997","no migration background","Female","69","0.0175188593381091","0.0139361024455709","0.0211016162306474","0"
"0 Completely dissatisfied","1997","direct migration background","Male","19","","","","0"
"0 Completely dissatisfied","1997","direct migration background","Female","14","","","","0"
"0 Completely dissatisfied","1997","indirect migration background","Male","","","","","0"
"0 Completely dissatisfied","1997","indirect migration background","Female","2","","","","0"
"1 on Scale 1 to 10","1997","no migration background","Male","52","0.0119882681322573","0.00886753990872029","0.0151089963557944","1"
"1 on Scale 1 to 10","1997","no migration background","Female","70","0.0179130882909824","0.0142909709878573","0.0215352055941075","1"
"1 on Scale 1 to 10","1997","direct migration background","Male","12","","","","1"
"1 on Scale 1 to 10","1997","direct migration background","Female","15","","","","1"
"1 on Scale 1 to 10","1997","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","1997","indirect migration background","Female","4","","","","1"
"10 Completely satisfied","1997","no migration background","Female","285","0.05972380814428","0.0532523256340392","0.0661952906545208","10"
"10 Completely satisfied","1997","no migration background","Male","284","0.0546863380010152","0.0481666912936695","0.0612059847083608","10"
"10 Completely satisfied","1997","direct migration background","Female","92","0.0802786360554734","0.0651056566958048","0.095451615415142","10"
