"m11125","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","2015","16-34 y.","higher education","19","","","","3"
"3 on Scale 1 to 10","2015","35-65 y.","vocational + Abi","58","0.0369885357990558","0.0270127746885396","0.0469642969095721","3"
"3 on Scale 1 to 10","2015","66 and older","in school","","","","","3"
"3 on Scale 1 to 10","2015","66 and older","middle vocational","184","0.0817859759016162","0.0711413532058835","0.0924305985973489","3"
"3 on Scale 1 to 10","2015","16-34 y.","higher vocational","3","","","","3"
"3 on Scale 1 to 10","2015","16-34 y.","vocational + Abi","10","","","","3"
"3 on Scale 1 to 10","2015","35-65 y.","general elemantary","66","0.0705490893098709","0.0549861954332522","0.0861119831864896","3"
"3 on Scale 1 to 10","2015","66 and older","higher vocational","28","","","","3"
"3 on Scale 1 to 10","2015","16-34 y.","general elemantary","27","","","","3"
"3 on Scale 1 to 10","2015","16-34 y.","middle vocational","53","0.0218893821660347","0.015960799214017","0.0278179651180525","3"
"3 on Scale 1 to 10","2015","16-34 y.","in school","5","","","","3"
"3 on Scale 1 to 10","2015","16-34 y.","inadequately","5","","","","3"
"4 on Scale 1 to 10","2015","16-34 y.","vocational + Abi","13","","","","4"
"4 on Scale 1 to 10","2015","16-34 y.","higher vocational","2","","","","4"
"4 on Scale 1 to 10","2015","16-34 y.","in school","8","","","","4"
"4 on Scale 1 to 10","2015","16-34 y.","inadequately","13","","","","4"
"4 on Scale 1 to 10","2015","16-34 y.","general elemantary","36","0.0414649794000954","0.0290085015204638","0.0539214572797269","4"
"4 on Scale 1 to 10","2015","16-34 y.","middle vocational","68","0.036929958422334","0.0292888122377221","0.0445711046069459","4"
"4 on Scale 1 to 10","2015","16-34 y.","higher education","20","","","","4"
"4 on Scale 1 to 10","2015","35-65 y.","in school","","","","","4"
"4 on Scale 1 to 10","2015","35-65 y.","inadequately","24","","","","4"
"4 on Scale 1 to 10","2015","35-65 y.","general elemantary","66","0.0669928836148597","0.0517983198715443","0.0821874473581752","4"
"4 on Scale 1 to 10","2015","35-65 y.","middle vocational","429","0.0664015566307641","0.0604858964834711","0.0723172167780571","4"
"4 on Scale 1 to 10","2015","35-65 y.","vocational + Abi","68","0.0546589585712099","0.0426440166788662","0.0666739004635536","4"
"4 on Scale 1 to 10","2015","35-65 y.","higher vocational","63","0.0723388625484639","0.0567515616754954","0.0879261634214324","4"
"4 on Scale 1 to 10","2015","35-65 y.","higher education","174","0.0460310720115391","0.0393962695038142","0.0526658745192639","4"
"4 on Scale 1 to 10","2015","66 and older","in school","","","","","4"
"4 on Scale 1 to 10","2015","66 and older","higher education","74","0.0643118735299872","0.0503626186181186","0.0782611284418558","4"
"4 on Scale 1 to 10","2015","66 and older","vocational + Abi","13","","","","4"
"4 on Scale 1 to 10","2015","66 and older","higher vocational","23","","","","4"
"4 on Scale 1 to 10","2015","66 and older","inadequately","4","","","","4"
"4 on Scale 1 to 10","2015","66 and older","general elemantary","54","0.0808708436137165","0.0601024285600972","0.101639258667336","4"
"4 on Scale 1 to 10","2015","66 and older","middle vocational","178","0.0552041336004108","0.0463331110600773","0.0640751561407443","4"
"5 on Scale 1 to 10","2015","66 and older","higher vocational","42","0.0933896711779043","0.0627740477063695","0.124005294649439","5"
"5 on Scale 1 to 10","2015","66 and older","higher education","173","0.132687967767101","0.113397474732435","0.151978460801767","5"
"5 on Scale 1 to 10","2015","16-34 y.","in school","24","","","","5"
"5 on Scale 1 to 10","2015","16-34 y.","inadequately","19","","","","5"
"5 on Scale 1 to 10","2015","16-34 y.","vocational + Abi","17","","","","5"
"5 on Scale 1 to 10","2015","16-34 y.","higher vocational","7","","","","5"
"5 on Scale 1 to 10","2015","16-34 y.","higher education","44","0.0393912917656858","0.0264205566343197","0.0523620268970519","5"
"5 on Scale 1 to 10","2015","35-65 y.","in school","","","","","5"
"5 on Scale 1 to 10","2015","35-65 y.","inadequately","46","0.214822081436699","0.162970373207072","0.266673789666327","5"
"5 on Scale 1 to 10","2015","35-65 y.","general elemantary","187","0.205377457003694","0.180825379395737","0.229929534611651","5"
"5 on Scale 1 to 10","2015","35-65 y.","middle vocational","948","0.155105099801239","0.14650411046224","0.163706089140238","5"
"5 on Scale 1 to 10","2015","35-65 y.","vocational + Abi","128","0.0911583457125254","0.0759444977691287","0.106372193655922","5"
"5 on Scale 1 to 10","2015","35-65 y.","higher vocational","140","0.128289724516551","0.108167665518272","0.14841178351483","5"
"5 on Scale 1 to 10","2015","35-65 y.","higher education","309","0.0981380767372308","0.088718657261375","0.107557496213087","5"
"5 on Scale 1 to 10","2015","66 and older","in school","","","","","5"
"5 on Scale 1 to 10","2015","66 and older","inadequately","8","","","","5"
"5 on Scale 1 to 10","2015","66 and older","general elemantary","134","0.221099374439836","0.189487235683961","0.252711513195711","5"
"5 on Scale 1 to 10","2015","66 and older","middle vocational","495","0.191229221493732","0.175953253294786","0.206505189692678","5"
"5 on Scale 1 to 10","2015","66 and older","vocational + Abi","22","","","","5"
"5 on Scale 1 to 10","2015","16-34 y.","general elemantary","90","0.0813125120033045","0.0642354509303441","0.0983895730762649","5"
"5 on Scale 1 to 10","2015","16-34 y.","middle vocational","155","0.0585929601731679","0.0490770221924185","0.0681088981539173","5"
"6 on Scale 1 to 10","2015","35-65 y.","higher education","354","0.0980867492556427","0.0886695253721446","0.107503973139141","6"
"6 on Scale 1 to 10","2015","35-65 y.","vocational + Abi","131","0.137111456176313","0.11893074091607","0.155292171436556","6"
"6 on Scale 1 to 10","2015","16-34 y.","higher education","61","0.0558331230833602","0.0405236035696789","0.0711426425970415","6"
"6 on Scale 1 to 10","2015","66 and older","inadequately","8","","","","6"
"6 on Scale 1 to 10","2015","66 and older","general elemantary","97","0.135914130815383","0.109808760764293","0.162019500866473","6"
"6 on Scale 1 to 10","2015","35-65 y.","middle vocational","724","0.103104033087839","0.0958789492864445","0.110329116889234","6"
"6 on Scale 1 to 10","2015","66 and older","in school","","","","","6"
"6 on Scale 1 to 10","2015","35-65 y.","higher vocational","117","0.111343088358958","0.0924157697744265","0.13027040694349","6"
"6 on Scale 1 to 10","2015","66 and older","middle vocational","306","0.112825537688324","0.100536238617287","0.125114836759361","6"
"6 on Scale 1 to 10","2015","16-34 y.","vocational + Abi","24","","","","6"
"6 on Scale 1 to 10","2015","16-34 y.","higher vocational","17","","","","6"
"6 on Scale 1 to 10","2015","35-65 y.","in school","","","","","6"
"6 on Scale 1 to 10","2015","66 and older","higher education","160","0.147312632409196","0.127158932836535","0.167466331981858","6"
"6 on Scale 1 to 10","2015","35-65 y.","inadequately","24","","","","6"
"6 on Scale 1 to 10","2015","35-65 y.","general elemantary","116","0.0993937188753523","0.0812101813436885","0.117577256407016","6"
"6 on Scale 1 to 10","2015","66 and older","vocational + Abi","14","","","","6"
"6 on Scale 1 to 10","2015","66 and older","higher vocational","51","0.146542129152063","0.109332473906862","0.183751784397264","6"
"6 on Scale 1 to 10","2015","16-34 y.","in school","19","","","","6"
"6 on Scale 1 to 10","2015","16-34 y.","inadequately","11","","","","6"
"6 on Scale 1 to 10","2015","16-34 y.","general elemantary","75","0.0615889291275486","0.0465679435334278","0.0766099147216695","6"
"6 on Scale 1 to 10","2015","16-34 y.","middle vocational","179","0.0804008187697893","0.0693836580251798","0.0914179795143987","6"
"7 on Scale 1 to 10","2015","66 and older","higher vocational","74","0.224727911816731","0.180810277718711","0.268645545914751","7"
"7 on Scale 1 to 10","2015","16-34 y.","vocational + Abi","95","0.240161964629129","0.200382507098356","0.279941422159901","7"
"7 on Scale 1 to 10","2015","66 and older","higher education","225","0.183586046583855","0.161571237939322","0.205600855228389","7"
"7 on Scale 1 to 10","2015","16-34 y.","in school","53","0.154508670129343","0.116697027960818","0.192320312297868","7"
"7 on Scale 1 to 10","2015","16-34 y.","inadequately","20","","","","7"
"7 on Scale 1 to 10","2015","16-34 y.","general elemantary","136","0.122850077551998","0.102339628258509","0.143360526845487","7"
"7 on Scale 1 to 10","2015","16-34 y.","middle vocational","385","0.176455030332678","0.161009570459096","0.19190049020626","7"
"7 on Scale 1 to 10","2015","16-34 y.","higher vocational","27","","","","7"
"7 on Scale 1 to 10","2015","16-34 y.","higher education","149","0.170307491548769","0.145242550917012","0.195372432180526","7"
"7 on Scale 1 to 10","2015","35-65 y.","in school","","","","","7"
"7 on Scale 1 to 10","2015","35-65 y.","inadequately","24","","","","7"
"7 on Scale 1 to 10","2015","35-65 y.","general elemantary","171","0.17435596796625","0.15129666087564","0.197415275056859","7"
"7 on Scale 1 to 10","2015","35-65 y.","vocational + Abi","281","0.198258066425563","0.177184915642624","0.219331217208502","7"
"7 on Scale 1 to 10","2015","35-65 y.","higher vocational","228","0.213891543426495","0.189218175192824","0.238564911660165","7"
"7 on Scale 1 to 10","2015","35-65 y.","higher education","779","0.213803272488454","0.200822273058884","0.226784271918025","7"
"7 on Scale 1 to 10","2015","66 and older","in school","","","","","7"
"7 on Scale 1 to 10","2015","66 and older","inadequately","3","","","","7"
"7 on Scale 1 to 10","2015","66 and older","general elemantary","90","0.134036823211432","0.108084223287822","0.159989423135042","7"
"7 on Scale 1 to 10","2015","66 and older","middle vocational","413","0.156881040968408","0.142754086344443","0.171007995592373","7"
"7 on Scale 1 to 10","2015","66 and older","vocational + Abi","29","","","","7"
"7 on Scale 1 to 10","2015","35-65 y.","middle vocational","1302","0.189429331530166","0.180119258628498","0.198739404431834","7"
"8 on Scale 1 to 10","2015","16-34 y.","in school","69","0.237824500173128","0.193284489040635","0.28236451130562","8"
"8 on Scale 1 to 10","2015","16-34 y.","vocational + Abi","123","0.244454347573213","0.204434496688045","0.284474198458381","8"
"8 on Scale 1 to 10","2015","16-34 y.","higher vocational","40","0.433493887401561","0.345917036562834","0.521070738240288","8"
"8 on Scale 1 to 10","2015","16-34 y.","higher education","275","0.324631535246237","0.293409805394814","0.35585326509766","8"
"8 on Scale 1 to 10","2015","35-65 y.","in school","","","","","8"
"8 on Scale 1 to 10","2015","35-65 y.","inadequately","36","0.133881675555609","0.0908895662999772","0.176873784811241","8"
"8 on Scale 1 to 10","2015","35-65 y.","general elemantary","205","0.189477760534676","0.165660434005045","0.213295087064307","8"
"8 on Scale 1 to 10","2015","35-65 y.","middle vocational","1603","0.222922976687625","0.21303417933909","0.23281177403616","8"
"8 on Scale 1 to 10","2015","35-65 y.","vocational + Abi","350","0.216022854749879","0.194270899879906","0.237774809619851","8"
"8 on Scale 1 to 10","2015","35-65 y.","higher vocational","273","0.256392592607566","0.230119270534515","0.282665914680617","8"
"8 on Scale 1 to 10","2015","35-65 y.","higher education","1090","0.26223525724221","0.248308826296546","0.276161688187874","8"
"8 on Scale 1 to 10","2015","66 and older","in school","","","","","8"
"8 on Scale 1 to 10","2015","66 and older","inadequately","1","","","","8"
"8 on Scale 1 to 10","2015","66 and older","general elemantary","102","0.155480426742701","0.127877075095144","0.183083778390258","8"
"8 on Scale 1 to 10","2015","66 and older","middle vocational","507","0.198314047332454","0.182825960767729","0.213802133897178","8"
"8 on Scale 1 to 10","2015","66 and older","vocational + Abi","32","0.243933802107998","0.172540643856566","0.31532696035943","8"
"8 on Scale 1 to 10","2015","66 and older","higher vocational","64","0.164727963501394","0.125699541753132","0.203756385249657","8"
"8 on Scale 1 to 10","2015","66 and older","higher education","284","0.214489829318969","0.191148847044129","0.237830811593808","8"
"8 on Scale 1 to 10","2015","16-34 y.","inadequately","25","","","","8"
"8 on Scale 1 to 10","2015","16-34 y.","general elemantary","231","0.257785520238717","0.230455213065443","0.285115827411992","8"
"8 on Scale 1 to 10","2015","16-34 y.","middle vocational","629","0.26667170734895","0.248754189181214","0.284589225516686","8"
"9 on Scale 1 to 10","2015","66 and older","general elemantary","26","","","","9"
"9 on Scale 1 to 10","2015","66 and older","inadequately","2","","","","9"
"9 on Scale 1 to 10","2015","35-65 y.","middle vocational","665","0.0895043708212718","0.0827217883853702","0.0962869532571734","9"
"9 on Scale 1 to 10","2015","16-34 y.","higher vocational","19","","","","9"
"9 on Scale 1 to 10","2015","66 and older","in school","","","","","9"
"9 on Scale 1 to 10","2015","16-34 y.","higher education","199","0.267942562310762","0.238411120460928","0.297474004160596","9"
"9 on Scale 1 to 10","2015","16-34 y.","vocational + Abi","104","0.240578310954797","0.200775296726428","0.280381325183165","9"
"9 on Scale 1 to 10","2015","35-65 y.","vocational + Abi","210","0.162165088364754","0.14268214132706","0.181648035402447","9"
"9 on Scale 1 to 10","2015","35-65 y.","higher education","635","0.152150415964435","0.140778560831413","0.163522271097456","9"
"9 on Scale 1 to 10","2015","66 and older","higher education","92","0.0789385664502335","0.0636055081383436","0.0942716247621234","9"
"9 on Scale 1 to 10","2015","35-65 y.","higher vocational","126","0.0851518495178428","0.0683575478876485","0.101946151148037","9"
"9 on Scale 1 to 10","2015","35-65 y.","in school","","","","","9"
"9 on Scale 1 to 10","2015","35-65 y.","inadequately","13","","","","9"
"9 on Scale 1 to 10","2015","35-65 y.","general elemantary","94","0.071349816897898","0.0557055964471456","0.0869940373486504","9"
"9 on Scale 1 to 10","2015","66 and older","higher vocational","22","","","","9"
"9 on Scale 1 to 10","2015","66 and older","middle vocational","157","0.0611545864873184","0.0518471420387758","0.0704620309358611","9"
"9 on Scale 1 to 10","2015","66 and older","vocational + Abi","6","","","","9"
"9 on Scale 1 to 10","2015","16-34 y.","inadequately","13","","","","9"
"9 on Scale 1 to 10","2015","16-34 y.","general elemantary","167","0.159198543991226","0.136339039353684","0.182058048628769","9"
