"m11125","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"6 on Scale 1 to 10","1997","no migration background","Urban Area","642","0.107607545080443","0.0997475212615143","0.115467568899373","6"
"6 on Scale 1 to 10","1997","no migration background","Rural Area","455","0.109611778818747","0.099744903334481","0.119478654303014","6"
"6 on Scale 1 to 10","1997","direct migration background","Urban Area","233","0.11405966438201","0.100349068029021","0.127770260734998","6"
"6 on Scale 1 to 10","1997","direct migration background","Rural Area","55","0.126800127312312","0.0950150172384772","0.158585237386146","6"
"6 on Scale 1 to 10","1997","indirect migration background","Urban Area","25","","","","6"
"6 on Scale 1 to 10","1997","indirect migration background","Rural Area","2","","","","6"
"7 on Scale 1 to 10","1997","no migration background","Urban Area","1033","0.172602972113606","0.163017673027192","0.182188271200019","7"
"7 on Scale 1 to 10","1997","no migration background","Rural Area","720","0.181084416445316","0.168921956067408","0.193246876823224","7"
"7 on Scale 1 to 10","1997","direct migration background","Urban Area","330","0.16179086695875","0.145907547956836","0.177674185960663","7"
"7 on Scale 1 to 10","1997","direct migration background","Rural Area","75","0.165255726309716","0.129777489683305","0.200733962936127","7"
"7 on Scale 1 to 10","1997","indirect migration background","Urban Area","61","0.149686349376622","0.118065441465911","0.181307257287333","7"
"7 on Scale 1 to 10","1997","indirect migration background","Rural Area","11","","","","7"
"8 on Scale 1 to 10","1997","direct migration background","Urban Area","440","0.207546459815308","0.190054735135697","0.22503818449492","8"
"8 on Scale 1 to 10","1997","no migration background","Urban Area","1462","0.235926637427959","0.225157508556472","0.246695766299446","8"
"8 on Scale 1 to 10","1997","no migration background","Rural Area","850","0.204593755889272","0.191852799850033","0.21733471192851","8"
"8 on Scale 1 to 10","1997","direct migration background","Rural Area","91","0.204743669554208","0.166198864641151","0.243288474467266","8"
"8 on Scale 1 to 10","1997","indirect migration background","Urban Area","122","0.226537940360704","0.189437108874481","0.263638771846927","8"
"8 on Scale 1 to 10","1997","indirect migration background","Rural Area","21","","","","8"
"9 on Scale 1 to 10","1997","no migration background","Urban Area","607","0.0922235508279105","0.0848845838942149","0.0995625177616061","9"
"9 on Scale 1 to 10","1997","direct migration background","Urban Area","207","0.0914524031228757","0.0790198745489732","0.103884931696778","9"
"9 on Scale 1 to 10","1997","no migration background","Rural Area","384","0.0953591683565398","0.0860827430464771","0.104635593666603","9"
"9 on Scale 1 to 10","1997","direct migration background","Rural Area","32","0.0661788215741847","0.0424323866672022","0.0899252564811672","9"
"9 on Scale 1 to 10","1997","indirect migration background","Urban Area","108","0.19636924502349","0.161159841235217","0.231578648811762","9"
"9 on Scale 1 to 10","1997","indirect migration background","Rural Area","18","","","","9"
"0 Completely dissatisfied","1998","no migration background","Urban Area","85","0.0125077730865093","0.00988282075224557","0.015132725420773","0"
"0 Completely dissatisfied","1998","no migration background","Rural Area","53","0.0149207144208224","0.0113274534949266","0.0185139753467182","0"
"0 Completely dissatisfied","1998","direct migration background","Urban Area","33","0.018076419511519","0.0122477496762857","0.0239050893467523","0"
"0 Completely dissatisfied","1998","direct migration background","Rural Area","5","","","","0"
"0 Completely dissatisfied","1998","indirect migration background","Urban Area","1","","","","0"
"0 Completely dissatisfied","1998","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1998","no migration background","Urban Area","74","0.0127955443065777","0.0101409539172185","0.0154501346959369","1"
"1 on Scale 1 to 10","1998","no migration background","Rural Area","36","0.00855238639163426","0.00582317676087812","0.0112815960223904","1"
"1 on Scale 1 to 10","1998","direct migration background","Urban Area","30","0.0148346057224476","0.00954568590670556","0.0201235255381897","1"
"1 on Scale 1 to 10","1998","direct migration background","Rural Area","6","","","","1"
"1 on Scale 1 to 10","1998","indirect migration background","Urban Area","1","","","","1"
"1 on Scale 1 to 10","1998","indirect migration background","Rural Area","1","","","","1"
"10 Completely satisfied","1998","direct migration background","Rural Area","34","0.0746811913843314","0.049110858137274","0.100251524631389","10"
"10 Completely satisfied","1998","no migration background","Rural Area","323","0.081351077342455","0.0732486565950711","0.0894534980898388","10"
"10 Completely satisfied","1998","no migration background","Urban Area","491","0.0704239765204555","0.0643807717461745","0.0764671812947365","10"
"10 Completely satisfied","1998","direct migration background","Urban Area","184","0.101300277465893","0.0880998794540077","0.114500675477778","10"
"10 Completely satisfied","1998","indirect migration background","Urban Area","108","0.225448641144494","0.189217120482648","0.261680161806339","10"
"10 Completely satisfied","1998","indirect migration background","Rural Area","24","","","","10"
"2 on Scale 1 to 10","1998","no migration background","Urban Area","208","0.0393753323001575","0.0347817281754213","0.0439689364248937","2"
"2 on Scale 1 to 10","1998","no migration background","Rural Area","124","0.0366391835828511","0.0310708437106253","0.042207523455077","2"
"2 on Scale 1 to 10","1998","direct migration background","Urban Area","69","0.0341596540006588","0.0262130090793523","0.0421062989219652","2"
"2 on Scale 1 to 10","1998","direct migration background","Rural Area","16","","","","2"
"2 on Scale 1 to 10","1998","indirect migration background","Urban Area","6","","","","2"
"2 on Scale 1 to 10","1998","indirect migration background","Rural Area","","","","","2"
"3 on Scale 1 to 10","1998","no migration background","Rural Area","220","0.0527454636783686","0.046120488484358","0.0593704388723791","3"
"3 on Scale 1 to 10","1998","no migration background","Urban Area","358","0.0558465928089791","0.0504230358540889","0.0612701497638693","3"
"3 on Scale 1 to 10","1998","direct migration background","Urban Area","98","0.043976257123064","0.0350057318219496","0.0529467824241785","3"
"3 on Scale 1 to 10","1998","direct migration background","Rural Area","26","","","","3"
"3 on Scale 1 to 10","1998","indirect migration background","Urban Area","10","","","","3"
"3 on Scale 1 to 10","1998","indirect migration background","Rural Area","4","","","","3"
"4 on Scale 1 to 10","1998","direct migration background","Rural Area","29","","","","4"
"4 on Scale 1 to 10","1998","indirect migration background","Urban Area","11","","","","4"
"4 on Scale 1 to 10","1998","no migration background","Urban Area","385","0.0587765857619535","0.0532212140827455","0.0643319574411614","4"
"4 on Scale 1 to 10","1998","no migration background","Rural Area","244","0.0561592407872701","0.0493355658427854","0.0629829157317548","4"
"4 on Scale 1 to 10","1998","direct migration background","Urban Area","124","0.0625431475595196","0.0519496367110062","0.0731366584080331","4"
"4 on Scale 1 to 10","1998","indirect migration background","Rural Area","3","","","","4"
"5 on Scale 1 to 10","1998","no migration background","Urban Area","958","0.145217239350179","0.136895740694594","0.153538738005764","5"
"5 on Scale 1 to 10","1998","no migration background","Rural Area","657","0.160251942026336","0.149379314580279","0.171124569472394","5"
"5 on Scale 1 to 10","1998","direct migration background","Urban Area","289","0.156589883308324","0.140690669192905","0.172489097423742","5"
"5 on Scale 1 to 10","1998","direct migration background","Rural Area","60","0.171957378875871","0.135252666244209","0.208662091507532","5"
"5 on Scale 1 to 10","1998","indirect migration background","Urban Area","45","0.110889923847152","0.0836653274806216","0.138114520213683","5"
"5 on Scale 1 to 10","1998","indirect migration background","Rural Area","8","","","","5"
"6 on Scale 1 to 10","1998","no migration background","Urban Area","715","0.101991831139918","0.0948437838007535","0.109139878479083","6"
"6 on Scale 1 to 10","1998","no migration background","Rural Area","517","0.118029693218165","0.108466983482165","0.127592402954165","6"
"6 on Scale 1 to 10","1998","direct migration background","Urban Area","197","0.0916464567854442","0.0790235405123146","0.104269373058574","6"
"6 on Scale 1 to 10","1998","direct migration background","Rural Area","34","0.073598271947683","0.0481991583074692","0.0989973855878968","6"
"6 on Scale 1 to 10","1998","indirect migration background","Urban Area","35","0.0663796485647344","0.0447952341680032","0.0879640629614656","6"
"6 on Scale 1 to 10","1998","indirect migration background","Rural Area","6","","","","6"
"7 on Scale 1 to 10","1998","no migration background","Urban Area","1183","0.165547348101053","0.156768722130098","0.174325974072008","7"
"7 on Scale 1 to 10","1998","direct migration background","Urban Area","337","0.15237139333359","0.136648628203782","0.168094158463398","7"
"7 on Scale 1 to 10","1998","direct migration background","Rural Area","69","0.156707942131731","0.121347345587491","0.192068538675971","7"
"7 on Scale 1 to 10","1998","no migration background","Rural Area","757","0.165376747649701","0.154365391347676","0.176388103951725","7"
"7 on Scale 1 to 10","1998","indirect migration background","Urban Area","63","0.117859497756283","0.0899026104858218","0.145816385026744","7"
"7 on Scale 1 to 10","1998","indirect migration background","Rural Area","11","","","","7"
"8 on Scale 1 to 10","1998","no migration background","Urban Area","1694","0.232842057354312","0.2228595948239","0.242824519884723","8"
"8 on Scale 1 to 10","1998","no migration background","Rural Area","1016","0.21156724755153","0.199462244621458","0.223672250481602","8"
"8 on Scale 1 to 10","1998","direct migration background","Urban Area","452","0.223779663475419","0.205545862026039","0.242013464924799","8"
"8 on Scale 1 to 10","1998","direct migration background","Rural Area","85","0.192506367410809","0.154155324644478","0.23085741017714","8"
"8 on Scale 1 to 10","1998","indirect migration background","Urban Area","138","0.251450012090279","0.213833902659097","0.28906612152146","8"
"8 on Scale 1 to 10","1998","indirect migration background","Rural Area","18","","","","8"
"9 on Scale 1 to 10","1998","no migration background","Rural Area","426","0.0944063033508665","0.0857401664774775","0.103072440224255","9"
"9 on Scale 1 to 10","1998","no migration background","Urban Area","735","0.104675719269905","0.0974450626105205","0.111906375929289","9"
"9 on Scale 1 to 10","1998","direct migration background","Rural Area","42","0.0888903387293904","0.0612083249346443","0.116572352524136","9"
"9 on Scale 1 to 10","1998","indirect migration background","Urban Area","93","0.164346154733672","0.132214682681783","0.196477626785561","9"
"9 on Scale 1 to 10","1998","direct migration background","Urban Area","194","0.100722241714121","0.0875553270039046","0.113889156424337","9"
