"plb0219","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No, never","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","10","","",""
"No, never","2007","Saxony","1-pers.-HH","45","0.490021384792603","0.38497721233744","0.595065557247766"
"No, never","2007","Saxony","(Married) couple without C. ","138","0.52915887134626","0.466140118157742","0.592177624534777"
"No, never","2007","Saxony","Single parent ","32","0.590076425140301","0.452369547659995","0.727783302620608"
"No, never","2007","Saxony","Couple + C. LE 16 ","80","0.520416690246041","0.438534828105251","0.60229855238683"
"No, never","2007","Saxony","Couple + C. GT 16 ","117","0.662872341012783","0.594193250008211","0.731551432017355"
"No, never","2007","Saxony","Couple + C. LE and GT 16","44","0.608947091326775","0.495439095088868","0.722455087564681"
"No, never","2007","Saxony-Anhalt","1-pers.-HH","26","","",""
"No, never","2007","Saxony-Anhalt","(Married) couple without C. ","68","0.495296834387726","0.406211503718201","0.584382165057251"
"No, never","2007","Saxony-Anhalt","Single parent ","15","","",""
"No, never","2007","Saxony-Anhalt","Couple + C. LE 16 ","50","0.508342068809555","0.404478644137836","0.612205493481273"
"No, never","2007","Saxony-Anhalt","Couple + C. GT 16 ","68","0.506054264998778","0.41875693054871","0.593351599448847"
"No, never","2007","Saxony-Anhalt","Couple + C. LE and GT 16","12","","",""
"No, never","2007","Thuringia","1-pers.-HH","23","","",""
"No, never","2007","Thuringia","(Married) couple without C. ","61","0.734674182090728","0.647704548846317","0.82164381533514"
"No, never","2007","Thuringia","Single parent ","17","","",""
"No, never","2007","Thuringia","Couple + C. LE 16 ","52","0.681311040348844","0.585573202003978","0.77704887869371"
"No, never","2007","Thuringia","Couple + C. GT 16 ","90","0.657257038559594","0.576895621351338","0.73761845576785"
"No, never","2007","Thuringia","Couple + C. LE and GT 16","19","","",""
"Yes, every week","2007","Schleswig-Holstein","1-pers.-HH","5","","",""
"Yes, every week","2007","Schleswig-Holstein","(Married) couple without C. ","2","","",""
"Yes, every week","2007","Schleswig-Holstein","Single parent ","","","",""
"Yes, every week","2007","Schleswig-Holstein","Couple + C. LE 16 ","7","","",""
"Yes, every week","2007","Schleswig-Holstein","Couple + C. GT 16 ","5","","",""
"Yes, every week","2007","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Yes, every week","2007","Hamburg","1-pers.-HH","2","","",""
"Yes, every week","2007","Hamburg","(Married) couple without C. ","1","","",""
"Yes, every week","2007","Hamburg","Single parent ","1","","",""
"Yes, every week","2007","Hamburg","Couple + C. LE 16 ","","","",""
"Yes, every week","2007","Hamburg","Couple + C. GT 16 ","2","","",""
"Yes, every week","2007","Hamburg","Couple + C. LE and GT 16","","","",""
"Yes, every week","2007","Lower Saxony","1-pers.-HH","16","","",""
"Yes, every week","2007","Lower Saxony","(Married) couple without C. ","21","","",""
"Yes, every week","2007","Lower Saxony","Single parent ","5","","",""
"Yes, every week","2007","Lower Saxony","Couple + C. LE 16 ","20","","",""
"Yes, every week","2007","Lower Saxony","Couple + C. GT 16 ","19","","",""
"Yes, every week","2007","Lower Saxony","Couple + C. LE and GT 16","6","","",""
"Yes, every week","2007","Bremen","1-pers.-HH","","","",""
"Yes, every week","2007","Bremen","(Married) couple without C. ","","","",""
"Yes, every week","2007","Bremen","Single parent ","","","",""
"Yes, every week","2007","Bremen","Couple + C. LE 16 ","2","","",""
"Yes, every week","2007","Bremen","Couple + C. GT 16 ","3","","",""
"Yes, every week","2007","Bremen","Couple + C. LE and GT 16","","","",""
"Yes, every week","2007","North Rhine-Westphalia","1-pers.-HH","15","","",""
"Yes, every week","2007","North Rhine-Westphalia","(Married) couple without C. ","44","0.0588408094751047","0.0409952272006524","0.076686391749557"
"Yes, every week","2007","North Rhine-Westphalia","Single parent ","5","","",""
"Yes, every week","2007","North Rhine-Westphalia","Couple + C. LE 16 ","36","0.0429602372110576","0.0267086484030885","0.0592118260190267"
"Yes, every week","2007","North Rhine-Westphalia","Couple + C. GT 16 ","29","","",""
"Yes, every week","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","2","","",""
"Yes, every week","2007","Hesse","1-pers.-HH","8","","",""
"Yes, every week","2007","Hesse","(Married) couple without C. ","22","","",""
"Yes, every week","2007","Hesse","Single parent ","3","","",""
"Yes, every week","2007","Hesse","Couple + C. LE 16 ","16","","",""
"Yes, every week","2007","Hesse","Couple + C. GT 16 ","13","","",""
"Yes, every week","2007","Hesse","Couple + C. LE and GT 16","5","","",""
"Yes, every week","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","4","","",""
"Yes, every week","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","10","","",""
"Yes, every week","2007","Rhineland-Palatinate,Saarland","Single parent ","4","","",""
"Yes, every week","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","14","","",""
"Yes, every week","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","10","","",""
"Yes, every week","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","7","","",""
"Yes, every week","2007","Baden-Württemberg","1-pers.-HH","9","","",""
"Yes, every week","2007","Baden-Württemberg","(Married) couple without C. ","23","","",""
"Yes, every week","2007","Baden-Württemberg","Single parent ","3","","",""
"Yes, every week","2007","Baden-Württemberg","Couple + C. LE 16 ","16","","",""
"Yes, every week","2007","Baden-Württemberg","Couple + C. GT 16 ","9","","",""
"Yes, every week","2007","Baden-Württemberg","Couple + C. LE and GT 16","8","","",""
"Yes, every week","2007","Bavaria","1-pers.-HH","21","","",""
"Yes, every week","2007","Bavaria","(Married) couple without C. ","23","","",""
"Yes, every week","2007","Bavaria","Single parent ","8","","",""
"Yes, every week","2007","Bavaria","Couple + C. LE 16 ","32","0.0627877720874285","0.0405227987499923","0.0850527454248647"
"Yes, every week","2007","Bavaria","Couple + C. GT 16 ","17","","",""
"Yes, every week","2007","Bavaria","Couple + C. LE and GT 16","9","","",""
"Yes, every week","2007","Berlin","1-pers.-HH","11","","",""
"Yes, every week","2007","Berlin","(Married) couple without C. ","8","","",""
"Yes, every week","2007","Berlin","Single parent ","2","","",""
"Yes, every week","2007","Berlin","Couple + C. LE 16 ","4","","",""
"Yes, every week","2007","Berlin","Couple + C. GT 16 ","7","","",""
"Yes, every week","2007","Berlin","Couple + C. LE and GT 16","","","",""
"Yes, every week","2007","Brandenburg","1-pers.-HH","3","","",""
"Yes, every week","2007","Brandenburg","(Married) couple without C. ","9","","",""
"Yes, every week","2007","Brandenburg","Single parent ","3","","",""
"Yes, every week","2007","Brandenburg","Couple + C. LE 16 ","5","","",""
"Yes, every week","2007","Brandenburg","Couple + C. GT 16 ","5","","",""
"Yes, every week","2007","Brandenburg","Couple + C. LE and GT 16","1","","",""
"Yes, every week","2007","Mecklenburg-Western Pomerania","1-pers.-HH","7","","",""
"Yes, every week","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","4","","",""
"Yes, every week","2007","Mecklenburg-Western Pomerania","Single parent ","3","","",""
"Yes, every week","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Yes, every week","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Yes, every week","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","",""
"Yes, every week","2007","Saxony","1-pers.-HH","8","","",""
"Yes, every week","2007","Saxony","(Married) couple without C. ","15","","",""
"Yes, every week","2007","Saxony","Single parent ","4","","",""
"Yes, every week","2007","Saxony","Couple + C. LE 16 ","6","","",""
"Yes, every week","2007","Saxony","Couple + C. GT 16 ","9","","",""
"Yes, every week","2007","Saxony","Couple + C. LE and GT 16","2","","",""
"Yes, every week","2007","Saxony-Anhalt","1-pers.-HH","2","","",""
"Yes, every week","2007","Saxony-Anhalt","(Married) couple without C. ","12","","",""
"Yes, every week","2007","Saxony-Anhalt","Single parent ","1","","",""
"Yes, every week","2007","Saxony-Anhalt","Couple + C. LE 16 ","4","","",""
"Yes, every week","2007","Saxony-Anhalt","Couple + C. GT 16 ","9","","",""
"Yes, every week","2007","Saxony-Anhalt","Couple + C. LE and GT 16","2","","",""
"Yes, every week","2007","Thuringia","1-pers.-HH","1","","",""
"Yes, every week","2007","Thuringia","(Married) couple without C. ","5","","",""
"Yes, every week","2007","Thuringia","Single parent ","","","",""
"Yes, every week","2007","Thuringia","Couple + C. LE 16 ","8","","",""
"Yes, every week","2007","Thuringia","Couple + C. GT 16 ","6","","",""
"Yes, every week","2007","Thuringia","Couple + C. LE and GT 16","2","","",""
"Yes, every 2 weeks","2007","Schleswig-Holstein","1-pers.-HH","4","","",""
"Yes, every 2 weeks","2007","Schleswig-Holstein","(Married) couple without C. ","9","","",""
"Yes, every 2 weeks","2007","Schleswig-Holstein","Single parent ","2","","",""
"Yes, every 2 weeks","2007","Schleswig-Holstein","Couple + C. LE 16 ","7","","",""
"Yes, every 2 weeks","2007","Schleswig-Holstein","Couple + C. GT 16 ","3","","",""
"Yes, every 2 weeks","2007","Schleswig-Holstein","Couple + C. LE and GT 16","3","","",""
"Yes, every 2 weeks","2007","Hamburg","1-pers.-HH","2","","",""
"Yes, every 2 weeks","2007","Hamburg","(Married) couple without C. ","2","","",""
"Yes, every 2 weeks","2007","Hamburg","Single parent ","","","",""
"Yes, every 2 weeks","2007","Hamburg","Couple + C. LE 16 ","1","","",""
"Yes, every 2 weeks","2007","Hamburg","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2007","Hamburg","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2007","Lower Saxony","1-pers.-HH","9","","",""
"Yes, every 2 weeks","2007","Lower Saxony","(Married) couple without C. ","20","","",""
"Yes, every 2 weeks","2007","Lower Saxony","Single parent ","4","","",""
"Yes, every 2 weeks","2007","Lower Saxony","Couple + C. LE 16 ","20","","",""
"Yes, every 2 weeks","2007","Lower Saxony","Couple + C. GT 16 ","16","","",""
"Yes, every 2 weeks","2007","Lower Saxony","Couple + C. LE and GT 16","6","","",""
"Yes, every 2 weeks","2007","Bremen","1-pers.-HH","1","","",""
"Yes, every 2 weeks","2007","Bremen","(Married) couple without C. ","7","","",""
"Yes, every 2 weeks","2007","Bremen","Single parent ","2","","",""
"Yes, every 2 weeks","2007","Bremen","Couple + C. LE 16 ","1","","",""
"Yes, every 2 weeks","2007","Bremen","Couple + C. GT 16 ","1","","",""
"Yes, every 2 weeks","2007","Bremen","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2007","North Rhine-Westphalia","1-pers.-HH","30","0.0920578699439865","0.0560033963090246","0.128112343578948"
"Yes, every 2 weeks","2007","North Rhine-Westphalia","(Married) couple without C. ","61","0.106230157174066","0.0828634982034895","0.129596816144643"
"Yes, every 2 weeks","2007","North Rhine-Westphalia","Single parent ","9","","",""
"Yes, every 2 weeks","2007","North Rhine-Westphalia","Couple + C. LE 16 ","51","0.115184077617576","0.0895970293685522","0.140771125866599"
"Yes, every 2 weeks","2007","North Rhine-Westphalia","Couple + C. GT 16 ","36","0.0825199616690681","0.0570122117615262","0.10802771157661"
"Yes, every 2 weeks","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","17","","",""
"Yes, every 2 weeks","2007","Hesse","1-pers.-HH","10","","",""
"Yes, every 2 weeks","2007","Hesse","(Married) couple without C. ","21","","",""
"Yes, every 2 weeks","2007","Hesse","Single parent ","4","","",""
"Yes, every 2 weeks","2007","Hesse","Couple + C. LE 16 ","18","","",""
"Yes, every 2 weeks","2007","Hesse","Couple + C. GT 16 ","7","","",""
"Yes, every 2 weeks","2007","Hesse","Couple + C. LE and GT 16","5","","",""
"Yes, every 2 weeks","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","7","","",""
"Yes, every 2 weeks","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","14","","",""
"Yes, every 2 weeks","2007","Rhineland-Palatinate,Saarland","Single parent ","5","","",""
"Yes, every 2 weeks","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","19","","",""
"Yes, every 2 weeks","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","9","","",""
"Yes, every 2 weeks","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","1","","",""
"Yes, every 2 weeks","2007","Baden-Württemberg","1-pers.-HH","14","","",""
"Yes, every 2 weeks","2007","Baden-Württemberg","(Married) couple without C. ","18","","",""
"Yes, every 2 weeks","2007","Baden-Württemberg","Single parent ","5","","",""
"Yes, every 2 weeks","2007","Baden-Württemberg","Couple + C. LE 16 ","22","","",""
"Yes, every 2 weeks","2007","Baden-Württemberg","Couple + C. GT 16 ","13","","",""
"Yes, every 2 weeks","2007","Baden-Württemberg","Couple + C. LE and GT 16","6","","",""
"Yes, every 2 weeks","2007","Bavaria","1-pers.-HH","12","","",""
"Yes, every 2 weeks","2007","Bavaria","(Married) couple without C. ","22","","",""
"Yes, every 2 weeks","2007","Bavaria","Single parent ","12","","",""
"Yes, every 2 weeks","2007","Bavaria","Couple + C. LE 16 ","38","0.101560677078541","0.0738355950719869","0.129285759085096"
"Yes, every 2 weeks","2007","Bavaria","Couple + C. GT 16 ","16","","",""
"Yes, every 2 weeks","2007","Bavaria","Couple + C. LE and GT 16","5","","",""
"Yes, every 2 weeks","2007","Berlin","1-pers.-HH","7","","",""
"Yes, every 2 weeks","2007","Berlin","(Married) couple without C. ","10","","",""
"Yes, every 2 weeks","2007","Berlin","Single parent ","3","","",""
"Yes, every 2 weeks","2007","Berlin","Couple + C. LE 16 ","10","","",""
"Yes, every 2 weeks","2007","Berlin","Couple + C. GT 16 ","10","","",""
"Yes, every 2 weeks","2007","Berlin","Couple + C. LE and GT 16","1","","",""
"Yes, every 2 weeks","2007","Brandenburg","1-pers.-HH","4","","",""
"Yes, every 2 weeks","2007","Brandenburg","(Married) couple without C. ","8","","",""
"Yes, every 2 weeks","2007","Brandenburg","Single parent ","3","","",""
"Yes, every 2 weeks","2007","Brandenburg","Couple + C. LE 16 ","7","","",""
"Yes, every 2 weeks","2007","Brandenburg","Couple + C. GT 16 ","19","","",""
"Yes, every 2 weeks","2007","Brandenburg","Couple + C. LE and GT 16","4","","",""
"Yes, every 2 weeks","2007","Mecklenburg-Western Pomerania","1-pers.-HH","3","","",""
"Yes, every 2 weeks","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","10","","",""
"Yes, every 2 weeks","2007","Mecklenburg-Western Pomerania","Single parent ","3","","",""
"Yes, every 2 weeks","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","9","","",""
"Yes, every 2 weeks","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","2","","",""
"Yes, every 2 weeks","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","2","","",""
"Yes, every 2 weeks","2007","Saxony","1-pers.-HH","16","","",""
"Yes, every 2 weeks","2007","Saxony","(Married) couple without C. ","29","","",""
"Yes, every 2 weeks","2007","Saxony","Single parent ","3","","",""
"Yes, every 2 weeks","2007","Saxony","Couple + C. LE 16 ","15","","",""
"Yes, every 2 weeks","2007","Saxony","Couple + C. GT 16 ","19","","",""
"Yes, every 2 weeks","2007","Saxony","Couple + C. LE and GT 16","11","","",""
"Yes, every 2 weeks","2007","Saxony-Anhalt","1-pers.-HH","5","","",""
"Yes, every 2 weeks","2007","Saxony-Anhalt","(Married) couple without C. ","10","","",""
"Yes, every 2 weeks","2007","Saxony-Anhalt","Single parent ","1","","",""
"Yes, every 2 weeks","2007","Saxony-Anhalt","Couple + C. LE 16 ","15","","",""
"Yes, every 2 weeks","2007","Saxony-Anhalt","Couple + C. GT 16 ","14","","",""
"Yes, every 2 weeks","2007","Saxony-Anhalt","Couple + C. LE and GT 16","3","","",""
"Yes, every 2 weeks","2007","Thuringia","1-pers.-HH","8","","",""
"Yes, every 2 weeks","2007","Thuringia","(Married) couple without C. ","7","","",""
"Yes, every 2 weeks","2007","Thuringia","Single parent ","5","","",""
"Yes, every 2 weeks","2007","Thuringia","Couple + C. LE 16 ","9","","",""
"Yes, every 2 weeks","2007","Thuringia","Couple + C. GT 16 ","10","","",""
"Yes, every 2 weeks","2007","Thuringia","Couple + C. LE and GT 16","2","","",""
"Yes, every 3-4 weeks","2007","Schleswig-Holstein","1-pers.-HH","1","","",""
"Yes, every 3-4 weeks","2007","Schleswig-Holstein","(Married) couple without C. ","3","","",""
"Yes, every 3-4 weeks","2007","Schleswig-Holstein","Single parent ","2","","",""
"Yes, every 3-4 weeks","2007","Schleswig-Holstein","Couple + C. LE 16 ","4","","",""
"Yes, every 3-4 weeks","2007","Schleswig-Holstein","Couple + C. GT 16 ","1","","",""
"Yes, every 3-4 weeks","2007","Schleswig-Holstein","Couple + C. LE and GT 16","1","","",""
"Yes, every 3-4 weeks","2007","Hamburg","1-pers.-HH","4","","",""
"Yes, every 3-4 weeks","2007","Hamburg","(Married) couple without C. ","4","","",""
"Yes, every 3-4 weeks","2007","Hamburg","Single parent ","1","","",""
"Yes, every 3-4 weeks","2007","Hamburg","Couple + C. LE 16 ","2","","",""
"Yes, every 3-4 weeks","2007","Hamburg","Couple + C. GT 16 ","1","","",""
"Yes, every 3-4 weeks","2007","Hamburg","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2007","Lower Saxony","1-pers.-HH","4","","",""
"Yes, every 3-4 weeks","2007","Lower Saxony","(Married) couple without C. ","17","","",""
