"pli0096_h","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2011","no migration background","Male","1140","0.0997083972603739","0.0940692841747325","0.105347510346015","3"
"Min 1x per month","2011","no migration background","Female","1270","0.0824296513306874","0.0777020828148782","0.0871572198464966","3"
"Min 1x per month","2011","direct migration background","Male","69","0.0508983541904054","0.0394906943865769","0.0623060139942339","3"
"Min 1x per month","2011","indirect migration background","Male","33","0.054798119590056","0.0362605017168238","0.0733357374632883","3"
"Min 1x per month","2011","direct migration background","Female","82","0.049462572513744","0.0394871169752423","0.0594380280522457","3"
"Min 1x per month","2011","indirect migration background","Female","45","0.0637616903788394","0.0459644804633894","0.0815589002942894","3"
"Min 1x per week","2011","no migration background","Male","1535","0.13216868965079","0.125794348745725","0.138543030555855","2"
"Min 1x per week","2011","direct migration background","Male","73","0.0557374106319496","0.0438302526815002","0.067644568582399","2"
"Min 1x per week","2011","no migration background","Female","1348","0.0966931470982681","0.0916128171949047","0.101773477001632","2"
"Min 1x per week","2011","direct migration background","Female","75","0.0345987988130929","0.0261907697450345","0.0430068278811513","2"
"Min 1x per week","2011","indirect migration background","Male","58","0.0700661286249814","0.049274481132201","0.0908577761177618","2"
"Min 1x per week","2011","indirect migration background","Female","59","0.0847247153680011","0.0644404289256582","0.105009001810344","2"
"Never","2011","no migration background","Male","6693","0.630293410895809","0.621207817114718","0.6393790046769","5"
"Never","2011","no migration background","Female","8643","0.682714683255606","0.674714111516831","0.690715254994382","5"
"Never","2011","direct migration background","Male","1170","0.798171295508761","0.777339445153109","0.819003145864414","5"
"Never","2011","direct migration background","Female","1508","0.816199287825454","0.798380363764968","0.83401821188594","5"
"Never","2011","indirect migration background","Male","417","0.726283520465462","0.689966318854871","0.762600722076054","5"
"Never","2011","indirect migration background","Female","529","0.702426832637859","0.669124378541654","0.735729286734065","5"
"Rarely","2011","no migration background","Male","1476","0.137829502193028","0.131341350288447","0.144317654097609","4"
"Rarely","2011","no migration background","Female","1739","0.138162518315438","0.132230749396612","0.144094287234264","4"
"Rarely","2011","direct migration background","Male","114","0.0951929396688836","0.0799605273141935","0.110425352023574","4"
"Rarely","2011","direct migration background","Female","150","0.099739340847709","0.0859536936674989","0.113524988027919","4"
"Rarely","2011","indirect migration background","Female","91","0.1490867616153","0.123142519487736","0.175031003742864","4"
"Rarely","2011","indirect migration background","Male","71","0.1488522313195","0.119859510992063","0.177844951646937","4"
"Daily","2012","no migration background","Male","","","","","1"
"Daily","2012","no migration background","Female","","","","","1"
"Daily","2012","direct migration background","Male","","","","","1"
"Daily","2012","direct migration background","Female","","","","","1"
"Daily","2012","indirect migration background","Male","","","","","1"
"Daily","2012","indirect migration background","Female","","","","","1"
"Min 1x per month","2012","no migration background","Male","","","","","3"
"Min 1x per month","2012","no migration background","Female","","","","","3"
"Min 1x per month","2012","direct migration background","Male","","","","","3"
"Min 1x per month","2012","direct migration background","Female","","","","","3"
"Min 1x per month","2012","indirect migration background","Male","","","","","3"
"Min 1x per month","2012","indirect migration background","Female","","","","","3"
"Min 1x per week","2012","no migration background","Male","","","","","2"
"Min 1x per week","2012","direct migration background","Male","","","","","2"
"Min 1x per week","2012","no migration background","Female","","","","","2"
"Min 1x per week","2012","direct migration background","Female","","","","","2"
"Min 1x per week","2012","indirect migration background","Male","","","","","2"
"Min 1x per week","2012","indirect migration background","Female","","","","","2"
"Never","2012","no migration background","Male","","","","","5"
"Never","2012","no migration background","Female","","","","","5"
"Never","2012","direct migration background","Male","","","","","5"
"Never","2012","direct migration background","Female","","","","","5"
"Never","2012","indirect migration background","Male","","","","","5"
"Never","2012","indirect migration background","Female","","","","","5"
"Rarely","2012","no migration background","Male","","","","","4"
"Rarely","2012","no migration background","Female","","","","","4"
"Rarely","2012","direct migration background","Male","","","","","4"
"Rarely","2012","direct migration background","Female","","","","","4"
"Rarely","2012","indirect migration background","Male","","","","","4"
"Rarely","2012","indirect migration background","Female","","","","","4"
"Daily","2013","no migration background","Male","234","0.0249055214758914","0.0218264362479782","0.0279846067038045","1"
"Daily","2013","no migration background","Female","142","0.00928862782023685","0.00755888879806661","0.0110183668424071","1"
"Daily","2013","direct migration background","Male","15","","","","1"
"Daily","2013","direct migration background","Female","5","","","","1"
"Daily","2013","indirect migration background","Male","6","","","","1"
"Daily","2013","indirect migration background","Female","10","","","","1"
"Min 1x per month","2013","no migration background","Male","1047","0.0922832680281764","0.0865647012733648","0.0980018347829879","3"
"Min 1x per month","2013","direct migration background","Male","57","0.0599459885019262","0.046279314358967","0.0736126626448854","3"
"Min 1x per month","2013","no migration background","Female","1083","0.077700031675088","0.0728730247395757","0.0825270386106003","3"
"Min 1x per month","2013","indirect migration background","Male","34","0.0696604110125485","0.0479871668556039","0.0913336551694931","3"
"Min 1x per month","2013","direct migration background","Female","59","0.0514674244240604","0.0402748617785393","0.0626599870695815","3"
"Min 1x per month","2013","indirect migration background","Female","47","0.0571965645376114","0.0393445610542099","0.0750485680210129","3"
"Min 1x per week","2013","no migration background","Male","1199","0.11561143666926","0.109293540275132","0.121929333063388","2"
"Min 1x per week","2013","direct migration background","Male","60","0.057070819389729","0.0437155403941594","0.0704260983852987","2"
"Min 1x per week","2013","no migration background","Female","1149","0.0965515831012157","0.0912260558889993","0.101877110313432","2"
"Min 1x per week","2013","indirect migration background","Male","38","0.0569891086493408","0.037252867511676","0.0767253497870057","2"
"Min 1x per week","2013","direct migration background","Female","70","0.0358410787176909","0.0264243070718455","0.0452578503635363","2"
"Min 1x per week","2013","indirect migration background","Female","54","0.0786030113546764","0.0579142543246074","0.0992917683847454","2"
"Never","2013","no migration background","Male","6263","0.651887214924357","0.642474893264082","0.661299536584632","5"
"Never","2013","no migration background","Female","8160","0.713478464078307","0.705325785927913","0.721631142228701","5"
"Never","2013","direct migration background","Male","948","0.803086530191059","0.780192341580053","0.825980718802066","5"
"Never","2013","direct migration background","Female","1241","0.822125785839026","0.802754304922902","0.84149726675515","5"
"Never","2013","indirect migration background","Male","393","0.760792943722986","0.72447423598069","0.797111651465282","5"
"Never","2013","indirect migration background","Female","479","0.768520831562104","0.736096189433159","0.800945473691048","5"
"Rarely","2013","no migration background","Male","1097","0.115312558902315","0.109001768189924","0.121623349614706","4"
"Rarely","2013","no migration background","Female","1281","0.102981293325152","0.0975009073161924","0.108461679334112","4"
"Rarely","2013","direct migration background","Male","79","0.0682640656893639","0.0537446589693983","0.0827834724093295","4"
"Rarely","2013","direct migration background","Female","122","0.0860643583185235","0.0718572181412242","0.100271498495823","4"
"Rarely","2013","indirect migration background","Female","60","0.0835009343752993","0.0622340880139419","0.104767780736657","4"
"Rarely","2013","indirect migration background","Male","59","0.0825969662302139","0.0591615705636201","0.106032361896808","4"
"Daily","2014","no migration background","Male","","","","","1"
"Daily","2014","no migration background","Female","","","","","1"
"Daily","2014","direct migration background","Male","","","","","1"
"Daily","2014","direct migration background","Female","","","","","1"
"Daily","2014","indirect migration background","Male","","","","","1"
"Daily","2014","indirect migration background","Female","","","","","1"
"Min 1x per month","2014","no migration background","Male","","","","","3"
"Min 1x per month","2014","direct migration background","Male","","","","","3"
"Min 1x per month","2014","no migration background","Female","","","","","3"
"Min 1x per month","2014","indirect migration background","Male","","","","","3"
"Min 1x per month","2014","indirect migration background","Female","","","","","3"
"Min 1x per month","2014","direct migration background","Female","","","","","3"
"Min 1x per week","2014","no migration background","Male","","","","","2"
"Min 1x per week","2014","no migration background","Female","","","","","2"
"Min 1x per week","2014","direct migration background","Male","","","","","2"
"Min 1x per week","2014","indirect migration background","Male","","","","","2"
"Min 1x per week","2014","direct migration background","Female","","","","","2"
"Min 1x per week","2014","indirect migration background","Female","","","","","2"
"Never","2014","no migration background","Male","","","","","5"
"Never","2014","no migration background","Female","","","","","5"
"Never","2014","direct migration background","Male","","","","","5"
"Never","2014","direct migration background","Female","","","","","5"
"Never","2014","indirect migration background","Male","","","","","5"
"Never","2014","indirect migration background","Female","","","","","5"
"Rarely","2014","no migration background","Male","","","","","4"
"Rarely","2014","direct migration background","Male","","","","","4"
"Rarely","2014","no migration background","Female","","","","","4"
"Rarely","2014","indirect migration background","Male","","","","","4"
"Rarely","2014","direct migration background","Female","","","","","4"
"Rarely","2014","indirect migration background","Female","","","","","4"
"Daily","2015","no migration background","Male","","","","","1"
"Daily","2015","no migration background","Female","","","","","1"
"Daily","2015","direct migration background","Male","","","","","1"
"Daily","2015","direct migration background","Female","","","","","1"
"Daily","2015","indirect migration background","Male","","","","","1"
"Daily","2015","indirect migration background","Female","","","","","1"
"Min 1x per month","2015","no migration background","Male","989","0.103184346359915","0.096851248262709","0.109517444457121","3"
"Min 1x per month","2015","direct migration background","Male","110","0.0459908596082713","0.038117582836975","0.0538641363795677","3"
"Min 1x per month","2015","no migration background","Female","1102","0.0908905290876818","0.0853640944966682","0.0964169636786954","3"
"Min 1x per month","2015","indirect migration background","Male","43","0.0349040793844296","0.0219572693823035","0.0478508893865558","3"
"Min 1x per month","2015","indirect migration background","Female","72","0.059370156898423","0.0440498146202418","0.0746904991766041","3"
"Min 1x per month","2015","direct migration background","Female","119","0.0356905550506282","0.0292577924964196","0.0421233176048368","3"
"Min 1x per week","2015","no migration background","Male","1304","0.134766023695821","0.12765692233778","0.141875125053862","2"
"Min 1x per week","2015","direct migration background","Male","126","0.0512017865241798","0.0429171592617273","0.0594864137866323","2"
"Min 1x per week","2015","no migration background","Female","1136","0.100254221720633","0.0944800609596153","0.106028382481651","2"
"Min 1x per week","2015","indirect migration background","Male","62","0.097480616855373","0.0765574776663197","0.118403756044426","2"
"Min 1x per week","2015","direct migration background","Female","139","0.0475475514098607","0.0401685364735204","0.054926566346201","2"
"Min 1x per week","2015","indirect migration background","Female","71","0.069514104575351","0.0530261661540827","0.0860020429966194","2"
"Never","2015","no migration background","Male","5381","0.628053130271275","0.617990851093204","0.638115409449346","5"
"Never","2015","no migration background","Female","6688","0.67275809662954","0.663737369436408","0.681778823822673","5"
"Never","2015","direct migration background","Male","2265","0.8225003750749","0.808138529277847","0.836862220871952","5"
"Never","2015","direct migration background","Female","2663","0.828303906905139","0.815227521230003","0.841380292580274","5"
"Never","2015","indirect migration background","Male","573","0.755519732489332","0.725202870081513","0.785836594897151","5"
"Never","2015","indirect migration background","Female","640","0.68872989699288","0.658712836139416","0.718746957846343","5"
"Rarely","2015","no migration background","Male","1189","0.133996499672989","0.126904572504675","0.141088426841304","4"
"Rarely","2015","direct migration background","Male","218","0.0803069787926493","0.0700919033931922","0.0905220541921063","4"
"Rarely","2015","no migration background","Female","1467","0.136097152562145","0.129504888435055","0.142689416689235","4"
"Rarely","2015","direct migration background","Female","274","0.0884579866343724","0.0786117667519924","0.0983042065167524","4"
"Rarely","2015","indirect migration background","Male","94","0.112095571270865","0.0898411256920929","0.134350016849638","4"
"Rarely","2015","indirect migration background","Female","131","0.182385841533346","0.157351005255185","0.207420677811507","4"
"Daily","2016","no migration background","Male","","","","","1"
"Daily","2016","direct migration background","Male","","","","","1"
"Daily","2016","no migration background","Female","","","","","1"
"Daily","2016","direct migration background","Female","","","","","1"
"Daily","2016","indirect migration background","Male","","","","","1"
"Daily","2016","indirect migration background","Female","","","","","1"
"Min 1x per month","2016","no migration background","Male","","","","","3"
"Min 1x per month","2016","direct migration background","Male","","","","","3"
"Min 1x per month","2016","no migration background","Female","","","","","3"
"Min 1x per month","2016","indirect migration background","Male","","","","","3"
"Min 1x per month","2016","direct migration background","Female","","","","","3"
"Min 1x per month","2016","indirect migration background","Female","","","","","3"
"Min 1x per week","2016","no migration background","Male","","","","","2"
"Min 1x per week","2016","direct migration background","Male","","","","","2"
"Min 1x per week","2016","no migration background","Female","","","","","2"
"Min 1x per week","2016","direct migration background","Female","","","","","2"
"Min 1x per week","2016","indirect migration background","Male","","","","","2"
"Min 1x per week","2016","indirect migration background","Female","","","","","2"
"Never","2016","no migration background","Male","","","","","5"
"Never","2016","no migration background","Female","","","","","5"
"Never","2016","direct migration background","Male","","","","","5"
"Never","2016","direct migration background","Female","","","","","5"
"Never","2016","indirect migration background","Male","","","","","5"
"Never","2016","indirect migration background","Female","","","","","5"
"Rarely","2016","no migration background","Male","","","","","4"
"Rarely","2016","no migration background","Female","","","","","4"
"Rarely","2016","direct migration background","Male","","","","","4"
"Rarely","2016","direct migration background","Female","","","","","4"
"Rarely","2016","indirect migration background","Female","","","","","4"
"Rarely","2016","indirect migration background","Male","","","","","4"
"Daily","2017","no migration background","Male","","","","","1"
"Daily","2017","direct migration background","Male","","","","","1"
"Daily","2017","no migration background","Female","","","","","1"
"Daily","2017","direct migration background","Female","","","","","1"
"Daily","2017","indirect migration background","Male","","","","","1"
"Daily","2017","indirect migration background","Female","","","","","1"
"Min 1x per month","2017","no migration background","Male","1113","0.104460056210714","0.0982881720905729","0.110631940330856","3"
"Min 1x per month","2017","direct migration background","Male","96","0.0582943084769915","0.0482131668627062","0.0683754500912767","3"
"Min 1x per month","2017","no migration background","Female","1167","0.0929349656395113","0.0874683016932202","0.0984016295858024","3"
"Min 1x per month","2017","direct migration background","Female","131","0.0471397663881879","0.0389506600200317","0.0553288727563442","3"
"Min 1x per month","2017","indirect migration background","Male","50","0.0598372988616809","0.0432768356073072","0.0763977621160545","3"
"Min 1x per month","2017","indirect migration background","Female","75","0.0652924838520777","0.049355112095949","0.0812298556082064","3"
"Min 1x per week","2017","no migration background","Male","1416","0.144119781651538","0.137032683504681","0.151206879798395","2"
"Min 1x per week","2017","no migration background","Female","1269","0.112016059750571","0.10607783959823","0.117954279902913","2"
"Min 1x per week","2017","direct migration background","Male","113","0.0521921374738857","0.0426223622821507","0.0617619126656208","2"
"Min 1x per week","2017","direct migration background","Female","115","0.0446162462481319","0.0366388045651921","0.0525936879310717","2"
"Min 1x per week","2017","indirect migration background","Male","71","0.0895287651633429","0.069594538404794","0.109462991921892","2"
"Min 1x per week","2017","indirect migration background","Female","75","0.0753737382000085","0.0583427291340736","0.0924047472659433","2"
"Never","2017","no migration background","Male","5739","0.634136824020085","0.624417165846129","0.643856482194042","5"
"Never","2017","no migration background","Female","6901","0.667205015120164","0.658332808846331","0.676077221393997","5"
"Never","2017","direct migration background","Male","1719","0.807586215191289","0.790625210264543","0.824547220118036","5"
"Never","2017","direct migration background","Female","2116","0.822754701813891","0.807999310006084","0.837510093621698","5"
"Never","2017","indirect migration background","Male","575","0.738824615201671","0.708154049807119","0.769495180596224","5"
"Never","2017","indirect migration background","Female","655","0.738496496759331","0.710146029842438","0.766846963676224","5"
"Rarely","2017","no migration background","Male","1166","0.117283338117662","0.110790583700326","0.123776092534998","4"
"Rarely","2017","direct migration background","Male","147","0.0819273388578334","0.0701270675604749","0.0937276101551919","4"
"Rarely","2017","no migration background","Female","1499","0.127843959489754","0.121556853298668","0.13413106568084","4"
"Rarely","2017","indirect migration background","Male","92","0.111809320773305","0.0898065642732689","0.133812077273341","4"
"Rarely","2017","direct migration background","Female","211","0.0854892855497888","0.0746854381640455","0.0962931329355321","4"
"Rarely","2017","indirect migration background","Female","118","0.120837281188583","0.0998100376476695","0.141864524729496","4"
