"pli0082","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2018","Not Working","Urban Area","845","0.306850591692433","0.28868866164214","0.325012521742726","4"
"Rarely","2018","Not Working","Rural Area","350","0.40029913825118","0.36783501125936","0.432763265243","4"
"Daily","2019","Full Time","Urban Area","15","","","","1"
"Daily","2019","Full Time","Rural Area","7","","","","1"
"Daily","2019","Part Time","Urban Area","18","","","","1"
"Daily","2019","Part Time","Rural Area","5","","","","1"
"Daily","2019","Not Working","Urban Area","80","0.00306265594422815","0.00173866317290846","0.00438664871554783","1"
"Daily","2019","Not Working","Rural Area","28","","","","1"
"Min 1x per month","2019","Full Time","Urban Area","2583","0.379982552478009","0.368172740393805","0.391792364562212","3"
"Min 1x per month","2019","Full Time","Rural Area","1365","0.332134454229418","0.317056244336292","0.347212664122543","3"
"Min 1x per month","2019","Part Time","Urban Area","1694","0.342668471279535","0.329188694489554","0.356148248069516","3"
"Min 1x per month","2019","Part Time","Rural Area","866","0.322179283903589","0.303941092262473","0.340417475544705","3"
"Min 1x per month","2019","Not Working","Rural Area","972","0.231104827397089","0.217224471854948","0.24498518293923","3"
"Min 1x per month","2019","Not Working","Urban Area","1923","0.255818867100789","0.24536424860622","0.266273485595357","3"
"Min 1x per week","2019","Full Time","Urban Area","344","0.0378352666829837","0.0331929761067093","0.0424775572592582","2"
"Min 1x per week","2019","Part Time","Urban Area","317","0.0557204883439019","0.0492055376108838","0.0622354390769201","2"
"Min 1x per week","2019","Full Time","Rural Area","190","0.0397271029693225","0.0334740935392922","0.0459801123993528","2"
"Min 1x per week","2019","Not Working","Rural Area","239","0.0421876502967219","0.0355686042898716","0.0488066963035723","2"
"Min 1x per week","2019","Part Time","Rural Area","154","0.0697345685984922","0.059794187139478","0.0796749500575064","2"
"Min 1x per week","2019","Not Working","Urban Area","527","0.0459037554917772","0.0408893115783859","0.0509181994051684","2"
"Never","2019","Full Time","Urban Area","325","0.0555878228609293","0.050013016004803","0.0611626297170557","5"
"Never","2019","Full Time","Rural Area","211","0.0704404326329461","0.0622482821785459","0.0786325830873462","5"
"Never","2019","Part Time","Urban Area","387","0.0908888158795619","0.0827245503975483","0.0990530813615756","5"
"Never","2019","Part Time","Rural Area","211","0.0736965854456179","0.0634995045293458","0.0838936663618901","5"
"Never","2019","Not Working","Urban Area","1195","0.206350395069552","0.196653791720922","0.216046998418183","5"
"Never","2019","Not Working","Rural Area","709","0.228696190033725","0.214866746101166","0.242525633966284","5"
"Rarely","2019","Full Time","Urban Area","3222","0.525845121583767","0.513695905954892","0.537994337212642","4"
"Rarely","2019","Full Time","Rural Area","1975","0.55668438622016","0.540780277570884","0.572588494869436","4"
"Rarely","2019","Part Time","Urban Area","2346","0.50936796901352","0.495169315540927","0.523566622486112","4"
"Rarely","2019","Part Time","Rural Area","1286","0.532922869023487","0.513451251488237","0.552394486558736","4"
"Rarely","2019","Not Working","Rural Area","1595","0.494670009176184","0.478207052237909","0.511132966114459","4"
"Rarely","2019","Not Working","Urban Area","2966","0.488864326393654","0.476886863175138","0.50084178961217","4"
