"pgoeffd","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Yes","2018","Thuringia","107","0.238524843263428","0.202777279563085","0.274272406963771"
"No","2018","Schleswig-Holstein","438","0.747066767832345","0.712284722108705","0.781848813555985"
"No","2018","Hamburg","232","0.742970536932869","0.692413176333958","0.79352789753178"
"No","2018","Lower Saxony","1198","0.717596042979933","0.695640851244843","0.739551234715023"
"No","2018","Bremen","97","0.588913289788707","0.505914147818494","0.67191243175892"
"No","2018","North Rhine-Westphalia","2405","0.732254821185149","0.717001349827036","0.747508292543262"
"No","2018","Hesse","828","0.733883535262306","0.708185000022476","0.759582070502136"
"No","2018","Rhineland-Palatinate,Saarland","751","0.755387325463785","0.728167228912458","0.782607422015112"
"No","2018","Baden-Württemberg","1411","0.747677269144499","0.727969950068233","0.767384588220766"
"No","2018","Bavaria","1974","0.769397359458245","0.753067774373019","0.78572694454347"
"No","2018","Berlin","402","0.712859109691157","0.675750096118388","0.749968123263925"
"No","2018","Brandenburg","426","0.760744131704017","0.725218336045288","0.796269927362746"
"No","2018","Mecklenburg-Western Pomerania","229","0.70229361441281","0.650723504815129","0.753863724010491"
"No","2018","Saxony","711","0.764477574255056","0.737147481507335","0.791807667002777"
"No","2018","Saxony-Anhalt","378","0.741347501457161","0.703079714140849","0.779615288773474"
"No","2018","Thuringia","439","0.761475156736572","0.725727593036229","0.797222720436916"
"Yes","2019","Schleswig-Holstein","142","0.216490754651404","0.183059278465448","0.24992223083736"
"Yes","2019","Hamburg","59","0.273242341865319","0.22150614877155","0.324978534959087"
"Yes","2019","Lower Saxony","412","0.281124014681182","0.258915388805569","0.303332640556796"
"Yes","2019","Bremen","30","0.334820136614538","0.251756186559937","0.417884086669139"
"Yes","2019","North Rhine-Westphalia","831","0.281803917009888","0.266253120760006","0.297354713259771"
"Yes","2019","Hesse","261","0.240242325773665","0.214715062061919","0.26576958948541"
"Yes","2019","Rhineland-Palatinate,Saarland","213","0.257146945617604","0.228237286231832","0.286056605003376"
"Yes","2019","Baden-Württemberg","421","0.24153871666318","0.221716127335448","0.261361305990911"
"Yes","2019","Bavaria","574","0.250813983817966","0.233624728514916","0.268003239121016"
"Yes","2019","Berlin","156","0.270331307898666","0.234248724202091","0.306413891595241"
"Yes","2019","Brandenburg","142","0.259821168697734","0.223851566646142","0.295790770749326"
"Yes","2019","Mecklenburg-Western Pomerania","69","0.261928662718938","0.210702059871716","0.313155265566161"
"Yes","2019","Saxony","215","0.247323530233403","0.219382832809718","0.275264227657089"
"Yes","2019","Saxony-Anhalt","112","0.226623340923377","0.188448700726315","0.264797981120439"
"Yes","2019","Thuringia","99","0.258442033841202","0.219876475890529","0.297007591791874"
"No","2019","Schleswig-Holstein","441","0.783509245348596","0.75007776916264","0.816940721534552"
"No","2019","Hamburg","226","0.726757658134682","0.675021465040913","0.77849385122845"
"No","2019","Lower Saxony","1162","0.718875985318818","0.696667359443204","0.741084611194431"
"No","2019","Bremen","94","0.665179863385462","0.582115913330861","0.748243813440063"
"No","2019","North Rhine-Westphalia","2384","0.718196082990112","0.702645286740229","0.733746879239994"
"No","2019","Hesse","815","0.759757674226335","0.73423041051459","0.785284937938081"
"No","2019","Rhineland-Palatinate,Saarland","665","0.742853054382396","0.713943394996624","0.771762713768168"
"No","2019","Baden-Württemberg","1370","0.75846128333682","0.738638694009089","0.778283872664552"
"No","2019","Bavaria","1869","0.749186016182034","0.731996760878984","0.766375271485084"
"No","2019","Berlin","426","0.729668692101334","0.693586108404759","0.765751275797909"
"No","2019","Brandenburg","429","0.740178831302266","0.704209229250674","0.776148433353858"
"No","2019","Mecklenburg-Western Pomerania","214","0.738071337281062","0.686844734433839","0.789297940128284"
"No","2019","Saxony","701","0.752676469766597","0.724735772342911","0.780617167190282"
"No","2019","Saxony-Anhalt","350","0.773376659076623","0.735202018879562","0.811551299273685"
"No","2019","Thuringia","396","0.741557966158798","0.702992408208126","0.780123524109471"
