"pgoeffd","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2007","Couple + C. LE and GT 16","Female","300","0.73507257790429","0.692409149940193","0.777736005868388","2"
"No","2007","Single parent ","Female","313","0.715936113921261","0.674589958004474","0.757282269838049","2"
"No","2007","Single parent ","Male","143","0.818154665751932","0.760510858872367","0.875798472631497","2"
"Yes","2007","Couple + C. LE and GT 16","Female","111","0.26492742209571","0.222263994131612","0.307590850059807","1"
"Yes","2007","Couple + C. LE and GT 16","Male","107","0.165185604040557","0.133206648599994","0.197164559481121","1"
"Yes","2007","(Married) couple without C. ","Female","482","0.266702978142941","0.245187910078508","0.288218046207374","1"
"Yes","2007","(Married) couple without C. ","Male","369","0.226284483171474","0.20580120936401","0.246767756978938","1"
"Yes","2007","1-pers.-HH","Female","211","0.337395219161995","0.300590779777073","0.374199658546916","1"
"Yes","2007","1-pers.-HH","Male","162","0.189057978834128","0.161857035541132","0.216258922127123","1"
"Yes","2007","Couple + C. GT 16 ","Female","337","0.257468739610809","0.231245756864039","0.283691722357579","1"
"Yes","2007","Couple + C. GT 16 ","Male","257","0.187440446170596","0.165727365023279","0.209153527317912","1"
"Yes","2007","Couple + C. LE 16 ","Female","313","0.251540774585116","0.226592914664795","0.276488634505437","1"
"Yes","2007","Couple + C. LE 16 ","Male","313","0.198416851984798","0.178966592736453","0.217867111233143","1"
"Yes","2007","Single parent ","Female","144","0.284063886078739","0.242717730161951","0.325410041995526","1"
"Yes","2007","Single parent ","Male","29","","","","1"
"No","2008","(Married) couple without C. ","Female","1067","0.738827242878901","0.716663716628433","0.76099076912937","2"
"No","2008","(Married) couple without C. ","Male","1117","0.757147683860978","0.735227164096647","0.779068203625308","2"
"No","2008","1-pers.-HH","Female","396","0.671785057405122","0.634275305663525","0.70929480914672","2"
"No","2008","Couple + C. GT 16 ","Female","661","0.761845980132436","0.734929200223686","0.788762760041186","2"
"No","2008","Couple + C. GT 16 ","Male","926","0.814291490825685","0.791951784948753","0.836631196702617","2"
"No","2008","Couple + C. LE 16 ","Female","747","0.75640946914712","0.730015183257174","0.782803755037067","2"
"No","2008","Couple + C. LE 16 ","Male","1130","0.811713709134926","0.79120604612158","0.832221372148272","2"
"No","2008","Couple + C. LE and GT 16","Male","354","0.833342809461412","0.798833763064973","0.867851855857851","2"
"No","2008","1-pers.-HH","Male","586","0.81541438563047","0.787290358205643","0.843538413055297","2"
"No","2008","Couple + C. LE and GT 16","Female","260","0.759918010160719","0.715978224083727","0.803857796237711","2"
"No","2008","Single parent ","Male","140","0.832165632203095","0.774793680358555","0.889537584047635","2"
"No","2008","Single parent ","Female","303","0.721158343441697","0.679210467570939","0.763106219312456","2"
"Yes","2008","(Married) couple without C. ","Female","442","0.261172757121099","0.23900923087063","0.283336283371567","1"
"Yes","2008","(Married) couple without C. ","Male","353","0.242852316139022","0.220931796374692","0.264772835903353","1"
"Yes","2008","Couple + C. LE and GT 16","Female","103","0.240081989839281","0.196142203762289","0.284021775916273","1"
"Yes","2008","Couple + C. LE and GT 16","Male","94","0.166657190538588","0.13214814414215","0.201166236935027","1"
"Yes","2008","1-pers.-HH","Female","206","0.328214942594878","0.29070519085328","0.365724694336475","1"
"Yes","2008","1-pers.-HH","Male","145","0.18458561436953","0.156461586944703","0.212709641794357","1"
"Yes","2008","Couple + C. GT 16 ","Female","301","0.238154019867564","0.211237239958814","0.265070799776314","1"
"Yes","2008","Couple + C. GT 16 ","Male","238","0.185708509174315","0.163368803297383","0.208048215051247","1"
"Yes","2008","Couple + C. LE 16 ","Female","269","0.24359053085288","0.217196244962933","0.269984816742826","1"
"Yes","2008","Couple + C. LE 16 ","Male","266","0.188286290865074","0.167778627851728","0.20879395387842","1"
"Yes","2008","Single parent ","Female","136","0.278841656558303","0.236893780687544","0.320789532429061","1"
"Yes","2008","Single parent ","Male","23","","","","1"
"No","2009","(Married) couple without C. ","Female","1076","0.735346845938272","0.713234796210421","0.757458895666124","2"
"No","2009","(Married) couple without C. ","Male","1124","0.780488204950156","0.759190809865051","0.80178560003526","2"
"No","2009","1-pers.-HH","Female","397","0.66376040172842","0.625896305250146","0.701624498206694","2"
"No","2009","Couple + C. GT 16 ","Female","643","0.729918327757899","0.701802554790554","0.758034100725244","2"
"No","2009","Couple + C. GT 16 ","Male","933","0.831237733650154","0.809600051917187","0.852875415383121","2"
"No","2009","Couple + C. LE 16 ","Female","707","0.740940295470516","0.713593831774273","0.768286759166759","2"
"No","2009","Couple + C. LE 16 ","Male","1010","0.817663009640667","0.796240745746804","0.839085273534529","2"
"No","2009","1-pers.-HH","Male","556","0.819426113259664","0.791131661092931","0.847720565426398","2"
"No","2009","Couple + C. LE and GT 16","Male","371","0.869247410856583","0.838236321941569","0.900258499771598","2"
"No","2009","Couple + C. LE and GT 16","Female","280","0.796112154571145","0.755280677997443","0.836943631144847","2"
"No","2009","Single parent ","Female","326","0.745443324625262","0.704878856303783","0.786007792946741","2"
"No","2009","Single parent ","Male","135","0.799273971536795","0.737594553862186","0.860953389211404","2"
"Yes","2009","(Married) couple without C. ","Female","453","0.264653154061728","0.242541104333876","0.286765203789579","1"
"Yes","2009","(Married) couple without C. ","Male","327","0.219511795049844","0.19821439996474","0.240809190134949","1"
"Yes","2009","Couple + C. LE and GT 16","Female","94","0.203887845428855","0.163056368855153","0.244719322002557","1"
"Yes","2009","Couple + C. LE and GT 16","Male","83","0.130752589143417","0.0997415002284019","0.161763678058431","1"
"Yes","2009","1-pers.-HH","Female","201","0.33623959827158","0.298375501793306","0.374103694749854","1"
"Yes","2009","1-pers.-HH","Male","154","0.180573886740336","0.152279434573602","0.208868338907069","1"
"Yes","2009","Couple + C. GT 16 ","Female","315","0.270081672242101","0.241965899274756","0.298197445209446","1"
"Yes","2009","Couple + C. GT 16 ","Male","218","0.168762266349846","0.147124584616879","0.190399948082813","1"
"Yes","2009","Couple + C. LE 16 ","Female","279","0.259059704529484","0.231713240833241","0.286406168225727","1"
"Yes","2009","Couple + C. LE 16 ","Male","238","0.182336990359334","0.160914726465471","0.203759254253196","1"
"Yes","2009","Single parent ","Female","117","0.254556675374738","0.213992207053259","0.295121143696217","1"
"Yes","2009","Single parent ","Male","27","","","","1"
"No","2010","(Married) couple without C. ","Female","994","0.746085343071285","0.723358938481668","0.768811747660903","2"
"No","2010","(Married) couple without C. ","Male","1008","0.773354711030647","0.750726619308177","0.795982802753116","2"
"No","2010","1-pers.-HH","Female","348","0.642946851716131","0.602308935281571","0.683584768150691","2"
"No","2010","1-pers.-HH","Male","474","0.783409565186336","0.751037756121396","0.815781374251276","2"
"No","2010","Couple + C. GT 16 ","Male","797","0.810951122552571","0.786791680571746","0.835110564533396","2"
"No","2010","Couple + C. LE 16 ","Female","1410","0.72627625575431","0.706296150809977","0.746256360698644","2"
"No","2010","Couple + C. LE 16 ","Male","2690","0.818816518575994","0.805562112678247","0.832070924473741","2"
"No","2010","Couple + C. LE and GT 16","Male","481","0.882999233241737","0.856681692907639","0.909316773575835","2"
"No","2010","Couple + C. GT 16 ","Female","585","0.742421550431094","0.713143798459846","0.771699302402342","2"
"No","2010","Couple + C. LE and GT 16","Female","343","0.811427180204989","0.774960075875861","0.847894284534117","2"
"No","2010","Single parent ","Male","197","0.824474880660868","0.776144750448047","0.87280501087369","2"
"No","2010","Single parent ","Female","843","0.734690970435589","0.709317106871258","0.76006483399992","2"
"Yes","2010","(Married) couple without C. ","Female","415","0.253914656928715","0.231188252339097","0.276641061518332","1"
"Yes","2010","(Married) couple without C. ","Male","307","0.226645288969353","0.204017197246884","0.249273380691823","1"
"Yes","2010","Couple + C. LE and GT 16","Female","99","0.188572819795011","0.152105715465883","0.225039924124139","1"
"Yes","2010","Couple + C. LE and GT 16","Male","92","0.117000766758263","0.0906832264241656","0.143318307092361","1"
"Yes","2010","1-pers.-HH","Female","186","0.357053148283869","0.316415231849309","0.397691064718429","1"
"Yes","2010","1-pers.-HH","Male","148","0.216590434813664","0.184218625748724","0.248962243878604","1"
"Yes","2010","Couple + C. GT 16 ","Female","272","0.257578449568906","0.228300697597658","0.286856201540154","1"
"Yes","2010","Couple + C. GT 16 ","Male","212","0.189048877447429","0.164889435466604","0.213208319428254","1"
"Yes","2010","Couple + C. LE 16 ","Female","503","0.27372374424569","0.253743639301356","0.293703849190023","1"
"Yes","2010","Couple + C. LE 16 ","Male","554","0.181183481424006","0.167929075526259","0.194437887321753","1"
"Yes","2010","Single parent ","Female","320","0.265309029564411","0.23993516600008","0.290682893128742","1"
"Yes","2010","Single parent ","Male","41","0.175525119339132","0.12719498912631","0.223855249551953","1"
"No","2011","(Married) couple without C. ","Female","1218","0.730319913805092","0.709609927524692","0.751029900085492","2"
"No","2011","(Married) couple without C. ","Male","1287","0.76975777395579","0.749674643958626","0.789840903952954","2"
"No","2011","1-pers.-HH","Female","484","0.665089082631065","0.630828961923177","0.699349203338953","2"
"No","2011","1-pers.-HH","Male","589","0.772111324057712","0.742578935532007","0.801643712583417","2"
"No","2011","Couple + C. GT 16 ","Male","932","0.829523889075378","0.807846079978921","0.851201698171835","2"
"No","2011","Couple + C. LE 16 ","Female","1688","0.726948373708775","0.708787850998601","0.74510889641895","2"
"No","2011","Couple + C. LE 16 ","Male","2724","0.817213428566631","0.804102156920069","0.830324700213193","2"
"No","2011","Couple + C. LE and GT 16","Male","597","0.842326749764929","0.815835637564294","0.868817861965563","2"
"No","2011","Couple + C. LE and GT 16","Female","457","0.76592041348869","0.732011937342405","0.799828889634976","2"
"No","2011","Couple + C. GT 16 ","Female","680","0.711433027516578","0.683180328571964","0.739685726461192","2"
"No","2011","Single parent ","Female","1104","0.766805244047435","0.745490794442555","0.788119693652315","2"
"No","2011","Single parent ","Male","253","0.817351232072982","0.774340188651038","0.860362275494925","2"
"Yes","2011","Couple + C. LE and GT 16","Female","142","0.23407958651131","0.200171110365024","0.267988062657596","1"
"Yes","2011","Couple + C. LE and GT 16","Male","130","0.157673250235071","0.131182138034436","0.184164362435706","1"
"Yes","2011","(Married) couple without C. ","Female","546","0.269680086194908","0.248970099914508","0.290390072475308","1"
"Yes","2011","(Married) couple without C. ","Male","401","0.23024222604421","0.210159096047046","0.250325356041374","1"
"Yes","2011","Single parent ","Female","408","0.233194755952565","0.211880306347685","0.254509205557445","1"
"Yes","2011","1-pers.-HH","Female","245","0.334910917368935","0.300650796661047","0.369171038076823","1"
"Yes","2011","1-pers.-HH","Male","186","0.227888675942288","0.198356287416583","0.257421064467993","1"
"Yes","2011","Couple + C. GT 16 ","Female","308","0.288566972483422","0.260314273538808","0.316819671428036","1"
"Yes","2011","Couple + C. GT 16 ","Male","224","0.170476110924622","0.148798301828165","0.192153920021079","1"
"Yes","2011","Couple + C. LE 16 ","Female","624","0.273051626291225","0.25489110358105","0.291212149001399","1"
"Yes","2011","Couple + C. LE 16 ","Male","614","0.182786571433369","0.169675299786807","0.195897843079931","1"
"Yes","2011","Single parent ","Male","57","0.182648767927019","0.139637724505075","0.225659811348962","1"
"No","2012","(Married) couple without C. ","Female","1153","0.712464838954996","0.690955694704083","0.733973983205909","2"
"No","2012","(Married) couple without C. ","Male","1221","0.772388740501013","0.751869525259139","0.792907955742887","2"
"No","2012","1-pers.-HH","Female","506","0.650569044484544","0.617321319721569","0.68381676924752","2"
"No","2012","1-pers.-HH","Male","617","0.779095579776092","0.750348040848464","0.80784311870372","2"
"No","2012","Couple + C. GT 16 ","Male","869","0.819060937926032","0.796165051983579","0.841956823868484","2"
"No","2012","Couple + C. LE 16 ","Female","1715","0.737456177538059","0.719646925567587","0.755265429508531","2"
"No","2012","Couple + C. LE 16 ","Male","2560","0.820429276839426","0.806984769335874","0.833873784342978","2"
"No","2012","Couple + C. LE and GT 16","Male","614","0.827182641158436","0.800141655970241","0.85422362634663","2"
"No","2012","Couple + C. LE and GT 16","Female","494","0.774109873854332","0.741273590464064","0.806946157244601","2"
"No","2012","Couple + C. GT 16 ","Female","631","0.715869245773234","0.686518413394272","0.745220078152195","2"
"No","2012","Single parent ","Male","259","0.847492573500968","0.80766449365197","0.887320653349967","2"
"No","2012","Single parent ","Female","1091","0.758476681157143","0.736700496475526","0.780252865838759","2"
"Yes","2012","Couple + C. LE and GT 16","Female","129","0.225890126145668","0.1930538427554","0.258726409535936","1"
"Yes","2012","Couple + C. LE and GT 16","Male","137","0.172817358841565","0.14577637365337","0.199858344029759","1"
"Yes","2012","(Married) couple without C. ","Female","548","0.287535161045004","0.266026016794091","0.309044305295917","1"
"Yes","2012","(Married) couple without C. ","Male","383","0.227611259498987","0.207092044257113","0.248130474740861","1"
"Yes","2012","Single parent ","Female","393","0.241523318842857","0.219747134161241","0.263299503524474","1"
"Yes","2012","1-pers.-HH","Female","284","0.349430955515456","0.31618323075248","0.382678680278431","1"
"Yes","2012","1-pers.-HH","Male","183","0.220904420223908","0.19215688129628","0.249651959151536","1"
"Yes","2012","Couple + C. GT 16 ","Female","276","0.284130754226766","0.254779921847805","0.313481586605728","1"
"Yes","2012","Couple + C. GT 16 ","Male","217","0.180939062073968","0.158043176131516","0.203834948016421","1"
"Yes","2012","Couple + C. LE 16 ","Female","630","0.262543822461941","0.244734570491469","0.280353074432413","1"
"Yes","2012","Couple + C. LE 16 ","Male","571","0.179570723160574","0.166126215657022","0.193015230664126","1"
"Yes","2012","Single parent ","Male","54","0.152507426499032","0.112679346650033","0.19233550634803","1"
"No","2013","(Married) couple without C. ","Female","1242","0.681102635633049","0.65972648752952","0.702478783736579","2"
"No","2013","(Married) couple without C. ","Male","1276","0.769789653060896","0.749514395533315","0.790064910588476","2"
"No","2013","1-pers.-HH","Female","540","0.635503777572288","0.602820080665708","0.668187474478867","2"
"No","2013","1-pers.-HH","Male","688","0.798332602240168","0.771484460809445","0.825180743670891","2"
"No","2013","Couple + C. GT 16 ","Male","923","0.796446787172397","0.773084108707367","0.819809465637426","2"
"No","2013","Couple + C. LE 16 ","Female","1886","0.733840953407016","0.716827119810581","0.750854787003452","2"
"No","2013","Couple + C. LE 16 ","Male","2751","0.824698099425767","0.811731245652943","0.837664953198592","2"
"No","2013","Couple + C. LE and GT 16","Male","726","0.843441128991279","0.819349919589721","0.867532338392836","2"
"No","2013","Couple + C. LE and GT 16","Female","609","0.765967479636031","0.73644330157517","0.795491657696891","2"
"No","2013","Couple + C. GT 16 ","Female","731","0.709413671785304","0.681832666474758","0.736994677095851","2"
"No","2013","Single parent ","Female","1130","0.744841229142117","0.723103160594428","0.766579297689805","2"
"No","2013","Single parent ","Male","281","0.792505224120144","0.749652984961298","0.835357463278991","2"
"Yes","2013","(Married) couple without C. ","Female","584","0.318897364366951","0.297521216263421","0.34027351247048","1"
"Yes","2013","(Married) couple without C. ","Male","380","0.230210346939104","0.209935089411524","0.250485604466685","1"
"Yes","2013","Couple + C. LE and GT 16","Female","181","0.234032520363969","0.204508342303109","0.26355669842483","1"
"Yes","2013","Couple + C. LE and GT 16","Male","148","0.156558871008721","0.132467661607164","0.180650080410279","1"
"Yes","2013","1-pers.-HH","Female","293","0.364496222427712","0.331812525521133","0.397179919334292","1"
"Yes","2013","1-pers.-HH","Male","170","0.201667397759832","0.174819256329109","0.228515539190555","1"
"Yes","2013","Couple + C. GT 16 ","Female","310","0.290586328214696","0.263005322904149","0.318167333525242","1"
"Yes","2013","Couple + C. GT 16 ","Male","218","0.203553212827603","0.180190534362574","0.226915891292633","1"
"Yes","2013","Couple + C. LE 16 ","Female","706","0.266159046592984","0.249145212996548","0.283172880189419","1"
"Yes","2013","Couple + C. LE 16 ","Male","552","0.175301900574233","0.162335046801408","0.188268754347057","1"
"Yes","2013","Single parent ","Female","415","0.255158770857883","0.233420702310195","0.276896839405572","1"
"Yes","2013","Single parent ","Male","63","0.207494775879856","0.164642536721009","0.250347015038702","1"
"No","2014","(Married) couple without C. ","Female","1200","0.684713431602367","0.66302495274991","0.706401910454824","2"
"No","2014","(Married) couple without C. ","Male","1200","0.751462946950186","0.730214093546047","0.772711800354325","2"
"No","2014","1-pers.-HH","Female","483","0.627450671432348","0.593256729668815","0.661644613195881","2"
"No","2014","1-pers.-HH","Male","602","0.784075947476782","0.755013491960657","0.813138402992907","2"
"No","2014","Couple + C. GT 16 ","Male","840","0.815052819538085","0.791226073292138","0.838879565784033","2"
"No","2014","Couple + C. LE 16 ","Female","1644","0.713895714938159","0.695296006574617","0.732495423301701","2"
"No","2014","Couple + C. LE 16 ","Male","2277","0.799002421977684","0.784054378659286","0.813950465296082","2"
"No","2014","Couple + C. LE and GT 16","Male","659","0.828012170890083","0.801894880102264","0.854129461677903","2"
"No","2014","Couple + C. LE and GT 16","Female","515","0.71848502213752","0.685310448258951","0.751659596016089","2"
"No","2014","Couple + C. GT 16 ","Female","691","0.731820420227239","0.703604889979943","0.760035950474535","2"
"No","2014","Single parent ","Male","252","0.854083982405183","0.813662144749604","0.894505820060762","2"
"No","2014","Single parent ","Female","908","0.721416042840541","0.696643036149432","0.74618904953165","2"
"Yes","2014","(Married) couple without C. ","Female","563","0.315286568397633","0.293598089545176","0.336975047250089","1"
"Yes","2014","(Married) couple without C. ","Male","389","0.248537053049814","0.227288199645675","0.269785906453953","1"
"Yes","2014","Couple + C. LE and GT 16","Female","191","0.28151497786248","0.248340403983911","0.314689551741049","1"
"Yes","2014","Couple + C. LE and GT 16","Male","143","0.171987829109917","0.145870538322097","0.198105119897736","1"
"Yes","2014","1-pers.-HH","Female","285","0.372549328567652","0.338355386804119","0.406743270331185","1"
"Yes","2014","1-pers.-HH","Male","168","0.215924052523218","0.186861597007093","0.244986508039343","1"
"Yes","2014","Couple + C. GT 16 ","Female","256","0.268179579772761","0.239964049525465","0.296395110020056","1"
"Yes","2014","Couple + C. GT 16 ","Male","180","0.184947180461915","0.161120434215967","0.208773926707862","1"
"Yes","2014","Couple + C. LE 16 ","Female","624","0.286104285061841","0.267504576698299","0.304703993425383","1"
"Yes","2014","Couple + C. LE 16 ","Male","484","0.200997578022316","0.186049534703918","0.215945621340714","1"
"Yes","2014","Single parent ","Female","350","0.278583957159459","0.25381095046835","0.303356963850568","1"
"Yes","2014","Single parent ","Male","41","0.145916017594817","0.105494179939238","0.186337855250396","1"
"No","2015","(Married) couple without C. ","Female","1251","0.685438721366147","0.664041087321989","0.706836355410306","2"
"No","2015","(Married) couple without C. ","Male","1267","0.765883972636614","0.745339969271981","0.786427976001247","2"
"No","2015","1-pers.-HH","Female","556","0.650886494917704","0.618319016922703","0.683453972912706","2"
"No","2015","1-pers.-HH","Male","661","0.810676249145465","0.783829128531477","0.837523369759453","2"
"No","2015","Couple + C. GT 16 ","Male","793","0.849612416763036","0.827036189774703","0.87218864375137","2"
"No","2015","Couple + C. GT 16 ","Female","661","0.692744482389924","0.663013202346189","0.72247576243366","2"
"No","2015","Couple + C. LE 16 ","Female","1566","0.70216820774387","0.682984730484673","0.721351685003067","2"
"No","2015","Couple + C. LE 16 ","Male","2224","0.792786592486053","0.777543598338704","0.808029586633402","2"
"No","2015","Couple + C. LE and GT 16","Female","515","0.73435445562541","0.701728300515656","0.766980610735165","2"
"No","2015","Couple + C. LE and GT 16","Male","656","0.84558000566455","0.820334164613781","0.87082584671532","2"
"No","2015","Single parent ","Female","857","0.754325651601138","0.729805023838246","0.778846279364029","2"
"No","2015","Single parent ","Male","253","0.795997146313608","0.750397514048972","0.841596778578244","2"
"Yes","2015","(Married) couple without C. ","Female","558","0.314561278633853","0.293163644589694","0.335958912678011","1"
"Yes","2015","(Married) couple without C. ","Male","365","0.234116027363386","0.213572023998753","0.254660030728019","1"
"Yes","2015","Couple + C. LE and GT 16","Female","189","0.26564554437459","0.233019389264835","0.298271699484344","1"
"Yes","2015","Couple + C. LE and GT 16","Male","131","0.15441999433545","0.12917415328468","0.179665835386219","1"
"Yes","2015","1-pers.-HH","Female","267","0.349113505082296","0.316546027087294","0.381680983077297","1"
"Yes","2015","1-pers.-HH","Male","157","0.189323750854536","0.162476630240548","0.216170871468523","1"
"Yes","2015","Couple + C. GT 16 ","Female","264","0.307255517610075","0.27752423756634","0.336986797653811","1"
"Yes","2015","Couple + C. GT 16 ","Male","170","0.150387583236964","0.12781135624863","0.172963810225297","1"
"Yes","2015","Couple + C. LE 16 ","Female","617","0.29783179225613","0.278648314996933","0.317015269515327","1"
"Yes","2015","Couple + C. LE 16 ","Male","492","0.207213407513947","0.191970413366598","0.222456401661296","1"
"Yes","2015","Single parent ","Female","327","0.245674348398862","0.221153720635971","0.270194976161754","1"
"Yes","2015","Single parent ","Male","47","0.204002853686392","0.158403221421756","0.249602485951028","1"
"No","2016","(Married) couple without C. ","Female","1194","0.695622120483008","0.673951697781369","0.717292543184646","2"
"No","2016","(Married) couple without C. ","Male","1154","0.753556321674559","0.731834867551068","0.775277775798049","2"
"No","2016","1-pers.-HH","Female","539","0.671820346073492","0.63899425118848","0.704646440958504","2"
"No","2016","1-pers.-HH","Male","709","0.786462694881182","0.759402178538171","0.813523211224194","2"
"No","2016","Couple + C. GT 16 ","Male","728","0.84789154164219","0.824244432062837","0.871538651221543","2"
"No","2016","Couple + C. LE 16 ","Female","1437","0.698996721322164","0.678893934113092","0.719099508531236","2"
"No","2016","Couple + C. LE 16 ","Male","2027","0.798062379376458","0.782272210749493","0.813852548003424","2"
"No","2016","Couple + C. GT 16 ","Female","647","0.72590001920025","0.69652865377699","0.755271384623511","2"
"No","2016","Couple + C. LE and GT 16","Male","636","0.819827479452039","0.792786479768582","0.846868479135497","2"
"No","2016","Couple + C. LE and GT 16","Female","470","0.688307488918855","0.653722080283356","0.722892897554354","2"
"No","2016","Single parent ","Male","243","0.805977115872949","0.760385288121231","0.851568943624666","2"
"No","2016","Single parent ","Female","803","0.739533125162925","0.713608678408901","0.765457571916949","2"
"Yes","2016","(Married) couple without C. ","Female","538","0.304377879516992","0.282707456815354","0.326048302218631","1"
"Yes","2016","(Married) couple without C. ","Male","358","0.246443678325441","0.224722224201951","0.268165132448932","1"
"Yes","2016","Couple + C. LE and GT 16","Female","219","0.311692511081145","0.277107102445646","0.346277919716644","1"
"Yes","2016","Couple + C. LE and GT 16","Male","140","0.180172520547961","0.153131520864503","0.207213520231418","1"
"Yes","2016","Single parent ","Female","298","0.260466874837075","0.234542428083051","0.286391321591099","1"
"Yes","2016","Single parent ","Male","46","0.194022884127051","0.148431056375334","0.239614711878769","1"
"Yes","2016","1-pers.-HH","Female","247","0.328179653926508","0.295353559041496","0.36100574881152","1"
"Yes","2016","1-pers.-HH","Male","172","0.213537305118818","0.186476788775806","0.240597821461829","1"
"Yes","2016","Couple + C. GT 16 ","Female","239","0.27409998079975","0.244728615376489","0.30347134622301","1"
"Yes","2016","Couple + C. GT 16 ","Male","158","0.15210845835781","0.128461348778457","0.175755567937163","1"
"Yes","2016","Couple + C. LE 16 ","Female","563","0.301003278677836","0.280900491468764","0.321106065886908","1"
"Yes","2016","Couple + C. LE 16 ","Male","456","0.201937620623542","0.186147451996576","0.217727789250507","1"
"No","2017","(Married) couple without C. ","Female","1418","0.697790314005319","0.67779915953923","0.717781468471409","2"
"No","2017","(Married) couple without C. ","Male","1401","0.767206721764694","0.747769616502552","0.786643827026836","2"
"No","2017","1-pers.-HH","Female","636","0.672938164070316","0.643261506254684","0.702614821885949","2"
"No","2017","1-pers.-HH","Male","983","0.78265291778177","0.75931731737029","0.80598851819325","2"
"No","2017","Couple + C. GT 16 ","Male","865","0.831266875259854","0.808858073115594","0.853675677404113","2"
"No","2017","Couple + C. LE 16 ","Female","1535","0.71012070138148","0.690888945918653","0.729352456844306","2"
"No","2017","Couple + C. LE 16 ","Male","2171","0.794022066384384","0.778630317629923","0.809413815138845","2"
"No","2017","Couple + C. LE and GT 16","Female","530","0.699818481846169","0.66731827758625","0.732318686106087","2"
"No","2017","Couple + C. LE and GT 16","Male","679","0.827205228394985","0.801530992661524","0.852879464128446","2"
"No","2017","Couple + C. GT 16 ","Female","738","0.698365855381033","0.671143949916947","0.72558776084512","2"
"No","2017","Single parent ","Female","817","0.731196255938021","0.705185640392884","0.757206871483158","2"
"No","2017","Single parent ","Male","284","0.865497802867834","0.828685855255489","0.90230975048018","2"
"Yes","2017","(Married) couple without C. ","Female","609","0.302209685994681","0.282218531528591","0.32220084046077","1"
"Yes","2017","(Married) couple without C. ","Male","415","0.232793278235306","0.213356172973164","0.252230383497448","1"
"Yes","2017","Couple + C. LE and GT 16","Female","234","0.300181518153831","0.267681313893913","0.33268172241375","1"
"Yes","2017","Couple + C. LE and GT 16","Male","154","0.172794771605015","0.147120535871554","0.198469007338476","1"
"Yes","2017","Single parent ","Female","299","0.268803744061979","0.242793128516842","0.294814359607116","1"
"Yes","2017","Single parent ","Male","46","0.134502197132166","0.0976902495198202","0.171314144744511","1"
"Yes","2017","1-pers.-HH","Female","324","0.327061835929684","0.297385178114051","0.356738493745316","1"
"Yes","2017","1-pers.-HH","Male","217","0.21734708221823","0.19401148180675","0.24068268262971","1"
"Yes","2017","Couple + C. GT 16 ","Female","354","0.301634144618967","0.27441223915488","0.328856050083053","1"
"Yes","2017","Couple + C. GT 16 ","Male","208","0.168733124740146","0.146324322595887","0.191141926884406","1"
"Yes","2017","Couple + C. LE 16 ","Female","603","0.289879298618521","0.270647543155694","0.309111054081347","1"
"Yes","2017","Couple + C. LE 16 ","Male","481","0.205977933615616","0.190586184861155","0.221369682370077","1"
"No","2018","(Married) couple without C. ","Female","1288","0.66350845300363","0.642290137127253","0.684726768880007","2"
"No","2018","(Married) couple without C. ","Male","1312","0.766963449489311","0.746872739271073","0.787054159707549","2"
"No","2018","1-pers.-HH","Female","666","0.680528240642594","0.65138011418692","0.709676367098267","2"
"No","2018","1-pers.-HH","Male","1035","0.763493535037044","0.740104481141884","0.786882588932203","2"
"No","2018","Couple + C. GT 16 ","Male","795","0.839346508732527","0.816379307517922","0.862313709947133","2"
"No","2018","Couple + C. LE 16 ","Female","1415","0.708231708784896","0.688178621402077","0.728284796167714","2"
"No","2018","Couple + C. LE 16 ","Male","2022","0.780228078035092","0.764008938150709","0.796447217919476","2"
"No","2018","Couple + C. GT 16 ","Female","719","0.71280302501734","0.68507716847377","0.740528881560911","2"
"No","2018","Couple + C. LE and GT 16","Female","531","0.764357432809062","0.733738148918107","0.794976716700017","2"
"No","2018","Couple + C. LE and GT 16","Male","679","0.772883360773461","0.744207093458513","0.801559628088409","2"
"No","2018","Single parent ","Female","755","0.719546735658321","0.692452563548553","0.746640907768088","2"
"No","2018","Single parent ","Male","304","0.827430287404257","0.788177447150596","0.866683127657918","2"
"Yes","2018","(Married) couple without C. ","Female","617","0.33649154699637","0.315273231119993","0.357709862872746","1"
"Yes","2018","(Married) couple without C. ","Male","389","0.233036550510689","0.212945840292451","0.253127260728927","1"
"Yes","2018","1-pers.-HH","Female","317","0.319471759357406","0.290323632901733","0.34861988581308","1"
"Yes","2018","1-pers.-HH","Male","233","0.236506464962956","0.213117411067797","0.259895518858116","1"
"Yes","2018","Couple + C. GT 16 ","Female","304","0.28719697498266","0.259471118439089","0.314922831526231","1"
"Yes","2018","Couple + C. GT 16 ","Male","187","0.160653491267473","0.137686290052868","0.183620692482078","1"
"Yes","2018","Couple + C. LE 16 ","Female","559","0.291768291215104","0.271715203832286","0.311821378597923","1"
"Yes","2018","Couple + C. LE 16 ","Male","482","0.219771921964908","0.203552782080524","0.235991061849291","1"
"Yes","2018","Couple + C. LE and GT 16","Female","207","0.235642567190938","0.205023283299983","0.266261851081893","1"
"Yes","2018","Couple + C. LE and GT 16","Male","141","0.227116639226539","0.198440371911591","0.255792906541487","1"
"Yes","2018","Single parent ","Female","301","0.280453264341679","0.253359092231912","0.307547436451447","1"
"Yes","2018","Single parent ","Male","52","0.172569712595743","0.133316872342082","0.211822552849404","1"
