"pgoeffd","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2007","Not Working","(2a) intermediate vocational","9","","",""
"Yes","2007","Not Working","(2c_gen) general maturity certificate","3","","",""
"Yes","2007","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2007","Not Working","(3a) lower tertiary education","3","","",""
"Yes","2007","Not Working","(3b) higher tertiary education","9","","",""
"No","2007","Full Time","(0) in school","","","",""
"No","2007","Full Time","(1a) inadequately completed","31","0.743572288474842","0.604736839513989","0.882407737435696"
"No","2007","Full Time","(1b) general elementary school","227","0.857512783347409","0.815105925897037","0.899919640797782"
"No","2007","Full Time","(1c) basic vocational qualification","1391","0.842400558202622","0.824898963089102","0.859902153316142"
"No","2007","Full Time","(2b) intermediate general qualification","126","0.864698241650872","0.811364315433556","0.918032167868188"
"No","2007","Full Time","(2a) intermediate vocational","1712","0.754004897156532","0.73618574736023","0.771824046952835"
"No","2007","Full Time","(2c_gen) general maturity certificate","119","0.691376843888838","0.618421115201517","0.76433257257616"
"No","2007","Full Time","(2c_voc) vocational maturity certificate","556","0.777092417073712","0.746796936599698","0.807387897547726"
"No","2007","Full Time","(3a) lower tertiary education","567","0.723381349231157","0.69298574291831","0.753776955544003"
"No","2007","Full Time","(3b) higher tertiary education","829","0.605427954207672","0.579871280952574","0.63098462746277"
"No","2007","Part Time","(0) in school","27","","",""
"No","2007","Part Time","(1a) inadequately completed","19","","",""
"No","2007","Part Time","(1b) general elementary school","197","0.82669908158828","0.778712114710387","0.874686048466174"
"No","2007","Part Time","(1c) basic vocational qualification","678","0.867012691847689","0.843349262998673","0.890676120696706"
"No","2007","Part Time","(2b) intermediate general qualification","88","0.807614835959635","0.733953484660685","0.881276187258586"
"No","2007","Part Time","(2a) intermediate vocational","826","0.791743909324383","0.767436318354382","0.816051500294384"
"No","2007","Part Time","(2c_gen) general maturity certificate","156","0.756548142101887","0.698364650590271","0.814731633613504"
"No","2007","Part Time","(2c_voc) vocational maturity certificate","257","0.709391744459014","0.661271028893507","0.757512460024522"
"No","2007","Part Time","(3a) lower tertiary education","176","0.643325469583485","0.587906484946147","0.698744454220823"
"No","2007","Part Time","(3b) higher tertiary education","273","0.590652458058613","0.546709665370178","0.634595250747047"
"No","2007","Not Working","(0) in school","2","","",""
"No","2007","Not Working","(1a) inadequately completed","1","","",""
"No","2007","Not Working","(1b) general elementary school","12","","",""
"No","2007","Not Working","(1c) basic vocational qualification","31","0.728435487652755","0.588847565234909","0.8680234100706"
"No","2007","Not Working","(2b) intermediate general qualification","9","","",""
"No","2007","Not Working","(2a) intermediate vocational","50","0.939490153233833","0.878651270757347","1.00032903571032"
"No","2007","Not Working","(2c_gen) general maturity certificate","14","","",""
"No","2007","Not Working","(2c_voc) vocational maturity certificate","16","","",""
"No","2007","Not Working","(3a) lower tertiary education","6","","",""
"No","2007","Not Working","(3b) higher tertiary education","12","","",""
"Yes","2008","Full Time","(0) in school","","","",""
"Yes","2008","Full Time","(1a) inadequately completed","5","","",""
"Yes","2008","Full Time","(1b) general elementary school","34","0.142604221367973","0.0981803427512724","0.187028099984673"
"Yes","2008","Full Time","(1c) basic vocational qualification","236","0.139638892811728","0.122127389755135","0.157150395868321"
"Yes","2008","Full Time","(2b) intermediate general qualification","26","","",""
"Yes","2008","Full Time","(2a) intermediate vocational","503","0.249291087107013","0.230854434737802","0.267727739476223"
"Yes","2008","Full Time","(2c_gen) general maturity certificate","30","0.282959734263646","0.205825613251836","0.360093855275455"
"Yes","2008","Full Time","(2c_voc) vocational maturity certificate","154","0.230846394681603","0.198402821730128","0.263289967633078"
"Yes","2008","Full Time","(3a) lower tertiary education","256","0.298914183195163","0.266642828560504","0.331185537829823"
"Yes","2008","Full Time","(3b) higher tertiary education","495","0.358943025971687","0.332643753258565","0.385242298684808"
"Yes","2008","Part Time","(0) in school","","","",""
"Yes","2008","Part Time","(1a) inadequately completed","6","","",""
"Yes","2008","Part Time","(1b) general elementary school","36","0.221201779152907","0.163534649388979","0.278868908916834"
"Yes","2008","Part Time","(1c) basic vocational qualification","111","0.156350178037147","0.129368200843205","0.183332155231089"
"Yes","2008","Part Time","(2b) intermediate general qualification","21","","",""
"Yes","2008","Part Time","(2a) intermediate vocational","235","0.218304308739724","0.192035746615778","0.244572870863671"
"Yes","2008","Part Time","(2c_gen) general maturity certificate","45","0.168915451878067","0.114481521862754","0.22334938189338"
"Yes","2008","Part Time","(2c_voc) vocational maturity certificate","74","0.247471959580032","0.200840985861284","0.294102933298779"
"Yes","2008","Part Time","(3a) lower tertiary education","100","0.383860584463816","0.324286913196391","0.44343425573124"
"Yes","2008","Part Time","(3b) higher tertiary education","201","0.402542415973044","0.357130644088895","0.447954187857193"
"Yes","2008","Not Working","(0) in school","1","","",""
"Yes","2008","Not Working","(1a) inadequately completed","","","",""
"Yes","2008","Not Working","(1b) general elementary school","2","","",""
"Yes","2008","Not Working","(1c) basic vocational qualification","2","","",""
"Yes","2008","Not Working","(2b) intermediate general qualification","1","","",""
"Yes","2008","Not Working","(2a) intermediate vocational","7","","",""
"Yes","2008","Not Working","(2c_gen) general maturity certificate","3","","",""
"Yes","2008","Not Working","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2008","Not Working","(3a) lower tertiary education","1","","",""
"Yes","2008","Not Working","(3b) higher tertiary education","6","","",""
"No","2008","Full Time","(0) in school","2","","",""
"No","2008","Full Time","(1a) inadequately completed","29","","",""
"No","2008","Full Time","(1b) general elementary school","204","0.857395778632027","0.812971900015326","0.901819657248728"
"No","2008","Full Time","(1c) basic vocational qualification","1269","0.860361107188272","0.842849604131679","0.877872610244865"
"No","2008","Full Time","(2b) intermediate general qualification","110","0.840678439575851","0.779170544164294","0.902186334987407"
"No","2008","Full Time","(2a) intermediate vocational","1612","0.750708912892987","0.732272260523777","0.769145565262198"
"No","2008","Full Time","(2c_gen) general maturity certificate","101","0.717040265736354","0.639906144724545","0.794174386748164"
"No","2008","Full Time","(2c_voc) vocational maturity certificate","494","0.769153605318397","0.736710032366921","0.801597178269872"
"No","2008","Full Time","(3a) lower tertiary education","517","0.701085816804837","0.668814462170177","0.733357171439496"
"No","2008","Full Time","(3b) higher tertiary education","783","0.641056974028313","0.614757701315192","0.667356246741435"
"No","2008","Part Time","(0) in school","18","","",""
"No","2008","Part Time","(1a) inadequately completed","18","","",""
"No","2008","Part Time","(1b) general elementary school","163","0.778798220847093","0.721131091083166","0.836465350611021"
"No","2008","Part Time","(1c) basic vocational qualification","585","0.843649821962853","0.816667844768911","0.870631799156795"
"No","2008","Part Time","(2b) intermediate general qualification","72","0.81305246013829","0.733815869962458","0.892289050314123"
"No","2008","Part Time","(2a) intermediate vocational","715","0.781695691260276","0.755427129136329","0.807964253384222"
"No","2008","Part Time","(2c_gen) general maturity certificate","137","0.831084548121933","0.77665061810662","0.885518478137246"
"No","2008","Part Time","(2c_voc) vocational maturity certificate","255","0.752528040419968","0.705897066701221","0.799159014138715"
"No","2008","Part Time","(3a) lower tertiary education","156","0.616139415536184","0.55656574426876","0.675713086803609"
"No","2008","Part Time","(3b) higher tertiary education","247","0.597457584026956","0.552045812142807","0.642869355911105"
"No","2008","Not Working","(0) in school","5","","",""
"No","2008","Not Working","(1a) inadequately completed","2","","",""
"No","2008","Not Working","(1b) general elementary school","12","","",""
"No","2008","Not Working","(1c) basic vocational qualification","17","","",""
"No","2008","Not Working","(2b) intermediate general qualification","9","","",""
"No","2008","Not Working","(2a) intermediate vocational","35","0.852441353308628","0.745181294061046","0.959701412556209"
"No","2008","Not Working","(2c_gen) general maturity certificate","12","","",""
"No","2008","Not Working","(2c_voc) vocational maturity certificate","9","","",""
"No","2008","Not Working","(3a) lower tertiary education","12","","",""
"No","2008","Not Working","(3b) higher tertiary education","17","","",""
"Yes","2009","Full Time","(0) in school","","","",""
"Yes","2009","Full Time","(1a) inadequately completed","5","","",""
"Yes","2009","Full Time","(1b) general elementary school","35","0.136108966504383","0.0912037356693621","0.181014197339404"
"Yes","2009","Full Time","(1c) basic vocational qualification","226","0.155712644443927","0.13647779248734","0.174947496400513"
"Yes","2009","Full Time","(2b) intermediate general qualification","25","","",""
"Yes","2009","Full Time","(2a) intermediate vocational","467","0.241815238234923","0.223248172886665","0.260382303583182"
"Yes","2009","Full Time","(2c_gen) general maturity certificate","25","","",""
"Yes","2009","Full Time","(2c_voc) vocational maturity certificate","146","0.226891919012033","0.193790992224204","0.259992845799863"
"Yes","2009","Full Time","(3a) lower tertiary education","263","0.305501939657254","0.273030551991574","0.337973327322934"
"Yes","2009","Full Time","(3b) higher tertiary education","473","0.351778485306903","0.325146044516118","0.378410926097688"
"Yes","2009","Part Time","(0) in school","1","","",""
"Yes","2009","Part Time","(1a) inadequately completed","5","","",""
"Yes","2009","Part Time","(1b) general elementary school","34","0.172027716278395","0.119326323902573","0.224729108654217"
"Yes","2009","Part Time","(1c) basic vocational qualification","110","0.148171705229395","0.122149131348587","0.174194279110204"
"Yes","2009","Part Time","(2b) intermediate general qualification","13","","",""
"Yes","2009","Part Time","(2a) intermediate vocational","240","0.220343615611664","0.194380392785559","0.246306838437769"
"Yes","2009","Part Time","(2c_gen) general maturity certificate","38","0.10543199623353","0.0627628013968062","0.148101191070253"
