"pgoeffd","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2001","Part Time","(2c_voc) vocational maturity certificate","197","0.763902871197425","0.711778308459049","0.816027433935801"
"No","2001","Part Time","(3a) lower tertiary education","100","0.502952933456962","0.434002843588504","0.571903023325421"
"No","2001","Part Time","(3b) higher tertiary education","164","0.553353650071394","0.49913732033409","0.607569979808698"
"No","2001","Not Working","(0) in school","9","","",""
"No","2001","Not Working","(1a) inadequately completed","1","","",""
"No","2001","Not Working","(1b) general elementary school","19","","",""
"No","2001","Not Working","(1c) basic vocational qualification","33","0.8382337720598","0.724118281401453","0.952349262718146"
"No","2001","Not Working","(2b) intermediate general qualification","10","","",""
"No","2001","Not Working","(2a) intermediate vocational","40","0.789477767806877","0.679721560427064","0.899233975186689"
"No","2001","Not Working","(2c_gen) general maturity certificate","8","","",""
"No","2001","Not Working","(2c_voc) vocational maturity certificate","10","","",""
"No","2001","Not Working","(3a) lower tertiary education","11","","",""
"No","2001","Not Working","(3b) higher tertiary education","11","","",""
"Yes","2002","Full Time","(0) in school","1","","",""
"Yes","2002","Full Time","(1a) inadequately completed","8","","",""
"Yes","2002","Full Time","(1b) general elementary school","51","0.119496074680215","0.0902019783493595","0.14879017101107"
"Yes","2002","Full Time","(1c) basic vocational qualification","356","0.165834365042837","0.150369737062971","0.181298993022704"
"Yes","2002","Full Time","(2b) intermediate general qualification","28","","",""
"Yes","2002","Full Time","(2a) intermediate vocational","657","0.261608483629121","0.244820755693342","0.278396211564901"
"Yes","2002","Full Time","(2c_gen) general maturity certificate","39","0.203685169620866","0.143671919692611","0.263698419549122"
"Yes","2002","Full Time","(2c_voc) vocational maturity certificate","187","0.257260343447854","0.226445279532869","0.28807540736284"
"Yes","2002","Full Time","(3a) lower tertiary education","324","0.290296135843441","0.262427211189539","0.318165060497343"
"Yes","2002","Full Time","(3b) higher tertiary education","670","0.373067310734941","0.349546129163728","0.396588492306154"
"Yes","2002","Part Time","(0) in school","5","","",""
"Yes","2002","Part Time","(1a) inadequately completed","6","","",""
"Yes","2002","Part Time","(1b) general elementary school","62","0.197954083701025","0.154832667274921","0.241075500127129"
"Yes","2002","Part Time","(1c) basic vocational qualification","160","0.167957103148327","0.143721879067656","0.192192327228998"
"Yes","2002","Part Time","(2b) intermediate general qualification","28","","",""
"Yes","2002","Part Time","(2a) intermediate vocational","309","0.262356819446597","0.23626489475463","0.288448744138564"
"Yes","2002","Part Time","(2c_gen) general maturity certificate","59","0.242309244008542","0.188546161189781","0.296072326827303"
"Yes","2002","Part Time","(2c_voc) vocational maturity certificate","74","0.234541102636697","0.186832445148076","0.282249760125317"
"Yes","2002","Part Time","(3a) lower tertiary education","106","0.396622099230411","0.335240763900498","0.458003434560325"
"Yes","2002","Part Time","(3b) higher tertiary education","235","0.430101748079429","0.386130592756037","0.474072903402821"
"Yes","2002","Not Working","(0) in school","1","","",""
"Yes","2002","Not Working","(1a) inadequately completed","","","",""
"Yes","2002","Not Working","(1b) general elementary school","1","","",""
"Yes","2002","Not Working","(1c) basic vocational qualification","6","","",""
"Yes","2002","Not Working","(2b) intermediate general qualification","2","","",""
"Yes","2002","Not Working","(2a) intermediate vocational","5","","",""
"Yes","2002","Not Working","(2c_gen) general maturity certificate","5","","",""
"Yes","2002","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2002","Not Working","(3a) lower tertiary education","5","","",""
"Yes","2002","Not Working","(3b) higher tertiary education","10","","",""
"No","2002","Full Time","(0) in school","2","","",""
"No","2002","Full Time","(1a) inadequately completed","54","0.896913743564355","0.82122557965663","0.972601907472079"
"No","2002","Full Time","(1b) general elementary school","420","0.880503925319785","0.85120982898893","0.909798021650641"
"No","2002","Full Time","(1c) basic vocational qualification","1866","0.834165634957163","0.818701006977296","0.849630262937029"
"No","2002","Full Time","(2b) intermediate general qualification","183","0.88007570977524","0.836240765476215","0.923910654074264"
"No","2002","Full Time","(2a) intermediate vocational","1976","0.738391516370879","0.721603788435099","0.755179244306658"
"No","2002","Full Time","(2c_gen) general maturity certificate","134","0.796314830379134","0.736301580450878","0.856328080307389"
"No","2002","Full Time","(2c_voc) vocational maturity certificate","586","0.742739656552146","0.71192459263716","0.773554720467131"
"No","2002","Full Time","(3a) lower tertiary education","695","0.709703864156559","0.681834939502657","0.737572788810461"
"No","2002","Full Time","(3b) higher tertiary education","954","0.626932689265059","0.603411507693846","0.650453870836272"
"No","2002","Part Time","(0) in school","54","0.887489654154626","0.806859040604134","0.968120267705119"
"No","2002","Part Time","(1a) inadequately completed","35","0.931071465128584","0.853527644566374","1.00861528569079"
"No","2002","Part Time","(1b) general elementary school","266","0.802045916298975","0.758924499872871","0.845167332725079"
"No","2002","Part Time","(1c) basic vocational qualification","754","0.832042896851673","0.807807672771002","0.856278120932344"
"No","2002","Part Time","(2b) intermediate general qualification","124","0.810583728858435","0.748291498734595","0.872875958982274"
"No","2002","Part Time","(2a) intermediate vocational","783","0.737643180553403","0.711551255861436","0.76373510524537"
"No","2002","Part Time","(2c_gen) general maturity certificate","185","0.757690755991458","0.703927673172697","0.811453838810219"
"No","2002","Part Time","(2c_voc) vocational maturity certificate","229","0.765458897363303","0.717750239874683","0.813167554851924"
"No","2002","Part Time","(3a) lower tertiary education","138","0.603377900769589","0.541996565439675","0.664759236099502"
"No","2002","Part Time","(3b) higher tertiary education","252","0.569898251920571","0.525927096597179","0.613869407243963"
"No","2002","Not Working","(0) in school","7","","",""
"No","2002","Not Working","(1a) inadequately completed","3","","",""
"No","2002","Not Working","(1b) general elementary school","20","","",""
"No","2002","Not Working","(1c) basic vocational qualification","32","0.855185436025377","0.743295104338044","0.96707576771271"
"No","2002","Not Working","(2b) intermediate general qualification","17","","",""
"No","2002","Not Working","(2a) intermediate vocational","42","0.912959609072694","0.832368828813773","0.993550389331615"
"No","2002","Not Working","(2c_gen) general maturity certificate","12","","",""
"No","2002","Not Working","(2c_voc) vocational maturity certificate","11","","",""
"No","2002","Not Working","(3a) lower tertiary education","8","","",""
"No","2002","Not Working","(3b) higher tertiary education","13","","",""
"Yes","2003","Full Time","(0) in school","","","",""
"Yes","2003","Full Time","(1a) inadequately completed","6","","",""
"Yes","2003","Full Time","(1b) general elementary school","46","0.153038530569816","0.116935086775106","0.189141974364527"
"Yes","2003","Full Time","(1c) basic vocational qualification","312","0.171211706553891","0.154366631874214","0.188056781233569"
"Yes","2003","Full Time","(2b) intermediate general qualification","33","0.19216525259223","0.138230355327946","0.246100149856514"
"Yes","2003","Full Time","(2a) intermediate vocational","631","0.280090914274621","0.262061799321566","0.298120029227676"
"Yes","2003","Full Time","(2c_gen) general maturity certificate","41","0.3037246268214","0.231791525354401","0.375657728288399"
"Yes","2003","Full Time","(2c_voc) vocational maturity certificate","177","0.263345571137615","0.230947897345993","0.295743244929237"
"Yes","2003","Full Time","(3a) lower tertiary education","284","0.29027973834632","0.260642505037582","0.319916971655058"
"Yes","2003","Full Time","(3b) higher tertiary education","602","0.365030378839248","0.34036050625395","0.389700251424546"
"Yes","2003","Part Time","(0) in school","3","","",""
"Yes","2003","Part Time","(1a) inadequately completed","4","","",""
"Yes","2003","Part Time","(1b) general elementary school","52","0.209373839591633","0.16102228546413","0.257725393719136"
"Yes","2003","Part Time","(1c) basic vocational qualification","154","0.186993943268609","0.160175674623747","0.213812211913472"
"Yes","2003","Part Time","(2b) intermediate general qualification","24","","",""
"Yes","2003","Part Time","(2a) intermediate vocational","276","0.256990096787239","0.229728894222993","0.284251299351484"
"Yes","2003","Part Time","(2c_gen) general maturity certificate","41","0.230384155696466","0.170977823358569","0.289790488034363"
"Yes","2003","Part Time","(2c_voc) vocational maturity certificate","78","0.284306003989313","0.232567559462767","0.336044448515859"
"Yes","2003","Part Time","(3a) lower tertiary education","106","0.384962538237571","0.322882480982309","0.447042595492834"
"Yes","2003","Part Time","(3b) higher tertiary education","201","0.400434019390874","0.353849931047988","0.447018107733761"
"Yes","2003","Not Working","(0) in school","","","",""
"Yes","2003","Not Working","(1a) inadequately completed","","","",""
"Yes","2003","Not Working","(1b) general elementary school","1","","",""
"Yes","2003","Not Working","(1c) basic vocational qualification","1","","",""
"Yes","2003","Not Working","(2b) intermediate general qualification","1","","",""
"Yes","2003","Not Working","(2a) intermediate vocational","8","","",""
"Yes","2003","Not Working","(2c_gen) general maturity certificate","5","","",""
"Yes","2003","Not Working","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2003","Not Working","(3a) lower tertiary education","","","",""
"Yes","2003","Not Working","(3b) higher tertiary education","4","","",""
"No","2003","Full Time","(0) in school","","","",""
"No","2003","Full Time","(1a) inadequately completed","48","0.895161661764313","0.813454144901517","0.976869178627109"
"No","2003","Full Time","(1b) general elementary school","336","0.846961469430183","0.810858025635473","0.883064913224894"
"No","2003","Full Time","(1c) basic vocational qualification","1609","0.828788293446109","0.811943218766431","0.845633368125786"
"No","2003","Full Time","(2b) intermediate general qualification","172","0.80783474740777","0.753899850143486","0.861769644672054"
"No","2003","Full Time","(2a) intermediate vocational","1752","0.719909085725379","0.701879970772324","0.737938200678434"
"No","2003","Full Time","(2c_gen) general maturity certificate","116","0.6962753731786","0.624342271711601","0.768208474645599"
"No","2003","Full Time","(2c_voc) vocational maturity certificate","533","0.736654428862385","0.704256755070763","0.769052102654007"
"No","2003","Full Time","(3a) lower tertiary education","617","0.70972026165368","0.680083028344942","0.739357494962418"
"No","2003","Full Time","(3b) higher tertiary education","861","0.634969621160752","0.610299748575454","0.65963949374605"
"No","2003","Part Time","(0) in school","28","","",""
"No","2003","Part Time","(1a) inadequately completed","28","","",""
"No","2003","Part Time","(1b) general elementary school","220","0.790626160408367","0.742274606280864","0.83897771453587"
"No","2003","Part Time","(1c) basic vocational qualification","658","0.813006056731391","0.786187788086528","0.839824325376253"
"No","2003","Part Time","(2b) intermediate general qualification","100","0.84053712754093","0.77609861740661","0.90497563767525"
"No","2003","Part Time","(2a) intermediate vocational","711","0.743009903212761","0.715748700648516","0.770271105777007"
"No","2003","Part Time","(2c_gen) general maturity certificate","152","0.769615844303534","0.710209511965637","0.829022176641431"
"No","2003","Part Time","(2c_voc) vocational maturity certificate","214","0.715693996010687","0.663955551484141","0.767432440537233"
"No","2003","Part Time","(3a) lower tertiary education","130","0.615037461762429","0.552957404507166","0.677117519017691"
"No","2003","Part Time","(3b) higher tertiary education","224","0.599565980609126","0.552981892266239","0.646150068952012"
"No","2003","Not Working","(0) in school","7","","",""
"No","2003","Not Working","(1a) inadequately completed","","","",""
"No","2003","Not Working","(1b) general elementary school","13","","",""
"No","2003","Not Working","(1c) basic vocational qualification","21","","",""
"No","2003","Not Working","(2b) intermediate general qualification","9","","",""
"No","2003","Not Working","(2a) intermediate vocational","25","","",""
"No","2003","Not Working","(2c_gen) general maturity certificate","12","","",""
"No","2003","Not Working","(2c_voc) vocational maturity certificate","8","","",""
"No","2003","Not Working","(3a) lower tertiary education","8","","",""
"No","2003","Not Working","(3b) higher tertiary education","11","","",""
"Yes","2004","Full Time","(0) in school","","","",""
"Yes","2004","Full Time","(1a) inadequately completed","5","","",""
"Yes","2004","Full Time","(1b) general elementary school","48","0.182811356940615","0.143428249857011","0.222194464024219"
"Yes","2004","Full Time","(1c) basic vocational qualification","301","0.172473638314307","0.155239700406811","0.189707576221802"
"Yes","2004","Full Time","(2b) intermediate general qualification","34","0.164823297732818","0.114879835510612","0.214766759955023"
"Yes","2004","Full Time","(2a) intermediate vocational","595","0.272036559151141","0.254097784428161","0.289975333874121"
"Yes","2004","Full Time","(2c_gen) general maturity certificate","28","","",""
"Yes","2004","Full Time","(2c_voc) vocational maturity certificate","179","0.265773515826884","0.233551673665196","0.297995357988573"
"Yes","2004","Full Time","(3a) lower tertiary education","293","0.296027743199566","0.266153573152869","0.325901913246263"
"Yes","2004","Full Time","(3b) higher tertiary education","583","0.371517227027791","0.346550945623658","0.396483508431924"
"Yes","2004","Part Time","(0) in school","3","","",""
"Yes","2004","Part Time","(1a) inadequately completed","6","","",""
"Yes","2004","Part Time","(1b) general elementary school","45","0.158743992686864","0.116016474274564","0.201471511099164"
"Yes","2004","Part Time","(1c) basic vocational qualification","145","0.164679833698602","0.140408224965941","0.188951442431264"
"Yes","2004","Part Time","(2b) intermediate general qualification","25","","",""
"Yes","2004","Part Time","(2a) intermediate vocational","286","0.230557067077425","0.205261133388395","0.255853000766454"
"Yes","2004","Part Time","(2c_gen) general maturity certificate","49","0.197682722831215","0.147192583412965","0.248172862249465"
"Yes","2004","Part Time","(2c_voc) vocational maturity certificate","83","0.236273383665883","0.19138383557621","0.281162931755556"
"Yes","2004","Part Time","(3a) lower tertiary education","115","0.377354651197508","0.318883538915098","0.435825763479917"
"Yes","2004","Part Time","(3b) higher tertiary education","232","0.428925957556357","0.385237973379312","0.472613941733403"
"Yes","2004","Not Working","(0) in school","","","",""
"Yes","2004","Not Working","(1a) inadequately completed","","","",""
"Yes","2004","Not Working","(1b) general elementary school","2","","",""
"Yes","2004","Not Working","(1c) basic vocational qualification","4","","",""
"Yes","2004","Not Working","(2b) intermediate general qualification","2","","",""
"Yes","2004","Not Working","(2a) intermediate vocational","7","","",""
"Yes","2004","Not Working","(2c_gen) general maturity certificate","4","","",""
"Yes","2004","Not Working","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2004","Not Working","(3a) lower tertiary education","2","","",""
"Yes","2004","Not Working","(3b) higher tertiary education","7","","",""
"No","2004","Full Time","(0) in school","1","","",""
"No","2004","Full Time","(1a) inadequately completed","45","0.93965844513055","0.873656558788767","1.00566033147233"
"No","2004","Full Time","(1b) general elementary school","322","0.817188643059385","0.777805535975781","0.856571750142989"
"No","2004","Full Time","(1c) basic vocational qualification","1545","0.827526361685693","0.810292423778198","0.844760299593189"
"No","2004","Full Time","(2b) intermediate general qualification","178","0.835176702267182","0.785233240044977","0.885120164489388"
"No","2004","Full Time","(2a) intermediate vocational","1769","0.727963440848859","0.710024666125879","0.745902215571839"
"No","2004","Full Time","(2c_gen) general maturity certificate","129","0.738397504452936","0.66964883200807","0.807146176897801"
"No","2004","Full Time","(2c_voc) vocational maturity certificate","543","0.734226484173116","0.702004642011427","0.766448326334804"
"No","2004","Full Time","(3a) lower tertiary education","604","0.703972256800434","0.674098086753737","0.733846426847131"
"No","2004","Full Time","(3b) higher tertiary education","856","0.628482772972209","0.603516491568076","0.653449054376342"
"No","2004","Part Time","(0) in school","35","0.899279933638015","0.803590993191256","0.994968874084775"
"No","2004","Part Time","(1a) inadequately completed","26","","",""
"No","2004","Part Time","(1b) general elementary school","236","0.841256007313136","0.798528488900835","0.883983525725436"
"No","2004","Part Time","(1c) basic vocational qualification","752","0.835320166301397","0.811048557568736","0.859591775034059"
"No","2004","Part Time","(2b) intermediate general qualification","101","0.873128191373197","0.815013706924913","0.931242675821481"
"No","2004","Part Time","(2a) intermediate vocational","779","0.769442932922575","0.744146999233546","0.794738866611605"
"No","2004","Part Time","(2c_gen) general maturity certificate","190","0.802317277168785","0.751827137750535","0.852807416587035"
"No","2004","Part Time","(2c_voc) vocational maturity certificate","261","0.763726616334117","0.718837068244444","0.80861616442379"
"No","2004","Part Time","(3a) lower tertiary education","149","0.622645348802492","0.564174236520083","0.681116461084902"
"No","2004","Part Time","(3b) higher tertiary education","261","0.571074042443643","0.527386058266597","0.614762026620688"
"No","2004","Not Working","(0) in school","8","","",""
"No","2004","Not Working","(1a) inadequately completed","1","","",""
"No","2004","Not Working","(1b) general elementary school","15","","",""
"No","2004","Not Working","(1c) basic vocational qualification","21","","",""
"No","2004","Not Working","(2b) intermediate general qualification","14","","",""
"No","2004","Not Working","(2a) intermediate vocational","29","","",""
"No","2004","Not Working","(2c_gen) general maturity certificate","15","","",""
"No","2004","Not Working","(2c_voc) vocational maturity certificate","11","","",""
"No","2004","Not Working","(3a) lower tertiary education","10","","",""
"No","2004","Not Working","(3b) higher tertiary education","7","","",""
"Yes","2005","Full Time","(0) in school","","","",""
"Yes","2005","Full Time","(1a) inadequately completed","6","","",""
"Yes","2005","Full Time","(1b) general elementary school","42","0.203132070769989","0.15812701279722","0.248137128742758"
"Yes","2005","Full Time","(1c) basic vocational qualification","272","0.173629563651235","0.15542959445896","0.19182953284351"
"Yes","2005","Full Time","(2b) intermediate general qualification","29","","",""
"Yes","2005","Full Time","(2a) intermediate vocational","555","0.267467204243109","0.248873424501783","0.286060983984435"
"Yes","2005","Full Time","(2c_gen) general maturity certificate","26","","",""
"Yes","2005","Full Time","(2c_voc) vocational maturity certificate","167","0.253879817168369","0.221239360851076","0.286520273485662"
"Yes","2005","Full Time","(3a) lower tertiary education","265","0.290099628713766","0.25873122961857","0.321468027808963"
"Yes","2005","Full Time","(3b) higher tertiary education","539","0.380391717424969","0.354221550258912","0.406561884591025"
"Yes","2005","Part Time","(0) in school","","","",""
"Yes","2005","Part Time","(1a) inadequately completed","6","","",""
"Yes","2005","Part Time","(1b) general elementary school","43","0.190620911582479","0.140077406107878","0.24116441705708"
"Yes","2005","Part Time","(1c) basic vocational qualification","127","0.162356112773996","0.13576785345169","0.188944372096302"
"Yes","2005","Part Time","(2b) intermediate general qualification","19","","",""
"Yes","2005","Part Time","(2a) intermediate vocational","250","0.246615997022394","0.21929239417705","0.273939599867738"
"Yes","2005","Part Time","(2c_gen) general maturity certificate","25","","",""
"Yes","2005","Part Time","(2c_voc) vocational maturity certificate","81","0.272254949310742","0.222624709540707","0.321885189080777"
"Yes","2005","Part Time","(3a) lower tertiary education","119","0.39343422631929","0.334838292489207","0.452030160149372"
"Yes","2005","Part Time","(3b) higher tertiary education","206","0.395557112767598","0.349868919151608","0.441245306383589"
"Yes","2005","Not Working","(0) in school","","","",""
"Yes","2005","Not Working","(1a) inadequately completed","1","","",""
"Yes","2005","Not Working","(1b) general elementary school","1","","",""
"Yes","2005","Not Working","(1c) basic vocational qualification","1","","",""
"Yes","2005","Not Working","(2b) intermediate general qualification","3","","",""
"Yes","2005","Not Working","(2a) intermediate vocational","5","","",""
"Yes","2005","Not Working","(2c_gen) general maturity certificate","2","","",""
"Yes","2005","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2005","Not Working","(3a) lower tertiary education","2","","",""
"Yes","2005","Not Working","(3b) higher tertiary education","7","","",""
"No","2005","Full Time","(0) in school","","","",""
"No","2005","Full Time","(1a) inadequately completed","40","0.914400923280189","0.833552409029195","0.995249437531183"
"No","2005","Full Time","(1b) general elementary school","265","0.796867929230011","0.751862871257242","0.841872987202779"
"No","2005","Full Time","(1c) basic vocational qualification","1392","0.826370436348765","0.80817046715649","0.84457040554104"
"No","2005","Full Time","(2b) intermediate general qualification","157","0.851377359846554","0.800256852728079","0.902497866965029"
"No","2005","Full Time","(2a) intermediate vocational","1622","0.732532795756891","0.713939016015565","0.751126575498217"
"No","2005","Full Time","(2c_gen) general maturity certificate","114","0.766456953297922","0.696374155971969","0.836539750623876"
"No","2005","Full Time","(2c_voc) vocational maturity certificate","516","0.746120182831631","0.713479726514338","0.778760639148924"
"No","2005","Full Time","(3a) lower tertiary education","539","0.709900371286234","0.678531972191038","0.741268770381431"
"No","2005","Full Time","(3b) higher tertiary education","783","0.619608282575032","0.593438115408976","0.645778449741088"
"No","2005","Part Time","(0) in school","22","","",""
"No","2005","Part Time","(1a) inadequately completed","15","","",""
"No","2005","Part Time","(1b) general elementary school","189","0.809379088417521","0.75883558294292","0.859922593892122"
"No","2005","Part Time","(1c) basic vocational qualification","612","0.837643887226004","0.811055627903698","0.864232146548309"
"No","2005","Part Time","(2b) intermediate general qualification","72","0.869936463520955","0.800825182738135","0.939047744303775"
"No","2005","Part Time","(2a) intermediate vocational","706","0.753384002977606","0.726060400132262","0.78070760582295"
"No","2005","Part Time","(2c_gen) general maturity certificate","144","0.835014846154598","0.779055288828994","0.890974403480203"
"No","2005","Part Time","(2c_voc) vocational maturity certificate","228","0.727745050689258","0.678114810919223","0.777375290459293"
"No","2005","Part Time","(3a) lower tertiary education","148","0.60656577368071","0.547969839850628","0.665161707510793"
"No","2005","Part Time","(3b) higher tertiary education","234","0.604442887232402","0.558754693616411","0.650131080848392"
"No","2005","Not Working","(0) in school","5","","",""
"No","2005","Not Working","(1a) inadequately completed","","","",""
"No","2005","Not Working","(1b) general elementary school","19","","",""
"No","2005","Not Working","(1c) basic vocational qualification","18","","",""
"No","2005","Not Working","(2b) intermediate general qualification","8","","",""
"No","2005","Not Working","(2a) intermediate vocational","28","","",""
"No","2005","Not Working","(2c_gen) general maturity certificate","9","","",""
"No","2005","Not Working","(2c_voc) vocational maturity certificate","9","","",""
"No","2005","Not Working","(3a) lower tertiary education","6","","",""
"No","2005","Not Working","(3b) higher tertiary education","12","","",""
"Yes","2006","Full Time","(0) in school","","","",""
"Yes","2006","Full Time","(1a) inadequately completed","4","","",""
"Yes","2006","Full Time","(1b) general elementary school","38","0.19116532494207","0.145432991498841","0.236897658385299"
"Yes","2006","Full Time","(1c) basic vocational qualification","288","0.172215439078929","0.154267345178163","0.190163532979694"
"Yes","2006","Full Time","(2b) intermediate general qualification","31","0.141424432106017","0.0877654946763177","0.195083369535716"
"Yes","2006","Full Time","(2a) intermediate vocational","565","0.258451296899055","0.240082533693611","0.276820060104499"
"Yes","2006","Full Time","(2c_gen) general maturity certificate","20","","",""
"Yes","2006","Full Time","(2c_voc) vocational maturity certificate","183","0.251939128029402","0.219938782725485","0.283939473333318"
"Yes","2006","Full Time","(3a) lower tertiary education","278","0.285065002883643","0.254698171657076","0.315431834110211"
"Yes","2006","Full Time","(3b) higher tertiary education","579","0.389919515392834","0.364425603346125","0.415413427439543"
"Yes","2006","Part Time","(0) in school","1","","",""
"Yes","2006","Part Time","(1a) inadequately completed","4","","",""
"Yes","2006","Part Time","(1b) general elementary school","47","0.222693122071176","0.167715442232016","0.277670801910337"
"Yes","2006","Part Time","(1c) basic vocational qualification","128","0.171922524612744","0.145061945985717","0.198783103239772"
"Yes","2006","Part Time","(2b) intermediate general qualification","20","","",""
"Yes","2006","Part Time","(2a) intermediate vocational","261","0.237675794440162","0.211579131570378","0.263772457309946"
"Yes","2006","Part Time","(2c_gen) general maturity certificate","30","0.211900834886804","0.148381448142682","0.275420221630926"
"Yes","2006","Part Time","(2c_voc) vocational maturity certificate","85","0.272897736584926","0.224168086826465","0.321627386343388"
"Yes","2006","Part Time","(3a) lower tertiary education","117","0.430865097090911","0.371578167202142","0.490152026979681"
"Yes","2006","Part Time","(3b) higher tertiary education","191","0.348995531866847","0.304659326100159","0.393331737633535"
"Yes","2006","Not Working","(0) in school","","","",""
"Yes","2006","Not Working","(1a) inadequately completed","1","","",""
"Yes","2006","Not Working","(1b) general elementary school","3","","",""
"Yes","2006","Not Working","(1c) basic vocational qualification","5","","",""
"Yes","2006","Not Working","(2b) intermediate general qualification","","","",""
"Yes","2006","Not Working","(2a) intermediate vocational","14","","",""
"Yes","2006","Not Working","(2c_gen) general maturity certificate","4","","",""
"Yes","2006","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2006","Not Working","(3a) lower tertiary education","5","","",""
"Yes","2006","Not Working","(3b) higher tertiary education","11","","",""
"No","2006","Full Time","(0) in school","3","","",""
"No","2006","Full Time","(1a) inadequately completed","38","0.945070467244921","0.876164236483924","1.01397669800592"
"No","2006","Full Time","(1b) general elementary school","246","0.80883467505793","0.7631023416147","0.854567008501159"
"No","2006","Full Time","(1c) basic vocational qualification","1412","0.827784560921072","0.809836467020306","0.845732654821837"
"No","2006","Full Time","(2b) intermediate general qualification","131","0.858575567893983","0.804916630464284","0.912234505323682"
"No","2006","Full Time","(2a) intermediate vocational","1617","0.741548703100945","0.723179939895501","0.759917466306389"
"No","2006","Full Time","(2c_gen) general maturity certificate","114","0.752226725756866","0.679130104763045","0.825323346750686"
"No","2006","Full Time","(2c_voc) vocational maturity certificate","524","0.748060871970599","0.716060526666682","0.780061217274515"
"No","2006","Full Time","(3a) lower tertiary education","571","0.714934997116357","0.684568165889789","0.745301828342924"
"No","2006","Full Time","(3b) higher tertiary education","827","0.610080484607166","0.584586572560457","0.635574396653875"
"No","2006","Part Time","(0) in school","20","","",""
"No","2006","Part Time","(1a) inadequately completed","12","","",""
"No","2006","Part Time","(1b) general elementary school","173","0.777306877928824","0.722329198089663","0.832284557767984"
"No","2006","Part Time","(1c) basic vocational qualification","630","0.828077475387256","0.801216896760229","0.854938054014283"
"No","2006","Part Time","(2b) intermediate general qualification","92","0.868904241059079","0.80639857904865","0.931409903069508"
"No","2006","Part Time","(2a) intermediate vocational","761","0.762324205559838","0.736227542690054","0.788420868429622"
"No","2006","Part Time","(2c_gen) general maturity certificate","129","0.788099165113196","0.724579778369074","0.851618551857318"
"No","2006","Part Time","(2c_voc) vocational maturity certificate","236","0.727102263415074","0.678372613656612","0.775831913173535"
"No","2006","Part Time","(3a) lower tertiary education","151","0.569134902909089","0.509847973020319","0.628421832797858"
"No","2006","Part Time","(3b) higher tertiary education","253","0.651004468133153","0.606668262366465","0.695340673899841"
"No","2006","Not Working","(0) in school","4","","",""
"No","2006","Not Working","(1a) inadequately completed","2","","",""
"No","2006","Not Working","(1b) general elementary school","20","","",""
"No","2006","Not Working","(1c) basic vocational qualification","27","","",""
"No","2006","Not Working","(2b) intermediate general qualification","8","","",""
"No","2006","Not Working","(2a) intermediate vocational","43","0.742663375660518","0.629173409457351","0.856153341863685"
"No","2006","Not Working","(2c_gen) general maturity certificate","11","","",""
"No","2006","Not Working","(2c_voc) vocational maturity certificate","8","","",""
"No","2006","Not Working","(3a) lower tertiary education","7","","",""
"No","2006","Not Working","(3b) higher tertiary education","20","","",""
"Yes","2007","Full Time","(0) in school","","","",""
"Yes","2007","Full Time","(1a) inadequately completed","7","","",""
"Yes","2007","Full Time","(1b) general elementary school","34","0.142487216652591","0.100080359202218","0.184894074102963"
"Yes","2007","Full Time","(1c) basic vocational qualification","274","0.157599441797378","0.140097846683858","0.175101036910898"
"Yes","2007","Full Time","(2b) intermediate general qualification","32","0.135301758349128","0.0819678321318117","0.188635684566444"
"Yes","2007","Full Time","(2a) intermediate vocational","532","0.245995102843468","0.228175953047165","0.26381425263977"
"Yes","2007","Full Time","(2c_gen) general maturity certificate","35","0.308623156111162","0.23566742742384","0.381578884798483"
"Yes","2007","Full Time","(2c_voc) vocational maturity certificate","169","0.222907582926288","0.192612102452274","0.253203063400302"
"Yes","2007","Full Time","(3a) lower tertiary education","265","0.276618650768843","0.246223044455997","0.30701425708169"
"Yes","2007","Full Time","(3b) higher tertiary education","576","0.394572045792328","0.36901537253723","0.420128719047426"
"Yes","2007","Part Time","(0) in school","","","",""
"Yes","2007","Part Time","(1a) inadequately completed","6","","",""
"Yes","2007","Part Time","(1b) general elementary school","42","0.17330091841172","0.125313951533826","0.221287885289613"
"Yes","2007","Part Time","(1c) basic vocational qualification","113","0.132987308152311","0.109323879303295","0.156650737001327"
"Yes","2007","Part Time","(2b) intermediate general qualification","22","","",""
"Yes","2007","Part Time","(2a) intermediate vocational","246","0.208256090675617","0.183948499705616","0.232563681645618"
"Yes","2007","Part Time","(2c_gen) general maturity certificate","53","0.243451857898113","0.185268366386496","0.301635349409729"
"Yes","2007","Part Time","(2c_voc) vocational maturity certificate","85","0.290608255540986","0.242487539975478","0.338728971106493"
"Yes","2007","Part Time","(3a) lower tertiary education","111","0.356674530416515","0.301255545779177","0.412093515053853"
"Yes","2007","Part Time","(3b) higher tertiary education","208","0.409347541941387","0.365404749252952","0.453290334629822"
"Yes","2007","Not Working","(0) in school","","","",""
"Yes","2007","Not Working","(1a) inadequately completed","","","",""
"Yes","2007","Not Working","(1b) general elementary school","7","","",""
"Yes","2007","Not Working","(1c) basic vocational qualification","8","","",""
"Yes","2007","Not Working","(2b) intermediate general qualification","2","","",""
