"pgoeffd","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2000","Hamburg","(1c) basic vocational qualification","","","",""
"Yes","2000","Hamburg","(2b) intermediate general qualification","","","",""
"Yes","2000","Hamburg","(2a) intermediate vocational","","","",""
"Yes","2000","Hamburg","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Hamburg","(3a) lower tertiary education","","","",""
"Yes","2000","Hamburg","(3b) higher tertiary education","","","",""
"Yes","2000","Lower Saxony","(0) in school","","","",""
"Yes","2000","Lower Saxony","(1a) inadequately completed","","","",""
"Yes","2000","Lower Saxony","(1b) general elementary school","","","",""
"Yes","2000","Lower Saxony","(1c) basic vocational qualification","71","0.18377346973498","0.145579367684446","0.221967571785514"
"Yes","2000","Lower Saxony","(2b) intermediate general qualification","","","",""
"Yes","2000","Lower Saxony","(2a) intermediate vocational","87","0.27701337921853","0.22865567830195","0.32537108013511"
"Yes","2000","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Lower Saxony","(3a) lower tertiary education","33","0.487440972525394","0.37117520151837","0.603706743532417"
"Yes","2000","Lower Saxony","(3b) higher tertiary education","53","0.46728752333809","0.374050097349681","0.560524949326498"
"Yes","2000","Bremen","(0) in school","","","",""
"Yes","2000","Bremen","(1a) inadequately completed","","","",""
"Yes","2000","Bremen","(1b) general elementary school","","","",""
"Yes","2000","Bremen","(1c) basic vocational qualification","","","",""
"Yes","2000","Bremen","(2b) intermediate general qualification","","","",""
"Yes","2000","Bremen","(2a) intermediate vocational","","","",""
"Yes","2000","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Bremen","(3a) lower tertiary education","","","",""
"Yes","2000","Bremen","(3b) higher tertiary education","","","",""
"Yes","2000","North Rhine-Westphalia","(0) in school","","","",""
"Yes","2000","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Yes","2000","North Rhine-Westphalia","(1b) general elementary school","31","0.121328030030883","0.0805266834258164","0.16212937663595"
"Yes","2000","North Rhine-Westphalia","(1c) basic vocational qualification","159","0.156984576620415","0.133515635591749","0.180453517649082"
"Yes","2000","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Yes","2000","North Rhine-Westphalia","(2a) intermediate vocational","176","0.27361368970646","0.239101555789545","0.308125823623376"
"Yes","2000","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Yes","2000","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","91","0.274231863393526","0.227758472018993","0.320705254768058"
"Yes","2000","North Rhine-Westphalia","(3a) lower tertiary education","68","0.356334967091778","0.285979594219164","0.426690339964392"
"Yes","2000","North Rhine-Westphalia","(3b) higher tertiary education","155","0.41879526903268","0.367545897279526","0.470044640785834"
"Yes","2000","Hesse","(0) in school","","","",""
"Yes","2000","Hesse","(1a) inadequately completed","","","",""
"Yes","2000","Hesse","(1b) general elementary school","","","",""
"Yes","2000","Hesse","(1c) basic vocational qualification","47","0.17776501542803","0.13314346462538","0.22238656623068"
"Yes","2000","Hesse","(2b) intermediate general qualification","","","",""
"Yes","2000","Hesse","(2a) intermediate vocational","64","0.300060898922371","0.241715213151981","0.35840658469276"
"Yes","2000","Hesse","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Hesse","(3a) lower tertiary education","","","",""
"Yes","2000","Hesse","(3b) higher tertiary education","39","0.272266482333735","0.198000175602372","0.346532789065098"
"Yes","2000","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","56","0.167296920222465","0.125881711683789","0.208712128761141"
"Yes","2000","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","48","0.27062880382349","0.205543507158807","0.335714100488173"
"Yes","2000","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Yes","2000","Baden-Württemberg","(0) in school","","","",""
"Yes","2000","Baden-Württemberg","(1a) inadequately completed","","","",""
"Yes","2000","Baden-Württemberg","(1b) general elementary school","","","",""
"Yes","2000","Baden-Württemberg","(1c) basic vocational qualification","61","0.11811449866804","0.091734675776232","0.144494321559849"
"Yes","2000","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Yes","2000","Baden-Württemberg","(2a) intermediate vocational","95","0.251774473652536","0.207368932451527","0.296180014853544"
"Yes","2000","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Baden-Württemberg","(2c_voc) vocational maturity certificate","31","0.263365943172742","0.18706167875148","0.339670207594004"
"Yes","2000","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Yes","2000","Baden-Württemberg","(3b) higher tertiary education","59","0.301502771692015","0.233704323260092","0.369301220123938"
"Yes","2000","Bavaria","(0) in school","","","",""
"Yes","2000","Bavaria","(1a) inadequately completed","","","",""
"Yes","2000","Bavaria","(1b) general elementary school","30","0.158852439750938","0.10603562347477","0.211669256027107"
"Yes","2000","Bavaria","(1c) basic vocational qualification","137","0.168030832175116","0.142040452024858","0.194021212325375"
"Yes","2000","Bavaria","(2b) intermediate general qualification","","","",""
"Yes","2000","Bavaria","(2a) intermediate vocational","115","0.236171287392535","0.197773102067231","0.27456947271784"
"Yes","2000","Bavaria","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Bavaria","(2c_voc) vocational maturity certificate","32","0.279338170029727","0.200046705901302","0.358629634158152"
"Yes","2000","Bavaria","(3a) lower tertiary education","46","0.286377293190062","0.213298217824916","0.359456368555209"
"Yes","2000","Bavaria","(3b) higher tertiary education","76","0.345900636397596","0.280467518365405","0.411333754429787"
"Yes","2000","Berlin","(0) in school","","","",""
"Yes","2000","Berlin","(1a) inadequately completed","","","",""
"Yes","2000","Berlin","(1b) general elementary school","","","",""
"Yes","2000","Berlin","(1c) basic vocational qualification","","","",""
"Yes","2000","Berlin","(2b) intermediate general qualification","","","",""
"Yes","2000","Berlin","(2a) intermediate vocational","46","0.334650734360175","0.256764758300469","0.412536710419882"
"Yes","2000","Berlin","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Berlin","(3a) lower tertiary education","","","",""
"Yes","2000","Berlin","(3b) higher tertiary education","35","0.356620699662858","0.258205039333247","0.455036359992469"
"Yes","2000","Brandenburg","(0) in school","","","",""
"Yes","2000","Brandenburg","(1a) inadequately completed","","","",""
"Yes","2000","Brandenburg","(1b) general elementary school","","","",""
"Yes","2000","Brandenburg","(1c) basic vocational qualification","","","",""
"Yes","2000","Brandenburg","(2b) intermediate general qualification","","","",""
"Yes","2000","Brandenburg","(2a) intermediate vocational","66","0.256304234222631","0.201068769149405","0.311539699295858"
"Yes","2000","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Brandenburg","(3a) lower tertiary education","47","0.410743690590047","0.316643389577003","0.50484399160309"
"Yes","2000","Brandenburg","(3b) higher tertiary education","31","0.453361667057769","0.338373200419908","0.568350133695631"
"Yes","2000","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(2a) intermediate vocational","35","0.200173059454289","0.138557355952399","0.261788762956179"
"Yes","2000","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Yes","2000","Saxony","(0) in school","","","",""
"Yes","2000","Saxony","(1a) inadequately completed","","","",""
"Yes","2000","Saxony","(1b) general elementary school","","","",""
"Yes","2000","Saxony","(1c) basic vocational qualification","","","",""
"Yes","2000","Saxony","(2b) intermediate general qualification","","","",""
"Yes","2000","Saxony","(2a) intermediate vocational","109","0.207041291682756","0.171054976355907","0.243027607009604"
"Yes","2000","Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Saxony","(3a) lower tertiary education","51","0.363626030741049","0.280934677189511","0.446317384292587"
"Yes","2000","Saxony","(3b) higher tertiary education","55","0.390525445305744","0.3076120446241","0.473438845987389"
"Yes","2000","Saxony-Anhalt","(0) in school","","","",""
"Yes","2000","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","2000","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","2000","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Yes","2000","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes","2000","Saxony-Anhalt","(2a) intermediate vocational","51","0.209811930015877","0.157863501633838","0.261760358397917"
"Yes","2000","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Saxony-Anhalt","(3a) lower tertiary education","44","0.411140678779672","0.312713853849512","0.509567503709832"
"Yes","2000","Saxony-Anhalt","(3b) higher tertiary education","30","0.391522838862953","0.275513132881746","0.507532544844161"
"Yes","2000","Thuringia","(0) in school","","","",""
"Yes","2000","Thuringia","(1a) inadequately completed","","","",""
"Yes","2000","Thuringia","(1b) general elementary school","","","",""
"Yes","2000","Thuringia","(1c) basic vocational qualification","","","",""
"Yes","2000","Thuringia","(2b) intermediate general qualification","","","",""
"Yes","2000","Thuringia","(2a) intermediate vocational","56","0.199077037024526","0.154840422855758","0.243313651193294"
"Yes","2000","Thuringia","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Thuringia","(3a) lower tertiary education","","","",""
"Yes","2000","Thuringia","(3b) higher tertiary education","","","",""
"No","2000","Schleswig-Holstein","(0) in school","","","",""
"No","2000","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No","2000","Schleswig-Holstein","(1b) general elementary school","","","",""
"No","2000","Schleswig-Holstein","(1c) basic vocational qualification","108","0.790652915769394","0.721768324078794","0.859537507459995"
"No","2000","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"No","2000","Schleswig-Holstein","(2a) intermediate vocational","88","0.752382613754238","0.675155925513821","0.829609301994655"
"No","2000","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"No","2000","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
