"pgoeffd","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2010","35-65 y.","middle vocational","3764","0.787427379942762","0.775749442053093","0.79910531783243","2"
"No","2010","35-65 y.","vocational + Abi","579","0.769259980398322","0.738925467933136","0.799594492863507","2"
"No","2010","35-65 y.","higher vocational","665","0.731508697015563","0.702376578456283","0.760640815574842","2"
"No","2010","35-65 y.","higher education","1812","0.639663506322322","0.622184014121142","0.657142998523501","2"
"Yes","2010","35-65 y.","in school","","","","","1"
"Yes","2010","35-65 y.","inadequately","10","","","","1"
"Yes","2010","35-65 y.","general elemantary","81","0.197629134931499","0.161628329085067","0.233629940777932","1"
"Yes","2010","35-65 y.","middle vocational","951","0.212572620057238","0.20089468216757","0.224250557946907","1"
"Yes","2010","35-65 y.","vocational + Abi","162","0.230740019601678","0.200405507136493","0.261074532066864","1"
"Yes","2010","35-65 y.","higher vocational","224","0.268491302984437","0.239359184425158","0.297623421543717","1"
"Yes","2010","35-65 y.","higher education","1086","0.360336493677678","0.342857001476499","0.377815985878858","1"
"Yes","2010","16-34 y.","general elemantary","37","0.0614132103317135","0.0387994772499909","0.0840269434134362","1"
"Yes","2010","16-34 y.","middle vocational","271","0.164450808570517","0.146988422917093","0.181913194223942","1"
"Yes","2010","16-34 y.","in school","4","","","","1"
"Yes","2010","16-34 y.","inadequately","3","","","","1"
"Yes","2010","16-34 y.","higher education","240","0.348031378077896","0.311126765387149","0.384935990768643","1"
"Yes","2010","16-34 y.","vocational + Abi","62","0.161979075697407","0.124886638032349","0.199071513362466","1"
"Yes","2010","16-34 y.","higher vocational","32","0.332731745056609","0.254116658187117","0.411346831926101","1"
"Yes","2010","66 and older","general elemantary","","","","","1"
"Yes","2010","66 and older","vocational + Abi","","","","","1"
"Yes","2010","66 and older","higher vocational","1","","","","1"
"Yes","2010","66 and older","higher education","12","","","","1"
"Yes","2010","66 and older","middle vocational","5","","","","1"
"Yes","2010","66 and older","inadequately","","","","","1"
"Yes","2010","66 and older","in school","","","","","1"
"No","2011","16-34 y.","in school","44","0.949249695212397","0.887794357214081","1.01070503321071","2"
"No","2011","16-34 y.","inadequately","52","0.928413064859985","0.860280576201814","0.996545553518156","2"
"No","2011","16-34 y.","general elemantary","474","0.904690583821399","0.879378916186787","0.930002251456011","2"
"No","2011","16-34 y.","middle vocational","1523","0.819370736164717","0.801797348997784","0.83694412333165","2"
"No","2011","16-34 y.","vocational + Abi","337","0.804862847767182","0.766687865648002","0.843037829886361","2"
"No","2011","16-34 y.","higher vocational","116","0.813819954442078","0.751938996187074","0.875700912697083","2"
"No","2011","16-34 y.","higher education","467","0.679998354586111","0.645948873685611","0.714047835486611","2"
"No","2011","35-65 y.","in school","","","","","2"
"No","2011","35-65 y.","inadequately","73","0.832266955378675","0.752366530471839","0.91216738028551","2"
"No","2011","35-65 y.","general elemantary","503","0.792024874574892","0.75965770449996","0.824392044649825","2"
"No","2011","35-65 y.","middle vocational","4601","0.787003133979181","0.776490769270955","0.797515498687407","2"
"No","2011","35-65 y.","vocational + Abi","740","0.764104102265336","0.73721961263201","0.790988591898661","2"
"No","2011","35-65 y.","higher vocational","783","0.735690628710706","0.709005811040119","0.762375446381293","2"
"No","2011","35-65 y.","higher education","2106","0.623771876407762","0.607564490436198","0.639979262379326","2"
"No","2011","66 and older","in school","","","","","2"
"No","2011","66 and older","inadequately","1","","","","2"
"No","2011","66 and older","general elemantary","17","","","","2"
"No","2011","66 and older","middle vocational","72","0.893210353034732","0.826363246391721","0.960057459677742","2"
"No","2011","66 and older","vocational + Abi","3","","","","2"
"No","2011","66 and older","higher vocational","14","","","","2"
"No","2011","66 and older","higher education","67","0.796640905280052","0.708987522215979","0.884294288344125","2"
"Yes","2011","35-65 y.","in school","","","","","1"
"Yes","2011","35-65 y.","inadequately","11","","","","1"
"Yes","2011","35-65 y.","general elemantary","101","0.207975125425108","0.175607955350175","0.24034229550004","1"
"Yes","2011","35-65 y.","middle vocational","1226","0.212996866020819","0.202484501312594","0.223509230729045","1"
"Yes","2011","35-65 y.","vocational + Abi","218","0.235895897734664","0.209011408101339","0.26278038736799","1"
"Yes","2011","35-65 y.","higher vocational","266","0.264309371289294","0.237624553618707","0.290994188959881","1"
"Yes","2011","35-65 y.","higher education","1326","0.376228123592238","0.360020737620674","0.392435509563802","1"
"Yes","2011","16-34 y.","general elemantary","43","0.0953094161786009","0.0699977485439891","0.120621083813213","1"
"Yes","2011","16-34 y.","middle vocational","318","0.180629263835283","0.16305587666835","0.198202651002216","1"
"Yes","2011","16-34 y.","in school","5","","","","1"
"Yes","2011","16-34 y.","inadequately","3","","","","1"
"Yes","2011","16-34 y.","higher education","254","0.320001645413889","0.285952164513389","0.354051126314389","1"
"Yes","2011","16-34 y.","vocational + Abi","77","0.195137152232819","0.156962170113639","0.233312134351998","1"
"Yes","2011","16-34 y.","higher vocational","36","0.186180045557922","0.124299087302917","0.248061003812926","1"
"Yes","2011","66 and older","higher education","14","","","","1"
"Yes","2011","66 and older","inadequately","","","","","1"
"Yes","2011","66 and older","general elemantary","","","","","1"
"Yes","2011","66 and older","middle vocational","10","","","","1"
"Yes","2011","66 and older","in school","","","","","1"
"Yes","2011","66 and older","vocational + Abi","","","","","1"
"Yes","2011","66 and older","higher vocational","","","","","1"
"No","2012","16-34 y.","in school","57","0.984828631572717","0.95337094327476","1.01628631987067","2"
"No","2012","16-34 y.","inadequately","53","0.92285224009218","0.854183063515255","0.991521416669105","2"
"No","2012","16-34 y.","general elemantary","450","0.896432344894459","0.869481140617246","0.923383549171673","2"
"No","2012","16-34 y.","middle vocational","1462","0.816912105253487","0.798839005212894","0.834985205294079","2"
"No","2012","16-34 y.","vocational + Abi","317","0.81110157033073","0.772303376603179","0.849899764058282","2"
"No","2012","16-34 y.","higher vocational","97","0.79061122075494","0.720669775179683","0.860552666330198","2"
"No","2012","16-34 y.","higher education","419","0.653212715299177","0.616707879606975","0.689717550991379","2"
"No","2012","35-65 y.","in school","","","","","2"
"No","2012","35-65 y.","inadequately","75","0.891163715108347","0.825342716421865","0.956984713794829","2"
"No","2012","35-65 y.","general elemantary","508","0.787549569402397","0.755378162921586","0.819720975883209","2"
"No","2012","35-65 y.","middle vocational","4533","0.788702716945351","0.778140102102303","0.799265331788399","2"
"No","2012","35-65 y.","vocational + Abi","788","0.763385374429101","0.737239222509674","0.789531526348529","2"
"No","2012","35-65 y.","higher vocational","760","0.735475582220801","0.708313667503171","0.762637496938432","2"
"No","2012","35-65 y.","higher education","2067","0.62520889329103","0.60889459113984","0.64152319544222","2"
"No","2012","66 and older","in school","","","","","2"
"No","2012","66 and older","inadequately","2","","","","2"
"No","2012","66 and older","general elemantary","16","","","","2"
"No","2012","66 and older","middle vocational","71","0.874435412286935","0.802274330101968","0.946596494471903","2"
"No","2012","66 and older","vocational + Abi","4","","","","2"
"No","2012","66 and older","higher vocational","13","","","","2"
"No","2012","66 and older","higher education","60","0.778923343573835","0.683071461151863","0.874775225995807","2"
"Yes","2012","35-65 y.","in school","","","","","1"
"Yes","2012","35-65 y.","inadequately","11","","","","1"
"Yes","2012","35-65 y.","general elemantary","113","0.212450430597603","0.180279024116791","0.244621837078414","1"
"Yes","2012","35-65 y.","middle vocational","1205","0.211297283054649","0.200734668211601","0.221859897897697","1"
"Yes","2012","35-65 y.","vocational + Abi","227","0.236614625570899","0.210468473651472","0.262760777490326","1"
"Yes","2012","35-65 y.","higher vocational","253","0.264524417779199","0.237362503061569","0.291686332496829","1"
"Yes","2012","35-65 y.","higher education","1315","0.37479110670897","0.35847680455778","0.39110540886016","1"
"Yes","2012","16-34 y.","general elemantary","41","0.103567655105541","0.0766164508283268","0.130518859382754","1"
"Yes","2012","16-34 y.","middle vocational","297","0.183087894746513","0.165014794705921","0.201160994787106","1"
"Yes","2012","16-34 y.","inadequately","5","","","","1"
"Yes","2012","16-34 y.","vocational + Abi","74","0.18889842966927","0.150100235941718","0.227696623396821","1"
"Yes","2012","16-34 y.","higher vocational","33","0.20938877924506","0.139447333669802","0.279330224820317","1"
"Yes","2012","16-34 y.","in school","1","","","","1"
"Yes","2012","16-34 y.","higher education","234","0.346787284700823","0.310282449008621","0.383292120393025","1"
"Yes","2012","66 and older","higher education","12","","","","1"
"Yes","2012","66 and older","in school","","","","","1"
"Yes","2012","66 and older","general elemantary","1","","","","1"
"Yes","2012","66 and older","inadequately","","","","","1"
"Yes","2012","66 and older","middle vocational","10","","","","1"
"Yes","2012","66 and older","higher vocational","1","","","","1"
"Yes","2012","66 and older","vocational + Abi","","","","","1"
"No","2013","16-34 y.","in school","85","0.890225707385776","0.826347228389433","0.954104186382118","2"
"No","2013","16-34 y.","inadequately","80","0.942927340902264","0.894458802560319","0.99139587924421","2"
"No","2013","16-34 y.","general elemantary","730","0.856527880857382","0.832578037235572","0.880477724479192","2"
"No","2013","16-34 y.","middle vocational","1779","0.824036490858849","0.807781103728632","0.840291877989067","2"
"No","2013","16-34 y.","vocational + Abi","367","0.776890174064908","0.73846649173564","0.815313856394176","2"
"No","2013","16-34 y.","higher vocational","98","0.726131279286792","0.650056637768266","0.802205920805319","2"
"No","2013","16-34 y.","higher education","544","0.672914207614343","0.64130063348904","0.704527781739646","2"
"No","2013","35-65 y.","in school","1","","","","2"
"No","2013","35-65 y.","inadequately","142","0.870839853284929","0.818042074171391","0.923637632398468","2"
"No","2013","35-65 y.","general elemantary","753","0.818744513012025","0.793277768231842","0.844211257792208","2"
"No","2013","35-65 y.","middle vocational","4641","0.788805935380071","0.778330664249445","0.799281206510697","2"
"No","2013","35-65 y.","vocational + Abi","958","0.76851188326462","0.744873133299168","0.792150633230073","2"
"No","2013","35-65 y.","higher vocational","653","0.716934483716724","0.687552072419163","0.746316895014285","2"
"No","2013","35-65 y.","higher education","2082","0.583884484370471","0.567335600050066","0.600433368690877","2"
"No","2013","66 and older","in school","","","","","2"
"No","2013","66 and older","inadequately","2","","","","2"
"No","2013","66 and older","general elemantary","17","","","","2"
"No","2013","66 and older","middle vocational","58","0.819118654327482","0.729584401224155","0.908652907430809","2"
"No","2013","66 and older","vocational + Abi","7","","","","2"
"No","2013","66 and older","higher vocational","10","","","","2"
"No","2013","66 and older","higher education","33","0.737719123497493","0.604688299910137","0.870749947084849","2"
"Yes","2013","35-65 y.","in school","","","","","1"
"Yes","2013","35-65 y.","inadequately","13","","","","1"
"Yes","2013","35-65 y.","general elemantary","126","0.181255486987975","0.155788742207792","0.206722231768158","1"
"Yes","2013","35-65 y.","middle vocational","1191","0.211194064619929","0.200718793489303","0.221669335750555","1"
"Yes","2013","35-65 y.","vocational + Abi","265","0.23148811673538","0.207849366769927","0.255126866700832","1"
"Yes","2013","35-65 y.","higher vocational","250","0.283065516283276","0.253683104985715","0.312447927580837","1"
"Yes","2013","35-65 y.","higher education","1326","0.416115515629528","0.399566631309123","0.432664399949934","1"
"Yes","2013","16-34 y.","general elemantary","93","0.143472119142618","0.119522275520808","0.167421962764428","1"
"Yes","2013","16-34 y.","middle vocational","329","0.175963509141151","0.159708122010933","0.192218896271368","1"
"Yes","2013","66 and older","higher education","9","","","","1"
"Yes","2013","16-34 y.","inadequately","8","","","","1"
"Yes","2013","16-34 y.","in school","7","","","","1"
"Yes","2013","16-34 y.","vocational + Abi","84","0.223109825935092","0.184686143605824","0.26153350826436","1"
"Yes","2013","16-34 y.","higher vocational","34","0.273868720713208","0.197794079194681","0.349943362231734","1"
"Yes","2013","66 and older","general elemantary","2","","","","1"
"Yes","2013","66 and older","middle vocational","13","","","","1"
"Yes","2013","66 and older","vocational + Abi","1","","","","1"
"Yes","2013","16-34 y.","higher education","302","0.327085792385657","0.295472218260354","0.35869936651096","1"
"Yes","2013","66 and older","higher vocational","2","","","","1"
"Yes","2013","66 and older","in school","","","","","1"
"Yes","2013","66 and older","inadequately","","","","","1"
"No","2014","16-34 y.","in school","56","0.898558308842495","0.823407506981311","0.973709110703678","2"
"No","2014","16-34 y.","inadequately","60","0.939089786058385","0.880495303285777","0.997684268830993","2"
"No","2014","16-34 y.","general elemantary","614","0.909057207269272","0.887493794827035","0.930620619711509","2"
"No","2014","16-34 y.","middle vocational","1488","0.796310986451331","0.777700502549949","0.814921470352714","2"
"No","2014","16-34 y.","vocational + Abi","297","0.804391875016413","0.763973903670176","0.84480984636265","2"
"No","2014","16-34 y.","higher vocational","82","0.605915785304168","0.5150108934069","0.696820677201437","2"
"No","2014","16-34 y.","higher education","469","0.643037103248733","0.608090171880417","0.677984034617048","2"
"No","2014","35-65 y.","in school","","","","","2"
"No","2014","35-65 y.","inadequately","102","0.881776564362405","0.822507683144965","0.941045445579845","2"
"No","2014","35-65 y.","general elemantary","611","0.821978596237215","0.794017769332825","0.849939423141606","2"
"No","2014","35-65 y.","middle vocational","4116","0.787673385983262","0.776558072331939","0.798788699634585","2"
"No","2014","35-65 y.","vocational + Abi","868","0.765380166363951","0.740506968733977","0.790253363993925","2"
"No","2014","35-65 y.","higher vocational","590","0.740453465260183","0.710557363040293","0.770349567480073","2"
"No","2014","35-65 y.","higher education","1874","0.570678388532598","0.553270966692826","0.58808581037237","2"
"No","2014","66 and older","in school","","","","","2"
"No","2014","66 and older","inadequately","1","","","","2"
"No","2014","66 and older","general elemantary","19","","","","2"
"No","2014","66 and older","middle vocational","86","0.825211171061953","0.752219920089622","0.898202422034284","2"
"No","2014","66 and older","vocational + Abi","6","","","","2"
"No","2014","66 and older","higher vocational","14","","","","2"
"No","2014","66 and older","higher education","38","0.643546252541049","0.512098102531353","0.774994402550745","2"
"Yes","2014","35-65 y.","in school","","","","","1"
"Yes","2014","35-65 y.","inadequately","12","","","","1"
"Yes","2014","35-65 y.","general elemantary","108","0.178021403762785","0.150060576858394","0.205982230667175","1"
"Yes","2014","35-65 y.","middle vocational","1084","0.212326614016738","0.201211300365415","0.223441927668061","1"
"Yes","2014","35-65 y.","vocational + Abi","247","0.234619833636049","0.209746636006075","0.259493031266022","1"
"Yes","2014","35-65 y.","higher vocational","236","0.259546534739817","0.229650432519927","0.289442636959707","1"
"Yes","2014","35-65 y.","higher education","1232","0.429321611467402","0.41191418962763","0.446729033307174","1"
"Yes","2014","66 and older","higher education","13","","","","1"
"Yes","2014","16-34 y.","general elemantary","69","0.0909427927307279","0.0693793802884909","0.112506205172965","1"
"Yes","2014","16-34 y.","middle vocational","311","0.203689013548669","0.185078529647286","0.222299497450051","1"
"Yes","2014","66 and older","general elemantary","2","","","","1"
"Yes","2014","66 and older","middle vocational","18","","","","1"
"Yes","2014","66 and older","vocational + Abi","","","","","1"
"Yes","2014","66 and older","higher vocational","","","","","1"
"Yes","2014","16-34 y.","in school","6","","","","1"
"Yes","2014","16-34 y.","inadequately","4","","","","1"
"Yes","2014","16-34 y.","higher vocational","29","","","","1"
"Yes","2014","66 and older","inadequately","","","","","1"
"Yes","2014","16-34 y.","vocational + Abi","73","0.195608124983587","0.15519015363735","0.236026096329824","1"
"Yes","2014","16-34 y.","higher education","253","0.356962896751268","0.322015965382952","0.391909828119583","1"
"Yes","2014","66 and older","in school","","","","","1"
"No","2015","16-34 y.","in school","46","0.76414256237047","0.650912122536849","0.877373002204091","2"
"No","2015","16-34 y.","inadequately","57","0.848430158877777","0.759879405001356","0.936980912754199","2"
"No","2015","16-34 y.","general elemantary","579","0.882388430969025","0.857430244296506","0.907346617641545","2"
"No","2015","16-34 y.","middle vocational","1439","0.828239295766013","0.810372937734364","0.846105653797662","2"
"No","2015","16-34 y.","vocational + Abi","321","0.815328429028566","0.777254477047015","0.853402381010116","2"
"No","2015","16-34 y.","higher vocational","81","0.626196560653316","0.536192192568923","0.716200928737708","2"
"No","2015","16-34 y.","higher education","606","0.673106520958774","0.641918829405042","0.704294212512507","2"
"No","2015","35-65 y.","in school","","","","","2"
"No","2015","35-65 y.","inadequately","120","0.783983020540873","0.714564000320328","0.853402040761419","2"
"No","2015","35-65 y.","general elemantary","611","0.862602713495329","0.837117776166641","0.888087650824017","2"
"No","2015","35-65 y.","middle vocational","3998","0.787541633275943","0.776234114211082","0.798849152340804","2"
"No","2015","35-65 y.","vocational + Abi","877","0.755349998928622","0.730351976533573","0.78034802132367","2"
"No","2015","35-65 y.","higher vocational","566","0.729077644317318","0.698086054328907","0.760069234305729","2"
"No","2015","35-65 y.","higher education","1875","0.578127026442781","0.560736614385129","0.595517438500434","2"
"No","2015","66 and older","in school","","","","","2"
"No","2015","66 and older","inadequately","1","","","","2"
"No","2015","66 and older","general elemantary","14","","","","2"
"No","2015","66 and older","middle vocational","98","0.837223634921574","0.770896532751054","0.903550737092093","2"
"No","2015","66 and older","vocational + Abi","7","","","","2"
"No","2015","66 and older","higher vocational","9","","","","2"
"No","2015","66 and older","higher education","39","0.802555244423521","0.691097481797003","0.91401300705004","2"
"Yes","2015","35-65 y.","higher education","1223","0.421872973557219","0.404482561499566","0.439263385614871","1"
"Yes","2015","35-65 y.","in school","","","","","1"
"Yes","2015","35-65 y.","inadequately","15","","","","1"
"Yes","2015","35-65 y.","general elemantary","90","0.137397286504671","0.111912349175983","0.162882223833359","1"
"Yes","2015","35-65 y.","middle vocational","1029","0.212458366724057","0.201150847659196","0.223765885788918","1"
"Yes","2015","35-65 y.","vocational + Abi","259","0.244650001071378","0.21965197867633","0.269648023466427","1"
"Yes","2015","35-65 y.","higher vocational","224","0.270922355682682","0.239930765694271","0.301913945671093","1"
"Yes","2015","66 and older","higher education","10","","","","1"
"Yes","2015","16-34 y.","general elemantary","61","0.117611569030975","0.0926533823584554","0.142569755703494","1"
"Yes","2015","16-34 y.","middle vocational","273","0.171760704233987","0.153894346202338","0.189627062265636","1"
"Yes","2015","66 and older","higher vocational","3","","","","1"
"Yes","2015","66 and older","general elemantary","3","","","","1"
"Yes","2015","66 and older","middle vocational","21","","","","1"
"Yes","2015","66 and older","vocational + Abi","1","","","","1"
"Yes","2015","16-34 y.","higher vocational","30","0.373803439346684","0.283799071262292","0.463807807431077","1"
"Yes","2015","16-34 y.","in school","8","","","","1"
"Yes","2015","16-34 y.","higher education","263","0.326893479041226","0.295705787487493","0.358081170594958","1"
"Yes","2015","16-34 y.","inadequately","6","","","","1"
"Yes","2015","66 and older","inadequately","","","","","1"
"Yes","2015","16-34 y.","vocational + Abi","78","0.184671570971434","0.146597618989884","0.222745522952985","1"
"Yes","2015","66 and older","in school","","","","","1"
"No","2016","16-34 y.","in school","48","0.949594509147119","0.891774951095352","1.00741406719889","2"
"No","2016","16-34 y.","inadequately","128","0.859288501587319","0.801061811725246","0.917515191449392","2"
"No","2016","16-34 y.","general elemantary","541","0.888261054166521","0.86328061430604","0.913241494027002","2"
"No","2016","16-34 y.","middle vocational","1257","0.823167003255197","0.803865844849955","0.84246816166044","2"
"No","2016","16-34 y.","vocational + Abi","298","0.807758355533816","0.767660088639794","0.847856622427838","2"
"No","2016","16-34 y.","higher vocational","71","0.632836525977238","0.539746107473205","0.725926944481271","2"
"No","2016","16-34 y.","higher education","500","0.623533184297284","0.589177820814125","0.657888547780444","2"
"No","2016","35-65 y.","in school","","","","","2"
"No","2016","35-65 y.","inadequately","132","0.812592846831565","0.749508878814755","0.875676814848374","2"
"No","2016","35-65 y.","general elemantary","541","0.84231791771897","0.813994299881889","0.870641535556052","2"
"No","2016","35-65 y.","middle vocational","3776","0.78671061257406","0.775060258243459","0.798360966904661","2"
"No","2016","35-65 y.","vocational + Abi","860","0.776808397626667","0.752389987405742","0.801226807847592","2"
"No","2016","35-65 y.","higher vocational","508","0.694722980754627","0.661246964162613","0.728198997346641","2"
"No","2016","35-65 y.","higher education","1796","0.598738717301952","0.581042097400428","0.616435337203476","2"
"No","2016","66 and older","in school","","","","","2"
"No","2016","66 and older","inadequately","1","","","","2"
"No","2016","66 and older","general elemantary","16","","","","2"
"No","2016","66 and older","middle vocational","97","0.828254754749076","0.759020663606827","0.897488845891325","2"
"No","2016","66 and older","vocational + Abi","7","","","","2"
"No","2016","66 and older","higher vocational","10","","","","2"
"No","2016","66 and older","higher education","43","0.728841101266157","0.616354492380697","0.841327710151616","2"
"Yes","2016","35-65 y.","vocational + Abi","257","0.223191602373333","0.198773192152408","0.247610012594258","1"
"Yes","2016","35-65 y.","higher education","1151","0.401261282698048","0.383564662796524","0.418957902599572","1"
"Yes","2016","35-65 y.","middle vocational","973","0.21328938742594","0.201639033095339","0.224939741756541","1"
"Yes","2016","35-65 y.","higher vocational","219","0.305277019245373","0.271801002653359","0.338753035837387","1"
"Yes","2016","66 and older","general elemantary","3","","","","1"
"Yes","2016","66 and older","middle vocational","17","","","","1"
"Yes","2016","35-65 y.","in school","","","","","1"
"Yes","2016","35-65 y.","inadequately","15","","","","1"
"Yes","2016","35-65 y.","general elemantary","95","0.15768208228103","0.129358464443948","0.186005700118111","1"
"Yes","2016","66 and older","higher education","17","","","","1"
"Yes","2016","16-34 y.","middle vocational","244","0.176832996744803","0.15753183833956","0.196134155150045","1"
"Yes","2016","66 and older","higher vocational","2","","","","1"
"Yes","2016","16-34 y.","general elemantary","70","0.111738945833479","0.0867585059729981","0.13671938569396","1"
"Yes","2016","16-34 y.","vocational + Abi","73","0.192241644466184","0.152143377572162","0.232339911360206","1"
"Yes","2016","16-34 y.","higher vocational","32","0.367163474022762","0.274073055518729","0.460253892526795","1"
"Yes","2016","66 and older","inadequately","","","","","1"
"Yes","2016","66 and older","vocational + Abi","","","","","1"
"Yes","2016","16-34 y.","higher education","264","0.376466815702716","0.342111452219556","0.410822179185875","1"
"Yes","2016","66 and older","in school","","","","","1"
"Yes","2016","16-34 y.","in school","7","","","","1"
"Yes","2016","16-34 y.","inadequately","9","","","","1"
"No","2017","16-34 y.","in school","66","0.897991633969765","0.827591585601413","0.968391682338116","2"
"No","2017","16-34 y.","inadequately","198","0.98717178777883","0.971804617044759","1.0025389585129","2"
"No","2017","16-34 y.","general elemantary","623","0.827579262998452","0.799734858600939","0.855423667395965","2"
"No","2017","16-34 y.","middle vocational","1481","0.841530370328824","0.82464141280731","0.858419327850337","2"
"No","2017","16-34 y.","vocational + Abi","335","0.799924264994233","0.76175502509537","0.838093504893095","2"
"No","2017","16-34 y.","higher vocational","76","0.652144566903819","0.563137788073026","0.741151345734612","2"
"No","2017","16-34 y.","higher education","616","0.630206673307021","0.599046227378627","0.661367119235414","2"
"No","2017","35-65 y.","in school","","","","","2"
"No","2017","35-65 y.","inadequately","166","0.867993889263785","0.819988857750413","0.915998920777157","2"
"No","2017","35-65 y.","general elemantary","652","0.839212465413748","0.813266796042307","0.865158134785189","2"
"No","2017","35-65 y.","middle vocational","4213","0.789543529166925","0.77859495748919","0.800492100844661","2"
"No","2017","35-65 y.","vocational + Abi","948","0.768365463185607","0.744836641045699","0.791894285325515","2"
"No","2017","35-65 y.","higher vocational","563","0.676270229571996","0.644087599677331","0.708452859466662","2"
"No","2017","35-65 y.","higher education","2033","0.594150621090332","0.577477138698667","0.610824103481998","2"
"No","2017","66 and older","in school","","","","","2"
"No","2017","66 and older","inadequately","","","","","2"
"No","2017","66 and older","general elemantary","22","","","","2"
"No","2017","66 and older","middle vocational","118","0.866817288425386","0.809922103132042","0.92371247371873","2"
"No","2017","66 and older","vocational + Abi","9","","","","2"
"No","2017","66 and older","higher vocational","12","","","","2"
"No","2017","66 and older","higher education","48","0.631865217885651","0.52046206204056","0.743268373730741","2"
"Yes","2017","35-65 y.","vocational + Abi","287","0.231634536814393","0.208105714674485","0.255163358954301","1"
"Yes","2017","35-65 y.","higher vocational","249","0.323729770428004","0.291547140533338","0.355912400322669","1"
"Yes","2017","35-65 y.","higher education","1299","0.405849378909668","0.389175896518002","0.422522861301333","1"
"Yes","2017","66 and older","general elemantary","2","","","","1"
"Yes","2017","66 and older","higher education","24","","","","1"
"Yes","2017","35-65 y.","middle vocational","1112","0.210456470833075","0.199507899155339","0.221405042510811","1"
"Yes","2017","66 and older","higher vocational","3","","","","1"
"Yes","2017","35-65 y.","inadequately","25","","","","1"
"Yes","2017","35-65 y.","general elemantary","118","0.160787534586252","0.134841865214811","0.186733203957693","1"
"Yes","2017","35-65 y.","in school","","","","","1"
"Yes","2017","66 and older","inadequately","","","","","1"
"Yes","2017","66 and older","middle vocational","19","","","","1"
"Yes","2017","66 and older","vocational + Abi","","","","","1"
"Yes","2017","16-34 y.","middle vocational","315","0.158469629671176","0.141580672149663","0.17535858719269","1"
"Yes","2017","66 and older","in school","","","","","1"
"Yes","2017","16-34 y.","in school","5","","","","1"
"Yes","2017","16-34 y.","inadequately","8","","","","1"
"Yes","2017","16-34 y.","general elemantary","84","0.172420737001548","0.144576332604035","0.200265141399061","1"
"Yes","2017","16-34 y.","vocational + Abi","87","0.200075735005767","0.161906495106905","0.23824497490463","1"
"Yes","2017","16-34 y.","higher vocational","34","0.347855433096181","0.258848654265388","0.436862211926974","1"
"Yes","2017","16-34 y.","higher education","306","0.369793326692979","0.338632880764586","0.400953772621373","1"
"No","2018","16-34 y.","in school","45","1","1","1","2"
"No","2018","16-34 y.","inadequately","240","0.912689702658717","0.878376936861134","0.9470024684563","2"
"No","2018","16-34 y.","general elemantary","654","0.916425094119648","0.896111360150676","0.93673882808862","2"
"No","2018","16-34 y.","middle vocational","1413","0.831884189705304","0.814122818892455","0.849645560518153","2"
"No","2018","16-34 y.","vocational + Abi","308","0.797277684822648","0.757681250332029","0.836874119313268","2"
"No","2018","16-34 y.","higher vocational","74","0.672138153090438","0.585584862428074","0.758691443752803","2"
"No","2018","16-34 y.","higher education","600","0.597461704841285","0.565926266475677","0.628997143206894","2"
"No","2018","35-65 y.","in school","","","","","2"
"No","2018","35-65 y.","inadequately","187","0.887604099915741","0.84467998902846","0.930528210803022","2"
"No","2018","35-65 y.","general elemantary","629","0.7976182642147","0.768844917069091","0.826391611360308","2"
"No","2018","35-65 y.","middle vocational","3881","0.781467029975995","0.7699103596092","0.79302370034279","2"
"No","2018","35-65 y.","vocational + Abi","876","0.769852872550378","0.745567105035462","0.794138640065293","2"
"No","2018","35-65 y.","higher vocational","499","0.683598707334054","0.649413908258484","0.717783506409625","2"
"No","2018","35-65 y.","higher education","1865","0.582381633675098","0.565090769056819","0.599672498293378","2"
"No","2018","66 and older","in school","","","","","2"
"No","2018","66 and older","inadequately","","","","","2"
"No","2018","66 and older","general elemantary","26","","","","2"
"No","2018","66 and older","middle vocational","108","0.830144981941465","0.766566250808667","0.893723713074263","2"
"No","2018","66 and older","vocational + Abi","8","","","","2"
"No","2018","66 and older","higher vocational","18","","","","2"
"No","2018","66 and older","higher education","49","0.767372861278362","0.664660001746521","0.870085720810202","2"
"Yes","2018","35-65 y.","vocational + Abi","278","0.230147127449622","0.205861359934707","0.254432894964538","1"
"Yes","2018","35-65 y.","higher vocational","212","0.316401292665946","0.282216493590376","0.350586091741516","1"
"Yes","2018","35-65 y.","higher education","1260","0.417618366324902","0.400327501706622","0.434909230943181","1"
"Yes","2018","66 and older","higher education","16","","","","1"
"Yes","2018","66 and older","general elemantary","3","","","","1"
"Yes","2018","66 and older","vocational + Abi","1","","","","1"
"Yes","2018","66 and older","higher vocational","3","","","","1"
"Yes","2018","35-65 y.","in school","","","","","1"
"Yes","2018","35-65 y.","inadequately","21","","","","1"
"Yes","2018","35-65 y.","general elemantary","120","0.2023817357853","0.173608388639692","0.231155082930909","1"
"Yes","2018","66 and older","middle vocational","26","","","","1"
"Yes","2018","35-65 y.","middle vocational","1031","0.218532970024005","0.20697629965721","0.2300896403908","1"
"Yes","2018","66 and older","in school","","","","","1"
"Yes","2018","16-34 y.","general elemantary","59","0.0835749058803521","0.0632611719113804","0.103888639849324","1"
"Yes","2018","16-34 y.","middle vocational","290","0.168115810294696","0.150354439481847","0.185877181107545","1"
"Yes","2018","66 and older","inadequately","","","","","1"
