"pgoeffd","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2019","Full Time","Couple + C. LE 16 ","487","0.211800654699371","0.194645242403753","0.228956066994989"
"Yes","2019","Full Time","Couple + C. GT 16 ","269","0.237420583922994","0.211781235702498","0.26305993214349"
"Yes","2019","Full Time","Couple + C. LE and GT 16","158","0.223077738344707","0.193499475639217","0.252656001050198"
"Yes","2019","Part Time","1-pers.-HH","158","0.240420696995396","0.209271171915021","0.271570222075772"
"Yes","2019","Part Time","(Married) couple without C. ","316","0.263613719032235","0.238695704438673","0.288531733625797"
"Yes","2019","Part Time","Single parent ","141","0.247326080216753","0.21271626212047","0.281935898313036"
"Yes","2019","Part Time","Couple + C. LE 16 ","405","0.280548725165205","0.258541906338817","0.302555543991593"
"Yes","2019","Part Time","Couple + C. GT 16 ","197","0.238689454773447","0.208382741946439","0.268996167600456"
"Yes","2019","Part Time","Couple + C. LE and GT 16","169","0.224945208794903","0.193138138210155","0.25675227937965"
"Yes","2019","Not Working","1-pers.-HH","23","","",""
"Yes","2019","Not Working","(Married) couple without C. ","23","","",""
"Yes","2019","Not Working","Single parent ","17","","",""
"Yes","2019","Not Working","Couple + C. LE 16 ","46","0.300766224430753","0.247802614515777","0.353729834345729"
"Yes","2019","Not Working","Couple + C. GT 16 ","20","","",""
"Yes","2019","Not Working","Couple + C. LE and GT 16","19","","",""
"No","2019","Full Time","1-pers.-HH","994","0.709519074007148","0.68547061709993","0.733567530914367"
"No","2019","Full Time","(Married) couple without C. ","1685","0.70054297406655","0.682016887495332","0.719069060637768"
"No","2019","Full Time","Single parent ","460","0.730552709780662","0.696071521705073","0.765033897856251"
"No","2019","Full Time","Couple + C. LE 16 ","1692","0.788199345300629","0.771043933005011","0.805354757596247"
"No","2019","Full Time","Couple + C. GT 16 ","789","0.762579416077006","0.73694006785651","0.788218764297502"
"No","2019","Full Time","Couple + C. LE and GT 16","603","0.776922261655293","0.747343998949802","0.806500524360784"
"No","2019","Part Time","1-pers.-HH","565","0.759579303004604","0.728429777924228","0.790728828084979"
"No","2019","Part Time","(Married) couple without C. ","885","0.736386280967765","0.711468266374203","0.761304295561327"
"No","2019","Part Time","Single parent ","456","0.752673919783247","0.718064101686964","0.78728373787953"
"No","2019","Part Time","Couple + C. LE 16 ","1196","0.719451274834795","0.697444456008407","0.741458093661183"
"No","2019","Part Time","Couple + C. GT 16 ","563","0.761310545226553","0.731003832399544","0.791617258053561"
"No","2019","Part Time","Couple + C. LE and GT 16","493","0.775054791205097","0.74324772062035","0.806861861789845"
"No","2019","Not Working","1-pers.-HH","181","0.813427839846743","0.759969441436875","0.866886238256612"
"No","2019","Not Working","(Married) couple without C. ","88","0.788272957781854","0.712273047265254","0.864272868298454"
"No","2019","Not Working","Single parent ","92","0.864663439260161","0.800444081512701","0.928882797007621"
"No","2019","Not Working","Couple + C. LE 16 ","242","0.699233775569247","0.646270165654271","0.752197385484223"
"No","2019","Not Working","Couple + C. GT 16 ","68","0.73970699288325","0.648028415084654","0.831385570681846"
"No","2019","Not Working","Couple + C. LE and GT 16","136","0.880339012365838","0.829243411872438","0.931434612859237"
