"pgoeffd","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"No","2015","(0) in school","West Germany","43","0.769322207532041","0.653705650880479","0.884938764183602"
"No","2015","(0) in school","East Germany","","","",""
"No","2015","(1a) inadequately completed","West Germany","186","0.819290274454917","0.767124625934398","0.871455922975436"
"No","2015","(1a) inadequately completed","East Germany","","","",""
"No","2015","(1b) general elementary school","West Germany","782","0.871432563015491","0.849100693663848","0.893764432367135"
"No","2015","(1b) general elementary school","East Germany","65","0.815733936040914","0.726181214771807","0.905286657310021"
"No","2015","(1c) basic vocational qualification","West Germany","1959","0.821193855050769","0.805707703760862","0.836680006340677"
"No","2015","(1c) basic vocational qualification","East Germany","215","0.863196213339616","0.820078372963277","0.906314053715956"
"No","2015","(2b) intermediate general qualification","West Germany","314","0.859746344130584","0.824693789081851","0.894798899179317"
"No","2015","(2b) intermediate general qualification","East Germany","62","0.960134489879288","0.913288179891323","1.00698079986725"
"No","2015","(2a) intermediate vocational","West Germany","1980","0.763261688504015","0.747012794610343","0.779510582397686"
"No","2015","(2a) intermediate vocational","East Germany","1009","0.810653271833477","0.788740597711297","0.832565945955657"
"No","2015","(2c_gen) general maturity certificate","West Germany","613","0.784516799409908","0.754852933944405","0.814180664875412"
"No","2015","(2c_gen) general maturity certificate","East Germany","62","0.817510981488894","0.731239373314293","0.903782589663494"
"No","2015","(2c_voc) vocational maturity certificate","West Germany","1202","0.74051965987517","0.71904092855259","0.761998391197749"
"No","2015","(2c_voc) vocational maturity certificate","East Germany","190","0.739524648584592","0.684790387737959","0.794258909431226"
"No","2015","(3a) lower tertiary education","West Germany","588","0.62935742952563","0.597768402169765","0.660946456881495"
"No","2015","(3a) lower tertiary education","East Germany","187","0.685690731421143","0.632443209766732","0.738938253075553"
"No","2015","(3b) higher tertiary education","West Germany","1462","0.588473476938392","0.568435796953146","0.608511156923638"
"No","2015","(3b) higher tertiary education","East Germany","283","0.610179732637562","0.567810529455786","0.652548935819337"
"Yes","2016","(0) in school","West Germany","","","",""
"Yes","2016","(0) in school","East Germany","","","",""
"Yes","2016","(1a) inadequately completed","West Germany","","","",""
"Yes","2016","(1a) inadequately completed","East Germany","","","",""
"Yes","2016","(1b) general elementary school","West Germany","91","0.130691482762691","0.107677324506303","0.15370564101908"
"Yes","2016","(1b) general elementary school","East Germany","","","",""
"Yes","2016","(1c) basic vocational qualification","West Germany","357","0.179986026494536","0.163788424298101","0.196183628690971"
"Yes","2016","(1c) basic vocational qualification","East Germany","","","",""
"Yes","2016","(2b) intermediate general qualification","West Germany","65","0.159610126917768","0.120095148620313","0.199125105215223"
"Yes","2016","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2016","(2a) intermediate vocational","West Germany","607","0.250967149597231","0.233631900875411","0.26830239831905"
"Yes","2016","(2a) intermediate vocational","East Germany","207","0.200067654710209","0.176865404355136","0.223269905065281"
"Yes","2016","(2c_gen) general maturity certificate","West Germany","126","0.200617765087275","0.170628574412563","0.230606955761987"
"Yes","2016","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","West Germany","390","0.252912846427812","0.231188785992635","0.274636906862989"
"Yes","2016","(2c_voc) vocational maturity certificate","East Germany","59","0.277603950533498","0.221981653529524","0.333226247537473"
"Yes","2016","(3a) lower tertiary education","West Germany","299","0.377075721166394","0.344261810161321","0.409889632171468"
"Yes","2016","(3a) lower tertiary education","East Germany","92","0.273922276762479","0.221020287860778","0.326824265664179"
"Yes","2016","(3b) higher tertiary education","West Germany","818","0.40081859747741","0.380108555438928","0.421528639515893"
"Yes","2016","(3b) higher tertiary education","East Germany","223","0.45953249523966","0.416238057164284","0.502826933315036"
"No","2016","(0) in school","West Germany","43","0.953742771834019","0.894932188996665","1.01255335467137"
"No","2016","(0) in school","East Germany","","","",""
"No","2016","(1a) inadequately completed","West Germany","269","0.872215654283334","0.833923708916536","0.910507599650131"
"No","2016","(1a) inadequately completed","East Germany","31","0.90835409507011","0.809913270633477","1.00679491950674"
"No","2016","(1b) general elementary school","West Germany","733","0.869308517237309","0.846294358980921","0.892322675493697"
"No","2016","(1b) general elementary school","East Germany","65","0.859643525790519","0.778846692410587","0.940440359170452"
"No","2016","(1c) basic vocational qualification","West Germany","1804","0.820013973505464","0.803816371309029","0.836211575701899"
"No","2016","(1c) basic vocational qualification","East Germany","210","0.913915924421446","0.877745247751473","0.950086601091419"
"No","2016","(2b) intermediate general qualification","West Germany","265","0.840389873082232","0.800874894784777","0.879904851379687"
"No","2016","(2b) intermediate general qualification","East Germany","54","0.914310774614159","0.844638133544622","0.983983415683695"
"No","2016","(2a) intermediate vocational","West Germany","1796","0.749032850402769","0.73169760168095","0.766368099124589"
"No","2016","(2a) intermediate vocational","East Germany","935","0.799932345289791","0.776730094934719","0.823134595644864"
"No","2016","(2c_gen) general maturity certificate","West Germany","559","0.799382234912725","0.769393044238013","0.829371425587436"
"No","2016","(2c_gen) general maturity certificate","East Germany","60","0.829713574309517","0.746826147410693","0.912601001208341"
"No","2016","(2c_voc) vocational maturity certificate","West Germany","1148","0.747087153572188","0.725363093137011","0.768811214007365"
"No","2016","(2c_voc) vocational maturity certificate","East Germany","190","0.722396049466502","0.666773752462527","0.778018346470476"
"No","2016","(3a) lower tertiary education","West Germany","539","0.622924278833606","0.590110367828532","0.655738189838679"
"No","2016","(3a) lower tertiary education","East Germany","181","0.726077723237521","0.673175734335821","0.778979712139222"
"No","2016","(3b) higher tertiary education","West Germany","1333","0.59918140252259","0.578471360484107","0.619891444561072"
"No","2016","(3b) higher tertiary education","East Germany","286","0.54046750476034","0.497173066684964","0.583761942835716"
"Yes","2017","(0) in school","West Germany","","","",""
"Yes","2017","(0) in school","East Germany","","","",""
"Yes","2017","(1a) inadequately completed","West Germany","38","0.108473111909791","0.0776491836653984","0.139297040154184"
"Yes","2017","(1a) inadequately completed","East Germany","","","",""
"Yes","2017","(1b) general elementary school","West Germany","110","0.143932344921374","0.122000064682301","0.165864625160448"
"Yes","2017","(1b) general elementary school","East Germany","","","",""
"Yes","2017","(1c) basic vocational qualification","West Germany","357","0.154542612115732","0.139653120628851","0.169432103602613"
"Yes","2017","(1c) basic vocational qualification","East Germany","35","0.125982131747691","0.0850124629869773","0.166951800508404"
"Yes","2017","(2b) intermediate general qualification","West Germany","79","0.214821430150579","0.17245542538793","0.257187434913228"
"Yes","2017","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2017","(2a) intermediate vocational","West Germany","731","0.242043059075287","0.226259672230827","0.257826445919746"
"Yes","2017","(2a) intermediate vocational","East Germany","240","0.19316386824319","0.172065806202896","0.214261930283484"
"Yes","2017","(2c_gen) general maturity certificate","West Germany","173","0.20348802393579","0.176486719970457","0.230489327901124"
"Yes","2017","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","West Germany","440","0.273962640505838","0.25271194895368","0.295213332057997"
"Yes","2017","(2c_voc) vocational maturity certificate","East Germany","63","0.247917157510262","0.197519579086006","0.298314735934518"
"Yes","2017","(3a) lower tertiary education","West Germany","350","0.361939915210173","0.331713440072536","0.392166390347809"
"Yes","2017","(3a) lower tertiary education","East Germany","110","0.330794649756866","0.277642139030097","0.383947160483634"
"Yes","2017","(3b) higher tertiary education","West Germany","945","0.408119751148113","0.388911411485832","0.427328090810393"
"Yes","2017","(3b) higher tertiary education","East Germany","224","0.437843492700519","0.395960107182411","0.479726878218627"
"No","2017","(0) in school","West Germany","57","0.890783276269053","0.81314375551178","0.968422797026326"
"No","2017","(0) in school","East Germany","","","",""
"No","2017","(1a) inadequately completed","West Germany","353","0.891526888090209","0.860702959845816","0.922350816334602"
"No","2017","(1a) inadequately completed","East Germany","39","0.922988908200613","0.842358598655962","1.00361921774526"
"No","2017","(1b) general elementary school","West Germany","874","0.856067655078626","0.834135374839552","0.8779999353177"
"No","2017","(1b) general elementary school","East Germany","83","0.909540505261489","0.850606562631875","0.968474447891103"
"No","2017","(1c) basic vocational qualification","West Germany","1907","0.845457387884268","0.830567896397387","0.860346879371149"
"No","2017","(1c) basic vocational qualification","East Germany","217","0.874017868252309","0.833048199491596","0.914987537013023"
"No","2017","(2b) intermediate general qualification","West Germany","282","0.785178569849421","0.742812565086772","0.82754457461207"
"No","2017","(2b) intermediate general qualification","East Germany","78","0.89030292614323","0.824254072046914","0.956351780239545"
"No","2017","(2a) intermediate vocational","West Germany","2098","0.757956940924713","0.742173554080254","0.773740327769173"
"No","2017","(2a) intermediate vocational","East Germany","1105","0.80683613175681","0.785738069716516","0.827934193797104"
"No","2017","(2c_gen) general maturity certificate","West Germany","681","0.79651197606421","0.769510672098876","0.823513280029543"
"No","2017","(2c_gen) general maturity certificate","East Germany","88","0.736663885900621","0.655812854131354","0.817514917669889"
"No","2017","(2c_voc) vocational maturity certificate","West Germany","1252","0.726037359494162","0.704786667942003","0.74728805104632"
"No","2017","(2c_voc) vocational maturity certificate","East Germany","219","0.752082842489738","0.701685264065482","0.802480420913994"
"No","2017","(3a) lower tertiary education","West Germany","621","0.638060084789827","0.607833609652191","0.668286559927464"
"No","2017","(3a) lower tertiary education","East Germany","191","0.669205350243134","0.616052839516366","0.722357860969902"
"No","2017","(3b) higher tertiary education","West Germany","1570","0.591880248851887","0.572671909189607","0.611088588514167"
"No","2017","(3b) higher tertiary education","East Germany","315","0.562156507299481","0.520273121781373","0.60403989281759"
"Yes","2018","(0) in school","West Germany","","","",""
"Yes","2018","(0) in school","East Germany","","","",""
"Yes","2018","(1a) inadequately completed","West Germany","36","0.103680335101996","0.075388551984865","0.131972118219127"
"Yes","2018","(1a) inadequately completed","East Germany","","","",""
"Yes","2018","(1b) general elementary school","West Germany","109","0.156880854410932","0.133778349805407","0.179983359016457"
"Yes","2018","(1b) general elementary school","East Germany","","","",""
"Yes","2018","(1c) basic vocational qualification","West Germany","330","0.17666706192824","0.160010556288224","0.193323567568256"
"Yes","2018","(1c) basic vocational qualification","East Germany","","","",""
"Yes","2018","(2b) intermediate general qualification","West Germany","58","0.129942691178883","0.0954007088633836","0.164484673494382"
"Yes","2018","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2018","(2a) intermediate vocational","West Germany","666","0.248041554240811","0.231282403606839","0.264800704874783"
"Yes","2018","(2a) intermediate vocational","East Germany","232","0.192236175900455","0.170555289250337","0.213917062550572"
"Yes","2018","(2c_gen) general maturity certificate","West Germany","164","0.204183448547814","0.177273602752945","0.231093294342682"
"Yes","2018","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","West Germany","420","0.26457086028741","0.242737706014912","0.286404014559907"
"Yes","2018","(2c_voc) vocational maturity certificate","East Germany","63","0.238973831274105","0.189111807713029","0.288835854835182"
"Yes","2018","(3a) lower tertiary education","West Germany","350","0.387430966854428","0.356002591968607","0.418859341740249"
"Yes","2018","(3a) lower tertiary education","East Germany","98","0.321714401419002","0.267385556670746","0.376043246167257"
"Yes","2018","(3b) higher tertiary education","West Germany","931","0.415113747134223","0.395412647357045","0.434814846911402"
"Yes","2018","(3b) higher tertiary education","East Germany","226","0.486003668540139","0.442583752107762","0.529423584972516"
"No","2018","(0) in school","West Germany","39","1","1","1"
"No","2018","(0) in school","East Germany","","","",""
"No","2018","(1a) inadequately completed","West Germany","410","0.896319664898004","0.868027881780873","0.924611448015135"
"No","2018","(1a) inadequately completed","East Germany","46","0.944855047431398","0.882813603530284","1.00689649133251"
"No","2018","(1b) general elementary school","West Germany","843","0.843119145589069","0.820016640983544","0.866221650194594"
"No","2018","(1b) general elementary school","East Germany","97","0.775758951551388","0.698515791051617","0.853002112051158"
"No","2018","(1c) basic vocational qualification","West Germany","1684","0.82333293807176","0.806676432431744","0.839989443711776"
"No","2018","(1c) basic vocational qualification","East Germany","208","0.858587832722637","0.813846812347962","0.903328853097313"
"No","2018","(2b) intermediate general qualification","West Germany","306","0.870057308821117","0.835515326505618","0.904599291136616"
"No","2018","(2b) intermediate general qualification","East Germany","83","0.883079234887143","0.816321937184025","0.949836532590261"
"No","2018","(2a) intermediate vocational","West Germany","1885","0.751958445759189","0.735199295125217","0.768717596393161"
"No","2018","(2a) intermediate vocational","East Germany","1037","0.807763824099546","0.786082937449428","0.829444710749663"
"No","2018","(2c_gen) general maturity certificate","West Germany","698","0.795816551452186","0.768906705657318","0.822726397247055"
"No","2018","(2c_gen) general maturity certificate","East Germany","95","0.762404421299413","0.685935231146221","0.838873611452605"
"No","2018","(2c_voc) vocational maturity certificate","West Germany","1148","0.73542913971259","0.713595985440093","0.757262293985088"
"No","2018","(2c_voc) vocational maturity certificate","East Germany","218","0.761026168725895","0.711164145164818","0.810888192286971"
"No","2018","(3a) lower tertiary education","West Germany","573","0.612569033145572","0.581140658259751","0.643997408031393"
"No","2018","(3a) lower tertiary education","East Germany","186","0.678285598580999","0.623956753832743","0.732614443329254"
"No","2018","(3b) higher tertiary education","West Germany","1472","0.584886252865777","0.565185153088598","0.604587352642955"
"No","2018","(3b) higher tertiary education","East Germany","283","0.513996331459861","0.470576415027484","0.557416247892238"
"Yes","2019","(0) in school","West Germany","","","",""
"Yes","2019","(0) in school","East Germany","","","",""
"Yes","2019","(1a) inadequately completed","West Germany","36","0.177077391011231","0.143208635854204","0.210946146168257"
"Yes","2019","(1a) inadequately completed","East Germany","","","",""
"Yes","2019","(1b) general elementary school","West Germany","91","0.156636965678645","0.13235963539523","0.180914295962061"
"Yes","2019","(1b) general elementary school","East Germany","","","",""
"Yes","2019","(1c) basic vocational qualification","West Germany","296","0.168403310348633","0.151081645380588","0.185724975316677"
"Yes","2019","(1c) basic vocational qualification","East Germany","","","",""
"Yes","2019","(2b) intermediate general qualification","West Germany","62","0.19433598252748","0.153853358704938","0.234818606350022"
"Yes","2019","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2019","(2a) intermediate vocational","West Germany","663","0.259433292003317","0.242182175976085","0.276684408030548"
"Yes","2019","(2a) intermediate vocational","East Germany","223","0.204548040802183","0.181620271476063","0.227475810128303"
"Yes","2019","(2c_gen) general maturity certificate","West Germany","141","0.173627875182736","0.147780367590969","0.199475382774502"
"Yes","2019","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","West Germany","430","0.299463945313507","0.276676809036809","0.322251081590206"
"Yes","2019","(2c_voc) vocational maturity certificate","East Germany","68","0.299387500490215","0.244349449587643","0.354425551392786"
"Yes","2019","(3a) lower tertiary education","West Germany","322","0.348723653774364","0.317861679137347","0.37958562841138"
"Yes","2019","(3a) lower tertiary education","East Germany","99","0.328660823700993","0.274126412764849","0.383195234637136"
"Yes","2019","(3b) higher tertiary education","West Germany","884","0.393575400728409","0.374034058568726","0.413116742888092"
"Yes","2019","(3b) higher tertiary education","East Germany","227","0.472629585790992","0.429964408755589","0.515294762826395"
"No","2019","(0) in school","West Germany","56","0.974294614424978","0.933566781122143","1.01502244772781"
"No","2019","(0) in school","East Germany","","","",""
"No","2019","(1a) inadequately completed","West Germany","452","0.822922608988769","0.789053853831743","0.856791364145796"
"No","2019","(1a) inadequately completed","East Germany","58","1","1","1"
"No","2019","(1b) general elementary school","West Germany","770","0.843363034321355","0.819085704037939","0.86764036460477"
"No","2019","(1b) general elementary school","East Germany","87","0.912140116722498","0.855511159581802","0.968769073863194"
"No","2019","(1c) basic vocational qualification","West Germany","1497","0.831596689651367","0.814275024683323","0.848918354619412"
"No","2019","(1c) basic vocational qualification","East Germany","182","0.863374615627726","0.816587286448726","0.910161944806725"
"No","2019","(2b) intermediate general qualification","West Germany","305","0.80566401747252","0.765181393649978","0.846146641295062"
"No","2019","(2b) intermediate general qualification","East Germany","77","0.945151958588684","0.895871749018548","0.994432168158821"
"No","2019","(2a) intermediate vocational","West Germany","1817","0.740566707996683","0.723315591969452","0.757817824023915"
"No","2019","(2a) intermediate vocational","East Germany","966","0.795451959197817","0.772524189871697","0.818379728523937"
"No","2019","(2c_gen) general maturity certificate","West Germany","684","0.826372124817265","0.800524617225498","0.852219632409031"
"No","2019","(2c_gen) general maturity certificate","East Germany","99","0.794611487885168","0.721409874310184","0.867813101460152"
"No","2019","(2c_voc) vocational maturity certificate","West Germany","1122","0.700536054686493","0.677748918409794","0.723323190963191"
"No","2019","(2c_voc) vocational maturity certificate","East Germany","198","0.700612499509786","0.645574448607214","0.755650550412357"
"No","2019","(3a) lower tertiary education","West Germany","594","0.651276346225636","0.62041437158862","0.682138320862653"
"No","2019","(3a) lower tertiary education","East Germany","186","0.671339176299007","0.616804765362864","0.725873587235151"
"No","2019","(3b) higher tertiary education","West Germany","1517","0.606424599271591","0.586883257111908","0.625965941431274"
"No","2019","(3b) higher tertiary education","East Germany","299","0.527370414209008","0.484705237173605","0.570035591244411"
