"pgoeffd","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","2003","Thuringia","Rural Area","89","0.275499225477914","0.226927220741529","0.3240712302143"
"No","2003","Schleswig-Holstein","Urban Area","112","0.723301932448051","0.653545795235898","0.793058069660204"
"No","2003","Schleswig-Holstein","Rural Area","163","0.796019899088123","0.742157620177357","0.849882177998889"
"No","2003","Hamburg","Urban Area","127","0.766380660317457","0.701621258069344","0.831140062565569"
"No","2003","Hamburg","Rural Area","","","",""
"No","2003","Lower Saxony","Urban Area","357","0.688209855749847","0.648007209699872","0.728412501799823"
"No","2003","Lower Saxony","Rural Area","367","0.712675549764712","0.673051263731617","0.752299835797808"
"No","2003","Bremen","Urban Area","63","0.62325245891577","0.524768878250111","0.72173603958143"
"No","2003","Bremen","Rural Area","","","",""
"No","2003","North Rhine-Westphalia","Urban Area","1789","0.759941305315299","0.742993950454572","0.776888660176025"
"No","2003","North Rhine-Westphalia","Rural Area","38","0.687251570971635","0.564727283573649","0.809775858369621"
"No","2003","Hesse","Urban Area","550","0.763419455899171","0.732420246534362","0.79441866526398"
"No","2003","Hesse","Rural Area","103","0.726253229950267","0.6544182832972","0.798088176603333"
"No","2003","Rhineland-Palatinate,Saarland","Urban Area","388","0.790995334873611","0.755776250451584","0.826214419295638"
"No","2003","Rhineland-Palatinate,Saarland","Rural Area","119","0.692021513710233","0.624391174822221","0.759651852598245"
"No","2003","Baden-Württemberg","Urban Area","1090","0.774599132700955","0.752601154341643","0.796597111060266"
"No","2003","Baden-Württemberg","Rural Area","105","0.807040989495225","0.74047359862282","0.87360838036763"
"No","2003","Bavaria","Urban Area","686","0.779751404999705","0.752570931514769","0.806931878484641"
"No","2003","Bavaria","Rural Area","646","0.777161678147108","0.74938085649333","0.804942499800886"
"No","2003","Berlin","Urban Area","295","0.675037007101002","0.630716962461444","0.719357051740561"
"No","2003","Berlin","Rural Area","","","",""
"No","2003","Brandenburg","Urban Area","23","","",""
"No","2003","Brandenburg","Rural Area","284","0.67836180698421","0.633900762223502","0.722822851744918"
"No","2003","Mecklenburg-Western Pomerania","Urban Area","21","","",""
"No","2003","Mecklenburg-Western Pomerania","Rural Area","153","0.771925184823747","0.716098158534001","0.827752211113493"
"No","2003","Saxony","Urban Area","291","0.791510812974998","0.751601270501147","0.83142035544885"
"No","2003","Saxony","Rural Area","304","0.759208200878487","0.718022239149033","0.80039416260794"
"No","2003","Saxony-Anhalt","Urban Area","82","0.714573016919974","0.632740486601793","0.796405547238155"
"No","2003","Saxony-Anhalt","Rural Area","215","0.765204200631001","0.717477588080425","0.812930813181577"
"No","2003","Thuringia","Urban Area","110","0.709459446021061","0.6363144869584","0.782604405083723"
"No","2003","Thuringia","Rural Area","236","0.724500774522086","0.6759287697857","0.773072779258471"
"Yes","2004","Schleswig-Holstein","Urban Area","44","0.268751329170266","0.200486275028345","0.337016383312187"
"Yes","2004","Schleswig-Holstein","Rural Area","50","0.195722714294151","0.142188629788446","0.249256798799857"
"Yes","2004","Hamburg","Urban Area","32","0.16732061091556","0.110367198917091","0.224274022914029"
"Yes","2004","Hamburg","Rural Area","","","",""
"Yes","2004","Lower Saxony","Urban Area","153","0.28769570883886","0.249119483721672","0.326271933956049"
"Yes","2004","Lower Saxony","Rural Area","139","0.288306238306291","0.249958540569","0.326653936043583"
"Yes","2004","Bremen","Urban Area","27","","",""
"Yes","2004","Bremen","Rural Area","","","",""
"Yes","2004","North Rhine-Westphalia","Urban Area","665","0.237526860338572","0.220804732408153","0.25424898826899"
"Yes","2004","North Rhine-Westphalia","Rural Area","19","","",""
"Yes","2004","Hesse","Urban Area","172","0.239650752000805","0.208894869746542","0.270406634255067"
"Yes","2004","Hesse","Rural Area","42","0.236305152896157","0.16667832681534","0.305931978976974"
"Yes","2004","Rhineland-Palatinate,Saarland","Urban Area","134","0.25390716006028","0.216569529899255","0.291244790221305"
"Yes","2004","Rhineland-Palatinate,Saarland","Rural Area","54","0.23145083785575","0.170007611964438","0.292894063747062"
"Yes","2004","Baden-Württemberg","Urban Area","289","0.21310570897899","0.191655090794995","0.234556327162985"
"Yes","2004","Baden-Württemberg","Rural Area","32","0.194062940362204","0.12710261445554","0.261023266268868"
"Yes","2004","Bavaria","Urban Area","210","0.223628402199505","0.196238182833523","0.251018621565486"
"Yes","2004","Bavaria","Rural Area","210","0.188179013544294","0.16299105583216","0.213366971256428"
"Yes","2004","Berlin","Urban Area","145","0.346029415273998","0.302463086088913","0.389595744459082"
"Yes","2004","Berlin","Rural Area","","","",""
"Yes","2004","Brandenburg","Urban Area","21","","",""
"Yes","2004","Brandenburg","Rural Area","129","0.296310461581055","0.252002471558291","0.340618451603819"
"Yes","2004","Mecklenburg-Western Pomerania","Urban Area","14","","",""
"Yes","2004","Mecklenburg-Western Pomerania","Rural Area","66","0.245521642643139","0.189408814889301","0.301634470396977"
"Yes","2004","Saxony","Urban Area","110","0.215653250822489","0.176179161583268","0.25512734006171"
"Yes","2004","Saxony","Rural Area","116","0.228051413324655","0.188891712198226","0.267211114451084"
"Yes","2004","Saxony-Anhalt","Urban Area","40","0.314571058112684","0.233812820772653","0.395329295452715"
"Yes","2004","Saxony-Anhalt","Rural Area","88","0.222308212248338","0.1779809151624","0.266635509334276"
"Yes","2004","Thuringia","Urban Area","42","0.300486237517588","0.227117189153316","0.37385528588186"
"Yes","2004","Thuringia","Rural Area","72","0.194216059159638","0.152166591200465","0.236265527118812"
"No","2004","Schleswig-Holstein","Urban Area","118","0.731248670829734","0.662983616687813","0.799513724971655"
"No","2004","Schleswig-Holstein","Rural Area","161","0.804277285705849","0.750743201200143","0.857811370211554"
"No","2004","Hamburg","Urban Area","133","0.83267938908444","0.775725977085971","0.889632801082909"
"No","2004","Hamburg","Rural Area","","","",""
"No","2004","Lower Saxony","Urban Area","376","0.71230429116114","0.673728066043951","0.750880516278328"
"No","2004","Lower Saxony","Rural Area","397","0.711693761693709","0.673346063956417","0.750041459431"
"No","2004","Bremen","Urban Area","64","0.700206627204321","0.606071542575971","0.794341711832672"
"No","2004","Bremen","Rural Area","","","",""
"No","2004","North Rhine-Westphalia","Urban Area","1823","0.762473139661428","0.74575101173101","0.779195267591847"
"No","2004","North Rhine-Westphalia","Rural Area","37","0.604005137888267","0.475913974678624","0.73209630109791"
"No","2004","Hesse","Urban Area","568","0.760349247999195","0.729593365744933","0.791105130253458"
"No","2004","Hesse","Rural Area","101","0.763694847103843","0.694068021023026","0.83332167318466"
"No","2004","Rhineland-Palatinate,Saarland","Urban Area","388","0.74609283993972","0.708755209778694","0.783430470100745"
"No","2004","Rhineland-Palatinate,Saarland","Rural Area","127","0.76854916214425","0.707105936252938","0.829992388035562"
"No","2004","Baden-Württemberg","Urban Area","1111","0.78689429102101","0.765443672837015","0.808344909205005"
"No","2004","Baden-Württemberg","Rural Area","102","0.805937059637796","0.738976733731132","0.87289738554446"
"No","2004","Bavaria","Urban Area","679","0.776371597800495","0.748981378434514","0.803761817166477"
"No","2004","Bavaria","Rural Area","715","0.811820986455706","0.786633028743572","0.83700894416784"
"No","2004","Berlin","Urban Area","313","0.653970584726002","0.610404255540917","0.697536913911087"
"No","2004","Berlin","Rural Area","","","",""
"No","2004","Brandenburg","Urban Area","27","","",""
"No","2004","Brandenburg","Rural Area","279","0.703689538418945","0.659381548396181","0.747997528441709"
"No","2004","Mecklenburg-Western Pomerania","Urban Area","31","0.811102524420953","0.696737615696449","0.925467433145457"
"No","2004","Mecklenburg-Western Pomerania","Rural Area","160","0.754478357356861","0.698365529603023","0.810591185110699"
"No","2004","Saxony","Urban Area","307","0.784346749177511","0.74487265993829","0.823820838416732"
"No","2004","Saxony","Rural Area","325","0.771948586675345","0.732788885548916","0.811108287801774"
"No","2004","Saxony-Anhalt","Urban Area","87","0.685428941887316","0.604670704547285","0.766187179227347"
"No","2004","Saxony-Anhalt","Rural Area","250","0.777691787751662","0.733364490665724","0.8220190848376"
"No","2004","Thuringia","Urban Area","108","0.699513762482412","0.62614471411814","0.772882810846684"
"No","2004","Thuringia","Rural Area","268","0.805783940840362","0.763734472881188","0.847833408799535"
"Yes","2005","Schleswig-Holstein","Urban Area","43","0.294233888788968","0.220061744195744","0.368406033382191"
"Yes","2005","Schleswig-Holstein","Rural Area","49","0.239602357914575","0.180148311144036","0.299056404685114"
"Yes","2005","Hamburg","Urban Area","29","","",""
"Yes","2005","Hamburg","Rural Area","","","",""
"Yes","2005","Lower Saxony","Urban Area","128","0.280478066747719","0.23995068353969","0.321005449955748"
"Yes","2005","Lower Saxony","Rural Area","117","0.263344632225807","0.22313852352542","0.303550740926193"
"Yes","2005","Bremen","Urban Area","21","","",""
"Yes","2005","Bremen","Rural Area","","","",""
"Yes","2005","North Rhine-Westphalia","Urban Area","616","0.240472483542812","0.222825440472964","0.258119526612659"
"Yes","2005","North Rhine-Westphalia","Rural Area","18","","",""
"Yes","2005","Hesse","Urban Area","155","0.236379290170328","0.203817912016301","0.268940668324355"
"Yes","2005","Hesse","Rural Area","38","0.243911947781126","0.172001741880145","0.315822153682107"
"Yes","2005","Rhineland-Palatinate,Saarland","Urban Area","126","0.194512379084818","0.159465196665164","0.229559561504473"
"Yes","2005","Rhineland-Palatinate,Saarland","Rural Area","53","0.280757033158075","0.211982238699422","0.349531827616728"
"Yes","2005","Baden-Württemberg","Urban Area","269","0.225853840372438","0.20244779311325","0.249259887631626"
"Yes","2005","Baden-Württemberg","Rural Area","26","","",""
"Yes","2005","Bavaria","Urban Area","194","0.23816521018061","0.208721696999245","0.267608723361975"
"Yes","2005","Bavaria","Rural Area","186","0.194463576357163","0.167390460736545","0.221536691977782"
"Yes","2005","Berlin","Urban Area","130","0.332628462956844","0.285987382530471","0.379269543383217"
"Yes","2005","Berlin","Rural Area","","","",""
"Yes","2005","Brandenburg","Urban Area","20","","",""
"Yes","2005","Brandenburg","Rural Area","115","0.305315976761783","0.25832620573193","0.352305747791636"
"Yes","2005","Mecklenburg-Western Pomerania","Urban Area","12","","",""
"Yes","2005","Mecklenburg-Western Pomerania","Rural Area","63","0.313479949086438","0.249663656699387","0.377296241473489"
"Yes","2005","Saxony","Urban Area","93","0.19989037449819","0.159413856464979","0.240366892531402"
"Yes","2005","Saxony","Rural Area","104","0.220951737336498","0.179880673751076","0.262022800921921"
"Yes","2005","Saxony-Anhalt","Urban Area","37","0.371957808127536","0.283621260717291","0.460294355537781"
"Yes","2005","Saxony-Anhalt","Rural Area","82","0.202048330817844","0.157494328689916","0.246602332945771"
"Yes","2005","Thuringia","Urban Area","36","0.280259030000682","0.201525267796202","0.358992792205162"
"Yes","2005","Thuringia","Rural Area","66","0.203303111710923","0.156741745382475","0.24986447803937"
"No","2005","Schleswig-Holstein","Urban Area","102","0.705766111211032","0.631593966617809","0.779938255804256"
"No","2005","Schleswig-Holstein","Rural Area","149","0.760397642085425","0.700943595314886","0.819851688855964"
"No","2005","Hamburg","Urban Area","120","0.842149153353725","0.78360642983067","0.900691876876781"
"No","2005","Hamburg","Rural Area","","","",""
"No","2005","Lower Saxony","Urban Area","344","0.719521933252281","0.678994550044252","0.760049316460309"
"No","2005","Lower Saxony","Rural Area","344","0.736655367774193","0.696449259073807","0.77686147647458"
"No","2005","Bremen","Urban Area","52","0.685566177693286","0.579059710286642","0.79207264509993"
"No","2005","Bremen","Rural Area","","","",""
"No","2005","North Rhine-Westphalia","Urban Area","1637","0.759527516457188","0.741880473387341","0.777174559527036"
"No","2005","North Rhine-Westphalia","Rural Area","31","0.550739815462291","0.41146510831299","0.690014522611591"
"No","2005","Hesse","Urban Area","499","0.763620709829672","0.731059331675645","0.7961820879837"
"No","2005","Hesse","Rural Area","99","0.756088052218874","0.684177846317893","0.827998258119855"
"No","2005","Rhineland-Palatinate,Saarland","Urban Area","364","0.805487620915181","0.770440438495527","0.840534803334836"
"No","2005","Rhineland-Palatinate,Saarland","Rural Area","111","0.719242966841925","0.650468172383272","0.788017761300578"
"No","2005","Baden-Württemberg","Urban Area","957","0.774146159627562","0.750740112368374","0.79755220688675"
"No","2005","Baden-Württemberg","Rural Area","92","0.773497711872111","0.697975813034535","0.849019610709686"
"No","2005","Bavaria","Urban Area","610","0.76183478981939","0.732391276638026","0.791278303000755"
"No","2005","Bavaria","Rural Area","635","0.805536423642837","0.778463308022218","0.832609539263455"
"No","2005","Berlin","Urban Area","262","0.667371537043156","0.620730456616784","0.714012617469529"
"No","2005","Berlin","Rural Area","","","",""
"No","2005","Brandenburg","Urban Area","26","","",""
"No","2005","Brandenburg","Rural Area","254","0.694684023238217","0.647694252208364","0.74167379426807"
"No","2005","Mecklenburg-Western Pomerania","Urban Area","28","","",""
"No","2005","Mecklenburg-Western Pomerania","Rural Area","140","0.686520050913562","0.622703758526511","0.750336343300613"
"No","2005","Saxony","Urban Area","282","0.80010962550181","0.759633107468598","0.840586143535021"
"No","2005","Saxony","Rural Area","288","0.779048262663502","0.737977199078079","0.820119326248924"
"No","2005","Saxony-Anhalt","Urban Area","78","0.628042191872464","0.539705644462219","0.716378739282709"
"No","2005","Saxony-Anhalt","Rural Area","230","0.797951669182156","0.753397667054229","0.842505671310084"
"No","2005","Thuringia","Urban Area","89","0.719740969999318","0.641007207794838","0.798474732203798"
"No","2005","Thuringia","Rural Area","221","0.796696888289077","0.75013552196063","0.843258254617525"
"Yes","2006","Schleswig-Holstein","Urban Area","45","0.288623756158362","0.217518532307833","0.359728980008891"
"Yes","2006","Schleswig-Holstein","Rural Area","51","0.24015470189128","0.178598705715987","0.301710698066572"
"Yes","2006","Hamburg","Urban Area","31","0.197417083121341","0.131947249089528","0.262886917153153"
"Yes","2006","Hamburg","Rural Area","","","",""
"Yes","2006","Lower Saxony","Urban Area","133","0.269951771467693","0.229817255591226","0.310086287344159"
"Yes","2006","Lower Saxony","Rural Area","121","0.263070119022352","0.224744166672855","0.30139607137185"
"Yes","2006","Bremen","Urban Area","24","","",""
"Yes","2006","Bremen","Rural Area","","","",""
"Yes","2006","North Rhine-Westphalia","Urban Area","638","0.250846330711834","0.23291430924066","0.268778352183008"
"Yes","2006","North Rhine-Westphalia","Rural Area","20","","",""
"Yes","2006","Hesse","Urban Area","170","0.221460071333682","0.190500336628271","0.252419806039093"
"Yes","2006","Hesse","Rural Area","39","0.214846366413061","0.147293271966266","0.282399460859856"
"Yes","2006","Rhineland-Palatinate,Saarland","Urban Area","129","0.232147329251603","0.195103266293721","0.269191392209484"
"Yes","2006","Rhineland-Palatinate,Saarland","Rural Area","61","0.285310823013937","0.218786696045496","0.351834949982378"
"Yes","2006","Baden-Württemberg","Urban Area","292","0.234589371058801","0.211581454535252","0.25759728758235"
"Yes","2006","Baden-Württemberg","Rural Area","31","0.243449964912888","0.168810259519348","0.318089670306428"
"Yes","2006","Bavaria","Urban Area","182","0.198626167471553","0.171318979812593","0.225933355130514"
"Yes","2006","Bavaria","Rural Area","205","0.188495953446026","0.162581597179352","0.214410309712701"
"Yes","2006","Berlin","Urban Area","127","0.335484850006661","0.288503972094881","0.382465727918441"
"Yes","2006","Berlin","Rural Area","","","",""
"Yes","2006","Brandenburg","Urban Area","21","","",""
"Yes","2006","Brandenburg","Rural Area","111","0.287018859638503","0.242122613960198","0.331915105316808"
"Yes","2006","Mecklenburg-Western Pomerania","Urban Area","10","","",""
"Yes","2006","Mecklenburg-Western Pomerania","Rural Area","69","0.312977928159868","0.251281442773299","0.374674413546436"
"Yes","2006","Saxony","Urban Area","100","0.228015501437805","0.185551693819375","0.270479309056235"
"Yes","2006","Saxony","Rural Area","101","0.248579270688927","0.205352129016515","0.291806412361338"
"Yes","2006","Saxony-Anhalt","Urban Area","38","0.439852698568402","0.347093603558209","0.532611793578596"
"Yes","2006","Saxony-Anhalt","Rural Area","85","0.196653547408587","0.153172709222061","0.240134385595113"
"Yes","2006","Thuringia","Urban Area","40","0.249629366637866","0.175796985079768","0.323461748195963"
"Yes","2006","Thuringia","Rural Area","71","0.217613459443282","0.171153338219233","0.264073580667332"
"No","2006","Schleswig-Holstein","Urban Area","111","0.711376243841638","0.640271019991109","0.782481467692167"
"No","2006","Schleswig-Holstein","Rural Area","134","0.75984529810872","0.698289301933428","0.821401294284013"
"No","2006","Hamburg","Urban Area","111","0.802582916878659","0.737113082846847","0.868052750910472"
"No","2006","Hamburg","Rural Area","","","",""
"No","2006","Lower Saxony","Urban Area","337","0.730048228532307","0.689913712655841","0.770182744408774"
"No","2006","Lower Saxony","Rural Area","386","0.736929880977648","0.69860392862815","0.775255833327145"
"No","2006","Bremen","Urban Area","47","0.69710688106846","0.590222731747269","0.80399103038965"
"No","2006","Bremen","Rural Area","","","",""
"No","2006","North Rhine-Westphalia","Urban Area","1607","0.749153669288166","0.731221647816992","0.76708569075934"
"No","2006","North Rhine-Westphalia","Rural Area","32","0.571836339685839","0.43734720574228","0.706325473629398"
"No","2006","Hesse","Urban Area","521","0.778539928666318","0.747580193960906","0.809499663371729"
"No","2006","Hesse","Rural Area","103","0.785153633586939","0.717600539140144","0.852706728033734"
"No","2006","Rhineland-Palatinate,Saarland","Urban Area","370","0.767852670748397","0.730808607790516","0.804896733706279"
"No","2006","Rhineland-Palatinate,Saarland","Rural Area","116","0.714689176986063","0.648165050017622","0.781213303954504"
"No","2006","Baden-Württemberg","Urban Area","1011","0.765410628941199","0.74240271241765","0.788418545464748"
"No","2006","Baden-Württemberg","Rural Area","96","0.756550035087112","0.681910329693572","0.831189740480652"
"No","2006","Bavaria","Urban Area","638","0.801373832528447","0.774066644869486","0.828681020187407"
"No","2006","Bavaria","Rural Area","670","0.811504046553974","0.785589690287299","0.837418402820649"
"No","2006","Berlin","Urban Area","261","0.664515149993339","0.617534272081559","0.711496027905119"
"No","2006","Berlin","Rural Area","","","",""
"No","2006","Brandenburg","Urban Area","28","","",""
"No","2006","Brandenburg","Rural Area","279","0.712981140361497","0.668084894683192","0.757877386039802"
"No","2006","Mecklenburg-Western Pomerania","Urban Area","28","","",""
"No","2006","Mecklenburg-Western Pomerania","Rural Area","148","0.687022071840133","0.625325586453564","0.748718557226701"
"No","2006","Saxony","Urban Area","275","0.771984498562195","0.729520690943765","0.814448306180625"
"No","2006","Saxony","Rural Area","283","0.751420729311073","0.708193587638662","0.794647870983485"
"No","2006","Saxony-Anhalt","Urban Area","72","0.560147301431598","0.467388206421404","0.652906396441791"
"No","2006","Saxony-Anhalt","Rural Area","236","0.803346452591413","0.759865614404887","0.846827290777939"
"No","2006","Thuringia","Urban Area","92","0.750370633362134","0.676538251804037","0.824203014920232"
"No","2006","Thuringia","Rural Area","232","0.782386540556718","0.735926419332668","0.828846661780767"
"Yes","2007","Schleswig-Holstein","Urban Area","38","0.252516375154079","0.178680422057068","0.32635232825109"
"Yes","2007","Schleswig-Holstein","Rural Area","38","0.134989991026437","0.0853451930636128","0.184634788989262"
"Yes","2007","Hamburg","Urban Area","30","0.153456169821859","0.0981248295183519","0.208787510125366"
"Yes","2007","Hamburg","Rural Area","","","",""
"Yes","2007","Lower Saxony","Urban Area","144","0.273852554937391","0.23518840677959","0.312516703095192"
"Yes","2007","Lower Saxony","Rural Area","126","0.260070752837357","0.222582424639963","0.297559081034751"
"Yes","2007","Bremen","Urban Area","22","","",""
"Yes","2007","Bremen","Rural Area","","","",""
"Yes","2007","North Rhine-Westphalia","Urban Area","632","0.251437787275039","0.233703741360078","0.269171833190001"
"Yes","2007","North Rhine-Westphalia","Rural Area","19","","",""
"Yes","2007","Hesse","Urban Area","155","0.200927040610427","0.170766046270688","0.231088034950166"
"Yes","2007","Hesse","Rural Area","37","0.177306555567056","0.115565956582191","0.239047154551921"
"Yes","2007","Rhineland-Palatinate,Saarland","Urban Area","128","0.238928218500573","0.201094004817347","0.2767624321838"
"Yes","2007","Rhineland-Palatinate,Saarland","Rural Area","55","0.23960488636925","0.175440931554936","0.303768841183563"
"Yes","2007","Baden-Württemberg","Urban Area","293","0.223392353925254","0.20076792727312","0.246016780577388"
"Yes","2007","Baden-Württemberg","Rural Area","27","","",""
"Yes","2007","Bavaria","Urban Area","179","0.191622459594034","0.164974963560066","0.218269955628003"
"Yes","2007","Bavaria","Rural Area","208","0.20233986776274","0.176505971695828","0.228173763829652"
"Yes","2007","Berlin","Urban Area","141","0.319524119324091","0.275855523509327","0.363192715138855"
"Yes","2007","Berlin","Rural Area","","","",""
"Yes","2007","Brandenburg","Urban Area","18","","",""
"Yes","2007","Brandenburg","Rural Area","104","0.305550676375536","0.259477900077875","0.351623452673197"
"Yes","2007","Mecklenburg-Western Pomerania","Urban Area","13","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Rural Area","67","0.233503832098803","0.178709914792155","0.288297749405452"
"Yes","2007","Saxony","Urban Area","101","0.237891385573657","0.196059797885842","0.279722973261472"
"Yes","2007","Saxony","Rural Area","86","0.214525959625512","0.175545304272592","0.253506614978432"
"Yes","2007","Saxony-Anhalt","Urban Area","42","0.412585923647164","0.321816778059866","0.503355069234462"
"Yes","2007","Saxony-Anhalt","Rural Area","77","0.162973582306339","0.123598821426363","0.202348343186315"
"Yes","2007","Thuringia","Urban Area","38","0.222958410272741","0.15376340407264","0.292153416472842"
"Yes","2007","Thuringia","Rural Area","71","0.214655167897605","0.170423332209693","0.258887003585517"
"No","2007","Schleswig-Holstein","Urban Area","95","0.747483624845921","0.67364767174891","0.821319577942932"
"No","2007","Schleswig-Holstein","Rural Area","144","0.865010008973563","0.815365211010738","0.914654806936387"
"No","2007","Hamburg","Urban Area","133","0.846543830178141","0.791212489874634","0.901875170481648"
"No","2007","Hamburg","Rural Area","","","",""
"No","2007","Lower Saxony","Urban Area","367","0.726147445062609","0.687483296904808","0.76481159322041"
"No","2007","Lower Saxony","Rural Area","400","0.739929247162643","0.702440918965249","0.777417575360037"
"No","2007","Bremen","Urban Area","57","0.727073285032136","0.628842715256319","0.825303854807952"
"No","2007","Bremen","Rural Area","","","",""
"No","2007","North Rhine-Westphalia","Urban Area","1667","0.748562212724961","0.730828166809999","0.766296258639922"
"No","2007","North Rhine-Westphalia","Rural Area","33","0.634019594483174","0.503093360379695","0.764945828586652"
"No","2007","Hesse","Urban Area","523","0.799072959389573","0.768911965049834","0.829233953729312"
"No","2007","Hesse","Rural Area","110","0.822693444432944","0.760952845448079","0.884434043417809"
"No","2007","Rhineland-Palatinate,Saarland","Urban Area","360","0.761071781499427","0.7232375678162","0.798905995182653"
"No","2007","Rhineland-Palatinate,Saarland","Rural Area","115","0.76039511363075","0.696231158816437","0.824559068445064"
"No","2007","Baden-Württemberg","Urban Area","1009","0.776607646074746","0.753983219422612","0.79923207272688"
"No","2007","Baden-Württemberg","Rural Area","107","0.827018325114661","0.762978032574161","0.89105861765516"
"No","2007","Bavaria","Urban Area","659","0.808377540405966","0.781730044371997","0.835025036439934"
"No","2007","Bavaria","Rural Area","721","0.79766013223726","0.771826236170348","0.823494028304172"
"No","2007","Berlin","Urban Area","297","0.680475880675909","0.636807284861145","0.724144476490674"
"No","2007","Berlin","Rural Area","","","",""
"No","2007","Brandenburg","Urban Area","26","","",""
"No","2007","Brandenburg","Rural Area","280","0.694449323624464","0.648376547326803","0.740522099922126"
"No","2007","Mecklenburg-Western Pomerania","Urban Area","25","","",""
"No","2007","Mecklenburg-Western Pomerania","Rural Area","162","0.766496167901197","0.711702250594549","0.821290085207845"
"No","2007","Saxony","Urban Area","297","0.762108614426343","0.720277026738528","0.803940202114158"
"No","2007","Saxony","Rural Area","340","0.785474040374488","0.746493385021568","0.824454695727408"
"No","2007","Saxony-Anhalt","Urban Area","71","0.587414076352836","0.496644930765538","0.678183221940134"
"No","2007","Saxony-Anhalt","Rural Area","261","0.837026417693661","0.797651656813685","0.876401178573637"
"No","2007","Thuringia","Urban Area","101","0.777041589727259","0.707846583527158","0.84623659592736"
"No","2007","Thuringia","Rural Area","260","0.785344832102395","0.741112996414483","0.829576667790307"
"Yes","2008","Schleswig-Holstein","Urban Area","34","0.240941420048163","0.162437915487924","0.319444924608402"
"Yes","2008","Schleswig-Holstein","Rural Area","32","0.137913274146924","0.0848163825569922","0.191010165736857"
"Yes","2008","Hamburg","Urban Area","30","0.174785987553049","0.113599737591081","0.235972237515017"
"Yes","2008","Hamburg","Rural Area","","","",""
"Yes","2008","Lower Saxony","Urban Area","143","0.298604955711835","0.257405756736024","0.339804154687646"
"Yes","2008","Lower Saxony","Rural Area","120","0.269916401148418","0.229953238216005","0.309879564080831"
"Yes","2008","Bremen","Urban Area","22","","",""
"Yes","2008","Bremen","Rural Area","","","",""
"Yes","2008","North Rhine-Westphalia","Urban Area","553","0.236399532659633","0.218149479744185","0.25464958557508"
"Yes","2008","North Rhine-Westphalia","Rural Area","17","","",""
"Yes","2008","Hesse","Urban Area","146","0.196204064061181","0.165532772826242","0.22687535529612"
"Yes","2008","Hesse","Rural Area","32","0.235595549894355","0.157351014864395","0.313840084924315"
"Yes","2008","Rhineland-Palatinate,Saarland","Urban Area","120","0.242126494666168","0.201778341336904","0.282474647995432"
"Yes","2008","Rhineland-Palatinate,Saarland","Rural Area","51","0.265916141784396","0.195211545118884","0.336620738449908"
"Yes","2008","Baden-Württemberg","Urban Area","244","0.191817799943004","0.169419150908777","0.214216448977232"
"Yes","2008","Baden-Württemberg","Rural Area","34","0.229928267703035","0.158415424501947","0.301441110904124"
"Yes","2008","Bavaria","Urban Area","181","0.217038244442918","0.187276885651197","0.246799603234638"
"Yes","2008","Bavaria","Rural Area","183","0.187255164503946","0.160842020864017","0.213668308143874"
"Yes","2008","Berlin","Urban Area","126","0.321770453191058","0.276104082419885","0.367436823962232"
"Yes","2008","Berlin","Rural Area","","","",""
"Yes","2008","Brandenburg","Urban Area","19","","",""
"Yes","2008","Brandenburg","Rural Area","97","0.336599247029911","0.285692113417222","0.3875063806426"
"Yes","2008","Mecklenburg-Western Pomerania","Urban Area","13","","",""
"Yes","2008","Mecklenburg-Western Pomerania","Rural Area","61","0.243310589490211","0.185414904454314","0.301206274526108"
"Yes","2008","Saxony","Urban Area","86","0.172916965650453","0.13474269264376","0.211091238657146"
"Yes","2008","Saxony","Rural Area","80","0.18111157806995","0.142939554346877","0.219283601793024"
"Yes","2008","Saxony-Anhalt","Urban Area","36","0.373741851920105","0.281642257074099","0.465841446766111"
"Yes","2008","Saxony-Anhalt","Rural Area","69","0.188282833137624","0.145315118134951","0.231250548140298"
"Yes","2008","Thuringia","Urban Area","34","0.232949338667079","0.15854812607956","0.307350551254599"
"Yes","2008","Thuringia","Rural Area","67","0.23960840068683","0.191307287613519","0.287909513760141"
"No","2008","Schleswig-Holstein","Urban Area","80","0.759058579951837","0.680555075391598","0.837562084512076"
"No","2008","Schleswig-Holstein","Rural Area","130","0.862086725853076","0.808989834263143","0.915183617443008"
"No","2008","Hamburg","Urban Area","118","0.825214012446951","0.764027762484983","0.886400262408919"
"No","2008","Hamburg","Rural Area","","","",""
"No","2008","Lower Saxony","Urban Area","331","0.701395044288165","0.660195845312354","0.742594243263976"
"No","2008","Lower Saxony","Rural Area","354","0.730083598851582","0.690120435919169","0.770046761783995"
"No","2008","Bremen","Urban Area","52","0.710978573980674","0.607696367507079","0.81426078045427"
"No","2008","Bremen","Rural Area","","","",""
"No","2008","North Rhine-Westphalia","Urban Area","1529","0.763600467340367","0.74535041442492","0.781850520255815"
"No","2008","North Rhine-Westphalia","Rural Area","30","0.702097131198615","0.571349116241963","0.832845146155267"
"No","2008","Hesse","Urban Area","498","0.803795935938819","0.77312464470388","0.834467227173758"
"No","2008","Hesse","Rural Area","81","0.764404450105645","0.686159915075685","0.842648985135605"
"No","2008","Rhineland-Palatinate,Saarland","Urban Area","313","0.757873505333832","0.717525352004568","0.798221658663096"
"No","2008","Rhineland-Palatinate,Saarland","Rural Area","99","0.734083858215604","0.663379261550092","0.804788454881116"
