"pgoeffd","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","2018","Single parent ","East Germany","62","0.246134790423499","0.194754144248411","0.297515436598586","1"
"Yes","2018","Couple + C. LE 16 ","West Germany","859","0.255026098187499","0.240879792064477","0.269172404310521","1"
"Yes","2018","Couple + C. LE 16 ","East Germany","182","0.227530102909013","0.199025972728417","0.256034233089609","1"
"Yes","2018","Single parent ","West Germany","291","0.244068164701002","0.219155973721741","0.268980355680263","1"
"Yes","2018","Couple + C. GT 16 ","West Germany","425","0.220495373441172","0.200828269198897","0.240162477683447","1"
"Yes","2018","Couple + C. GT 16 ","East Germany","66","0.215786846862517","0.169081187819995","0.262492505905039","1"
"Yes","2018","Couple + C. LE and GT 16","West Germany","299","0.237120675463377","0.214053780571301","0.260187570355452","1"
"Yes","2018","Couple + C. LE and GT 16","East Germany","49","0.17741783975409","0.130251072929032","0.224584606579148","1"
"No","2019","1-pers.-HH","West Germany","1364","0.723452847264375","0.702772217329638","0.744133477199112","2"
"No","2019","1-pers.-HH","East Germany","359","0.742491619872887","0.703210299601235","0.781772940144539","2"
"No","2019","(Married) couple without C. ","West Germany","2002","0.70781792990757","0.690909963421979","0.72472589639316","2"
"No","2019","(Married) couple without C. ","East Germany","648","0.742622389250842","0.713554894374793","0.771689884126891","2"
"No","2019","Single parent ","West Germany","798","0.751853555819531","0.725948584138552","0.77775852750051","2"
"No","2019","Single parent ","East Germany","208","0.726283977554423","0.673199592902235","0.77936836220661","2"
"No","2019","Couple + C. LE 16 ","West Germany","2565","0.76662286894278","0.752232746198416","0.781012991687144","2"
"No","2019","Couple + C. LE 16 ","East Germany","563","0.718050769378308","0.685784346376021","0.750317192380595","2"
"No","2019","Couple + C. GT 16 ","West Germany","1211","0.754623643077445","0.733791201367371","0.77545608478752","2"
"No","2019","Couple + C. GT 16 ","East Germany","207","0.807429029282465","0.759863348483313","0.854994710081617","2"
"No","2019","Couple + C. LE and GT 16","West Germany","1017","0.77657474867051","0.754061250852081","0.799088246488939","2"
"No","2019","Couple + C. LE and GT 16","East Germany","215","0.808957480037145","0.76144605207915","0.856468907995141","2"
"Yes","2019","1-pers.-HH","West Germany","433","0.276547152735625","0.255866522800888","0.297227782670362","1"
"Yes","2019","1-pers.-HH","East Germany","117","0.257508380127113","0.218227059855461","0.296789700398765","1"
"Yes","2019","(Married) couple without C. ","West Germany","777","0.29218207009243","0.27527410360684","0.309090036578021","1"
"Yes","2019","(Married) couple without C. ","East Germany","221","0.257377610749158","0.228310115873109","0.286445105625207","1"
"Yes","2019","Single parent ","East Germany","63","0.273716022445577","0.22063163779339","0.326800407097765","1"
"Yes","2019","Couple + C. LE 16 ","West Germany","754","0.23337713105722","0.218987008312856","0.247767253801585","1"
"Yes","2019","Couple + C. LE 16 ","East Germany","184","0.281949230621692","0.249682807619405","0.314215653623979","1"
"Yes","2019","Couple + C. GT 16 ","East Germany","57","0.192570970717535","0.145005289918383","0.240136651516687","1"
"Yes","2019","Couple + C. GT 16 ","West Germany","428","0.245376356922555","0.22454391521248","0.266208798632629","1"
"Yes","2019","Single parent ","West Germany","270","0.248146444180469","0.22224147249949","0.274051415861448","1"
"Yes","2019","Couple + C. LE and GT 16","West Germany","298","0.22342525132949","0.200911753511061","0.245938749147919","1"
"Yes","2019","Couple + C. LE and GT 16","East Germany","48","0.191042519962855","0.143531092004859","0.23855394792085","1"
