"pgoeffd","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","2009","higher education","East Germany","286","0.32598500888268","0.292280556410649","0.359689461354711","1"
"Yes","2009","in school","East Germany","","","","","1"
"Yes","2009","in school","West Germany","1","","","","1"
"Yes","2009","inadequately","West Germany","8","","","","1"
"Yes","2009","vocational + Abi","East Germany","25","","","","1"
"Yes","2009","higher vocational","West Germany","175","0.268599572929105","0.234260515684655","0.302938630173555","1"
"Yes","2009","higher vocational","East Germany","59","0.288085073168217","0.226687758673207","0.349482387663227","1"
"Yes","2009","higher education","West Germany","767","0.34590552174658","0.325136810194954","0.366674233298206","1"
"No","2010","in school","West Germany","31","0.918126635612952","0.827295094925011","1.00895817630089","2"
"No","2010","in school","East Germany","2","","","","2"
"No","2010","inadequately","West Germany","85","0.910428361598045","0.853890002296023","0.966966720900067","2"
"No","2010","inadequately","East Germany","6","","","","2"
"No","2010","general elemantary","West Germany","702","0.861295844100203","0.837493129229399","0.885098558971006","2"
"No","2010","higher vocational","West Germany","610","0.738643147292955","0.708366476924233","0.768919817661676","2"
"No","2010","higher vocational","East Germany","176","0.677076424352601","0.617165104856953","0.736987743848249","2"
"No","2010","higher education","West Germany","1733","0.643059823625549","0.625150296191393","0.660969351059706","2"
"No","2010","higher education","East Germany","545","0.66310247075541","0.631641090029655","0.694563851481165","2"
"No","2010","general elemantary","East Germany","91","0.938975468572298","0.89229160901085","0.985659328133746","2"
"No","2010","middle vocational","West Germany","4008","0.802340632031464","0.791303461365205","0.813377802697723","2"
"No","2010","middle vocational","East Germany","1294","0.803028421872391","0.783087113270136","0.822969730474646","2"
"No","2010","vocational + Abi","West Germany","769","0.798447852060457","0.773045008696235","0.82385069542468","2"
"No","2010","vocational + Abi","East Germany","128","0.754650866572641","0.688593753351203","0.82070797979408","2"
"Yes","2010","general elemantary","West Germany","108","0.138704155899797","0.114901441028994","0.162506870770601","1"
"Yes","2010","general elemantary","East Germany","10","","","","1"
"Yes","2010","middle vocational","West Germany","993","0.197659367968536","0.186622197302277","0.208696538634795","1"
"Yes","2010","middle vocational","East Germany","234","0.196971578127609","0.177030269525354","0.216912886729864","1"
"Yes","2010","higher education","East Germany","322","0.33689752924459","0.305436148518835","0.368358909970345","1"
"Yes","2010","inadequately","East Germany","","","","","1"
"Yes","2010","in school","West Germany","4","","","","1"
"Yes","2010","vocational + Abi","West Germany","189","0.201552147939543","0.17614930457532","0.226954991303765","1"
"Yes","2010","higher education","West Germany","1016","0.356940176374451","0.339030648940294","0.374849703808607","1"
"Yes","2010","in school","East Germany","","","","","1"
"Yes","2010","inadequately","West Germany","13","","","","1"
"Yes","2010","higher vocational","West Germany","199","0.261356852707045","0.231080182338324","0.291633523075767","1"
"Yes","2010","vocational + Abi","East Germany","35","0.245349133427359","0.17929202020592","0.311406246648797","1"
"Yes","2010","higher vocational","East Germany","58","0.322923575647399","0.263012256151751","0.382834895143047","1"
"No","2011","in school","West Germany","41","0.959065236364751","0.900519945108561","1.01761052762094","2"
"No","2011","in school","East Germany","3","","","","2"
"No","2011","inadequately","West Germany","115","0.865944351823103","0.80692007746921","0.924968626176996","2"
"No","2011","inadequately","East Germany","11","","","","2"
"No","2011","general elemantary","West Germany","872","0.842678937922567","0.820134535156587","0.865223340688546","2"
"No","2011","general elemantary","East Germany","122","0.911085443323614","0.863250570409175","0.958920316238054","2"
"No","2011","middle vocational","West Germany","4721","0.795849193110476","0.78562103560859","0.806077350612362","2"
"No","2011","middle vocational","East Germany","1475","0.802352371949259","0.783873347511168","0.820831396387351","2"
"No","2011","vocational + Abi","West Germany","925","0.780694163664681","0.757125345762344","0.804262981567017","2"
"No","2011","vocational + Abi","East Germany","155","0.766080691237327","0.706046080159592","0.826115302315062","2"
"No","2011","higher vocational","West Germany","706","0.755766335171072","0.72833043751323","0.783202232828913","2"
"No","2011","higher vocational","East Germany","207","0.735863461145487","0.683566117729705","0.788160804561268","2"
"No","2011","higher education","West Germany","2042","0.638587264108942","0.622093576546795","0.655080951671089","2"
"No","2011","higher education","East Germany","598","0.652405428379954","0.622514386098108","0.682296470661799","2"
"Yes","2011","general elemantary","West Germany","130","0.157321062077434","0.134776659311454","0.179865464843413","1"
"Yes","2011","general elemantary","East Germany","14","","","","1"
"Yes","2011","middle vocational","West Germany","1245","0.204150806889524","0.193922649387638","0.21437896439141","1"
"Yes","2011","middle vocational","East Germany","309","0.19764762805074","0.179168603612649","0.216126652488832","1"
"Yes","2011","higher education","East Germany","377","0.347594571620046","0.317703529338201","0.377485613901892","1"
"Yes","2011","inadequately","East Germany","1","","","","1"
"Yes","2011","in school","West Germany","3","","","","1"
"Yes","2011","vocational + Abi","West Germany","259","0.219305836335319","0.195737018432983","0.242874654237656","1"
"Yes","2011","higher education","West Germany","1217","0.361412735891058","0.344919048328911","0.377906423453205","1"
"Yes","2011","in school","East Germany","2","","","","1"
"Yes","2011","inadequately","West Germany","13","","","","1"
"Yes","2011","higher vocational","West Germany","236","0.244233664828928","0.216797767171087","0.27166956248677","1"
"Yes","2011","higher vocational","East Germany","66","0.264136538854513","0.211839195438732","0.316433882270295","1"
"Yes","2011","vocational + Abi","East Germany","36","0.233919308762673","0.173884697684938","0.293953919840407","1"
"No","2012","in school","West Germany","54","0.984192889530415","0.951229405924723","1.01715637313611","2"
"No","2012","in school","East Germany","3","","","","2"
"No","2012","inadequately","West Germany","118","0.900436785864844","0.849358396535817","0.95151517519387","2"
"No","2012","inadequately","East Germany","12","","","","2"
"No","2012","general elemantary","West Germany","873","0.834719771442047","0.811880510856265","0.857559032027829","2"
"No","2012","general elemantary","East Germany","101","0.880572817929588","0.820780815321632","0.940364820537544","2"
"No","2012","middle vocational","West Germany","4609","0.793755334093924","0.783359517631749","0.804151150556099","2"
"No","2012","middle vocational","East Germany","1457","0.812589795687647","0.794353044600028","0.830826546775266","2"
"No","2012","vocational + Abi","West Germany","931","0.780132584082406","0.756621394240079","0.803643773924732","2"
"No","2012","vocational + Abi","East Germany","178","0.782272534829715","0.727488313430399","0.837056756229031","2"
"No","2012","higher vocational","West Germany","663","0.765085499791695","0.737154508233786","0.793016491349604","2"
"No","2012","higher vocational","East Germany","207","0.685244412255397","0.630052795687879","0.740436028822915","2"
"No","2012","higher education","West Germany","1973","0.63279429647856","0.616011166479548","0.649577426477572","2"
"No","2012","higher education","East Germany","573","0.644731450141531","0.614103743313489","0.675359156969573","2"
"Yes","2012","general elemantary","West Germany","143","0.165280228557953","0.142440967972171","0.188119489143735","1"
"Yes","2012","general elemantary","East Germany","12","","","","1"
"Yes","2012","middle vocational","West Germany","1210","0.206244665906076","0.195848849443902","0.216640482368251","1"
"Yes","2012","middle vocational","East Germany","302","0.187410204312353","0.169173453224734","0.205646955399972","1"
"Yes","2012","higher education","East Germany","365","0.355268549858469","0.324640843030427","0.385896256686511","1"
"Yes","2012","inadequately","East Germany","2","","","","1"
"Yes","2012","vocational + Abi","West Germany","261","0.219867415917594","0.196356226075268","0.243378605759921","1"
"Yes","2012","in school","West Germany","1","","","","1"
"Yes","2012","in school","East Germany","","","","","1"
"Yes","2012","higher education","West Germany","1196","0.36720570352144","0.350422573522428","0.383988833520452","1"
"Yes","2012","higher vocational","West Germany","222","0.234914500208305","0.206983508650397","0.262845491766214","1"
"Yes","2012","inadequately","West Germany","14","","","","1"
"Yes","2012","higher vocational","East Germany","65","0.314755587744603","0.259563971177085","0.369947204312122","1"
"Yes","2012","vocational + Abi","East Germany","40","0.217727465170285","0.162943243770969","0.272511686569602","1"
"No","2013","in school","West Germany","80","0.885596680436099","0.818712136850127","0.95248122402207","2"
"No","2013","in school","East Germany","6","","","","2"
"No","2013","inadequately","West Germany","204","0.890873146270338","0.849949962809832","0.931796329730844","2"
"No","2013","inadequately","East Germany","20","","","","2"
"No","2013","general elemantary","West Germany","1374","0.841458393474061","0.8234143577709","0.859502429177223","2"
"No","2013","general elemantary","East Germany","126","0.80295966616391","0.738659239267498","0.867260093060322","2"
"No","2013","middle vocational","West Germany","5085","0.798889704552725","0.789005238441793","0.808774170663656","2"
"No","2013","middle vocational","East Germany","1393","0.797885757789055","0.778762573806983","0.817008941771127","2"
"No","2013","vocational + Abi","West Germany","1153","0.771439240849258","0.749855953841685","0.793022527856831","2"
"No","2013","vocational + Abi","East Germany","179","0.775169610555556","0.720981183707705","0.829358037403408","2"
"No","2013","higher vocational","West Germany","603","0.715958105161079","0.685223308669747","0.746692901652412","2"
"No","2013","higher vocational","East Germany","158","0.728280148783192","0.669497835802411","0.787062461763974","2"
"No","2013","higher education","West Germany","2128","0.610830325029472","0.594446672562105","0.627213977496838","2"
"No","2013","higher education","East Germany","531","0.609576735767568","0.577597994319719","0.641555477215416","2"
"Yes","2013","general elemantary","West Germany","200","0.158541606525939","0.140497570822777","0.1765856422291","1"
"Yes","2013","general elemantary","East Germany","21","","","","1"
"Yes","2013","middle vocational","West Germany","1232","0.201110295447275","0.191225829336344","0.210994761558207","1"
"Yes","2013","middle vocational","East Germany","301","0.202114242210945","0.182991058228873","0.221237426193017","1"
"Yes","2013","higher education","East Germany","363","0.390423264232432","0.358444522784584","0.42240200568028","1"
"Yes","2013","in school","West Germany","7","","","","1"
"Yes","2013","inadequately","East Germany","2","","","","1"
"Yes","2013","vocational + Abi","West Germany","301","0.228560759150742","0.206977472143169","0.250144046158315","1"
"Yes","2013","higher education","West Germany","1274","0.389169674970528","0.372786022503162","0.405553327437895","1"
"Yes","2013","vocational + Abi","East Germany","49","0.224830389444444","0.170641962596592","0.279018816292295","1"
"Yes","2013","higher vocational","West Germany","224","0.284041894838921","0.253307098347588","0.314776691330254","1"
"Yes","2013","in school","East Germany","","","","","1"
"Yes","2013","inadequately","West Germany","19","","","","1"
"Yes","2013","higher vocational","East Germany","62","0.271719851216808","0.212937538236026","0.330502164197589","1"
"No","2014","in school","West Germany","54","0.892910755184237","0.814667047686008","0.971154462682466","2"
"No","2014","in school","East Germany","2","","","","2"
"No","2014","inadequately","West Germany","149","0.891760992792031","0.844356199759499","0.939165785824563","2"
"No","2014","inadequately","East Germany","14","","","","2"
"No","2014","general elemantary","West Germany","1132","0.862457365523035","0.843734862823998","0.881179868222073","2"
"No","2014","general elemantary","East Germany","112","0.890612690637212","0.835452793845099","0.945772587429326","2"
"No","2014","middle vocational","West Germany","4416","0.783726686697933","0.772921517964581","0.794531855431286","2"
"No","2014","middle vocational","East Germany","1274","0.8202927884787","0.801029163110684","0.839556413846716","2"
"No","2014","vocational + Abi","West Germany","1001","0.77534873907181","0.752485061923099","0.798212416220522","2"
"No","2014","vocational + Abi","East Germany","170","0.810738558952529","0.757884499490131","0.863592618414927","2"
"No","2014","higher vocational","West Germany","535","0.718484837229222","0.686383574396018","0.750586100062426","2"
"No","2014","higher vocational","East Germany","151","0.753622390484125","0.693450661181913","0.813794119786337","2"
"No","2014","higher education","West Germany","1920","0.597396236771158","0.580079247091787","0.614713226450529","2"
"No","2014","higher education","East Germany","461","0.56642264759598","0.532039134772702","0.600806160419259","2"
"Yes","2014","general elemantary","West Germany","168","0.137542634476965","0.118820131777927","0.156265137176002","1"
"Yes","2014","general elemantary","East Germany","11","","","","1"
"Yes","2014","middle vocational","West Germany","1161","0.216273313302067","0.205468144568714","0.227078482035419","1"
"Yes","2014","middle vocational","East Germany","252","0.1797072115213","0.160443586153284","0.198970836889316","1"
"Yes","2014","higher education","East Germany","337","0.43357735240402","0.399193839580741","0.467960865227298","1"
"Yes","2014","vocational + Abi","West Germany","279","0.22465126092819","0.201787583779478","0.247514938076901","1"
"Yes","2014","vocational + Abi","East Germany","41","0.189261441047471","0.136407381585074","0.242115500509869","1"
"Yes","2014","in school","West Germany","6","","","","1"
"Yes","2014","inadequately","East Germany","","","","","1"
"Yes","2014","higher vocational","West Germany","219","0.281515162770778","0.249413899937574","0.313616425603982","1"
"Yes","2014","higher education","West Germany","1161","0.402603763228842","0.385286773549471","0.419920752908213","1"
"Yes","2014","in school","East Germany","","","","","1"
"Yes","2014","inadequately","West Germany","16","","","","1"
"Yes","2014","higher vocational","East Germany","46","0.246377609515875","0.186205880213663","0.306549338818087","1"
"No","2015","in school","West Germany","42","0.766566766949303","0.648124588327634","0.885008945570972","2"
"No","2015","in school","East Germany","4","","","","2"
"No","2015","inadequately","West Germany","167","0.82482015534159","0.770192404516865","0.879447906166315","2"
"No","2015","inadequately","East Germany","11","","","","2"
"No","2015","general elemantary","West Germany","1082","0.866420106190225","0.847369234386051","0.8854709779944","2"
"No","2015","general elemantary","East Germany","122","0.918952710330641","0.872571924774826","0.965333495886455","2"
"No","2015","middle vocational","West Germany","4328","0.792141860860141","0.78133314836864","0.802950573351642","2"
"No","2015","middle vocational","East Germany","1207","0.828352232434879","0.808903509133798","0.84780095573596","2"
"No","2015","vocational + Abi","West Germany","1048","0.777563562980246","0.755345997100478","0.799781128860014","2"
"No","2015","vocational + Abi","East Germany","157","0.773337291512267","0.714873161498181","0.831801421526354","2"
"No","2015","higher vocational","West Germany","509","0.713791860805806","0.680638636579609","0.746945085032003","2"
"No","2015","higher vocational","East Germany","147","0.704988092031008","0.641625604804518","0.768350579257497","2"
"No","2015","higher education","West Germany","2050","0.601752190311545","0.584830523472871","0.618673857150218","2"
"No","2015","higher education","East Germany","470","0.640890104081747","0.607667222181887","0.674112985981606","2"
"Yes","2015","general elemantary","West Germany","143","0.133579893809775","0.1145290220056","0.152630765613949","1"
"Yes","2015","general elemantary","East Germany","11","","","","1"
"Yes","2015","middle vocational","West Germany","1086","0.207858139139859","0.197049426648358","0.21866685163136","1"
"Yes","2015","inadequately","East Germany","2","","","","1"
"Yes","2015","middle vocational","East Germany","237","0.171647767565121","0.15219904426404","0.191096490866202","1"
"Yes","2015","higher education","East Germany","331","0.359109895918253","0.325887014018394","0.392332777818113","1"
"Yes","2015","in school","East Germany","1","","","","1"
"Yes","2015","vocational + Abi","West Germany","298","0.222436437019754","0.200218871139986","0.244654002899522","1"
"Yes","2015","vocational + Abi","East Germany","40","0.226662708487733","0.168198578473646","0.285126838501819","1"
"Yes","2015","higher vocational","West Germany","205","0.286208139194194","0.253054914967997","0.319361363420391","1"
"Yes","2015","in school","West Germany","7","","","","1"
"Yes","2015","inadequately","West Germany","19","","","","1"
"Yes","2015","higher education","West Germany","1165","0.398247809688455","0.381326142849782","0.415169476527129","1"
"Yes","2015","higher vocational","East Germany","52","0.295011907968992","0.231649420742503","0.358374395195481","1"
"No","2016","in school","West Germany","43","0.953742771834019","0.894932188996665","1.01255335467137","2"
"No","2016","in school","East Germany","5","","","","2"
"No","2016","inadequately","West Germany","234","0.853321474638574","0.809983589568231","0.896659359708916","2"
"No","2016","inadequately","East Germany","27","","","","2"
"No","2016","general elemantary","West Germany","984","0.858682289975156","0.83845206196877","0.878912517981543","2"
"No","2016","general elemantary","East Germany","114","0.920006385409953","0.872825149612604","0.967187621207303","2"
"No","2016","middle vocational","West Germany","3992","0.790886690967422","0.779615556408047","0.802157825526798","2"
"No","2016","middle vocational","East Germany","1138","0.823181373895804","0.802927321155486","0.843435426636121","2"
"No","2016","vocational + Abi","West Germany","1006","0.791931522335303","0.76979732415664","0.814065720513966","2"
"No","2016","vocational + Abi","East Germany","159","0.767880760871008","0.709803980190733","0.825957541551283","2"
"No","2016","higher vocational","West Germany","455","0.687687853981791","0.652358355255497","0.723017352708085","2"
"No","2016","higher vocational","East Germany","134","0.675485493214267","0.607277719456584","0.74369326697195","2"
"No","2016","higher education","West Germany","1872","0.606692876138141","0.589180886661363","0.624204865614919","2"
"No","2016","higher education","East Germany","467","0.611744699187071","0.577587007136233","0.645902391237909","2"
"Yes","2016","general elemantary","West Germany","155","0.141317710024844","0.121087482018457","0.16154793803123","1"
"Yes","2016","general elemantary","East Germany","13","","","","1"
"Yes","2016","middle vocational","West Germany","1009","0.209113309032578","0.197842174473202","0.220384443591953","1"
"Yes","2016","middle vocational","East Germany","225","0.176818626104196","0.156564573363879","0.197072678844514","1"
"Yes","2016","inadequately","East Germany","2","","","","1"
"Yes","2016","higher education","East Germany","315","0.388255300812929","0.354097608762091","0.422412992863767","1"
"Yes","2016","vocational + Abi","East Germany","44","0.232119239128992","0.174042458448717","0.290196019809267","1"
"Yes","2016","in school","East Germany","1","","","","1"
"Yes","2016","vocational + Abi","West Germany","286","0.208068477664697","0.185934279486034","0.23020267584336","1"
"Yes","2016","inadequately","West Germany","22","","","","1"
"Yes","2016","higher vocational","West Germany","206","0.312312146018209","0.276982647291915","0.347641644744503","1"
"Yes","2016","in school","West Germany","6","","","","1"
"Yes","2016","higher education","West Germany","1117","0.393307123861859","0.375795134385081","0.410819113338637","1"
"Yes","2016","higher vocational","East Germany","47","0.324514506785733","0.25630673302805","0.392722280543416","1"
"No","2017","in school","West Germany","57","0.890783276269053","0.81314375551178","0.968422797026326","2"
"No","2017","in school","East Germany","9","","","","2"
"No","2017","inadequately","West Germany","330","0.909549283382436","0.879961419363638","0.939137147401234","2"
"No","2017","inadequately","East Germany","34","0.94355935284946","0.868175653690168","1.01894305200875","2"
"No","2017","general elemantary","West Germany","1141","0.83284855827345","0.812788892942496","0.852908223604404","2"
"No","2017","general elemantary","East Germany","156","0.89268804759406","0.846433144467918","0.938942950720201","2"
"No","2017","middle vocational","West Germany","4483","0.802345456721015","0.791968960814617","0.812721952627414","2"
"No","2017","middle vocational","East Germany","1329","0.81641347642454","0.797443640211028","0.835383312638052","2"
"No","2017","vocational + Abi","West Germany","1105","0.778677312618078","0.757168323378819","0.800186301857337","2"
"No","2017","vocational + Abi","East Germany","187","0.798357321631666","0.747058895031721","0.84965574823161","2"
"No","2017","higher vocational","West Germany","500","0.677325240835853","0.643412117581326","0.71123836409038","2"
"No","2017","higher vocational","East Germany","151","0.672429084355956","0.608494060668594","0.736364108043318","2"
"No","2017","higher education","West Germany","2191","0.605878933368357","0.589657390803609","0.622100475933104","2"
"No","2017","higher education","East Germany","506","0.602120238090908","0.569020391188432","0.635220084993385","2"
"Yes","2017","general elemantary","West Germany","188","0.16715144172655","0.147091776395596","0.187211107057504","1"
"Yes","2017","general elemantary","East Germany","16","","","","1"
"Yes","2017","middle vocational","West Germany","1175","0.197654543278985","0.187278047372586","0.208031039185383","1"
"Yes","2017","middle vocational","East Germany","271","0.18358652357546","0.164616687361948","0.202556359788972","1"
"Yes","2017","inadequately","East Germany","2","","","","1"
"Yes","2017","higher education","East Germany","334","0.397879761909092","0.364779915006615","0.430979608811568","1"
"Yes","2017","in school","East Germany","","","","","1"
"Yes","2017","vocational + Abi","West Germany","326","0.221322687381922","0.199813698142663","0.242831676621181","1"
"Yes","2017","vocational + Abi","East Germany","48","0.201642678368334","0.15034425176839","0.252941104968279","1"
"Yes","2017","inadequately","West Germany","31","0.0904507166175641","0.0608628525987659","0.120038580636362","1"
"Yes","2017","higher vocational","West Germany","230","0.322674759164147","0.28876163590962","0.356587882418674","1"
"Yes","2017","in school","West Germany","5","","","","1"
"Yes","2017","higher vocational","East Germany","56","0.327570915644044","0.263635891956682","0.391505939331406","1"
"Yes","2017","higher education","West Germany","1295","0.394121066631644","0.377899524066896","0.410342609196391","1"
"No","2018","in school","West Germany","38","1","1","1","2"
"No","2018","in school","East Germany","7","","","","2"
"No","2018","inadequately","West Germany","389","0.894351464073077","0.865058470253416","0.923644457892739","2"
"No","2018","inadequately","East Germany","38","0.934514905543417","0.862236896732013","1.00679291435482","2"
"No","2018","general elemantary","West Germany","1133","0.852700543297575","0.833405558861194","0.871995527733957","2"
"No","2018","general elemantary","East Germany","176","0.817466647427214","0.763249467802169","0.871683827052258","2"
"No","2018","middle vocational","West Germany","4136","0.790451971169028","0.779425101106724","0.801478841231333","2"
"No","2018","middle vocational","East Germany","1266","0.819255930718632","0.799885453724818","0.838626407712446","2"
"No","2018","vocational + Abi","West Germany","1005","0.775474569720243","0.752989992917195","0.797959146523291","2"
"No","2018","vocational + Abi","East Germany","187","0.807680335815479","0.757397045267073","0.857963626363885","2"
"No","2018","higher vocational","West Germany","444","0.688692390611552","0.652958875152548","0.724425906070555","2"
"No","2018","higher vocational","East Germany","147","0.697494872044588","0.633834382610973","0.761155361478203","2"
"No","2018","higher education","West Germany","2045","0.59335650245169","0.576662835775844","0.610050169127537","2"
"No","2018","higher education","East Germany","469","0.573587383332518","0.539166158868181","0.608008607796855","2"
"Yes","2018","general elemantary","West Germany","163","0.147299456702425","0.128004472266043","0.166594441138806","1"
"Yes","2018","general elemantary","East Germany","19","","","","1"
"Yes","2018","middle vocational","West Germany","1097","0.209548028830972","0.198521158768667","0.220574898893276","1"
"Yes","2018","middle vocational","East Germany","250","0.180744069281368","0.161373592287554","0.200114546275182","1"
"Yes","2018","in school","West Germany","","","","","1"
"Yes","2018","inadequately","East Germany","7","","","","1"
"Yes","2018","in school","East Germany","","","","","1"
"Yes","2018","inadequately","West Germany","34","0.105648535926923","0.0763555421072614","0.134941529746584","1"
"Yes","2018","higher education","East Germany","324","0.426412616667482","0.391991392203145","0.460833841131819","1"
"Yes","2018","higher education","West Germany","1281","0.40664349754831","0.389949830872463","0.423337164224156","1"
"Yes","2018","higher vocational","East Germany","53","0.302505127955412","0.238844638521797","0.366165617389027","1"
"Yes","2018","higher vocational","West Germany","201","0.311307609388448","0.275574093929445","0.347041124847452","1"
"Yes","2018","vocational + Abi","West Germany","318","0.224525430279757","0.202040853476709","0.247010007082805","1"
"Yes","2018","vocational + Abi","East Germany","49","0.192319664184521","0.142036373636115","0.242602954732927","1"
"No","2019","in school","West Germany","55","0.974283218003561","0.933190810543331","1.01537562546379","2"
"No","2019","in school","East Germany","9","","","","2"
"No","2019","inadequately","West Germany","436","0.859251712574601","0.827643249637957","0.890860175511246","2"
"No","2019","inadequately","East Germany","53","0.993778296527504","0.972805776424044","1.01475081663096","2"
"No","2019","general elemantary","West Germany","1053","0.829452705533113","0.80820788441303","0.850697526653196","2"
"No","2019","general elemantary","East Germany","159","0.924415031773444","0.884911576461232","0.963918487085657","2"
"No","2019","middle vocational","West Germany","3872","0.790066972217378","0.778678983001601","0.801454961433156","2"
"No","2019","middle vocational","East Germany","1177","0.815540162226291","0.795345492555855","0.835734831896726","2"
"No","2019","vocational + Abi","West Germany","968","0.72976645880614","0.705570517164938","0.753962400447341","2"
"No","2019","vocational + Abi","East Germany","166","0.735446589696529","0.677159952199177","0.79373322719388","2"
"No","2019","higher vocational","West Germany","453","0.682574933973986","0.647143632604435","0.718006235343538","2"
"No","2019","higher vocational","East Germany","144","0.657937157883498","0.591522305378827","0.724352010388169","2"
"No","2019","higher education","West Germany","2111","0.619683531479071","0.60316266206482","0.636204400893321","2"
"No","2019","higher education","East Germany","485","0.580606657190929","0.546644956067027","0.614568358314831","2"
"Yes","2019","general elemantary","West Germany","151","0.170547294466887","0.149302473346804","0.19179211558697","1"
"Yes","2019","general elemantary","East Germany","13","","","","1"
"Yes","2019","middle vocational","West Germany","1041","0.209933027782622","0.198545038566845","0.221321016998399","1"
"Yes","2019","middle vocational","East Germany","240","0.184459837773709","0.164265168103274","0.204654507444145","1"
"Yes","2019","inadequately","East Germany","1","","","","1"
"Yes","2019","higher education","East Germany","326","0.419393342809071","0.385431641685169","0.453355043932973","1"
"Yes","2019","vocational + Abi","West Germany","326","0.27023354119386","0.246037599552659","0.294429482835062","1"
"Yes","2019","inadequately","West Germany","29","","","","1"
"Yes","2019","vocational + Abi","East Germany","54","0.264553410303471","0.20626677280612","0.322840047800823","1"
"Yes","2019","higher education","West Germany","1206","0.380316468520929","0.363795599106679","0.39683733793518","1"
"Yes","2019","in school","West Germany","2","","","","1"
"Yes","2019","in school","East Germany","","","","","1"
"Yes","2019","higher vocational","West Germany","210","0.317425066026014","0.281993764656462","0.352856367395565","1"
"Yes","2019","higher vocational","East Germany","52","0.342062842116502","0.275647989611831","0.408477694621173","1"
