"pgoeffd","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2012","secondary school degree","higher education","153","0.314560888495696","0.270258344259501","0.358863432731891"
"Yes","2012","college entrance qualification","in school","","","",""
"Yes","2012","college entrance qualification","inadequately","","","",""
"Yes","2012","college entrance qualification","general elemantary","","","",""
"Yes","2012","college entrance qualification","middle vocational","96","0.242176988450265","0.201206251357662","0.283147725542868"
"Yes","2012","college entrance qualification","vocational + Abi","275","0.226607613182042","0.203240570746105","0.249974655617978"
"Yes","2012","college entrance qualification","higher vocational","120","0.333386137664545","0.283350223283794","0.383422052045296"
"Yes","2012","college entrance qualification","higher education","1323","0.392245858957638","0.375726991751271","0.408764726164004"
"Yes","2012","Other degree","in school","","","",""
"Yes","2012","Other degree","inadequately","3","","",""
"Yes","2012","Other degree","general elemantary","18","","",""
"Yes","2012","Other degree","middle vocational","47","0.154163417946143","0.116278244934126","0.19204859095816"
"Yes","2012","Other degree","vocational + Abi","25","","",""
"Yes","2012","Other degree","higher vocational","5","","",""
"Yes","2012","Other degree","higher education","56","0.179449615613253","0.131787610347775","0.227111620878732"
"Yes","2012","no degree/no degree yet","in school","1","","",""
"Yes","2012","no degree/no degree yet","inadequately","13","","",""
"Yes","2012","no degree/no degree yet","general elemantary","","","",""
"Yes","2012","no degree/no degree yet","middle vocational","3","","",""
"Yes","2012","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2012","no degree/no degree yet","higher vocational","","","",""
"Yes","2012","no degree/no degree yet","higher education","1","","",""
"No","2012","lower secondary degree","in school","","","",""
"No","2012","lower secondary degree","inadequately","","","",""
"No","2012","lower secondary degree","general elemantary","485","0.811558294867334","0.779312562858967","0.843804026875701"
"No","2012","lower secondary degree","middle vocational","2056","0.840200194405274","0.825708691709735","0.854691697100814"
"No","2012","lower secondary degree","vocational + Abi","5","","",""
"No","2012","lower secondary degree","higher vocational","168","0.796146031896983","0.740032003432922","0.852260060361044"
"No","2012","lower secondary degree","higher education","21","","",""
"No","2012","secondary school degree","in school","","","",""
"No","2012","secondary school degree","inadequately","","","",""
"No","2012","secondary school degree","general elemantary","325","0.8694499846012","0.835664731613468","0.903235237588932"
"No","2012","secondary school degree","middle vocational","3252","0.76623494059192","0.753420139939431","0.779049741244409"
"No","2012","secondary school degree","vocational + Abi","8","","",""
"No","2012","secondary school degree","higher vocational","445","0.773810365700178","0.739644654141943","0.807976077258414"
"No","2012","secondary school degree","higher education","269","0.685439111504304","0.641136567268109","0.729741655740499"
"No","2012","college entrance qualification","in school","","","",""
"No","2012","college entrance qualification","inadequately","","","",""
"No","2012","college entrance qualification","general elemantary","","","",""
"No","2012","college entrance qualification","middle vocational","324","0.757823011549735","0.716852274457132","0.798793748642338"
"No","2012","college entrance qualification","vocational + Abi","958","0.773392386817958","0.750025344382022","0.796759429253895"
"No","2012","college entrance qualification","higher vocational","221","0.666613862335455","0.616577947954704","0.716649776716206"
"No","2012","college entrance qualification","higher education","2033","0.607754141042362","0.591235273835996","0.624273008248729"
"No","2012","Other degree","in school","","","",""
"No","2012","Other degree","inadequately","22","","",""
"No","2012","Other degree","general elemantary","164","0.854655280714475","0.803450853079409","0.905859708349541"
"No","2012","Other degree","middle vocational","302","0.845836582053857","0.80795140904184","0.883721755065873"
"No","2012","Other degree","vocational + Abi","138","0.789744578198103","0.727188254654681","0.852300901741526"
"No","2012","Other degree","higher vocational","21","","",""
"No","2012","Other degree","higher education","193","0.820550384386747","0.772888379121268","0.868212389652225"
"No","2012","no degree/no degree yet","in school","57","0.984828631572717","0.95337094327476","1.01628631987067"
"No","2012","no degree/no degree yet","inadequately","108","0.894387478568981","0.83962589899037","0.949149058147592"
"No","2012","no degree/no degree yet","general elemantary","","","",""
"No","2012","no degree/no degree yet","middle vocational","44","0.949443830185666","0.886808282053836","1.0120793783175"
"No","2012","no degree/no degree yet","vocational + Abi","","","",""
"No","2012","no degree/no degree yet","higher vocational","3","","",""
"No","2012","no degree/no degree yet","higher education","","","",""
"Yes","2013","lower secondary degree","in school","","","",""
"Yes","2013","lower secondary degree","inadequately","","","",""
"Yes","2013","lower secondary degree","general elemantary","87","0.168871066094542","0.140917619115154","0.19682451307393"
"Yes","2013","lower secondary degree","middle vocational","378","0.160702085272804","0.146012117631341","0.175392052914267"
"Yes","2013","lower secondary degree","vocational + Abi","","","",""
"Yes","2013","lower secondary degree","higher vocational","30","0.191094214187652","0.131993004489235","0.250195423886068"
"Yes","2013","lower secondary degree","higher education","8","","",""
"Yes","2013","secondary school degree","in school","","","",""
"Yes","2013","secondary school degree","inadequately","","","",""
"Yes","2013","secondary school degree","general elemantary","92","0.18002174491923","0.147999691579996","0.212043798258464"
"Yes","2013","secondary school degree","middle vocational","914","0.230775162692024","0.217840587031309","0.243709738352738"
"Yes","2013","secondary school degree","vocational + Abi","1","","",""
"Yes","2013","secondary school degree","higher vocational","124","0.239096036074919","0.201895130386411","0.276296941763428"
"Yes","2013","secondary school degree","higher education","149","0.336130751316788","0.288697706656161","0.383563795977415"
"Yes","2013","college entrance qualification","in school","","","",""
"Yes","2013","college entrance qualification","inadequately","","","",""
"Yes","2013","college entrance qualification","general elemantary","","","",""
"Yes","2013","college entrance qualification","middle vocational","115","0.226593882718725","0.190920183439131","0.262267581998318"
"Yes","2013","college entrance qualification","vocational + Abi","284","0.24655740355918","0.222587217674139","0.270527589444221"
"Yes","2013","college entrance qualification","higher vocational","121","0.396577181766612","0.343311153964055","0.44984320956917"
"Yes","2013","college entrance qualification","higher education","1306","0.423917907352904","0.406613729798469","0.441222084907338"
"Yes","2013","Other degree","in school","","","",""
"Yes","2013","Other degree","inadequately","3","","",""
"Yes","2013","Other degree","general elemantary","42","0.11501290766673","0.0864122577222401","0.14361355761122"
"Yes","2013","Other degree","middle vocational","95","0.154939467486105","0.130307689314806","0.179571245657404"
"Yes","2013","Other degree","vocational + Abi","65","0.144943820362629","0.111552673896236","0.178334966829023"
"Yes","2013","Other degree","higher vocational","7","","",""
"Yes","2013","Other degree","higher education","147","0.203640401106917","0.173461277652211","0.233819524561624"
"Yes","2013","no degree/no degree yet","in school","7","","",""
"Yes","2013","no degree/no degree yet","inadequately","18","","",""
"Yes","2013","no degree/no degree yet","general elemantary","","","",""
"Yes","2013","no degree/no degree yet","middle vocational","3","","",""
"Yes","2013","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2013","no degree/no degree yet","higher vocational","1","","",""
"Yes","2013","no degree/no degree yet","higher education","1","","",""
"No","2013","lower secondary degree","in school","","","",""
"No","2013","lower secondary degree","inadequately","","","",""
"No","2013","lower secondary degree","general elemantary","603","0.831128933905458","0.80317548692607","0.859082380884846"
"No","2013","lower secondary degree","middle vocational","2023","0.839297914727196","0.824607947085733","0.853987882368659"
"No","2013","lower secondary degree","vocational + Abi","4","","",""
"No","2013","lower secondary degree","higher vocational","140","0.808905785812348","0.749804576113932","0.868006995510765"
"No","2013","lower secondary degree","higher education","18","","",""
"No","2013","secondary school degree","in school","","","",""
"No","2013","secondary school degree","inadequately","","","",""
"No","2013","secondary school degree","general elemantary","461","0.81997825508077","0.787956201741536","0.852000308420004"
"No","2013","secondary school degree","middle vocational","3162","0.769224837307976","0.756290261647262","0.782159412968691"
"No","2013","secondary school degree","vocational + Abi","8","","",""
"No","2013","secondary school degree","higher vocational","381","0.760903963925081","0.723703058236573","0.798104869613589"
"No","2013","secondary school degree","higher education","232","0.663869248683212","0.616436204022585","0.711302293343839"
"No","2013","college entrance qualification","in school","","","",""
"No","2013","college entrance qualification","inadequately","","","",""
"No","2013","college entrance qualification","general elemantary","","","",""
"No","2013","college entrance qualification","middle vocational","414","0.773406117281275","0.737732418001682","0.809079816560868"
"No","2013","college entrance qualification","vocational + Abi","958","0.75344259644082","0.729472410555779","0.777412782325861"
"No","2013","college entrance qualification","higher vocational","203","0.603422818233388","0.55015679043083","0.656688846035945"
"No","2013","college entrance qualification","higher education","1827","0.576082092647096","0.558777915092662","0.593386270201531"
"No","2013","Other degree","in school","","","",""
"No","2013","Other degree","inadequately","24","","",""
"No","2013","Other degree","general elemantary","436","0.88498709233327","0.85638644238878","0.91358774227776"
"No","2013","Other degree","middle vocational","734","0.845060532513895","0.820428754342596","0.869692310685194"
"No","2013","Other degree","vocational + Abi","362","0.855056179637371","0.821665033170977","0.888447326103764"
"No","2013","Other degree","higher vocational","22","","",""
"No","2013","Other degree","higher education","537","0.796359598893083","0.766180475438376","0.826538722347789"
"No","2013","no degree/no degree yet","in school","86","0.890722423356885","0.827314528149884","0.954130318563886"
"No","2013","no degree/no degree yet","inadequately","200","0.89079921372078","0.849397088033165","0.932201339408395"
"No","2013","no degree/no degree yet","general elemantary","","","",""
"No","2013","no degree/no degree yet","middle vocational","47","0.969880989237773","0.922506704711411","1.01725527376414"
"No","2013","no degree/no degree yet","vocational + Abi","","","",""
"No","2013","no degree/no degree yet","higher vocational","2","","",""
"No","2013","no degree/no degree yet","higher education","5","","",""
"Yes","2014","lower secondary degree","in school","","","",""
"Yes","2014","lower secondary degree","inadequately","","","",""
"Yes","2014","lower secondary degree","general elemantary","85","0.169791290646172","0.139572847087949","0.200009734204395"
"Yes","2014","lower secondary degree","middle vocational","344","0.167189582320262","0.151357845401015","0.183021319239509"
"Yes","2014","lower secondary degree","vocational + Abi","","","",""
"Yes","2014","lower secondary degree","higher vocational","32","0.182391327553225","0.121597837133429","0.243184817973022"
"Yes","2014","lower secondary degree","higher education","8","","",""
"Yes","2014","secondary school degree","in school","","","",""
"Yes","2014","secondary school degree","inadequately","","","",""
"Yes","2014","secondary school degree","general elemantary","68","0.112144465177944","0.0835563686563799","0.140732561699508"
"Yes","2014","secondary school degree","middle vocational","824","0.230839210765592","0.21710520457829","0.244573216952894"
"Yes","2014","secondary school degree","vocational + Abi","1","","",""
"Yes","2014","secondary school degree","higher vocational","110","0.240683857811903","0.200784712325896","0.28058300329791"
"Yes","2014","secondary school degree","higher education","135","0.329872825497351","0.280825805766032","0.37891984522867"
"Yes","2014","college entrance qualification","in school","","","",""
"Yes","2014","college entrance qualification","inadequately","","","",""
"Yes","2014","college entrance qualification","general elemantary","","","",""
"Yes","2014","college entrance qualification","middle vocational","121","0.247584586690767","0.21101148075601","0.284157692625524"
"Yes","2014","college entrance qualification","vocational + Abi","274","0.234662838916829","0.210169514682033","0.259156163151626"
"Yes","2014","college entrance qualification","higher vocational","113","0.400514658475617","0.345158832529036","0.455870484422199"
"Yes","2014","college entrance qualification","higher education","1204","0.44004420275618","0.421870851424278","0.458217554088081"
"Yes","2014","Other degree","in school","","","",""
"Yes","2014","Other degree","inadequately","1","","",""
"Yes","2014","Other degree","general elemantary","26","","",""
"Yes","2014","Other degree","middle vocational","92","0.200933293300451","0.170340237914805","0.231526348686097"
"Yes","2014","Other degree","vocational + Abi","45","0.152712224185354","0.113784094287965","0.191640354082744"
"Yes","2014","Other degree","higher vocational","6","","",""
"Yes","2014","Other degree","higher education","124","0.255523654717751","0.21933503670485","0.291712272730652"
"Yes","2014","no degree/no degree yet","in school","6","","",""
"Yes","2014","no degree/no degree yet","inadequately","15","","",""
"Yes","2014","no degree/no degree yet","general elemantary","","","",""
"Yes","2014","no degree/no degree yet","middle vocational","2","","",""
"Yes","2014","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2014","no degree/no degree yet","higher vocational","1","","",""
"Yes","2014","no degree/no degree yet","higher education","","","",""
"No","2014","lower secondary degree","in school","","","",""
"No","2014","lower secondary degree","inadequately","","","",""
"No","2014","lower secondary degree","general elemantary","508","0.830208709353828","0.799990265795605","0.860427152912051"
"No","2014","lower secondary degree","middle vocational","1790","0.832810417679738","0.816978680760491","0.848642154598985"
"No","2014","lower secondary degree","vocational + Abi","4","","",""
"No","2014","lower secondary degree","higher vocational","123","0.817608672446775","0.756815182026978","0.878402162866571"
"No","2014","lower secondary degree","higher education","17","","",""
"No","2014","secondary school degree","in school","","","",""
"No","2014","secondary school degree","inadequately","","","",""
"No","2014","secondary school degree","general elemantary","400","0.887855534822056","0.859267438300492","0.91644363134362"
"No","2014","secondary school degree","middle vocational","2792","0.769160789234408","0.755426783047106","0.78289479542171"
"No","2014","secondary school degree","vocational + Abi","8","","",""
"No","2014","secondary school degree","higher vocational","331","0.759316142188097","0.71941699670209","0.799215287674104"
"No","2014","secondary school degree","higher education","218","0.670127174502649","0.62108015477133","0.719174194233968"
"No","2014","college entrance qualification","in school","","","",""
"No","2014","college entrance qualification","inadequately","","","",""
"No","2014","college entrance qualification","general elemantary","","","",""
"No","2014","college entrance qualification","middle vocational","414","0.752415413309233","0.715842307374477","0.78898851924399"
"No","2014","college entrance qualification","vocational + Abi","876","0.765337161083171","0.740843836848374","0.789830485317967"
"No","2014","college entrance qualification","higher vocational","188","0.599485341524383","0.544129515577801","0.654841167470964"
"No","2014","college entrance qualification","higher education","1662","0.55995579724382","0.541782445911919","0.578129148575722"
"No","2014","Other degree","in school","","","",""
"No","2014","Other degree","inadequately","26","","",""
"No","2014","Other degree","general elemantary","336","0.904703380611354","0.87445614706948","0.934950614153227"
"No","2014","Other degree","middle vocational","567","0.799066706699549","0.768473651313903","0.829659762085195"
"No","2014","Other degree","vocational + Abi","283","0.847287775814646","0.808359645917257","0.886215905712035"
"No","2014","Other degree","higher vocational","25","","",""
"No","2014","Other degree","higher education","434","0.744476345282249","0.708287727269348","0.78066496329515"
"No","2014","no degree/no degree yet","in school","56","0.898558308842495","0.823407506981311","0.973709110703678"
"No","2014","no degree/no degree yet","inadequately","137","0.897345396443384","0.849095617086939","0.945595175799828"
"No","2014","no degree/no degree yet","general elemantary","","","",""
"No","2014","no degree/no degree yet","middle vocational","39","0.980991775737646","0.939193379419951","1.02279017205534"
"No","2014","no degree/no degree yet","vocational + Abi","","","",""
"No","2014","no degree/no degree yet","higher vocational","1","","",""
"No","2014","no degree/no degree yet","higher education","3","","",""
"Yes","2015","lower secondary degree","in school","","","",""
"Yes","2015","lower secondary degree","inadequately","","","",""
"Yes","2015","lower secondary degree","general elemantary","75","0.171779778651626","0.139697901996081","0.203861655307172"
"Yes","2015","lower secondary degree","middle vocational","331","0.171489314551533","0.154742035289661","0.188236593813406"
"Yes","2015","lower secondary degree","vocational + Abi","","","",""
"Yes","2015","lower secondary degree","higher vocational","32","0.224107265301048","0.156234913084204","0.291979617517892"
"Yes","2015","lower secondary degree","higher education","6","","",""
"Yes","2015","secondary school degree","in school","","","",""
"Yes","2015","secondary school degree","inadequately","","","",""
"Yes","2015","secondary school degree","general elemantary","67","0.123733597804139","0.0930710577446252","0.154396137863652"
"Yes","2015","secondary school degree","middle vocational","769","0.221523912772343","0.207626499380203","0.235421326164483"
"Yes","2015","secondary school degree","vocational + Abi","1","","",""
"Yes","2015","secondary school degree","higher vocational","99","0.229020481699222","0.189023819967742","0.269017143430703"
"Yes","2015","secondary school degree","higher education","125","0.345024130199994","0.293889345212086","0.396158915187902"
"Yes","2015","college entrance qualification","in school","","","",""
"Yes","2015","college entrance qualification","inadequately","","","",""
"Yes","2015","college entrance qualification","general elemantary","","","",""
"Yes","2015","college entrance qualification","middle vocational","118","0.241382750696251","0.204496264004087","0.278269237388415"
"Yes","2015","college entrance qualification","vocational + Abi","272","0.236758333567948","0.211239949974792","0.262276717161104"
"Yes","2015","college entrance qualification","higher vocational","114","0.415828994491702","0.359586514062774","0.47207147492063"
"Yes","2015","college entrance qualification","higher education","1163","0.427544153239043","0.409114102464844","0.445974204013242"
"Yes","2015","Other degree","in school","","","",""
"Yes","2015","Other degree","inadequately","2","","",""
"Yes","2015","Other degree","general elemantary","12","","",""
"Yes","2015","Other degree","middle vocational","77","0.150073444911921","0.125200447458383","0.174946442365459"
"Yes","2015","Other degree","vocational + Abi","65","0.171533888436464","0.137306995755865","0.205760781117062"
"Yes","2015","Other degree","higher vocational","7","","",""
"Yes","2015","Other degree","higher education","175","0.229446272603199","0.20061398980826","0.258278555398137"
"Yes","2015","no degree/no degree yet","in school","8","","",""
"Yes","2015","no degree/no degree yet","inadequately","19","","",""
"Yes","2015","no degree/no degree yet","general elemantary","","","",""
"Yes","2015","no degree/no degree yet","middle vocational","5","","",""
"Yes","2015","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2015","no degree/no degree yet","higher vocational","1","","",""
"Yes","2015","no degree/no degree yet","higher education","","","",""
"No","2015","lower secondary degree","in school","","","",""
"No","2015","lower secondary degree","inadequately","","","",""
"No","2015","lower secondary degree","general elemantary","456","0.828220221348374","0.796138344692828","0.860302098003919"
"No","2015","lower secondary degree","middle vocational","1615","0.828510685448467","0.811763406186594","0.845257964710339"
"No","2015","lower secondary degree","vocational + Abi","3","","",""
"No","2015","lower secondary degree","higher vocational","113","0.775892734698952","0.708020382482109","0.843765086915796"
"No","2015","lower secondary degree","higher education","19","","",""
"No","2015","secondary school degree","in school","","","",""
"No","2015","secondary school degree","inadequately","","","",""
"No","2015","secondary school degree","general elemantary","376","0.876266402195861","0.845603862136348","0.906928942255375"
"No","2015","secondary school degree","middle vocational","2661","0.778476087227657","0.764578673835517","0.792373500619797"
"No","2015","secondary school degree","vocational + Abi","7","","",""
"No","2015","secondary school degree","higher vocational","325","0.770979518300777","0.730982856569297","0.810976180032258"
"No","2015","secondary school degree","higher education","207","0.654975869800006","0.603841084812098","0.706110654787914"
"No","2015","college entrance qualification","in school","","","",""
"No","2015","college entrance qualification","inadequately","","","",""
"No","2015","college entrance qualification","general elemantary","","","",""
"No","2015","college entrance qualification","middle vocational","399","0.758617249303749","0.721730762611585","0.795503735995913"
"No","2015","college entrance qualification","vocational + Abi","794","0.763241666432052","0.737723282838896","0.788760050025208"
"No","2015","college entrance qualification","higher vocational","181","0.584171005508298","0.52792852507937","0.640413485937226"
"No","2015","college entrance qualification","higher education","1605","0.572455846760957","0.554025795986758","0.590885897535156"
"No","2015","Other degree","in school","","","",""
"No","2015","Other degree","inadequately","19","","",""
"No","2015","Other degree","general elemantary","372","0.956806164223604","0.936472982245913","0.977139346201295"
"No","2015","Other degree","middle vocational","715","0.849926555088079","0.825053557634541","0.874799552541617"
"No","2015","Other degree","vocational + Abi","401","0.828466111563536","0.794239218882938","0.862693004244135"
"No","2015","Other degree","higher vocational","16","","",""
"No","2015","Other degree","higher education","642","0.770553727396801","0.741721444601863","0.79938601019174"
"No","2015","no degree/no degree yet","in school","46","0.76414256237047","0.650912122536849","0.877373002204091"
"No","2015","no degree/no degree yet","inadequately","159","0.808027295418679","0.750168305530271","0.865886285307087"
"No","2015","no degree/no degree yet","general elemantary","","","",""
"No","2015","no degree/no degree yet","middle vocational","42","0.883836271961931","0.792231026432472","0.97544151749139"
"No","2015","no degree/no degree yet","vocational + Abi","","","",""
"No","2015","no degree/no degree yet","higher vocational","","","",""
"No","2015","no degree/no degree yet","higher education","4","","",""
"Yes","2016","lower secondary degree","in school","","","",""
"Yes","2016","lower secondary degree","inadequately","","","",""
"Yes","2016","lower secondary degree","general elemantary","76","0.153253019469007","0.122584592245482","0.183921446692533"
"Yes","2016","lower secondary degree","middle vocational","290","0.167402687999986","0.150126990634408","0.184678385365564"
"Yes","2016","lower secondary degree","vocational + Abi","","","",""
"Yes","2016","lower secondary degree","higher vocational","32","0.231718004659199","0.158623736182647","0.304812273135751"
"Yes","2016","lower secondary degree","higher education","6","","",""
"Yes","2016","secondary school degree","in school","","","",""
"Yes","2016","secondary school degree","inadequately","","","",""
"Yes","2016","secondary school degree","general elemantary","73","0.149542275802792","0.11419401341136","0.184890538194224"
"Yes","2016","secondary school degree","middle vocational","721","0.233963172726522","0.219195591252905","0.248730754200138"
"Yes","2016","secondary school degree","vocational + Abi","","","",""
"Yes","2016","secondary school degree","higher vocational","93","0.253345737478916","0.209901287678077","0.296790187279756"
"Yes","2016","secondary school degree","higher education","109","0.290247937561942","0.239310619584081","0.341185255539803"
"Yes","2016","college entrance qualification","in school","","","",""
"Yes","2016","college entrance qualification","inadequately","","","",""
"Yes","2016","college entrance qualification","general elemantary","","","",""
"Yes","2016","college entrance qualification","middle vocational","108","0.214241730341115","0.178060683325999","0.250422777356231"
"Yes","2016","college entrance qualification","vocational + Abi","269","0.232529198443884","0.206977303122666","0.258081093765102"
"Yes","2016","college entrance qualification","higher vocational","117","0.435792460989277","0.378122690914525","0.49346223106403"
"Yes","2016","college entrance qualification","higher education","1126","0.431758624905873","0.412785004521356","0.45073224529039"
"Yes","2016","Other degree","in school","","","",""
"Yes","2016","Other degree","inadequately","2","","",""
"Yes","2016","Other degree","general elemantary","19","","",""
"Yes","2016","Other degree","middle vocational","87","0.161884027254556","0.13514544442031","0.188622610088802"
"Yes","2016","Other degree","vocational + Abi","61","0.133534933484212","0.101569806158988","0.165500060809436"
"Yes","2016","Other degree","higher vocational","8","","",""
"Yes","2016","Other degree","higher education","163","0.202866471280513","0.174086647185843","0.231646295375183"
"Yes","2016","no degree/no degree yet","in school","7","","",""
"Yes","2016","no degree/no degree yet","inadequately","22","","",""
"Yes","2016","no degree/no degree yet","general elemantary","","","",""
"Yes","2016","no degree/no degree yet","middle vocational","3","","",""
"Yes","2016","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2016","no degree/no degree yet","higher vocational","","","",""
"Yes","2016","no degree/no degree yet","higher education","","","",""
"No","2016","lower secondary degree","in school","","","",""
"No","2016","lower secondary degree","inadequately","","","",""
"No","2016","lower secondary degree","general elemantary","454","0.846746980530993","0.816078553307467","0.877415407754518"
"No","2016","lower secondary degree","middle vocational","1504","0.832597312000014","0.815321614634436","0.849873009365592"
"No","2016","lower secondary degree","vocational + Abi","2","","",""
"No","2016","lower secondary degree","higher vocational","96","0.768281995340801","0.695187726864249","0.841376263817353"
"No","2016","lower secondary degree","higher education","20","","",""
"No","2016","secondary school degree","in school","","","",""
"No","2016","secondary school degree","inadequately","","","",""
"No","2016","secondary school degree","general elemantary","318","0.850457724197208","0.815109461805776","0.88580598658864"
"No","2016","secondary school degree","middle vocational","2436","0.766036827273478","0.751269245799862","0.780804408747094"
"No","2016","secondary school degree","vocational + Abi","8","","",""
"No","2016","secondary school degree","higher vocational","292","0.746654262521084","0.703209812720244","0.790098712321923"
"No","2016","secondary school degree","higher education","196","0.709752062438058","0.658814744460197","0.760689380415919"
"No","2016","college entrance qualification","in school","","","",""
"No","2016","college entrance qualification","inadequately","","","",""
"No","2016","college entrance qualification","general elemantary","","","",""
"No","2016","college entrance qualification","middle vocational","386","0.785758269658885","0.749577222643769","0.821939316674001"
"No","2016","college entrance qualification","vocational + Abi","781","0.767470801556116","0.741918906234898","0.793022696877334"
"No","2016","college entrance qualification","higher vocational","167","0.564207539010723","0.50653776893597","0.621877309085475"
"No","2016","college entrance qualification","higher education","1492","0.568241375094127","0.54926775470961","0.587214995478644"
"No","2016","Other degree","in school","","","",""
"No","2016","Other degree","inadequately","19","","",""
"No","2016","Other degree","general elemantary","326","0.9332644010118","0.906930228576257","0.959598573447343"
"No","2016","Other degree","middle vocational","642","0.838115972745444","0.811377389911198","0.86485455557969"
"No","2016","Other degree","vocational + Abi","374","0.866465066515788","0.834499939190564","0.898430193841012"
"No","2016","Other degree","higher vocational","14","","",""
"No","2016","Other degree","higher education","587","0.797133528719487","0.768353704624817","0.825913352814157"
"No","2016","no degree/no degree yet","in school","48","0.949594509147119","0.891774951095352","1.00741406719889"
"No","2016","no degree/no degree yet","inadequately","242","0.846162556302691","0.802641036122003","0.88968407648338"
"No","2016","no degree/no degree yet","general elemantary","","","",""
"No","2016","no degree/no degree yet","middle vocational","56","0.94192565843972","0.882246519811846","1.00160479706759"
"No","2016","no degree/no degree yet","vocational + Abi","","","",""
"No","2016","no degree/no degree yet","higher vocational","2","","",""
"No","2016","no degree/no degree yet","higher education","5","","",""
"Yes","2017","lower secondary degree","in school","","","",""
"Yes","2017","lower secondary degree","inadequately","","","",""
"Yes","2017","lower secondary degree","general elemantary","87","0.166772202691817","0.1373107443526","0.196233661031035"
"Yes","2017","lower secondary degree","middle vocational","312","0.146549267557728","0.130844385885334","0.162254149230122"
"Yes","2017","lower secondary degree","vocational + Abi","","","",""
"Yes","2017","lower secondary degree","higher vocational","34","0.327485134698017","0.248612676490734","0.4063575929053"
"Yes","2017","lower secondary degree","higher education","7","","",""
"Yes","2017","secondary school degree","in school","","","",""
"Yes","2017","secondary school degree","inadequately","","","",""
"Yes","2017","secondary school degree","general elemantary","87","0.197005407476802","0.160134000234773","0.233876814718831"
"Yes","2017","secondary school degree","middle vocational","852","0.226654167039056","0.213182235565455","0.240126098512657"
"Yes","2017","secondary school degree","vocational + Abi","","","",""
"Yes","2017","secondary school degree","higher vocational","119","0.238253149811178","0.199322304458448","0.277183995163907"
"Yes","2017","secondary school degree","higher education","128","0.321864262082711","0.271609902340651","0.372118621824771"
"Yes","2017","college entrance qualification","in school","","","",""
"Yes","2017","college entrance qualification","inadequately","","","",""
"Yes","2017","college entrance qualification","general elemantary","","","",""
"Yes","2017","college entrance qualification","middle vocational","173","0.25159127973302","0.217840917368512","0.285341642097528"
"Yes","2017","college entrance qualification","vocational + Abi","325","0.243139258525356","0.219527735708211","0.266750781342501"
"Yes","2017","college entrance qualification","higher vocational","126","0.471302543202987","0.414722145061283","0.527882941344691"
"Yes","2017","college entrance qualification","higher education","1294","0.418225370984995","0.400773892616032","0.435676849353958"
"Yes","2017","Other degree","in school","","","",""
"Yes","2017","Other degree","inadequately","1","","",""
"Yes","2017","Other degree","general elemantary","30","0.0870650793773036","0.0606921883159272","0.11343797043868"
"Yes","2017","Other degree","middle vocational","70","0.122515966295669","0.0991435749436913","0.145888357647646"
"Yes","2017","Other degree","vocational + Abi","49","0.122050950868808","0.0895213652973896","0.154580536440227"
"Yes","2017","Other degree","higher vocational","5","","",""
"Yes","2017","Other degree","higher education","159","0.268544299056112","0.237909005248481","0.299179592863743"
"Yes","2017","no degree/no degree yet","in school","5","","",""
"Yes","2017","no degree/no degree yet","inadequately","32","0.0991227206628812","0.0687968625310371","0.129448578794725"
"Yes","2017","no degree/no degree yet","general elemantary","","","",""
"Yes","2017","no degree/no degree yet","middle vocational","8","","",""
"Yes","2017","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2017","no degree/no degree yet","higher vocational","1","","",""
"Yes","2017","no degree/no degree yet","higher education","1","","",""
"No","2017","lower secondary degree","in school","","","",""
"No","2017","lower secondary degree","inadequately","","","",""
"No","2017","lower secondary degree","general elemantary","528","0.833227797308183","0.803766338968965","0.8626892556474"
"No","2017","lower secondary degree","middle vocational","1636","0.853450732442272","0.837745850769878","0.869155614114666"
"No","2017","lower secondary degree","vocational + Abi","2","","",""
"No","2017","lower secondary degree","higher vocational","102","0.672514865301983","0.5936424070947","0.751387323509266"
"No","2017","lower secondary degree","higher education","21","","",""
"No","2017","secondary school degree","in school","","","",""
"No","2017","secondary school degree","inadequately","","","",""
"No","2017","secondary school degree","general elemantary","360","0.802994592523198","0.766123185281169","0.839865999765227"
"No","2017","secondary school degree","middle vocational","2858","0.773345832960944","0.759873901487342","0.786817764434545"
"No","2017","secondary school degree","vocational + Abi","7","","",""
"No","2017","secondary school degree","higher vocational","341","0.761746850188822","0.722816004836093","0.800677695541552"
"No","2017","secondary school degree","higher education","204","0.678135737917289","0.627881378175229","0.728390097659349"
"No","2017","college entrance qualification","in school","","","",""
"No","2017","college entrance qualification","inadequately","","","",""
"No","2017","college entrance qualification","general elemantary","","","",""
"No","2017","college entrance qualification","middle vocational","462","0.74840872026698","0.714658357902472","0.782159082631488"
"No","2017","college entrance qualification","vocational + Abi","943","0.756860741474644","0.733249218657499","0.780472264291789"
"No","2017","college entrance qualification","higher vocational","173","0.528697456797013","0.472117058655309","0.585277854938717"
"No","2017","college entrance qualification","higher education","1775","0.581774629015005","0.564323150646042","0.599226107383968"
"No","2017","Other degree","in school","","","",""
