"pgoeffd","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2003","Part Time","higher vocational","103","0.373341942166738","0.316174277749317","0.430509606584158"
"Yes","2003","Part Time","higher education","307","0.394895581791881","0.35763036426729","0.432160799316473"
"Yes","2003","Not Working","in school","","","",""
"Yes","2003","Not Working","inadequately","","","",""
"Yes","2003","Not Working","general elemantary","2","","",""
"Yes","2003","Not Working","middle vocational","12","","",""
"Yes","2003","Not Working","vocational + Abi","4","","",""
"Yes","2003","Not Working","higher vocational","3","","",""
"Yes","2003","Not Working","higher education","4","","",""
"No","2003","Full Time","in school","","","",""
"No","2003","Full Time","inadequately","44","0.871650623322892","0.781601754701634","0.96169949194415"
"No","2003","Full Time","general elemantary","500","0.837753351779791","0.807619120125064","0.867887583434518"
"No","2003","Full Time","middle vocational","3047","0.769152993979687","0.755940193528626","0.782365794430747"
"No","2003","Full Time","vocational + Abi","409","0.795501573004936","0.76039328772882","0.830609858281053"
"No","2003","Full Time","higher vocational","573","0.731556869038483","0.700417594779835","0.76269614329713"
"No","2003","Full Time","higher education","1478","0.666908732576709","0.647909363447667","0.685908101705751"
"No","2003","Part Time","in school","28","","",""
"No","2003","Part Time","inadequately","24","","",""
"No","2003","Part Time","general elemantary","317","0.803989897105987","0.764742004736268","0.843237789475707"
"No","2003","Part Time","middle vocational","1401","0.79142000815521","0.772681757075156","0.810158259235264"
"No","2003","Part Time","vocational + Abi","172","0.766752810932072","0.710224662720039","0.823280959144105"
"No","2003","Part Time","higher vocational","172","0.626658057833262","0.569490393415842","0.683825722250683"
"No","2003","Part Time","higher education","354","0.605104418208119","0.567839200683527","0.64236963573271"
"No","2003","Not Working","in school","7","","",""
"No","2003","Not Working","inadequately","","","",""
"No","2003","Not Working","general elemantary","22","","",""
"No","2003","Not Working","middle vocational","53","0.845586411274848","0.757742195804054","0.933430626745642"
"No","2003","Not Working","vocational + Abi","6","","",""
"No","2003","Not Working","higher vocational","7","","",""
"No","2003","Not Working","higher education","19","","",""
"Yes","2004","Full Time","in school","","","",""
"Yes","2004","Full Time","inadequately","8","","",""
"Yes","2004","Full Time","general elemantary","79","0.17150231321419","0.140665265980863","0.202339360447517"
"Yes","2004","Full Time","middle vocational","803","0.220744430213924","0.207597305679887","0.233891554747961"
"Yes","2004","Full Time","vocational + Abi","101","0.205909225804943","0.170951794767387","0.240866656842499"
"Yes","2004","Full Time","higher vocational","201","0.286035020700405","0.25456235275627","0.317507688644541"
"Yes","2004","Full Time","higher education","876","0.338624506918926","0.319433625859598","0.357815387978254"
"Yes","2004","Part Time","in school","3","","",""
"Yes","2004","Part Time","inadequately","6","","",""
"Yes","2004","Part Time","general elemantary","69","0.150204166719184","0.115322770789692","0.185085562648676"
"Yes","2004","Part Time","middle vocational","406","0.180883071962121","0.164047101700862","0.19771904222338"
"Yes","2004","Part Time","vocational + Abi","52","0.215690645559587","0.166263375400456","0.265117915718717"
"Yes","2004","Part Time","higher vocational","109","0.331997822354402","0.277982966437251","0.386012678271554"
"Yes","2004","Part Time","higher education","347","0.411152664030238","0.376101450152547","0.446203877907929"
"Yes","2004","Not Working","in school","","","",""
"Yes","2004","Not Working","inadequately","1","","",""
"Yes","2004","Not Working","general elemantary","3","","",""
"Yes","2004","Not Working","middle vocational","13","","",""
"Yes","2004","Not Working","vocational + Abi","4","","",""
"Yes","2004","Not Working","higher vocational","3","","",""
"Yes","2004","Not Working","higher education","9","","",""
"No","2004","Full Time","in school","1","","",""
"No","2004","Full Time","inadequately","36","0.812920348795484","0.69769208294025","0.928148614650719"
"No","2004","Full Time","general elemantary","495","0.82849768678581","0.797660639552483","0.859334734019137"
"No","2004","Full Time","middle vocational","3020","0.779255569786076","0.766108445252039","0.792402694320113"
"No","2004","Full Time","vocational + Abi","413","0.794090774195057","0.759133343157501","0.829048205232613"
"No","2004","Full Time","higher vocational","591","0.713964979299595","0.68249231135546","0.74543764724373"
"No","2004","Full Time","higher education","1460","0.661375493081074","0.642184612021746","0.680566374140402"
"No","2004","Part Time","in school","35","0.899279933638015","0.803590993191256","0.994968874084775"
"No","2004","Part Time","inadequately","22","","",""
"No","2004","Part Time","general elemantary","334","0.849795833280816","0.814914437351324","0.884677229210307"
"No","2004","Part Time","middle vocational","1602","0.819116928037879","0.80228095777662","0.835952898299138"
"No","2004","Part Time","vocational + Abi","214","0.784309354440413","0.734882084281283","0.833736624599544"
"No","2004","Part Time","higher vocational","183","0.668002177645598","0.613987321728446","0.722017033562749"
"No","2004","Part Time","higher education","410","0.588847335969762","0.553796122092071","0.623898549847453"
"No","2004","Not Working","in school","8","","",""
"No","2004","Not Working","inadequately","3","","",""
"No","2004","Not Working","general elemantary","26","","",""
"No","2004","Not Working","middle vocational","63","0.807330406946139","0.718661053878379","0.895999760013899"
"No","2004","Not Working","vocational + Abi","6","","",""
"No","2004","Not Working","higher vocational","9","","",""
"No","2004","Not Working","higher education","17","","",""
"Yes","2005","Full Time","in school","","","",""
"Yes","2005","Full Time","inadequately","9","","",""
"Yes","2005","Full Time","general elemantary","68","0.17982341084093","0.145644830349016","0.214001991332843"
"Yes","2005","Full Time","middle vocational","739","0.21694670694013","0.203264486258008","0.230628927622253"
"Yes","2005","Full Time","vocational + Abi","96","0.191914109417909","0.15711663260695","0.226711586228869"
"Yes","2005","Full Time","higher vocational","191","0.289856857773747","0.256945075626803","0.322768639920692"
"Yes","2005","Full Time","higher education","804","0.341911917293505","0.321748432445728","0.362075402141283"
"Yes","2005","Part Time","in school","","","",""
"Yes","2005","Part Time","inadequately","4","","",""
"Yes","2005","Part Time","general elemantary","62","0.178885490270615","0.136893880592753","0.220877099948477"
"Yes","2005","Part Time","middle vocational","345","0.190605044890675","0.17197221699098","0.209237872790369"
"Yes","2005","Part Time","vocational + Abi","53","0.267985902336901","0.211951058390991","0.324020746282812"
"Yes","2005","Part Time","higher vocational","89","0.315681992524247","0.257363395631868","0.374000589416626"
"Yes","2005","Part Time","higher education","325","0.394762898796385","0.35873247917419","0.43079331841858"
"Yes","2005","Not Working","in school","","","",""
"Yes","2005","Not Working","inadequately","","","",""
"Yes","2005","Not Working","general elemantary","4","","",""
"Yes","2005","Not Working","middle vocational","9","","",""
"Yes","2005","Not Working","vocational + Abi","1","","",""
"Yes","2005","Not Working","higher vocational","","","",""
"Yes","2005","Not Working","higher education","9","","",""
"No","2005","Full Time","in school","","","",""
"No","2005","Full Time","inadequately","35","0.830472271345021","0.719604659508548","0.941339883181494"
"No","2005","Full Time","general elemantary","417","0.82017658915907","0.785998008667157","0.854355169650984"
"No","2005","Full Time","middle vocational","2747","0.78305329305987","0.769371072377747","0.796735513741992"
"No","2005","Full Time","vocational + Abi","396","0.808085890582091","0.773288413771131","0.84288336739305"
"No","2005","Full Time","higher vocational","539","0.710143142226253","0.677231360079308","0.743054924373197"
"No","2005","Full Time","higher education","1322","0.658088082706495","0.637924597858717","0.678251567554272"
"No","2005","Part Time","in school","22","","",""
"No","2005","Part Time","inadequately","13","","",""
"No","2005","Part Time","general elemantary","258","0.821114509729385","0.779122900051524","0.863106119407247"
"No","2005","Part Time","middle vocational","1362","0.809394955109325","0.79076212720963","0.82802778300902"
"No","2005","Part Time","vocational + Abi","187","0.732014097663099","0.675979253717188","0.78804894160901"
"No","2005","Part Time","higher vocational","155","0.684318007475753","0.625999410583374","0.742636604368132"
"No","2005","Part Time","higher education","382","0.605237101203615","0.56920668158142","0.64126752082581"
"No","2005","Not Working","in school","5","","",""
"No","2005","Not Working","inadequately","3","","",""
"No","2005","Not Working","general elemantary","24","","",""
"No","2005","Not Working","middle vocational","48","0.841341541321171","0.746493482920417","0.936189599721925"
"No","2005","Not Working","vocational + Abi","6","","",""
"No","2005","Not Working","higher vocational","10","","",""
"No","2005","Not Working","higher education","18","","",""
"Yes","2006","Full Time","in school","","","",""
"Yes","2006","Full Time","inadequately","7","","",""
"Yes","2006","Full Time","general elemantary","66","0.16938407052351","0.134095047361915","0.204673093685105"
"Yes","2006","Full Time","middle vocational","753","0.212290619526894","0.198796883384568","0.22578435566922"
"Yes","2006","Full Time","vocational + Abi","106","0.206627938580376","0.171419302002576","0.241836575158176"
"Yes","2006","Full Time","higher vocational","206","0.275497043923265","0.243351210426184","0.307642877420346"
"Yes","2006","Full Time","higher education","857","0.347965091588803","0.328305337548403","0.367624845629202"
"Yes","2006","Part Time","in school","1","","",""
"Yes","2006","Part Time","inadequately","3","","",""
"Yes","2006","Part Time","general elemantary","67","0.194656998987669","0.151677163666135","0.237636834309203"
"Yes","2006","Part Time","middle vocational","373","0.204355623758281","0.185639098915303","0.223072148601258"
"Yes","2006","Part Time","vocational + Abi","55","0.243329466842953","0.190455901862281","0.296203031823625"
"Yes","2006","Part Time","higher vocational","83","0.301898069575096","0.244530014695331","0.359266124454861"
"Yes","2006","Part Time","higher education","308","0.377567314375132","0.341958994314634","0.413175634435631"
"Yes","2006","Not Working","in school","","","",""
"Yes","2006","Not Working","inadequately","","","",""
"Yes","2006","Not Working","general elemantary","3","","",""
"Yes","2006","Not Working","middle vocational","23","","",""
"Yes","2006","Not Working","vocational + Abi","1","","",""
"Yes","2006","Not Working","higher vocational","3","","",""
"Yes","2006","Not Working","higher education","16","","",""
"No","2006","Full Time","in school","1","","",""
"No","2006","Full Time","inadequately","35","0.845509497480908","0.736206119492499","0.954812875469316"
"No","2006","Full Time","general elemantary","368","0.83061592947649","0.795326906314895","0.865904952638085"
"No","2006","Full Time","middle vocational","2775","0.787709380473106","0.77421564433078","0.801203116615433"
"No","2006","Full Time","vocational + Abi","402","0.793372061419624","0.758163424841824","0.828580697997424"
"No","2006","Full Time","higher vocational","536","0.724502956076735","0.692357122579655","0.756648789573816"
"No","2006","Full Time","higher education","1398","0.652034908411197","0.632375154370798","0.671694662451596"
"No","2006","Part Time","in school","20","","",""
"No","2006","Part Time","inadequately","14","","",""
"No","2006","Part Time","general elemantary","259","0.805343001012331","0.762363165690798","0.848322836333865"
"No","2006","Part Time","middle vocational","1410","0.795644376241719","0.776927851398742","0.814360901084697"
"No","2006","Part Time","vocational + Abi","198","0.756670533157047","0.703796968176376","0.809544098137719"
"No","2006","Part Time","higher vocational","163","0.698101930424904","0.640733875545139","0.755469985304669"
"No","2006","Part Time","higher education","404","0.622432685624868","0.586824365564369","0.658041005685366"
"No","2006","Not Working","in school","4","","",""
"No","2006","Not Working","inadequately","3","","",""
"No","2006","Not Working","general elemantary","27","","",""
"No","2006","Not Working","middle vocational","80","0.794508957860576","0.716476493073676","0.872541422647476"
"No","2006","Not Working","vocational + Abi","7","","",""
"No","2006","Not Working","higher vocational","5","","",""
"No","2006","Not Working","higher education","27","","",""
"Yes","2007","Full Time","in school","","","",""
"Yes","2007","Full Time","inadequately","8","","",""
"Yes","2007","Full Time","general elemantary","64","0.138944734032509","0.105545535722653","0.172343932342365"
"Yes","2007","Full Time","middle vocational","742","0.208393646778305","0.195160879572964","0.221626413983645"
"Yes","2007","Full Time","vocational + Abi","102","0.165721397176618","0.134272472972852","0.197170321380383"
"Yes","2007","Full Time","higher vocational","177","0.258071857037197","0.225794572812334","0.290349141262059"
"Yes","2007","Full Time","higher education","841","0.348043725434919","0.328303994074876","0.367783456794962"
"Yes","2007","Part Time","in school","","","",""
"Yes","2007","Part Time","inadequately","6","","",""
"Yes","2007","Part Time","general elemantary","63","0.182990957963957","0.14195173319363","0.224030182734283"
"Yes","2007","Part Time","middle vocational","366","0.171852008400848","0.154946747078664","0.188757269723031"
"Yes","2007","Part Time","vocational + Abi","49","0.225543051935927","0.174936026415193","0.27615007745666"
"Yes","2007","Part Time","higher vocational","87","0.336288376135655","0.279831402922217","0.392745349349094"
"Yes","2007","Part Time","higher education","319","0.390340022084585","0.355838928180265","0.424841115988905"
"Yes","2007","Not Working","in school","","","",""
"Yes","2007","Not Working","inadequately","","","",""
"Yes","2007","Not Working","general elemantary","9","","",""
"Yes","2007","Not Working","middle vocational","17","","",""
"Yes","2007","Not Working","vocational + Abi","1","","",""
"Yes","2007","Not Working","higher vocational","3","","",""
"Yes","2007","Not Working","higher education","12","","",""
"No","2007","Full Time","in school","","","",""
"No","2007","Full Time","inadequately","26","","",""
"No","2007","Full Time","general elemantary","348","0.861055265967491","0.827656067657635","0.894454464277347"
"No","2007","Full Time","middle vocational","2877","0.791606353221695","0.778373586016355","0.804839120427036"
"No","2007","Full Time","vocational + Abi","435","0.834278602823383","0.802829678619617","0.865727527027148"
"No","2007","Full Time","higher vocational","529","0.741928142962803","0.709650858737941","0.774205427187666"
"No","2007","Full Time","higher education","1396","0.651956274565081","0.632216543205038","0.671696005925124"
"No","2007","Part Time","in school","27","","",""
"No","2007","Part Time","inadequately","19","","",""
"No","2007","Part Time","general elemantary","278","0.817009042036043","0.775969817265716","0.85804826680637"
"No","2007","Part Time","middle vocational","1547","0.828147991599153","0.811242730276969","0.845053252921336"
"No","2007","Part Time","vocational + Abi","213","0.774456948064073","0.72384992254334","0.825063973584807"
"No","2007","Part Time","higher vocational","182","0.663711623864345","0.607254650650906","0.720168597077783"
"No","2007","Part Time","higher education","449","0.609659977915415","0.575158884011095","0.644161071819735"
"No","2007","Not Working","in school","2","","",""
"No","2007","Not Working","inadequately","1","","",""
"No","2007","Not Working","general elemantary","21","","",""
"No","2007","Not Working","middle vocational","88","0.844916031836578","0.775678166575366","0.91415389709779"
"No","2007","Not Working","vocational + Abi","12","","",""
"No","2007","Not Working","higher vocational","12","","",""
"No","2007","Not Working","higher education","18","","",""
"Yes","2008","Full Time","in school","","","",""
"Yes","2008","Full Time","inadequately","6","","",""
"Yes","2008","Full Time","general elemantary","58","0.148144856772565","0.111700706984755","0.184589006560375"
"Yes","2008","Full Time","middle vocational","683","0.200899127654615","0.187351343144181","0.214446912165049"
"Yes","2008","Full Time","vocational + Abi","94","0.184216621699643","0.149536604413503","0.218896638985783"
"Yes","2008","Full Time","higher vocational","155","0.249174981898414","0.215585758706092","0.282764205090736"
"Yes","2008","Full Time","higher education","751","0.335606043426406","0.315170180361894","0.356041906490919"
"Yes","2008","Part Time","in school","","","",""
"Yes","2008","Part Time","inadequately","6","","",""
"Yes","2008","Part Time","general elemantary","56","0.212719064769018","0.165456213087106","0.25998191645093"
"Yes","2008","Part Time","middle vocational","344","0.176497702546501","0.15833746404755","0.194657941045452"
"Yes","2008","Part Time","vocational + Abi","44","0.184064301963416","0.136776297284327","0.231352306642504"
"Yes","2008","Part Time","higher vocational","83","0.347903981383361","0.287263953582554","0.408544009184169"
"Yes","2008","Part Time","higher education","301","0.395948252596569","0.359822404680791","0.432074100512346"
"Yes","2008","Not Working","in school","1","","",""
"Yes","2008","Not Working","inadequately","","","",""
"Yes","2008","Not Working","general elemantary","3","","",""
"Yes","2008","Not Working","middle vocational","12","","",""
"Yes","2008","Not Working","vocational + Abi","4","","",""
"Yes","2008","Not Working","higher vocational","2","","",""
"Yes","2008","Not Working","higher education","7","","",""
"No","2008","Full Time","in school","1","","",""
"No","2008","Full Time","inadequately","28","","",""
"No","2008","Full Time","general elemantary","307","0.851855143227435","0.815410993439625","0.888299293015245"
"No","2008","Full Time","middle vocational","2677","0.799100872345385","0.785553087834951","0.812648656855819"
"No","2008","Full Time","vocational + Abi","386","0.815783378300357","0.781103361014217","0.850463395586497"
"No","2008","Full Time","higher vocational","482","0.750825018101586","0.717235794909265","0.784414241293908"
"No","2008","Full Time","higher education","1300","0.664393956573594","0.643958093509081","0.684829819638106"
"No","2008","Part Time","in school","18","","",""
"No","2008","Part Time","inadequately","14","","",""
"No","2008","Part Time","general elemantary","232","0.787280935230982","0.74001808354907","0.834543786912894"
"No","2008","Part Time","middle vocational","1349","0.823502297453499","0.805342058954549","0.84166253595245"
"No","2008","Part Time","vocational + Abi","214","0.815935698036584","0.768647693357496","0.863223702715673"
"No","2008","Part Time","higher vocational","154","0.652096018616638","0.591455990815831","0.712736046417446"
"No","2008","Part Time","higher education","403","0.604051747403431","0.567925899487654","0.640177595319209"
"No","2008","Not Working","in school","5","","",""
"No","2008","Not Working","inadequately","3","","",""
"No","2008","Not Working","general elemantary","19","","",""
"No","2008","Not Working","middle vocational","63","0.901609197094614","0.834202371045868","0.969016023143361"
"No","2008","Not Working","vocational + Abi","5","","",""
"No","2008","Not Working","higher vocational","8","","",""
"No","2008","Not Working","higher education","29","","",""
"Yes","2009","Full Time","in school","","","",""
"Yes","2009","Full Time","inadequately","7","","",""
"Yes","2009","Full Time","general elemantary","57","0.141437224023784","0.105978016466648","0.17689643158092"
"Yes","2009","Full Time","middle vocational","643","0.202560495927107","0.188615739339764","0.216505252514451"
"Yes","2009","Full Time","vocational + Abi","90","0.186644772380452","0.150844161345531","0.222445383415372"
"Yes","2009","Full Time","higher vocational","145","0.249665744431723","0.214800388427514","0.284531100435932"
"Yes","2009","Full Time","higher education","736","0.333507161067847","0.312885836287678","0.354128485848017"
"Yes","2009","Part Time","in school","1","","",""
"Yes","2009","Part Time","inadequately","2","","",""
"Yes","2009","Part Time","general elemantary","47","0.165467171226313","0.121547469895337","0.209386872557289"
"Yes","2009","Part Time","middle vocational","337","0.164433161047062","0.14705664612465","0.181809675969475"
"Yes","2009","Part Time","vocational + Abi","43","0.203249216219808","0.152443186353574","0.254055246086042"
"Yes","2009","Part Time","higher vocational","87","0.344654662463661","0.285385771561566","0.403923553365757"
"Yes","2009","Part Time","higher education","308","0.359513859944289","0.324584407732502","0.394443312156077"
"Yes","2009","Not Working","in school","","","",""
"Yes","2009","Not Working","inadequately","","","",""
"Yes","2009","Not Working","general elemantary","5","","",""
"Yes","2009","Not Working","middle vocational","9","","",""
"Yes","2009","Not Working","vocational + Abi","2","","",""
"Yes","2009","Not Working","higher vocational","2","","",""
"Yes","2009","Not Working","higher education","9","","",""
"No","2009","Full Time","in school","1","","",""
"No","2009","Full Time","inadequately","29","","",""
"No","2009","Full Time","general elemantary","314","0.858562775976216","0.82310356841908","0.894021983533352"
"No","2009","Full Time","middle vocational","2548","0.797439504072893","0.783494747485549","0.811384260660236"
"No","2009","Full Time","vocational + Abi","365","0.813355227619548","0.777554616584628","0.849155838654469"
"No","2009","Full Time","higher vocational","447","0.750334255568277","0.715468899564068","0.785199611572486"
"No","2009","Full Time","higher education","1272","0.666492838932153","0.645871514151983","0.687114163712322"
"No","2009","Part Time","in school","29","","",""
"No","2009","Part Time","inadequately","14","","",""
"No","2009","Part Time","general elemantary","228","0.834532828773687","0.790613127442711","0.878452530104663"
"No","2009","Part Time","middle vocational","1411","0.835566838952938","0.818190324030525","0.85294335387535"
"No","2009","Part Time","vocational + Abi","198","0.796750783780192","0.745944753913958","0.847556813646426"
"No","2009","Part Time","higher vocational","160","0.655345337536339","0.596076446634243","0.714614228438434"
"No","2009","Part Time","higher education","417","0.640486140055711","0.605556687843923","0.675415592267498"
"No","2009","Not Working","in school","6","","",""
"No","2009","Not Working","inadequately","3","","",""
"No","2009","Not Working","general elemantary","10","","",""
"No","2009","Not Working","middle vocational","54","0.895355886404216","0.819771330684526","0.970940442123906"
"No","2009","Not Working","vocational + Abi","9","","",""
"No","2009","Not Working","higher vocational","8","","",""
"No","2009","Not Working","higher education","16","","",""
"Yes","2010","Full Time","in school","","","",""
"Yes","2010","Full Time","inadequately","7","","",""
"Yes","2010","Full Time","general elemantary","63","0.146026284889064","0.114435148957076","0.177617420821052"
"Yes","2010","Full Time","middle vocational","742","0.204534293228026","0.192046720442799","0.217021866013254"
"Yes","2010","Full Time","vocational + Abi","132","0.204972944385966","0.173673481421662","0.23627240735027"
"Yes","2010","Full Time","higher vocational","169","0.26116778267437","0.229896463546713","0.292439101802028"
"Yes","2010","Full Time","higher education","896","0.347306576123024","0.328787135599792","0.365826016646255"
"Yes","2010","Part Time","in school","3","","",""
"Yes","2010","Part Time","inadequately","5","","",""
"Yes","2010","Part Time","general elemantary","48","0.118239155588302","0.086234307004389","0.150244004172216"
"Yes","2010","Part Time","middle vocational","455","0.185138897318118","0.169468402160485","0.20080939247575"
"Yes","2010","Part Time","vocational + Abi","85","0.210995887361275","0.173255917487892","0.248735857234658"
"Yes","2010","Part Time","higher vocational","84","0.318983201388619","0.26389677965365","0.374069623123588"
"Yes","2010","Part Time","higher education","424","0.359497522560187","0.330092695328781","0.388902349791592"
"Yes","2010","Not Working","in school","1","","",""
"Yes","2010","Not Working","inadequately","1","","",""
"Yes","2010","Not Working","general elemantary","7","","",""
"Yes","2010","Not Working","middle vocational","30","0.15652901590475","0.100402555555709","0.212655476253791"
"Yes","2010","Not Working","vocational + Abi","7","","",""
"Yes","2010","Not Working","higher vocational","4","","",""
"Yes","2010","Not Working","higher education","18","","",""
"No","2010","Full Time","in school","2","","",""
"No","2010","Full Time","inadequately","48","0.912521581560015","0.837852848957033","0.987190314162998"
"No","2010","Full Time","general elemantary","417","0.853973715110936","0.822382579178948","0.885564851042924"
"No","2010","Full Time","middle vocational","3266","0.795465706771974","0.782978133986747","0.807953279557201"
"No","2010","Full Time","vocational + Abi","507","0.795027055614034","0.76372759264973","0.826326518578338"
"No","2010","Full Time","higher vocational","589","0.738832217325629","0.707560898197972","0.770103536453287"
"No","2010","Full Time","higher education","1643","0.652693423876976","0.634173983353745","0.671212864400208"
"No","2010","Part Time","in school","24","","",""
"No","2010","Part Time","inadequately","38","0.922263570078186","0.842233409907862","1.00229373024851"
"No","2010","Part Time","general elemantary","343","0.881760844411698","0.849755995827784","0.913765692995611"
"No","2010","Part Time","middle vocational","1905","0.814861102681882","0.79919060752425","0.830531597839515"
"No","2010","Part Time","vocational + Abi","364","0.789004112638725","0.751264142765342","0.826744082512108"
"No","2010","Part Time","higher vocational","191","0.681016798611381","0.625930376876412","0.73610322034635"
"No","2010","Part Time","higher education","599","0.640502477439813","0.611097650208407","0.669907304671219"
"No","2010","Not Working","in school","7","","",""
"No","2010","Not Working","inadequately","5","","",""
"No","2010","Not Working","general elemantary","33","0.930419751472574","0.851569960965829","1.00926954197932"
"No","2010","Not Working","middle vocational","131","0.84347098409525","0.787344523746209","0.899597444444291"
"No","2010","Not Working","vocational + Abi","26","","",""
"No","2010","Not Working","higher vocational","6","","",""
"No","2010","Not Working","higher education","36","0.397776431385692","0.267234627782395","0.528318234988988"
"Yes","2011","Full Time","in school","1","","",""
"Yes","2011","Full Time","inadequately","7","","",""
"Yes","2011","Full Time","general elemantary","79","0.151353965048757","0.122772149230018","0.179935780867497"
"Yes","2011","Full Time","middle vocational","946","0.213892650989297","0.202015791213311","0.225769510765283"
"Yes","2011","Full Time","vocational + Abi","165","0.216339564214504","0.187181033106542","0.245498095322467"
"Yes","2011","Full Time","higher vocational","200","0.249787725320842","0.221072078808943","0.278503371832741"
"Yes","2011","Full Time","higher education","1108","0.360705203120531","0.343376587379403","0.37803381886166"
"Yes","2011","Part Time","in school","4","","",""
"Yes","2011","Part Time","inadequately","6","","",""
"Yes","2011","Part Time","general elemantary","62","0.158041570994844","0.125442400717774","0.190640741271915"
"Yes","2011","Part Time","middle vocational","586","0.179855995194671","0.166144526269081","0.193567464120262"
"Yes","2011","Part Time","vocational + Abi","121","0.232511521740531","0.197953385191959","0.267069658289103"
"Yes","2011","Part Time","higher vocational","100","0.228647721033004","0.183676414045089","0.27361902802092"
"Yes","2011","Part Time","higher education","463","0.35804014832282","0.330914678678504","0.385165617967136"
"Yes","2011","Not Working","in school","","","",""
"Yes","2011","Not Working","inadequately","1","","",""
"Yes","2011","Not Working","general elemantary","3","","",""
"Yes","2011","Not Working","middle vocational","22","","",""
"Yes","2011","Not Working","vocational + Abi","9","","",""
"Yes","2011","Not Working","higher vocational","2","","",""
"Yes","2011","Not Working","higher education","23","","",""
"No","2011","Full Time","in school","4","","",""
"No","2011","Full Time","inadequately","58","0.899652349805997","0.826608715143646","0.972695984468347"
"No","2011","Full Time","general elemantary","525","0.848646034951243","0.820064219132503","0.877227850769982"
"No","2011","Full Time","middle vocational","3633","0.786107349010703","0.774230489234717","0.797984208786689"
"No","2011","Full Time","vocational + Abi","601","0.783660435785496","0.754501904677533","0.812818966893458"
"No","2011","Full Time","higher vocational","673","0.750212274679158","0.721496628167258","0.778927921191057"
"No","2011","Full Time","higher education","1842","0.639294796879469","0.62196618113834","0.656623412620597"
"No","2011","Part Time","in school","32","0.970253999219754","0.914758999455617","1.02574899898389"
"No","2011","Part Time","inadequately","60","0.844237700536892","0.75675147714139","0.931723923932395"
"No","2011","Part Time","general elemantary","419","0.841958429005156","0.809359258728085","0.874557599282226"
"No","2011","Part Time","middle vocational","2428","0.820144004805329","0.806432535879738","0.833855473730919"
"No","2011","Part Time","vocational + Abi","453","0.767488478259469","0.732930341710897","0.802046614808041"
"No","2011","Part Time","higher vocational","235","0.771352278966996","0.726380971979081","0.816323585954911"
"No","2011","Part Time","higher education","737","0.64195985167718","0.614834382032864","0.669085321321496"
"No","2011","Not Working","in school","8","","",""
"No","2011","Not Working","inadequately","8","","",""
"No","2011","Not Working","general elemantary","50","0.920991753717215","0.848368744895877","0.993614762538552"
"No","2011","Not Working","middle vocational","135","0.760320058443153","0.693545298732933","0.827094818153372"
"No","2011","Not Working","vocational + Abi","26","","",""
"No","2011","Not Working","higher vocational","5","","",""
"No","2011","Not Working","higher education","61","0.709395620442369","0.612299075358295","0.806492165526442"
"Yes","2012","Full Time","in school","","","",""
"Yes","2012","Full Time","inadequately","9","","",""
"Yes","2012","Full Time","general elemantary","78","0.155254979735773","0.126301788116905","0.184208171354642"
"Yes","2012","Full Time","middle vocational","920","0.210756064600014","0.198805297905121","0.222706831294907"
"Yes","2012","Full Time","vocational + Abi","167","0.22216372787166","0.192877847538461","0.251449608204859"
"Yes","2012","Full Time","higher vocational","203","0.242682703155609","0.21414645374176","0.271218952569458"
"Yes","2012","Full Time","higher education","1050","0.364305809618597","0.346500012223759","0.382111607013435"
"Yes","2012","Part Time","in school","1","","",""
"Yes","2012","Part Time","inadequately","6","","",""
"Yes","2012","Part Time","general elemantary","67","0.15176919872431","0.119536738558255","0.184001658890364"
"Yes","2012","Part Time","middle vocational","562","0.190987408038588","0.176646391532028","0.205328424545148"
"Yes","2012","Part Time","vocational + Abi","130","0.220584234547644","0.187379003407138","0.253789465688149"
"Yes","2012","Part Time","higher vocational","79","0.302419869486703","0.247835807587583","0.357003931385823"
"Yes","2012","Part Time","higher education","485","0.368431313929386","0.341462570502499","0.395400057356273"
"Yes","2012","Not Working","in school","","","",""
"Yes","2012","Not Working","inadequately","1","","",""
"Yes","2012","Not Working","general elemantary","10","","",""
"Yes","2012","Not Working","middle vocational","30","0.137827498595738","0.0920676198574295","0.183587377334047"
"Yes","2012","Not Working","vocational + Abi","4","","",""
"Yes","2012","Not Working","higher vocational","5","","",""
"Yes","2012","Not Working","higher education","26","","",""
"No","2012","Full Time","in school","","","",""
"No","2012","Full Time","inadequately","64","0.889580590897887","0.817685039356233","0.961476142439541"
"No","2012","Full Time","general elemantary","523","0.844745020264226","0.815791828645358","0.873698211883095"
"No","2012","Full Time","middle vocational","3554","0.789243935399986","0.777293168705093","0.801194702094879"
"No","2012","Full Time","vocational + Abi","607","0.77783627212834","0.748550391795141","0.807122152461539"
"No","2012","Full Time","higher vocational","664","0.757317296844391","0.728781047430542","0.78585354625824"
"No","2012","Full Time","higher education","1756","0.635694190381403","0.617888392986565","0.653499987776241"
"No","2012","Part Time","in school","48","0.981948837126988","0.944671311839517","1.01922636241446"
"No","2012","Part Time","inadequately","56","0.93773804333875","0.877592369289061","0.997883717388439"
"No","2012","Part Time","general elemantary","409","0.84823080127569","0.815998341109636","0.880463261441745"
"No","2012","Part Time","middle vocational","2324","0.809012591961412","0.794671575454852","0.823353608467972"
"No","2012","Part Time","vocational + Abi","469","0.779415765452356","0.746210534311851","0.812620996592862"
