"pgoeffd","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2008","Lower Saxony","1-pers.-HH","42","0.281975649651779","0.199737267092498","0.36421403221106","1"
"Yes","2008","Schleswig-Holstein","1-pers.-HH","10","","","","1"
"Yes","2008","Schleswig-Holstein","(Married) couple without C. ","16","","","","1"
"Yes","2008","Schleswig-Holstein","Single parent ","5","","","","1"
"Yes","2008","Schleswig-Holstein","Couple + C. LE 16 ","16","","","","1"
"Yes","2008","Schleswig-Holstein","Couple + C. GT 16 ","15","","","","1"
"Yes","2008","Schleswig-Holstein","Couple + C. LE and GT 16","4","","","","1"
"Yes","2008","Hamburg","1-pers.-HH","5","","","","1"
"Yes","2008","Hamburg","(Married) couple without C. ","9","","","","1"
"Yes","2008","Hamburg","Single parent ","2","","","","1"
"Yes","2008","Hamburg","Couple + C. LE 16 ","6","","","","1"
"Yes","2008","Hamburg","Couple + C. GT 16 ","3","","","","1"
"Yes","2008","Lower Saxony","(Married) couple without C. ","83","0.294316407984768","0.239027236194916","0.34960557977462","1"
"Yes","2008","Lower Saxony","Single parent ","16","","","","1"
"Yes","2008","Lower Saxony","Couple + C. LE 16 ","47","0.232096475714433","0.17846160774839","0.285731343680476","1"
"Yes","2008","Lower Saxony","Couple + C. GT 16 ","49","0.290385352186371","0.223129867742913","0.35764083662983","1"
"Yes","2008","Lower Saxony","Couple + C. LE and GT 16","21","","","","1"
"Yes","2008","Bremen","1-pers.-HH","3","","","","1"
"Yes","2008","Bremen","(Married) couple without C. ","11","","","","1"
"Yes","2008","Bremen","Single parent ","1","","","","1"
"Yes","2008","Bremen","Couple + C. LE 16 ","4","","","","1"
"Yes","2008","Bremen","Couple + C. GT 16 ","3","","","","1"
"Yes","2008","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","2008","North Rhine-Westphalia","1-pers.-HH","69","0.236734046414313","0.181678806963881","0.291789285864745","1"
"Yes","2008","North Rhine-Westphalia","(Married) couple without C. ","182","0.278835840426853","0.243985189151599","0.313686491702108","1"
"Yes","2008","North Rhine-Westphalia","Single parent ","31","0.260467590919452","0.17651987316461","0.344415308674293","1"
"Yes","2008","North Rhine-Westphalia","Couple + C. LE 16 ","112","0.21621104516833","0.180657494114832","0.251764596221827","1"
"Yes","2008","North Rhine-Westphalia","Couple + C. GT 16 ","117","0.194545621865871","0.157303498844164","0.231787744887578","1"
"Yes","2008","North Rhine-Westphalia","Couple + C. LE and GT 16","45","0.247527026225288","0.18226655349352","0.312787498957056","1"
"Yes","2008","Hesse","1-pers.-HH","17","","","","1"
"Yes","2008","Hesse","(Married) couple without C. ","51","0.17313166443025","0.125946437605155","0.220316891255345","1"
"Yes","2008","Hesse","Single parent ","13","","","","1"
"Yes","2008","Hesse","Couple + C. LE 16 ","49","0.216139215427408","0.15937708849051","0.272901342364306","1"
"Yes","2008","Hesse","Couple + C. GT 16 ","30","0.169980209856797","0.105162058574341","0.234798361139253","1"
"Yes","2008","Hesse","Couple + C. LE and GT 16","13","","","","1"
"Yes","2008","Brandenburg","Couple + C. GT 16 ","31","0.354838813317602","0.257596273841926","0.452081352793279","1"
"Yes","2008","Brandenburg","Couple + C. LE and GT 16","8","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","1-pers.-HH","23","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","(Married) couple without C. ","45","0.266170973513763","0.194726734739462","0.337615212288063","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Single parent ","14","","","","1"
"Yes","2008","Berlin","(Married) couple without C. ","45","0.401247638372829","0.316334875803657","0.486160400942001","1"
"Yes","2008","Berlin","Couple + C. GT 16 ","21","","","","1"
"Yes","2008","Berlin","Couple + C. LE and GT 16","2","","","","1"
"Yes","2008","Brandenburg","1-pers.-HH","12","","","","1"
"Yes","2008","Brandenburg","(Married) couple without C. ","35","0.288187391192521","0.203160721669212","0.373214060715829","1"
"Yes","2008","Brandenburg","Single parent ","7","","","","1"
"Yes","2008","Brandenburg","Couple + C. LE 16 ","23","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","1-pers.-HH","7","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","(Married) couple without C. ","31","0.412327970437741","0.304460124521493","0.520195816353989","1"
"Yes","2008","Mecklenburg-Western Pomerania","Single parent ","4","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","10","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","16","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","4","","","","1"
"Yes","2008","Saxony","1-pers.-HH","24","","","","1"
"Yes","2008","Bavaria","Couple + C. GT 16 ","65","0.163230669550584","0.120248069874454","0.206213269226714","1"
"Yes","2008","Bavaria","Couple + C. LE and GT 16","34","0.171809909616719","0.110622681038042","0.232997138195396","1"
"Yes","2008","Berlin","1-pers.-HH","26","","","","1"
"Yes","2008","Berlin","Single parent ","14","","","","1"
"Yes","2008","Berlin","Couple + C. LE 16 ","17","","","","1"
"Yes","2008","Saxony","(Married) couple without C. ","50","0.197686787845919","0.146983664567462","0.248389911124376","1"
"Yes","2008","Saxony","Single parent ","8","","","","1"
"Yes","2008","Saxony","Couple + C. LE 16 ","26","","","","1"
"Yes","2008","Saxony","Couple + C. GT 16 ","39","0.206435204776883","0.145770915549992","0.267099494003773","1"
"Yes","2008","Saxony","Couple + C. LE and GT 16","14","","","","1"
"Yes","2008","Baden-Württemberg","(Married) couple without C. ","86","0.223562282510478","0.179276817209661","0.267847747811295","1"
"Yes","2008","Baden-Württemberg","Couple + C. GT 16 ","57","0.205797182333511","0.157927754831411","0.253666609835611","1"
"Yes","2008","Baden-Württemberg","Couple + C. LE and GT 16","21","","","","1"
"Yes","2008","Bavaria","1-pers.-HH","44","0.188275619533365","0.135527351876458","0.241023887190272","1"
"Yes","2008","Bavaria","(Married) couple without C. ","90","0.215089980760177","0.174924303781716","0.255255657738639","1"
"Yes","2008","Bavaria","Single parent ","22","","","","1"
"Yes","2008","Bavaria","Couple + C. LE 16 ","102","0.244937465539818","0.203105897442671","0.286769033636964","1"
"Yes","2008","Saxony-Anhalt","1-pers.-HH","11","","","","1"
"Yes","2008","Saxony-Anhalt","(Married) couple without C. ","31","0.270060089298195","0.191913323852777","0.348206854743614","1"
"Yes","2008","Saxony-Anhalt","Single parent ","6","","","","1"
"Yes","2008","Saxony-Anhalt","Couple + C. LE 16 ","19","","","","1"
"Yes","2008","Saxony-Anhalt","Couple + C. GT 16 ","33","0.216536759725417","0.14518277431739","0.287890745133443","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","33","0.188850417180313","0.121310163933107","0.256390670427518","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","17","","","","1"
"Yes","2008","Baden-Württemberg","1-pers.-HH","42","0.250832616773862","0.186789391965816","0.314875841581909","1"
"Yes","2008","Baden-Württemberg","Single parent ","11","","","","1"
"Yes","2008","Baden-Württemberg","Couple + C. LE 16 ","57","0.148866155319856","0.109986977579404","0.187745333060308","1"
"Yes","2008","Saxony-Anhalt","Couple + C. LE and GT 16","4","","","","1"
"Yes","2008","Thuringia","1-pers.-HH","16","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","34","0.159070055344287","0.097826283163918","0.220313827524655","1"
"Yes","2008","Thuringia","(Married) couple without C. ","30","0.317816888518037","0.229591176959862","0.406042600076213","1"
"Yes","2008","Thuringia","Single parent ","5","","","","1"
"Yes","2008","Thuringia","Couple + C. LE 16 ","13","","","","1"
"Yes","2008","Thuringia","Couple + C. GT 16 ","27","","","","1"
"Yes","2008","Thuringia","Couple + C. LE and GT 16","5","","","","1"
"No","2009","Schleswig-Holstein","1-pers.-HH","32","0.784173373999695","0.665288190633439","0.90305855736595","2"
"No","2009","Schleswig-Holstein","(Married) couple without C. ","65","0.821167142869232","0.738725149461082","0.903609136277382","2"
"No","2009","Schleswig-Holstein","Single parent ","14","","","","2"
"No","2009","Schleswig-Holstein","Couple + C. LE 16 ","40","0.805580738553992","0.699035428497066","0.912126048610917","2"
"No","2009","Berlin","Couple + C. LE and GT 16","9","","","","2"
"No","2009","Brandenburg","1-pers.-HH","29","","","","2"
"No","2009","Brandenburg","(Married) couple without C. ","92","0.811302311096788","0.741586697683938","0.881017924509637","2"
"No","2009","Brandenburg","Single parent ","21","","","","2"
"No","2009","Brandenburg","Couple + C. LE 16 ","60","0.67107277213765","0.56999776831853","0.772147775956769","2"
"No","2009","Brandenburg","Couple + C. GT 16 ","60","0.601514448815099","0.500366714847136","0.702662182783061","2"
"No","2009","Brandenburg","Couple + C. LE and GT 16","18","","","","2"
"No","2009","Mecklenburg-Western Pomerania","1-pers.-HH","31","0.839323377362425","0.724069168356337","0.954577586368513","2"
"No","2009","Schleswig-Holstein","Couple + C. GT 16 ","32","0.696635782699422","0.565208893730881","0.828062671667963","2"
"No","2009","Schleswig-Holstein","Couple + C. LE and GT 16","12","","","","2"
"No","2009","Hamburg","1-pers.-HH","31","0.925188217121536","0.840417222667658","1.00995921157541","2"
"No","2009","Hamburg","(Married) couple without C. ","38","0.692721547136841","0.568511834145011","0.816931260128672","2"
"No","2009","Hamburg","Single parent ","10","","","","2"
"No","2009","Berlin","Single parent ","21","","","","2"
"No","2009","Berlin","Couple + C. LE 16 ","41","0.65204474284646","0.528389918943987","0.775699566748933","2"
"No","2009","Berlin","Couple + C. GT 16 ","35","0.722898173781891","0.605675307780952","0.84012103978283","2"
"No","2009","Mecklenburg-Western Pomerania","(Married) couple without C. ","66","0.706987459486458","0.614484510998597","0.79949040797432","2"
"No","2009","Mecklenburg-Western Pomerania","Single parent ","9","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","32","0.846646242509647","0.732080573337488","0.961211911681807","2"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","26","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","17","","","","2"
"No","2009","Hamburg","Couple + C. LE 16 ","13","","","","2"
"No","2009","Hamburg","Couple + C. GT 16 ","10","","","","2"
"No","2009","Hamburg","Couple + C. LE and GT 16","13","","","","2"
"No","2009","Lower Saxony","1-pers.-HH","76","0.702808071976699","0.619279309720452","0.786336834232946","2"
"No","2009","Lower Saxony","(Married) couple without C. ","190","0.70784221793709","0.653996673819114","0.761687762055066","2"
"No","2009","Lower Saxony","Single parent ","26","","","","2"
"No","2009","Bavaria","Couple + C. LE and GT 16","100","0.854580796931899","0.794893331581679","0.914268262282118","2"
"No","2009","Berlin","1-pers.-HH","72","0.767712179742667","0.683674382844408","0.851749976640926","2"
"No","2009","Berlin","(Married) couple without C. ","94","0.642566977373698","0.563463591531995","0.7216703632154","2"
"No","2009","Saxony","1-pers.-HH","73","0.810147335068483","0.729569100576161","0.890725569560805","2"
"No","2009","Saxony","(Married) couple without C. ","171","0.80286033032722","0.750644441908158","0.855076218746281","2"
"No","2009","Saxony","Single parent ","32","0.646365083944262","0.501774517491791","0.790955650396732","2"
"No","2009","Saxony","Couple + C. LE 16 ","132","0.858897814412135","0.805779566919587","0.912016061904684","2"
"No","2009","Saxony","Couple + C. GT 16 ","127","0.740179606672778","0.674450881148552","0.805908332197004","2"
"No","2009","Lower Saxony","Couple + C. LE 16 ","184","0.790644079993892","0.738178408478059","0.843109751509725","2"
"No","2009","Lower Saxony","Couple + C. GT 16 ","120","0.660868195508266","0.588633174207688","0.733103216808845","2"
"No","2009","Lower Saxony","Couple + C. LE and GT 16","65","0.757820419685974","0.666206732887103","0.849434106484846","2"
"No","2009","Bremen","1-pers.-HH","4","","","","2"
"No","2009","Bremen","(Married) couple without C. ","18","","","","2"
"No","2009","Bremen","Single parent ","4","","","","2"
"No","2009","Bavaria","Single parent ","80","0.788403987058812","0.708748527026816","0.868059447090808","2"
"No","2009","Bavaria","Couple + C. LE 16 ","276","0.754460924081798","0.71124296168265","0.797678886480947","2"
"No","2009","Bavaria","Couple + C. GT 16 ","234","0.808374622823201","0.764491078346703","0.8522581672997","2"
"No","2009","Bremen","Couple + C. LE 16 ","10","","","","2"
"No","2009","Bremen","Couple + C. GT 16 ","2","","","","2"
"No","2009","Bremen","Couple + C. LE and GT 16","2","","","","2"
"No","2009","North Rhine-Westphalia","1-pers.-HH","162","0.763485533464834","0.708327353355175","0.818643713574493","2"
"No","2009","North Rhine-Westphalia","(Married) couple without C. ","456","0.774838133560557","0.742118092682142","0.807558174438973","2"
"No","2009","Baden-Württemberg","Couple + C. LE and GT 16","103","0.862332119887673","0.801930765297543","0.922733474477803","2"
"No","2009","Bavaria","1-pers.-HH","156","0.799359131860751","0.744131925428721","0.854586338292781","2"
"No","2009","Bavaria","(Married) couple without C. ","310","0.768847499328791","0.727482688330322","0.810212310327261","2"
"No","2009","North Rhine-Westphalia","Single parent ","77","0.730867627448648","0.645216750949511","0.816518503947785","2"
"No","2009","North Rhine-Westphalia","Couple + C. LE 16 ","364","0.798056415069941","0.761568130869837","0.834544699270044","2"
"No","2009","North Rhine-Westphalia","Couple + C. GT 16 ","320","0.81522896639533","0.778588060598129","0.851869872192531","2"
"No","2009","North Rhine-Westphalia","Couple + C. LE and GT 16","145","0.809470088740868","0.753031830258637","0.865908347223098","2"
"No","2009","Hesse","1-pers.-HH","68","0.738754529968487","0.649469000265735","0.828040059671239","2"
"No","2009","Hesse","(Married) couple without C. ","190","0.816250428232099","0.768147302645723","0.864353553818476","2"
"No","2009","Hesse","Single parent ","36","0.720914795139368","0.594021741541289","0.847807848737448","2"
"No","2009","Hesse","Couple + C. LE 16 ","119","0.712681623977803","0.644050780339782","0.781312467615824","2"
"No","2009","Hesse","Couple + C. GT 16 ","99","0.810497796259346","0.743128894679395","0.877866697839298","2"
"No","2009","Hesse","Couple + C. LE and GT 16","42","0.828498427698468","0.726045041602115","0.930951813794821","2"
"No","2009","Rhineland-Palatinate,Saarland","1-pers.-HH","52","0.700610142182781","0.597643145180641","0.803577139184921","2"
"No","2009","Rhineland-Palatinate,Saarland","(Married) couple without C. ","96","0.768329687212142","0.697682185766268","0.838977188658017","2"
"No","2009","Rhineland-Palatinate,Saarland","Single parent ","30","0.843041163530658","0.730312237112553","0.955770089948762","2"
"No","2009","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","91","0.814833372384167","0.74701012487719","0.882656619891143","2"
"No","2009","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","102","0.84285073799644","0.780528369221846","0.905173106771034","2"
"No","2009","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","36","0.839043560851521","0.735081733510319","0.943005388192723","2"
"No","2009","Baden-Württemberg","1-pers.-HH","108","0.724048132165688","0.652276083227796","0.795820181103579","2"
"No","2009","Baden-Württemberg","(Married) couple without C. ","252","0.794974194755798","0.751283198469918","0.838665191041678","2"
"No","2009","Baden-Württemberg","Single parent ","58","0.792768368394466","0.69848825492612","0.887048481862812","2"
"No","2009","Baden-Württemberg","Couple + C. LE 16 ","220","0.807600925931373","0.760841770270651","0.854360081592095","2"
"No","2009","Baden-Württemberg","Couple + C. GT 16 ","230","0.851868379081887","0.81040796136933","0.893328796794444","2"
