"pli0097_h","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Daily","2015","35-65 y.","Bremen","","","",""
"Daily","2015","35-65 y.","North Rhine-Westphalia","","","",""
"Daily","2015","35-65 y.","Hesse","","","",""
"Daily","2015","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","2015","35-65 y.","Baden-Württemberg","","","",""
"Daily","2015","35-65 y.","Bavaria","","","",""
"Daily","2015","35-65 y.","Berlin","","","",""
"Daily","2015","35-65 y.","Brandenburg","","","",""
"Daily","2015","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","2015","35-65 y.","Saxony","","","",""
"Daily","2015","35-65 y.","Saxony-Anhalt","","","",""
"Daily","2015","35-65 y.","Thuringia","","","",""
"Daily","2015","66 and older","Schleswig-Holstein","","","",""
"Daily","2015","66 and older","Hamburg","","","",""
"Daily","2015","66 and older","Lower Saxony","","","",""
"Daily","2015","66 and older","Bremen","","","",""
"Daily","2015","66 and older","North Rhine-Westphalia","","","",""
"Daily","2015","66 and older","Hesse","","","",""
"Daily","2015","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Daily","2015","66 and older","Baden-Württemberg","","","",""
"Daily","2015","66 and older","Bavaria","","","",""
"Daily","2015","66 and older","Berlin","","","",""
"Daily","2015","66 and older","Brandenburg","","","",""
"Daily","2015","66 and older","Mecklenburg-Western Pomerania","","","",""
"Daily","2015","66 and older","Saxony","","","",""
"Daily","2015","66 and older","Saxony-Anhalt","","","",""
"Daily","2015","66 and older","Thuringia","","","",""
"Min 1x per week","2015","16-34 y.","Schleswig-Holstein","1","","",""
"Min 1x per week","2015","16-34 y.","Hamburg","1","","",""
"Min 1x per week","2015","16-34 y.","Lower Saxony","2","","",""
"Min 1x per week","2015","16-34 y.","Bremen","","","",""
"Min 1x per week","2015","16-34 y.","North Rhine-Westphalia","14","","",""
"Min 1x per week","2015","16-34 y.","Hesse","5","","",""
"Min 1x per week","2015","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2015","16-34 y.","Baden-Württemberg","5","","",""
"Min 1x per week","2015","16-34 y.","Bavaria","4","","",""
"Min 1x per week","2015","16-34 y.","Berlin","2","","",""
"Min 1x per week","2015","16-34 y.","Brandenburg","1","","",""
"Min 1x per week","2015","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2015","16-34 y.","Saxony","5","","",""
"Min 1x per week","2015","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per week","2015","16-34 y.","Thuringia","1","","",""
"Min 1x per week","2015","35-65 y.","Schleswig-Holstein","3","","",""
"Min 1x per week","2015","35-65 y.","Hamburg","1","","",""
"Min 1x per week","2015","35-65 y.","Lower Saxony","14","","",""
"Min 1x per week","2015","35-65 y.","Bremen","","","",""
"Min 1x per week","2015","35-65 y.","North Rhine-Westphalia","24","","",""
"Min 1x per week","2015","35-65 y.","Hesse","14","","",""
"Min 1x per week","2015","35-65 y.","Rhineland-Palatinate,Saarland","13","","",""
"Min 1x per week","2015","35-65 y.","Baden-Württemberg","22","","",""
"Min 1x per week","2015","35-65 y.","Bavaria","29","","",""
"Min 1x per week","2015","35-65 y.","Berlin","8","","",""
"Min 1x per week","2015","35-65 y.","Brandenburg","6","","",""
"Min 1x per week","2015","35-65 y.","Mecklenburg-Western Pomerania","4","","",""
"Min 1x per week","2015","35-65 y.","Saxony","6","","",""
"Min 1x per week","2015","35-65 y.","Saxony-Anhalt","3","","",""
"Min 1x per week","2015","35-65 y.","Thuringia","1","","",""
"Min 1x per week","2015","66 and older","Schleswig-Holstein","2","","",""
"Min 1x per week","2015","66 and older","Hamburg","1","","",""
"Min 1x per week","2015","66 and older","Lower Saxony","5","","",""
"Min 1x per week","2015","66 and older","Bremen","","","",""
"Min 1x per week","2015","66 and older","North Rhine-Westphalia","12","","",""
"Min 1x per week","2015","66 and older","Hesse","3","","",""
"Min 1x per week","2015","66 and older","Rhineland-Palatinate,Saarland","8","","",""
"Min 1x per week","2015","66 and older","Baden-Württemberg","6","","",""
"Min 1x per week","2015","66 and older","Bavaria","7","","",""
"Min 1x per week","2015","66 and older","Berlin","","","",""
"Min 1x per week","2015","66 and older","Brandenburg","1","","",""
"Min 1x per week","2015","66 and older","Mecklenburg-Western Pomerania","2","","",""
"Min 1x per week","2015","66 and older","Saxony","3","","",""
"Min 1x per week","2015","66 and older","Saxony-Anhalt","","","",""
"Min 1x per week","2015","66 and older","Thuringia","","","",""
"Min 1x per month","2015","16-34 y.","Schleswig-Holstein","3","","",""
"Min 1x per month","2015","16-34 y.","Hamburg","2","","",""
"Min 1x per month","2015","16-34 y.","Lower Saxony","8","","",""
"Min 1x per month","2015","16-34 y.","Bremen","","","",""
"Min 1x per month","2015","16-34 y.","North Rhine-Westphalia","10","","",""
"Min 1x per month","2015","16-34 y.","Hesse","7","","",""
"Min 1x per month","2015","16-34 y.","Rhineland-Palatinate,Saarland","3","","",""
"Min 1x per month","2015","16-34 y.","Baden-Württemberg","6","","",""
"Min 1x per month","2015","16-34 y.","Bavaria","9","","",""
"Min 1x per month","2015","16-34 y.","Berlin","5","","",""
"Min 1x per month","2015","16-34 y.","Brandenburg","2","","",""
"Min 1x per month","2015","16-34 y.","Mecklenburg-Western Pomerania","2","","",""
"Min 1x per month","2015","16-34 y.","Saxony","1","","",""
"Min 1x per month","2015","16-34 y.","Saxony-Anhalt","2","","",""
"Min 1x per month","2015","16-34 y.","Thuringia","3","","",""
"Min 1x per month","2015","35-65 y.","Schleswig-Holstein","6","","",""
"Min 1x per month","2015","35-65 y.","Hamburg","3","","",""
"Min 1x per month","2015","35-65 y.","Lower Saxony","28","","",""
"Min 1x per month","2015","35-65 y.","Bremen","","","",""
"Min 1x per month","2015","35-65 y.","North Rhine-Westphalia","28","","",""
"Min 1x per month","2015","35-65 y.","Hesse","14","","",""
"Min 1x per month","2015","35-65 y.","Rhineland-Palatinate,Saarland","25","","",""
"Min 1x per month","2015","35-65 y.","Baden-Württemberg","28","","",""
"Min 1x per month","2015","35-65 y.","Bavaria","64","0.0270413512125902","0.0207271197914314","0.0333555826337489"
"Min 1x per month","2015","35-65 y.","Berlin","7","","",""
"Min 1x per month","2015","35-65 y.","Brandenburg","11","","",""
"Min 1x per month","2015","35-65 y.","Mecklenburg-Western Pomerania","13","","",""
"Min 1x per month","2015","35-65 y.","Saxony","13","","",""
"Min 1x per month","2015","35-65 y.","Saxony-Anhalt","11","","",""
"Min 1x per month","2015","35-65 y.","Thuringia","10","","",""
"Min 1x per month","2015","66 and older","Schleswig-Holstein","1","","",""
"Min 1x per month","2015","66 and older","Hamburg","1","","",""
"Min 1x per month","2015","66 and older","Lower Saxony","12","","",""
"Min 1x per month","2015","66 and older","Bremen","1","","",""
"Min 1x per month","2015","66 and older","North Rhine-Westphalia","20","","",""
"Min 1x per month","2015","66 and older","Hesse","3","","",""
"Min 1x per month","2015","66 and older","Rhineland-Palatinate,Saarland","5","","",""
"Min 1x per month","2015","66 and older","Baden-Württemberg","12","","",""
"Min 1x per month","2015","66 and older","Bavaria","17","","",""
"Min 1x per month","2015","66 and older","Berlin","5","","",""
"Min 1x per month","2015","66 and older","Brandenburg","8","","",""
"Min 1x per month","2015","66 and older","Mecklenburg-Western Pomerania","2","","",""
"Min 1x per month","2015","66 and older","Saxony","5","","",""
"Min 1x per month","2015","66 and older","Saxony-Anhalt","6","","",""
"Min 1x per month","2015","66 and older","Thuringia","5","","",""
"Rarely","2015","16-34 y.","Schleswig-Holstein","8","","",""
"Rarely","2015","16-34 y.","Hamburg","5","","",""
"Rarely","2015","16-34 y.","Lower Saxony","32","0.0474022896290117","0.031546861547301","0.0632577177107225"
"Rarely","2015","16-34 y.","Bremen","2","","",""
"Rarely","2015","16-34 y.","North Rhine-Westphalia","55","0.0351387061342617","0.0258268029914712","0.0444506092770523"
"Rarely","2015","16-34 y.","Hesse","19","","",""
"Rarely","2015","16-34 y.","Rhineland-Palatinate,Saarland","23","","",""
"Rarely","2015","16-34 y.","Baden-Württemberg","34","0.0327235883403631","0.0205016061252427","0.0449455705554836"
"Rarely","2015","16-34 y.","Bavaria","59","0.0545593496474506","0.0411377748334845","0.0679809244614166"
"Rarely","2015","16-34 y.","Berlin","15","","",""
"Rarely","2015","16-34 y.","Brandenburg","5","","",""
"Rarely","2015","16-34 y.","Mecklenburg-Western Pomerania","2","","",""
"Rarely","2015","16-34 y.","Saxony","15","","",""
"Rarely","2015","16-34 y.","Saxony-Anhalt","8","","",""
"Rarely","2015","16-34 y.","Thuringia","7","","",""
"Rarely","2015","35-65 y.","Schleswig-Holstein","20","","",""
"Rarely","2015","35-65 y.","Hamburg","13","","",""
"Rarely","2015","35-65 y.","Lower Saxony","102","0.0725803601380775","0.0591238732972059","0.0860368469789491"
"Rarely","2015","35-65 y.","Bremen","6","","",""
"Rarely","2015","35-65 y.","North Rhine-Westphalia","154","0.0567967666703632","0.0487294035562447","0.0648641297844818"
"Rarely","2015","35-65 y.","Hesse","78","0.0658507209507059","0.051376941530084","0.0803245003713278"
"Rarely","2015","35-65 y.","Rhineland-Palatinate,Saarland","63","0.056406685709825","0.0415070381790197","0.0713063332406303"
"Rarely","2015","35-65 y.","Baden-Württemberg","117","0.0580726688157445","0.0474495302927567","0.0686958073387323"
"Rarely","2015","35-65 y.","Bavaria","207","0.0812886515074333","0.070650562754535","0.0919267402603317"
"Rarely","2015","35-65 y.","Berlin","33","0.0644371579331251","0.0433944359444699","0.0854798799217804"
"Rarely","2015","35-65 y.","Brandenburg","36","0.0656232940475393","0.0456763094459118","0.0855702786491667"
"Rarely","2015","35-65 y.","Mecklenburg-Western Pomerania","17","","",""
"Rarely","2015","35-65 y.","Saxony","59","0.0585217931666882","0.0427973542833444","0.0742462320500321"
"Rarely","2015","35-65 y.","Saxony-Anhalt","26","","",""
"Rarely","2015","35-65 y.","Thuringia","37","0.0438197763362094","0.0267438800266956","0.0608956726457233"
"Rarely","2015","66 and older","Schleswig-Holstein","17","","",""
"Rarely","2015","66 and older","Hamburg","6","","",""
"Rarely","2015","66 and older","Lower Saxony","45","0.0899126787993665","0.0645846114983363","0.115240746100397"
"Rarely","2015","66 and older","Bremen","2","","",""
"Rarely","2015","66 and older","North Rhine-Westphalia","46","0.0552035013244029","0.0404940983040089","0.0699129043447968"
"Rarely","2015","66 and older","Hesse","18","","",""
"Rarely","2015","66 and older","Rhineland-Palatinate,Saarland","24","","",""
"Rarely","2015","66 and older","Baden-Württemberg","45","0.0838004822750162","0.0606011171459884","0.106999847404044"
"Rarely","2015","66 and older","Bavaria","52","0.0582272914020277","0.0415014895479867","0.0749530932560688"
"Rarely","2015","66 and older","Berlin","15","","",""
"Rarely","2015","66 and older","Brandenburg","21","","",""
"Rarely","2015","66 and older","Mecklenburg-Western Pomerania","7","","",""
"Rarely","2015","66 and older","Saxony","23","","",""
"Rarely","2015","66 and older","Saxony-Anhalt","13","","",""
"Rarely","2015","66 and older","Thuringia","19","","",""
"Never","2015","16-34 y.","Schleswig-Holstein","224","0.964312449092958","0.940644569630014","0.987980328555902"
"Never","2015","16-34 y.","Hamburg","111","0.881463482292112","0.823386658741449","0.939540305842775"
"Never","2015","16-34 y.","Lower Saxony","648","0.932523664815728","0.913806967373098","0.951240362258358"
"Never","2015","16-34 y.","Bremen","60","0.975761156388279","0.937480448749351","1.01404186402721"
"Never","2015","16-34 y.","North Rhine-Westphalia","1423","0.934684626618359","0.922189134024586","0.947180119212131"
"Never","2015","16-34 y.","Hesse","451","0.956121473465341","0.937835961449716","0.974406985480967"
"Never","2015","16-34 y.","Rhineland-Palatinate,Saarland","372","0.940848653749448","0.917672105506937","0.964025201991959"
"Never","2015","16-34 y.","Baden-Württemberg","769","0.957580215396453","0.943734745480456","0.97142568531245"
"Never","2015","16-34 y.","Bavaria","1028","0.923695661342653","0.908006821969371","0.939384500715935"
"Never","2015","16-34 y.","Berlin","254","0.941134769569103","0.913366495736662","0.968903043401545"
"Never","2015","16-34 y.","Brandenburg","166","0.917650427209388","0.876805062551574","0.958495791867203"
"Never","2015","16-34 y.","Mecklenburg-Western Pomerania","110","0.973649147932293","0.944245972110753","1.00305232375383"
"Never","2015","16-34 y.","Saxony","313","0.936721033094239","0.910610864041004","0.962831202147474"
"Never","2015","16-34 y.","Saxony-Anhalt","170","0.95209355521775","0.920893984224536","0.983293126210963"
"Never","2015","16-34 y.","Thuringia","205","0.892758296772979","0.851494421281233","0.934022172264724"
"Never","2015","35-65 y.","Schleswig-Holstein","457","0.954933633771025","0.936490155764595","0.973377111777454"
"Never","2015","35-65 y.","Hamburg","225","0.946638378176785","0.918321395698403","0.974955360655167"
"Never","2015","35-65 y.","Lower Saxony","1284","0.903501294112349","0.888186571982608","0.91881601624209"
"Never","2015","35-65 y.","Bremen","85","0.933480531882101","0.882282365031204","0.984678698732997"
"Never","2015","35-65 y.","North Rhine-Westphalia","2956","0.928359975345747","0.919371144130177","0.937348806561316"
"Never","2015","35-65 y.","Hesse","1022","0.91434444223148","0.898012936425505","0.930675948037456"
"Never","2015","35-65 y.","Rhineland-Palatinate,Saarland","820","0.893859395888667","0.873966699315726","0.913752092461608"
"Never","2015","35-65 y.","Baden-Württemberg","1695","0.921105542206524","0.908861179150931","0.933349905262117"
"Never","2015","35-65 y.","Bavaria","2235","0.883738608149315","0.871260786251969","0.896216430046661"
"Never","2015","35-65 y.","Berlin","475","0.905802824992666","0.880768665130957","0.930836984854376"
"Never","2015","35-65 y.","Brandenburg","539","0.890435228442684","0.8652744615983","0.915595995287069"
"Never","2015","35-65 y.","Mecklenburg-Western Pomerania","283","0.908343885706801","0.876580679845173","0.940107091568428"
"Never","2015","35-65 y.","Saxony","778","0.925331204643446","0.907722419876079","0.942939989410813"
"Never","2015","35-65 y.","Saxony-Anhalt","469","0.910975731918936","0.886235896305947","0.935715567531925"
"Never","2015","35-65 y.","Thuringia","504","0.942115874453002","0.922634910112919","0.961596838793086"
"Never","2015","66 and older","Schleswig-Holstein","151","0.85455667104645","0.801716115696586","0.907397226396315"
"Never","2015","66 and older","Hamburg","95","0.950357256177829","0.908410264978003","0.992304247377654"
"Never","2015","66 and older","Lower Saxony","428","0.879290344538734","0.850444237661712","0.908136451415756"
"Never","2015","66 and older","Bremen","30","0.914229216781506","0.818688530367142","1.00976990319587"
"Never","2015","66 and older","North Rhine-Westphalia","848","0.919196030348432","0.901642558941491","0.936749501755373"
"Never","2015","66 and older","Hesse","252","0.918808574378248","0.886585931856398","0.951031216900099"
"Never","2015","66 and older","Rhineland-Palatinate,Saarland","253","0.843311086862315","0.801473933111805","0.885148240612825"
"Never","2015","66 and older","Baden-Württemberg","485","0.891957306159769","0.865966033370339","0.917948578949198"
"Never","2015","66 and older","Bavaria","677","0.915545268403906","0.895684204572143","0.935406332235668"
"Never","2015","66 and older","Berlin","175","0.908168674162428","0.867635606712511","0.948701741612345"
"Never","2015","66 and older","Brandenburg","216","0.888160858333646","0.848776546174984","0.927545170492307"
"Never","2015","66 and older","Mecklenburg-Western Pomerania","117","0.921376273876857","0.874749171254579","0.968003376499136"
"Never","2015","66 and older","Saxony","321","0.909846146903637","0.879926746502949","0.939765547304325"
"Never","2015","66 and older","Saxony-Anhalt","189","0.924680485676753","0.888815882890887","0.960545088462618"
"Never","2015","66 and older","Thuringia","188","0.927424243270227","0.892500951756422","0.962347534784031"
"Daily","2016","16-34 y.","Schleswig-Holstein","","","",""
"Daily","2016","16-34 y.","Hamburg","","","",""
"Daily","2016","16-34 y.","Lower Saxony","","","",""
"Daily","2016","16-34 y.","Bremen","","","",""
"Daily","2016","16-34 y.","North Rhine-Westphalia","","","",""
"Daily","2016","16-34 y.","Hesse","","","",""
"Daily","2016","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","2016","16-34 y.","Baden-Württemberg","","","",""
"Daily","2016","16-34 y.","Bavaria","","","",""
"Daily","2016","16-34 y.","Berlin","","","",""
"Daily","2016","16-34 y.","Brandenburg","","","",""
"Daily","2016","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","2016","16-34 y.","Saxony","","","",""
"Daily","2016","16-34 y.","Saxony-Anhalt","","","",""
"Daily","2016","16-34 y.","Thuringia","","","",""
"Daily","2016","35-65 y.","Schleswig-Holstein","","","",""
"Daily","2016","35-65 y.","Hamburg","","","",""
"Daily","2016","35-65 y.","Lower Saxony","","","",""
"Daily","2016","35-65 y.","Bremen","","","",""
"Daily","2016","35-65 y.","North Rhine-Westphalia","","","",""
"Daily","2016","35-65 y.","Hesse","","","",""
"Daily","2016","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","2016","35-65 y.","Baden-Württemberg","","","",""
"Daily","2016","35-65 y.","Bavaria","","","",""
"Daily","2016","35-65 y.","Berlin","","","",""
"Daily","2016","35-65 y.","Brandenburg","","","",""
"Daily","2016","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","2016","35-65 y.","Saxony","","","",""
"Daily","2016","35-65 y.","Saxony-Anhalt","","","",""
"Daily","2016","35-65 y.","Thuringia","","","",""
"Daily","2016","66 and older","Schleswig-Holstein","","","",""
"Daily","2016","66 and older","Hamburg","","","",""
"Daily","2016","66 and older","Lower Saxony","","","",""
"Daily","2016","66 and older","Bremen","","","",""
"Daily","2016","66 and older","North Rhine-Westphalia","","","",""
"Daily","2016","66 and older","Hesse","","","",""
"Daily","2016","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Daily","2016","66 and older","Baden-Württemberg","","","",""
"Daily","2016","66 and older","Bavaria","","","",""
"Daily","2016","66 and older","Berlin","","","",""
"Daily","2016","66 and older","Brandenburg","","","",""
"Daily","2016","66 and older","Mecklenburg-Western Pomerania","","","",""
"Daily","2016","66 and older","Saxony","","","",""
"Daily","2016","66 and older","Saxony-Anhalt","","","",""
"Daily","2016","66 and older","Thuringia","","","",""
"Min 1x per week","2016","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per week","2016","16-34 y.","Hamburg","","","",""
"Min 1x per week","2016","16-34 y.","Lower Saxony","","","",""
"Min 1x per week","2016","16-34 y.","Bremen","","","",""
"Min 1x per week","2016","16-34 y.","North Rhine-Westphalia","","","",""
"Min 1x per week","2016","16-34 y.","Hesse","","","",""
"Min 1x per week","2016","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2016","16-34 y.","Baden-Württemberg","","","",""
"Min 1x per week","2016","16-34 y.","Bavaria","","","",""
"Min 1x per week","2016","16-34 y.","Berlin","","","",""
"Min 1x per week","2016","16-34 y.","Brandenburg","","","",""
"Min 1x per week","2016","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2016","16-34 y.","Saxony","","","",""
"Min 1x per week","2016","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per week","2016","16-34 y.","Thuringia","","","",""
"Min 1x per week","2016","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per week","2016","35-65 y.","Hamburg","","","",""
"Min 1x per week","2016","35-65 y.","Lower Saxony","","","",""
"Min 1x per week","2016","35-65 y.","Bremen","","","",""
"Min 1x per week","2016","35-65 y.","North Rhine-Westphalia","","","",""
"Min 1x per week","2016","35-65 y.","Hesse","","","",""
"Min 1x per week","2016","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2016","35-65 y.","Baden-Württemberg","","","",""
"Min 1x per week","2016","35-65 y.","Bavaria","","","",""
"Min 1x per week","2016","35-65 y.","Berlin","","","",""
"Min 1x per week","2016","35-65 y.","Brandenburg","","","",""
"Min 1x per week","2016","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2016","35-65 y.","Saxony","","","",""
"Min 1x per week","2016","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per week","2016","35-65 y.","Thuringia","","","",""
"Min 1x per week","2016","66 and older","Schleswig-Holstein","","","",""
"Min 1x per week","2016","66 and older","Hamburg","","","",""
"Min 1x per week","2016","66 and older","Lower Saxony","","","",""
"Min 1x per week","2016","66 and older","Bremen","","","",""
"Min 1x per week","2016","66 and older","North Rhine-Westphalia","","","",""
"Min 1x per week","2016","66 and older","Hesse","","","",""
"Min 1x per week","2016","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2016","66 and older","Baden-Württemberg","","","",""
"Min 1x per week","2016","66 and older","Bavaria","","","",""
"Min 1x per week","2016","66 and older","Berlin","","","",""
"Min 1x per week","2016","66 and older","Brandenburg","","","",""
"Min 1x per week","2016","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2016","66 and older","Saxony","","","",""
"Min 1x per week","2016","66 and older","Saxony-Anhalt","","","",""
"Min 1x per week","2016","66 and older","Thuringia","","","",""
"Min 1x per month","2016","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per month","2016","16-34 y.","Hamburg","","","",""
"Min 1x per month","2016","16-34 y.","Lower Saxony","","","",""
"Min 1x per month","2016","16-34 y.","Bremen","","","",""
"Min 1x per month","2016","16-34 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","2016","16-34 y.","Hesse","","","",""
"Min 1x per month","2016","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2016","16-34 y.","Baden-Württemberg","","","",""
"Min 1x per month","2016","16-34 y.","Bavaria","","","",""
"Min 1x per month","2016","16-34 y.","Berlin","","","",""
"Min 1x per month","2016","16-34 y.","Brandenburg","","","",""
"Min 1x per month","2016","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2016","16-34 y.","Saxony","","","",""
"Min 1x per month","2016","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per month","2016","16-34 y.","Thuringia","","","",""
"Min 1x per month","2016","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per month","2016","35-65 y.","Hamburg","","","",""
"Min 1x per month","2016","35-65 y.","Lower Saxony","","","",""
"Min 1x per month","2016","35-65 y.","Bremen","","","",""
"Min 1x per month","2016","35-65 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","2016","35-65 y.","Hesse","","","",""
"Min 1x per month","2016","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2016","35-65 y.","Baden-Württemberg","","","",""
"Min 1x per month","2016","35-65 y.","Bavaria","","","",""
"Min 1x per month","2016","35-65 y.","Berlin","","","",""
"Min 1x per month","2016","35-65 y.","Brandenburg","","","",""
"Min 1x per month","2016","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2016","35-65 y.","Saxony","","","",""
"Min 1x per month","2016","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per month","2016","35-65 y.","Thuringia","","","",""
"Min 1x per month","2016","66 and older","Schleswig-Holstein","","","",""
"Min 1x per month","2016","66 and older","Hamburg","","","",""
"Min 1x per month","2016","66 and older","Lower Saxony","","","",""
"Min 1x per month","2016","66 and older","Bremen","","","",""
"Min 1x per month","2016","66 and older","North Rhine-Westphalia","","","",""
"Min 1x per month","2016","66 and older","Hesse","","","",""
"Min 1x per month","2016","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2016","66 and older","Baden-Württemberg","","","",""
"Min 1x per month","2016","66 and older","Bavaria","","","",""
"Min 1x per month","2016","66 and older","Berlin","","","",""
"Min 1x per month","2016","66 and older","Brandenburg","","","",""
"Min 1x per month","2016","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2016","66 and older","Saxony","","","",""
"Min 1x per month","2016","66 and older","Saxony-Anhalt","","","",""
"Min 1x per month","2016","66 and older","Thuringia","","","",""
"Rarely","2016","16-34 y.","Schleswig-Holstein","","","",""
"Rarely","2016","16-34 y.","Hamburg","","","",""
"Rarely","2016","16-34 y.","Lower Saxony","","","",""
"Rarely","2016","16-34 y.","Bremen","","","",""
"Rarely","2016","16-34 y.","North Rhine-Westphalia","","","",""
"Rarely","2016","16-34 y.","Hesse","","","",""
"Rarely","2016","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2016","16-34 y.","Baden-Württemberg","","","",""
"Rarely","2016","16-34 y.","Bavaria","","","",""
"Rarely","2016","16-34 y.","Berlin","","","",""
"Rarely","2016","16-34 y.","Brandenburg","","","",""
"Rarely","2016","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","2016","16-34 y.","Saxony","","","",""
"Rarely","2016","16-34 y.","Saxony-Anhalt","","","",""
"Rarely","2016","16-34 y.","Thuringia","","","",""
"Rarely","2016","35-65 y.","Schleswig-Holstein","","","",""
"Rarely","2016","35-65 y.","Hamburg","","","",""
"Rarely","2016","35-65 y.","Lower Saxony","","","",""
"Rarely","2016","35-65 y.","Bremen","","","",""
"Rarely","2016","35-65 y.","North Rhine-Westphalia","","","",""
"Rarely","2016","35-65 y.","Hesse","","","",""
"Rarely","2016","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2016","35-65 y.","Baden-Württemberg","","","",""
"Rarely","2016","35-65 y.","Bavaria","","","",""
"Rarely","2016","35-65 y.","Berlin","","","",""
"Rarely","2016","35-65 y.","Brandenburg","","","",""
"Rarely","2016","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","2016","35-65 y.","Saxony","","","",""
"Rarely","2016","35-65 y.","Saxony-Anhalt","","","",""
"Rarely","2016","35-65 y.","Thuringia","","","",""
"Rarely","2016","66 and older","Schleswig-Holstein","","","",""
"Rarely","2016","66 and older","Hamburg","","","",""
"Rarely","2016","66 and older","Lower Saxony","","","",""
"Rarely","2016","66 and older","Bremen","","","",""
"Rarely","2016","66 and older","North Rhine-Westphalia","","","",""
"Rarely","2016","66 and older","Hesse","","","",""
"Rarely","2016","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2016","66 and older","Baden-Württemberg","","","",""
"Rarely","2016","66 and older","Bavaria","","","",""
"Rarely","2016","66 and older","Berlin","","","",""
"Rarely","2016","66 and older","Brandenburg","","","",""
"Rarely","2016","66 and older","Mecklenburg-Western Pomerania","","","",""
"Rarely","2016","66 and older","Saxony","","","",""
"Rarely","2016","66 and older","Saxony-Anhalt","","","",""
"Rarely","2016","66 and older","Thuringia","","","",""
"Never","2016","16-34 y.","Schleswig-Holstein","","","",""
"Never","2016","16-34 y.","Hamburg","","","",""
"Never","2016","16-34 y.","Lower Saxony","","","",""
"Never","2016","16-34 y.","Bremen","","","",""
"Never","2016","16-34 y.","North Rhine-Westphalia","","","",""
"Never","2016","16-34 y.","Hesse","","","",""
"Never","2016","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Never","2016","16-34 y.","Baden-Württemberg","","","",""
"Never","2016","16-34 y.","Bavaria","","","",""
"Never","2016","16-34 y.","Berlin","","","",""
"Never","2016","16-34 y.","Brandenburg","","","",""
"Never","2016","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Never","2016","16-34 y.","Saxony","","","",""
"Never","2016","16-34 y.","Saxony-Anhalt","","","",""
"Never","2016","16-34 y.","Thuringia","","","",""
"Never","2016","35-65 y.","Schleswig-Holstein","","","",""
"Never","2016","35-65 y.","Hamburg","","","",""
"Never","2016","35-65 y.","Lower Saxony","","","",""
"Never","2016","35-65 y.","Bremen","","","",""
"Never","2016","35-65 y.","North Rhine-Westphalia","","","",""
"Never","2016","35-65 y.","Hesse","","","",""
"Never","2016","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Never","2016","35-65 y.","Baden-Württemberg","","","",""
"Never","2016","35-65 y.","Bavaria","","","",""
"Never","2016","35-65 y.","Berlin","","","",""
"Never","2016","35-65 y.","Brandenburg","","","",""
"Never","2016","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Never","2016","35-65 y.","Saxony","","","",""
