"pli0093_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2004","Bremen","Urban Area","","","","","2"
"Min 1x per week","2004","Hamburg","Urban Area","","","","","2"
"Min 1x per week","2004","Bremen","Rural Area","","","","","2"
"Min 1x per week","2004","North Rhine-Westphalia","Urban Area","","","","","2"
"Min 1x per week","2004","North Rhine-Westphalia","Rural Area","","","","","2"
"Min 1x per week","2004","Hesse","Urban Area","","","","","2"
"Min 1x per week","2004","Hesse","Rural Area","","","","","2"
"Min 1x per week","2004","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"Min 1x per week","2004","Baden-Württemberg","Urban Area","","","","","2"
"Min 1x per week","2004","Baden-Württemberg","Rural Area","","","","","2"
"Min 1x per week","2004","Bavaria","Urban Area","","","","","2"
"Min 1x per week","2004","Bavaria","Rural Area","","","","","2"
"Min 1x per week","2004","Berlin","Urban Area","","","","","2"
"Min 1x per week","2004","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Min 1x per week","2004","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"Min 1x per week","2004","Saxony","Urban Area","","","","","2"
"Min 1x per week","2004","Saxony","Rural Area","","","","","2"
"Min 1x per week","2004","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"Min 1x per week","2004","Berlin","Rural Area","","","","","2"
"Min 1x per week","2004","Brandenburg","Urban Area","","","","","2"
"Min 1x per week","2004","Brandenburg","Rural Area","","","","","2"
"Min 1x per week","2004","Saxony-Anhalt","Urban Area","","","","","2"
"Min 1x per week","2004","Saxony-Anhalt","Rural Area","","","","","2"
"Min 1x per week","2004","Thuringia","Urban Area","","","","","2"
"Min 1x per week","2004","Thuringia","Rural Area","","","","","2"
"Never","2004","Schleswig-Holstein","Urban Area","","","","","5"
"Never","2004","Schleswig-Holstein","Rural Area","","","","","5"
"Never","2004","Hamburg","Urban Area","","","","","5"
"Never","2004","Hamburg","Rural Area","","","","","5"
"Never","2004","Lower Saxony","Urban Area","","","","","5"
"Never","2004","Lower Saxony","Rural Area","","","","","5"
"Never","2004","Bremen","Urban Area","","","","","5"
"Never","2004","Bremen","Rural Area","","","","","5"
"Never","2004","North Rhine-Westphalia","Urban Area","","","","","5"
"Never","2004","North Rhine-Westphalia","Rural Area","","","","","5"
"Never","2004","Hesse","Urban Area","","","","","5"
"Never","2004","Hesse","Rural Area","","","","","5"
"Never","2004","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Never","2004","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Never","2004","Baden-Württemberg","Urban Area","","","","","5"
"Never","2004","Baden-Württemberg","Rural Area","","","","","5"
"Never","2004","Bavaria","Urban Area","","","","","5"
"Never","2004","Bavaria","Rural Area","","","","","5"
"Never","2004","Berlin","Urban Area","","","","","5"
"Never","2004","Berlin","Rural Area","","","","","5"
"Never","2004","Brandenburg","Urban Area","","","","","5"
"Never","2004","Brandenburg","Rural Area","","","","","5"
"Never","2004","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Never","2004","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Never","2004","Saxony","Urban Area","","","","","5"
"Never","2004","Saxony","Rural Area","","","","","5"
"Never","2004","Saxony-Anhalt","Urban Area","","","","","5"
"Never","2004","Saxony-Anhalt","Rural Area","","","","","5"
"Never","2004","Thuringia","Urban Area","","","","","5"
"Never","2004","Thuringia","Rural Area","","","","","5"
"Rarely","2004","North Rhine-Westphalia","Urban Area","","","","","4"
"Rarely","2004","North Rhine-Westphalia","Rural Area","","","","","4"
"Rarely","2004","Baden-Württemberg","Urban Area","","","","","4"
"Rarely","2004","Baden-Württemberg","Rural Area","","","","","4"
"Rarely","2004","Bavaria","Urban Area","","","","","4"
"Rarely","2004","Hesse","Urban Area","","","","","4"
"Rarely","2004","Hesse","Rural Area","","","","","4"
"Rarely","2004","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Rarely","2004","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Rarely","2004","Schleswig-Holstein","Urban Area","","","","","4"
"Rarely","2004","Schleswig-Holstein","Rural Area","","","","","4"
"Rarely","2004","Hamburg","Urban Area","","","","","4"
"Rarely","2004","Hamburg","Rural Area","","","","","4"
"Rarely","2004","Lower Saxony","Urban Area","","","","","4"
"Rarely","2004","Lower Saxony","Rural Area","","","","","4"
"Rarely","2004","Bremen","Urban Area","","","","","4"
"Rarely","2004","Bremen","Rural Area","","","","","4"
"Rarely","2004","Bavaria","Rural Area","","","","","4"
"Rarely","2004","Berlin","Urban Area","","","","","4"
"Rarely","2004","Berlin","Rural Area","","","","","4"
"Rarely","2004","Brandenburg","Urban Area","","","","","4"
"Rarely","2004","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Rarely","2004","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Rarely","2004","Saxony","Urban Area","","","","","4"
"Rarely","2004","Saxony","Rural Area","","","","","4"
"Rarely","2004","Saxony-Anhalt","Urban Area","","","","","4"
"Rarely","2004","Brandenburg","Rural Area","","","","","4"
"Rarely","2004","Saxony-Anhalt","Rural Area","","","","","4"
"Rarely","2004","Thuringia","Urban Area","","","","","4"
"Rarely","2004","Thuringia","Rural Area","","","","","4"
"Daily","2005","Schleswig-Holstein","Urban Area","","","","","1"
"Daily","2005","Schleswig-Holstein","Rural Area","","","","","1"
"Daily","2005","Hamburg","Urban Area","","","","","1"
"Daily","2005","Hamburg","Rural Area","","","","","1"
"Daily","2005","Lower Saxony","Urban Area","","","","","1"
"Daily","2005","Lower Saxony","Rural Area","","","","","1"
"Daily","2005","Bremen","Urban Area","","","","","1"
"Daily","2005","Bremen","Rural Area","","","","","1"
"Daily","2005","North Rhine-Westphalia","Urban Area","","","","","1"
"Daily","2005","North Rhine-Westphalia","Rural Area","","","","","1"
"Daily","2005","Hesse","Urban Area","","","","","1"
"Daily","2005","Hesse","Rural Area","","","","","1"
"Daily","2005","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Daily","2005","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Daily","2005","Baden-Württemberg","Urban Area","","","","","1"
"Daily","2005","Baden-Württemberg","Rural Area","","","","","1"
"Daily","2005","Bavaria","Urban Area","","","","","1"
"Daily","2005","Bavaria","Rural Area","","","","","1"
"Daily","2005","Berlin","Urban Area","","","","","1"
"Daily","2005","Berlin","Rural Area","","","","","1"
"Daily","2005","Brandenburg","Urban Area","","","","","1"
"Daily","2005","Brandenburg","Rural Area","","","","","1"
"Daily","2005","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Daily","2005","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Daily","2005","Saxony","Urban Area","","","","","1"
"Daily","2005","Saxony","Rural Area","","","","","1"
"Daily","2005","Saxony-Anhalt","Urban Area","","","","","1"
"Daily","2005","Saxony-Anhalt","Rural Area","","","","","1"
"Daily","2005","Thuringia","Urban Area","","","","","1"
"Daily","2005","Thuringia","Rural Area","","","","","1"
"Min 1x per month","2005","Mecklenburg-Western Pomerania","Rural Area","29","","","","3"
"Min 1x per month","2005","Saxony","Rural Area","35","0.0452521552614788","0.0304745087953488","0.0600298017276087","3"
"Min 1x per month","2005","Schleswig-Holstein","Urban Area","55","0.145476284438932","0.104104509863914","0.186848059013949","3"
"Min 1x per month","2005","Hamburg","Urban Area","25","","","","3"
"Min 1x per month","2005","Saxony","Urban Area","58","0.0696202775205131","0.051537973954322","0.0877025810867042","3"
"Min 1x per month","2005","Mecklenburg-Western Pomerania","Urban Area","10","","","","3"
"Min 1x per month","2005","Schleswig-Holstein","Rural Area","47","0.0979193978513195","0.0677175399289651","0.128121255773674","3"
"Min 1x per month","2005","Hamburg","Rural Area","","","","","3"
"Min 1x per month","2005","Lower Saxony","Urban Area","63","0.0603000390974473","0.0447741093354239","0.0758259688594708","3"
"Min 1x per month","2005","Lower Saxony","Rural Area","66","0.0640669944835193","0.0478327556258817","0.0803012333411569","3"
"Min 1x per month","2005","Bremen","Urban Area","7","","","","3"
"Min 1x per month","2005","Bremen","Rural Area","","","","","3"
"Min 1x per month","2005","North Rhine-Westphalia","Urban Area","285","0.0627402870539147","0.0554282571315768","0.0700523169762525","3"
"Min 1x per month","2005","North Rhine-Westphalia","Rural Area","2","","","","3"
"Min 1x per month","2005","Hesse","Urban Area","86","0.0621123259688744","0.0479263242545093","0.0762983276832395","3"
"Min 1x per month","2005","Hesse","Rural Area","16","","","","3"
"Min 1x per month","2005","Rhineland-Palatinate,Saarland","Urban Area","67","0.0501433208253667","0.0362066761891739","0.0640799654615595","3"
"Min 1x per month","2005","Rhineland-Palatinate,Saarland","Rural Area","12","","","","3"
"Min 1x per month","2005","Baden-Württemberg","Urban Area","208","0.0758418552245509","0.0650198876806468","0.0866638227684551","3"
"Min 1x per month","2005","Baden-Württemberg","Rural Area","16","","","","3"
"Min 1x per month","2005","Bavaria","Urban Area","108","0.0766508145759774","0.0628957992252746","0.0904058299266801","3"
"Min 1x per month","2005","Bavaria","Rural Area","120","0.0740627797436624","0.0605977890097278","0.0875277704775969","3"
"Min 1x per month","2005","Berlin","Urban Area","71","0.0949219992702007","0.0740697145640118","0.11577428397639","3"
"Min 1x per month","2005","Berlin","Rural Area","","","","","3"
"Min 1x per month","2005","Brandenburg","Urban Area","7","","","","3"
"Min 1x per month","2005","Brandenburg","Rural Area","43","0.0585756658559524","0.0423638412277507","0.0747874904841542","3"
"Min 1x per month","2005","Saxony-Anhalt","Urban Area","18","","","","3"
"Min 1x per month","2005","Saxony-Anhalt","Rural Area","48","0.0749817414122878","0.0548129276910423","0.0951505551335333","3"
"Min 1x per month","2005","Thuringia","Urban Area","20","","","","3"
"Min 1x per month","2005","Thuringia","Rural Area","35","0.0478866296475412","0.031038295126201","0.0647349641688814","3"
"Min 1x per week","2005","Schleswig-Holstein","Urban Area","24","","","","2"
"Min 1x per week","2005","Schleswig-Holstein","Rural Area","36","0.096643723479153","0.0666180345244863","0.12666941243382","2"
"Min 1x per week","2005","Hamburg","Urban Area","41","0.113861259570785","0.0771122197481529","0.150610299393417","2"
"Min 1x per week","2005","North Rhine-Westphalia","Urban Area","378","0.0828823157665765","0.0745689247709593","0.0911957067621937","2"
"Min 1x per week","2005","Hamburg","Rural Area","","","","","2"
"Min 1x per week","2005","Lower Saxony","Urban Area","118","0.10496379090014","0.0849723419534292","0.124955239846851","2"
"Min 1x per week","2005","Lower Saxony","Rural Area","97","0.0984468693975103","0.078695873778048","0.118197865016973","2"
"Min 1x per week","2005","Bremen","Urban Area","18","","","","2"
"Min 1x per week","2005","Bremen","Rural Area","","","","","2"
"Min 1x per week","2005","North Rhine-Westphalia","Rural Area","3","","","","2"
"Min 1x per week","2005","Hesse","Urban Area","112","0.0944708368405891","0.0772800482520137","0.111661625429164","2"
"Min 1x per week","2005","Hesse","Rural Area","36","0.157730404082433","0.112458194923959","0.203002613240907","2"
"Min 1x per week","2005","Rhineland-Palatinate,Saarland","Urban Area","81","0.0660580227983971","0.0501964819943343","0.08191956360246","2"
"Min 1x per week","2005","Mecklenburg-Western Pomerania","Urban Area","8","","","","2"
"Min 1x per week","2005","Mecklenburg-Western Pomerania","Rural Area","32","0.0619744240349157","0.0392117622503304","0.084737085819501","2"
"Min 1x per week","2005","Saxony","Urban Area","82","0.104877052411764","0.0831081092930195","0.126645995530509","2"
"Min 1x per week","2005","Saxony","Rural Area","42","0.0511774745729346","0.0355109301783941","0.066844018967475","2"
"Min 1x per week","2005","Saxony-Anhalt","Urban Area","24","","","","2"
"Min 1x per week","2005","Saxony-Anhalt","Rural Area","54","0.0737614438584142","0.0537442325712551","0.0937786551455732","2"
"Min 1x per week","2005","Thuringia","Urban Area","17","","","","2"
"Min 1x per week","2005","Thuringia","Rural Area","48","0.073169145756231","0.052621136964057","0.0937171545484049","2"
"Min 1x per week","2005","Bavaria","Urban Area","143","0.0981493899304033","0.0827667522492486","0.113532027611558","2"
"Min 1x per week","2005","Bavaria","Rural Area","139","0.0786189147497887","0.0647801141282413","0.0924577153713361","2"
"Min 1x per week","2005","Berlin","Urban Area","91","0.114732226482799","0.0920593176746944","0.137405135290903","2"
"Min 1x per week","2005","Berlin","Rural Area","","","","","2"
"Min 1x per week","2005","Rhineland-Palatinate,Saarland","Rural Area","23","","","","2"
"Min 1x per week","2005","Baden-Württemberg","Urban Area","258","0.0950518469683259","0.0830631844638459","0.107040509472806","2"
"Min 1x per week","2005","Baden-Württemberg","Rural Area","35","0.131512936470848","0.0860197795552957","0.1770060933864","2"
"Min 1x per week","2005","Brandenburg","Urban Area","10","","","","2"
"Min 1x per week","2005","Brandenburg","Rural Area","58","0.0469748682016286","0.0323677167586089","0.0615820196446483","2"
"Never","2005","Mecklenburg-Western Pomerania","Rural Area","230","0.51777692379455","0.470602696415354","0.564951151173747","5"
"Never","2005","Hamburg","Urban Area","141","0.514023962209365","0.456200212231736","0.571847712186994","5"
"Never","2005","Thuringia","Rural Area","386","0.680281203570623","0.643482388933402","0.717080018207845","5"
"Never","2005","Schleswig-Holstein","Urban Area","104","0.406744966572346","0.349104458685402","0.46438547445929","5"
"Never","2005","Schleswig-Holstein","Rural Area","164","0.443246740163473","0.392765411090704","0.493728069236242","5"
"Never","2005","Bremen","Rural Area","","","","","5"
"Never","2005","North Rhine-Westphalia","Urban Area","2473","0.610557601829448","0.595854137534723","0.625261066124173","5"
"Never","2005","Hamburg","Rural Area","","","","","5"
"Never","2005","Lower Saxony","Urban Area","481","0.549143014407206","0.51668915510244","0.581596873711972","5"
"Never","2005","Lower Saxony","Rural Area","496","0.608533919721252","0.576175907195965","0.64089193224654","5"
"Never","2005","Bremen","Urban Area","77","0.5514330923857","0.470481738233213","0.632384446538187","5"
"Never","2005","Mecklenburg-Western Pomerania","Urban Area","28","","","","5"
"Never","2005","Saxony","Urban Area","373","0.506671886572039","0.471150729910527","0.54219304323355","5"
"Never","2005","Saxony","Rural Area","454","0.619884007490139","0.585373242850309","0.654394772129969","5"
"Never","2005","Saxony-Anhalt","Urban Area","109","0.530500644690472","0.466002884802364","0.59499840457858","5"
"Never","2005","Saxony-Anhalt","Rural Area","389","0.642618793213664","0.605918459976771","0.679319126450557","5"
"Never","2005","Thuringia","Urban Area","147","0.574580319470502","0.515932626988827","0.633228011952177","5"
"Never","2005","North Rhine-Westphalia","Rural Area","69","0.737391959288715","0.653222090522585","0.821561828054844","5"
"Never","2005","Hesse","Urban Area","633","0.591156926518686","0.562261746074771","0.6200521069626","5"
"Never","2005","Hesse","Rural Area","132","0.540255938687414","0.478353714152418","0.60215816322241","5"
"Never","2005","Rhineland-Palatinate,Saarland","Urban Area","571","0.652274114300213","0.621861327147381","0.682686901453045","5"
"Never","2005","Rhineland-Palatinate,Saarland","Rural Area","169","0.587011432218922","0.530342975341727","0.643679889096118","5"
"Never","2005","Baden-Württemberg","Urban Area","1255","0.55171271760592","0.531383844166142","0.572041591045699","5"
"Never","2005","Baden-Württemberg","Rural Area","102","0.541296246937765","0.474220762914058","0.608371730961471","5"
"Never","2005","Bavaria","Urban Area","657","0.492535325066603","0.466686470271145","0.518384179862061","5"
"Never","2005","Bavaria","Rural Area","741","0.554083698671197","0.528525535113135","0.579641862229258","5"
"Never","2005","Berlin","Urban Area","355","0.488066932874008","0.452505972044199","0.523627893703818","5"
"Never","2005","Berlin","Rural Area","","","","","5"
"Never","2005","Brandenburg","Urban Area","37","0.514483742201455","0.403569196173988","0.625398288228922","5"
"Never","2005","Brandenburg","Rural Area","466","0.597216063769415","0.563356420257008","0.631075707281822","5"
"Rarely","2005","Schleswig-Holstein","Urban Area","96","0.359870345298808","0.303551597106841","0.416189093490775","4"
"Rarely","2005","Schleswig-Holstein","Rural Area","125","0.362190138506054","0.313348463813934","0.411031813198174","4"
"Rarely","2005","Hamburg","Urban Area","80","0.290496679116089","0.237973023522081","0.343020334710097","4"
"Rarely","2005","Hamburg","Rural Area","","","","","4"
"Rarely","2005","North Rhine-Westphalia","Urban Area","1089","0.243819795350061","0.230872416151246","0.256767174548876","4"
"Rarely","2005","North Rhine-Westphalia","Rural Area","31","0.209793861590937","0.131914922006342","0.287672801175532","4"
"Rarely","2005","Hesse","Urban Area","281","0.252259910671851","0.22673318277833","0.277786638565372","4"
"Rarely","2005","Bavaria","Urban Area","529","0.332664470427017","0.308303474425105","0.357025466428928","4"
"Rarely","2005","Lower Saxony","Urban Area","241","0.285593155595206","0.256131922734436","0.315054388455977","4"
"Rarely","2005","Lower Saxony","Rural Area","215","0.228952216397718","0.201097069871396","0.25680736292404","4"
"Rarely","2005","Bremen","Urban Area","43","0.308193137217357","0.233036384955873","0.383349889478841","4"
"Rarely","2005","Bremen","Rural Area","","","","","4"
"Rarely","2005","Hesse","Rural Area","65","0.24079080927473","0.187684135752259","0.293897482797202","4"
"Rarely","2005","Rhineland-Palatinate,Saarland","Urban Area","223","0.231524542076023","0.204588352634332","0.258460731517715","4"
"Rarely","2005","Rhineland-Palatinate,Saarland","Rural Area","86","0.297236985171083","0.244634657223036","0.34983931311913","4"
"Rarely","2005","Baden-Württemberg","Urban Area","578","0.277393580201203","0.25909245820239","0.295694702200016","4"
"Rarely","2005","Baden-Württemberg","Rural Area","59","0.269216968674072","0.209509920236571","0.328924017111572","4"
"Rarely","2005","Bavaria","Rural Area","453","0.293234606835352","0.26982681031265","0.316642403358055","4"
"Rarely","2005","Berlin","Urban Area","242","0.302278841372992","0.269607119439245","0.334950563306739","4"
"Rarely","2005","Berlin","Rural Area","","","","","4"
"Rarely","2005","Brandenburg","Urban Area","24","","","","4"
"Rarely","2005","Brandenburg","Rural Area","239","0.297233402173004","0.265680818135227","0.328785986210781","4"
"Rarely","2005","Mecklenburg-Western Pomerania","Urban Area","22","","","","4"
"Rarely","2005","Saxony-Anhalt","Rural Area","164","0.208638021515634","0.177520015593558","0.239756027437711","4"
"Rarely","2005","Mecklenburg-Western Pomerania","Rural Area","140","0.340980005439196","0.296226896740627","0.385733114137766","4"
"Rarely","2005","Saxony","Urban Area","248","0.318830783495684","0.28572046240748","0.351941104583888","4"
"Rarely","2005","Saxony","Rural Area","229","0.283686362675448","0.251637536023663","0.315735189327233","4"
"Rarely","2005","Saxony-Anhalt","Urban Area","79","0.318254721133125","0.25805663694352","0.378452805322731","4"
"Rarely","2005","Thuringia","Urban Area","89","0.2932527074248","0.239249462113799","0.3472559527358","4"
"Rarely","2005","Thuringia","Rural Area","148","0.198663021025604","0.167180346547392","0.230145695503817","4"
"Daily","2006","Schleswig-Holstein","Urban Area","","","","","1"
"Daily","2006","Schleswig-Holstein","Rural Area","","","","","1"
"Daily","2006","Hamburg","Urban Area","","","","","1"
"Daily","2006","Hamburg","Rural Area","","","","","1"
"Daily","2006","Lower Saxony","Urban Area","","","","","1"
"Daily","2006","Lower Saxony","Rural Area","","","","","1"
"Daily","2006","Bremen","Urban Area","","","","","1"
"Daily","2006","Bremen","Rural Area","","","","","1"
"Daily","2006","North Rhine-Westphalia","Urban Area","","","","","1"
"Daily","2006","North Rhine-Westphalia","Rural Area","","","","","1"
"Daily","2006","Hesse","Urban Area","","","","","1"
"Daily","2006","Hesse","Rural Area","","","","","1"
"Daily","2006","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Daily","2006","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Daily","2006","Baden-Württemberg","Urban Area","","","","","1"
"Daily","2006","Baden-Württemberg","Rural Area","","","","","1"
"Daily","2006","Bavaria","Urban Area","","","","","1"
"Daily","2006","Bavaria","Rural Area","","","","","1"
"Daily","2006","Berlin","Urban Area","","","","","1"
"Daily","2006","Berlin","Rural Area","","","","","1"
"Daily","2006","Brandenburg","Urban Area","","","","","1"
"Daily","2006","Brandenburg","Rural Area","","","","","1"
"Daily","2006","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Daily","2006","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Daily","2006","Saxony","Urban Area","","","","","1"
"Daily","2006","Saxony","Rural Area","","","","","1"
"Daily","2006","Saxony-Anhalt","Urban Area","","","","","1"
"Daily","2006","Saxony-Anhalt","Rural Area","","","","","1"
"Daily","2006","Thuringia","Urban Area","","","","","1"
"Daily","2006","Thuringia","Rural Area","","","","","1"
"Min 1x per month","2006","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"Min 1x per month","2006","Saxony","Urban Area","","","","","3"
"Min 1x per month","2006","Saxony","Rural Area","","","","","3"
"Min 1x per month","2006","Schleswig-Holstein","Urban Area","","","","","3"
"Min 1x per month","2006","Hamburg","Urban Area","","","","","3"
"Min 1x per month","2006","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"Min 1x per month","2006","Schleswig-Holstein","Rural Area","","","","","3"
"Min 1x per month","2006","Hamburg","Rural Area","","","","","3"
"Min 1x per month","2006","Lower Saxony","Urban Area","","","","","3"
"Min 1x per month","2006","Lower Saxony","Rural Area","","","","","3"
"Min 1x per month","2006","Bremen","Urban Area","","","","","3"
"Min 1x per month","2006","Bremen","Rural Area","","","","","3"
"Min 1x per month","2006","North Rhine-Westphalia","Urban Area","","","","","3"
"Min 1x per month","2006","North Rhine-Westphalia","Rural Area","","","","","3"
"Min 1x per month","2006","Hesse","Urban Area","","","","","3"
"Min 1x per month","2006","Hesse","Rural Area","","","","","3"
"Min 1x per month","2006","Rhineland-Palatinate,Saarland","Urban Area","","","","","3"
"Min 1x per month","2006","Rhineland-Palatinate,Saarland","Rural Area","","","","","3"
"Min 1x per month","2006","Baden-Württemberg","Urban Area","","","","","3"
"Min 1x per month","2006","Baden-Württemberg","Rural Area","","","","","3"
"Min 1x per month","2006","Bavaria","Urban Area","","","","","3"
"Min 1x per month","2006","Bavaria","Rural Area","","","","","3"
"Min 1x per month","2006","Berlin","Urban Area","","","","","3"
"Min 1x per month","2006","Berlin","Rural Area","","","","","3"
"Min 1x per month","2006","Brandenburg","Urban Area","","","","","3"
"Min 1x per month","2006","Brandenburg","Rural Area","","","","","3"
"Min 1x per month","2006","Saxony-Anhalt","Urban Area","","","","","3"
"Min 1x per month","2006","Saxony-Anhalt","Rural Area","","","","","3"
"Min 1x per month","2006","Thuringia","Urban Area","","","","","3"
"Min 1x per month","2006","Thuringia","Rural Area","","","","","3"
"Min 1x per week","2006","North Rhine-Westphalia","Urban Area","","","","","2"
"Min 1x per week","2006","North Rhine-Westphalia","Rural Area","","","","","2"
"Min 1x per week","2006","Hesse","Urban Area","","","","","2"
"Min 1x per week","2006","Hesse","Rural Area","","","","","2"
"Min 1x per week","2006","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"Min 1x per week","2006","Schleswig-Holstein","Urban Area","","","","","2"
"Min 1x per week","2006","Schleswig-Holstein","Rural Area","","","","","2"
"Min 1x per week","2006","Hamburg","Urban Area","","","","","2"
"Min 1x per week","2006","Hamburg","Rural Area","","","","","2"
"Min 1x per week","2006","Lower Saxony","Urban Area","","","","","2"
"Min 1x per week","2006","Lower Saxony","Rural Area","","","","","2"
"Min 1x per week","2006","Bremen","Urban Area","","","","","2"
"Min 1x per week","2006","Bremen","Rural Area","","","","","2"
"Min 1x per week","2006","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"Min 1x per week","2006","Saxony","Urban Area","","","","","2"
"Min 1x per week","2006","Saxony","Rural Area","","","","","2"
"Min 1x per week","2006","Saxony-Anhalt","Urban Area","","","","","2"
"Min 1x per week","2006","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Min 1x per week","2006","Saxony-Anhalt","Rural Area","","","","","2"
"Min 1x per week","2006","Thuringia","Urban Area","","","","","2"
"Min 1x per week","2006","Thuringia","Rural Area","","","","","2"
"Min 1x per week","2006","Bavaria","Urban Area","","","","","2"
"Min 1x per week","2006","Bavaria","Rural Area","","","","","2"
"Min 1x per week","2006","Berlin","Urban Area","","","","","2"
"Min 1x per week","2006","Berlin","Rural Area","","","","","2"
"Min 1x per week","2006","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"Min 1x per week","2006","Baden-Württemberg","Urban Area","","","","","2"
"Min 1x per week","2006","Baden-Württemberg","Rural Area","","","","","2"
"Min 1x per week","2006","Brandenburg","Urban Area","","","","","2"
"Min 1x per week","2006","Brandenburg","Rural Area","","","","","2"
"Never","2006","Bremen","Rural Area","","","","","5"
"Never","2006","North Rhine-Westphalia","Urban Area","","","","","5"
"Never","2006","Thuringia","Rural Area","","","","","5"
"Never","2006","Schleswig-Holstein","Urban Area","","","","","5"
"Never","2006","Schleswig-Holstein","Rural Area","","","","","5"
"Never","2006","Hamburg","Urban Area","","","","","5"
"Never","2006","Hamburg","Rural Area","","","","","5"
"Never","2006","Lower Saxony","Urban Area","","","","","5"
"Never","2006","Lower Saxony","Rural Area","","","","","5"
"Never","2006","Bremen","Urban Area","","","","","5"
"Never","2006","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Never","2006","Saxony","Urban Area","","","","","5"
"Never","2006","Saxony","Rural Area","","","","","5"
"Never","2006","Saxony-Anhalt","Urban Area","","","","","5"
"Never","2006","Saxony-Anhalt","Rural Area","","","","","5"
"Never","2006","Thuringia","Urban Area","","","","","5"
"Never","2006","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Never","2006","North Rhine-Westphalia","Rural Area","","","","","5"
"Never","2006","Hesse","Urban Area","","","","","5"
"Never","2006","Hesse","Rural Area","","","","","5"
"Never","2006","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Never","2006","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Never","2006","Baden-Württemberg","Urban Area","","","","","5"
"Never","2006","Baden-Württemberg","Rural Area","","","","","5"
"Never","2006","Bavaria","Urban Area","","","","","5"
"Never","2006","Bavaria","Rural Area","","","","","5"
"Never","2006","Berlin","Urban Area","","","","","5"
"Never","2006","Berlin","Rural Area","","","","","5"
"Never","2006","Brandenburg","Urban Area","","","","","5"
"Never","2006","Brandenburg","Rural Area","","","","","5"
"Rarely","2006","Schleswig-Holstein","Urban Area","","","","","4"
"Rarely","2006","Schleswig-Holstein","Rural Area","","","","","4"
"Rarely","2006","Hamburg","Urban Area","","","","","4"
"Rarely","2006","Hamburg","Rural Area","","","","","4"
"Rarely","2006","North Rhine-Westphalia","Urban Area","","","","","4"
"Rarely","2006","North Rhine-Westphalia","Rural Area","","","","","4"
"Rarely","2006","Hesse","Urban Area","","","","","4"
"Rarely","2006","Baden-Württemberg","Rural Area","","","","","4"
"Rarely","2006","Bavaria","Urban Area","","","","","4"
"Rarely","2006","Lower Saxony","Urban Area","","","","","4"
"Rarely","2006","Lower Saxony","Rural Area","","","","","4"
"Rarely","2006","Bremen","Urban Area","","","","","4"
"Rarely","2006","Bremen","Rural Area","","","","","4"
"Rarely","2006","Hesse","Rural Area","","","","","4"
"Rarely","2006","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Rarely","2006","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Rarely","2006","Baden-Württemberg","Urban Area","","","","","4"
"Rarely","2006","Berlin","Rural Area","","","","","4"
"Rarely","2006","Brandenburg","Urban Area","","","","","4"
"Rarely","2006","Brandenburg","Rural Area","","","","","4"
"Rarely","2006","Bavaria","Rural Area","","","","","4"
"Rarely","2006","Berlin","Urban Area","","","","","4"
"Rarely","2006","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Rarely","2006","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Rarely","2006","Saxony","Urban Area","","","","","4"
"Rarely","2006","Saxony","Rural Area","","","","","4"
"Rarely","2006","Saxony-Anhalt","Urban Area","","","","","4"
"Rarely","2006","Saxony-Anhalt","Rural Area","","","","","4"
