"party","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"NPD Combination","1988","Couple + C. LE 16 ","West Germany","","","","","6"
"NPD Combination","1988","1-pers.-HH","West Germany","","","","","6"
"NPD Combination","1988","1-pers.-HH","East Germany","","","","","6"
"NPD Combination","1988","(Married) couple without C. ","West Germany","","","","","6"
"NPD Combination","1988","Couple + C. LE 16 ","East Germany","","","","","6"
"NPD Combination","1988","Single parent ","East Germany","","","","","6"
"NPD Combination","1988","(Married) couple without C. ","East Germany","","","","","6"
"NPD Combination","1988","Single parent ","West Germany","","","","","6"
"NPD Combination","1988","Couple + C. GT 16 ","West Germany","","","","","6"
"NPD Combination","1988","Couple + C. GT 16 ","East Germany","","","","","6"
"NPD Combination","1988","Couple + C. LE and GT 16","West Germany","","","","","6"
"NPD Combination","1988","Couple + C. LE and GT 16","East Germany","","","","","6"
"Other","1988","(Married) couple without C. ","East Germany","","","","","8"
"Other","1988","Single parent ","West Germany","3","","","","8"
"Other","1988","Single parent ","East Germany","","","","","8"
"Other","1988","Couple + C. LE 16 ","West Germany","11","","","","8"
"Other","1988","Couple + C. LE 16 ","East Germany","","","","","8"
"Other","1988","Couple + C. GT 16 ","West Germany","6","","","","8"
"Other","1988","Couple + C. GT 16 ","East Germany","","","","","8"
"Other","1988","Couple + C. LE and GT 16","West Germany","2","","","","8"
"Other","1988","Couple + C. LE and GT 16","East Germany","","","","","8"
"Other","1988","1-pers.-HH","West Germany","11","","","","8"
"Other","1988","1-pers.-HH","East Germany","","","","","8"
"Other","1988","(Married) couple without C. ","West Germany","13","","","","8"
"PDS/Linke","1988","1-pers.-HH","West Germany","","","","","5"
"PDS/Linke","1988","1-pers.-HH","East Germany","","","","","5"
"PDS/Linke","1988","(Married) couple without C. ","West Germany","","","","","5"
"PDS/Linke","1988","(Married) couple without C. ","East Germany","","","","","5"
"PDS/Linke","1988","Single parent ","West Germany","","","","","5"
"PDS/Linke","1988","Couple + C. LE 16 ","West Germany","","","","","5"
"PDS/Linke","1988","Couple + C. LE 16 ","East Germany","","","","","5"
"PDS/Linke","1988","Couple + C. GT 16 ","West Germany","","","","","5"
"PDS/Linke","1988","Couple + C. GT 16 ","East Germany","","","","","5"
"PDS/Linke","1988","Couple + C. LE and GT 16","West Germany","","","","","5"
"PDS/Linke","1988","Single parent ","East Germany","","","","","5"
"PDS/Linke","1988","Couple + C. LE and GT 16","East Germany","","","","","5"
"SPD","1988","(Married) couple without C. ","West Germany","686","0.50434391043463","0.477583836073298","0.531103984795963","2"
"SPD","1988","(Married) couple without C. ","East Germany","","","","","2"
"SPD","1988","1-pers.-HH","East Germany","","","","","2"
"SPD","1988","Single parent ","West Germany","111","0.479597342025069","0.414607826535331","0.544586857514806","2"
"SPD","1988","Single parent ","East Germany","","","","","2"
"SPD","1988","Couple + C. LE 16 ","West Germany","639","0.511059911069152","0.482538512446869","0.539581309691436","2"
"SPD","1988","Couple + C. GT 16 ","West Germany","532","0.407144980091753","0.378872240738718","0.435417719444787","2"
"SPD","1988","1-pers.-HH","West Germany","278","0.442147959068948","0.403023703063702","0.481272215074194","2"
"SPD","1988","Couple + C. LE 16 ","East Germany","","","","","2"
"SPD","1988","Couple + C. GT 16 ","East Germany","","","","","2"
"SPD","1988","Couple + C. LE and GT 16","West Germany","223","0.408971047632581","0.362338964830418","0.455603130434744","2"
"SPD","1988","Couple + C. LE and GT 16","East Germany","","","","","2"
"AfD","1989","1-pers.-HH","West Germany","","","","","7"
"AfD","1989","1-pers.-HH","East Germany","","","","","7"
"AfD","1989","(Married) couple without C. ","West Germany","","","","","7"
"AfD","1989","(Married) couple without C. ","East Germany","","","","","7"
"AfD","1989","Single parent ","West Germany","","","","","7"
"AfD","1989","Single parent ","East Germany","","","","","7"
"AfD","1989","Couple + C. LE 16 ","West Germany","","","","","7"
"AfD","1989","Couple + C. GT 16 ","West Germany","","","","","7"
"AfD","1989","Couple + C. GT 16 ","East Germany","","","","","7"
"AfD","1989","Couple + C. LE and GT 16","West Germany","","","","","7"
"AfD","1989","Couple + C. LE and GT 16","East Germany","","","","","7"
"AfD","1989","Couple + C. LE 16 ","East Germany","","","","","7"
"CDU/CSU","1989","Couple + C. LE and GT 16","East Germany","","","","","1"
"CDU/CSU","1989","1-pers.-HH","East Germany","","","","","1"
"CDU/CSU","1989","1-pers.-HH","West Germany","209","0.371338360432515","0.332933190632995","0.409743530232035","1"
"CDU/CSU","1989","Single parent ","East Germany","","","","","1"
"CDU/CSU","1989","Couple + C. LE 16 ","West Germany","306","0.310609908067344","0.283362927498596","0.337856888636092","1"
"CDU/CSU","1989","Couple + C. LE 16 ","East Germany","","","","","1"
"CDU/CSU","1989","Couple + C. LE and GT 16","West Germany","128","0.425421532297828","0.377447920485645","0.473395144110011","1"
"CDU/CSU","1989","Single parent ","West Germany","70","0.340161245324241","0.27893389021968","0.401388600428803","1"
"CDU/CSU","1989","Couple + C. GT 16 ","East Germany","","","","","1"
"CDU/CSU","1989","Couple + C. GT 16 ","West Germany","433","0.469937642443819","0.440130260112161","0.499745024775476","1"
"CDU/CSU","1989","(Married) couple without C. ","East Germany","","","","","1"
"CDU/CSU","1989","(Married) couple without C. ","West Germany","499","0.398214404685878","0.371521476927422","0.424907332444333","1"
"FDP","1989","Couple + C. GT 16 ","East Germany","","","","","3"
"FDP","1989","Couple + C. LE and GT 16","West Germany","8","","","","3"
"FDP","1989","Couple + C. GT 16 ","West Germany","28","","","","3"
"FDP","1989","Couple + C. LE and GT 16","East Germany","","","","","3"
"FDP","1989","Couple + C. LE 16 ","East Germany","","","","","3"
"FDP","1989","Single parent ","West Germany","6","","","","3"
"FDP","1989","(Married) couple without C. ","West Germany","30","0.0215428857711266","0.0136262681048045","0.0294595034374487","3"
"FDP","1989","1-pers.-HH","West Germany","27","","","","3"
"FDP","1989","1-pers.-HH","East Germany","","","","","3"
"FDP","1989","(Married) couple without C. ","East Germany","","","","","3"
"FDP","1989","Single parent ","East Germany","","","","","3"
"FDP","1989","Couple + C. LE 16 ","West Germany","34","0.0357056039328657","0.0247798548133478","0.0466313530523837","3"
"NPD Combination","1989","(Married) couple without C. ","West Germany","","","","","6"
"NPD Combination","1989","(Married) couple without C. ","East Germany","","","","","6"
"NPD Combination","1989","Couple + C. LE 16 ","East Germany","","","","","6"
"NPD Combination","1989","Couple + C. GT 16 ","West Germany","","","","","6"
"NPD Combination","1989","1-pers.-HH","West Germany","","","","","6"
"NPD Combination","1989","1-pers.-HH","East Germany","","","","","6"
"NPD Combination","1989","Single parent ","West Germany","","","","","6"
"NPD Combination","1989","Single parent ","East Germany","","","","","6"
"NPD Combination","1989","Couple + C. LE 16 ","West Germany","","","","","6"
"NPD Combination","1989","Couple + C. GT 16 ","East Germany","","","","","6"
"NPD Combination","1989","Couple + C. LE and GT 16","West Germany","","","","","6"
"NPD Combination","1989","Couple + C. LE and GT 16","East Germany","","","","","6"
"Other","1989","1-pers.-HH","West Germany","24","","","","8"
"Other","1989","1-pers.-HH","East Germany","","","","","8"
"Other","1989","(Married) couple without C. ","West Germany","59","0.0491106189361325","0.0373272483423661","0.0608939895298988","8"
"Other","1989","(Married) couple without C. ","East Germany","","","","","8"
"Other","1989","Couple + C. LE 16 ","East Germany","","","","","8"
"Other","1989","Couple + C. GT 16 ","West Germany","37","0.0349181363385352","0.0239546710820925","0.045881601594978","8"
"Other","1989","Single parent ","West Germany","17","","","","8"
"Other","1989","Single parent ","East Germany","","","","","8"
"Other","1989","Couple + C. LE 16 ","West Germany","32","0.0308249913555222","0.0206477330822542","0.0410022496287902","8"
"Other","1989","Couple + C. GT 16 ","East Germany","","","","","8"
"Other","1989","Couple + C. LE and GT 16","West Germany","13","","","","8"
"Other","1989","Couple + C. LE and GT 16","East Germany","","","","","8"
"PDS/Linke","1989","1-pers.-HH","West Germany","","","","","5"
"PDS/Linke","1989","1-pers.-HH","East Germany","","","","","5"
"PDS/Linke","1989","(Married) couple without C. ","West Germany","","","","","5"
"PDS/Linke","1989","(Married) couple without C. ","East Germany","","","","","5"
"PDS/Linke","1989","Single parent ","West Germany","","","","","5"
"PDS/Linke","1989","Single parent ","East Germany","","","","","5"
"PDS/Linke","1989","Couple + C. LE 16 ","West Germany","","","","","5"
"PDS/Linke","1989","Couple + C. LE 16 ","East Germany","","","","","5"
"PDS/Linke","1989","Couple + C. GT 16 ","West Germany","","","","","5"
"PDS/Linke","1989","Couple + C. GT 16 ","East Germany","","","","","5"
"PDS/Linke","1989","Couple + C. LE and GT 16","West Germany","","","","","5"
"PDS/Linke","1989","Couple + C. LE and GT 16","East Germany","","","","","5"
"SPD","1989","Couple + C. LE 16 ","West Germany","640","0.544042363117233","0.514716093902027","0.573368632332439","2"
"SPD","1989","(Married) couple without C. ","West Germany","648","0.491304442397313","0.464044737362447","0.518564147432179","2"
"SPD","1989","(Married) couple without C. ","East Germany","","","","","2"
"SPD","1989","1-pers.-HH","East Germany","","","","","2"
"SPD","1989","Single parent ","West Germany","108","0.437087678227504","0.372983131690889","0.501192224764118","2"
"SPD","1989","Single parent ","East Germany","","","","","2"
"SPD","1989","Couple + C. GT 16 ","West Germany","514","0.410154701561718","0.380779344954592","0.439530058168844","2"
"SPD","1989","1-pers.-HH","West Germany","289","0.465228448309668","0.425581151580292","0.504875745039044","2"
"SPD","1989","Couple + C. LE 16 ","East Germany","","","","","2"
"SPD","1989","Couple + C. GT 16 ","East Germany","","","","","2"
"SPD","1989","Couple + C. LE and GT 16","West Germany","232","0.458679223915338","0.410328843893858","0.507029603936818","2"
"SPD","1989","Couple + C. LE and GT 16","East Germany","","","","","2"
"AfD","1990","1-pers.-HH","West Germany","","","","","7"
"AfD","1990","1-pers.-HH","East Germany","","","","","7"
"AfD","1990","(Married) couple without C. ","West Germany","","","","","7"
"AfD","1990","(Married) couple without C. ","East Germany","","","","","7"
"AfD","1990","Single parent ","West Germany","","","","","7"
"AfD","1990","Single parent ","East Germany","","","","","7"
"AfD","1990","Couple + C. LE 16 ","West Germany","","","","","7"
"AfD","1990","Couple + C. GT 16 ","East Germany","","","","","7"
"AfD","1990","Couple + C. GT 16 ","West Germany","","","","","7"
"AfD","1990","Couple + C. LE and GT 16","West Germany","","","","","7"
"AfD","1990","Couple + C. LE and GT 16","East Germany","","","","","7"
"AfD","1990","Couple + C. LE 16 ","East Germany","","","","","7"
"CDU/CSU","1990","1-pers.-HH","West Germany","227","0.401157417665254","0.362357428484362","0.439957406846147","1"
"CDU/CSU","1990","Couple + C. LE and GT 16","East Germany","","","","","1"
"CDU/CSU","1990","1-pers.-HH","East Germany","","","","","1"
"CDU/CSU","1990","(Married) couple without C. ","West Germany","549","0.411440994231938","0.385627061918443","0.437254926545433","1"
"CDU/CSU","1990","(Married) couple without C. ","East Germany","","","","","1"
"CDU/CSU","1990","Single parent ","East Germany","","","","","1"
"CDU/CSU","1990","Couple + C. LE 16 ","West Germany","329","0.323964950793828","0.296334312752982","0.351595588834674","1"
"CDU/CSU","1990","Couple + C. LE 16 ","East Germany","","","","","1"
"CDU/CSU","1990","Couple + C. LE and GT 16","West Germany","108","0.386580694231813","0.337554600981806","0.43560678748182","1"
"CDU/CSU","1990","Couple + C. GT 16 ","West Germany","450","0.476486600136342","0.44675469783728","0.506218502435403","1"
"CDU/CSU","1990","Couple + C. GT 16 ","East Germany","","","","","1"
"CDU/CSU","1990","Single parent ","West Germany","75","0.357743932500918","0.296588881066457","0.418898983935379","1"
"FDP","1990","Couple + C. GT 16 ","West Germany","39","0.0470121963479179","0.0344118526385412","0.0596125400572945","3"
"FDP","1990","Couple + C. GT 16 ","East Germany","","","","","3"
"FDP","1990","Couple + C. LE and GT 16","West Germany","16","","","","3"
"FDP","1990","Couple + C. LE 16 ","East Germany","","","","","3"
"FDP","1990","Couple + C. LE and GT 16","East Germany","","","","","3"
"FDP","1990","Single parent ","West Germany","10","","","","3"
"FDP","1990","1-pers.-HH","West Germany","39","0.0622182332518741","0.04309648556321","0.0813399809405382","3"
"FDP","1990","1-pers.-HH","East Germany","","","","","3"
"FDP","1990","(Married) couple without C. ","West Germany","44","0.0314386031744952","0.022284820850639","0.0405923854983515","3"
"FDP","1990","Couple + C. LE 16 ","West Germany","39","0.0380472947944742","0.0267520396471272","0.0493425499418212","3"
"FDP","1990","(Married) couple without C. ","East Germany","","","","","3"
"FDP","1990","Single parent ","East Germany","","","","","3"
"NPD Combination","1990","(Married) couple without C. ","West Germany","21","","","","6"
"NPD Combination","1990","(Married) couple without C. ","East Germany","","","","","6"
"NPD Combination","1990","Couple + C. LE 16 ","East Germany","","","","","6"
"NPD Combination","1990","Couple + C. GT 16 ","West Germany","21","","","","6"
"NPD Combination","1990","1-pers.-HH","West Germany","9","","","","6"
"NPD Combination","1990","1-pers.-HH","East Germany","","","","","6"
"NPD Combination","1990","Single parent ","West Germany","7","","","","6"
"NPD Combination","1990","Single parent ","East Germany","","","","","6"
"NPD Combination","1990","Couple + C. LE 16 ","West Germany","8","","","","6"
"NPD Combination","1990","Couple + C. GT 16 ","East Germany","","","","","6"
"NPD Combination","1990","Couple + C. LE and GT 16","West Germany","5","","","","6"
"NPD Combination","1990","Couple + C. LE and GT 16","East Germany","","","","","6"
"Other","1990","1-pers.-HH","West Germany","5","","","","8"
"Other","1990","1-pers.-HH","East Germany","","","","","8"
"Other","1990","(Married) couple without C. ","West Germany","5","","","","8"
"Other","1990","(Married) couple without C. ","East Germany","","","","","8"
"Other","1990","Single parent ","West Germany","4","","","","8"
"Other","1990","Single parent ","East Germany","","","","","8"
"Other","1990","Couple + C. LE 16 ","West Germany","6","","","","8"
"Other","1990","Couple + C. LE 16 ","East Germany","","","","","8"
"Other","1990","Couple + C. GT 16 ","West Germany","6","","","","8"
"Other","1990","Couple + C. GT 16 ","East Germany","","","","","8"
"Other","1990","Couple + C. LE and GT 16","West Germany","1","","","","8"
"Other","1990","Couple + C. LE and GT 16","East Germany","","","","","8"
"PDS/Linke","1990","1-pers.-HH","West Germany","","","","","5"
"PDS/Linke","1990","1-pers.-HH","East Germany","","","","","5"
"PDS/Linke","1990","(Married) couple without C. ","East Germany","","","","","5"
"PDS/Linke","1990","Single parent ","West Germany","","","","","5"
