"party","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","2002","66 and older","Not Employed","927","0.485918427878458","0.463585623588308","0.508251232168607","1"
"CDU/CSU","2002","66 and older","Employed","78","0.546486272283706","0.463725308767375","0.629247235800036","1"
"CDU/CSU","2002","16-34 y.","Employed","533","0.338244013001025","0.314420501613028","0.362067524389021","1"
"CDU/CSU","2002","35-65 y.","Employed","1905","0.373114000440845","0.359753997814674","0.386474003067017","1"
"CDU/CSU","2002","16-34 y.","Not Employed","133","0.271768508701149","0.230527562315824","0.313009455086475","1"
"CDU/CSU","2002","35-65 y.","Not Employed","579","0.386666962179111","0.36147054135485","0.411863383003372","1"
"FDP","2002","66 and older","Employed","18","","","","3"
"FDP","2002","66 and older","Not Employed","65","0.0340727292565169","0.0259664561359681","0.0421790023770657","3"
"FDP","2002","16-34 y.","Not Employed","29","","","","3"
"FDP","2002","35-65 y.","Not Employed","35","0.0251081374257047","0.0170133096785302","0.0332029651728792","3"
"FDP","2002","35-65 y.","Employed","278","0.0450267443685837","0.0392984890982575","0.05075499963891","3"
"FDP","2002","16-34 y.","Employed","90","0.061191302140696","0.0491221941178345","0.0732604101635576","3"
"NPD Combination","2002","16-34 y.","Employed","35","0.029157169661857","0.0206851116593992","0.0376292276643148","6"
"NPD Combination","2002","35-65 y.","Employed","30","0.00552796072553574","0.00347977069307626","0.00757615075799521","6"
"NPD Combination","2002","66 and older","Not Employed","2","","","","6"
"NPD Combination","2002","16-34 y.","Not Employed","6","","","","6"
"NPD Combination","2002","35-65 y.","Not Employed","5","","","","6"
"NPD Combination","2002","66 and older","Employed","","","","","6"
"Other","2002","16-34 y.","Not Employed","9","","","","8"
"Other","2002","16-34 y.","Employed","22","","","","8"
"Other","2002","35-65 y.","Not Employed","11","","","","8"
"Other","2002","35-65 y.","Employed","50","0.0122303307718549","0.00919407446427303","0.0152665870794367","8"
"Other","2002","66 and older","Not Employed","8","","","","8"
"Other","2002","66 and older","Employed","3","","","","8"
"PDS/Linke","2002","35-65 y.","Not Employed","86","0.0529372021644697","0.041352309317585","0.0645220950113544","5"
"PDS/Linke","2002","16-34 y.","Employed","88","0.0556108921743168","0.0440711211731198","0.0671506631755137","5"
"PDS/Linke","2002","35-65 y.","Employed","227","0.0398663699542945","0.0344618058479617","0.0452709340606272","5"
"PDS/Linke","2002","16-34 y.","Not Employed","33","0.0569073300842845","0.0354312201059921","0.0783834400625769","5"
"PDS/Linke","2002","66 and older","Employed","5","","","","5"
"PDS/Linke","2002","66 and older","Not Employed","133","0.0578149139740016","0.0473861314317247","0.0682436965162785","5"
"SPD","2002","35-65 y.","Employed","2059","0.432823980386017","0.4191370495404","0.446510911231635","2"
"SPD","2002","66 and older","Employed","33","0.291234163137535","0.215705249501264","0.366763076773805","2"
"SPD","2002","16-34 y.","Not Employed","175","0.408499122759618","0.362930322970161","0.454067922549075","2"
"SPD","2002","16-34 y.","Employed","604","0.391938244618006","0.367355835589186","0.416520653646826","2"
"SPD","2002","35-65 y.","Not Employed","631","0.460410873106888","0.43462234703109","0.486199399182686","2"
"SPD","2002","66 and older","Not Employed","765","0.405106483588932","0.383170870763404","0.427042096414461","2"
"AfD","2003","16-34 y.","Not Employed","","","","","7"
"AfD","2003","16-34 y.","Employed","","","","","7"
"AfD","2003","35-65 y.","Not Employed","","","","","7"
"AfD","2003","35-65 y.","Employed","","","","","7"
"AfD","2003","66 and older","Not Employed","","","","","7"
"AfD","2003","66 and older","Employed","","","","","7"
"CDU/CSU","2003","66 and older","Not Employed","983","0.493302206748447","0.471336125361718","0.515268288135176","1"
"CDU/CSU","2003","66 and older","Employed","91","0.634060559093728","0.553400639043217","0.714720479144238","1"
"CDU/CSU","2003","16-34 y.","Employed","651","0.386664188841453","0.362674546635289","0.410653831047616","1"
"CDU/CSU","2003","35-65 y.","Not Employed","637","0.424448557794194","0.398849075271371","0.450048040317017","1"
"CDU/CSU","2003","16-34 y.","Not Employed","195","0.370536659732936","0.329651423797491","0.411421895668382","1"
"CDU/CSU","2003","35-65 y.","Employed","2099","0.409738919199759","0.396111659807802","0.423366178591717","1"
"FDP","2003","66 and older","Employed","11","","","","3"
"FDP","2003","66 and older","Not Employed","54","0.0271085510768792","0.0199733387904015","0.0342437633633568","3"
"FDP","2003","16-34 y.","Not Employed","34","0.0556222384802885","0.0362195101282992","0.0750249668322779","3"
"FDP","2003","16-34 y.","Employed","85","0.0576802471460314","0.0461955291071451","0.0691649651849178","3"
"FDP","2003","35-65 y.","Not Employed","39","0.0262830427632518","0.0179973129101239","0.0345687726163797","3"
"FDP","2003","35-65 y.","Employed","230","0.0411878808136827","0.0356812707942215","0.046694490833144","3"
"NPD Combination","2003","16-34 y.","Not Employed","5","","","","6"
"NPD Combination","2003","35-65 y.","Not Employed","8","","","","6"
"NPD Combination","2003","66 and older","Employed","","","","","6"
"NPD Combination","2003","16-34 y.","Employed","24","","","","6"
"NPD Combination","2003","35-65 y.","Employed","28","","","","6"
"NPD Combination","2003","66 and older","Not Employed","3","","","","6"
"Other","2003","16-34 y.","Not Employed","16","","","","8"
"Other","2003","16-34 y.","Employed","22","","","","8"
"Other","2003","35-65 y.","Not Employed","8","","","","8"
"Other","2003","35-65 y.","Employed","37","0.00637420480492666","0.00416895762670954","0.00857945198314378","8"
"Other","2003","66 and older","Not Employed","8","","","","8"
"Other","2003","66 and older","Employed","","","","","8"
"PDS/Linke","2003","16-34 y.","Not Employed","26","","","","5"
"PDS/Linke","2003","16-34 y.","Employed","53","0.0328189035465868","0.0240423588851243","0.0415954482080493","5"
"PDS/Linke","2003","35-65 y.","Not Employed","52","0.0257997498248055","0.0175885154629158","0.0340109841866953","5"
"PDS/Linke","2003","35-65 y.","Employed","161","0.0278359392830315","0.0232776114023403","0.0323942671637226","5"
"PDS/Linke","2003","66 and older","Not Employed","111","0.0448140170768679","0.0357238375417731","0.0539041966119626","5"
"PDS/Linke","2003","66 and older","Employed","5","","","","5"
"SPD","2003","35-65 y.","Employed","1835","0.384238481602821","0.370760044369982","0.397716918835661","2"
"SPD","2003","35-65 y.","Not Employed","588","0.437211766701079","0.41151993862275","0.462903594779409","2"
"SPD","2003","66 and older","Not Employed","787","0.40700224482129","0.385417521815928","0.428586967826652","2"
"SPD","2003","66 and older","Employed","28","","","","2"
"SPD","2003","16-34 y.","Not Employed","156","0.284616314918963","0.246416161460922","0.322816468377003","2"
"SPD","2003","16-34 y.","Employed","523","0.321471102118585","0.298463954583537","0.344478249653633","2"
"AfD","2004","16-34 y.","Not Employed","","","","","7"
"AfD","2004","16-34 y.","Employed","","","","","7"
"AfD","2004","35-65 y.","Not Employed","","","","","7"
"AfD","2004","35-65 y.","Employed","","","","","7"
"AfD","2004","66 and older","Not Employed","","","","","7"
"AfD","2004","66 and older","Employed","","","","","7"
"CDU/CSU","2004","66 and older","Not Employed","920","0.51556538020721","0.49243315531477","0.538697605099651","1"
"CDU/CSU","2004","35-65 y.","Not Employed","528","0.441674581831585","0.413171375344024","0.470177788319146","1"
"CDU/CSU","2004","66 and older","Employed","93","0.637468225546862","0.559221459081292","0.715714992012432","1"
"CDU/CSU","2004","35-65 y.","Employed","1811","0.415802655829403","0.400993792418945","0.430611519239861","1"
"CDU/CSU","2004","16-34 y.","Employed","514","0.405357850070506","0.37808625409629","0.432629446044723","1"
"CDU/CSU","2004","16-34 y.","Not Employed","165","0.373721864773838","0.329268947104988","0.418174782442689","1"
"FDP","2004","66 and older","Employed","14","","","","3"
"FDP","2004","66 and older","Not Employed","56","0.0328294805553427","0.0245816168264254","0.04107734428426","3"
"FDP","2004","16-34 y.","Employed","75","0.0641308869528056","0.0505225643685329","0.0777392095370783","3"
"FDP","2004","35-65 y.","Employed","202","0.0399529860021666","0.034068355738258","0.0458376162660752","3"
"FDP","2004","16-34 y.","Not Employed","24","","","","3"
"FDP","2004","35-65 y.","Not Employed","24","","","","3"
"NPD Combination","2004","16-34 y.","Not Employed","2","","","","6"
"NPD Combination","2004","66 and older","Employed","","","","","6"
"NPD Combination","2004","16-34 y.","Employed","26","","","","6"
"NPD Combination","2004","35-65 y.","Not Employed","8","","","","6"
"NPD Combination","2004","35-65 y.","Employed","30","0.00893311464805986","0.00610594906449031","0.0117602802316294","6"
"NPD Combination","2004","66 and older","Not Employed","3","","","","6"
"Other","2004","16-34 y.","Not Employed","13","","","","8"
"Other","2004","35-65 y.","Employed","42","0.0106610080162788","0.00757519215711864","0.013746823875439","8"
"Other","2004","66 and older","Not Employed","10","","","","8"
"Other","2004","16-34 y.","Employed","11","","","","8"
"Other","2004","35-65 y.","Not Employed","16","","","","8"
"Other","2004","66 and older","Employed","","","","","8"
"PDS/Linke","2004","16-34 y.","Not Employed","20","","","","5"
"PDS/Linke","2004","16-34 y.","Employed","52","0.0364308508920018","0.0260235163272668","0.0468381854567369","5"
"PDS/Linke","2004","35-65 y.","Not Employed","68","0.0470112531029327","0.0348621668368438","0.0591603393690216","5"
"PDS/Linke","2004","35-65 y.","Employed","167","0.0350752540026543","0.0295475415499099","0.0406029664553987","5"
"PDS/Linke","2004","66 and older","Employed","7","","","","5"
"PDS/Linke","2004","66 and older","Not Employed","118","0.0500060200510235","0.0399174522237558","0.0600945878782912","5"
"SPD","2004","35-65 y.","Employed","1466","0.360871011657184","0.346440937422933","0.375301085891435","2"
"SPD","2004","16-34 y.","Not Employed","132","0.292140844052876","0.250356656761731","0.333925031344022","2"
"SPD","2004","16-34 y.","Employed","400","0.313902388949421","0.288124124221657","0.339680653677185","2"
"SPD","2004","35-65 y.","Not Employed","442","0.413802776571595","0.385533324265214","0.442072228877976","2"
"SPD","2004","66 and older","Not Employed","637","0.371832018152232","0.34946185063422","0.394202185670243","2"
"SPD","2004","66 and older","Employed","24","","","","2"
"AfD","2005","16-34 y.","Employed","","","","","7"
"AfD","2005","16-34 y.","Not Employed","","","","","7"
"AfD","2005","35-65 y.","Not Employed","","","","","7"
"AfD","2005","35-65 y.","Employed","","","","","7"
"AfD","2005","66 and older","Not Employed","","","","","7"
"AfD","2005","66 and older","Employed","","","","","7"
"CDU/CSU","2005","66 and older","Not Employed","993","0.50541910990451","0.48358904328897","0.52724917652005","1"
"CDU/CSU","2005","66 and older","Employed","78","0.581737590336511","0.500605642970841","0.662869537702182","1"
"CDU/CSU","2005","16-34 y.","Employed","433","0.345726648836427","0.318917625997631","0.372535671675222","1"
"CDU/CSU","2005","35-65 y.","Not Employed","426","0.369564587083008","0.340856870295585","0.398272303870432","1"
"CDU/CSU","2005","16-34 y.","Not Employed","130","0.254897624072953","0.213513462662233","0.296281785483672","1"
"CDU/CSU","2005","35-65 y.","Employed","1705","0.389004663607737","0.374302458138206","0.403706869077267","1"
"FDP","2005","35-65 y.","Employed","191","0.0379950405178527","0.0322295236410744","0.043760557394631","3"
"FDP","2005","66 and older","Employed","15","","","","3"
"FDP","2005","66 and older","Not Employed","59","0.0229813551192281","0.0164387635683745","0.0295239466700817","3"
"FDP","2005","16-34 y.","Not Employed","21","","","","3"
"FDP","2005","16-34 y.","Employed","81","0.06166288196928","0.0481039245140929","0.0752218394244671","3"
"FDP","2005","35-65 y.","Not Employed","32","0.0222271147431705","0.0134592524759804","0.0309949770103605","3"
"NPD Combination","2005","16-34 y.","Employed","55","0.0497489401928409","0.0374930167745268","0.062004863611155","6"
"NPD Combination","2005","35-65 y.","Employed","44","0.0163115286350021","0.0124915383494988","0.0201315189205054","6"
"NPD Combination","2005","66 and older","Not Employed","5","","","","6"
"NPD Combination","2005","16-34 y.","Not Employed","13","","","","6"
"NPD Combination","2005","35-65 y.","Not Employed","14","","","","6"
"NPD Combination","2005","66 and older","Employed","2","","","","6"
"Other","2005","16-34 y.","Not Employed","4","","","","8"
"Other","2005","35-65 y.","Employed","44","0.0126019384433203","0.00923797747298493","0.0159658994136556","8"
"Other","2005","66 and older","Not Employed","13","","","","8"
"Other","2005","66 and older","Employed","","","","","8"
"Other","2005","16-34 y.","Employed","9","","","","8"
"Other","2005","35-65 y.","Not Employed","15","","","","8"
"PDS/Linke","2005","35-65 y.","Not Employed","57","0.0481879423062406","0.0354506249279522","0.060925259684529","5"
"PDS/Linke","2005","66 and older","Employed","11","","","","5"
"PDS/Linke","2005","16-34 y.","Not Employed","20","","","","5"
"PDS/Linke","2005","16-34 y.","Employed","54","0.0329533570007625","0.0228907969977425","0.0430159170037824","5"
"PDS/Linke","2005","35-65 y.","Employed","183","0.0363389264061319","0.0306956107809387","0.0419822420313252","5"
"PDS/Linke","2005","66 and older","Not Employed","130","0.0453759215570707","0.0362885248559042","0.0544633182582372","5"
"SPD","2005","16-34 y.","Employed","387","0.315816286607913","0.289614037700554","0.342018535515273","2"
"SPD","2005","35-65 y.","Employed","1504","0.369682112881779","0.355124835044512","0.384239390719046","2"
"SPD","2005","16-34 y.","Not Employed","147","0.353822573534461","0.308416708789086","0.399228438279837","2"
"SPD","2005","35-65 y.","Not Employed","458","0.445010037039292","0.41545301699662","0.474567057081964","2"
"SPD","2005","66 and older","Not Employed","770","0.399985747974421","0.378595608940812","0.421375887008031","2"
"SPD","2005","66 and older","Employed","31","0.178876035586224","0.115840657373738","0.241911413798711","2"
"AfD","2006","16-34 y.","Employed","","","","","7"
"AfD","2006","16-34 y.","Not Employed","","","","","7"
"AfD","2006","35-65 y.","Not Employed","","","","","7"
"AfD","2006","35-65 y.","Employed","","","","","7"
"AfD","2006","66 and older","Not Employed","","","","","7"
"AfD","2006","66 and older","Employed","","","","","7"
"CDU/CSU","2006","66 and older","Not Employed","1139","0.49728330663018","0.47683623176556","0.5177303814948","1"
"CDU/CSU","2006","16-34 y.","Employed","462","0.315524341820943","0.290978577517937","0.340070106123949","1"
"CDU/CSU","2006","66 and older","Employed","112","0.591898773858732","0.521456241895103","0.662341305822361","1"
"CDU/CSU","2006","16-34 y.","Not Employed","142","0.243578665110767","0.205726901045959","0.281430429175574","1"
"CDU/CSU","2006","35-65 y.","Employed","1926","0.387882375448537","0.374112087613125","0.401652663283948","1"
"CDU/CSU","2006","35-65 y.","Not Employed","543","0.370235410356601","0.344304123220054","0.396166697493148","1"
"FDP","2006","16-34 y.","Not Employed","24","","","","3"
"FDP","2006","35-65 y.","Employed","261","0.049212967488098","0.0430999314733216","0.0553260035028745","3"
"FDP","2006","66 and older","Employed","12","","","","3"
"FDP","2006","66 and older","Not Employed","78","0.0322775677227757","0.0250499795575032","0.0395051558880481","3"
"FDP","2006","35-65 y.","Not Employed","37","0.0280405332664826","0.0191748300301207","0.0369062365028445","3"
"FDP","2006","16-34 y.","Employed","94","0.0697850098670827","0.0563278361132097","0.0832421836209558","3"
"NPD Combination","2006","16-34 y.","Employed","57","0.0450222886168709","0.0340703368490164","0.0559742403847254","6"
"NPD Combination","2006","16-34 y.","Not Employed","11","","","","6"
"NPD Combination","2006","35-65 y.","Not Employed","11","","","","6"
"NPD Combination","2006","66 and older","Not Employed","2","","","","6"
"NPD Combination","2006","35-65 y.","Employed","53","0.0204721846676973","0.0164702864892182","0.0244740828461764","6"
"NPD Combination","2006","66 and older","Employed","2","","","","6"
"Other","2006","16-34 y.","Not Employed","8","","","","8"
"Other","2006","35-65 y.","Employed","43","0.0095440910820816","0.00679644738777428","0.0122917347763889","8"
"Other","2006","16-34 y.","Employed","15","","","","8"
"Other","2006","66 and older","Not Employed","12","","","","8"
"Other","2006","66 and older","Employed","","","","","8"
"Other","2006","35-65 y.","Not Employed","14","","","","8"
"PDS/Linke","2006","16-34 y.","Not Employed","29","","","","5"
"PDS/Linke","2006","66 and older","Employed","10","","","","5"
"PDS/Linke","2006","16-34 y.","Employed","71","0.044760779055346","0.0338391854543211","0.0556823726563708","5"
"PDS/Linke","2006","35-65 y.","Not Employed","111","0.0933098005662401","0.0776895113810031","0.108930089751477","5"
"PDS/Linke","2006","35-65 y.","Employed","261","0.051506681585389","0.0452603580385427","0.0577530051322353","5"
"PDS/Linke","2006","66 and older","Not Employed","153","0.0525060783386725","0.0433846972499917","0.0616274594273533","5"
"SPD","2006","16-34 y.","Employed","497","0.374018946404922","0.348462026228519","0.399575866581325","2"
"SPD","2006","35-65 y.","Employed","1685","0.353639179923536","0.340128000793083","0.367150359053989","2"
"SPD","2006","35-65 y.","Not Employed","530","0.43099134099715","0.404396972095145","0.457585709899155","2"
"SPD","2006","16-34 y.","Not Employed","187","0.406364498837508","0.363053078205753","0.449675919469263","2"
"SPD","2006","66 and older","Not Employed","869","0.397875110799779","0.377858789234586","0.417891432364972","2"
"SPD","2006","66 and older","Employed","44","0.254483469565815","0.192054564904711","0.316912374226918","2"
"AfD","2007","35-65 y.","Employed","","","","","7"
"AfD","2007","66 and older","Not Employed","","","","","7"
"AfD","2007","66 and older","Employed","","","","","7"
"AfD","2007","16-34 y.","Employed","","","","","7"
"AfD","2007","35-65 y.","Not Employed","","","","","7"
"AfD","2007","16-34 y.","Not Employed","","","","","7"
"CDU/CSU","2007","66 and older","Not Employed","1041","0.480791471256214","0.459686956916632","0.501895985595797","1"
"CDU/CSU","2007","66 and older","Employed","105","0.604903039899223","0.532882531054214","0.676923548744232","1"
"CDU/CSU","2007","16-34 y.","Employed","379","0.324179211234382","0.296936525669508","0.351421896799256","1"
"CDU/CSU","2007","35-65 y.","Employed","1517","0.363917947633335","0.348949876110361","0.378886019156308","1"
"CDU/CSU","2007","16-34 y.","Not Employed","120","0.264123076699139","0.220810669569927","0.307435483828351","1"
"CDU/CSU","2007","35-65 y.","Not Employed","399","0.366229407454145","0.336605394697564","0.395853420210727","1"
"FDP","2007","16-34 y.","Employed","81","0.0620231881190055","0.0479848836335298","0.0760614926044811","3"
"FDP","2007","16-34 y.","Not Employed","23","","","","3"
"FDP","2007","35-65 y.","Not Employed","39","0.0392698737212839","0.0273263715153581","0.0512133759272097","3"
"FDP","2007","35-65 y.","Employed","237","0.0479516852962168","0.0413044818128788","0.0545988887795547","3"
"FDP","2007","66 and older","Not Employed","78","0.0346679751904602","0.0269406592062156","0.0423952911747047","3"
"FDP","2007","66 and older","Employed","10","","","","3"
"NPD Combination","2007","16-34 y.","Not Employed","7","","","","6"
"NPD Combination","2007","35-65 y.","Employed","44","0.0153171693651161","0.0114964513905892","0.019137887339643","6"
"NPD Combination","2007","66 and older","Not Employed","6","","","","6"
"NPD Combination","2007","66 and older","Employed","","","","","6"
"NPD Combination","2007","16-34 y.","Employed","50","0.0503113266984885","0.0375890429433508","0.0630336104536262","6"
"NPD Combination","2007","35-65 y.","Not Employed","9","","","","6"
"Other","2007","66 and older","Employed","","","","","8"
"Other","2007","16-34 y.","Not Employed","2","","","","8"
"Other","2007","66 and older","Not Employed","11","","","","8"
"Other","2007","35-65 y.","Employed","40","0.00846832989642029","0.00561757603740887","0.0113190837554317","8"
"Other","2007","16-34 y.","Employed","16","","","","8"
"Other","2007","35-65 y.","Not Employed","9","","","","8"
"PDS/Linke","2007","35-65 y.","Employed","229","0.0573044578713852","0.050073639173553","0.0645352765692173","5"
"PDS/Linke","2007","35-65 y.","Not Employed","78","0.0792203228900686","0.0626130851143265","0.0958275606658106","5"
"PDS/Linke","2007","16-34 y.","Not Employed","22","","","","5"
"PDS/Linke","2007","16-34 y.","Employed","64","0.0554904191266826","0.0421658323316158","0.0688150059217494","5"
"PDS/Linke","2007","66 and older","Not Employed","164","0.0587606776243655","0.0488267840009852","0.0686945712477458","5"
"PDS/Linke","2007","66 and older","Employed","6","","","","5"
"SPD","2007","16-34 y.","Employed","387","0.326694446434873","0.299397219014608","0.353991673855139","2"
"SPD","2007","35-65 y.","Employed","1373","0.360577276900066","0.34563899152727","0.375515562272863","2"
"SPD","2007","66 and older","Employed","51","0.292997383385138","0.225946602613497","0.36004816415678","2"
"SPD","2007","16-34 y.","Not Employed","134","0.363273909404126","0.31602410861855","0.410523710189702","2"
"SPD","2007","35-65 y.","Not Employed","404","0.420491979833951","0.390138406801624","0.450845552866278","2"
"SPD","2007","66 and older","Not Employed","798","0.395784747944728","0.375128499660179","0.416440996229276","2"
"AfD","2008","35-65 y.","Employed","","","","","7"
"AfD","2008","66 and older","Not Employed","","","","","7"
"AfD","2008","66 and older","Employed","","","","","7"
"AfD","2008","16-34 y.","Employed","","","","","7"
"AfD","2008","35-65 y.","Not Employed","","","","","7"
"AfD","2008","16-34 y.","Not Employed","","","","","7"
"CDU/CSU","2008","66 and older","Employed","110","0.537096013725986","0.466009271162374","0.608182756289597","1"
"CDU/CSU","2008","66 and older","Not Employed","1086","0.498090534886465","0.477140185522298","0.519040884250632","1"
"CDU/CSU","2008","35-65 y.","Employed","1465","0.374799956426512","0.359366297061887","0.390233615791137","1"
"CDU/CSU","2008","16-34 y.","Employed","377","0.350237825958483","0.32107629834718","0.379399353569785","1"
"CDU/CSU","2008","16-34 y.","Not Employed","95","0.258768882766424","0.211729802552309","0.30580796298054","1"
"CDU/CSU","2008","35-65 y.","Not Employed","367","0.412216488079696","0.379375662038643","0.44505731412075","1"
"FDP","2008","16-34 y.","Employed","72","0.0727599770456749","0.0568820466092967","0.0886379074820531","3"
"FDP","2008","16-34 y.","Not Employed","21","","","","3"
"FDP","2008","35-65 y.","Not Employed","29","","","","3"
"FDP","2008","66 and older","Employed","18","","","","3"
"FDP","2008","35-65 y.","Employed","233","0.0523095761612992","0.0452107998440215","0.0594083524785768","3"
"FDP","2008","66 and older","Not Employed","92","0.0401159211692025","0.0318936421373711","0.0483382002010338","3"
"NPD Combination","2008","35-65 y.","Employed","41","0.0118984027629489","0.00844135978589708","0.0153554457400007","6"
"NPD Combination","2008","66 and older","Not Employed","2","","","","6"
"NPD Combination","2008","16-34 y.","Not Employed","7","","","","6"
"NPD Combination","2008","66 and older","Employed","","","","","6"
"NPD Combination","2008","16-34 y.","Employed","44","0.0412354805102872","0.0290808141964969","0.0533901468240775","6"
"NPD Combination","2008","35-65 y.","Not Employed","11","","","","6"
"Other","2008","66 and older","Employed","2","","","","8"
"Other","2008","16-34 y.","Not Employed","5","","","","8"
"Other","2008","66 and older","Not Employed","10","","","","8"
"Other","2008","35-65 y.","Employed","25","","","","8"
"Other","2008","16-34 y.","Employed","8","","","","8"
"Other","2008","35-65 y.","Not Employed","8","","","","8"
"PDS/Linke","2008","35-65 y.","Employed","259","0.0679887865462968","0.0599629768296584","0.0760145962629351","5"
"PDS/Linke","2008","16-34 y.","Not Employed","22","","","","5"
"PDS/Linke","2008","16-34 y.","Employed","62","0.0531963404795308","0.0394773430054992","0.0669153379535624","5"
"PDS/Linke","2008","35-65 y.","Not Employed","80","0.0915065094974469","0.072269852651187","0.110743166343707","5"
"PDS/Linke","2008","66 and older","Employed","3","","","","5"
"PDS/Linke","2008","66 and older","Not Employed","184","0.0624703152096372","0.0523299453758066","0.0726106850434679","5"
"SPD","2008","66 and older","Employed","49","0.282306005614511","0.218133809277205","0.346478201951817","2"
"SPD","2008","16-34 y.","Employed","332","0.33811086192363","0.309192497774541","0.367029226072718","2"
"SPD","2008","35-65 y.","Employed","1239","0.334458390942377","0.319415950548049","0.349500831336705","2"
"SPD","2008","66 and older","Not Employed","754","0.367259707111522","0.347060988477317","0.387458425745727","2"
"SPD","2008","16-34 y.","Not Employed","120","0.382589419516358","0.330388339814443","0.434790499218273","2"
"SPD","2008","35-65 y.","Not Employed","306","0.378814474597537","0.346450143205041","0.411178805990033","2"
"AfD","2009","35-65 y.","Employed","","","","","7"
"AfD","2009","35-65 y.","Not Employed","","","","","7"
"AfD","2009","66 and older","Not Employed","","","","","7"
"AfD","2009","66 and older","Employed","","","","","7"
"AfD","2009","16-34 y.","Not Employed","","","","","7"
"AfD","2009","16-34 y.","Employed","","","","","7"
"CDU/CSU","2009","66 and older","Not Employed","1018","0.483588295729834","0.462285748909902","0.504890842549767","1"
"CDU/CSU","2009","66 and older","Employed","123","0.640871046473737","0.575038062133981","0.706704030813493","1"
"CDU/CSU","2009","35-65 y.","Employed","1231","0.348317728986157","0.332234455092509","0.364401002879806","1"
"CDU/CSU","2009","16-34 y.","Employed","294","0.309343029426149","0.279409927740802","0.339276131111497","1"
"CDU/CSU","2009","35-65 y.","Not Employed","309","0.376105163419989","0.342000985657983","0.410209341181995","1"
"CDU/CSU","2009","16-34 y.","Not Employed","83","0.267269241984604","0.216424236479017","0.318114247490191","1"
"FDP","2009","16-34 y.","Employed","106","0.124055615713489","0.102708124925582","0.145403106501397","3"
"FDP","2009","16-34 y.","Not Employed","26","","","","3"
"FDP","2009","35-65 y.","Employed","294","0.0859712312640982","0.0765083101279588","0.0954341524002375","3"
"FDP","2009","66 and older","Not Employed","134","0.0596495287838372","0.0495536533981291","0.0697454041695453","3"
"FDP","2009","66 and older","Employed","23","","","","3"
"FDP","2009","35-65 y.","Not Employed","61","0.0618792756405732","0.0449164102601618","0.0788421410209845","3"
"NPD Combination","2009","35-65 y.","Employed","36","0.0189436710644109","0.0143416589380723","0.0235456831907495","6"
"NPD Combination","2009","66 and older","Not Employed","8","","","","6"
"NPD Combination","2009","16-34 y.","Not Employed","7","","","","6"
"NPD Combination","2009","35-65 y.","Not Employed","10","","","","6"
"NPD Combination","2009","66 and older","Employed","1","","","","6"
"NPD Combination","2009","16-34 y.","Employed","40","0.0474092168848366","0.0336471098084576","0.0611713239612156","6"
"Other","2009","16-34 y.","Not Employed","3","","","","8"
"Other","2009","16-34 y.","Employed","18","","","","8"
"Other","2009","66 and older","Employed","2","","","","8"
"Other","2009","35-65 y.","Not Employed","9","","","","8"
"Other","2009","35-65 y.","Employed","29","","","","8"
"Other","2009","66 and older","Not Employed","15","","","","8"
"PDS/Linke","2009","35-65 y.","Employed","225","0.0656423717955089","0.0572821574017114","0.0740025861893064","5"
"PDS/Linke","2009","16-34 y.","Employed","48","0.042847392120434","0.0297328496259514","0.0559619346149167","5"
"PDS/Linke","2009","35-65 y.","Not Employed","72","0.102642261750943","0.0812752813069047","0.124009242194982","5"
"PDS/Linke","2009","16-34 y.","Not Employed","17","","","","5"
"PDS/Linke","2009","66 and older","Employed","5","","","","5"
"PDS/Linke","2009","66 and older","Not Employed","171","0.0610164285077385","0.0508129562464628","0.0712199007690142","5"
"SPD","2009","66 and older","Employed","41","0.152989590071075","0.103591708823701","0.20238747131845","2"
"SPD","2009","66 and older","Not Employed","703","0.35620883723846","0.335795197321036","0.376622477155884","2"
"SPD","2009","16-34 y.","Employed","268","0.296243649126548","0.266674689651525","0.32581260860157","2"
"SPD","2009","35-65 y.","Employed","1037","0.305742844822095","0.29019009994337","0.321295589700821","2"
"SPD","2009","16-34 y.","Not Employed","86","0.318297011610781","0.264777089091441","0.371816934130121","2"
"SPD","2009","35-65 y.","Not Employed","253","0.348325644053334","0.314782383175908","0.38186890493076","2"
"AfD","2010","35-65 y.","Employed","","","","","7"
"AfD","2010","16-34 y.","Employed","","","","","7"
"AfD","2010","66 and older","Not Employed","","","","","7"
"AfD","2010","66 and older","Employed","","","","","7"
"AfD","2010","16-34 y.","Not Employed","","","","","7"
"AfD","2010","35-65 y.","Not Employed","","","","","7"
"CDU/CSU","2010","66 and older","Not Employed","1063","0.466651196825579","0.446064797261145","0.487237596390013","1"
"CDU/CSU","2010","66 and older","Employed","116","0.600967482426718","0.534892585511571","0.667042379341865","1"
"CDU/CSU","2010","35-65 y.","Not Employed","422","0.369235428957083","0.340716246134088","0.397754611780077","1"
"CDU/CSU","2010","35-65 y.","Employed","1870","0.346146716118393","0.333199981988163","0.359093450248623","1"
"CDU/CSU","2010","16-34 y.","Employed","541","0.310085551769378","0.287875530316439","0.332295573222318","1"
"CDU/CSU","2010","16-34 y.","Not Employed","164","0.255326838736393","0.220638393853353","0.290015283619432","1"
"FDP","2010","35-65 y.","Employed","343","0.0596568861805944","0.0532112849729978","0.0661024873881911","3"
