"party","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"SPD","1987","Not Employed","higher vocational","25","","","","1"
"SPD","1987","Not Employed","higher education","20","","","","1"
"SPD","1987","Not Employed","in school","35","0.432340841564318","0.318697598900225","0.545984084228412","1"
"SPD","1987","Not Employed","inadequately","41","0.698684131595702","0.581606608203305","0.8157616549881","1"
"SPD","1987","Not Employed","general elemantary","332","0.47725834868301","0.439881184088751","0.514635513277269","1"
"SPD","1987","Not Employed","middle vocational","425","0.403933196542247","0.373626709614121","0.434239683470374","1"
"SPD","1987","Employed","in school","2","","","","1"
"SPD","1987","Employed","inadequately","90","0.637473360210385","0.552169406853049","0.722777313567721","1"
"SPD","1987","Employed","general elemantary","370","0.483292660875089","0.446087011509809","0.52049831024037","1"
"SPD","1987","Employed","middle vocational","959","0.445050588742023","0.423600200951159","0.466500976532888","1"
"SPD","1987","Employed","vocational + Abi","42","0.256502792624966","0.178691769547363","0.33431381570257","1"
"SPD","1987","Employed","higher vocational","90","0.305857078744007","0.250691978498836","0.361022178989178","1"
"SPD","1987","Employed","higher education","143","0.312653756310236","0.268837681398383","0.35646983122209","1"
"AfD","1988","Employed","higher vocational","","","","","7"
"AfD","1988","Employed","higher education","","","","","7"
"AfD","1988","Not Employed","middle vocational","","","","","7"
"AfD","1988","Not Employed","general elemantary","","","","","7"
"AfD","1988","Not Employed","vocational + Abi","","","","","7"
"AfD","1988","Not Employed","higher vocational","","","","","7"
"AfD","1988","Employed","vocational + Abi","","","","","7"
"AfD","1988","Not Employed","in school","","","","","7"
"AfD","1988","Not Employed","inadequately","","","","","7"
"AfD","1988","Not Employed","higher education","","","","","7"
"AfD","1988","Employed","in school","","","","","7"
"AfD","1988","Employed","inadequately","","","","","7"
"AfD","1988","Employed","middle vocational","","","","","7"
"AfD","1988","Employed","general elemantary","","","","","7"
"CDU/CSU","1988","Employed","vocational + Abi","39","0.409695738508092","0.32096465803895","0.498426818977233","2"
"CDU/CSU","1988","Not Employed","in school","11","","","","2"
"CDU/CSU","1988","Not Employed","inadequately","12","","","","2"
"CDU/CSU","1988","Not Employed","general elemantary","259","0.444410119759422","0.404584124998515","0.484236114520328","2"
"CDU/CSU","1988","Not Employed","middle vocational","387","0.442298717276022","0.410188074663636","0.474409359888407","2"
"CDU/CSU","1988","Employed","general elemantary","217","0.400613135128641","0.362708110771794","0.438518159485489","2"
"CDU/CSU","1988","Employed","middle vocational","672","0.389948390854954","0.367509745677969","0.412387036031938","2"
"CDU/CSU","1988","Employed","higher vocational","121","0.507348761580495","0.445622366764102","0.569075156396887","2"
"CDU/CSU","1988","Not Employed","vocational + Abi","15","","","","2"
"CDU/CSU","1988","Not Employed","higher vocational","57","0.618422955102218","0.520739680613794","0.716106229590642","2"
"CDU/CSU","1988","Employed","inadequately","11","","","","2"
"CDU/CSU","1988","Not Employed","higher education","48","0.559199634737562","0.458833181652226","0.659566087822898","2"
"CDU/CSU","1988","Employed","in school","2","","","","2"
"CDU/CSU","1988","Employed","higher education","143","0.37657961409164","0.328614668037581","0.424544560145699","2"
"FDP","1988","Employed","vocational + Abi","7","","","","3"
"FDP","1988","Employed","higher vocational","14","","","","3"
"FDP","1988","Employed","higher education","36","0.0938996231103961","0.0650244140279181","0.122774832192874","3"
"FDP","1988","Not Employed","vocational + Abi","4","","","","3"
"FDP","1988","Not Employed","higher vocational","9","","","","3"
"FDP","1988","Not Employed","higher education","8","","","","3"
"FDP","1988","Employed","in school","1","","","","3"
"FDP","1988","Not Employed","in school","1","","","","3"
"FDP","1988","Not Employed","inadequately","","","","","3"
"FDP","1988","Employed","inadequately","1","","","","3"
"FDP","1988","Employed","general elemantary","14","","","","3"
"FDP","1988","Employed","middle vocational","65","0.03698254169187","0.028300432684047","0.045664650699693","3"
"FDP","1988","Not Employed","general elemantary","6","","","","3"
"FDP","1988","Not Employed","middle vocational","48","0.0617240793486873","0.0461650345493459","0.0772831241480287","3"
"Grüne","1988","Employed","vocational + Abi","23","","","","4"
"Grüne","1988","Not Employed","general elemantary","10","","","","4"
"Grüne","1988","Not Employed","middle vocational","44","0.0403456174201522","0.0276238941651872","0.0530673406751171","4"
"Grüne","1988","Employed","in school","","","","","4"
"Grüne","1988","Employed","inadequately","6","","","","4"
"Grüne","1988","Employed","general elemantary","29","","","","4"
"Grüne","1988","Not Employed","in school","10","","","","4"
"Grüne","1988","Not Employed","inadequately","6","","","","4"
"Grüne","1988","Employed","middle vocational","100","0.0530020262974665","0.0426950675501171","0.0633089850448158","4"
"Grüne","1988","Not Employed","vocational + Abi","9","","","","4"
"Grüne","1988","Not Employed","higher vocational","5","","","","4"
"Grüne","1988","Not Employed","higher education","11","","","","4"
"Grüne","1988","Employed","higher vocational","19","","","","4"
"Grüne","1988","Employed","higher education","56","0.136631037988035","0.102631113128582","0.170630962847488","4"
"NPD","1988","Not Employed","middle vocational","","","","","6"
"NPD","1988","Not Employed","in school","","","","","6"
"NPD","1988","Not Employed","general elemantary","","","","","6"
"NPD","1988","Not Employed","inadequately","","","","","6"
"NPD","1988","Not Employed","vocational + Abi","","","","","6"
"NPD","1988","Not Employed","higher vocational","","","","","6"
"NPD","1988","Not Employed","higher education","","","","","6"
"NPD","1988","Employed","in school","","","","","6"
"NPD","1988","Employed","inadequately","","","","","6"
"NPD","1988","Employed","general elemantary","","","","","6"
"NPD","1988","Employed","middle vocational","","","","","6"
"NPD","1988","Employed","vocational + Abi","","","","","6"
"NPD","1988","Employed","higher vocational","","","","","6"
"NPD","1988","Employed","higher education","","","","","6"
"Other","1988","Not Employed","in school","3","","","","8"
"Other","1988","Not Employed","inadequately","","","","","8"
"Other","1988","Not Employed","general elemantary","2","","","","8"
"Other","1988","Not Employed","middle vocational","11","","","","8"
"Other","1988","Not Employed","vocational + Abi","1","","","","8"
"Other","1988","Not Employed","higher vocational","","","","","8"
"Other","1988","Not Employed","higher education","1","","","","8"
"Other","1988","Employed","in school","","","","","8"
"Other","1988","Employed","inadequately","2","","","","8"
"Other","1988","Employed","general elemantary","9","","","","8"
"Other","1988","Employed","middle vocational","13","","","","8"
"Other","1988","Employed","vocational + Abi","","","","","8"
"Other","1988","Employed","higher vocational","","","","","8"
"Other","1988","Employed","higher education","6","","","","8"
"PDS/Linke","1988","Employed","higher vocational","","","","","5"
"PDS/Linke","1988","Employed","higher education","","","","","5"
"PDS/Linke","1988","Not Employed","middle vocational","","","","","5"
"PDS/Linke","1988","Not Employed","vocational + Abi","","","","","5"
"PDS/Linke","1988","Not Employed","higher vocational","","","","","5"
"PDS/Linke","1988","Employed","vocational + Abi","","","","","5"
"PDS/Linke","1988","Not Employed","general elemantary","","","","","5"
"PDS/Linke","1988","Not Employed","higher education","","","","","5"
"PDS/Linke","1988","Employed","in school","","","","","5"
"PDS/Linke","1988","Employed","middle vocational","","","","","5"
"PDS/Linke","1988","Employed","inadequately","","","","","5"
"PDS/Linke","1988","Not Employed","in school","","","","","5"
"PDS/Linke","1988","Not Employed","inadequately","","","","","5"
"PDS/Linke","1988","Employed","general elemantary","","","","","5"
"SPD","1988","Employed","vocational + Abi","49","0.341346503120774","0.255793882474209","0.42689912376734","1"
"SPD","1988","Employed","higher vocational","98","0.364985380617334","0.305545569983894","0.424425191250775","1"
"SPD","1988","Employed","higher education","151","0.37450115956504","0.326589093894373","0.422413225235707","1"
"SPD","1988","Not Employed","vocational + Abi","16","","","","1"
"SPD","1988","Not Employed","higher vocational","24","","","","1"
"SPD","1988","Not Employed","higher education","26","","","","1"
"SPD","1988","Employed","general elemantary","373","0.528609265298708","0.489995826212661","0.567222704384756","1"
"SPD","1988","Employed","middle vocational","965","0.512214017738349","0.489218130840787","0.53520990463591","1"
"SPD","1988","Not Employed","in school","20","","","","1"
"SPD","1988","Not Employed","inadequately","39","0.652181370879263","0.528537874539233","0.775824867219293","1"
"SPD","1988","Not Employed","general elemantary","321","0.530768324848217","0.490769829156662","0.570766820539771","1"
"SPD","1988","Not Employed","middle vocational","429","0.440348045251983","0.40825230591762","0.472443784586346","1"
"SPD","1988","Employed","in school","2","","","","1"
"SPD","1988","Employed","inadequately","67","0.685153205507063","0.587557220935573","0.782749190078553","1"
"AfD","1989","Employed","higher vocational","","","","","7"
"AfD","1989","Employed","higher education","","","","","7"
"AfD","1989","Not Employed","inadequately","","","","","7"
"AfD","1989","Not Employed","general elemantary","","","","","7"
"AfD","1989","Not Employed","middle vocational","","","","","7"
"AfD","1989","Not Employed","vocational + Abi","","","","","7"
"AfD","1989","Not Employed","higher vocational","","","","","7"
"AfD","1989","Employed","vocational + Abi","","","","","7"
"AfD","1989","Not Employed","in school","","","","","7"
"AfD","1989","Not Employed","higher education","","","","","7"
"AfD","1989","Employed","in school","","","","","7"
"AfD","1989","Employed","middle vocational","","","","","7"
"AfD","1989","Employed","inadequately","","","","","7"
"AfD","1989","Employed","general elemantary","","","","","7"
"CDU/CSU","1989","Employed","vocational + Abi","32","0.3140621292751","0.231362115527918","0.396762143022282","2"
"CDU/CSU","1989","Not Employed","in school","8","","","","2"
"CDU/CSU","1989","Not Employed","inadequately","7","","","","2"
"CDU/CSU","1989","Not Employed","general elemantary","215","0.427344180034732","0.385849969518841","0.468838390550624","2"
"CDU/CSU","1989","Not Employed","middle vocational","333","0.404117394962854","0.371282277569384","0.436952512356324","2"
"CDU/CSU","1989","Not Employed","vocational + Abi","13","","","","2"
"CDU/CSU","1989","Not Employed","higher vocational","53","0.608102494187498","0.504927724643525","0.711277263731471","2"
"CDU/CSU","1989","Employed","in school","2","","","","2"
"CDU/CSU","1989","Employed","inadequately","12","","","","2"
"CDU/CSU","1989","Employed","general elemantary","168","0.359825876596597","0.321422649579166","0.398229103614028","2"
"CDU/CSU","1989","Employed","middle vocational","590","0.36655312470001","0.343826994820526","0.389279254579494","2"
"CDU/CSU","1989","Employed","higher vocational","106","0.490943231612863","0.426194823350396","0.55569163987533","2"
"CDU/CSU","1989","Not Employed","higher education","44","0.515343277593254","0.413221208497899","0.617465346688608","2"
"CDU/CSU","1989","Employed","higher education","129","0.354288303225766","0.306635292738061","0.401941313713471","2"
"FDP","1989","Employed","vocational + Abi","6","","","","3"
"FDP","1989","Employed","higher vocational","9","","","","3"
"FDP","1989","Not Employed","vocational + Abi","3","","","","3"
"FDP","1989","Not Employed","higher vocational","1","","","","3"
"FDP","1989","Employed","in school","","","","","3"
"FDP","1989","Employed","higher education","30","0.0809969885157845","0.0538147316717148","0.108179245359854","3"
"FDP","1989","Not Employed","in school","2","","","","3"
"FDP","1989","Not Employed","inadequately","","","","","3"
"FDP","1989","Not Employed","general elemantary","4","","","","3"
