"party","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"NPD","2017","Full Time","indirect migration background","","","","","6"
"NPD","2017","Part Time","direct migration background","","","","","6"
"NPD","2017","Full Time","direct migration background","3","","","","6"
"NPD","2017","Full Time","no migration background","41","0.0105045338688512","0.00703865898716937","0.013970408750533","6"
"NPD","2017","Not Working","indirect migration background","1","","","","6"
"Other","2017","Full Time","no migration background","35","0.0130136957322062","0.00916092229659966","0.0168664691678128","8"
"Other","2017","Full Time","direct migration background","5","","","","8"
"Other","2017","Full Time","indirect migration background","3","","","","8"
"Other","2017","Part Time","no migration background","27","","","","8"
"Other","2017","Part Time","direct migration background","10","","","","8"
"Other","2017","Part Time","indirect migration background","7","","","","8"
"Other","2017","Not Working","no migration background","26","","","","8"
"Other","2017","Not Working","direct migration background","3","","","","8"
"Other","2017","Not Working","indirect migration background","3","","","","8"
"PDS/Linke","2017","Part Time","direct migration background","38","0.131442792969803","0.0971991552813673","0.16568643065824","5"
"PDS/Linke","2017","Part Time","indirect migration background","19","","","","5"
"PDS/Linke","2017","Full Time","no migration background","217","0.0646921818697431","0.0563299777350903","0.0730543860043958","5"
"PDS/Linke","2017","Full Time","direct migration background","45","0.065177028743276","0.0417095954018108","0.0886444620847411","5"
"PDS/Linke","2017","Full Time","indirect migration background","22","","","","5"
"PDS/Linke","2017","Part Time","no migration background","175","0.08642687221016","0.0748085715458778","0.0980451728744423","5"
"PDS/Linke","2017","Not Working","no migration background","249","0.0603813714680448","0.0521746228578061","0.0685881200782834","5"
"PDS/Linke","2017","Not Working","indirect migration background","15","","","","5"
"PDS/Linke","2017","Not Working","direct migration background","37","0.0656577682629888","0.0481063012807092","0.0832092352452684","5"
"SPD","2017","Full Time","direct migration background","128","0.371705947665093","0.325761307404854","0.417650587925333","1"
"SPD","2017","Full Time","indirect migration background","71","0.411562543712664","0.344360488216528","0.478764599208799","1"
"SPD","2017","Part Time","no migration background","640","0.295610265804942","0.2767428326618","0.314477698948085","1"
"SPD","2017","Not Working","direct migration background","159","0.365803865897944","0.331672527862566","0.399935203933321","1"
"SPD","2017","Full Time","no migration background","893","0.27959261228891","0.264335599570028","0.294849625007791","1"
"SPD","2017","Part Time","indirect migration background","69","0.38484756999438","0.314159171359356","0.455535968629404","1"
"SPD","2017","Not Working","no migration background","1093","0.35014520836401","0.333709966823607","0.366580449904414","1"
"SPD","2017","Not Working","indirect migration background","39","0.432047372497798","0.3334684732177","0.530626271777897","1"
"SPD","2017","Part Time","direct migration background","104","0.293589796933224","0.247435594464801","0.339743999401647","1"
"AfD","2018","Full Time","no migration background","287","0.0871334078223733","0.0775486095846526","0.0967182060600939","7"
"AfD","2018","Part Time","direct migration background","21","","","","7"
"AfD","2018","Not Working","indirect migration background","2","","","","7"
"AfD","2018","Part Time","no migration background","138","0.0701340920163475","0.0597870809309339","0.0804811031017611","7"
"AfD","2018","Not Working","no migration background","171","0.0520526138290551","0.0443113497469949","0.0597938779111154","7"
"AfD","2018","Not Working","direct migration background","26","","","","7"
"AfD","2018","Full Time","direct migration background","49","0.114623689542633","0.0848575239567474","0.144389855128519","7"
"AfD","2018","Part Time","indirect migration background","6","","","","7"
"AfD","2018","Full Time","indirect migration background","19","","","","7"
"CDU/CSU","2018","Full Time","direct migration background","149","0.26856722636535","0.22715434313617","0.309980109594529","2"
"CDU/CSU","2018","Full Time","indirect migration background","52","0.171547705475286","0.122932927079797","0.220162483870775","2"
"CDU/CSU","2018","Not Working","indirect migration background","24","","","","2"
"CDU/CSU","2018","Full Time","no migration background","1137","0.346891830070747","0.330715628030379","0.363068032111115","2"
"CDU/CSU","2018","Not Working","no migration background","1275","0.434342948537993","0.417069005411412","0.451616891664575","2"
"CDU/CSU","2018","Part Time","no migration background","764","0.326022731860608","0.307030031007662","0.345015432713554","2"
"CDU/CSU","2018","Part Time","direct migration background","170","0.419753874037221","0.371389944844766","0.468117803229676","2"
"CDU/CSU","2018","Part Time","indirect migration background","47","0.220355730825267","0.161106927008758","0.279604534641775","2"
"CDU/CSU","2018","Not Working","direct migration background","525","0.423830376734224","0.391254720186381","0.456406033282068","2"
"FDP","2018","Full Time","no migration background","208","0.0609524366284791","0.0528217672882116","0.0690831059687466","3"
"FDP","2018","Full Time","direct migration background","17","","","","3"
"FDP","2018","Full Time","indirect migration background","15","","","","3"
"FDP","2018","Part Time","indirect migration background","13","","","","3"
"FDP","2018","Part Time","direct migration background","18","","","","3"
"FDP","2018","Part Time","no migration background","105","0.0479064295008882","0.0392532267355203","0.056559632266256","3"
"FDP","2018","Not Working","no migration background","148","0.0409386104326299","0.0340332198619023","0.0478440010033575","3"
"FDP","2018","Not Working","direct migration background","10","","","","3"
"FDP","2018","Not Working","indirect migration background","7","","","","3"
"NPD","2018","Full Time","indirect migration background","1","","","","6"
"NPD","2018","Part Time","no migration background","8","","","","6"
"NPD","2018","Not Working","direct migration background","","","","","6"
"NPD","2018","Full Time","no migration background","11","","","","6"
"NPD","2018","Full Time","direct migration background","2","","","","6"
"NPD","2018","Part Time","direct migration background","","","","","6"
"NPD","2018","Not Working","no migration background","7","","","","6"
"NPD","2018","Part Time","indirect migration background","","","","","6"
"NPD","2018","Not Working","indirect migration background","1","","","","6"
"Other","2018","Full Time","no migration background","58","0.0209935322494572","0.0161213614188698","0.0258657030800446","8"
"Other","2018","Full Time","direct migration background","10","","","","8"
"Other","2018","Full Time","indirect migration background","2","","","","8"
"Other","2018","Part Time","no migration background","40","0.0187074756011557","0.0132177959603428","0.0241971552419687","8"
"Other","2018","Part Time","direct migration background","13","","","","8"
"Other","2018","Part Time","indirect migration background","4","","","","8"
"Other","2018","Not Working","no migration background","33","0.0093767530830453","0.00601799292656081","0.0127355132395298","8"
"Other","2018","Not Working","direct migration background","2","","","","8"
"Other","2018","Not Working","indirect migration background","4","","","","8"
"PDS/Linke","2018","Full Time","direct migration background","36","0.0570538928395635","0.035381451817001","0.078726333862126","5"
"PDS/Linke","2018","Full Time","indirect migration background","24","","","","5"
"PDS/Linke","2018","Part Time","no migration background","235","0.104442075623368","0.0920505508362268","0.116833600410509","5"
"PDS/Linke","2018","Part Time","direct migration background","33","0.116955637497757","0.0854622093954983","0.148449065600015","5"
"PDS/Linke","2018","Part Time","indirect migration background","26","","","","5"
"PDS/Linke","2018","Not Working","no migration background","272","0.0645190104797026","0.0559573140069297","0.0730807069524755","5"
"PDS/Linke","2018","Full Time","no migration background","281","0.0746246707578274","0.0656939370279365","0.0835554044877183","5"
"PDS/Linke","2018","Not Working","direct migration background","51","0.0651399506439578","0.0488725197101285","0.0814073815777871","5"
"PDS/Linke","2018","Not Working","indirect migration background","19","","","","5"
"SPD","2018","Full Time","no migration background","731","0.233684013996251","0.219302473343797","0.248065554648705","1"
"SPD","2018","Full Time","direct migration background","120","0.379931171633623","0.334579409524007","0.42528293374324","1"
"SPD","2018","Full Time","indirect migration background","82","0.379417030365252","0.316842090922085","0.441991969808419","1"
"SPD","2018","Part Time","no migration background","526","0.223433497580906","0.206556171907755","0.240310823254058","1"
