"party","year","education","sex","n","percent","lower_confidence","upper_confidence"
"PDS/Linke","2012","college entrance qualification","Male","102","0.041594378364914","0.032263830039217","0.050924926690611"
"PDS/Linke","2012","college entrance qualification","Female","77","0.0465981337727994","0.0358524727913667","0.0573437947542322"
"PDS/Linke","2012","Other degree","Male","","","",""
"PDS/Linke","2012","Other degree","Female","","","",""
"PDS/Linke","2012","no degree/no degree yet","Male","","","",""
"PDS/Linke","2012","no degree/no degree yet","Female","","","",""
"NPD Combination","2012","lower secondary degree","Male","","","",""
"NPD Combination","2012","lower secondary degree","Female","","","",""
"NPD Combination","2012","secondary school degree","Male","34","0.0420486665009109","0.0300287571477066","0.0540685758541151"
"NPD Combination","2012","secondary school degree","Female","","","",""
"NPD Combination","2012","college entrance qualification","Male","","","",""
"NPD Combination","2012","college entrance qualification","Female","","","",""
"NPD Combination","2012","Other degree","Male","","","",""
"NPD Combination","2012","Other degree","Female","","","",""
"NPD Combination","2012","no degree/no degree yet","Male","","","",""
"NPD Combination","2012","no degree/no degree yet","Female","","","",""
"AfD","2012","lower secondary degree","Male","","","",""
"AfD","2012","lower secondary degree","Female","","","",""
"AfD","2012","secondary school degree","Male","","","",""
"AfD","2012","secondary school degree","Female","","","",""
"AfD","2012","college entrance qualification","Male","","","",""
"AfD","2012","college entrance qualification","Female","","","",""
"AfD","2012","Other degree","Male","","","",""
"AfD","2012","Other degree","Female","","","",""
"AfD","2012","no degree/no degree yet","Male","","","",""
"AfD","2012","no degree/no degree yet","Female","","","",""
"Other","2012","lower secondary degree","Male","37","0.0250905612363173","0.0169701507313374","0.0332109717412973"
"Other","2012","lower secondary degree","Female","","","",""
"Other","2012","secondary school degree","Male","48","0.0387285396914257","0.0271729545791381","0.0502841248037132"
"Other","2012","secondary school degree","Female","30","0.0249913913297638","0.0162713507259762","0.0337114319335515"
"Other","2012","college entrance qualification","Male","57","0.0424473753976023","0.033025834929814","0.0518689158653905"
"Other","2012","college entrance qualification","Female","","","",""
"Other","2012","Other degree","Male","","","",""
"Other","2012","Other degree","Female","","","",""
"Other","2012","no degree/no degree yet","Male","","","",""
"Other","2012","no degree/no degree yet","Female","","","",""
"CDU/CSU","2013","lower secondary degree","Male","601","0.43401228333513","0.408022395723552","0.460002170946708"
"CDU/CSU","2013","lower secondary degree","Female","574","0.484160330400659","0.456094595607132","0.512226065194186"
"CDU/CSU","2013","secondary school degree","Male","486","0.438408338428105","0.409059112647073","0.467757564209137"
"CDU/CSU","2013","secondary school degree","Female","561","0.457583863257519","0.430086427337436","0.485081299177602"
"CDU/CSU","2013","college entrance qualification","Male","717","0.391747616844411","0.369449597497297","0.414045636191526"
"CDU/CSU","2013","college entrance qualification","Female","488","0.296166010003934","0.273531488006131","0.318800532001736"
"CDU/CSU","2013","Other degree","Male","200","0.370739705103674","0.326456432769564","0.415022977437785"
"CDU/CSU","2013","Other degree","Female","222","0.482200170747657","0.435510975951561","0.528889365543753"
"CDU/CSU","2013","no degree/no degree yet","Male","32","0.254220648271189","0.181041184094861","0.327400112447516"
"CDU/CSU","2013","no degree/no degree yet","Female","","","",""
"SPD","2013","lower secondary degree","Male","586","0.420090399922744","0.394208186406916","0.445972613438572"
"SPD","2013","lower secondary degree","Female","480","0.395602110245129","0.368141181811309","0.42306303867895"
"SPD","2013","secondary school degree","Male","327","0.286112909861883","0.259380973888667","0.3128448458351"
"SPD","2013","secondary school degree","Female","375","0.30716045187241","0.28169862671778","0.332622277027041"
"SPD","2013","college entrance qualification","Male","510","0.268626775322216","0.248379556590869","0.288873994053563"
"SPD","2013","college entrance qualification","Female","412","0.276025472000983","0.253863682483684","0.298187261518282"
"SPD","2013","Other degree","Male","161","0.378759825174504","0.33428628398979","0.423233366359218"
"SPD","2013","Other degree","Female","118","0.296649163526392","0.253968680976317","0.339329646076468"
"SPD","2013","no degree/no degree yet","Male","51","0.335142187174858","0.255808511773988","0.414475862575729"
"SPD","2013","no degree/no degree yet","Female","46","0.409269218344163","0.315220521279625","0.503317915408701"
"FDP","2013","lower secondary degree","Male","","","",""
"FDP","2013","lower secondary degree","Female","","","",""
"FDP","2013","secondary school degree","Male","36","0.038937743859976","0.0274955823502221","0.0503799053697298"
"FDP","2013","secondary school degree","Female","31","0.020564813871248","0.0127315854628786","0.0283980422796175"
"FDP","2013","college entrance qualification","Male","97","0.0413972703738875","0.0322975849222655","0.0504969558255094"
"FDP","2013","college entrance qualification","Female","40","0.0261047679470174","0.0182000816318639","0.0340094542621709"
"FDP","2013","Other degree","Male","","","",""
"FDP","2013","Other degree","Female","","","",""
"FDP","2013","no degree/no degree yet","Male","","","",""
"FDP","2013","no degree/no degree yet","Female","","","",""
"Grüne","2013","lower secondary degree","Male","64","0.0494144185619819","0.0380493425676428","0.060779494556321"
"Grüne","2013","lower secondary degree","Female","71","0.0511681473582666","0.0387938963558653","0.0635423983606679"
"Grüne","2013","secondary school degree","Male","100","0.0954314447250801","0.078052899692752","0.112809989757408"
"Grüne","2013","secondary school degree","Female","190","0.131846547878369","0.113173157452666","0.150519938304072"
"Grüne","2013","college entrance qualification","Male","372","0.2248587039397","0.205788010466532","0.243929397412868"
"Grüne","2013","college entrance qualification","Female","528","0.347467282674145","0.323861048729589","0.3710735166187"
"Grüne","2013","Other degree","Male","47","0.114701158492621","0.0854852873017575","0.143917029683485"
"Grüne","2013","Other degree","Female","60","0.124555464164972","0.0937010387487679","0.155409889581176"
"Grüne","2013","no degree/no degree yet","Male","","","",""
"Grüne","2013","no degree/no degree yet","Female","","","",""
"PDS/Linke","2013","lower secondary degree","Male","81","0.052411436587998","0.0407252497602414","0.0640976234157545"
"PDS/Linke","2013","lower secondary degree","Female","55","0.0345484788268252","0.0242918616143452","0.0448050960393052"
"PDS/Linke","2013","secondary school degree","Male","92","0.0867220092566518","0.0700758869026301","0.103368131610673"
"PDS/Linke","2013","secondary school degree","Female","83","0.0579106022951692","0.045018740331498","0.0708024642588403"
"PDS/Linke","2013","college entrance qualification","Male","102","0.0394791476383855","0.0305838910641448","0.0483744042126262"
"PDS/Linke","2013","college entrance qualification","Female","83","0.0477124518494277","0.0371450427147991","0.0582798609840564"
"PDS/Linke","2013","Other degree","Male","","","",""
"PDS/Linke","2013","Other degree","Female","","","",""
"PDS/Linke","2013","no degree/no degree yet","Male","","","",""
"PDS/Linke","2013","no degree/no degree yet","Female","","","",""
"NPD Combination","2013","lower secondary degree","Male","","","",""
"NPD Combination","2013","lower secondary degree","Female","","","",""
"NPD Combination","2013","secondary school degree","Male","","","",""
"NPD Combination","2013","secondary school degree","Female","","","",""
"NPD Combination","2013","college entrance qualification","Male","","","",""
"NPD Combination","2013","college entrance qualification","Female","","","",""
"NPD Combination","2013","Other degree","Male","","","",""
"NPD Combination","2013","Other degree","Female","","","",""
"NPD Combination","2013","no degree/no degree yet","Male","","","",""
"NPD Combination","2013","no degree/no degree yet","Female","","","",""
"AfD","2013","lower secondary degree","Male","","","",""
"AfD","2013","lower secondary degree","Female","","","",""
"AfD","2013","secondary school degree","Male","","","",""
"AfD","2013","secondary school degree","Female","","","",""
"AfD","2013","college entrance qualification","Male","","","",""
"AfD","2013","college entrance qualification","Female","","","",""
"AfD","2013","Other degree","Male","","","",""
"AfD","2013","Other degree","Female","","","",""
"AfD","2013","no degree/no degree yet","Male","","","",""
"AfD","2013","no degree/no degree yet","Female","","","",""
"Other","2013","lower secondary degree","Male","","","",""
"Other","2013","lower secondary degree","Female","","","",""
"Other","2013","secondary school degree","Male","35","0.0297883484794163","0.0197328552759564","0.0398438416828763"
"Other","2013","secondary school degree","Female","","","",""
"Other","2013","college entrance qualification","Male","40","0.0318946301790183","0.0238678513467344","0.0399214090113021"
"Other","2013","college entrance qualification","Female","","","",""
"Other","2013","Other degree","Male","","","",""
"Other","2013","Other degree","Female","","","",""
"Other","2013","no degree/no degree yet","Male","","","",""
"Other","2013","no degree/no degree yet","Female","","","",""
"CDU/CSU","2014","lower secondary degree","Male","677","0.425344944177415","0.400928519760565","0.449761368594265"
"CDU/CSU","2014","lower secondary degree","Female","638","0.496729209327981","0.470107302734343","0.52335111592162"
"CDU/CSU","2014","secondary school degree","Male","638","0.418478788716054","0.392856813805784","0.444100763626325"
"CDU/CSU","2014","secondary school degree","Female","738","0.44952452332007","0.426056669301961","0.472992377338179"
"CDU/CSU","2014","college entrance qualification","Male","863","0.388786097531818","0.368503600771749","0.409068594291887"
"CDU/CSU","2014","college entrance qualification","Female","688","0.300053963052262","0.280964608433664","0.31914331767086"
"CDU/CSU","2014","Other degree","Male","181","0.371609993627689","0.326457672585088","0.416762314670291"
"CDU/CSU","2014","Other degree","Female","212","0.494480974658005","0.447658476462632","0.541303472853377"
"CDU/CSU","2014","no degree/no degree yet","Male","35","0.239638101305123","0.167363816953168","0.311912385657079"
"CDU/CSU","2014","no degree/no degree yet","Female","33","0.294589646536826","0.213699088746283","0.37548020432737"
"SPD","2014","lower secondary degree","Male","622","0.415139688673457","0.390804707468397","0.439474669878516"
"SPD","2014","lower secondary degree","Female","508","0.366294329161951","0.340641377799927","0.391947280523976"
"SPD","2014","secondary school degree","Male","378","0.277988646335521","0.254719597064531","0.301257695606512"
"SPD","2014","secondary school degree","Female","507","0.310145706015643","0.288323971509403","0.331967440521883"
"SPD","2014","college entrance qualification","Male","563","0.271317195748632","0.252816955843066","0.289817435654198"
"SPD","2014","college entrance qualification","Female","560","0.253473249630925","0.235353673405408","0.271592825856442"
"SPD","2014","Other degree","Male","152","0.352897776818205","0.308246625666156","0.397548927970254"
"SPD","2014","Other degree","Female","113","0.298604748075902","0.255745869716628","0.341463626435177"
"SPD","2014","no degree/no degree yet","Male","46","0.33071558415309","0.251057771211435","0.410373397094744"
"SPD","2014","no degree/no degree yet","Female","46","0.365852424812781","0.28038191141134","0.451322938214223"
"FDP","2014","lower secondary degree","Male","","","",""
"FDP","2014","lower secondary degree","Female","","","",""
"FDP","2014","secondary school degree","Male","41","0.02845385285958","0.0198181964616786","0.0370895092574814"
"FDP","2014","secondary school degree","Female","","","",""
"FDP","2014","college entrance qualification","Male","113","0.0465193899267641","0.0377566004498196","0.0552821794037087"
"FDP","2014","college entrance qualification","Female","64","0.0301398817058915","0.0230181664583348","0.0372615969534483"
"FDP","2014","Other degree","Male","","","",""
"FDP","2014","Other degree","Female","","","",""
"FDP","2014","no degree/no degree yet","Male","","","",""
"FDP","2014","no degree/no degree yet","Female","","","",""
"Grüne","2014","lower secondary degree","Male","58","0.039407111986394","0.0297984083300018","0.0490158156427861"
"Grüne","2014","lower secondary degree","Female","58","0.0420288801948534","0.0313450110265267","0.0527127493631801"
"Grüne","2014","secondary school degree","Male","104","0.075732164378672","0.0619907258073522","0.0894736029499918"
"Grüne","2014","secondary school degree","Female","227","0.112163120466743","0.0972757043498649","0.127050536583622"
"Grüne","2014","college entrance qualification","Male","435","0.188147193876212","0.171885830274734","0.204408557477691"
"Grüne","2014","college entrance qualification","Female","696","0.324979435102221","0.305469953731784","0.344488916472658"
"Grüne","2014","Other degree","Male","44","0.150384906427649","0.116985789262903","0.183784023592395"
"Grüne","2014","Other degree","Female","52","0.0964888569840194","0.0688375048314391","0.1241402091366"
"Grüne","2014","no degree/no degree yet","Male","","","",""
"Grüne","2014","no degree/no degree yet","Female","","","",""
"PDS/Linke","2014","lower secondary degree","Male","111","0.0619702918569565","0.0500631403609034","0.0738774433530095"
"PDS/Linke","2014","lower secondary degree","Female","83","0.0539714950040073","0.0419401888359105","0.0660028011721041"
"PDS/Linke","2014","secondary school degree","Male","156","0.108585380580905","0.0924262254057831","0.124744535756027"
"PDS/Linke","2014","secondary school degree","Female","159","0.0777276679066786","0.0650964535837391","0.090358882229618"
"PDS/Linke","2014","college entrance qualification","Male","150","0.06397771805931","0.0537958630963479","0.0741595730222721"
"PDS/Linke","2014","college entrance qualification","Female","161","0.0699298476359715","0.0593068171602881","0.080552878111655"
"PDS/Linke","2014","Other degree","Male","43","0.0613189110894974","0.0389018846521033","0.0837359375268915"
"PDS/Linke","2014","Other degree","Female","41","0.0704976069975932","0.0465245466000689","0.0944706673951176"
"PDS/Linke","2014","no degree/no degree yet","Male","","","",""
"PDS/Linke","2014","no degree/no degree yet","Female","","","",""
"NPD Combination","2014","lower secondary degree","Male","","","",""
"NPD Combination","2014","lower secondary degree","Female","","","",""
"NPD Combination","2014","secondary school degree","Male","30","0.0296890646942349","0.0208735673824425","0.0385045620060273"
"NPD Combination","2014","secondary school degree","Female","","","",""
"NPD Combination","2014","college entrance qualification","Male","","","",""
"NPD Combination","2014","college entrance qualification","Female","","","",""
"NPD Combination","2014","Other degree","Male","","","",""
"NPD Combination","2014","Other degree","Female","","","",""
"NPD Combination","2014","no degree/no degree yet","Male","","","",""
"NPD Combination","2014","no degree/no degree yet","Female","","","",""
"AfD","2014","lower secondary degree","Male","34","0.0160224513570722","0.00982140629258973","0.0222234964215546"
"AfD","2014","lower secondary degree","Female","","","",""
"AfD","2014","secondary school degree","Male","48","0.0394425029283143","0.0293328321598788","0.0495521736967498"
"AfD","2014","secondary school degree","Female","","","",""
"AfD","2014","college entrance qualification","Male","50","0.0213777207481772","0.0153596444558033","0.027395797040551"
"AfD","2014","college entrance qualification","Female","","","",""
"AfD","2014","Other degree","Male","","","",""
"AfD","2014","Other degree","Female","","","",""
"AfD","2014","no degree/no degree yet","Male","","","",""
"AfD","2014","no degree/no degree yet","Female","","","",""
"Other","2014","lower secondary degree","Male","","","",""
"Other","2014","lower secondary degree","Female","","","",""
"Other","2014","secondary school degree","Male","","","",""
"Other","2014","secondary school degree","Female","","","",""
"Other","2014","college entrance qualification","Male","43","0.0188114430954282","0.0131587327271381","0.0244641534637183"
"Other","2014","college entrance qualification","Female","","","",""
"Other","2014","Other degree","Male","","","",""
"Other","2014","Other degree","Female","","","",""
"Other","2014","no degree/no degree yet","Male","","","",""
"Other","2014","no degree/no degree yet","Female","","","",""
"CDU/CSU","2015","lower secondary degree","Male","590","0.438672537315235","0.412424841103409","0.464920233527061"
"CDU/CSU","2015","lower secondary degree","Female","547","0.504417593255911","0.475558246898733","0.533276939613089"
"CDU/CSU","2015","secondary school degree","Male","544","0.443472272348274","0.415595350681861","0.471349194014687"
"CDU/CSU","2015","secondary school degree","Female","584","0.417774740722848","0.392077500657573","0.443471980788124"
"CDU/CSU","2015","college entrance qualification","Male","770","0.394790474377349","0.373281808792232","0.416299139962467"
"CDU/CSU","2015","college entrance qualification","Female","592","0.318209254531395","0.297265562430916","0.339152946631873"
"CDU/CSU","2015","Other degree","Male","182","0.364828529165241","0.318346040638837","0.411311017691644"
"CDU/CSU","2015","Other degree","Female","196","0.520970212162227","0.472257185451009","0.569683238873446"
"CDU/CSU","2015","no degree/no degree yet","Male","34","0.345034885636483","0.254107641253199","0.435962130019767"
"CDU/CSU","2015","no degree/no degree yet","Female","32","0.326062319553841","0.23596920567549","0.416155433432193"
"SPD","2015","lower secondary degree","Male","522","0.383621234940974","0.357900227436009","0.409342242445938"
"SPD","2015","lower secondary degree","Female","449","0.384171268613631","0.356095875129364","0.412246662097897"
"SPD","2015","secondary school degree","Male","318","0.260714418699826","0.236079177494949","0.285349659904704"
"SPD","2015","secondary school degree","Female","417","0.304244733104722","0.280272435711952","0.328217030497492"
"SPD","2015","college entrance qualification","Male","493","0.244746530595988","0.225828239935369","0.263664821256607"
"SPD","2015","college entrance qualification","Female","443","0.236302460091141","0.217201020125611","0.25540390005667"
"SPD","2015","Other degree","Male","122","0.406487110512158","0.359058767731358","0.453915453292958"
"SPD","2015","Other degree","Female","89","0.227854551656573","0.186953373258515","0.268755730054632"
"SPD","2015","no degree/no degree yet","Male","37","0.339884577584478","0.249284387148403","0.430484768020553"
"SPD","2015","no degree/no degree yet","Female","34","0.296784178787041","0.208983856378184","0.384584501195898"
"FDP","2015","lower secondary degree","Male","","","",""
"FDP","2015","lower secondary degree","Female","","","",""
"FDP","2015","secondary school degree","Male","34","0.0284303359581136","0.019104320207615","0.0377563517086122"
"FDP","2015","secondary school degree","Female","","","",""
"FDP","2015","college entrance qualification","Male","109","0.0460935615244562","0.0368667790880594","0.055320343960853"
"FDP","2015","college entrance qualification","Female","53","0.0216954550440743","0.0151446796678495","0.0282462304202992"
"FDP","2015","Other degree","Male","","","",""
"FDP","2015","Other degree","Female","","","",""
"FDP","2015","no degree/no degree yet","Male","","","",""
"FDP","2015","no degree/no degree yet","Female","","","",""
"Grüne","2015","lower secondary degree","Male","61","0.0455151614596638","0.0344902430695047","0.0565400798498229"
"Grüne","2015","lower secondary degree","Female","43","0.0276040787885995","0.0181473348276546","0.0370608227495445"
"Grüne","2015","secondary school degree","Male","84","0.0722052275572647","0.0576814878547266","0.0867289672598028"
"Grüne","2015","secondary school degree","Female","183","0.122315189549889","0.105243387806499","0.13938699129328"
"Grüne","2015","college entrance qualification","Male","372","0.196601000665317","0.17911317712792","0.214088824202714"
"Grüne","2015","college entrance qualification","Female","617","0.31826238860214","0.297317764190126","0.339207013014154"
"Grüne","2015","Other degree","Male","33","0.0991336896762084","0.0702774131414969","0.12798996621092"
"Grüne","2015","Other degree","Female","51","0.146266991792761","0.111808869359725","0.180725114225796"
"Grüne","2015","no degree/no degree yet","Male","","","",""
"Grüne","2015","no degree/no degree yet","Female","","","",""
"PDS/Linke","2015","lower secondary degree","Male","84","0.0543762333453604","0.04238188736109","0.0663705793296307"
"PDS/Linke","2015","lower secondary degree","Female","62","0.0450934626192236","0.0331158389633282","0.0570710862751191"
"PDS/Linke","2015","secondary school degree","Male","126","0.0989801642098596","0.0822226561606862","0.115737672259033"
"PDS/Linke","2015","secondary school degree","Female","141","0.0823325444449581","0.0680107213574688","0.0966543675324474"
"PDS/Linke","2015","college entrance qualification","Male","144","0.0651919491074946","0.0543293072256874","0.0760545909893018"
"PDS/Linke","2015","college entrance qualification","Female","144","0.0751292224963711","0.063276550490204","0.0869818945025381"
"PDS/Linke","2015","Other degree","Male","50","0.069257398486032","0.0447415252879","0.093773271684164"
"PDS/Linke","2015","Other degree","Female","50","0.0569713896265361","0.0343693178741318","0.0795734613789403"
"PDS/Linke","2015","no degree/no degree yet","Male","","","",""
"PDS/Linke","2015","no degree/no degree yet","Female","","","",""
"NPD Combination","2015","lower secondary degree","Male","","","",""
"NPD Combination","2015","lower secondary degree","Female","","","",""
"NPD Combination","2015","secondary school degree","Male","","","",""
"NPD Combination","2015","secondary school degree","Female","","","",""
"NPD Combination","2015","college entrance qualification","Male","","","",""
"NPD Combination","2015","college entrance qualification","Female","","","",""
"NPD Combination","2015","Other degree","Male","","","",""
"NPD Combination","2015","Other degree","Female","","","",""
"NPD Combination","2015","no degree/no degree yet","Male","","","",""
"NPD Combination","2015","no degree/no degree yet","Female","","","",""
"AfD","2015","lower secondary degree","Male","50","0.0429519166783764","0.0322275667678551","0.0536762665888977"
"AfD","2015","lower secondary degree","Female","","","",""
"AfD","2015","secondary school degree","Male","61","0.0442930542058761","0.0327479366127431","0.0558381717990091"
"AfD","2015","secondary school degree","Female","43","0.0379403587002907","0.0279858097741333","0.0478949076264481"
"AfD","2015","college entrance qualification","Male","53","0.0269790340575896","0.0198496574895128","0.0341084106256664"
"AfD","2015","college entrance qualification","Female","","","",""
"AfD","2015","Other degree","Male","","","",""
"AfD","2015","Other degree","Female","","","",""
"AfD","2015","no degree/no degree yet","Male","","","",""
"AfD","2015","no degree/no degree yet","Female","","","",""
"Other","2015","lower secondary degree","Male","","","",""
"Other","2015","lower secondary degree","Female","","","",""
"Other","2015","secondary school degree","Male","","","",""
"Other","2015","secondary school degree","Female","","","",""
"Other","2015","college entrance qualification","Male","37","0.0227832769438053","0.0162175805433272","0.0293489733442834"
"Other","2015","college entrance qualification","Female","","","",""
"Other","2015","Other degree","Male","","","",""
"Other","2015","Other degree","Female","","","",""
"Other","2015","no degree/no degree yet","Male","","","",""
"Other","2015","no degree/no degree yet","Female","","","",""
"CDU/CSU","2016","lower secondary degree","Male","510","0.420012591157076","0.392396243119387","0.447628939194766"
"CDU/CSU","2016","lower secondary degree","Female","499","0.500368683103128","0.470168902234778","0.530568463971478"
"CDU/CSU","2016","secondary school degree","Male","455","0.412682060972979","0.383495532726069","0.441868589219889"
"CDU/CSU","2016","secondary school degree","Female","536","0.432788971528748","0.405550311347088","0.460027631710408"
"CDU/CSU","2016","college entrance qualification","Male","696","0.355536254849344","0.333984398884232","0.377088110814456"
"CDU/CSU","2016","college entrance qualification","Female","542","0.304151961672142","0.282780186126194","0.32552373721809"
"CDU/CSU","2016","Other degree","Male","143","0.36666432301444","0.317760255872052","0.415568390156827"
"CDU/CSU","2016","Other degree","Female","158","0.429047444366502","0.376896435783218","0.481198452949786"
"CDU/CSU","2016","no degree/no degree yet","Male","","","",""
"CDU/CSU","2016","no degree/no degree yet","Female","","","",""
"SPD","2016","lower secondary degree","Male","431","0.34881349149225","0.322146431135219","0.375480551849281"
"SPD","2016","lower secondary degree","Female","366","0.348100337014959","0.319327909438814","0.376872764591105"
"SPD","2016","secondary school degree","Male","267","0.253350401209892","0.227565989549946","0.279134812869838"
"SPD","2016","secondary school degree","Female","321","0.258060157654133","0.234004338976332","0.282115976331934"
"SPD","2016","college entrance qualification","Male","423","0.222430491833068","0.203705990702287","0.241154992963848"
"SPD","2016","college entrance qualification","Female","404","0.234190334221735","0.21451677237827","0.2538638960652"
"SPD","2016","Other degree","Male","104","0.361019991398762","0.312278037306718","0.409761945490807"
"SPD","2016","Other degree","Female","72","0.256627281809145","0.210605358666566","0.302649204951723"
"SPD","2016","no degree/no degree yet","Male","","","",""
"SPD","2016","no degree/no degree yet","Female","","","",""
"FDP","2016","lower secondary degree","Male","","","",""
"FDP","2016","lower secondary degree","Female","","","",""
"FDP","2016","secondary school degree","Male","37","0.0335489422164605","0.0228739551205077","0.0442239293124132"
"FDP","2016","secondary school degree","Female","","","",""
"FDP","2016","college entrance qualification","Male","113","0.054906715184783","0.0446503481558981","0.0651630822136679"
"FDP","2016","college entrance qualification","Female","54","0.0279876336971541","0.0203253703278796","0.0356498970664287"
"FDP","2016","Other degree","Male","","","",""
"FDP","2016","Other degree","Female","","","",""
"FDP","2016","no degree/no degree yet","Male","","","",""
"FDP","2016","no degree/no degree yet","Female","","","",""
"Grüne","2016","lower secondary degree","Male","45","0.0458634530482115","0.0341586408459118","0.0575682652505112"
"Grüne","2016","lower secondary degree","Female","55","0.0419147289546703","0.0298109964165566","0.054018461492784"
"Grüne","2016","secondary school degree","Male","85","0.0793787447939684","0.0633525424248565","0.0954049471630802"
"Grüne","2016","secondary school degree","Female","185","0.145864742861268","0.126459735774777","0.165269749947758"
"Grüne","2016","college entrance qualification","Male","399","0.219459808284845","0.200825270839455","0.238094345730235"
"Grüne","2016","college entrance qualification","Female","588","0.326731899180617","0.30494337185189","0.348520426509344"
"Grüne","2016","Other degree","Male","48","0.117128665477458","0.0844943895857443","0.149762941369172"
"Grüne","2016","Other degree","Female","52","0.15029187623037","0.112637740832668","0.187946011628071"
"Grüne","2016","no degree/no degree yet","Male","","","",""
"Grüne","2016","no degree/no degree yet","Female","","","",""
"PDS/Linke","2016","lower secondary degree","Male","59","0.0381363750864739","0.0274198924295112","0.0488528577434366"
"PDS/Linke","2016","lower secondary degree","Female","56","0.0446371513975183","0.0321642837040759","0.0571100190909606"
"PDS/Linke","2016","secondary school degree","Male","95","0.0805034319416257","0.0643739557452274","0.096632908138024"
"PDS/Linke","2016","secondary school degree","Female","107","0.0652491981909257","0.0516719790241058","0.0788264173577456"
"PDS/Linke","2016","college entrance qualification","Male","153","0.0844451593960336","0.0719260612171447","0.0969642575749224"
"PDS/Linke","2016","college entrance qualification","Female","143","0.0729351676711559","0.0608553150418254","0.0850150203004863"
"PDS/Linke","2016","Other degree","Male","34","0.0339136662118442","0.0155445181330478","0.0522828142906406"
"PDS/Linke","2016","Other degree","Female","32","0.0876757174812319","0.0578751644950928","0.117476270467371"
"PDS/Linke","2016","no degree/no degree yet","Male","","","",""
"PDS/Linke","2016","no degree/no degree yet","Female","","","",""
"NPD Combination","2016","lower secondary degree","Male","","","",""
"NPD Combination","2016","lower secondary degree","Female","","","",""
"NPD Combination","2016","secondary school degree","Male","","","",""
"NPD Combination","2016","secondary school degree","Female","","","",""
"NPD Combination","2016","college entrance qualification","Male","","","",""
"NPD Combination","2016","college entrance qualification","Female","","","",""
"NPD Combination","2016","Other degree","Male","","","",""
"NPD Combination","2016","Other degree","Female","","","",""
"NPD Combination","2016","no degree/no degree yet","Male","","","",""
"NPD Combination","2016","no degree/no degree yet","Female","","","",""
"AfD","2016","lower secondary degree","Male","113","0.0956157959227262","0.0791619617468427","0.11206963009861"
"AfD","2016","lower secondary degree","Female","47","0.0348987061858566","0.0238139787770467","0.0459834335946664"
"AfD","2016","secondary school degree","Male","107","0.0905389112956419","0.0735272116912552","0.107550610900029"
"AfD","2016","secondary school degree","Female","70","0.0553291665645051","0.0427604007805302","0.06789793234848"
"AfD","2016","college entrance qualification","Male","81","0.0408716019477195","0.0319571902208069","0.0497860136746322"
"AfD","2016","college entrance qualification","Female","34","0.0228487616484578","0.0159073097763242","0.0297902135205914"
"AfD","2016","Other degree","Male","","","",""
"AfD","2016","Other degree","Female","","","",""
"AfD","2016","no degree/no degree yet","Male","","","",""
"AfD","2016","no degree/no degree yet","Female","","","",""
"Other","2016","lower secondary degree","Male","","","",""
"Other","2016","lower secondary degree","Female","","","",""
"Other","2016","secondary school degree","Male","35","0.0308460091130326","0.0205957723831712","0.041096245842894"
"Other","2016","secondary school degree","Female","","","",""
"Other","2016","college entrance qualification","Male","","","",""
"Other","2016","college entrance qualification","Female","","","",""
"Other","2016","Other degree","Male","","","",""
"Other","2016","Other degree","Female","","","",""
"Other","2016","no degree/no degree yet","Male","","","",""
"Other","2016","no degree/no degree yet","Female","","","",""
"CDU/CSU","2017","lower secondary degree","Male","480","0.372734539043263","0.34600410821605","0.399464969870477"
"CDU/CSU","2017","lower secondary degree","Female","470","0.449066227540702","0.419564892688713","0.478567562392691"
"CDU/CSU","2017","secondary school degree","Male","519","0.391890054146078","0.364999211449215","0.418780896842942"
"CDU/CSU","2017","secondary school degree","Female","604","0.421136399835851","0.395879236431451","0.446393563240251"
"CDU/CSU","2017","college entrance qualification","Male","766","0.362244153683977","0.341774380526974","0.382713926840981"
"CDU/CSU","2017","college entrance qualification","Female","656","0.301076212957185","0.281276591208121","0.320875834706249"
"CDU/CSU","2017","Other degree","Male","301","0.363007231272622","0.324753074372741","0.401261388172504"
"CDU/CSU","2017","Other degree","Female","230","0.432133870457556","0.385257758633966","0.479009982281145"
"CDU/CSU","2017","no degree/no degree yet","Male","95","0.280758385634048","0.216862180985937","0.344654590282159"
"CDU/CSU","2017","no degree/no degree yet","Female","65","0.258179088213201","0.185426113034547","0.330932063391855"
"SPD","2017","lower secondary degree","Male","491","0.423406920273635","0.39609236455179","0.450721475995479"
"SPD","2017","lower secondary degree","Female","433","0.399238394341965","0.370191212289917","0.428285576394014"
"SPD","2017","secondary school degree","Male","341","0.266976034206613","0.242607665121764","0.291344403291462"
"SPD","2017","secondary school degree","Female","465","0.334267183444628","0.310135816869091","0.358398550020165"
"SPD","2017","college entrance qualification","Male","533","0.24568937116235","0.227355532249926","0.264023210074775"
"SPD","2017","college entrance qualification","Female","556","0.28464636428879","0.265169592507484","0.304123136070096"
"SPD","2017","Other degree","Male","153","0.395573052907928","0.356674002094278","0.434472103721578"
"SPD","2017","Other degree","Female","84","0.256419124962904","0.21509927295137","0.297738976974439"
"SPD","2017","no degree/no degree yet","Male","48","0.371274549674086","0.302575710161722","0.43997338918645"
"SPD","2017","no degree/no degree yet","Female","37","0.464704061864218","0.381790437601086","0.54761768612735"
"FDP","2017","lower secondary degree","Male","","","",""
