"party","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Other","1989","Schleswig-Holstein","college entrance qualification","","","",""
"Other","1989","Schleswig-Holstein","Other degree","","","",""
"Other","1989","Schleswig-Holstein","no degree/no degree yet","","","",""
"Other","1989","Hamburg","lower secondary degree","","","",""
"Other","1989","Hamburg","secondary school degree","","","",""
"Other","1989","Hamburg","college entrance qualification","","","",""
"Other","1989","Hamburg","Other degree","","","",""
"Other","1989","Hamburg","no degree/no degree yet","","","",""
"Other","1989","Lower Saxony","lower secondary degree","","","",""
"Other","1989","Lower Saxony","secondary school degree","","","",""
"Other","1989","Lower Saxony","college entrance qualification","","","",""
"Other","1989","Lower Saxony","Other degree","","","",""
"Other","1989","Lower Saxony","no degree/no degree yet","","","",""
"Other","1989","Bremen","lower secondary degree","","","",""
"Other","1989","Bremen","secondary school degree","","","",""
"Other","1989","Bremen","college entrance qualification","","","",""
"Other","1989","Bremen","Other degree","","","",""
"Other","1989","Bremen","no degree/no degree yet","","","",""
"Other","1989","North Rhine-Westphalia","lower secondary degree","","","",""
"Other","1989","North Rhine-Westphalia","secondary school degree","","","",""
"Other","1989","North Rhine-Westphalia","college entrance qualification","","","",""
"Other","1989","North Rhine-Westphalia","Other degree","","","",""
"Other","1989","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Other","1989","Hesse","lower secondary degree","","","",""
"Other","1989","Hesse","secondary school degree","","","",""
"Other","1989","Hesse","college entrance qualification","","","",""
"Other","1989","Hesse","Other degree","","","",""
"Other","1989","Hesse","no degree/no degree yet","","","",""
"Other","1989","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Other","1989","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Other","1989","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Other","1989","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Other","1989","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Other","1989","Baden-Württemberg","lower secondary degree","","","",""
"Other","1989","Baden-Württemberg","secondary school degree","","","",""
"Other","1989","Baden-Württemberg","college entrance qualification","","","",""
"Other","1989","Baden-Württemberg","Other degree","","","",""
"Other","1989","Baden-Württemberg","no degree/no degree yet","","","",""
"Other","1989","Bavaria","lower secondary degree","35","0.0951820841183532","0.0670489477897627","0.123315220446944"
"Other","1989","Bavaria","secondary school degree","","","",""
"Other","1989","Bavaria","college entrance qualification","","","",""
"Other","1989","Bavaria","Other degree","","","",""
"Other","1989","Bavaria","no degree/no degree yet","","","",""
"Other","1989","Berlin","lower secondary degree","","","",""
"Other","1989","Berlin","secondary school degree","","","",""
"Other","1989","Berlin","college entrance qualification","","","",""
"Other","1989","Berlin","Other degree","","","",""
"Other","1989","Berlin","no degree/no degree yet","","","",""
"Other","1989","Brandenburg","lower secondary degree","","","",""
"Other","1989","Brandenburg","secondary school degree","","","",""
"Other","1989","Brandenburg","college entrance qualification","","","",""
"Other","1989","Brandenburg","Other degree","","","",""
"Other","1989","Brandenburg","no degree/no degree yet","","","",""
"Other","1989","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Other","1989","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Other","1989","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Other","1989","Mecklenburg-Western Pomerania","Other degree","","","",""
"Other","1989","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Other","1989","Saxony","lower secondary degree","","","",""
"Other","1989","Saxony","secondary school degree","","","",""
"Other","1989","Saxony","college entrance qualification","","","",""
"Other","1989","Saxony","Other degree","","","",""
"Other","1989","Saxony","no degree/no degree yet","","","",""
"Other","1989","Saxony-Anhalt","lower secondary degree","","","",""
"Other","1989","Saxony-Anhalt","secondary school degree","","","",""
"Other","1989","Saxony-Anhalt","college entrance qualification","","","",""
"Other","1989","Saxony-Anhalt","Other degree","","","",""
"Other","1989","Saxony-Anhalt","no degree/no degree yet","","","",""
"Other","1989","Thuringia","lower secondary degree","","","",""
"Other","1989","Thuringia","secondary school degree","","","",""
"Other","1989","Thuringia","college entrance qualification","","","",""
"Other","1989","Thuringia","Other degree","","","",""
"Other","1989","Thuringia","no degree/no degree yet","","","",""
"CDU/CSU","1990","Schleswig-Holstein","lower secondary degree","35","0.36390208603945","0.270987534106559","0.456816637972341"
"CDU/CSU","1990","Schleswig-Holstein","secondary school degree","","","",""
"CDU/CSU","1990","Schleswig-Holstein","college entrance qualification","","","",""
"CDU/CSU","1990","Schleswig-Holstein","Other degree","","","",""
"CDU/CSU","1990","Schleswig-Holstein","no degree/no degree yet","","","",""
"CDU/CSU","1990","Hamburg","lower secondary degree","","","",""
"CDU/CSU","1990","Hamburg","secondary school degree","","","",""
"CDU/CSU","1990","Hamburg","college entrance qualification","","","",""
"CDU/CSU","1990","Hamburg","Other degree","","","",""
"CDU/CSU","1990","Hamburg","no degree/no degree yet","","","",""
"CDU/CSU","1990","Lower Saxony","lower secondary degree","123","0.404614609661942","0.350065487837664","0.45916373148622"
"CDU/CSU","1990","Lower Saxony","secondary school degree","59","0.502906666761463","0.415255893813561","0.590557439709365"
"CDU/CSU","1990","Lower Saxony","college entrance qualification","32","0.345911204578673","0.249237739255524","0.442584669901821"
"CDU/CSU","1990","Lower Saxony","Other degree","","","",""
"CDU/CSU","1990","Lower Saxony","no degree/no degree yet","","","",""
"CDU/CSU","1990","Bremen","lower secondary degree","","","",""
"CDU/CSU","1990","Bremen","secondary school degree","","","",""
"CDU/CSU","1990","Bremen","college entrance qualification","","","",""
"CDU/CSU","1990","Bremen","Other degree","","","",""
"CDU/CSU","1990","Bremen","no degree/no degree yet","","","",""
"CDU/CSU","1990","North Rhine-Westphalia","lower secondary degree","272","0.372557861447902","0.338070630740418","0.407045092155387"
"CDU/CSU","1990","North Rhine-Westphalia","secondary school degree","119","0.459867697769127","0.401698903122093","0.518036492416161"
"CDU/CSU","1990","North Rhine-Westphalia","college entrance qualification","101","0.407788464033585","0.34770742582289","0.46786950224428"
"CDU/CSU","1990","North Rhine-Westphalia","Other degree","","","",""
"CDU/CSU","1990","North Rhine-Westphalia","no degree/no degree yet","","","",""
"CDU/CSU","1990","Hesse","lower secondary degree","67","0.282880599744141","0.225779238912313","0.339981960575968"
"CDU/CSU","1990","Hesse","secondary school degree","32","0.47197358805609","0.367671398318539","0.57627577779364"
"CDU/CSU","1990","Hesse","college entrance qualification","","","",""
"CDU/CSU","1990","Hesse","Other degree","","","",""
"CDU/CSU","1990","Hesse","no degree/no degree yet","","","",""
"CDU/CSU","1990","Rhineland-Palatinate,Saarland","lower secondary degree","77","0.393870322376658","0.328098547117393","0.459642097635924"
"CDU/CSU","1990","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"CDU/CSU","1990","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"CDU/CSU","1990","Rhineland-Palatinate,Saarland","Other degree","","","",""
"CDU/CSU","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"CDU/CSU","1990","Baden-Württemberg","lower secondary degree","176","0.484986618591359","0.436492156755569","0.533481080427149"
"CDU/CSU","1990","Baden-Württemberg","secondary school degree","63","0.452815718662156","0.372348872963986","0.533282564360325"
"CDU/CSU","1990","Baden-Württemberg","college entrance qualification","38","0.364116525408524","0.276172136588737","0.452060914228311"
"CDU/CSU","1990","Baden-Württemberg","Other degree","","","",""
"CDU/CSU","1990","Baden-Württemberg","no degree/no degree yet","","","",""
"CDU/CSU","1990","Bavaria","lower secondary degree","224","0.519708050899725","0.472375644773291","0.567040457026158"
"CDU/CSU","1990","Bavaria","secondary school degree","74","0.463242343599835","0.385977603381686","0.540507083817985"
"CDU/CSU","1990","Bavaria","college entrance qualification","49","0.414776243404436","0.329089400587","0.500463086221871"
"CDU/CSU","1990","Bavaria","Other degree","","","",""
"CDU/CSU","1990","Bavaria","no degree/no degree yet","","","",""
"CDU/CSU","1990","Berlin","lower secondary degree","","","",""
"CDU/CSU","1990","Berlin","secondary school degree","","","",""
"CDU/CSU","1990","Berlin","college entrance qualification","","","",""
"CDU/CSU","1990","Berlin","Other degree","","","",""
"CDU/CSU","1990","Berlin","no degree/no degree yet","","","",""
"CDU/CSU","1990","Brandenburg","lower secondary degree","","","",""
"CDU/CSU","1990","Brandenburg","secondary school degree","","","",""
"CDU/CSU","1990","Brandenburg","college entrance qualification","","","",""
"CDU/CSU","1990","Brandenburg","Other degree","","","",""
"CDU/CSU","1990","Brandenburg","no degree/no degree yet","","","",""
"CDU/CSU","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"CDU/CSU","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"CDU/CSU","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"CDU/CSU","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"CDU/CSU","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"CDU/CSU","1990","Saxony","lower secondary degree","","","",""
"CDU/CSU","1990","Saxony","secondary school degree","","","",""
"CDU/CSU","1990","Saxony","college entrance qualification","","","",""
"CDU/CSU","1990","Saxony","Other degree","","","",""
"CDU/CSU","1990","Saxony","no degree/no degree yet","","","",""
"CDU/CSU","1990","Saxony-Anhalt","lower secondary degree","","","",""
"CDU/CSU","1990","Saxony-Anhalt","secondary school degree","","","",""
"CDU/CSU","1990","Saxony-Anhalt","college entrance qualification","","","",""
"CDU/CSU","1990","Saxony-Anhalt","Other degree","","","",""
"CDU/CSU","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"CDU/CSU","1990","Thuringia","lower secondary degree","","","",""
"CDU/CSU","1990","Thuringia","secondary school degree","","","",""
"CDU/CSU","1990","Thuringia","college entrance qualification","","","",""
"CDU/CSU","1990","Thuringia","Other degree","","","",""
"CDU/CSU","1990","Thuringia","no degree/no degree yet","","","",""
"SPD","1990","Schleswig-Holstein","lower secondary degree","63","0.608316538231131","0.514049055992952","0.70258402046931"
"SPD","1990","Schleswig-Holstein","secondary school degree","","","",""
"SPD","1990","Schleswig-Holstein","college entrance qualification","","","",""
"SPD","1990","Schleswig-Holstein","Other degree","","","",""
"SPD","1990","Schleswig-Holstein","no degree/no degree yet","","","",""
"SPD","1990","Hamburg","lower secondary degree","","","",""
"SPD","1990","Hamburg","secondary school degree","","","",""
"SPD","1990","Hamburg","college entrance qualification","","","",""
"SPD","1990","Hamburg","Other degree","","","",""
"SPD","1990","Hamburg","no degree/no degree yet","","","",""
"SPD","1990","Lower Saxony","lower secondary degree","171","0.543485357112825","0.488126237296967","0.598844476928683"
"SPD","1990","Lower Saxony","secondary school degree","55","0.395103426472653","0.309401803833375","0.480805049111931"
"SPD","1990","Lower Saxony","college entrance qualification","40","0.435973753616099","0.335190947560226","0.536756559671973"
"SPD","1990","Lower Saxony","Other degree","","","",""
"SPD","1990","Lower Saxony","no degree/no degree yet","","","",""
"SPD","1990","Bremen","lower secondary degree","","","",""
"SPD","1990","Bremen","secondary school degree","","","",""
"SPD","1990","Bremen","college entrance qualification","","","",""
"SPD","1990","Bremen","Other degree","","","",""
"SPD","1990","Bremen","no degree/no degree yet","","","",""
"SPD","1990","North Rhine-Westphalia","lower secondary degree","435","0.574393878670287","0.539125666118351","0.609662091222223"
"SPD","1990","North Rhine-Westphalia","secondary school degree","126","0.399850910625587","0.342676439327354","0.457025381923819"
"SPD","1990","North Rhine-Westphalia","college entrance qualification","112","0.41392601950606","0.353709019776214","0.474143019235906"
"SPD","1990","North Rhine-Westphalia","Other degree","82","0.689001386500495","0.599605249372858","0.778397523628133"
"SPD","1990","North Rhine-Westphalia","no degree/no degree yet","66","0.657824263354213","0.559257014000193","0.756391512708233"
