"party","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"PDS/Linke","2014","16-34 y.","173","0.0817869577163508","0.0697132975040943","0.0938606179286073","5"
"PDS/Linke","2014","35-65 y.","528","0.0753079340504495","0.0689854308576164","0.0816304372432827","5"
"PDS/Linke","2014","66 and older","213","0.0551004750329384","0.0470185282825891","0.0631824217832878","5"
"SPD","2014","16-34 y.","576","0.304910771976395","0.284627787569954","0.325193756382836","1"
"SPD","2014","35-65 y.","1977","0.314904943576105","0.303776478147088","0.326033409005122","1"
"SPD","2014","66 and older","1035","0.346095947842803","0.329245914312637","0.362945981372969","1"
"AfD","2015","16-34 y.","56","0.0398910071770116","0.0303345242034204","0.0494474901506028","7"
"AfD","2015","35-65 y.","155","0.0308327446660069","0.0263312826135875","0.0353342067184264","7"
"AfD","2015","66 and older","62","0.0217464830508106","0.0164288374017964","0.0270641286998248","7"
"CDU/CSU","2015","16-34 y.","546","0.347013668322018","0.323768876725981","0.370258459918055","2"
"CDU/CSU","2015","35-65 y.","2177","0.380685411036411","0.368041340611691","0.393329481461131","2"
"CDU/CSU","2015","66 and older","1423","0.509985380041012","0.491759749948005","0.528211010134019","2"
"FDP","2015","16-34 y.","40","0.0290829759496652","0.0208773672883429","0.0372885846109876","3"
"FDP","2015","35-65 y.","137","0.0202255293283332","0.0165597936902332","0.0238912649664332","3"
"FDP","2015","66 and older","93","0.0278501840375694","0.0218511710317709","0.033849197043368","3"
"Grüne","2015","16-34 y.","333","0.21783151212258","0.197675211295692","0.237987812949468","4"
"Grüne","2015","35-65 y.","993","0.171668704597463","0.161849060809388","0.181488348385539","4"
"Grüne","2015","66 and older","147","0.0475764369331264","0.0398155708009973","0.0553373030652555","4"
"NPD","2015","16-34 y.","39","0.0252323519262909","0.0175740983769653","0.0328906054756164","6"
"NPD","2015","35-65 y.","55","0.0120049403833473","0.0091689449692988","0.0148409357973958","6"
"NPD","2015","66 and older","4","","","","6"
"Other","2015","16-34 y.","32","0.0203843152832244","0.0134838837711462","0.0272847467953026","8"
"Other","2015","35-65 y.","52","0.0100911963937635","0.00748853867737989","0.0126938541101471","8"
"Other","2015","66 and older","14","","","","8"
"PDS/Linke","2015","35-65 y.","473","0.0742656858806869","0.0674378132180996","0.0810935585432741","5"
"PDS/Linke","2015","16-34 y.","166","0.0882404016372573","0.074389621646624","0.102091181627891","5"
"PDS/Linke","2015","66 and older","183","0.0480639666512366","0.0402654346674719","0.0558624986350013","5"
"SPD","2015","16-34 y.","399","0.232323767581952","0.211701510847674","0.252946024316231","1"
"SPD","2015","35-65 y.","1623","0.300225787713988","0.288289999685222","0.312161575742753","1"
"SPD","2015","66 and older","964","0.339012100977792","0.32175358200597","0.356270619949614","1"
"AfD","2016","16-34 y.","121","0.0880103231485605","0.0733212719138095","0.102699374383311","7"
"AfD","2016","35-65 y.","315","0.0599269595378049","0.0535023005162554","0.0663516185593544","7"
"AfD","2016","66 and older","81","0.0261399741077458","0.0200709805751725","0.0322089676403191","7"
"CDU/CSU","2016","16-34 y.","430","0.296182547965063","0.272510178805272","0.319854917124853","2"
"CDU/CSU","2016","35-65 y.","1937","0.358968020275667","0.345983500559691","0.371952539991643","2"
"CDU/CSU","2016","66 and older","1306","0.514326507306765","0.495315396962992","0.533337617650537","2"
"FDP","2016","35-65 y.","136","0.0277027053339722","0.0232602937581053","0.032145116909839","3"
"FDP","2016","16-34 y.","34","0.0260153413749426","0.0177621332067405","0.0342685495431446","3"
"FDP","2016","66 and older","110","0.0340166753502087","0.027121479987378","0.0409118707130394","3"
"Grüne","2016","16-34 y.","322","0.223894696125402","0.202281738342815","0.245507653907989","4"
"Grüne","2016","66 and older","159","0.062579696922415","0.0533667252932732","0.0717926685515568","4"
"Grüne","2016","35-65 y.","1020","0.192505609608217","0.181833516296786","0.203177702919649","4"
"NPD","2016","16-34 y.","26","","","","6"
"NPD","2016","66 and older","1","","","","6"
"NPD","2016","35-65 y.","44","0.0106869495624269","0.00790370152783563","0.0134701975970181","6"
"Other","2016","16-34 y.","37","0.0250076546628691","0.0169116814718949","0.0331036278538433","8"
"Other","2016","35-65 y.","56","0.0113389027544578","0.00847296073334586","0.0142048447755698","8"
"Other","2016","66 and older","8","","","","8"
"PDS/Linke","2016","16-34 y.","147","0.0973770882514237","0.0820056839586953","0.112748492544152","5"
"PDS/Linke","2016","35-65 y.","388","0.0670981972235915","0.0603259694856027","0.0738704249615802","5"
"PDS/Linke","2016","66 and older","168","0.0464895758308688","0.038480980625079","0.0544981710366586","5"
"SPD","2016","16-34 y.","312","0.222477071775215","0.200912978144543","0.244041165405887","1"
"SPD","2016","35-65 y.","1347","0.271772655703863","0.259730769122296","0.28381454228543","1"
"SPD","2016","66 and older","822","0.31364405533629","0.295995504170953","0.331292606501626","1"
"AfD","2017","16-34 y.","85","0.062795392656202","0.0518380806385585","0.0737527046738454","7"
"AfD","2017","35-65 y.","352","0.0720647367457501","0.06561644941893","0.0785130240725701","7"
"AfD","2017","66 and older","75","0.0211943286843082","0.0158546483782787","0.0265340089903378","7"
"CDU/CSU","2017","16-34 y.","673","0.323052912600245","0.301930811186137","0.344175014014353","2"
"CDU/CSU","2017","35-65 y.","2344","0.339119265609037","0.327314376374398","0.350924154843675","2"
"CDU/CSU","2017","66 and older","1282","0.468953654751921","0.450452946290629","0.487454363213214","2"
"FDP","2017","16-34 y.","71","0.0360018267455708","0.0275874238044828","0.0444162296866589","3"
"FDP","2017","66 and older","124","0.0401825122850668","0.0329018639056265","0.0474631606645071","3"
"FDP","2017","35-65 y.","234","0.0389944289384897","0.0341673058408384","0.0438215520361411","3"
"Grüne","2017","16-34 y.","330","0.172817112366912","0.155739896281544","0.189894328452281","4"
"Grüne","2017","35-65 y.","919","0.143152771250666","0.134419524777335","0.151886017723997","4"
"Grüne","2017","66 and older","148","0.052750211261099","0.044463130998937","0.0610372915232611","4"
"NPD","2017","16-34 y.","24","","","","6"
"NPD","2017","35-65 y.","62","0.00785665148487483","0.00565509366490855","0.0100582093048411","6"
"NPD","2017","66 and older","1","","","","6"
"Other","2017","16-34 y.","49","0.0298843831075804","0.0221938432625258","0.0375749229526349","8"
"Other","2017","35-65 y.","63","0.0131318132241203","0.0102931356807937","0.0159704907674469","8"
"Other","2017","66 and older","7","","","","8"
"PDS/Linke","2017","16-34 y.","199","0.124897363960277","0.109964982932341","0.139829744988213","5"
"PDS/Linke","2017","35-65 y.","431","0.0697155809356742","0.0633652415243317","0.0760659203470167","5"
"PDS/Linke","2017","66 and older","187","0.0472999775505835","0.0394301405035941","0.0551698145975728","5"
"SPD","2017","16-34 y.","452","0.235281695076316","0.216122919765283","0.254440470387349","1"
"SPD","2017","35-65 y.","1773","0.315964751811388","0.304372102505801","0.327557401116976","1"
"SPD","2017","66 and older","971","0.368296753686276","0.35041489392121","0.386178613451342","1"
"AfD","2018","16-34 y.","129","0.0844921080394995","0.0726557831929638","0.0963284328860351","7"
"AfD","2018","35-65 y.","484","0.0873750527725703","0.0803031718687249","0.0944469336764156","7"
"AfD","2018","66 and older","106","0.0329679444948887","0.0264011217854892","0.0395347672042882","7"
"CDU/CSU","2018","16-34 y.","651","0.255093735216022","0.236542259309251","0.273645211122793","2"
"CDU/CSU","2018","35-65 y.","2191","0.332251670171217","0.32045566277757","0.344047677564864","2"
"CDU/CSU","2018","66 and older","1301","0.482259367174945","0.463881911579371","0.50063682277052","2"
"FDP","2018","35-65 y.","273","0.0469012836884677","0.0416064008891396","0.0521961664877958","3"
"FDP","2018","16-34 y.","125","0.0646921289628645","0.0542237177693958","0.0751605401563332","3"
"FDP","2018","66 and older","143","0.0426529389659334","0.0352210689396552","0.0500848089922117","3"
"Grüne","2018","16-34 y.","454","0.227193616586046","0.20936116023827","0.245026072933821","4"
"Grüne","2018","35-65 y.","1110","0.169618249684435","0.160219496799607","0.179017002569264","4"
"Grüne","2018","66 and older","201","0.0697190905612094","0.0603527092958754","0.0790854718265434","4"
"NPD","2018","16-34 y.","11","","","","6"
"NPD","2018","35-65 y.","19","","","","6"
"NPD","2018","66 and older","","","","","6"
"Other","2018","16-34 y.","71","0.0343573362211682","0.0266056582597871","0.0421090141825492","8"
"Other","2018","35-65 y.","85","0.016703525085726","0.0134939957288149","0.0199130544426372","8"
"Other","2018","66 and older","10","","","","8"
"PDS/Linke","2018","16-34 y.","275","0.142082209099174","0.127223863890704","0.156940554307644","5"
"PDS/Linke","2018","35-65 y.","500","0.0769755704555433","0.0703001580676691","0.0836509828434176","5"
"PDS/Linke","2018","66 and older","202","0.050191084284378","0.0421609957987363","0.0582211727700198","5"
"SPD","2018","16-34 y.","405","0.189350304264592","0.172676781283946","0.206023827245238","1"
"SPD","2018","35-65 y.","1463","0.266911349917084","0.25583346591669","0.277989233917478","1"
"SPD","2018","66 and older","877","0.318528799434643","0.301393684302198","0.335663914567088","1"
"AfD","2019","35-65 y.","500","0.0921104651100307","0.0851093718122874","0.099111558407774","7"
"AfD","2019","66 and older","125","0.0406023054055811","0.0335596714226266","0.0476449393885355","7"
"AfD","2019","16-34 y.","116","0.0884293585961781","0.0749369546026062","0.10192176258975","7"
"CDU/CSU","2019","16-34 y.","308","0.197436318705782","0.178519451816459","0.216353185595105","2"
"CDU/CSU","2019","35-65 y.","2122","0.299156838464643","0.288071351899045","0.31024232503024","2"
"CDU/CSU","2019","66 and older","1372","0.451955904499177","0.434196998037515","0.46971481096084","2"
"FDP","2019","16-34 y.","125","0.0627066223168993","0.0511856160567516","0.074227628577047","3"
"FDP","2019","35-65 y.","380","0.0427770836974709","0.0378780886224424","0.0476760787724993","3"
"FDP","2019","66 and older","163","0.045479239044475","0.038044602877251","0.052913875211699","3"
"Grüne","2019","16-34 y.","625","0.349043329373175","0.326391063708698","0.371695595037653","4"
"Grüne","2019","35-65 y.","1768","0.259696961440337","0.249081641879556","0.270312281001119","4"
"Grüne","2019","66 and older","340","0.108211995885374","0.0971271680388742","0.119296823731874","4"
"NPD","2019","16-34 y.","10","","","","6"
"NPD","2019","66 and older","","","","","6"
"NPD","2019","35-65 y.","19","","","","6"
"Other","2019","16-34 y.","94","0.0425565780109824","0.0329639888725975","0.0521491671493672","8"
"Other","2019","35-65 y.","145","0.0226525630112606","0.019050278296748","0.0262548477257733","8"
"Other","2019","66 and older","25","","","","8"
"PDS/Linke","2019","16-34 y.","202","0.136024661019504","0.119733372560462","0.152315949478546","5"
"PDS/Linke","2019","35-65 y.","483","0.074746461954093","0.0683796713010428","0.0811132526071432","5"
"PDS/Linke","2019","66 and older","222","0.0610489353509148","0.0525057276973611","0.0695921430044684","5"
"SPD","2019","16-34 y.","221","0.12092415538094","0.105430080916781","0.1364182298451","1"
"SPD","2019","35-65 y.","1137","0.205716649495031","0.195930376574673","0.215502922415388","1"
"SPD","2019","66 and older","770","0.283751740882718","0.267665243487258","0.299838238278178","1"
