"party","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"FDP","2000","16-34 y.","Male","49","0.0446074421663104","0.0331631833220139","0.0560517010106069","3"
"FDP","2000","35-65 y.","Female","73","0.0288346572014118","0.0228214164750375","0.034847897927786","3"
"FDP","2000","66 and older","Female","35","0.0415877999401883","0.0294832377642061","0.0536923621161704","3"
"Grüne","2000","16-34 y.","Male","126","0.118841915759737","0.100902643479319","0.136781188040155","4"
"Grüne","2000","16-34 y.","Female","150","0.154666439466836","0.132410741796788","0.176922137136883","4"
"Grüne","2000","35-65 y.","Male","195","0.0608131719909593","0.0526924149861666","0.068933928995752","4"
"Grüne","2000","35-65 y.","Female","252","0.0852014940100856","0.0751694152188465","0.0952335728013247","4"
"Grüne","2000","66 and older","Male","8","","","","4"
"Grüne","2000","66 and older","Female","18","","","","4"
"NPD","2000","35-65 y.","Female","14","","","","6"
"NPD","2000","16-34 y.","Male","46","0.0325271577841413","0.0226930370888771","0.0423612784794054","6"
"NPD","2000","66 and older","Male","5","","","","6"
"NPD","2000","35-65 y.","Male","33","0.0085702683344598","0.00543806556043088","0.0117024711084887","6"
"NPD","2000","66 and older","Female","","","","","6"
"NPD","2000","16-34 y.","Female","24","","","","6"
"Other","2000","35-65 y.","Female","21","","","","8"
"Other","2000","66 and older","Male","5","","","","8"
"Other","2000","66 and older","Female","10","","","","8"
"Other","2000","16-34 y.","Male","23","","","","8"
"Other","2000","16-34 y.","Female","16","","","","8"
"Other","2000","35-65 y.","Male","35","0.00964510064178704","0.00632408822310114","0.0129661130604729","8"
"PDS/Linke","2000","16-34 y.","Female","56","0.0450965899042123","0.0323239494509269","0.0578692303574978","5"
"PDS/Linke","2000","35-65 y.","Female","145","0.0341463336051587","0.0276205553588042","0.0406721118515131","5"
"PDS/Linke","2000","16-34 y.","Male","77","0.0518412608258137","0.0395507088321366","0.0641318128194907","5"
"PDS/Linke","2000","35-65 y.","Male","136","0.0322381516218816","0.0262362205172579","0.0382400827265052","5"
"PDS/Linke","2000","66 and older","Male","63","0.0549311037512168","0.0405555251974154","0.0693066823050182","5"
"PDS/Linke","2000","66 and older","Female","53","0.0441626012007506","0.0317057212772128","0.0566194811242884","5"
"SPD","2000","16-34 y.","Male","492","0.388383597650099","0.361364982420266","0.415402212879931","1"
"SPD","2000","16-34 y.","Female","423","0.421415890990312","0.391023293507832","0.451808488472793","1"
"SPD","2000","35-65 y.","Male","1555","0.475709960771573","0.458740086817964","0.492679834725182","1"
"SPD","2000","35-65 y.","Female","1334","0.462248262680251","0.444332588285073","0.480163937075428","1"
"SPD","2000","66 and older","Male","399","0.418393850524484","0.387270125077221","0.449517575971748","1"
"SPD","2000","66 and older","Female","400","0.366577346240419","0.337361427160909","0.39579326531993","1"
"AfD","2001","35-65 y.","Female","","","","","7"
"AfD","2001","16-34 y.","Male","","","","","7"
"AfD","2001","16-34 y.","Female","","","","","7"
"AfD","2001","35-65 y.","Male","","","","","7"
"AfD","2001","66 and older","Male","","","","","7"
"AfD","2001","66 and older","Female","","","","","7"
"CDU/CSU","2001","16-34 y.","Male","357","0.355870304705547","0.326372454188616","0.385368155222479","2"
"CDU/CSU","2001","16-34 y.","Female","265","0.316932265244163","0.2853166570347","0.348547873453626","2"
"CDU/CSU","2001","35-65 y.","Male","1113","0.378046684624937","0.360524898807511","0.395568470442362","2"
"CDU/CSU","2001","66 and older","Male","405","0.453132589895408","0.420736088033397","0.48552909175742","2"
"CDU/CSU","2001","66 and older","Female","465","0.510890559661377","0.479019305895781","0.542761813426974","2"
"CDU/CSU","2001","35-65 y.","Female","928","0.357377918015058","0.338936055297693","0.375819780732423","2"
"FDP","2001","16-34 y.","Male","49","0.0513269420055369","0.0377316414412488","0.064922242569825","3"
"FDP","2001","35-65 y.","Female","63","0.0268044068684115","0.0205890470935947","0.0330197666432283","3"
"FDP","2001","66 and older","Female","37","0.0447725658864624","0.0315872186229665","0.0579579131499584","3"
"FDP","2001","16-34 y.","Female","16","","","","3"
"FDP","2001","35-65 y.","Male","110","0.0421871554667643","0.0349234670418176","0.049450843891711","3"
"FDP","2001","66 and older","Male","30","0.0360858701218189","0.0239482871530369","0.0482234530906008","3"
"Grüne","2001","16-34 y.","Female","138","0.172620641162214","0.146941225825023","0.198300056499406","4"
"Grüne","2001","16-34 y.","Male","103","0.119146776954401","0.0991872263855982","0.139106327523205","4"
"Grüne","2001","66 and older","Female","18","","","","4"
"Grüne","2001","35-65 y.","Male","183","0.0627583865798485","0.0539946679947713","0.0715221051649256","4"
"Grüne","2001","66 and older","Male","12","","","","4"
"Grüne","2001","35-65 y.","Female","245","0.0915165072127232","0.0804203821300845","0.102612632295362","4"
"NPD","2001","35-65 y.","Female","13","","","","6"
"NPD","2001","66 and older","Male","1","","","","6"
"NPD","2001","16-34 y.","Male","37","0.0307994331993781","0.0201546694620669","0.0414441969366893","6"
"NPD","2001","66 and older","Female","3","","","","6"
"NPD","2001","16-34 y.","Female","8","","","","6"
"NPD","2001","35-65 y.","Male","36","0.0088906399106026","0.00549865387196449","0.0122826259492407","6"
"Other","2001","16-34 y.","Male","20","","","","8"
"Other","2001","35-65 y.","Female","19","","","","8"
"Other","2001","66 and older","Male","3","","","","8"
"Other","2001","66 and older","Female","7","","","","8"
"Other","2001","16-34 y.","Female","15","","","","8"
"Other","2001","35-65 y.","Male","26","","","","8"
"PDS/Linke","2001","16-34 y.","Male","53","0.0463985077929585","0.0334388569035242","0.0593581586823927","5"
"PDS/Linke","2001","16-34 y.","Female","38","0.0427864983194029","0.0290351840250596","0.0565378126137462","5"
"PDS/Linke","2001","35-65 y.","Female","115","0.032676973275019","0.0258351826493022","0.0395187639007359","5"
"PDS/Linke","2001","35-65 y.","Male","114","0.0293772459521637","0.0232754521066072","0.0354790397977203","5"
"PDS/Linke","2001","66 and older","Male","62","0.0551862955558845","0.0403258044958562","0.0700467866159128","5"
"PDS/Linke","2001","66 and older","Female","51","0.0412479106553084","0.0285688719987069","0.0539269493119099","5"
"SPD","2001","16-34 y.","Male","393","0.37770415159848","0.347834361837798","0.407573941359162","1"
"SPD","2001","16-34 y.","Female","352","0.422637510799053","0.389071886427685","0.456203135170421","1"
"SPD","2001","35-65 y.","Male","1360","0.470297942293346","0.452262403285442","0.48833348130125","1"
"SPD","2001","35-65 y.","Female","1211","0.475257640180121","0.456039970655804","0.494475309704438","1"
"SPD","2001","66 and older","Male","394","0.43885794302707","0.406562381580694","0.471153504473447","1"
"SPD","2001","66 and older","Female","364","0.372660337683482","0.341832707086564","0.403487968280399","1"
"AfD","2002","35-65 y.","Male","","","","","7"
"AfD","2002","16-34 y.","Male","","","","","7"
"AfD","2002","16-34 y.","Female","","","","","7"
"AfD","2002","35-65 y.","Female","","","","","7"
"AfD","2002","66 and older","Male","","","","","7"
"AfD","2002","66 and older","Female","","","","","7"
"CDU/CSU","2002","16-34 y.","Male","393","0.359173165254519","0.330480675441118","0.387865655067921","2"
"CDU/CSU","2002","16-34 y.","Female","273","0.283984715200043","0.253829659245863","0.314139771154223","2"
"CDU/CSU","2002","35-65 y.","Female","1120","0.373093686514876","0.355776096318276","0.390411276711476","2"
"CDU/CSU","2002","66 and older","Male","489","0.468849620895432","0.43847686181379","0.499222379977075","2"
"CDU/CSU","2002","66 and older","Female","516","0.507903535525298","0.477222942804529","0.538584128246066","2"
"CDU/CSU","2002","35-65 y.","Male","1364","0.387811359943996","0.371445364371224","0.404177355516767","2"
"FDP","2002","35-65 y.","Female","107","0.0263516563943031","0.0206160120908564","0.0320873006977498","3"
"FDP","2002","66 and older","Male","43","0.0335729275554892","0.0226097142724276","0.0445361408385508","3"
"FDP","2002","16-34 y.","Male","76","0.0728253572544935","0.0572847482092234","0.0883659662997637","3"
"FDP","2002","66 and older","Female","37","0.0394211911816425","0.0274791276455957","0.0513632547176894","3"
"FDP","2002","16-34 y.","Female","34","0.033744675097783","0.0216693151645137","0.0458200350310522","3"
"FDP","2002","35-65 y.","Male","187","0.0475545071182695","0.0404061631697988","0.0547028510667403","3"
"Grüne","2002","16-34 y.","Male","82","0.0917618904995651","0.0744964768809359","0.109027304118194","4"
"Grüne","2002","16-34 y.","Female","112","0.150173205398313","0.1262833817145","0.174063029082126","4"
"Grüne","2002","35-65 y.","Female","301","0.0881702322941053","0.0780172164932406","0.09832324809497","4"
"Grüne","2002","35-65 y.","Male","237","0.0660662675163192","0.0577229753964356","0.0744095596362028","4"
"Grüne","2002","66 and older","Male","11","","","","4"
"Grüne","2002","66 and older","Female","13","","","","4"
"NPD","2002","16-34 y.","Female","8","","","","6"
"NPD","2002","35-65 y.","Female","8","","","","6"
"NPD","2002","66 and older","Male","1","","","","6"
"NPD","2002","16-34 y.","Male","31","0.0360763330967993","0.0249236730026789","0.0472289931909196","6"
"NPD","2002","35-65 y.","Male","26","","","","6"
"NPD","2002","66 and older","Female","1","","","","6"
"Other","2002","16-34 y.","Male","21","","","","8"
"Other","2002","16-34 y.","Female","10","","","","8"
"Other","2002","35-65 y.","Male","39","0.014568429683997","0.0105439555560012","0.0185929038119929","8"
"Other","2002","35-65 y.","Female","22","","","","8"
"Other","2002","66 and older","Male","5","","","","8"
"Other","2002","66 and older","Female","6","","","","8"
"PDS/Linke","2002","35-65 y.","Male","153","0.0430660071989635","0.0362473661556633","0.0498846482422637","5"
"PDS/Linke","2002","16-34 y.","Female","54","0.0617707883200587","0.0456718381442156","0.0778697384959018","5"
"PDS/Linke","2002","35-65 y.","Female","148","0.0412104041658792","0.0340926615448925","0.048328146786866","5"
"PDS/Linke","2002","16-34 y.","Male","61","0.0498197156643239","0.0368075501147188","0.062831881213929","5"
"PDS/Linke","2002","66 and older","Female","67","0.0554548595590768","0.0414096194186384","0.0695000996995151","5"
"PDS/Linke","2002","66 and older","Male","70","0.0564646574852623","0.042416280657311","0.0705130343132137","5"
"SPD","2002","35-65 y.","Female","1290","0.458290686542805","0.440449207529174","0.476132165556436","1"
"SPD","2002","66 and older","Male","418","0.426823654662168","0.396719455231145","0.456927854093192","1"
"SPD","2002","16-34 y.","Male","410","0.368650208584922","0.339797392132825","0.39750302503702","1"
"SPD","2002","16-34 y.","Female","368","0.443941866493151","0.410716126689005","0.477167606297297","1"
"SPD","2002","35-65 y.","Male","1399","0.433608379482905","0.416962882136691","0.45025387682912","1"
"SPD","2002","66 and older","Female","380","0.376892788570569","0.347152970477043","0.406632606664095","1"
"AfD","2003","16-34 y.","Male","","","","","7"
"AfD","2003","16-34 y.","Female","","","","","7"
"AfD","2003","35-65 y.","Male","","","","","7"
"AfD","2003","35-65 y.","Female","","","","","7"
"AfD","2003","66 and older","Male","","","","","7"
"AfD","2003","66 and older","Female","","","","","7"
"CDU/CSU","2003","16-34 y.","Female","375","0.366437275906192","0.336301180727996","0.396573371084388","2"
"CDU/CSU","2003","16-34 y.","Male","471","0.407782462709161","0.378608881371553","0.436956044046769","2"
"CDU/CSU","2003","35-65 y.","Female","1260","0.413174130596622","0.395554019187772","0.430794242005472","2"
"CDU/CSU","2003","66 and older","Male","523","0.487633908025869","0.457500535803696","0.517767280248043","2"
"CDU/CSU","2003","66 and older","Female","551","0.516395484893785","0.486340104822689","0.54645086496488","2"
"CDU/CSU","2003","35-65 y.","Male","1476","0.427429547523026","0.410667315054183","0.444191779991869","2"
"FDP","2003","66 and older","Male","30","0.021170580401285","0.0124923637785117","0.0298487970240583","3"
"FDP","2003","16-34 y.","Male","79","0.0803039975107132","0.0641706096819409","0.0964373853394856","3"
"FDP","2003","35-65 y.","Female","88","0.0282635878185371","0.0223333057943951","0.0341938698426791","3"
"FDP","2003","16-34 y.","Female","32","0.02451860926691","0.0148458638409437","0.0341913546928764","3"
"FDP","2003","66 and older","Female","31","0.0320321621168532","0.0214418338204028","0.0426224904133037","3"
"FDP","2003","35-65 y.","Male","164","0.0436537162975184","0.0367305730008125","0.0505768595942243","3"
"Grüne","2003","16-34 y.","Male","122","0.14178819270175","0.121079526965951","0.162496858437548","4"
"Grüne","2003","16-34 y.","Female","179","0.207103459399139","0.181758343280263","0.232448575518016","4"
"Grüne","2003","35-65 y.","Female","370","0.115609783165895","0.104167657272006","0.127051909059783","4"
"Grüne","2003","66 and older","Female","22","","","","4"
"Grüne","2003","35-65 y.","Male","287","0.086632665384579","0.0771014408944537","0.0961638898747044","4"
"Grüne","2003","66 and older","Male","21","","","","4"
"NPD","2003","16-34 y.","Male","19","","","","6"
"NPD","2003","35-65 y.","Male","28","","","","6"
"NPD","2003","66 and older","Female","1","","","","6"
"NPD","2003","16-34 y.","Female","7","","","","6"
"NPD","2003","35-65 y.","Female","8","","","","6"
"NPD","2003","66 and older","Male","2","","","","6"
"Other","2003","16-34 y.","Male","22","","","","8"
"Other","2003","16-34 y.","Female","16","","","","8"
"Other","2003","35-65 y.","Male","30","0.00780904741375343","0.00482653826972114","0.0107915565577857","8"
"Other","2003","35-65 y.","Female","15","","","","8"
"Other","2003","66 and older","Male","2","","","","8"
"Other","2003","66 and older","Female","6","","","","8"
"PDS/Linke","2003","16-34 y.","Male","39","0.0281385143563404","0.0183213150082438","0.0379557137044371","5"
"PDS/Linke","2003","16-34 y.","Female","35","0.0360113803831296","0.0243581002908245","0.0476646604754346","5"
"PDS/Linke","2003","35-65 y.","Male","100","0.0241785399805323","0.018973964140957","0.0293831158201077","5"
"PDS/Linke","2003","35-65 y.","Female","97","0.0246145030739323","0.0190698912496858","0.0301591148981789","5"
"PDS/Linke","2003","66 and older","Male","63","0.0485418341643525","0.0355860549802626","0.0614976133484425","5"
"PDS/Linke","2003","66 and older","Female","52","0.0401056444067543","0.0283051473462883","0.0519061414672202","5"
"SPD","2003","35-65 y.","Female","1162","0.408456490478341","0.390866981695516","0.426045999261166","1"
"SPD","2003","66 and older","Male","416","0.421800018142175","0.392028366322584","0.451571669961766","1"
"SPD","2003","66 and older","Female","399","0.381130198614925","0.351920830712238","0.410339566517612","1"
"SPD","2003","16-34 y.","Male","338","0.299524151224934","0.272331763239757","0.32671653921011","1"
"SPD","2003","16-34 y.","Female","338","0.340629769024316","0.310988396118298","0.370271141930334","1"
"SPD","2003","35-65 y.","Male","1261","0.401463181114248","0.384853801200086","0.41807256102841","1"
"AfD","2004","16-34 y.","Male","","","","","7"
"AfD","2004","16-34 y.","Female","","","","","7"
"AfD","2004","35-65 y.","Male","","","","","7"
"AfD","2004","35-65 y.","Female","","","","","7"
"AfD","2004","66 and older","Male","","","","","7"
"AfD","2004","66 and older","Female","","","","","7"
"CDU/CSU","2004","16-34 y.","Male","376","0.416778670796982","0.384369594565912","0.449187747028052","2"
"CDU/CSU","2004","16-34 y.","Female","303","0.38729874482056","0.353046817691861","0.421550671949259","2"
"CDU/CSU","2004","66 and older","Male","498","0.496407797693403","0.465088245711135","0.52772734967567","2"
"CDU/CSU","2004","35-65 y.","Female","1045","0.41683387524465","0.397518848516454","0.436148901972846","2"
"CDU/CSU","2004","66 and older","Female","515","0.551617181041601","0.520025481477982","0.58320888060522","2"
"CDU/CSU","2004","35-65 y.","Male","1294","0.433693866208805","0.415562755262615","0.451824977154996","2"
"FDP","2004","35-65 y.","Female","78","0.0222102789411848","0.0164370682605048","0.0279834896218648","3"
"FDP","2004","66 and older","Male","32","0.0321000120341581","0.0210586008100479","0.0431414232582682","3"
"FDP","2004","16-34 y.","Male","65","0.0748551964908609","0.0575565133115285","0.0921538796701933","3"
"FDP","2004","16-34 y.","Female","29","","","","3"
"FDP","2004","35-65 y.","Male","144","0.0440387327962271","0.0365321081968637","0.0515453573955905","3"
"FDP","2004","66 and older","Female","35","0.0366762239469917","0.0247361211875993","0.048616326706384","3"
"Grüne","2004","16-34 y.","Female","145","0.189393180021452","0.161842972382728","0.216943387660176","4"
"Grüne","2004","16-34 y.","Male","96","0.124245152469358","0.102561710992077","0.14592859394664","4"
"Grüne","2004","35-65 y.","Female","322","0.116067402312396","0.103519175109117","0.128615629515675","4"
"Grüne","2004","66 and older","Female","30","0.0308678970139137","0.0198810107645352","0.0418547832632923","4"
"Grüne","2004","35-65 y.","Male","261","0.0959397861153972","0.0851650859357755","0.106714486295019","4"
"Grüne","2004","66 and older","Male","24","","","","4"
"NPD","2004","16-34 y.","Male","22","","","","6"
"NPD","2004","66 and older","Female","1","","","","6"
"NPD","2004","16-34 y.","Female","6","","","","6"
"NPD","2004","35-65 y.","Male","29","","","","6"
"NPD","2004","35-65 y.","Female","9","","","","6"
"NPD","2004","66 and older","Male","2","","","","6"
"Other","2004","16-34 y.","Male","14","","","","8"
"Other","2004","35-65 y.","Female","21","","","","8"
"Other","2004","66 and older","Male","9","","","","8"
"Other","2004","16-34 y.","Female","10","","","","8"
"Other","2004","35-65 y.","Male","37","0.0125677631932102","0.00849217976275828","0.0166433466236621","8"
"Other","2004","66 and older","Female","1","","","","8"
"PDS/Linke","2004","16-34 y.","Male","39","0.0370494377405416","0.0246332000806434","0.0494656754004397","5"
"PDS/Linke","2004","16-34 y.","Female","30","0.0353378732959885","0.0223557598389873","0.0483199867529897","5"
"PDS/Linke","2004","35-65 y.","Male","113","0.0359443224128803","0.0291339109471581","0.0427547338786024","5"
"PDS/Linke","2004","35-65 y.","Female","114","0.0373512157472345","0.029922667118299","0.04477976437617","5"
"PDS/Linke","2004","66 and older","Female","56","0.0440180737990005","0.0309873069376543","0.0570488406603466","5"
"PDS/Linke","2004","66 and older","Male","67","0.0558331085918131","0.0414508519900504","0.0702153651935757","5"
"SPD","2004","35-65 y.","Female","914","0.392910003613327","0.373776665435099","0.412043341791555","1"
"SPD","2004","66 and older","Male","347","0.388680481179569","0.358146232219954","0.419214730139184","1"
"SPD","2004","66 and older","Female","314","0.333152907665322","0.303212028278227","0.363093787052417","1"
"SPD","2004","16-34 y.","Male","277","0.305251163721464","0.274979256151378","0.335523071291551","1"
"SPD","2004","16-34 y.","Female","254","0.323493185761947","0.290599977270392","0.356386394253502","1"
"SPD","2004","35-65 y.","Male","992","0.364179520582172","0.346574677489454","0.381784363674889","1"
"AfD","2005","16-34 y.","Female","","","","","7"
"AfD","2005","16-34 y.","Male","","","","","7"
"AfD","2005","35-65 y.","Male","","","","","7"
"AfD","2005","35-65 y.","Female","","","","","7"
"AfD","2005","66 and older","Male","","","","","7"
"AfD","2005","66 and older","Female","","","","","7"
"CDU/CSU","2005","16-34 y.","Male","320","0.366483274653328","0.334556857289937","0.398409692016719","2"
"CDU/CSU","2005","16-34 y.","Female","243","0.282444588219195","0.249854130894251","0.31503504554414","2"
"CDU/CSU","2005","35-65 y.","Female","948","0.374856115901946","0.355679821960439","0.394032409843453","2"
"CDU/CSU","2005","35-65 y.","Male","1183","0.401574049139214","0.383403521584497","0.41974457669393","2"
"CDU/CSU","2005","66 and older","Female","541","0.52787868532521","0.497853914598447","0.557903456051972","2"
"CDU/CSU","2005","66 and older","Male","530","0.491767946116483","0.462034563922281","0.521501328310686","2"
"FDP","2005","35-65 y.","Female","80","0.0294460134665488","0.0227492418786683","0.0361427850544293","3"
"FDP","2005","66 and older","Male","42","0.0332595281446539","0.0225948888676894","0.0439241674216185","3"
"FDP","2005","16-34 y.","Male","66","0.0716476901637421","0.0545592834242731","0.088736096903211","3"
"FDP","2005","16-34 y.","Female","30","0.0397244592567532","0.0255853179676802","0.0538636005458262","3"
"FDP","2005","35-65 y.","Male","137","0.0384765183954335","0.0313470468747515","0.0456059899161155","3"
"FDP","2005","66 and older","Female","30","0.0215971746931915","0.0128545234863753","0.0303398259000077","3"
"Grüne","2005","16-34 y.","Male","109","0.152348864538618","0.128538159811346","0.176159569265889","4"
"Grüne","2005","16-34 y.","Female","157","0.248540848905783","0.217255018902885","0.279826678908681","4"
"Grüne","2005","35-65 y.","Female","353","0.138749905467336","0.125056124610337","0.152443686324334","4"
"Grüne","2005","35-65 y.","Male","235","0.0944515413798096","0.0836112768512647","0.105291805908354","4"
"Grüne","2005","66 and older","Male","22","","","","4"
"Grüne","2005","66 and older","Female","26","","","","4"
"NPD","2005","16-34 y.","Female","15","","","","6"
"NPD","2005","35-65 y.","Female","12","","","","6"
"NPD","2005","66 and older","Male","4","","","","6"
"NPD","2005","16-34 y.","Male","50","0.061733465913641","0.045786887681653","0.077680044145629","6"
"NPD","2005","35-65 y.","Male","45","0.0254861017447162","0.0196445902932698","0.0313276131961626","6"
"NPD","2005","66 and older","Female","3","","","","6"
"Other","2005","16-34 y.","Male","6","","","","8"
"Other","2005","35-65 y.","Female","20","","","","8"
"Other","2005","66 and older","Male","7","","","","8"
"Other","2005","66 and older","Female","6","","","","8"
"Other","2005","16-34 y.","Female","7","","","","8"
"Other","2005","35-65 y.","Male","39","0.0153987194260961","0.010834652453324","0.0199627863988682","8"
"PDS/Linke","2005","35-65 y.","Male","121","0.0408361049343166","0.0335002949353471","0.0481719149332861","5"
"PDS/Linke","2005","66 and older","Female","63","0.0413812582164248","0.029402532075032","0.0533599843578176","5"
"PDS/Linke","2005","16-34 y.","Male","37","0.0260300542484818","0.0154800076215762","0.0365801008753874","5"
"PDS/Linke","2005","16-34 y.","Female","34","0.0497941706967503","0.0340473021965408","0.0655410391969598","5"
"PDS/Linke","2005","35-65 y.","Female","109","0.034232839983294","0.0270300613749743","0.0414356185916137","5"
"PDS/Linke","2005","66 and older","Male","73","0.0504011811019608","0.0373897933878193","0.0634125688161024","5"
"SPD","2005","16-34 y.","Male","287","0.31441413088077","0.283651319576815","0.345176942184725","1"
"SPD","2005","16-34 y.","Female","247","0.34581097256946","0.311378586741379","0.38024335839754","1"
"SPD","2005","35-65 y.","Female","926","0.401382893316342","0.381965256420931","0.420800530211752","1"
"SPD","2005","66 and older","Male","408","0.401712369442426","0.372555170994823","0.430869567890029","1"
"SPD","2005","66 and older","Female","393","0.376296724232675","0.347160044249705","0.405433404215645","1"
"SPD","2005","35-65 y.","Male","1036","0.383776964980414","0.365751439928816","0.401802490032013","1"
"AfD","2006","16-34 y.","Female","","","","","7"
"AfD","2006","16-34 y.","Male","","","","","7"
"AfD","2006","35-65 y.","Male","","","","","7"
"AfD","2006","35-65 y.","Female","","","","","7"
"AfD","2006","66 and older","Male","","","","","7"
"AfD","2006","66 and older","Female","","","","","7"
"CDU/CSU","2006","16-34 y.","Male","309","0.298771023025908","0.269634140261496","0.327907905790319","2"
"CDU/CSU","2006","16-34 y.","Female","295","0.305929535918542","0.27574051286267","0.336118558974414","2"
"CDU/CSU","2006","35-65 y.","Female","1176","0.381985907968483","0.364449785716181","0.399522030220786","2"
"CDU/CSU","2006","35-65 y.","Male","1293","0.395658912145607","0.378558142373624","0.41275968191759","2"
"CDU/CSU","2006","66 and older","Male","611","0.464613506035669","0.43717269768103","0.492054314390307","2"
"CDU/CSU","2006","66 and older","Female","640","0.539527502571076","0.511419934834479","0.567635070307672","2"
"FDP","2006","35-65 y.","Female","106","0.0301700120837699","0.0239963017167805","0.0363437224507593","3"
"FDP","2006","66 and older","Male","53","0.04144564741295","0.0304792213278981","0.052412073498002","3"
"FDP","2006","16-34 y.","Male","80","0.0951572983773801","0.0764783888767842","0.113836207877976","3"
"FDP","2006","16-34 y.","Female","32","0.0330003578507523","0.0212970385313399","0.0447036771701647","3"
"FDP","2006","35-65 y.","Male","189","0.0560533079213894","0.0480090038052982","0.0640976120374806","3"
"FDP","2006","66 and older","Female","33","0.0252548658975052","0.0164071189046739","0.0341026128903364","3"
"Grüne","2006","16-34 y.","Male","109","0.119716441451571","0.0990515981195333","0.14038128478361","4"
"Grüne","2006","16-34 y.","Female","152","0.172972642590576","0.148193560096979","0.197751725084172","4"
"Grüne","2006","35-65 y.","Female","360","0.121826099558756","0.110020959677491","0.133631239440021","4"
"Grüne","2006","35-65 y.","Male","270","0.087298995856074","0.0774274990088048","0.0971704927033432","4"
"Grüne","2006","66 and older","Female","29","","","","4"
"Grüne","2006","66 and older","Male","22","","","","4"
"NPD","2006","16-34 y.","Female","13","","","","6"
"NPD","2006","16-34 y.","Male","53","0.0601507941467158","0.0450154014135615","0.0752861868798702","6"
"NPD","2006","35-65 y.","Male","52","0.026554706864697","0.0209320620029865","0.0321773517264075","6"
"NPD","2006","66 and older","Male","2","","","","6"
"NPD","2006","35-65 y.","Female","10","","","","6"
"NPD","2006","66 and older","Female","2","","","","6"
"Other","2006","16-34 y.","Male","10","","","","8"
"Other","2006","35-65 y.","Female","21","","","","8"
"Other","2006","16-34 y.","Female","13","","","","8"
"Other","2006","66 and older","Male","7","","","","8"
"Other","2006","66 and older","Female","5","","","","8"
"Other","2006","35-65 y.","Male","36","0.0119336712813489","0.00813620253655847","0.0157311400261392","8"
"PDS/Linke","2006","16-34 y.","Male","51","0.0505111430855553","0.0365705112804588","0.0644517748906517","5"
"PDS/Linke","2006","66 and older","Female","67","0.0426019050803902","0.0312131720230103","0.0539906381377701","5"
"PDS/Linke","2006","16-34 y.","Female","42","0.0399393407650259","0.0271105312597903","0.0527681502702616","5"
"PDS/Linke","2006","35-65 y.","Male","192","0.0596663955512153","0.0513827787061295","0.0679500123963011","5"
"PDS/Linke","2006","35-65 y.","Female","171","0.061459692556834","0.0527914239410035","0.0701279611726644","5"
"PDS/Linke","2006","66 and older","Male","93","0.0610811017645498","0.0479050664160623","0.0742571371130373","5"
"SPD","2006","16-34 y.","Male","336","0.364148272341667","0.333517286321976","0.394779258361357","1"
"SPD","2006","16-34 y.","Female","348","0.412153993804093","0.379906340532232","0.444401647075953","1"
"SPD","2006","35-65 y.","Female","1105","0.391778242680288","0.374160030437976","0.409396454922599","1"
"SPD","2006","66 and older","Male","481","0.413990071430656","0.386890356032509","0.441089786828803","1"
"SPD","2006","66 and older","Female","432","0.368044396791552","0.340848210120375","0.395240583462729","1"
"SPD","2006","35-65 y.","Male","1109","0.362834010379669","0.346019105673061","0.379648915086277","1"
"AfD","2007","35-65 y.","Female","","","","","7"
"AfD","2007","66 and older","Male","","","","","7"
"AfD","2007","66 and older","Female","","","","","7"
"AfD","2007","16-34 y.","Female","","","","","7"
"AfD","2007","35-65 y.","Male","","","","","7"
"AfD","2007","16-34 y.","Male","","","","","7"
"CDU/CSU","2007","16-34 y.","Female","226","0.296503784306346","0.263235928453298","0.329771640159394","2"
"CDU/CSU","2007","16-34 y.","Male","273","0.334066288644019","0.301029407840375","0.367103169447663","2"
"CDU/CSU","2007","35-65 y.","Male","1055","0.384019939819675","0.365385924669136","0.402653954970214","2"
"CDU/CSU","2007","35-65 y.","Female","861","0.349008501906754","0.329625138070397","0.368391865743111","2"
"CDU/CSU","2007","66 and older","Male","563","0.465947848494969","0.437509796585455","0.494385900404482","2"
"CDU/CSU","2007","66 and older","Female","583","0.512928176408649","0.483926036011832","0.541930316805465","2"
"FDP","2007","66 and older","Male","52","0.0412036755677498","0.0298726162659831","0.0525347348695165","3"
"FDP","2007","35-65 y.","Female","89","0.0300666812731102","0.0231222421972353","0.0370111203489851","3"
"FDP","2007","66 and older","Female","32","0.022291651323822","0.0137255925211424","0.0308577101265015","3"
"FDP","2007","16-34 y.","Male","72","0.0874331523052803","0.0676480808984511","0.107218223712109","3"
"FDP","2007","16-34 y.","Female","28","","","","3"
"FDP","2007","35-65 y.","Male","179","0.054228568161889","0.0455518918885099","0.0629052444352682","3"
"Grüne","2007","16-34 y.","Female","148","0.217620089055619","0.187563676373505","0.247676501737733","4"
"Grüne","2007","16-34 y.","Male","85","0.128962395690808","0.105486768257523","0.152438023124092","4"
"Grüne","2007","66 and older","Male","25","","","","4"
"Grüne","2007","66 and older","Female","34","0.0292662043326011","0.0194862113342934","0.0390461973309087","4"
"Grüne","2007","35-65 y.","Female","332","0.144351531815882","0.13005989822776","0.158643165404003","4"
"Grüne","2007","35-65 y.","Male","246","0.108857543987685","0.0969245598591293","0.120790528116241","4"
