"party","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Other","2003","(2a) intermediate vocational","","","",""
"Other","2003","(2c_gen) general maturity certificate","","","",""
"Other","2003","(2c_voc) vocational maturity certificate","","","",""
"Other","2003","(3a) lower tertiary education","","","",""
"Other","2003","(3b) higher tertiary education","","","",""
"CDU/CSU","2004","(0) in school","57","0.428211429150556","0.350810686580874","0.505612171720239"
"CDU/CSU","2004","(1a) inadequately completed","","","",""
"CDU/CSU","2004","(1b) general elementary school","261","0.452065350917464","0.411135617507133","0.492995084327796"
"CDU/CSU","2004","(1c) basic vocational qualification","1162","0.465659985591727","0.44574073477544","0.485579236408014"
"CDU/CSU","2004","(2b) intermediate general qualification","64","0.477924981911374","0.39851545305131","0.557334510771438"
"CDU/CSU","2004","(2a) intermediate vocational","988","0.500099093199914","0.478180549794871","0.522017636604956"
"CDU/CSU","2004","(2c_gen) general maturity certificate","128","0.305478971989808","0.259647311918169","0.351310632061447"
"CDU/CSU","2004","(2c_voc) vocational maturity certificate","303","0.40780412438879","0.372252572996826","0.443355675780753"
"CDU/CSU","2004","(3a) lower tertiary education","386","0.432919776769834","0.400850483669868","0.464989069869799"
"CDU/CSU","2004","(3b) higher tertiary education","624","0.379253467318813","0.355419381952771","0.403087552684855"
"SPD","2004","(0) in school","45","0.2618023810285","0.193036758200196","0.330568003856804"
"SPD","2004","(1a) inadequately completed","","","",""
"SPD","2004","(1b) general elementary school","264","0.471132916576142","0.430082372652186","0.512183460500098"
"SPD","2004","(1c) basic vocational qualification","1000","0.432629524784797","0.412845204486841","0.452413845082754"
"SPD","2004","(2b) intermediate general qualification","50","0.30527535816593","0.232063989904112","0.378486726427749"
"SPD","2004","(2a) intermediate vocational","644","0.32039506186675","0.299939431668197","0.340850692065302"
"SPD","2004","(2c_gen) general maturity certificate","121","0.293414367274766","0.248108409354201","0.338720325195331"
"SPD","2004","(2c_voc) vocational maturity certificate","251","0.340908103129447","0.30661619043926","0.375200015819634"
"SPD","2004","(3a) lower tertiary education","270","0.300713591193467","0.271033345243103","0.33039383714383"
"SPD","2004","(3b) higher tertiary education","403","0.240936940969743","0.2199297886953","0.261944093244187"
"FDP","2004","(0) in school","","","",""
"FDP","2004","(1a) inadequately completed","","","",""
"FDP","2004","(1b) general elementary school","","","",""
"FDP","2004","(1c) basic vocational qualification","58","0.0273925003223127","0.0208745006280264","0.033910500016599"
"FDP","2004","(2b) intermediate general qualification","","","",""
"FDP","2004","(2a) intermediate vocational","69","0.0277285514451773","0.0205307634381372","0.0349263394522174"
"FDP","2004","(2c_gen) general maturity certificate","31","0.119639445763872","0.0873470912201368","0.151931800307607"
"FDP","2004","(2c_voc) vocational maturity certificate","39","0.0388787554450943","0.0248943075013028","0.0528632033888858"
"FDP","2004","(3a) lower tertiary education","52","0.0709958659064921","0.0543736554483043","0.0876180763646799"
"FDP","2004","(3b) higher tertiary education","117","0.067722870953736","0.0553799839050124","0.0800657580024595"
"Grüne","2004","(0) in school","37","0.188954225589467","0.127719291878763","0.250189159300171"
"Grüne","2004","(1a) inadequately completed","","","",""
"Grüne","2004","(1b) general elementary school","","","",""
"Grüne","2004","(1c) basic vocational qualification","62","0.0288211768021517","0.0221402740867199","0.0355020795175835"
"Grüne","2004","(2b) intermediate general qualification","","","",""
"Grüne","2004","(2a) intermediate vocational","146","0.0768055518720853","0.0651324952264517","0.0884786085177188"
"Grüne","2004","(2c_gen) general maturity certificate","86","0.234484957149067","0.192328259186628","0.276641655111506"
"Grüne","2004","(2c_voc) vocational maturity certificate","110","0.167521534429253","0.140505482261403","0.194537586597102"
"Grüne","2004","(3a) lower tertiary education","122","0.11602180929021","0.0952939708368829","0.136749647743537"
"Grüne","2004","(3b) higher tertiary education","326","0.23499018235892","0.214162788840522","0.255817575877318"
"PDS/Linke","2004","(0) in school","","","",""
"PDS/Linke","2004","(1a) inadequately completed","","","",""
"PDS/Linke","2004","(1b) general elementary school","","","",""
"PDS/Linke","2004","(1c) basic vocational qualification","79","0.0268963075150659","0.020435964434926","0.0333566505952057"
"PDS/Linke","2004","(2b) intermediate general qualification","","","",""
"PDS/Linke","2004","(2a) intermediate vocational","97","0.0467152476368009","0.0374643826003656","0.0559661126732361"
"PDS/Linke","2004","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","2004","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","2004","(3a) lower tertiary education","79","0.0737560556032779","0.0568389930357667","0.0906731181707891"
"PDS/Linke","2004","(3b) higher tertiary education","116","0.0740653267589288","0.0612013808705085","0.0869292726473491"
"NPD Combination","2004","(0) in school","","","",""
"NPD Combination","2004","(1a) inadequately completed","","","",""
"NPD Combination","2004","(1b) general elementary school","","","",""
"NPD Combination","2004","(1c) basic vocational qualification","","","",""
"NPD Combination","2004","(2b) intermediate general qualification","","","",""
"NPD Combination","2004","(2a) intermediate vocational","30","0.0136981456053115","0.00860275469596785","0.0187935365146552"
"NPD Combination","2004","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2004","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2004","(3a) lower tertiary education","","","",""
"NPD Combination","2004","(3b) higher tertiary education","","","",""
"AfD","2004","(0) in school","","","",""
"AfD","2004","(1a) inadequately completed","","","",""
"AfD","2004","(1b) general elementary school","","","",""
"AfD","2004","(1c) basic vocational qualification","","","",""
"AfD","2004","(2b) intermediate general qualification","","","",""
"AfD","2004","(2a) intermediate vocational","","","",""
"AfD","2004","(2c_gen) general maturity certificate","","","",""
"AfD","2004","(2c_voc) vocational maturity certificate","","","",""
"AfD","2004","(3a) lower tertiary education","","","",""
"AfD","2004","(3b) higher tertiary education","","","",""
"Other","2004","(0) in school","","","",""
"Other","2004","(1a) inadequately completed","","","",""
"Other","2004","(1b) general elementary school","","","",""
"Other","2004","(1c) basic vocational qualification","","","",""
"Other","2004","(2b) intermediate general qualification","","","",""
"Other","2004","(2a) intermediate vocational","","","",""
"Other","2004","(2c_gen) general maturity certificate","","","",""
"Other","2004","(2c_voc) vocational maturity certificate","","","",""
"Other","2004","(3a) lower tertiary education","","","",""
"Other","2004","(3b) higher tertiary education","","","",""
"CDU/CSU","2005","(0) in school","56","0.283571974337491","0.215211071125038","0.351932877549945"
"CDU/CSU","2005","(1a) inadequately completed","","","",""
"CDU/CSU","2005","(1b) general elementary school","248","0.423072188308339","0.382690716420464","0.463453660196213"
"CDU/CSU","2005","(1c) basic vocational qualification","1088","0.437149062767945","0.41747935851168","0.45681876702421"
"CDU/CSU","2005","(2b) intermediate general qualification","61","0.422676895486334","0.345894217968708","0.49945957300396"
"CDU/CSU","2005","(2a) intermediate vocational","896","0.462660750516835","0.440587023542452","0.484734477491219"
"CDU/CSU","2005","(2c_gen) general maturity certificate","112","0.253741476538605","0.209874007855305","0.297608945221906"
"CDU/CSU","2005","(2c_voc) vocational maturity certificate","304","0.391486454430536","0.356508791594156","0.426464117266916"
"CDU/CSU","2005","(3a) lower tertiary education","353","0.372649774369783","0.341657906904088","0.403641641835478"
"CDU/CSU","2005","(3b) higher tertiary education","598","0.352817312470771","0.329351878394537","0.376282746547005"
"SPD","2005","(0) in school","52","0.362465341659654","0.289557372987349","0.435373310331958"
"SPD","2005","(1a) inadequately completed","","","",""
"SPD","2005","(1b) general elementary school","275","0.484700474702471","0.443851537429765","0.525549411975177"
"SPD","2005","(1c) basic vocational qualification","1077","0.450355849646788","0.430626849921745","0.470084849371831"
"SPD","2005","(2b) intermediate general qualification","61","0.396038233902003","0.320019118847354","0.472057348956653"
"SPD","2005","(2a) intermediate vocational","645","0.31195973320683","0.291449232940631","0.332470233473028"
"SPD","2005","(2c_gen) general maturity certificate","139","0.345826019193583","0.297877228643494","0.393774809743671"
"SPD","2005","(2c_voc) vocational maturity certificate","259","0.359316707302372","0.324932604456288","0.393700810148456"
"SPD","2005","(3a) lower tertiary education","289","0.328175640583844","0.298078632164939","0.358272649002748"
"SPD","2005","(3b) higher tertiary education","446","0.274633907465565","0.252716160622425","0.296551654308705"
"FDP","2005","(0) in school","","","",""
"FDP","2005","(1a) inadequately completed","","","",""
"FDP","2005","(1b) general elementary school","","","",""
"FDP","2005","(1c) basic vocational qualification","61","0.0244347701387548","0.0183124132372999","0.0305571270402098"
"FDP","2005","(2b) intermediate general qualification","","","",""
"FDP","2005","(2a) intermediate vocational","81","0.0313630601605168","0.0236467480715918","0.0390793722494418"
"FDP","2005","(2c_gen) general maturity certificate","","","",""
"FDP","2005","(2c_voc) vocational maturity certificate","38","0.0390009167911821","0.0251270926009141","0.0528747409814501"
"FDP","2005","(3a) lower tertiary education","54","0.0601347326005321","0.0448963884401329","0.0753730767609313"
"FDP","2005","(3b) higher tertiary education","111","0.058240813236436","0.0467401244585319","0.0697415020143401"
"Grüne","2005","(0) in school","36","0.164023090602523","0.1078614880411","0.220184693163946"
"Grüne","2005","(1a) inadequately completed","","","",""
"Grüne","2005","(1b) general elementary school","","","",""
"Grüne","2005","(1c) basic vocational qualification","68","0.0338277896452399","0.0266589240335891","0.0409966552568908"
"Grüne","2005","(2b) intermediate general qualification","","","",""
"Grüne","2005","(2a) intermediate vocational","157","0.0908127274798221","0.0780917615675755","0.103533693392069"
"Grüne","2005","(2c_gen) general maturity certificate","82","0.258233299620017","0.214112641709635","0.302353957530399"
"Grüne","2005","(2c_voc) vocational maturity certificate","111","0.163793634540832","0.137271862576706","0.190315406504957"
"Grüne","2005","(3a) lower tertiary education","140","0.15709327072924","0.133768851591497","0.180417689866983"
"Grüne","2005","(3b) higher tertiary education","323","0.24416603587388","0.223070234340731","0.265261837407029"
"PDS/Linke","2005","(0) in school","","","",""
"PDS/Linke","2005","(1a) inadequately completed","","","",""
"PDS/Linke","2005","(1b) general elementary school","","","",""
"PDS/Linke","2005","(1c) basic vocational qualification","79","0.0237142375753017","0.0176805972355839","0.0297478779150196"
"PDS/Linke","2005","(2b) intermediate general qualification","","","",""
"PDS/Linke","2005","(2a) intermediate vocational","103","0.0514602819951665","0.041679267633675","0.0612412963566579"
"PDS/Linke","2005","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","2005","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","2005","(3a) lower tertiary education","88","0.0699913995506886","0.0536379977711233","0.0863448013302539"
"PDS/Linke","2005","(3b) higher tertiary education","109","0.0672857413880432","0.0549837326227111","0.0795877501533752"
"NPD Combination","2005","(0) in school","","","",""
"NPD Combination","2005","(1a) inadequately completed","","","",""
"NPD Combination","2005","(1b) general elementary school","","","",""
"NPD Combination","2005","(1c) basic vocational qualification","36","0.0166294595206941","0.0115585714847607","0.0217003475566275"
"NPD Combination","2005","(2b) intermediate general qualification","","","",""
"NPD Combination","2005","(2a) intermediate vocational","56","0.0344575434853209","0.0263824436683127","0.0425326433023292"
"NPD Combination","2005","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2005","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2005","(3a) lower tertiary education","","","",""
"NPD Combination","2005","(3b) higher tertiary education","","","",""
"AfD","2005","(0) in school","","","",""
"AfD","2005","(1a) inadequately completed","","","",""
"AfD","2005","(1b) general elementary school","","","",""
"AfD","2005","(1c) basic vocational qualification","","","",""
"AfD","2005","(2b) intermediate general qualification","","","",""
"AfD","2005","(2a) intermediate vocational","","","",""
"AfD","2005","(2c_gen) general maturity certificate","","","",""
"AfD","2005","(2c_voc) vocational maturity certificate","","","",""
"AfD","2005","(3a) lower tertiary education","","","",""
"AfD","2005","(3b) higher tertiary education","","","",""
"Other","2005","(0) in school","","","",""
"Other","2005","(1a) inadequately completed","","","",""
"Other","2005","(1b) general elementary school","","","",""
"Other","2005","(1c) basic vocational qualification","34","0.013888830705276","0.00924814519047767","0.0185295162200742"
"Other","2005","(2b) intermediate general qualification","","","",""
"Other","2005","(2a) intermediate vocational","","","",""
"Other","2005","(2c_gen) general maturity certificate","","","",""
"Other","2005","(2c_voc) vocational maturity certificate","","","",""
"Other","2005","(3a) lower tertiary education","","","",""
"Other","2005","(3b) higher tertiary education","","","",""
"CDU/CSU","2006","(0) in school","48","0.285785867040703","0.212999201005253","0.358572533076154"
"CDU/CSU","2006","(1a) inadequately completed","","","",""
"CDU/CSU","2006","(1b) general elementary school","286","0.407927942653622","0.370205196314127","0.445650688993117"
"CDU/CSU","2006","(1c) basic vocational qualification","1264","0.43733187302605","0.418971106473906","0.455692639578194"
"CDU/CSU","2006","(2b) intermediate general qualification","65","0.334348159604169","0.269925667956197","0.398770651252141"
"CDU/CSU","2006","(2a) intermediate vocational","1044","0.452242898270228","0.43199014905879","0.472495647481667"
"CDU/CSU","2006","(2c_gen) general maturity certificate","118","0.268405154974967","0.225771281960588","0.311039027989347"
"CDU/CSU","2006","(2c_voc) vocational maturity certificate","336","0.364495482861352","0.332678495922208","0.396312469800497"
"CDU/CSU","2006","(3a) lower tertiary education","409","0.368213661207616","0.339054045435182","0.39737327698005"
"CDU/CSU","2006","(3b) higher tertiary education","696","0.355496032624338","0.333535299546962","0.377456765701715"
"SPD","2006","(0) in school","53","0.416314243552737","0.336896523331071","0.495731963774402"
"SPD","2006","(1a) inadequately completed","30","0.553729597806194","0.428982317920247","0.678476877692141"
"SPD","2006","(1b) general elementary school","303","0.487262722574537","0.448896120884255","0.525629324264818"
"SPD","2006","(1c) basic vocational qualification","1193","0.430724719594317","0.412396505562243","0.449052933626391"
"SPD","2006","(2b) intermediate general qualification","78","0.39636695410543","0.329571069755086","0.463162838455773"
"SPD","2006","(2a) intermediate vocational","781","0.332476627992836","0.313306814068594","0.351646441917079"
"SPD","2006","(2c_gen) general maturity certificate","165","0.414955951308357","0.367551478136514","0.462360424480201"
"SPD","2006","(2c_voc) vocational maturity certificate","330","0.375708651631556","0.343692221229626","0.407725082033487"
"SPD","2006","(3a) lower tertiary education","328","0.325435892362949","0.29710951265018","0.353762272075718"
"SPD","2006","(3b) higher tertiary education","494","0.273369546996715","0.252921656028695","0.293817437964736"
"FDP","2006","(0) in school","","","",""
"FDP","2006","(1a) inadequately completed","","","",""
"FDP","2006","(1b) general elementary school","","","",""
"FDP","2006","(1c) basic vocational qualification","66","0.0289704995043086","0.0227624768919126","0.0351785221167045"
"FDP","2006","(2b) intermediate general qualification","","","",""
"FDP","2006","(2a) intermediate vocational","99","0.036640901704378","0.0289958350423229","0.0442859683664331"
"FDP","2006","(2c_gen) general maturity certificate","","","",""
"FDP","2006","(2c_voc) vocational maturity certificate","61","0.0626685098301666","0.0466462068016967","0.0786908128586365"
"FDP","2006","(3a) lower tertiary education","67","0.0811056015767448","0.0646010032255481","0.0976101999279415"
"FDP","2006","(3b) higher tertiary education","148","0.0804578011329565","0.0679786062074133","0.0929369960584996"
"Grüne","2006","(0) in school","34","0.220691352874232","0.1538777887701","0.287504916978363"
"Grüne","2006","(1a) inadequately completed","","","",""
"Grüne","2006","(1b) general elementary school","","","",""
"Grüne","2006","(1c) basic vocational qualification","72","0.0285078586219294","0.0223481377792899","0.0346675794645688"
"Grüne","2006","(2b) intermediate general qualification","","","",""
"Grüne","2006","(2a) intermediate vocational","166","0.0773359417032405","0.0664662659441085","0.0882056174623725"
"Grüne","2006","(2c_gen) general maturity certificate","77","0.176415875563318","0.139742840124671","0.213088911001965"
"Grüne","2006","(2c_voc) vocational maturity certificate","112","0.141911378058028","0.118842401174383","0.164980354941673"
"Grüne","2006","(3a) lower tertiary education","134","0.133508404219592","0.112945558698511","0.154071249740673"
"Grüne","2006","(3b) higher tertiary education","340","0.21327538561122","0.194482286953822","0.232068484268618"
"PDS/Linke","2006","(0) in school","","","",""
"PDS/Linke","2006","(1a) inadequately completed","","","",""
"PDS/Linke","2006","(1b) general elementary school","","","",""
"PDS/Linke","2006","(1c) basic vocational qualification","134","0.0457581516063244","0.0380238242061926","0.0534924790064562"
"PDS/Linke","2006","(2b) intermediate general qualification","","","",""
"PDS/Linke","2006","(2a) intermediate vocational","152","0.0605330184109011","0.0508292365721786","0.0702368002496237"
"PDS/Linke","2006","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","2006","(2c_voc) vocational maturity certificate","30","0.0426561635692558","0.0292970229034471","0.0560153042350645"
"PDS/Linke","2006","(3a) lower tertiary education","98","0.0785555251592504","0.0622899402050639","0.0948211101134368"
"PDS/Linke","2006","(3b) higher tertiary education","139","0.072340775355454","0.060455685485266","0.0842258652256421"
"NPD Combination","2006","(0) in school","","","",""
"NPD Combination","2006","(1a) inadequately completed","","","",""
"NPD Combination","2006","(1b) general elementary school","","","",""
"NPD Combination","2006","(1c) basic vocational qualification","46","0.0199810989894656","0.0148016209274481","0.0251605770514832"
"NPD Combination","2006","(2b) intermediate general qualification","","","",""
"NPD Combination","2006","(2a) intermediate vocational","52","0.0292365573667426","0.0223812975161287","0.0360918172173565"
"NPD Combination","2006","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2006","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2006","(3a) lower tertiary education","","","",""
"NPD Combination","2006","(3b) higher tertiary education","","","",""
"AfD","2006","(0) in school","","","",""
"AfD","2006","(1a) inadequately completed","","","",""
"AfD","2006","(1b) general elementary school","","","",""
"AfD","2006","(1c) basic vocational qualification","","","",""
"AfD","2006","(2b) intermediate general qualification","","","",""
"AfD","2006","(2a) intermediate vocational","","","",""
"AfD","2006","(2c_gen) general maturity certificate","","","",""
"AfD","2006","(2c_voc) vocational maturity certificate","","","",""
"AfD","2006","(3a) lower tertiary education","","","",""
"AfD","2006","(3b) higher tertiary education","","","",""
"Other","2006","(0) in school","","","",""
"Other","2006","(1a) inadequately completed","","","",""
"Other","2006","(1b) general elementary school","","","",""
"Other","2006","(1c) basic vocational qualification","","","",""
"Other","2006","(2b) intermediate general qualification","","","",""
"Other","2006","(2a) intermediate vocational","","","",""
"Other","2006","(2c_gen) general maturity certificate","","","",""
"Other","2006","(2c_voc) vocational maturity certificate","","","",""
"Other","2006","(3a) lower tertiary education","","","",""
"Other","2006","(3b) higher tertiary education","","","",""
"CDU/CSU","2007","(0) in school","31","0.263796314493124","0.183252438296755","0.344340190689494"
"CDU/CSU","2007","(1a) inadequately completed","","","",""
"CDU/CSU","2007","(1b) general elementary school","216","0.401249928565724","0.358415362499387","0.444084494632062"
"CDU/CSU","2007","(1c) basic vocational qualification","1031","0.435243029584534","0.415011859278798","0.45547419989027"
"CDU/CSU","2007","(2b) intermediate general qualification","47","0.314762322509605","0.237556033413585","0.391968611605626"
"CDU/CSU","2007","(2a) intermediate vocational","832","0.439267474119954","0.416957481313152","0.461577466926757"
"CDU/CSU","2007","(2c_gen) general maturity certificate","106","0.265709672744854","0.221180997272613","0.310238348217096"
"CDU/CSU","2007","(2c_voc) vocational maturity certificate","266","0.326706496058406","0.292590278301622","0.36082271381519"
"CDU/CSU","2007","(3a) lower tertiary education","362","0.367125323744051","0.336162591232309","0.398088056255792"
"CDU/CSU","2007","(3b) higher tertiary education","615","0.350587434344694","0.327838384848272","0.373336483841116"
"SPD","2007","(0) in school","39","0.369771546811229","0.281541823125037","0.458001270497421"
"SPD","2007","(1a) inadequately completed","","","",""
"SPD","2007","(1b) general elementary school","252","0.521956360795251","0.478303273122561","0.565609448467941"
"SPD","2007","(1c) basic vocational qualification","985","0.432517703713318","0.412301370053509","0.452734037373126"
"SPD","2007","(2b) intermediate general qualification","53","0.375403488540561","0.294904648929082","0.455902328152041"
"SPD","2007","(2a) intermediate vocational","630","0.325637999416491","0.304572531188428","0.346703467644554"
"SPD","2007","(2c_gen) general maturity certificate","130","0.316866984215884","0.269964772367366","0.363769196064403"
"SPD","2007","(2c_voc) vocational maturity certificate","263","0.375234157407988","0.340014137099123","0.410454177716853"
"SPD","2007","(3a) lower tertiary education","283","0.317480994204249","0.287579734081579","0.347382254326919"
"SPD","2007","(3b) higher tertiary education","454","0.267748642498704","0.246638144899473","0.288859140097935"
"FDP","2007","(0) in school","","","",""
"FDP","2007","(1a) inadequately completed","","","",""
"FDP","2007","(1b) general elementary school","","","",""
"FDP","2007","(1c) basic vocational qualification","59","0.026373472430398","0.0198345806456254","0.0329123642151705"
"FDP","2007","(2b) intermediate general qualification","","","",""
"FDP","2007","(2a) intermediate vocational","90","0.0373927798766516","0.0288642246423353","0.0459213351109679"
"FDP","2007","(2c_gen) general maturity certificate","","","",""
"FDP","2007","(2c_voc) vocational maturity certificate","52","0.0571491958380415","0.0402639911203377","0.0740344005557454"
"FDP","2007","(3a) lower tertiary education","52","0.0720223561413457","0.0554159494443742","0.0886287628383172"
"FDP","2007","(3b) higher tertiary education","157","0.0844714338881062","0.0712128963766388","0.0977299713995736"
"Grüne","2007","(0) in school","33","0.240243543728269","0.16215951129555","0.318327576160989"
"Grüne","2007","(1a) inadequately completed","","","",""
"Grüne","2007","(1b) general elementary school","","","",""
"Grüne","2007","(1c) basic vocational qualification","60","0.0342973466595385","0.0268709820530694","0.0417237112660075"
"Grüne","2007","(2b) intermediate general qualification","","","",""
"Grüne","2007","(2a) intermediate vocational","150","0.0892420278300089","0.0764263010998669","0.102057754560151"
"Grüne","2007","(2c_gen) general maturity certificate","79","0.242245371166066","0.199054274264284","0.285436468067848"
"Grüne","2007","(2c_voc) vocational maturity certificate","109","0.183702877577064","0.155534496136152","0.211871259017977"
"Grüne","2007","(3a) lower tertiary education","124","0.131112233650845","0.109431363925401","0.15279310337629"
"Grüne","2007","(3b) higher tertiary education","322","0.227108534150995","0.207133813159743","0.247083255142248"
"PDS/Linke","2007","(0) in school","","","",""
"PDS/Linke","2007","(1a) inadequately completed","","","",""
"PDS/Linke","2007","(1b) general elementary school","","","",""
"PDS/Linke","2007","(1c) basic vocational qualification","114","0.0461966782286513","0.0376310527116947","0.0547623037456078"
"PDS/Linke","2007","(2b) intermediate general qualification","","","",""
"PDS/Linke","2007","(2a) intermediate vocational","137","0.0732814944506381","0.0615668770514625","0.0849961118498137"
"PDS/Linke","2007","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","2007","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","2007","(3a) lower tertiary education","96","0.0920857936964737","0.0735123696481237","0.110659217744824"
"PDS/Linke","2007","(3b) higher tertiary education","131","0.0671180723222247","0.0551881445044786","0.0790480001399707"
"NPD Combination","2007","(0) in school","","","",""
"NPD Combination","2007","(1a) inadequately completed","","","",""
"NPD Combination","2007","(1b) general elementary school","","","",""
"NPD Combination","2007","(1c) basic vocational qualification","36","0.0168004658702058","0.0115559453602889","0.0220449863801228"
"NPD Combination","2007","(2b) intermediate general qualification","","","",""
"NPD Combination","2007","(2a) intermediate vocational","43","0.0232217655385678","0.0164515477846883","0.0299919832924473"
"NPD Combination","2007","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2007","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2007","(3a) lower tertiary education","","","",""
"NPD Combination","2007","(3b) higher tertiary education","","","",""
"AfD","2007","(0) in school","","","",""
"AfD","2007","(1a) inadequately completed","","","",""
"AfD","2007","(1b) general elementary school","","","",""
"AfD","2007","(1c) basic vocational qualification","","","",""
"AfD","2007","(2b) intermediate general qualification","","","",""
"AfD","2007","(2a) intermediate vocational","","","",""
"AfD","2007","(2c_gen) general maturity certificate","","","",""
"AfD","2007","(2c_voc) vocational maturity certificate","","","",""
"AfD","2007","(3a) lower tertiary education","","","",""
"AfD","2007","(3b) higher tertiary education","","","",""
"Other","2007","(0) in school","","","",""
"Other","2007","(1a) inadequately completed","","","",""
"Other","2007","(1b) general elementary school","","","",""
"Other","2007","(1c) basic vocational qualification","","","",""
"Other","2007","(2b) intermediate general qualification","","","",""
"Other","2007","(2a) intermediate vocational","","","",""
"Other","2007","(2c_gen) general maturity certificate","","","",""
"Other","2007","(2c_voc) vocational maturity certificate","","","",""
"Other","2007","(3a) lower tertiary education","","","",""
"Other","2007","(3b) higher tertiary education","","","",""
"CDU/CSU","2008","(0) in school","","","",""
"CDU/CSU","2008","(1a) inadequately completed","","","",""
"CDU/CSU","2008","(1b) general elementary school","197","0.413553757235916","0.368153432094172","0.458954082377661"
"CDU/CSU","2008","(1c) basic vocational qualification","1007","0.463246117088432","0.442197808414518","0.484294425762347"
"CDU/CSU","2008","(2b) intermediate general qualification","48","0.356841857692818","0.275728482390643","0.437955232994994"
"CDU/CSU","2008","(2a) intermediate vocational","832","0.449324245408085","0.426414684234815","0.472233806581354"
"CDU/CSU","2008","(2c_gen) general maturity certificate","101","0.259075319451875","0.211515593557696","0.306635045346054"
"CDU/CSU","2008","(2c_voc) vocational maturity certificate","273","0.352802740619895","0.317505067958717","0.388100413281073"
"CDU/CSU","2008","(3a) lower tertiary education","361","0.402785408673679","0.370472316059544","0.435098501287815"
"CDU/CSU","2008","(3b) higher tertiary education","593","0.345509257272945","0.322480381322497","0.368538133223394"
"SPD","2008","(0) in school","42","0.463073677331494","0.370726957259634","0.555420397403353"
"SPD","2008","(1a) inadequately completed","","","",""
"SPD","2008","(1b) general elementary school","211","0.474442901325541","0.428408679791887","0.520477122859194"
"SPD","2008","(1c) basic vocational qualification","856","0.402627434337105","0.38192611468311","0.423328753991099"
"SPD","2008","(2b) intermediate general qualification","46","0.33968116293073","0.259493368747455","0.419868957114004"
"SPD","2008","(2a) intermediate vocational","542","0.299324059952352","0.278232034734098","0.320416085170606"
"SPD","2008","(2c_gen) general maturity certificate","112","0.370814864126312","0.318381576984026","0.423248151268598"
"SPD","2008","(2c_voc) vocational maturity certificate","243","0.367003853024336","0.331399950236845","0.402607755811827"
"SPD","2008","(3a) lower tertiary education","248","0.30324025549134","0.272956383049728","0.333524127932952"
"SPD","2008","(3b) higher tertiary education","434","0.271186922801854","0.249657440237864","0.292716405365845"
"FDP","2008","(0) in school","","","",""
"FDP","2008","(1a) inadequately completed","","","",""
"FDP","2008","(1b) general elementary school","","","",""
"FDP","2008","(1c) basic vocational qualification","66","0.0323221629758995","0.0248569995811993","0.0397873263705998"
"FDP","2008","(2b) intermediate general qualification","","","",""
"FDP","2008","(2a) intermediate vocational","86","0.0373688022021564","0.0286335907798925","0.0461040136244204"
"FDP","2008","(2c_gen) general maturity certificate","","","",""
"FDP","2008","(2c_voc) vocational maturity certificate","50","0.0573339781923163","0.0401609561816042","0.0745070002030284"
"FDP","2008","(3a) lower tertiary education","57","0.0631105146507269","0.0470901831305612","0.0791308461708926"
"FDP","2008","(3b) higher tertiary education","154","0.099882215451466","0.0853616042536797","0.114402826649252"
"Grüne","2008","(0) in school","","","",""
"Grüne","2008","(1a) inadequately completed","","","",""
"Grüne","2008","(1b) general elementary school","","","",""
"Grüne","2008","(1c) basic vocational qualification","49","0.0257194377304438","0.0190375916568761","0.0324012838040114"
"Grüne","2008","(2b) intermediate general qualification","","","",""
"Grüne","2008","(2a) intermediate vocational","146","0.0940283886994054","0.0805860245086112","0.1074707528902"
"Grüne","2008","(2c_gen) general maturity certificate","64","0.221448135566036","0.176374864220149","0.266521406911922"
"Grüne","2008","(2c_voc) vocational maturity certificate","103","0.177689428493635","0.149452952557593","0.205925904429677"
"Grüne","2008","(3a) lower tertiary education","114","0.128361230493513","0.106323764204082","0.150398696782944"
"Grüne","2008","(3b) higher tertiary education","311","0.20968252828825","0.189968605278913","0.229396451297587"
"PDS/Linke","2008","(0) in school","","","",""
"PDS/Linke","2008","(1a) inadequately completed","","","",""
"PDS/Linke","2008","(1b) general elementary school","","","",""
"PDS/Linke","2008","(1c) basic vocational qualification","133","0.05446583235216","0.0448867391520471","0.0640449255522729"
"PDS/Linke","2008","(2b) intermediate general qualification","","","",""
"PDS/Linke","2008","(2a) intermediate vocational","143","0.0826192372266877","0.0699396746661631","0.0952987997872123"
"PDS/Linke","2008","(2c_gen) general maturity certificate","","","",""
