"party","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"AfD","2014","higher vocational","West Germany","11","","","","7"
"AfD","2014","higher vocational","East Germany","7","","","","7"
"AfD","2014","higher education","West Germany","33","0.0140663131632702","0.00969574570611467","0.0184368806204258","7"
"AfD","2014","higher education","East Germany","14","","","","7"
"AfD","2014","inadequately","West Germany","1","","","","7"
"CDU/CSU","2014","in school","West Germany","32","0.28121624053463","0.197198485024937","0.365233996044324","2"
"CDU/CSU","2014","inadequately","East Germany","2","","","","2"
"CDU/CSU","2014","general elemantary","West Germany","344","0.449635513282258","0.415482833147596","0.48378819341692","2"
"CDU/CSU","2014","general elemantary","East Germany","28","","","","2"
"CDU/CSU","2014","middle vocational","West Germany","1917","0.46046333050741","0.445358628306046","0.475568032708773","2"
"CDU/CSU","2014","vocational + Abi","West Germany","304","0.373291518556868","0.340621536748676","0.405961500365059","2"
"CDU/CSU","2014","vocational + Abi","East Germany","42","0.400499978785711","0.308512081383381","0.492487876188042","2"
"CDU/CSU","2014","higher vocational","West Germany","319","0.474276458507209","0.435680920331711","0.512871996682706","2"
"CDU/CSU","2014","higher vocational","East Germany","89","0.439585812741729","0.368824874408911","0.510346751074546","2"
"CDU/CSU","2014","higher education","East Germany","250","0.306568484123821","0.274598660328335","0.338538307919307","2"
"CDU/CSU","2014","higher education","West Germany","1050","0.376109513595514","0.358131770295227","0.394087256895801","2"
"CDU/CSU","2014","middle vocational","East Germany","358","0.39571431704516","0.36396013452985","0.427468499560469","2"
"CDU/CSU","2014","inadequately","West Germany","17","","","","2"
"CDU/CSU","2014","in school","East Germany","3","","","","2"
"FDP","2014","in school","East Germany","2","","","","3"
"FDP","2014","inadequately","West Germany","","","","","3"
"FDP","2014","inadequately","East Germany","","","","","3"
"FDP","2014","general elemantary","West Germany","10","","","","3"
"FDP","2014","general elemantary","East Germany","4","","","","3"
"FDP","2014","middle vocational","West Germany","71","0.0150826485185631","0.0113891080797772","0.018776188957349","3"
"FDP","2014","middle vocational","East Germany","13","","","","3"
"FDP","2014","higher education","West Germany","126","0.045392059406334","0.0376665647121339","0.0531175541005342","3"
"FDP","2014","higher education","East Germany","26","","","","3"
"FDP","2014","vocational + Abi","West Germany","21","","","","3"
"FDP","2014","vocational + Abi","East Germany","3","","","","3"
"FDP","2014","higher vocational","East Germany","7","","","","3"
"FDP","2014","in school","West Germany","5","","","","3"
"FDP","2014","higher vocational","West Germany","10","","","","3"
"NPD","2014","inadequately","East Germany","2","","","","6"
"NPD","2014","general elemantary","West Germany","13","","","","6"
"NPD","2014","general elemantary","East Germany","5","","","","6"
"NPD","2014","middle vocational","East Germany","34","0.0471245059370951","0.0333641272303152","0.060884884643875","6"
"NPD","2014","higher vocational","West Germany","2","","","","6"
"NPD","2014","higher vocational","East Germany","4","","","","6"
"NPD","2014","higher education","West Germany","3","","","","6"
"NPD","2014","higher education","East Germany","","","","","6"
"NPD","2014","in school","West Germany","","","","","6"
"NPD","2014","middle vocational","West Germany","27","","","","6"
"NPD","2014","vocational + Abi","West Germany","","","","","6"
"NPD","2014","vocational + Abi","East Germany","1","","","","6"
"NPD","2014","in school","East Germany","","","","","6"
"NPD","2014","inadequately","West Germany","6","","","","6"
"Other","2014","general elemantary","East Germany","","","","","8"
"Other","2014","inadequately","East Germany","","","","","8"
"Other","2014","general elemantary","West Germany","8","","","","8"
"Other","2014","middle vocational","West Germany","49","0.0100088084279888","0.00699225506532426","0.0130253617906534","8"
"Other","2014","middle vocational","East Germany","4","","","","8"
"Other","2014","vocational + Abi","West Germany","7","","","","8"
"Other","2014","higher vocational","West Germany","8","","","","8"
"Other","2014","higher vocational","East Germany","1","","","","8"
"Other","2014","higher education","West Germany","20","","","","8"
"Other","2014","higher education","East Germany","5","","","","8"
"Other","2014","in school","West Germany","","","","","8"
"Other","2014","in school","East Germany","","","","","8"
"Other","2014","inadequately","West Germany","","","","","8"
"Other","2014","vocational + Abi","East Germany","","","","","8"
"PDS/Linke","2014","in school","West Germany","7","","","","5"
"PDS/Linke","2014","in school","East Germany","3","","","","5"
"PDS/Linke","2014","vocational + Abi","West Germany","46","0.0622746993754619","0.0459522367810228","0.078597161969901","5"
"PDS/Linke","2014","vocational + Abi","East Germany","27","","","","5"
"PDS/Linke","2014","middle vocational","East Germany","231","0.284540917526661","0.255241858887891","0.31383997616543","5"
"PDS/Linke","2014","inadequately","East Germany","1","","","","5"
"PDS/Linke","2014","general elemantary","West Germany","57","0.0419596607005614","0.0281946305042713","0.0557246908968514","5"
"PDS/Linke","2014","general elemantary","East Germany","17","","","","5"
"PDS/Linke","2014","higher vocational","West Germany","13","","","","5"
"PDS/Linke","2014","higher vocational","East Germany","31","0.159207834660146","0.107047095764502","0.211368573555789","5"
"PDS/Linke","2014","higher education","West Germany","90","0.0278363477340643","0.0217311511838157","0.0339415442843128","5"
"PDS/Linke","2014","higher education","East Germany","204","0.249997631837699","0.219973257503798","0.2800220061716","5"
"PDS/Linke","2014","middle vocational","West Germany","168","0.0367946349331355","0.0310896322321677","0.0424996376341034","5"
"PDS/Linke","2014","inadequately","West Germany","8","","","","5"
"SPD","2014","inadequately","East Germany","2","","","","1"
"SPD","2014","general elemantary","West Germany","319","0.411908525757101","0.378118220208615","0.445698831305588","1"
"SPD","2014","inadequately","West Germany","47","0.562504200286075","0.457044032746568","0.667964367825582","1"
"SPD","2014","higher education","East Germany","179","0.258924781389934","0.228551434101792","0.289298128678075","1"
"SPD","2014","general elemantary","East Germany","18","","","","1"
"SPD","2014","middle vocational","West Germany","1489","0.374417782565193","0.359751346622524","0.389084218507862","1"
"SPD","2014","higher education","West Germany","693","0.245300035896944","0.229331694671175","0.261268377122712","1"
"SPD","2014","in school","West Germany","33","0.27505985194593","0.191611756915201","0.358507946976659","1"
"SPD","2014","middle vocational","East Germany","208","0.197367466680642","0.171521959114161","0.223212974247124","1"
"SPD","2014","vocational + Abi","West Germany","277","0.335373930055709","0.303484601022067","0.367263259089351","1"
"SPD","2014","vocational + Abi","East Germany","21","","","","1"
"SPD","2014","higher vocational","West Germany","197","0.346928217976227","0.310137109165999","0.383719326786455","1"
"SPD","2014","higher vocational","East Germany","38","0.213683150833716","0.155244373727445","0.272121927939987","1"
"SPD","2014","in school","East Germany","1","","","","1"
"AfD","2015","in school","West Germany","4","","","","7"
"AfD","2015","middle vocational","West Germany","97","0.0279583404731505","0.0225589583498796","0.0333577225964214","7"
"AfD","2015","middle vocational","East Germany","49","0.0759014168450886","0.057060098101139","0.0947427355890382","7"
"AfD","2015","general elemantary","East Germany","4","","","","7"
"AfD","2015","vocational + Abi","West Germany","14","","","","7"
"AfD","2015","vocational + Abi","East Germany","5","","","","7"
"AfD","2015","in school","East Germany","1","","","","7"
"AfD","2015","inadequately","East Germany","1","","","","7"
"AfD","2015","general elemantary","West Germany","13","","","","7"
"AfD","2015","higher vocational","West Germany","10","","","","7"
"AfD","2015","higher vocational","East Germany","17","","","","7"
"AfD","2015","higher education","West Germany","34","0.0144376094687208","0.00981499656606935","0.0190602223713722","7"
"AfD","2015","higher education","East Germany","15","","","","7"
"AfD","2015","inadequately","West Germany","1","","","","7"
"CDU/CSU","2015","in school","West Germany","28","","","","2"
"CDU/CSU","2015","inadequately","East Germany","2","","","","2"
"CDU/CSU","2015","general elemantary","West Germany","283","0.497706812024559","0.459269160130146","0.536144463918971","2"
"CDU/CSU","2015","general elemantary","East Germany","22","","","","2"
"CDU/CSU","2015","middle vocational","West Germany","1611","0.461893102080098","0.445564426955285","0.47822177720491","2"
"CDU/CSU","2015","vocational + Abi","West Germany","276","0.395047934498645","0.358910625589671","0.431185243407618","2"
"CDU/CSU","2015","middle vocational","East Germany","269","0.351828033480546","0.317854748244559","0.385801318716534","2"
"CDU/CSU","2015","vocational + Abi","East Germany","33","0.424756489839359","0.322633690318325","0.526879289360393","2"
"CDU/CSU","2015","higher vocational","West Germany","286","0.491894875046658","0.450451499274481","0.533338250818836","2"
"CDU/CSU","2015","higher vocational","East Germany","70","0.417998217928948","0.343191736520156","0.492804699337739","2"
"CDU/CSU","2015","higher education","West Germany","981","0.382843436881414","0.364006681409982","0.401680192352845","2"
"CDU/CSU","2015","higher education","East Germany","225","0.312391028468343","0.278395716666985","0.3463863402697","2"
"CDU/CSU","2015","in school","East Germany","4","","","","2"
"CDU/CSU","2015","inadequately","West Germany","20","","","","2"
"FDP","2015","inadequately","West Germany","","","","","3"
"FDP","2015","inadequately","East Germany","","","","","3"
"FDP","2015","general elemantary","West Germany","7","","","","3"
"FDP","2015","general elemantary","East Germany","1","","","","3"
"FDP","2015","middle vocational","West Germany","65","0.0149803397566759","0.0110017495289677","0.0189589299843841","3"
"FDP","2015","middle vocational","East Germany","8","","","","3"
"FDP","2015","higher vocational","East Germany","6","","","","3"
"FDP","2015","in school","East Germany","","","","","3"
"FDP","2015","vocational + Abi","West Germany","24","","","","3"
"FDP","2015","vocational + Abi","East Germany","1","","","","3"
"FDP","2015","higher vocational","West Germany","9","","","","3"
"FDP","2015","higher education","West Germany","129","0.0451846166698107","0.0371354146817656","0.0532338186578559","3"
"FDP","2015","higher education","East Germany","16","","","","3"
"FDP","2015","in school","West Germany","","","","","3"
"NPD","2015","higher vocational","West Germany","2","","","","6"
"NPD","2015","higher vocational","East Germany","1","","","","6"
"NPD","2015","inadequately","East Germany","1","","","","6"
"NPD","2015","general elemantary","West Germany","9","","","","6"
"NPD","2015","general elemantary","East Germany","4","","","","6"
"NPD","2015","higher education","West Germany","4","","","","6"
"NPD","2015","higher education","East Germany","","","","","6"
"NPD","2015","middle vocational","West Germany","34","0.0115092436678916","0.00801578484077523","0.015002702495008","6"
"NPD","2015","middle vocational","East Germany","36","0.0628095640029395","0.0455490383968365","0.0800700896090424","6"
"NPD","2015","vocational + Abi","West Germany","2","","","","6"
"NPD","2015","vocational + Abi","East Germany","","","","","6"
"NPD","2015","in school","West Germany","","","","","6"
"NPD","2015","in school","East Germany","","","","","6"
"NPD","2015","inadequately","West Germany","2","","","","6"
"Other","2015","general elemantary","East Germany","1","","","","8"
"Other","2015","middle vocational","West Germany","37","0.0102114219917415","0.00691866059628738","0.0135041833871955","8"
"Other","2015","higher vocational","West Germany","5","","","","8"
"Other","2015","higher vocational","East Germany","1","","","","8"
"Other","2015","higher education","West Germany","21","","","","8"
"Other","2015","higher education","East Germany","5","","","","8"
"Other","2015","inadequately","East Germany","1","","","","8"
"Other","2015","general elemantary","West Germany","5","","","","8"
"Other","2015","middle vocational","East Germany","11","","","","8"
"Other","2015","vocational + Abi","West Germany","6","","","","8"
"Other","2015","vocational + Abi","East Germany","1","","","","8"
"Other","2015","in school","West Germany","","","","","8"
"Other","2015","in school","East Germany","","","","","8"
"Other","2015","inadequately","West Germany","2","","","","8"
"PDS/Linke","2015","in school","West Germany","5","","","","5"
"PDS/Linke","2015","in school","East Germany","6","","","","5"
"PDS/Linke","2015","middle vocational","East Germany","192","0.282215780817473","0.250196261831439","0.314235299803508","5"
"PDS/Linke","2015","vocational + Abi","West Germany","42","0.0607391499800121","0.0430829233880354","0.0783953765719889","5"
"PDS/Linke","2015","vocational + Abi","East Germany","26","","","","5"
"PDS/Linke","2015","inadequately","East Germany","","","","","5"
"PDS/Linke","2015","higher education","West Germany","93","0.0317925097521986","0.0249935190605502","0.0385915004438469","5"
"PDS/Linke","2015","higher education","East Germany","190","0.278881776767346","0.245988109972452","0.31177544356224","5"
"PDS/Linke","2015","general elemantary","West Germany","46","0.0383832323129011","0.023613820543603","0.0531526440821992","5"
"PDS/Linke","2015","general elemantary","East Germany","16","","","","5"
"PDS/Linke","2015","middle vocational","West Germany","137","0.0253422111297311","0.0201947359431594","0.0304896863163028","5"
"PDS/Linke","2015","higher vocational","West Germany","12","","","","5"
"PDS/Linke","2015","higher vocational","East Germany","31","0.154087581469594","0.0993309938949597","0.208844169044229","5"
"PDS/Linke","2015","inadequately","West Germany","8","","","","5"
"SPD","2015","inadequately","West Germany","42","0.464104404901204","0.356162742162019","0.572046067640389","1"
"SPD","2015","inadequately","East Germany","1","","","","1"
"SPD","2015","general elemantary","West Germany","252","0.378784206823143","0.341492815380369","0.416075598265918","1"
"SPD","2015","in school","West Germany","18","","","","1"
"SPD","2015","general elemantary","East Germany","12","","","","1"
"SPD","2015","higher vocational","East Germany","32","0.230376579565978","0.166513750122178","0.294239409009779","1"
"SPD","2015","higher education","West Germany","611","0.247258095593514","0.230539641090892","0.263976550096136","1"
"SPD","2015","middle vocational","West Germany","1260","0.360784809687084","0.345056081910859","0.376513537463309","1"
"SPD","2015","middle vocational","East Germany","164","0.163564001101966","0.137249967563378","0.189878034640554","1"
"SPD","2015","vocational + Abi","East Germany","10","","","","1"
"SPD","2015","higher education","East Germany","163","0.232551097035342","0.201563855578548","0.263538338492137","1"
"SPD","2015","vocational + Abi","West Germany","202","0.289847334911364","0.256309814896787","0.323384854925941","1"
"SPD","2015","higher vocational","West Germany","175","0.335184561126926","0.296052318413944","0.374316803839909","1"
"SPD","2015","in school","East Germany","2","","","","1"
"AfD","2016","in school","West Germany","5","","","","7"
"AfD","2016","in school","East Germany","","","","","7"
"AfD","2016","general elemantary","East Germany","9","","","","7"
"AfD","2016","middle vocational","West Germany","184","0.0506330791185519","0.0430790604884018","0.0581870977487019","7"
"AfD","2016","middle vocational","East Germany","115","0.187811607214717","0.158171840716287","0.217451373713147","7"
"AfD","2016","vocational + Abi","West Germany","26","","","","7"
"AfD","2016","vocational + Abi","East Germany","16","","","","7"
"AfD","2016","inadequately","West Germany","3","","","","7"
"AfD","2016","inadequately","East Germany","2","","","","7"
"AfD","2016","general elemantary","West Germany","33","0.0641665279086324","0.0439606639619262","0.0843723918553387","7"
"AfD","2016","higher education","West Germany","48","0.0155735237141925","0.0106464645217405","0.0205005829066444","7"
"AfD","2016","higher education","East Germany","26","","","","7"
"AfD","2016","higher vocational","West Germany","21","","","","7"
"AfD","2016","higher vocational","East Germany","19","","","","7"
"CDU/CSU","2016","in school","West Germany","14","","","","2"
"CDU/CSU","2016","general elemantary","West Germany","231","0.458416731871846","0.417331407816707","0.499502055926986","2"
"CDU/CSU","2016","middle vocational","East Germany","222","0.298613171663039","0.263882078168205","0.333344265157874","2"
"CDU/CSU","2016","vocational + Abi","West Germany","229","0.314637601503105","0.279631786662126","0.349643416344084","2"
"CDU/CSU","2016","inadequately","East Germany","1","","","","2"
"CDU/CSU","2016","general elemantary","East Germany","20","","","","2"
"CDU/CSU","2016","middle vocational","West Germany","1456","0.455986440788145","0.43882614928098","0.473146732295311","2"
"CDU/CSU","2016","vocational + Abi","East Germany","38","0.41098621931885","0.315968229904291","0.506004208733409","2"
"CDU/CSU","2016","higher vocational","West Germany","249","0.466598522495986","0.423258614340312","0.509938430651661","2"
"CDU/CSU","2016","higher vocational","East Germany","62","0.383080391275023","0.303122162110611","0.463038620439434","2"
"CDU/CSU","2016","higher education","West Germany","885","0.360494992559503","0.341388794046432","0.379601191072574","2"
"CDU/CSU","2016","higher education","East Germany","194","0.306841617641878","0.27146918958433","0.342214045699427","2"
"CDU/CSU","2016","in school","East Germany","4","","","","2"
"CDU/CSU","2016","inadequately","West Germany","18","","","","2"
"FDP","2016","general elemantary","East Germany","1","","","","3"
"FDP","2016","higher vocational","East Germany","3","","","","3"
"FDP","2016","inadequately","East Germany","","","","","3"
"FDP","2016","inadequately","West Germany","","","","","3"
"FDP","2016","general elemantary","West Germany","9","","","","3"
"FDP","2016","middle vocational","West Germany","74","0.0215354140058995","0.0165339977308812","0.0265368302809178","3"
"FDP","2016","middle vocational","East Germany","6","","","","3"
"FDP","2016","vocational + Abi","West Germany","20","","","","3"
"FDP","2016","higher vocational","West Germany","8","","","","3"
"FDP","2016","higher education","West Germany","132","0.0556828641178341","0.0465580839382939","0.0648076442973742","3"
"FDP","2016","higher education","East Germany","22","","","","3"
"FDP","2016","in school","East Germany","","","","","3"
"FDP","2016","vocational + Abi","East Germany","","","","","3"
"FDP","2016","in school","West Germany","1","","","","3"
"NPD","2016","inadequately","East Germany","1","","","","6"
"NPD","2016","general elemantary","East Germany","3","","","","6"
"NPD","2016","middle vocational","West Germany","21","","","","6"
"NPD","2016","higher vocational","West Germany","1","","","","6"
"NPD","2016","general elemantary","West Germany","9","","","","6"
"NPD","2016","higher vocational","East Germany","1","","","","6"
"NPD","2016","higher education","West Germany","3","","","","6"
"NPD","2016","higher education","East Germany","","","","","6"
"NPD","2016","middle vocational","East Germany","26","","","","6"
"NPD","2016","vocational + Abi","West Germany","1","","","","6"
"NPD","2016","vocational + Abi","East Germany","1","","","","6"
"NPD","2016","in school","West Germany","","","","","6"
"NPD","2016","in school","East Germany","","","","","6"
"NPD","2016","inadequately","West Germany","2","","","","6"
"Other","2016","in school","West Germany","2","","","","8"
"Other","2016","in school","East Germany","","","","","8"
"Other","2016","inadequately","West Germany","2","","","","8"
"Other","2016","inadequately","East Germany","","","","","8"
"Other","2016","general elemantary","West Germany","6","","","","8"
"Other","2016","general elemantary","East Germany","3","","","","8"
"Other","2016","middle vocational","West Germany","35","0.00999436915595727","0.00656716196604599","0.0134215763458685","8"
"Other","2016","higher vocational","West Germany","3","","","","8"
"Other","2016","higher vocational","East Germany","2","","","","8"
"Other","2016","higher education","West Germany","21","","","","8"
"Other","2016","higher education","East Germany","5","","","","8"
"Other","2016","middle vocational","East Germany","13","","","","8"
"Other","2016","vocational + Abi","West Germany","5","","","","8"
"Other","2016","vocational + Abi","East Germany","","","","","8"
"PDS/Linke","2016","in school","West Germany","6","","","","5"
"PDS/Linke","2016","in school","East Germany","6","","","","5"
"PDS/Linke","2016","middle vocational","East Germany","148","0.251894017060339","0.218950067507804","0.284837966612874","5"
"PDS/Linke","2016","vocational + Abi","West Germany","56","0.102092652772593","0.0792688634431337","0.124916442102052","5"
"PDS/Linke","2016","vocational + Abi","East Germany","23","","","","5"
"PDS/Linke","2016","inadequately","East Germany","","","","","5"
"PDS/Linke","2016","general elemantary","West Germany","28","","","","5"
"PDS/Linke","2016","general elemantary","East Germany","13","","","","5"
"PDS/Linke","2016","higher vocational","East Germany","20","","","","5"
"PDS/Linke","2016","higher education","West Germany","88","0.0404130240743632","0.0325768235658905","0.0482492245828359","5"
"PDS/Linke","2016","higher education","East Germany","180","0.262555070983197","0.228805636309182","0.296304505657211","5"
"PDS/Linke","2016","middle vocational","West Germany","101","0.0233377118472249","0.0181360132943074","0.0285394104001424","5"
"PDS/Linke","2016","higher vocational","West Germany","13","","","","5"
"PDS/Linke","2016","inadequately","West Germany","3","","","","5"
"SPD","2016","middle vocational","West Germany","1026","0.325770345099324","0.30962291052054","0.341917779678108","1"
"SPD","2016","higher education","West Germany","547","0.235603398672857","0.218716385506792","0.252490411838921","1"
"SPD","2016","inadequately","West Germany","27","","","","1"
"SPD","2016","inadequately","East Germany","","","","","1"
"SPD","2016","general elemantary","West Germany","201","0.347485358694478","0.308222017616105","0.386748699772852","1"
"SPD","2016","higher vocational","East Germany","29","","","","1"
"SPD","2016","higher education","East Germany","132","0.215280903230352","0.183756174029733","0.246805632430971","1"
"SPD","2016","general elemantary","East Germany","10","","","","1"
"SPD","2016","higher vocational","West Germany","142","0.276653919673748","0.237791424604771","0.315516414742725","1"
"SPD","2016","vocational + Abi","East Germany","14","","","","1"
"SPD","2016","middle vocational","East Germany","112","0.146849449967891","0.119987707955081","0.1737111919807","1"
"SPD","2016","vocational + Abi","West Germany","199","0.28901167863647","0.254840207770788","0.323183149502152","1"
"SPD","2016","in school","West Germany","17","","","","1"
"SPD","2016","in school","East Germany","1","","","","1"
"AfD","2017","in school","West Germany","2","","","","7"
"AfD","2017","in school","East Germany","1","","","","7"
"AfD","2017","general elemantary","East Germany","10","","","","7"
"AfD","2017","middle vocational","West Germany","182","0.0528202669784356","0.0455499616835832","0.0600905722732879","7"
"AfD","2017","middle vocational","East Germany","119","0.174156592105859","0.147369748591288","0.200943435620429","7"
"AfD","2017","vocational + Abi","West Germany","21","","","","7"
"AfD","2017","inadequately","West Germany","5","","","","7"
"AfD","2017","vocational + Abi","East Germany","6","","","","7"
"AfD","2017","higher vocational","West Germany","28","","","","7"
"AfD","2017","higher education","East Germany","26","","","","7"
"AfD","2017","inadequately","East Germany","2","","","","7"
"AfD","2017","general elemantary","West Germany","36","0.0733791712243316","0.0544633983286578","0.0922949441200054","7"
"AfD","2017","higher vocational","East Germany","16","","","","7"
"AfD","2017","higher education","West Germany","51","0.01742019208201","0.0126059401830859","0.0222344439809341","7"
"CDU/CSU","2017","in school","West Germany","28","","","","2"
"CDU/CSU","2017","in school","East Germany","2","","","","2"
"CDU/CSU","2017","general elemantary","West Germany","320","0.429938430743305","0.394025514186818","0.465851347299792","2"
"CDU/CSU","2017","middle vocational","East Germany","240","0.28906210025373","0.25704263027076","0.321081570236699","2"
"CDU/CSU","2017","vocational + Abi","West Germany","277","0.333668342808256","0.300428338628145","0.366908346988366","2"
"CDU/CSU","2017","higher education","East Germany","214","0.295633313043778","0.26192493541948","0.329341690668077","2"
"CDU/CSU","2017","inadequately","West Germany","97","0.180262060989242","0.122814241193456","0.237709880785028","2"
"CDU/CSU","2017","inadequately","East Germany","22","","","","2"
"CDU/CSU","2017","general elemantary","East Germany","25","","","","2"
"CDU/CSU","2017","higher vocational","East Germany","66","0.377355457559141","0.301774053029","0.452936862089282","2"
"CDU/CSU","2017","higher education","West Germany","1070","0.349584298416779","0.332037823066376","0.367130773767183","2"
"CDU/CSU","2017","middle vocational","West Germany","1545","0.418295997004802","0.402262471232962","0.434329522776641","2"
"CDU/CSU","2017","vocational + Abi","East Germany","37","0.442220899901145","0.345362307184738","0.539079492617553","2"
"CDU/CSU","2017","higher vocational","West Germany","282","0.470167330152031","0.429791205588924","0.510543454715137","2"
"FDP","2017","in school","East Germany","","","","","3"
"FDP","2017","inadequately","East Germany","","","","","3"
"FDP","2017","in school","West Germany","7","","","","3"
"FDP","2017","inadequately","West Germany","3","","","","3"
"FDP","2017","general elemantary","West Germany","13","","","","3"
"FDP","2017","general elemantary","East Germany","3","","","","3"
"FDP","2017","higher vocational","East Germany","7","","","","3"
"FDP","2017","vocational + Abi","West Germany","40","0.063835296202398","0.0466021364304508","0.0810684559743451","3"
"FDP","2017","higher vocational","West Germany","15","","","","3"
"FDP","2017","higher education","West Germany","177","0.0630765800239823","0.0541310816795166","0.072022078368448","3"
"FDP","2017","higher education","East Germany","39","0.0571094522365991","0.0399680478798922","0.074250856593306","3"
"FDP","2017","middle vocational","West Germany","104","0.026818951812602","0.0215678084508192","0.0320700951743849","3"
"FDP","2017","middle vocational","East Germany","13","","","","3"
"FDP","2017","vocational + Abi","East Germany","","","","","3"
"NPD","2017","inadequately","East Germany","","","","","6"
"NPD","2017","general elemantary","West Germany","9","","","","6"
"NPD","2017","general elemantary","East Germany","4","","","","6"
"NPD","2017","middle vocational","West Germany","30","0.00535108444591892","0.00297975462523141","0.00772241426660642","6"
"NPD","2017","higher vocational","West Germany","4","","","","6"
"NPD","2017","higher vocational","East Germany","2","","","","6"
"NPD","2017","higher education","West Germany","5","","","","6"
"NPD","2017","higher education","East Germany","1","","","","6"
"NPD","2017","middle vocational","East Germany","20","","","","6"
"NPD","2017","vocational + Abi","West Germany","5","","","","6"
"NPD","2017","vocational + Abi","East Germany","4","","","","6"
"NPD","2017","in school","West Germany","","","","","6"
"NPD","2017","inadequately","West Germany","1","","","","6"
"NPD","2017","in school","East Germany","","","","","6"
"Other","2017","in school","West Germany","2","","","","8"
"Other","2017","in school","East Germany","","","","","8"
"Other","2017","inadequately","West Germany","3","","","","8"
"Other","2017","inadequately","East Germany","","","","","8"
"Other","2017","general elemantary","West Germany","12","","","","8"
"Other","2017","general elemantary","East Germany","3","","","","8"
"Other","2017","middle vocational","West Germany","45","0.0105308209087675","0.00721288186717776","0.0138487599503573","8"
"Other","2017","middle vocational","East Germany","6","","","","8"
"Other","2017","vocational + Abi","West Germany","10","","","","8"
"Other","2017","vocational + Abi","East Germany","4","","","","8"
"Other","2017","higher vocational","West Germany","3","","","","8"
"Other","2017","higher vocational","East Germany","1","","","","8"
"Other","2017","higher education","West Germany","25","","","","8"
"Other","2017","higher education","East Germany","3","","","","8"
"PDS/Linke","2017","in school","West Germany","11","","","","5"
"PDS/Linke","2017","in school","East Germany","4","","","","5"
"PDS/Linke","2017","vocational + Abi","East Germany","23","","","","5"
"PDS/Linke","2017","higher vocational","West Germany","13","","","","5"
"PDS/Linke","2017","inadequately","West Germany","5","","","","5"
"PDS/Linke","2017","inadequately","East Germany","","","","","5"
"PDS/Linke","2017","general elemantary","West Germany","36","0.0355950944838161","0.0221547177741292","0.049035471193503","5"
"PDS/Linke","2017","middle vocational","East Germany","167","0.241211536187462","0.210993786074836","0.271429286300088","5"
"PDS/Linke","2017","vocational + Abi","West Germany","48","0.0643274178328394","0.047032505886296","0.0816223297793829","5"
"PDS/Linke","2017","higher vocational","East Germany","21","","","","5"
"PDS/Linke","2017","higher education","East Germany","171","0.244131745393897","0.212399782156087","0.275863708631706","5"
"PDS/Linke","2017","higher education","West Germany","135","0.0670933982312582","0.0578872619227525","0.0762995345397638","5"
"PDS/Linke","2017","general elemantary","East Germany","19","","","","5"
"PDS/Linke","2017","middle vocational","West Germany","148","0.0342518015276185","0.0283401365160307","0.0401634665392064","5"
"SPD","2017","inadequately","West Germany","46","0.585829388313628","0.512215614153332","0.659443162473925","1"
"SPD","2017","higher vocational","East Germany","35","0.2523751773941","0.184644608669108","0.320105746119092","1"
"SPD","2017","higher education","West Germany","715","0.256361276395222","0.240294615255664","0.272427937534779","1"
"SPD","2017","general elemantary","East Germany","10","","","","1"
"SPD","2017","middle vocational","West Germany","1278","0.379111433988774","0.363341625243088","0.394881242734461","1"
"SPD","2017","higher education","East Germany","159","0.228916960950274","0.197881991481631","0.259951930418918","1"
"SPD","2017","inadequately","East Germany","6","","","","1"
"SPD","2017","general elemantary","West Germany","262","0.392047023102627","0.356631738524945","0.427462307680309","1"
"SPD","2017","vocational + Abi","West Germany","249","0.337631532832578","0.30429429074051","0.370968774924647","1"
"SPD","2017","vocational + Abi","East Germany","19","","","","1"
"SPD","2017","higher vocational","West Germany","182","0.315666321527411","0.27806724988056","0.353265393174262","1"
"SPD","2017","middle vocational","East Germany","177","0.202133127243167","0.173767872201374","0.23049838228496","1"
"SPD","2017","in school","West Germany","22","","","","1"
"SPD","2017","in school","East Germany","3","","","","1"
"AfD","2018","in school","West Germany","2","","","","7"
"AfD","2018","in school","East Germany","1","","","","7"
"AfD","2018","vocational + Abi","West Germany","33","0.0525664821712723","0.0369151465743163","0.0682178177682282","7"
"AfD","2018","general elemantary","East Germany","18","","","","7"
"AfD","2018","middle vocational","West Germany","264","0.0688709955449377","0.060646652284505","0.0770953388053705","7"
"AfD","2018","middle vocational","East Germany","156","0.242236198684855","0.212014011598556","0.272458385771154","7"
"AfD","2018","higher vocational","West Germany","26","","","","7"
"AfD","2018","higher education","East Germany","32","0.0604420044994009","0.0426739330024454","0.0782100759963563","7"
"AfD","2018","vocational + Abi","East Germany","10","","","","7"
"AfD","2018","inadequately","West Germany","9","","","","7"
"AfD","2018","higher vocational","East Germany","20","","","","7"
"AfD","2018","higher education","West Germany","78","0.0292311231661281","0.0231138408730968","0.0353484054591594","7"
"AfD","2018","inadequately","East Germany","1","","","","7"
"AfD","2018","general elemantary","West Germany","52","0.0888397398313925","0.0684642430525805","0.109215236610205","7"
"CDU/CSU","2018","in school","West Germany","21","","","","2"
"CDU/CSU","2018","in school","East Germany","3","","","","2"
"CDU/CSU","2018","vocational + Abi","West Germany","267","0.342295265906526","0.309018699770089","0.375571832042962","2"
"CDU/CSU","2018","general elemantary","West Germany","294","0.387597420453252","0.352706202726558","0.422488638179945","2"
