"party","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"SPD","2003","(3a) lower tertiary education","middle vocational","","","",""
"SPD","2003","(3a) lower tertiary education","vocational + Abi","","","",""
"SPD","2003","(3a) lower tertiary education","higher vocational","","","",""
"SPD","2003","(3a) lower tertiary education","higher education","326","0.33494267733391","0.306105338044411","0.363780016623409"
"SPD","2003","(3b) higher tertiary education","in school","","","",""
"SPD","2003","(3b) higher tertiary education","inadequately","","","",""
"SPD","2003","(3b) higher tertiary education","general elemantary","","","",""
"SPD","2003","(3b) higher tertiary education","middle vocational","","","",""
"SPD","2003","(3b) higher tertiary education","vocational + Abi","","","",""
"SPD","2003","(3b) higher tertiary education","higher vocational","","","",""
"SPD","2003","(3b) higher tertiary education","higher education","506","0.285005793488291","0.263904126686616","0.306107460289966"
"FDP","2003","(0) in school","in school","","","",""
"FDP","2003","(0) in school","inadequately","","","",""
"FDP","2003","(0) in school","general elemantary","","","",""
"FDP","2003","(0) in school","middle vocational","","","",""
"FDP","2003","(0) in school","vocational + Abi","","","",""
"FDP","2003","(0) in school","higher vocational","","","",""
"FDP","2003","(0) in school","higher education","","","",""
"FDP","2003","(1a) inadequately completed","in school","","","",""
"FDP","2003","(1a) inadequately completed","inadequately","","","",""
"FDP","2003","(1a) inadequately completed","general elemantary","","","",""
"FDP","2003","(1a) inadequately completed","middle vocational","","","",""
"FDP","2003","(1a) inadequately completed","vocational + Abi","","","",""
"FDP","2003","(1a) inadequately completed","higher vocational","","","",""
"FDP","2003","(1a) inadequately completed","higher education","","","",""
"FDP","2003","(1b) general elementary school","in school","","","",""
"FDP","2003","(1b) general elementary school","inadequately","","","",""
"FDP","2003","(1b) general elementary school","general elemantary","","","",""
"FDP","2003","(1b) general elementary school","middle vocational","","","",""
"FDP","2003","(1b) general elementary school","vocational + Abi","","","",""
"FDP","2003","(1b) general elementary school","higher vocational","","","",""
"FDP","2003","(1b) general elementary school","higher education","","","",""
"FDP","2003","(1c) basic vocational qualification","in school","","","",""
"FDP","2003","(1c) basic vocational qualification","inadequately","","","",""
"FDP","2003","(1c) basic vocational qualification","general elemantary","","","",""
"FDP","2003","(1c) basic vocational qualification","middle vocational","53","0.0221363694317648","0.0165219734586873","0.0277507654048422"
"FDP","2003","(1c) basic vocational qualification","vocational + Abi","","","",""
"FDP","2003","(1c) basic vocational qualification","higher vocational","","","",""
"FDP","2003","(1c) basic vocational qualification","higher education","","","",""
"FDP","2003","(2b) intermediate general qualification","in school","","","",""
"FDP","2003","(2b) intermediate general qualification","inadequately","","","",""
"FDP","2003","(2b) intermediate general qualification","general elemantary","","","",""
"FDP","2003","(2b) intermediate general qualification","middle vocational","","","",""
"FDP","2003","(2b) intermediate general qualification","vocational + Abi","","","",""
"FDP","2003","(2b) intermediate general qualification","higher vocational","","","",""
"FDP","2003","(2b) intermediate general qualification","higher education","","","",""
"FDP","2003","(2a) intermediate vocational","in school","","","",""
"FDP","2003","(2a) intermediate vocational","inadequately","","","",""
"FDP","2003","(2a) intermediate vocational","general elemantary","","","",""
"FDP","2003","(2a) intermediate vocational","middle vocational","68","0.0308510010286118","0.0232538377795828","0.0384481642776407"
"FDP","2003","(2a) intermediate vocational","vocational + Abi","","","",""
"FDP","2003","(2a) intermediate vocational","higher vocational","","","",""
"FDP","2003","(2a) intermediate vocational","higher education","","","",""
"FDP","2003","(2c_gen) general maturity certificate","in school","","","",""
"FDP","2003","(2c_gen) general maturity certificate","inadequately","","","",""
"FDP","2003","(2c_gen) general maturity certificate","general elemantary","","","",""
"FDP","2003","(2c_gen) general maturity certificate","middle vocational","33","0.082625477249384","0.05727247949807","0.107978475000698"
"FDP","2003","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"FDP","2003","(2c_gen) general maturity certificate","higher vocational","","","",""
"FDP","2003","(2c_gen) general maturity certificate","higher education","","","",""
"FDP","2003","(2c_voc) vocational maturity certificate","in school","","","",""
"FDP","2003","(2c_voc) vocational maturity certificate","inadequately","","","",""
"FDP","2003","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"FDP","2003","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"FDP","2003","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"FDP","2003","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"FDP","2003","(2c_voc) vocational maturity certificate","higher education","","","",""
"FDP","2003","(3a) lower tertiary education","in school","","","",""
"FDP","2003","(3a) lower tertiary education","inadequately","","","",""
"FDP","2003","(3a) lower tertiary education","general elemantary","","","",""
"FDP","2003","(3a) lower tertiary education","middle vocational","","","",""
"FDP","2003","(3a) lower tertiary education","vocational + Abi","","","",""
"FDP","2003","(3a) lower tertiary education","higher vocational","","","",""
"FDP","2003","(3a) lower tertiary education","higher education","54","0.0550958313717383","0.0411548400611195","0.0690368226823572"
"FDP","2003","(3b) higher tertiary education","in school","","","",""
"FDP","2003","(3b) higher tertiary education","inadequately","","","",""
"FDP","2003","(3b) higher tertiary education","general elemantary","","","",""
"FDP","2003","(3b) higher tertiary education","middle vocational","","","",""
"FDP","2003","(3b) higher tertiary education","vocational + Abi","","","",""
"FDP","2003","(3b) higher tertiary education","higher vocational","","","",""
"FDP","2003","(3b) higher tertiary education","higher education","135","0.0738818833724163","0.0616542945994746","0.086109472145358"
"Grüne","2003","(0) in school","in school","47","0.143916197709326","0.0955117371564672","0.192320658262184"
"Grüne","2003","(0) in school","inadequately","","","",""
"Grüne","2003","(0) in school","general elemantary","","","",""
"Grüne","2003","(0) in school","middle vocational","","","",""
"Grüne","2003","(0) in school","vocational + Abi","","","",""
"Grüne","2003","(0) in school","higher vocational","","","",""
"Grüne","2003","(0) in school","higher education","","","",""
"Grüne","2003","(1a) inadequately completed","in school","","","",""
"Grüne","2003","(1a) inadequately completed","inadequately","","","",""
"Grüne","2003","(1a) inadequately completed","general elemantary","","","",""
"Grüne","2003","(1a) inadequately completed","middle vocational","","","",""
"Grüne","2003","(1a) inadequately completed","vocational + Abi","","","",""
"Grüne","2003","(1a) inadequately completed","higher vocational","","","",""
"Grüne","2003","(1a) inadequately completed","higher education","","","",""
"Grüne","2003","(1b) general elementary school","in school","","","",""
"Grüne","2003","(1b) general elementary school","inadequately","","","",""
"Grüne","2003","(1b) general elementary school","general elemantary","","","",""
"Grüne","2003","(1b) general elementary school","middle vocational","","","",""
"Grüne","2003","(1b) general elementary school","vocational + Abi","","","",""
"Grüne","2003","(1b) general elementary school","higher vocational","","","",""
"Grüne","2003","(1b) general elementary school","higher education","","","",""
"Grüne","2003","(1c) basic vocational qualification","in school","","","",""
"Grüne","2003","(1c) basic vocational qualification","inadequately","","","",""
"Grüne","2003","(1c) basic vocational qualification","general elemantary","","","",""
"Grüne","2003","(1c) basic vocational qualification","middle vocational","73","0.0284165647090063","0.0220758745208396","0.034757254897173"
"Grüne","2003","(1c) basic vocational qualification","vocational + Abi","","","",""
"Grüne","2003","(1c) basic vocational qualification","higher vocational","","","",""
"Grüne","2003","(1c) basic vocational qualification","higher education","","","",""
"Grüne","2003","(2b) intermediate general qualification","in school","","","",""
"Grüne","2003","(2b) intermediate general qualification","inadequately","","","",""
"Grüne","2003","(2b) intermediate general qualification","general elemantary","","","",""
"Grüne","2003","(2b) intermediate general qualification","middle vocational","","","",""
"Grüne","2003","(2b) intermediate general qualification","vocational + Abi","","","",""
"Grüne","2003","(2b) intermediate general qualification","higher vocational","","","",""
"Grüne","2003","(2b) intermediate general qualification","higher education","","","",""
"Grüne","2003","(2a) intermediate vocational","in school","","","",""
"Grüne","2003","(2a) intermediate vocational","inadequately","","","",""
"Grüne","2003","(2a) intermediate vocational","general elemantary","","","",""
"Grüne","2003","(2a) intermediate vocational","middle vocational","134","0.0724270229542302","0.061039063455909","0.0838149824525514"
"Grüne","2003","(2a) intermediate vocational","vocational + Abi","","","",""
"Grüne","2003","(2a) intermediate vocational","higher vocational","43","0.11960522341127","0.0876849472855654","0.151525499536975"
"Grüne","2003","(2a) intermediate vocational","higher education","","","",""
"Grüne","2003","(2c_gen) general maturity certificate","in school","","","",""
