"party","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"PDS/Linke","2007","Couple + C. GT 16 ","Male","53","0.0545843614595112","0.0386626326462011","0.0705060902728213","5"
"PDS/Linke","2007","(Married) couple without C. ","Female","110","0.0568051423263808","0.0458051983688296","0.0678050862839319","5"
"PDS/Linke","2007","Couple + C. LE 16 ","Female","19","","","","5"
"PDS/Linke","2007","1-pers.-HH","Male","50","0.078631627220748","0.057183682310325","0.100079572131171","5"
"PDS/Linke","2007","(Married) couple without C. ","Male","144","0.0667774787103053","0.0557145202912007","0.0778404371294099","5"
"PDS/Linke","2007","Single parent ","Male","9","","","","5"
"PDS/Linke","2007","Couple + C. LE 16 ","Male","25","","","","5"
"PDS/Linke","2007","Single parent ","Female","18","","","","5"
"PDS/Linke","2007","Couple + C. GT 16 ","Female","46","0.0830906423965278","0.0608373839711018","0.105343900821954","5"
"PDS/Linke","2007","Couple + C. LE and GT 16","Male","14","","","","5"
"PDS/Linke","2007","Couple + C. LE and GT 16","Female","9","","","","5"
"SPD","2007","1-pers.-HH","Male","226","0.375094733599201","0.33651599892184","0.413673468276561","2"
"SPD","2007","1-pers.-HH","Female","315","0.39392498870226","0.360044890840746","0.427805086563774","2"
"SPD","2007","(Married) couple without C. ","Male","664","0.356554387402765","0.335327687492396","0.377781087313133","2"
"SPD","2007","(Married) couple without C. ","Female","601","0.374095616410152","0.351100202008316","0.397091030811989","2"
"SPD","2007","Single parent ","Male","30","0.312133989803235","0.225146399789818","0.399121579816652","2"
"SPD","2007","Single parent ","Female","84","0.358175231606297","0.295104536795958","0.421245926416636","2"
"SPD","2007","Couple + C. GT 16 ","Female","222","0.43092966898218","0.391005073880897","0.470854264083462","2"
"SPD","2007","Couple + C. LE 16 ","Male","271","0.32960392846951","0.296720644519989","0.362487212419032","2"
"SPD","2007","Couple + C. LE 16 ","Female","211","0.358885128051222","0.320851028184632","0.396919227917812","2"
"SPD","2007","Couple + C. GT 16 ","Male","279","0.373951252203761","0.340039027125725","0.407863477281796","2"
"SPD","2007","Couple + C. LE and GT 16","Male","101","0.394227150030535","0.337591062786324","0.450863237274746","2"
"SPD","2007","Couple + C. LE and GT 16","Female","76","0.411460335956002","0.345682327890731","0.477238344021273","2"
"AfD","2008","1-pers.-HH","Female","","","","","7"
"AfD","2008","Single parent ","Male","","","","","7"
"AfD","2008","1-pers.-HH","Male","","","","","7"
"AfD","2008","(Married) couple without C. ","Female","","","","","7"
"AfD","2008","(Married) couple without C. ","Male","","","","","7"
"AfD","2008","Single parent ","Female","","","","","7"
"AfD","2008","Couple + C. LE 16 ","Male","","","","","7"
"AfD","2008","Couple + C. LE 16 ","Female","","","","","7"
"AfD","2008","Couple + C. GT 16 ","Male","","","","","7"
"AfD","2008","Couple + C. GT 16 ","Female","","","","","7"
"AfD","2008","Couple + C. LE and GT 16","Male","","","","","7"
"AfD","2008","Couple + C. LE and GT 16","Female","","","","","7"
"CDU/CSU","2008","Couple + C. LE and GT 16","Female","74","0.293018099609545","0.22962136818814","0.35641483103095","1"
"CDU/CSU","2008","Couple + C. GT 16 ","Female","217","0.376331798983424","0.336134835210381","0.416528762756467","1"
"CDU/CSU","2008","Couple + C. LE and GT 16","Male","95","0.368845909767719","0.308674553475913","0.429017266059526","1"
"CDU/CSU","2008","1-pers.-HH","Male","211","0.349634545575525","0.31125439759222","0.38801469355883","1"
"CDU/CSU","2008","(Married) couple without C. ","Female","746","0.458563221643654","0.434513433799595","0.482613009487713","1"
"CDU/CSU","2008","Single parent ","Male","41","0.31163092449055","0.224280068905457","0.398981780075642","1"
"CDU/CSU","2008","Single parent ","Female","76","0.319166119950165","0.257983984508078","0.380348255392252","1"
"CDU/CSU","2008","1-pers.-HH","Female","317","0.419521272530569","0.384642991771478","0.45439955328966","1"
"CDU/CSU","2008","(Married) couple without C. ","Male","873","0.435729209187847","0.413590140098982","0.457868278276713","1"
"CDU/CSU","2008","Couple + C. LE 16 ","Male","284","0.418142180174489","0.38120419245251","0.455080167896469","1"
"CDU/CSU","2008","Couple + C. LE 16 ","Female","180","0.33571872697222","0.295998477760146","0.375438976184294","1"
"CDU/CSU","2008","Couple + C. GT 16 ","Male","315","0.452030874114147","0.415828097974721","0.488233650253572","1"
"FDP","2008","Couple + C. LE and GT 16","Male","15","","","","3"
"FDP","2008","Couple + C. GT 16 ","Male","41","0.044317980098577","0.0293478192259448","0.0592881409712092","3"
"FDP","2008","Couple + C. GT 16 ","Female","25","","","","3"
"FDP","2008","(Married) couple without C. ","Male","132","0.0700164788778485","0.058623297969909","0.081409659785788","3"
"FDP","2008","Single parent ","Male","5","","","","3"
"FDP","2008","Couple + C. LE 16 ","Male","50","0.0616416811823869","0.0436312381093543","0.0796521242554195","3"
"FDP","2008","(Married) couple without C. ","Female","83","0.0391092927895824","0.0297527643665211","0.0484658212126438","3"
"FDP","2008","Couple + C. LE 16 ","Female","22","","","","3"
"FDP","2008","Single parent ","Female","6","","","","3"
"FDP","2008","Couple + C. LE and GT 16","Female","9","","","","3"
"FDP","2008","1-pers.-HH","Male","47","0.069667535401541","0.049176917451166","0.0901581533519161","3"
"FDP","2008","1-pers.-HH","Female","26","","","","3"
"NPD Combination","2008","(Married) couple without C. ","Female","6","","","","6"
"NPD Combination","2008","Couple + C. GT 16 ","Male","19","","","","6"
"NPD Combination","2008","Couple + C. LE and GT 16","Female","2","","","","6"
"NPD Combination","2008","1-pers.-HH","Female","5","","","","6"
"NPD Combination","2008","(Married) couple without C. ","Male","26","","","","6"
"NPD Combination","2008","Single parent ","Female","4","","","","6"
"NPD Combination","2008","Couple + C. LE 16 ","Female","5","","","","6"
"NPD Combination","2008","Couple + C. GT 16 ","Female","1","","","","6"
"NPD Combination","2008","1-pers.-HH","Male","14","","","","6"
"NPD Combination","2008","Single parent ","Male","3","","","","6"
"NPD Combination","2008","Couple + C. LE 16 ","Male","18","","","","6"
"NPD Combination","2008","Couple + C. LE and GT 16","Male","","","","","6"
"Other","2008","1-pers.-HH","Female","4","","","","8"
"Other","2008","Couple + C. LE 16 ","Female","3","","","","8"
"Other","2008","(Married) couple without C. ","Male","15","","","","8"
"Other","2008","Couple + C. GT 16 ","Male","8","","","","8"
"Other","2008","1-pers.-HH","Male","1","","","","8"
"Other","2008","Couple + C. LE 16 ","Male","4","","","","8"
"Other","2008","(Married) couple without C. ","Female","10","","","","8"
"Other","2008","Single parent ","Male","3","","","","8"
"Other","2008","Couple + C. GT 16 ","Female","1","","","","8"
"Other","2008","Single parent ","Female","5","","","","8"
"Other","2008","Couple + C. LE and GT 16","Male","2","","","","8"
"Other","2008","Couple + C. LE and GT 16","Female","1","","","","8"
"PDS/Linke","2008","(Married) couple without C. ","Female","127","0.0634570705970457","0.051690724524433","0.0752234166696584","5"
"PDS/Linke","2008","Single parent ","Female","14","","","","5"
"PDS/Linke","2008","Couple + C. LE 16 ","Male","27","","","","5"
"PDS/Linke","2008","Couple + C. LE 16 ","Female","20","","","","5"
"PDS/Linke","2008","Single parent ","Male","8","","","","5"
"PDS/Linke","2008","1-pers.-HH","Male","67","0.107243211866389","0.0823390327604948","0.132147390972283","5"
"PDS/Linke","2008","1-pers.-HH","Female","54","0.0568245100754111","0.0404620340091174","0.0731869861417047","5"
"PDS/Linke","2008","(Married) couple without C. ","Male","168","0.0713573646533346","0.0598639005343188","0.0828508287723505","5"
"PDS/Linke","2008","Couple + C. GT 16 ","Male","50","0.0596630021105762","0.042433445800391","0.0768925584207613","5"
"PDS/Linke","2008","Couple + C. GT 16 ","Female","34","0.057785413844607","0.0384249830323621","0.077145844656852","5"
"PDS/Linke","2008","Couple + C. LE and GT 16","Male","11","","","","5"
"PDS/Linke","2008","Couple + C. LE and GT 16","Female","16","","","","5"
"SPD","2008","1-pers.-HH","Female","284","0.385047971171031","0.350655533399107","0.419440408942954","2"
"SPD","2008","1-pers.-HH","Male","197","0.316753123651114","0.279310176497498","0.35419607080473","2"
"SPD","2008","(Married) couple without C. ","Male","603","0.331883572921704","0.310859048193079","0.352908097650329","2"
"SPD","2008","(Married) couple without C. ","Female","545","0.353801483612404","0.330723356219879","0.376879611004928","2"
"SPD","2008","Single parent ","Male","39","0.339180825533561","0.249892808546317","0.428468842520806","2"
"SPD","2008","Single parent ","Female","77","0.34786008064934","0.285347367428643","0.410372793870036","2"
"SPD","2008","Couple + C. GT 16 ","Female","203","0.406333125982523","0.365581633927955","0.447084618037091","2"
"SPD","2008","Couple + C. LE 16 ","Male","211","0.295456641863442","0.261289901573859","0.329623382153025","2"
"SPD","2008","Couple + C. LE and GT 16","Male","99","0.471310607309738","0.409058577037518","0.533562637581957","2"
"SPD","2008","Couple + C. LE and GT 16","Female","58","0.380167254345324","0.312552712888229","0.447781795802419","2"
"SPD","2008","Couple + C. LE 16 ","Female","191","0.363676159116878","0.323214406580717","0.404137911653039","2"
"SPD","2008","Couple + C. GT 16 ","Male","239","0.330365724635806","0.296152334499235","0.364579114772376","2"
"AfD","2009","1-pers.-HH","Male","","","","","7"
"AfD","2009","Single parent ","Male","","","","","7"
"AfD","2009","1-pers.-HH","Female","","","","","7"
"AfD","2009","(Married) couple without C. ","Male","","","","","7"
"AfD","2009","(Married) couple without C. ","Female","","","","","7"
"AfD","2009","Single parent ","Female","","","","","7"
"AfD","2009","Couple + C. LE 16 ","Male","","","","","7"
"AfD","2009","Couple + C. LE 16 ","Female","","","","","7"
"AfD","2009","Couple + C. GT 16 ","Male","","","","","7"
"AfD","2009","Couple + C. GT 16 ","Female","","","","","7"
"AfD","2009","Couple + C. LE and GT 16","Male","","","","","7"
"AfD","2009","Couple + C. LE and GT 16","Female","","","","","7"
"CDU/CSU","2009","1-pers.-HH","Female","288","0.418993223273495","0.382701046713712","0.455285399833278","1"
"CDU/CSU","2009","(Married) couple without C. ","Male","771","0.414162931329629","0.391470405391799","0.43685545726746","1"
"CDU/CSU","2009","Couple + C. LE 16 ","Female","154","0.305234915467886","0.263602150021839","0.346867680913932","1"
"CDU/CSU","2009","Couple + C. GT 16 ","Female","185","0.394904539419277","0.351622465597532","0.438186613241021","1"
"CDU/CSU","2009","Couple + C. LE and GT 16","Male","88","0.340399450747049","0.279557229624656","0.401241671869443","1"
"CDU/CSU","2009","Couple + C. LE and GT 16","Female","76","0.300698211409736","0.236500758515495","0.364895664303977","1"
"CDU/CSU","2009","1-pers.-HH","Male","185","0.330039775977652","0.290231502011523","0.369848049943782","1"
"CDU/CSU","2009","(Married) couple without C. ","Female","664","0.448779449049428","0.423833056416925","0.473725841681932","1"
"CDU/CSU","2009","Couple + C. LE 16 ","Male","225","0.350214303396093","0.311358058961212","0.389070547830973","1"
"CDU/CSU","2009","Single parent ","Male","28","","","","1"
"CDU/CSU","2009","Single parent ","Female","64","0.25402196904644","0.194863751317393","0.313180186775487","1"
"CDU/CSU","2009","Couple + C. GT 16 ","Male","280","0.424029848059587","0.387367642948914","0.460692053170259","1"
"FDP","2009","Couple + C. GT 16 ","Male","61","0.0801638835754022","0.0600189897448829","0.100308777405922","3"
"FDP","2009","Couple + C. GT 16 ","Female","31","0.0638434730356663","0.042197229615981","0.0854897164553516","3"
"FDP","2009","Couple + C. LE and GT 16","Male","26","","","","3"
"FDP","2009","(Married) couple without C. ","Male","180","0.101164271906916","0.0872723431575623","0.115056200656269","3"
"FDP","2009","(Married) couple without C. ","Female","112","0.0540336565237943","0.0426940341058833","0.0653732789417052","3"
"FDP","2009","Single parent ","Male","8","","","","3"
"FDP","2009","Couple + C. LE 16 ","Male","60","0.120300951991041","0.0938031163348582","0.146798787647225","3"
"FDP","2009","Couple + C. LE 16 ","Female","28","","","","3"
"FDP","2009","Single parent ","Female","12","","","","3"
"FDP","2009","Couple + C. LE and GT 16","Female","15","","","","3"
"FDP","2009","1-pers.-HH","Male","58","0.0907550980977835","0.0664363256639239","0.115073870531643","3"
"FDP","2009","1-pers.-HH","Female","44","0.0624144068907202","0.0446206848007873","0.080208128980653","3"
"NPD Combination","2009","1-pers.-HH","Female","5","","","","6"
"NPD Combination","2009","(Married) couple without C. ","Female","8","","","","6"
"NPD Combination","2009","1-pers.-HH","Male","14","","","","6"
"NPD Combination","2009","(Married) couple without C. ","Male","19","","","","6"
"NPD Combination","2009","Single parent ","Female","2","","","","6"
"NPD Combination","2009","Couple + C. LE 16 ","Male","14","","","","6"
"NPD Combination","2009","Couple + C. GT 16 ","Male","18","","","","6"
"NPD Combination","2009","Single parent ","Male","4","","","","6"
"NPD Combination","2009","Couple + C. LE 16 ","Female","5","","","","6"
"NPD Combination","2009","Couple + C. GT 16 ","Female","3","","","","6"
"NPD Combination","2009","Couple + C. LE and GT 16","Male","7","","","","6"
"NPD Combination","2009","Couple + C. LE and GT 16","Female","1","","","","6"
"Other","2009","Couple + C. LE 16 ","Male","7","","","","8"
"Other","2009","1-pers.-HH","Male","3","","","","8"
"Other","2009","1-pers.-HH","Female","5","","","","8"
"Other","2009","Single parent ","Male","3","","","","8"
"Other","2009","Single parent ","Female","4","","","","8"
"Other","2009","(Married) couple without C. ","Female","12","","","","8"
"Other","2009","Couple + C. LE 16 ","Female","4","","","","8"
"Other","2009","(Married) couple without C. ","Male","21","","","","8"
"Other","2009","Couple + C. GT 16 ","Male","11","","","","8"
"Other","2009","Couple + C. GT 16 ","Female","3","","","","8"
"Other","2009","Couple + C. LE and GT 16","Male","2","","","","8"
"Other","2009","Couple + C. LE and GT 16","Female","1","","","","8"
"PDS/Linke","2009","1-pers.-HH","Male","60","0.0971956162063637","0.0721180223479472","0.12227321006478","5"
"PDS/Linke","2009","1-pers.-HH","Female","47","0.055797788485156","0.0389143882292945","0.0726811887410176","5"
"PDS/Linke","2009","(Married) couple without C. ","Male","149","0.0666738868798027","0.0551816809647667","0.0781660927948388","5"
"PDS/Linke","2009","(Married) couple without C. ","Female","110","0.0561971794895959","0.0446459964035341","0.0677483625756577","5"
"PDS/Linke","2009","Single parent ","Male","7","","","","5"
"PDS/Linke","2009","Single parent ","Female","18","","","","5"
"PDS/Linke","2009","Couple + C. LE 16 ","Male","20","","","","5"
"PDS/Linke","2009","Couple + C. LE 16 ","Female","14","","","","5"
"PDS/Linke","2009","Couple + C. GT 16 ","Male","48","0.0540189401903069","0.0372488796665406","0.0707890007140732","5"
"PDS/Linke","2009","Couple + C. GT 16 ","Female","31","0.0747751835794982","0.051486098286226","0.0980642688727704","5"
"PDS/Linke","2009","Couple + C. LE and GT 16","Male","7","","","","5"
"PDS/Linke","2009","Couple + C. LE and GT 16","Female","10","","","","5"
"SPD","2009","1-pers.-HH","Female","245","0.338515568976906","0.303708451913556","0.373322686040256","2"
"SPD","2009","1-pers.-HH","Male","165","0.293456304432174","0.254907853468245","0.332004755396103","2"
