"party","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Other","2003","Single parent ","Male","4","","","","8"
"Other","2003","Single parent ","Female","2","","","","8"
"Other","2003","Couple + C. LE 16 ","Male","10","","","","8"
"Other","2003","Couple + C. LE 16 ","Female","8","","","","8"
"Other","2003","Couple + C. GT 16 ","Male","14","","","","8"
"Other","2003","Couple + C. GT 16 ","Female","8","","","","8"
"Other","2003","Couple + C. LE and GT 16","Male","3","","","","8"
"Other","2003","Couple + C. LE and GT 16","Female","2","","","","8"
"PDS/Linke","2003","1-pers.-HH","Male","30","0.0404125107581437","0.0253085201961506","0.0555165013201367","5"
"PDS/Linke","2003","1-pers.-HH","Female","45","0.041824847567799","0.0283431052662564","0.0553065898693415","5"
"PDS/Linke","2003","(Married) couple without C. ","Male","99","0.0377081196601165","0.0296841368501186","0.0457321024701144","5"
"PDS/Linke","2003","(Married) couple without C. ","Female","72","0.0313755180941764","0.0234186747729023","0.0393323614154505","5"
"PDS/Linke","2003","Single parent ","Male","5","","","","5"
"PDS/Linke","2003","Single parent ","Female","8","","","","5"
"PDS/Linke","2003","Couple + C. LE 16 ","Male","30","0.0257976997507741","0.0163690773003645","0.0352263222011837","5"
"PDS/Linke","2003","Couple + C. LE 16 ","Female","21","","","","5"
"PDS/Linke","2003","Couple + C. GT 16 ","Male","36","0.0253608274730789","0.0155125475075636","0.0352091074385941","5"
"PDS/Linke","2003","Couple + C. GT 16 ","Female","33","0.0306286551405367","0.0185363292643718","0.0427209810167017","5"
"PDS/Linke","2003","Couple + C. LE and GT 16","Male","10","","","","5"
"PDS/Linke","2003","Couple + C. LE and GT 16","Female","8","","","","5"
"SPD","2003","1-pers.-HH","Male","236","0.390490162381934","0.353071616297089","0.42790870846678","2"
"SPD","2003","1-pers.-HH","Female","331","0.392273814743305","0.359392057409512","0.425155572077098","2"
"SPD","2003","(Married) couple without C. ","Male","807","0.386410685666158","0.365899885733532","0.406921485598784","2"
"SPD","2003","(Married) couple without C. ","Female","710","0.404741844042254","0.382338679789704","0.427145008294803","2"
"SPD","2003","Single parent ","Male","48","0.337023935806664","0.254158697799444","0.419889173813883","2"
"SPD","2003","Single parent ","Female","88","0.368393529823581","0.308237537323211","0.428549522323951","2"
"SPD","2003","Couple + C. LE 16 ","Male","375","0.356571705776577","0.328084051176896","0.385059360376258","2"
"SPD","2003","Couple + C. LE 16 ","Female","317","0.339266847580197","0.308420229086902","0.370113466073492","2"
"SPD","2003","Couple + C. GT 16 ","Male","356","0.395852797822172","0.365219412845678","0.426486182798666","2"
"SPD","2003","Couple + C. GT 16 ","Female","282","0.380642995271366","0.346568436758937","0.414717553783795","2"
"SPD","2003","Couple + C. LE and GT 16","Male","148","0.367401768017318","0.320850223930123","0.413953312104513","2"
"SPD","2003","Couple + C. LE and GT 16","Female","123","0.353271485255565","0.302464441081563","0.404078529429567","2"
"AfD","2004","1-pers.-HH","Male","","","","","7"
"AfD","2004","1-pers.-HH","Female","","","","","7"
"AfD","2004","(Married) couple without C. ","Male","","","","","7"
"AfD","2004","(Married) couple without C. ","Female","","","","","7"
"AfD","2004","Couple + C. GT 16 ","Female","","","","","7"
"AfD","2004","Couple + C. LE and GT 16","Male","","","","","7"
"AfD","2004","Couple + C. LE and GT 16","Female","","","","","7"
"AfD","2004","Single parent ","Female","","","","","7"
"AfD","2004","Couple + C. LE 16 ","Male","","","","","7"
"AfD","2004","Couple + C. LE 16 ","Female","","","","","7"
"AfD","2004","Couple + C. GT 16 ","Male","","","","","7"
"AfD","2004","Single parent ","Male","","","","","7"
"CDU/CSU","2004","Couple + C. LE and GT 16","Female","111","0.440154642976335","0.379107138300094","0.501202147652577","1"
"CDU/CSU","2004","Couple + C. GT 16 ","Male","380","0.443416647791137","0.40999981010722","0.476833485475055","1"
"CDU/CSU","2004","Couple + C. GT 16 ","Female","264","0.412240781505478","0.374282457101452","0.450199105909504","1"
"CDU/CSU","2004","Couple + C. LE and GT 16","Male","165","0.439860307477342","0.389007713696596","0.490712901258087","1"
"CDU/CSU","2004","(Married) couple without C. ","Male","898","0.469013028494588","0.446603382961651","0.491422674027526","1"
"CDU/CSU","2004","(Married) couple without C. ","Female","784","0.488940604047825","0.464740214584648","0.513140993511002","1"
"CDU/CSU","2004","1-pers.-HH","Female","322","0.470442558668974","0.433959311535123","0.506925805802826","1"
"CDU/CSU","2004","Single parent ","Male","39","0.360531848275652","0.262945763521944","0.458117933029359","1"
"CDU/CSU","2004","Single parent ","Female","62","0.307251486323987","0.243312184352937","0.371190788295037","1"
"CDU/CSU","2004","Couple + C. LE 16 ","Female","265","0.398769474615284","0.362366476522709","0.435172472707858","1"
"CDU/CSU","2004","Couple + C. LE 16 ","Male","397","0.458141924001623","0.425260047685598","0.491023800317648","1"
"CDU/CSU","2004","1-pers.-HH","Male","237","0.386405937554194","0.34622028649505","0.426591588613337","1"
"FDP","2004","Couple + C. GT 16 ","Male","46","0.0391037705334572","0.0260648448997359","0.0521426961671786","3"
"FDP","2004","Couple + C. GT 16 ","Female","26","","","","3"
"FDP","2004","Single parent ","Female","5","","","","3"
"FDP","2004","Couple + C. LE 16 ","Female","23","","","","3"
"FDP","2004","Couple + C. LE and GT 16","Male","14","","","","3"
"FDP","2004","Couple + C. LE and GT 16","Female","6","","","","3"
"FDP","2004","1-pers.-HH","Male","43","0.0709962692053403","0.0498011905870178","0.0921913478236629","3"
"FDP","2004","1-pers.-HH","Female","24","","","","3"
"FDP","2004","(Married) couple without C. ","Male","94","0.0427739002658111","0.0336873864127104","0.0518604141189119","3"
"FDP","2004","Couple + C. LE 16 ","Male","40","0.0438143006339845","0.0303062443217343","0.0573223569462348","3"
"FDP","2004","(Married) couple without C. ","Female","60","0.0306125299266208","0.0222727051400578","0.0389523547131838","3"
"FDP","2004","Single parent ","Male","6","","","","3"
"NPD Combination","2004","(Married) couple without C. ","Female","4","","","","6"
"NPD Combination","2004","Couple + C. GT 16 ","Female","2","","","","6"
"NPD Combination","2004","Couple + C. LE and GT 16","Male","6","","","","6"
"NPD Combination","2004","Single parent ","Male","3","","","","6"
"NPD Combination","2004","Couple + C. LE and GT 16","Female","1","","","","6"
"NPD Combination","2004","(Married) couple without C. ","Male","14","","","","6"
"NPD Combination","2004","1-pers.-HH","Female","4","","","","6"
"NPD Combination","2004","1-pers.-HH","Male","9","","","","6"
"NPD Combination","2004","Couple + C. LE 16 ","Male","11","","","","6"
"NPD Combination","2004","Couple + C. LE 16 ","Female","4","","","","6"
"NPD Combination","2004","Couple + C. GT 16 ","Male","10","","","","6"
"NPD Combination","2004","Single parent ","Female","1","","","","6"
"Other","2004","1-pers.-HH","Male","5","","","","8"
"Other","2004","1-pers.-HH","Female","2","","","","8"
"Other","2004","(Married) couple without C. ","Male","23","","","","8"
"Other","2004","(Married) couple without C. ","Female","7","","","","8"
"Other","2004","Single parent ","Male","2","","","","8"
"Other","2004","Single parent ","Female","7","","","","8"
"Other","2004","Couple + C. LE 16 ","Male","9","","","","8"
"Other","2004","Couple + C. LE 16 ","Female","6","","","","8"
"Other","2004","Couple + C. GT 16 ","Male","15","","","","8"
"Other","2004","Couple + C. GT 16 ","Female","7","","","","8"
"Other","2004","Couple + C. LE and GT 16","Male","6","","","","8"
"Other","2004","Couple + C. LE and GT 16","Female","2","","","","8"
"PDS/Linke","2004","1-pers.-HH","Male","37","0.0503282130621947","0.0322855324067133","0.0683708937176761","5"
"PDS/Linke","2004","1-pers.-HH","Female","36","0.0368510444294912","0.0230803679481663","0.050621720910816","5"
"PDS/Linke","2004","(Married) couple without C. ","Male","101","0.0464808540775393","0.0370271422529251","0.0559345659021534","5"
"PDS/Linke","2004","(Married) couple without C. ","Female","82","0.0424255480779894","0.032667597362876","0.0521834987931027","5"
"PDS/Linke","2004","Single parent ","Male","3","","","","5"
"PDS/Linke","2004","Single parent ","Female","11","","","","5"
"PDS/Linke","2004","Couple + C. LE 16 ","Male","21","","","","5"
"PDS/Linke","2004","Couple + C. LE 16 ","Female","19","","","","5"
"PDS/Linke","2004","Couple + C. GT 16 ","Male","42","0.0435733264458172","0.0298414324064277","0.0573052204852067","5"
"PDS/Linke","2004","Couple + C. GT 16 ","Female","41","0.0479376077257944","0.0314634691134486","0.0644117463381402","5"
"PDS/Linke","2004","Couple + C. LE and GT 16","Male","11","","","","5"
"PDS/Linke","2004","Couple + C. LE and GT 16","Female","11","","","","5"
"SPD","2004","1-pers.-HH","Male","173","0.328106518904558","0.289357011826868","0.366856025982248","2"
"SPD","2004","1-pers.-HH","Female","252","0.356937812392814","0.321918597003344","0.391957027782285","2"
"SPD","2004","(Married) couple without C. ","Male","662","0.369851619663465","0.348172792863994","0.391530446462936","2"
"SPD","2004","(Married) couple without C. ","Female","563","0.349119920302619","0.326042013288093","0.372197827317144","2"
"SPD","2004","Single parent ","Male","29","","","","2"
"SPD","2004","Single parent ","Female","66","0.342130783943261","0.276380300286273","0.407881267600249","2"
"SPD","2004","Couple + C. LE 16 ","Male","293","0.323759662130657","0.292879775018541","0.354639549242774","2"
"SPD","2004","Couple + C. LE 16 ","Female","241","0.349563598605175","0.314113192985625","0.385014004224726","2"
"SPD","2004","Couple + C. GT 16 ","Male","293","0.391839281433151","0.359002739527107","0.424675823339196","2"
"SPD","2004","Couple + C. GT 16 ","Female","233","0.39646399219569","0.358742809600446","0.434185174790933","2"
"SPD","2004","Couple + C. LE and GT 16","Male","127","0.382590902540901","0.33279869513262","0.432383109949182","2"
"SPD","2004","Couple + C. LE and GT 16","Female","80","0.341363040395375","0.283050423659333","0.399675657131417","2"
"AfD","2005","1-pers.-HH","Male","","","","","7"
"AfD","2005","1-pers.-HH","Female","","","","","7"
"AfD","2005","(Married) couple without C. ","Male","","","","","7"
"AfD","2005","(Married) couple without C. ","Female","","","","","7"
"AfD","2005","Couple + C. GT 16 ","Female","","","","","7"
"AfD","2005","Couple + C. LE and GT 16","Male","","","","","7"
"AfD","2005","Couple + C. LE and GT 16","Female","","","","","7"
"AfD","2005","Single parent ","Female","","","","","7"
"AfD","2005","Couple + C. LE 16 ","Male","","","","","7"
"AfD","2005","Couple + C. LE 16 ","Female","","","","","7"
"AfD","2005","Couple + C. GT 16 ","Male","","","","","7"
"AfD","2005","Single parent ","Male","","","","","7"
"CDU/CSU","2005","Couple + C. LE and GT 16","Female","101","0.371798615625524","0.313279093080269","0.430318138170779","1"
"CDU/CSU","2005","Couple + C. GT 16 ","Male","328","0.38713228836387","0.353649941874077","0.420614634853663","1"
"CDU/CSU","2005","Couple + C. GT 16 ","Female","235","0.366258736967564","0.327963365142273","0.404554108792855","1"
"CDU/CSU","2005","Couple + C. LE and GT 16","Male","144","0.367491005318828","0.316617079393417","0.418364931244238","1"
"CDU/CSU","2005","(Married) couple without C. ","Male","886","0.445553500061361","0.423622203816111","0.467484796306611","1"
"CDU/CSU","2005","(Married) couple without C. ","Female","735","0.453532322146321","0.429783163342369","0.477281480950273","1"
"CDU/CSU","2005","1-pers.-HH","Female","317","0.41999803349776","0.384954413135117","0.455041653860403","1"
"CDU/CSU","2005","1-pers.-HH","Male","230","0.37116031999339","0.332341677180154","0.409978962806627","1"
"CDU/CSU","2005","Single parent ","Male","38","0.36872171390074","0.276440515876948","0.461002911924532","1"
"CDU/CSU","2005","Couple + C. LE 16 ","Female","232","0.348947741923424","0.312721324311453","0.385174159535395","1"
"CDU/CSU","2005","Single parent ","Female","66","0.252702470896866","0.194883582019171","0.310521359774561","1"
"CDU/CSU","2005","Couple + C. LE 16 ","Male","361","0.442028608086288","0.408543562716558","0.475513653456018","1"
"FDP","2005","1-pers.-HH","Male","40","0.0610085374936512","0.041776923343576","0.0802401516437264","3"
"FDP","2005","1-pers.-HH","Female","16","","","","3"
"FDP","2005","(Married) couple without C. ","Male","107","0.0402415702436036","0.0315698955919702","0.0489132448952371","3"
"FDP","2005","(Married) couple without C. ","Female","75","0.0340932708694861","0.0254363429754117","0.0427501987635606","3"
"FDP","2005","Single parent ","Female","6","","","","3"
"FDP","2005","Couple + C. LE 16 ","Male","36","0.0399579933139676","0.0267521332942086","0.0531638533337267","3"
"FDP","2005","Couple + C. GT 16 ","Male","40","0.0271128175663321","0.0159487775373188","0.0382768575953454","3"
"FDP","2005","Couple + C. GT 16 ","Female","25","","","","3"
"FDP","2005","Single parent ","Male","8","","","","3"
"FDP","2005","Couple + C. LE 16 ","Female","17","","","","3"
"FDP","2005","Couple + C. LE and GT 16","Male","14","","","","3"
"FDP","2005","Couple + C. LE and GT 16","Female","8","","","","3"
"NPD Combination","2005","(Married) couple without C. ","Female","7","","","","6"
"NPD Combination","2005","Couple + C. GT 16 ","Female","3","","","","6"
"NPD Combination","2005","Couple + C. LE and GT 16","Male","9","","","","6"
"NPD Combination","2005","(Married) couple without C. ","Male","26","","","","6"
"NPD Combination","2005","1-pers.-HH","Female","3","","","","6"
"NPD Combination","2005","Single parent ","Male","5","","","","6"
"NPD Combination","2005","Couple + C. LE 16 ","Male","29","","","","6"
"NPD Combination","2005","Couple + C. LE 16 ","Female","11","","","","6"
"NPD Combination","2005","Couple + C. LE and GT 16","Female","4","","","","6"
"NPD Combination","2005","Single parent ","Female","1","","","","6"
"NPD Combination","2005","1-pers.-HH","Male","12","","","","6"
"NPD Combination","2005","Couple + C. GT 16 ","Male","20","","","","6"
"Other","2005","1-pers.-HH","Male","5","","","","8"
"Other","2005","1-pers.-HH","Female","5","","","","8"
"Other","2005","(Married) couple without C. ","Male","21","","","","8"
"Other","2005","(Married) couple without C. ","Female","13","","","","8"
"Other","2005","Single parent ","Male","2","","","","8"
"Other","2005","Single parent ","Female","7","","","","8"
"Other","2005","Couple + C. LE 16 ","Male","7","","","","8"
"Other","2005","Couple + C. LE 16 ","Female","4","","","","8"
"Other","2005","Couple + C. GT 16 ","Male","8","","","","8"
"Other","2005","Couple + C. GT 16 ","Female","3","","","","8"
"Other","2005","Couple + C. LE and GT 16","Male","8","","","","8"
"Other","2005","Couple + C. LE and GT 16","Female","1","","","","8"
"PDS/Linke","2005","1-pers.-HH","Male","44","0.0569643434812761","0.0383411046297363","0.075587582332816","5"
"PDS/Linke","2005","(Married) couple without C. ","Male","107","0.0435483995190284","0.0345430173767603","0.0525537816612965","5"
"PDS/Linke","2005","(Married) couple without C. ","Female","83","0.040790390361209","0.0313541811496101","0.050226599572808","5"
"PDS/Linke","2005","1-pers.-HH","Female","41","0.0354613228412489","0.0223300176494158","0.048592628033082","5"
"PDS/Linke","2005","Single parent ","Male","5","","","","5"
"PDS/Linke","2005","Single parent ","Female","13","","","","5"
"PDS/Linke","2005","Couple + C. LE 16 ","Male","18","","","","5"
"PDS/Linke","2005","Couple + C. LE 16 ","Female","20","","","","5"
"PDS/Linke","2005","Couple + C. GT 16 ","Male","41","0.0399810920629893","0.0265141175616427","0.053448066564336","5"
"PDS/Linke","2005","Couple + C. GT 16 ","Female","36","0.0518102074904716","0.0341924103493354","0.0694280046316078","5"
"PDS/Linke","2005","Couple + C. LE and GT 16","Male","16","","","","5"
"PDS/Linke","2005","Couple + C. LE and GT 16","Female","14","","","","5"
"SPD","2005","1-pers.-HH","Male","204","0.340287046996703","0.302216438112318","0.378357655881089","2"
"SPD","2005","1-pers.-HH","Female","301","0.40034549934019","0.365556764952434","0.435134233727947","2"
"SPD","2005","(Married) couple without C. ","Male","727","0.391210200834181","0.369676269837543","0.412744131830818","2"
"SPD","2005","(Married) couple without C. ","Female","612","0.367103927362638","0.344109500692739","0.390098354032537","2"
"SPD","2005","Single parent ","Female","75","0.389057777152155","0.324190548315465","0.453925005988844","2"
"SPD","2005","Couple + C. GT 16 ","Male","317","0.428186489933234","0.394173367335455","0.462199612531014","2"
"SPD","2005","Couple + C. LE and GT 16","Female","74","0.304775937383999","0.249038091448801","0.360513783319196","2"
"SPD","2005","Single parent ","Male","36","0.309990017386396","0.221528378178044","0.398451656594749","2"
"SPD","2005","Couple + C. LE 16 ","Male","288","0.311032578347412","0.27982054803421","0.342244608660614","2"
"SPD","2005","Couple + C. LE 16 ","Female","239","0.346945407662831","0.310767571810207","0.383123243515454","2"
"SPD","2005","Couple + C. GT 16 ","Female","223","0.395216970016833","0.356355977195808","0.434077962837858","2"
"SPD","2005","Couple + C. LE and GT 16","Male","122","0.44101511064223","0.388623070211332","0.493407151073128","2"
"AfD","2006","1-pers.-HH","Male","","","","","7"
"AfD","2006","1-pers.-HH","Female","","","","","7"
"AfD","2006","(Married) couple without C. ","Male","","","","","7"
"AfD","2006","(Married) couple without C. ","Female","","","","","7"
"AfD","2006","Couple + C. LE 16 ","Male","","","","","7"
"AfD","2006","Single parent ","Female","","","","","7"
"AfD","2006","Couple + C. LE 16 ","Female","","","","","7"
"AfD","2006","Couple + C. GT 16 ","Female","","","","","7"
"AfD","2006","Couple + C. LE and GT 16","Male","","","","","7"
"AfD","2006","Couple + C. LE and GT 16","Female","","","","","7"
"AfD","2006","Couple + C. GT 16 ","Male","","","","","7"
"AfD","2006","Single parent ","Male","","","","","7"
"CDU/CSU","2006","Couple + C. LE and GT 16","Female","111","0.369956920213746","0.313806938186982","0.42610690224051","1"
"CDU/CSU","2006","Couple + C. LE and GT 16","Male","140","0.369223622685893","0.319578426834041","0.418868818537745","1"
"CDU/CSU","2006","1-pers.-HH","Female","381","0.434993685159013","0.402676613381877","0.467310756936149","1"
"CDU/CSU","2006","(Married) couple without C. ","Male","1017","0.429659849649052","0.409291295495168","0.450028403802936","1"
"CDU/CSU","2006","Couple + C. GT 16 ","Male","344","0.388307035949206","0.356069992429365","0.420544079469046","1"
"CDU/CSU","2006","Couple + C. GT 16 ","Female","290","0.404262111411211","0.368215269233103","0.44030895358932","1"
"CDU/CSU","2006","(Married) couple without C. ","Female","909","0.452269644218818","0.430500148855736","0.474039139581901","1"
"CDU/CSU","2006","1-pers.-HH","Male","243","0.328420531212118","0.293900025798943","0.362941036625293","1"
"CDU/CSU","2006","Couple + C. LE 16 ","Female","280","0.346041697505959","0.313200437138523","0.378882957873395","1"
"CDU/CSU","2006","Single parent ","Male","56","0.422403104185858","0.334754672108447","0.510051536263268","1"
"CDU/CSU","2006","Couple + C. LE 16 ","Male","366","0.38338983744391","0.352208101434076","0.414571573453744","1"
"CDU/CSU","2006","Single parent ","Female","85","0.277050851872911","0.22306502623661","0.331036677509212","1"
"FDP","2006","Couple + C. GT 16 ","Male","59","0.0578003109250114","0.0423642174910199","0.0732364043590028","3"
"FDP","2006","Couple + C. LE 16 ","Female","33","0.0299118364200932","0.0181518258664248","0.0416718469737616","3"
"FDP","2006","Single parent ","Female","5","","","","3"
"FDP","2006","1-pers.-HH","Female","25","","","","3"
"FDP","2006","(Married) couple without C. ","Male","129","0.047619558056561","0.0388570433994326","0.0563820727136895","3"
"FDP","2006","Couple + C. LE 16 ","Male","60","0.0637729094145864","0.0481023907857327","0.0794434280434401","3"
"FDP","2006","Couple + C. GT 16 ","Female","23","","","","3"
"FDP","2006","1-pers.-HH","Male","57","0.0865115965738349","0.0658481875066842","0.107175005640986","3"
"FDP","2006","(Married) couple without C. ","Female","78","0.0339832208310773","0.0260583746658188","0.0419080669963358","3"
"FDP","2006","Single parent ","Male","8","","","","3"
"FDP","2006","Couple + C. LE and GT 16","Male","15","","","","3"
"FDP","2006","Couple + C. LE and GT 16","Female","9","","","","3"
"NPD Combination","2006","(Married) couple without C. ","Female","8","","","","6"
"NPD Combination","2006","Couple + C. GT 16 ","Female","5","","","","6"
"NPD Combination","2006","(Married) couple without C. ","Male","30","0.0238428855132389","0.0175656255925267","0.0301201454339512","6"
"NPD Combination","2006","Single parent ","Male","2","","","","6"
"NPD Combination","2006","Couple + C. LE 16 ","Male","25","","","","6"
"NPD Combination","2006","Couple + C. LE 16 ","Female","12","","","","6"
"NPD Combination","2006","Couple + C. LE and GT 16","Male","7","","","","6"
"NPD Combination","2006","Couple + C. LE and GT 16","Female","1","","","","6"
"NPD Combination","2006","Couple + C. GT 16 ","Male","29","","","","6"
"NPD Combination","2006","Single parent ","Female","1","","","","6"
"NPD Combination","2006","1-pers.-HH","Female","1","","","","6"
"NPD Combination","2006","1-pers.-HH","Male","11","","","","6"
"Other","2006","1-pers.-HH","Male","9","","","","8"
"Other","2006","1-pers.-HH","Female","4","","","","8"
"Other","2006","(Married) couple without C. ","Male","20","","","","8"
"Other","2006","(Married) couple without C. ","Female","12","","","","8"
"Other","2006","Single parent ","Male","1","","","","8"
"Other","2006","Single parent ","Female","8","","","","8"
"Other","2006","Couple + C. LE 16 ","Male","11","","","","8"
"Other","2006","Couple + C. LE 16 ","Female","5","","","","8"
"Other","2006","Couple + C. GT 16 ","Male","10","","","","8"
"Other","2006","Couple + C. GT 16 ","Female","8","","","","8"
"Other","2006","Couple + C. LE and GT 16","Male","1","","","","8"
"Other","2006","Couple + C. LE and GT 16","Female","2","","","","8"
"PDS/Linke","2006","1-pers.-HH","Male","64","0.0761574459045768","0.056660416017213","0.0956544757919406","5"
"PDS/Linke","2006","1-pers.-HH","Female","46","0.0382139786556928","0.0257167350790537","0.050711222232332","5"
"PDS/Linke","2006","(Married) couple without C. ","Male","156","0.0650194788675414","0.0548744364598915","0.0751645212751912","5"
"PDS/Linke","2006","(Married) couple without C. ","Female","115","0.0583249735689246","0.0480744974405754","0.0685754496972739","5"
"PDS/Linke","2006","Single parent ","Female","25","","","","5"
"PDS/Linke","2006","Couple + C. LE 16 ","Male","31","0.0359023770680273","0.023970829943712","0.0478339241923426","5"
"PDS/Linke","2006","Couple + C. GT 16 ","Male","57","0.0484554180926648","0.0342522058780292","0.0626586303073003","5"
"PDS/Linke","2006","Single parent ","Male","11","","","","5"
"PDS/Linke","2006","Couple + C. LE 16 ","Female","31","0.0416756119565332","0.0278788289707869","0.0554723949422796","5"
"PDS/Linke","2006","Couple + C. GT 16 ","Female","50","0.0707376220221179","0.0519053595005062","0.0895698845437297","5"
"PDS/Linke","2006","Couple + C. LE and GT 16","Male","18","","","","5"
"PDS/Linke","2006","Couple + C. LE and GT 16","Female","13","","","","5"
"SPD","2006","1-pers.-HH","Male","262","0.365215549584377","0.329823879201589","0.400607219967165","2"
"SPD","2006","Single parent ","Male","34","0.280823936047964","0.201079048673222","0.360568823422707","2"
"SPD","2006","Couple + C. GT 16 ","Female","269","0.372827149299081","0.337308578326246","0.408345720271916","2"
"SPD","2006","(Married) couple without C. ","Male","794","0.368810722615988","0.348958349963002","0.388663095268973","2"
"SPD","2006","(Married) couple without C. ","Female","717","0.368797729183582","0.347694708128885","0.389900750238278","2"
"SPD","2006","1-pers.-HH","Female","367","0.400557227928522","0.368614645352144","0.432499810504901","2"
"SPD","2006","Single parent ","Female","100","0.440840686633219","0.380950627192756","0.500730746073682","2"
"SPD","2006","Couple + C. LE 16 ","Male","330","0.360052014944795","0.329267691477863","0.390836338411728","2"
"SPD","2006","Couple + C. LE 16 ","Female","292","0.355147806923705","0.322109694300714","0.388185919546695","2"
"SPD","2006","Couple + C. GT 16 ","Male","329","0.412887183943598","0.380320216899806","0.445454150987389","2"
"SPD","2006","Couple + C. LE and GT 16","Male","138","0.404407335063234","0.353920405314562","0.454894264811907","2"
"SPD","2006","Couple + C. LE and GT 16","Female","90","0.391483396125847","0.334718243356352","0.448248548895342","2"
"AfD","2007","1-pers.-HH","Male","","","","","7"
"AfD","2007","1-pers.-HH","Female","","","","","7"
"AfD","2007","Single parent ","Female","","","","","7"
"AfD","2007","Couple + C. LE 16 ","Male","","","","","7"
"AfD","2007","(Married) couple without C. ","Male","","","","","7"
"AfD","2007","(Married) couple without C. ","Female","","","","","7"
"AfD","2007","Single parent ","Male","","","","","7"
"AfD","2007","Couple + C. LE 16 ","Female","","","","","7"
"AfD","2007","Couple + C. GT 16 ","Female","","","","","7"
"AfD","2007","Couple + C. LE and GT 16","Male","","","","","7"
"AfD","2007","Couple + C. LE and GT 16","Female","","","","","7"
"AfD","2007","Couple + C. GT 16 ","Male","","","","","7"
"CDU/CSU","2007","Couple + C. LE and GT 16","Female","86","0.32701871930907","0.264311627486026","0.389725811132114","1"
"CDU/CSU","2007","(Married) couple without C. ","Female","741","0.43171862953387","0.408180169920569","0.455257089147171","1"
"CDU/CSU","2007","Single parent ","Male","42","0.312173020638014","0.225182460217966","0.399163581058062","1"
"CDU/CSU","2007","Single parent ","Female","66","0.293166731993024","0.233285953521985","0.353047510464062","1"
"CDU/CSU","2007","Couple + C. GT 16 ","Female","213","0.335463956531818","0.297398016971927","0.37352989609171","1"
"CDU/CSU","2007","Couple + C. LE and GT 16","Male","113","0.38206758871204","0.325754978184391","0.438380199239688","1"
"CDU/CSU","2007","1-pers.-HH","Male","212","0.330691960700723","0.293203704180709","0.368180217220737","1"
"CDU/CSU","2007","1-pers.-HH","Female","315","0.416684935619649","0.382500359632578","0.45086951160672","1"
"CDU/CSU","2007","(Married) couple without C. ","Male","870","0.427992762832749","0.406065589974839","0.449919935690659","1"
"CDU/CSU","2007","Couple + C. LE 16 ","Male","304","0.399486274606335","0.365223252772634","0.433749296440036","1"
"CDU/CSU","2007","Couple + C. LE 16 ","Female","206","0.314597633927946","0.277778123333545","0.351417144522347","1"
"CDU/CSU","2007","Couple + C. GT 16 ","Male","314","0.40293551454443","0.368558108173037","0.437312920915824","1"
"FDP","2007","Single parent ","Male","9","","","","3"
"FDP","2007","Couple + C. GT 16 ","Female","20","","","","3"
"FDP","2007","Couple + C. LE 16 ","Male","61","0.0732948099266546","0.0550633825514486","0.0915262373018605","3"
"FDP","2007","Couple + C. LE and GT 16","Male","13","","","","3"
"FDP","2007","(Married) couple without C. ","Male","137","0.0612623211238382","0.0506347868450909","0.0718898554025855","3"
"FDP","2007","(Married) couple without C. ","Female","77","0.034962172143371","0.0262331156084998","0.0436912286782423","3"
"FDP","2007","Couple + C. LE 16 ","Female","23","","","","3"
"FDP","2007","Single parent ","Female","5","","","","3"
"FDP","2007","Couple + C. GT 16 ","Male","43","0.0419424880669686","0.0278927703200062","0.0559922058139309","3"
"FDP","2007","1-pers.-HH","Male","44","0.0609597030513678","0.0418948290303208","0.0800245770724148","3"
"FDP","2007","1-pers.-HH","Female","26","","","","3"
"FDP","2007","Couple + C. LE and GT 16","Female","5","","","","3"
"NPD Combination","2007","Single parent ","Female","3","","","","6"
"NPD Combination","2007","1-pers.-HH","Female","2","","","","6"
"NPD Combination","2007","1-pers.-HH","Male","7","","","","6"
"NPD Combination","2007","(Married) couple without C. ","Male","20","","","","6"
"NPD Combination","2007","Single parent ","Male","7","","","","6"
"NPD Combination","2007","Couple + C. LE 16 ","Male","19","","","","6"
"NPD Combination","2007","Couple + C. LE 16 ","Female","8","","","","6"
"NPD Combination","2007","Couple + C. GT 16 ","Male","24","","","","6"
"NPD Combination","2007","Couple + C. GT 16 ","Female","4","","","","6"
"NPD Combination","2007","Couple + C. LE and GT 16","Male","11","","","","6"
"NPD Combination","2007","(Married) couple without C. ","Female","7","","","","6"
"NPD Combination","2007","Couple + C. LE and GT 16","Female","1","","","","6"
"Other","2007","1-pers.-HH","Male","7","","","","8"
"Other","2007","1-pers.-HH","Female","3","","","","8"
"Other","2007","(Married) couple without C. ","Male","16","","","","8"
"Other","2007","(Married) couple without C. ","Female","10","","","","8"
"Other","2007","Single parent ","Male","2","","","","8"
"Other","2007","Single parent ","Female","6","","","","8"
"Other","2007","Couple + C. LE 16 ","Male","7","","","","8"
"Other","2007","Couple + C. LE 16 ","Female","4","","","","8"
"Other","2007","Couple + C. GT 16 ","Male","13","","","","8"
"Other","2007","Couple + C. GT 16 ","Female","6","","","","8"
"Other","2007","Couple + C. LE and GT 16","Male","3","","","","8"
"Other","2007","Couple + C. LE and GT 16","Female","1","","","","8"
"PDS/Linke","2007","1-pers.-HH","Female","52","0.0510898307917485","0.0358228034294739","0.0663568581540232","5"
