"party","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"PDS/Linke","2019","Part Time","Male","102","0.126407850676979","0.105309766269576","0.147505935084382","5"
"PDS/Linke","2019","Part Time","Female","171","0.0848119322074118","0.0727458364325533","0.0968780279822704","5"
"PDS/Linke","2019","Not Working","Male","150","0.0820883114061625","0.0693648450745696","0.0948117777377553","5"
"PDS/Linke","2019","Not Working","Female","154","0.0646867681290329","0.0537582081789481","0.0756153280791176","5"
"SPD","2019","Part Time","Male","178","0.231639287127264","0.204854368830617","0.258424205423911","2"
"SPD","2019","Full Time","Female","241","0.189347472679786","0.169174912248682","0.209520033110891","2"
"SPD","2019","Part Time","Female","289","0.165126265916668","0.149045690178089","0.181206841655248","2"
"SPD","2019","Not Working","Female","449","0.251480693366583","0.232204090468225","0.270757296264941","2"
"SPD","2019","Not Working","Male","458","0.276356960775879","0.255628754005756","0.297085167546003","2"
"SPD","2019","Full Time","Male","515","0.173496261154269","0.160293279462365","0.186699242846174","2"
