"party","year","education","n","percent","lower_confidence","upper_confidence"
"PDS/Linke","2004","no degree/no degree yet","9","","",""
"NPD Combination","2004","lower secondary degree","27","","",""
"NPD Combination","2004","secondary school degree","34","0.0146359104549385","0.00987482772972034","0.0193969931801566"
"NPD Combination","2004","college entrance qualification","6","","",""
"NPD Combination","2004","Other degree","","","",""
"NPD Combination","2004","no degree/no degree yet","","","",""
"AfD","2004","lower secondary degree","","","",""
"AfD","2004","secondary school degree","","","",""
"AfD","2004","college entrance qualification","","","",""
"AfD","2004","Other degree","","","",""
"AfD","2004","no degree/no degree yet","","","",""
"Other","2004","lower secondary degree","27","","",""
"Other","2004","secondary school degree","31","0.0146933073865252","0.00992303708290767","0.0194635776901428"
"Other","2004","college entrance qualification","19","","",""
"Other","2004","Other degree","7","","",""
"Other","2004","no degree/no degree yet","7","","",""
"CDU/CSU","2005","lower secondary degree","1290","0.428922482807035","0.411086955935729","0.44675800967834"
"CDU/CSU","2005","secondary school degree","1081","0.451961634996827","0.432145103108246","0.471778166885408"
"CDU/CSU","2005","college entrance qualification","1129","0.350685027604901","0.333799807191737","0.367570248018065"
"CDU/CSU","2005","Other degree","157","0.461793951858478","0.408248278850032","0.515339624866925"
"CDU/CSU","2005","no degree/no degree yet","76","0.317066796841902","0.256128743247141","0.378004850436663"
"SPD","2005","lower secondary degree","1315","0.45934951803648","0.441390650962539","0.477308385110422"
"SPD","2005","secondary school degree","798","0.323270395946495","0.304646868674487","0.341893923218503"
"SPD","2005","college entrance qualification","939","0.306542050728435","0.290227485370781","0.322856616086089"
"SPD","2005","Other degree","135","0.378782795233786","0.326682182111164","0.430883408356408"
"SPD","2005","no degree/no degree yet","77","0.420294326875776","0.355653839678119","0.484934814073433"
"FDP","2005","lower secondary degree","72","0.0234489674838869","0.0179956806662754","0.0289022543014984"
"FDP","2005","secondary school degree","103","0.03197588916299","0.024970604525543","0.038981173800437"
"FDP","2005","college entrance qualification","200","0.0620295759568309","0.0534943624033396","0.0705647895103222"
"FDP","2005","Other degree","10","","",""
"FDP","2005","no degree/no degree yet","11","","",""
"Grüne","2005","lower secondary degree","78","0.0278622389547474","0.0219313346204224","0.0337931432890724"
"Grüne","2005","secondary school degree","197","0.0868780229029785","0.0756632432183755","0.0980928025875815"
"Grüne","2005","college entrance qualification","610","0.225266949165782","0.210484540854532","0.240049357477032"
"Grüne","2005","Other degree","22","","",""
"Grüne","2005","no degree/no degree yet","41","0.119710183416017","0.077199071067948","0.162221295764087"
"PDS/Linke","2005","lower secondary degree","120","0.0281231223290088","0.0221653157587136","0.034080928899304"
"PDS/Linke","2005","secondary school degree","151","0.0552974222107535","0.0461967938973963","0.0643980505241108"
"PDS/Linke","2005","college entrance qualification","164","0.0480398984104627","0.0404727748248042","0.0556070219961212"
"PDS/Linke","2005","Other degree","4","","",""
"PDS/Linke","2005","no degree/no degree yet","12","","",""
"NPD Combination","2005","lower secondary degree","46","0.0189839950406257","0.0140660818497191","0.0239019082315323"
"NPD Combination","2005","secondary school degree","66","0.0348855686387357","0.0275795009418182","0.0421916363356532"
"NPD Combination","2005","college entrance qualification","10","","",""
"NPD Combination","2005","Other degree","3","","",""
"NPD Combination","2005","no degree/no degree yet","4","","",""
"AfD","2005","lower secondary degree","","","",""
"AfD","2005","secondary school degree","","","",""
"AfD","2005","college entrance qualification","","","",""
"AfD","2005","Other degree","","","",""
"AfD","2005","no degree/no degree yet","","","",""
"Other","2005","lower secondary degree","37","0.013309675348216","0.00917993095622369","0.0174394197402084"
"Other","2005","secondary school degree","27","","",""
"Other","2005","college entrance qualification","16","","",""
"Other","2005","Other degree","2","","",""
"Other","2005","no degree/no degree yet","3","","",""
"CDU/CSU","2006","lower secondary degree","1490","0.429052236514202","0.412326957534964","0.445777515493441"
"CDU/CSU","2006","secondary school degree","1262","0.434131363835848","0.416064097854119","0.452198629817577"
"CDU/CSU","2006","college entrance qualification","1283","0.347399483877758","0.331620592759138","0.363178374996378"
"CDU/CSU","2006","Other degree","177","0.414616447393075","0.36553287888824","0.463700015897911"
"CDU/CSU","2006","no degree/no degree yet","70","0.278352871540044","0.217735271127841","0.338970471952246"
"SPD","2006","lower secondary degree","1444","0.441380247191497","0.424600528009742","0.458159966373252"
"SPD","2006","secondary school degree","969","0.339813241403974","0.32254780346093","0.357078679347017"
"SPD","2006","college entrance qualification","1098","0.315687121325554","0.30028452343474","0.331089719216368"
"SPD","2006","Other degree","158","0.435003355037966","0.3856107597638","0.484395950312132"
"SPD","2006","no degree/no degree yet","83","0.48577061883723","0.418172827076614","0.553368410597845"
"FDP","2006","lower secondary degree","74","0.0240523146192757","0.0188749136022184","0.029229715636333"
"FDP","2006","secondary school degree","133","0.0410637403101205","0.0338302456051129","0.0482972350151282"
"FDP","2006","college entrance qualification","274","0.0822661974492483","0.0731606247877149","0.0913717701107816"
"FDP","2006","Other degree","12","","",""
"FDP","2006","no degree/no degree yet","7","","",""
"Grüne","2006","lower secondary degree","78","0.0238038886311779","0.0186526390884876","0.0289551381738682"
"Grüne","2006","secondary school degree","212","0.0753401388484608","0.0657189607027533","0.0849613169941683"
"Grüne","2006","college entrance qualification","615","0.190599187188919","0.177583097614801","0.203615276763037"
"Grüne","2006","Other degree","24","","",""
"Grüne","2006","no degree/no degree yet","38","0.141417072958478","0.0942889123478412","0.188545233569116"
"PDS/Linke","2006","lower secondary degree","190","0.0526783984345449","0.0451294736341763","0.0602273232349135"
"PDS/Linke","2006","secondary school degree","224","0.0686026093445335","0.0593883194640796","0.0778168992249874"
"PDS/Linke","2006","college entrance qualification","195","0.0538053390340037","0.0463281024675787","0.0612825756004287"
"PDS/Linke","2006","Other degree","12","","",""
"PDS/Linke","2006","no degree/no degree yet","9","","",""
"NPD Combination","2006","lower secondary degree","53","0.0195939125616401","0.014910270690589","0.0242775544326911"
"NPD Combination","2006","secondary school degree","62","0.0308440132554386","0.0245416079775277","0.0371464185333494"
"NPD Combination","2006","college entrance qualification","10","","",""
"NPD Combination","2006","Other degree","1","","",""
"NPD Combination","2006","no degree/no degree yet","3","","",""
"AfD","2006","lower secondary degree","","","",""
"AfD","2006","secondary school degree","","","",""
"AfD","2006","college entrance qualification","","","",""
"AfD","2006","Other degree","","","",""
"AfD","2006","no degree/no degree yet","","","",""
"Other","2006","lower secondary degree","35","0.00943900204766238","0.00617144070293551","0.0127065633923893"
"Other","2006","secondary school degree","29","","",""
"Other","2006","college entrance qualification","23","","",""
"Other","2006","Other degree","3","","",""
"Other","2006","no degree/no degree yet","","","",""
"CDU/CSU","2007","lower secondary degree","1210","0.429374092284523","0.410853720589778","0.447894463979268"
"CDU/CSU","2007","secondary school degree","1003","0.419703832772393","0.399763452047207","0.439644213497579"
"CDU/CSU","2007","college entrance qualification","1117","0.336525659107898","0.320014031340084","0.353037286875711"
"CDU/CSU","2007","Other degree","140","0.382071311630258","0.328750820206116","0.4353918030544"
"CDU/CSU","2007","no degree/no degree yet","43","0.237624736985039","0.169737233193152","0.305512240776926"
"SPD","2007","lower secondary degree","1197","0.449594866197969","0.430982227490542","0.468207504905396"
"SPD","2007","secondary school degree","780","0.334663628961859","0.315597522311844","0.353729735611874"
"SPD","2007","college entrance qualification","941","0.299598417032368","0.283591339498626","0.31560549456611"
"SPD","2007","Other degree","127","0.389942557557705","0.336419805973272","0.443465309142137"
"SPD","2007","no degree/no degree yet","58","0.499330009193492","0.419580277279641","0.579079741107342"
"FDP","2007","lower secondary degree","65","0.0220565033073314","0.0165613318108571","0.0275516748038057"
"FDP","2007","secondary school degree","112","0.0403175357820644","0.0323697180822265","0.0482653534819023"
"FDP","2007","college entrance qualification","263","0.0778128196631925","0.0684522161841622","0.0871734231422227"
"FDP","2007","Other degree","11","","",""
"FDP","2007","no degree/no degree yet","8","","",""
"Grüne","2007","lower secondary degree","58","0.0250951382506094","0.0192427658723687","0.0309475106288501"
"Grüne","2007","secondary school degree","188","0.0888529010586471","0.0773563603394257","0.100349441777868"
"Grüne","2007","college entrance qualification","590","0.215728490639656","0.2013552166768","0.230101764602513"
"Grüne","2007","Other degree","24","","",""
"Grüne","2007","no degree/no degree yet","35","0.149616035385603","0.0927233779886714","0.206508692782534"
"PDS/Linke","2007","lower secondary degree","152","0.0519671075991274","0.0436622533869358","0.0602719618113191"
"PDS/Linke","2007","secondary school degree","194","0.0781774246306405","0.0673306285109169","0.0890242207503641"
"PDS/Linke","2007","college entrance qualification","194","0.0559142366991147","0.0478857136881515","0.0639427597100778"
"PDS/Linke","2007","Other degree","12","","",""
"PDS/Linke","2007","no degree/no degree yet","5","","",""
"NPD Combination","2007","lower secondary degree","38","0.0142591753371284","0.00982324605657984","0.018695104617677"
"NPD Combination","2007","secondary school degree","53","0.0280040472133235","0.0213378254621646","0.0346702689644824"
"NPD Combination","2007","college entrance qualification","13","","",""
"NPD Combination","2007","Other degree","3","","",""
"NPD Combination","2007","no degree/no degree yet","2","","",""
"AfD","2007","lower secondary degree","","","",""
"AfD","2007","secondary school degree","","","",""
"AfD","2007","college entrance qualification","","","",""
"AfD","2007","Other degree","","","",""
"AfD","2007","no degree/no degree yet","","","",""
"Other","2007","lower secondary degree","24","","",""
"Other","2007","secondary school degree","23","","",""
"Other","2007","college entrance qualification","28","","",""
"Other","2007","Other degree","2","","",""
"Other","2007","no degree/no degree yet","","","",""
"CDU/CSU","2008","lower secondary degree","1170","0.453014820156957","0.433795639613022","0.472234000700892"
"CDU/CSU","2008","secondary school degree","1009","0.431756490780701","0.411253511805726","0.452259469755676"
"CDU/CSU","2008","college entrance qualification","1103","0.355667180351781","0.338508277343512","0.37282608336005"
"CDU/CSU","2008","Other degree","125","0.359534888782526","0.303328286358135","0.415741491206917"
"CDU/CSU","2008","no degree/no degree yet","46","0.295198452463752","0.223157707805506","0.367239197121998"
"SPD","2008","lower secondary degree","1046","0.416431142309058","0.397398085859295","0.43546419875882"
"SPD","2008","secondary school degree","664","0.311904746089524","0.292728413222117","0.331081078956932"
"SPD","2008","college entrance qualification","867","0.294924552701931","0.278579521372232","0.311269584031629"
"SPD","2008","Other degree","109","0.411199469537551","0.353565378986377","0.468833560088725"
"SPD","2008","no degree/no degree yet","62","0.487655064833268","0.408709938537411","0.566600191129126"
"FDP","2008","lower secondary degree","73","0.0275845952525829","0.0212612032616776","0.0339079872434883"
"FDP","2008","secondary school degree","112","0.0435456376137665","0.0350980104098567","0.0519932648176763"
"FDP","2008","college entrance qualification","253","0.0849406455362536","0.0749476680717576","0.0949336230007495"
"FDP","2008","Other degree","13","","",""
"FDP","2008","no degree/no degree yet","9","","",""
"Grüne","2008","lower secondary degree","51","0.0209701218374323","0.0154380306319028","0.0265022130429619"
"Grüne","2008","secondary school degree","178","0.0879874037811152","0.0762616449709276","0.0997131625913029"
"Grüne","2008","college entrance qualification","550","0.203572932405315","0.189140301045075","0.218005563765555"
"Grüne","2008","Other degree","19","","",""
"Grüne","2008","no degree/no degree yet","25","","",""
"PDS/Linke","2008","lower secondary degree","180","0.0615828826937433","0.0523013681524586","0.0708643972350279"
"PDS/Linke","2008","secondary school degree","209","0.0870469005367534","0.0753779667231247","0.0987158343503821"
"PDS/Linke","2008","college entrance qualification","194","0.0531571592224219","0.0451157469461242","0.0611985714987197"
"PDS/Linke","2008","Other degree","11","","",""
"PDS/Linke","2008","no degree/no degree yet","8","","",""
"NPD Combination","2008","lower secondary degree","34","0.0117519214473023","0.00759110736171137","0.0159127355328932"
"NPD Combination","2008","secondary school degree","55","0.0277792905143805","0.0209767161887958","0.0345818648399652"
"NPD Combination","2008","college entrance qualification","7","","",""
"NPD Combination","2008","Other degree","1","","",""
"NPD Combination","2008","no degree/no degree yet","4","","",""
"AfD","2008","lower secondary degree","","","",""
"AfD","2008","secondary school degree","","","",""
"AfD","2008","college entrance qualification","","","",""
"AfD","2008","Other degree","","","",""
"AfD","2008","no degree/no degree yet","","","",""
"Other","2008","lower secondary degree","23","","",""
"Other","2008","secondary school degree","15","","",""
"Other","2008","college entrance qualification","16","","",""
"Other","2008","Other degree","2","","",""
"Other","2008","no degree/no degree yet","","","",""
"CDU/CSU","2009","lower secondary degree","1085","0.455992273771245","0.435978354394414","0.476006193148077"
"CDU/CSU","2009","secondary school degree","853","0.412914672545154","0.391347320598293","0.434482024492016"
"CDU/CSU","2009","college entrance qualification","926","0.318720455022849","0.301407981146354","0.336032928899345"
"CDU/CSU","2009","Other degree","120","0.381614745013012","0.321033003924002","0.442196486102022"
"CDU/CSU","2009","no degree/no degree yet","41","0.264950576727079","0.189666725013417","0.340234428440741"
"SPD","2009","lower secondary degree","913","0.386490661953569","0.366923359347973","0.406057964559165"
"SPD","2009","secondary school degree","558","0.284366821078344","0.264606192748274","0.304127449408413"
"SPD","2009","college entrance qualification","760","0.277721746970258","0.261081923999873","0.294361569940642"
"SPD","2009","Other degree","80","0.356567546358678","0.296833490771994","0.416301601945363"
"SPD","2009","no degree/no degree yet","38","0.374736194727478","0.29215986206601","0.457312527388947"
"FDP","2009","lower secondary degree","109","0.0529120090385648","0.0439165535113095","0.0619074645658202"
"FDP","2009","secondary school degree","170","0.078277024869403","0.0665109009959912","0.0900431487428147"
"FDP","2009","college entrance qualification","326","0.117554105458525","0.105587955754374","0.129520255162676"
"FDP","2009","Other degree","14","","",""
"FDP","2009","no degree/no degree yet","16","","",""
"Grüne","2009","lower secondary degree","52","0.0180143183995137","0.012669753378935","0.0233588834200924"
"Grüne","2009","secondary school degree","179","0.0940235243410029","0.081238758503336","0.10680829017867"
"Grüne","2009","college entrance qualification","555","0.222325983637369","0.206877516500048","0.237774450774691"
"Grüne","2009","Other degree","25","","",""
"Grüne","2009","no degree/no degree yet","27","","",""
"PDS/Linke","2009","lower secondary degree","152","0.0562340388406555","0.0469767745449664","0.0654913031363447"
"PDS/Linke","2009","secondary school degree","180","0.091496245710003","0.0788668940906667","0.104125597329339"
"PDS/Linke","2009","college entrance qualification","186","0.0521418125608479","0.0438822654851609","0.0604013596365349"
"PDS/Linke","2009","Other degree","6","","",""
"PDS/Linke","2009","no degree/no degree yet","5","","",""
"NPD Combination","2009","lower secondary degree","39","0.0192375474663329","0.0137179470631508","0.0247571478695151"
"NPD Combination","2009","secondary school degree","38","0.0275808028198042","0.0204070523178609","0.0347545533217475"
"NPD Combination","2009","college entrance qualification","12","","",""
"NPD Combination","2009","Other degree","1","","",""
"NPD Combination","2009","no degree/no degree yet","4","","",""
"AfD","2009","lower secondary degree","","","",""
"AfD","2009","secondary school degree","","","",""
"AfD","2009","college entrance qualification","","","",""
"AfD","2009","Other degree","","","",""
"AfD","2009","no degree/no degree yet","","","",""
"Other","2009","lower secondary degree","29","","",""
"Other","2009","secondary school degree","24","","",""
"Other","2009","college entrance qualification","18","","",""
"Other","2009","Other degree","1","","",""
"Other","2009","no degree/no degree yet","1","","",""
"CDU/CSU","2010","lower secondary degree","1183","0.428349115700555","0.41017545248449","0.44652277891662"
"CDU/CSU","2010","secondary school degree","1306","0.402781065177453","0.385699590295754","0.419862540059151"
"CDU/CSU","2010","college entrance qualification","1396","0.329147133381477","0.31484881207666","0.343445454686293"
"CDU/CSU","2010","Other degree","199","0.388123073538954","0.343394768725127","0.432851378352782"
"CDU/CSU","2010","no degree/no degree yet","50","0.16479821316251","0.117958791252999","0.211637635072021"
"SPD","2010","lower secondary degree","1127","0.397691636845318","0.379716973114525","0.41566630057611"
"SPD","2010","secondary school degree","848","0.278296419607037","0.262688058692533","0.293904780521541"
"SPD","2010","college entrance qualification","978","0.254018940705026","0.240773289206946","0.267264592203105"
"SPD","2010","Other degree","161","0.37939395781172","0.334857171652107","0.423930743971333"
"SPD","2010","no degree/no degree yet","82","0.450944711771957","0.388123073428808","0.513766350115105"
"FDP","2010","lower secondary degree","117","0.0456467176755035","0.0379812710965526","0.0533121642544543"
"FDP","2010","secondary school degree","225","0.0664302429264472","0.0577570228425884","0.075103463010306"
"FDP","2010","college entrance qualification","354","0.0810671047278392","0.0727620862295182","0.0893721232261601"
"FDP","2010","Other degree","22","","",""
"FDP","2010","no degree/no degree yet","24","","",""
"Grüne","2010","lower secondary degree","123","0.0408460012907657","0.0335766267981444","0.048115375783387"
"Grüne","2010","secondary school degree","333","0.0910997959865997","0.0810781083550966","0.101121483618103"
"Grüne","2010","college entrance qualification","1075","0.241798160363112","0.228769634282003","0.25482668644422"
"Grüne","2010","Other degree","44","0.0967578204674899","0.0696240083666253","0.123891632568354"
"Grüne","2010","no degree/no degree yet","55","0.208395537242326","0.15711673247333","0.259674342011322"
"PDS/Linke","2010","lower secondary degree","214","0.0668595149093145","0.0576860537766771","0.0760329760419519"
"PDS/Linke","2010","secondary school degree","348","0.122564294259306","0.111143042747605","0.133985545771008"
"PDS/Linke","2010","college entrance qualification","285","0.0713457771989674","0.0635135093845805","0.0791780450133543"
"PDS/Linke","2010","Other degree","28","","",""
"PDS/Linke","2010","no degree/no degree yet","18","","",""
"NPD Combination","2010","lower secondary degree","57","0.0140017398088293","0.00968647775498339","0.0183170018626752"
"NPD Combination","2010","secondary school degree","74","0.0292454585009167","0.0233772168158573","0.0351137001859761"
"NPD Combination","2010","college entrance qualification","18","","",""
"NPD Combination","2010","Other degree","","","",""
"NPD Combination","2010","no degree/no degree yet","8","","",""
"AfD","2010","lower secondary degree","","","",""
"AfD","2010","secondary school degree","","","",""
"AfD","2010","college entrance qualification","","","",""
"AfD","2010","Other degree","","","",""
"AfD","2010","no degree/no degree yet","","","",""
"Other","2010","lower secondary degree","27","","",""
"Other","2010","secondary school degree","33","0.0095827235422401","0.00618977211369106","0.0129756749707891"
"Other","2010","college entrance qualification","43","0.0168343942788654","0.0129197846549452","0.0207490039027857"
"Other","2010","Other degree","2","","",""
"Other","2010","no degree/no degree yet","4","","",""
"CDU/CSU","2011","lower secondary degree","1178","0.431196752785341","0.412629525680034","0.449763979890648"
"CDU/CSU","2011","secondary school degree","991","0.402946534100366","0.383228490420664","0.422664577780068"
"CDU/CSU","2011","college entrance qualification","1106","0.318756354694662","0.302921927830604","0.334590781558721"
"CDU/CSU","2011","Other degree","171","0.413089442122357","0.361796871075689","0.464382013169025"
"CDU/CSU","2011","no degree/no degree yet","46","0.267570531896385","0.197424287964","0.337716775828769"
"SPD","2011","lower secondary degree","1103","0.416915287099321","0.398430348482056","0.435400225716586"
"SPD","2011","secondary school degree","698","0.319915827697129","0.301164470902358","0.3386671844919"
"SPD","2011","college entrance qualification","822","0.249927393643219","0.235215103772555","0.264639683513884"
"SPD","2011","Other degree","116","0.358116605794351","0.308172210407811","0.40806100118089"
"SPD","2011","no degree/no degree yet","47","0.30343287714352","0.230585288706407","0.376280465580633"
"FDP","2011","lower secondary degree","55","0.0173282344512701","0.0124359728496774","0.0222204960528629"
"FDP","2011","secondary school degree","83","0.0297846202634474","0.0229507990710384","0.0366184414558565"
"FDP","2011","college entrance qualification","169","0.0399940430805013","0.0333358511576987","0.0466522350033038"
"FDP","2011","Other degree","11","","",""
"FDP","2011","no degree/no degree yet","3","","",""
"Grüne","2011","lower secondary degree","165","0.0594131435542286","0.0505503834550483","0.068275903653409"
"Grüne","2011","secondary school degree","336","0.12905487211358","0.115577162357187","0.142532581869972"
"Grüne","2011","college entrance qualification","963","0.307471227523061","0.291791343636524","0.323151111409597"
"Grüne","2011","Other degree","36","0.121727144284608","0.0876663393561744","0.155787949213041"
"Grüne","2011","no degree/no degree yet","49","0.3292477790483","0.254784036112253","0.403711521984347"
"PDS/Linke","2011","lower secondary degree","165","0.0513571527124076","0.0430819219665163","0.0596323834582989"
"PDS/Linke","2011","secondary school degree","192","0.0793113305976324","0.0684481370484402","0.0901745241468246"
"PDS/Linke","2011","college entrance qualification","213","0.059680838981147","0.0516311927659429","0.0677304851963511"
"PDS/Linke","2011","Other degree","16","","",""
"PDS/Linke","2011","no degree/no degree yet","6","","",""
"NPD Combination","2011","lower secondary degree","32","0.00932927822140621","0.00572501117033593","0.0129335452724765"
"NPD Combination","2011","secondary school degree","54","0.0314786923623805","0.0244593498966939","0.0384980348280671"
"NPD Combination","2011","college entrance qualification","17","","",""
"NPD Combination","2011","Other degree","1","","",""
"NPD Combination","2011","no degree/no degree yet","1","","",""
"AfD","2011","lower secondary degree","","","",""
"AfD","2011","secondary school degree","","","",""
"AfD","2011","college entrance qualification","","","",""
"AfD","2011","Other degree","","","",""
"AfD","2011","no degree/no degree yet","","","",""
"Other","2011","lower secondary degree","35","0.0144601511760251","0.00998454580484284","0.0189357565472074"
"Other","2011","secondary school degree","23","","",""
"Other","2011","college entrance qualification","37","0.0198449220630193","0.0151058448295594","0.0245839992964792"
"Other","2011","Other degree","3","","",""
"Other","2011","no degree/no degree yet","1","","",""
"CDU/CSU","2012","lower secondary degree","1170","0.442764461516818","0.423948358328216","0.46158056470542"
"CDU/CSU","2012","secondary school degree","964","0.411173764238424","0.391073502837326","0.431274025639521"
"CDU/CSU","2012","college entrance qualification","1101","0.323149865788116","0.30703877329428","0.339260958281952"
"CDU/CSU","2012","Other degree","175","0.410771661687718","0.361044208321642","0.460499115053795"
"CDU/CSU","2012","no degree/no degree yet","42","0.360700794032379","0.281438951026319","0.43996263703844"
"SPD","2012","lower secondary degree","1111","0.411525367414287","0.392883642960881","0.430167091867693"
"SPD","2012","secondary school degree","679","0.300034026086467","0.281313452515816","0.318754599657119"
"SPD","2012","college entrance qualification","868","0.272428592052886","0.257091575150373","0.287765608955399"
"SPD","2012","Other degree","128","0.380885558852155","0.331801904503252","0.429969213201059"
"SPD","2012","no degree/no degree yet","35","0.260838162149348","0.188362220149333","0.333314104149364"
"FDP","2012","lower secondary degree","40","0.0155082850761342","0.0108275740903855","0.0201889960618828"
"FDP","2012","secondary school degree","53","0.0242509689890086","0.0179670721918851","0.0305348657861322"
"FDP","2012","college entrance qualification","130","0.03360317417942","0.0273952752114458","0.0398110731473942"
"FDP","2012","Other degree","16","","",""
"FDP","2012","no degree/no degree yet","","","",""
"Grüne","2012","lower secondary degree","129","0.0486150973995664","0.0404682869230348","0.056761907876098"
"Grüne","2012","secondary school degree","282","0.112413315442269","0.0995097508848973","0.125316879999641"
"Grüne","2012","college entrance qualification","865","0.2864435800539","0.270869211532546","0.302017948575254"
"Grüne","2012","Other degree","36","0.122936263655694","0.0897460727232706","0.156126454588118"
"Grüne","2012","no degree/no degree yet","41","0.269288534505317","0.196070102002931","0.342506967007703"
"PDS/Linke","2012","lower secondary degree","143","0.0478417946217274","0.0397567542324479","0.0559268350110069"
"PDS/Linke","2012","secondary school degree","197","0.09138324608883","0.079612090719889","0.103154401457771"
"PDS/Linke","2012","college entrance qualification","179","0.0437383856970011","0.0366931345750113","0.0507836368189909"
"PDS/Linke","2012","Other degree","11","","",""
"PDS/Linke","2012","no degree/no degree yet","9","","",""
"NPD Combination","2012","lower secondary degree","25","","",""
"NPD Combination","2012","secondary school degree","49","0.0286724940796426","0.0218552159775822","0.035489772181703"
"NPD Combination","2012","college entrance qualification","9","","",""
"NPD Combination","2012","Other degree","2","","",""
"NPD Combination","2012","no degree/no degree yet","","","",""
"AfD","2012","lower secondary degree","","","",""
"AfD","2012","secondary school degree","","","",""
"AfD","2012","college entrance qualification","","","",""
"AfD","2012","Other degree","","","",""
"AfD","2012","no degree/no degree yet","","","",""
"Other","2012","lower secondary degree","59","0.0236632045130829","0.0179053523147252","0.0294210567114405"
"Other","2012","secondary school degree","78","0.0320721850753588","0.0248746930700876","0.0392696770806301"
"Other","2012","college entrance qualification","85","0.0355518791290296","0.0291729546970186","0.0419308035610406"
"Other","2012","Other degree","8","","",""
"Other","2012","no degree/no degree yet","14","","",""
"CDU/CSU","2013","lower secondary degree","1175","0.458121746764379","0.439025256337415","0.477218237191343"
"CDU/CSU","2013","secondary school degree","1047","0.448225148492868","0.428156728483631","0.468293568502105"
"CDU/CSU","2013","college entrance qualification","1205","0.350518252820486","0.334489781310565","0.366546724330406"
"CDU/CSU","2013","Other degree","422","0.424346784168727","0.39200285369829","0.456690714639164"
"CDU/CSU","2013","no degree/no degree yet","55","0.276202977921006","0.219753212173823","0.332652743668189"
"SPD","2013","lower secondary degree","1066","0.408317268983949","0.389478367916969","0.42715617005093"
"SPD","2013","secondary school degree","702","0.296888089372513","0.278450984100154","0.315325194644872"
"SPD","2013","college entrance qualification","922","0.271818221550784","0.256872650887687","0.286763792213881"
"SPD","2013","Other degree","279","0.339268578608985","0.30828467240031","0.37025248481766"
"SPD","2013","no degree/no degree yet","97","0.372681796451234","0.311636444084897","0.433727148817571"
"FDP","2013","lower secondary degree","42","0.0122430510061325","0.00802820103229392","0.0164579009799712"
"FDP","2013","secondary school degree","67","0.029531818043757","0.022700258420232","0.036363377667282"
"FDP","2013","college entrance qualification","137","0.034800811387312","0.0286439911399306","0.0409576316346934"
"FDP","2013","Other degree","26","","",""
"FDP","2013","no degree/no degree yet","5","","",""
"Grüne","2013","lower secondary degree","135","0.0502575513010016","0.0418838815002084","0.0586312211017948"
"Grüne","2013","secondary school degree","290","0.114073967124063","0.101245459844859","0.126902474403266"
"Grüne","2013","college entrance qualification","900","0.277746219563238","0.262700176330116","0.292792262796359"
"Grüne","2013","Other degree","107","0.11944060166879","0.0982175813882932","0.140663621949286"
"Grüne","2013","no degree/no degree yet","50","0.209050261334652","0.15771221110233","0.260388311566973"
"PDS/Linke","2013","lower secondary degree","136","0.0438235383131468","0.0359777788661767","0.0516692977601169"
"PDS/Linke","2013","secondary school degree","175","0.0719721595208252","0.0615430581204096","0.0824012609212407"
"PDS/Linke","2013","college entrance qualification","185","0.0430306039034315","0.0362136389618402","0.0498475688450229"
"PDS/Linke","2013","Other degree","38","0.0415533904046377","0.0284935140758772","0.0546132667333981"
"PDS/Linke","2013","no degree/no degree yet","15","","",""
"NPD Combination","2013","lower secondary degree","18","","",""
"NPD Combination","2013","secondary school degree","32","0.0197693800660385","0.014151858112968","0.025386902019109"
"NPD Combination","2013","college entrance qualification","3","","",""
"NPD Combination","2013","Other degree","2","","",""
"NPD Combination","2013","no degree/no degree yet","4","","",""
"AfD","2013","lower secondary degree","","","",""
"AfD","2013","secondary school degree","","","",""
"AfD","2013","college entrance qualification","","","",""
"AfD","2013","Other degree","","","",""
"AfD","2013","no degree/no degree yet","","","",""
"Other","2013","lower secondary degree","43","0.0194700572065285","0.0141743216743853","0.0247657927386716"
"Other","2013","secondary school degree","46","0.0195394373799361","0.0139540253947439","0.0251248493651282"
"Other","2013","college entrance qualification","52","0.020950952397498","0.0161397079266781","0.0257621968683179"
"Other","2013","Other degree","23","","",""
"Other","2013","no degree/no degree yet","15","","",""
"CDU/CSU","2014","lower secondary degree","1315","0.459862886219718","0.441816906251916","0.477908866187519"
"CDU/CSU","2014","secondary school degree","1376","0.434479708537428","0.417169525521044","0.451789891553811"
"CDU/CSU","2014","college entrance qualification","1551","0.347810564605732","0.333790258689442","0.361830870522023"
"CDU/CSU","2014","Other degree","393","0.430799197570774","0.398044693538801","0.463553701602746"
"CDU/CSU","2014","no degree/no degree yet","68","0.266367413414912","0.212216228775188","0.320518598054636"
"SPD","2014","lower secondary degree","1130","0.391520459910685","0.373847288004849","0.409193631816521"
"SPD","2014","secondary school degree","885","0.294562341247098","0.278643525877703","0.310481156616494"
"SPD","2014","college entrance qualification","1123","0.263077055849305","0.250115660696948","0.276038451001663"
"SPD","2014","Other degree","265","0.326743829613022","0.295720050348448","0.357767608877596"
"SPD","2014","no degree/no degree yet","92","0.347806706460656","0.289464177744665","0.406149235176647"
"FDP","2014","lower secondary degree","38","0.0134424847590618","0.00927268440544999","0.0176122851126737"
"FDP","2014","secondary school degree","66","0.0210127372291614","0.0160040645674294","0.0260214098908934"
"FDP","2014","college entrance qualification","177","0.0389555114924851","0.0332597023661669","0.0446513206188033"
"FDP","2014","Other degree","14","","",""
