"party","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Grüne","2006","Not Employed","Other degree","10","","",""
"Grüne","2006","Not Employed","no degree/no degree yet","27","","",""
"Grüne","2006","Employed","lower secondary degree","46","0.040131052421034","0.0296692625973052","0.0505928422447628"
"Grüne","2006","Employed","secondary school degree","169","0.0902936458810897","0.0778015092922397","0.10278578246994"
"Grüne","2006","Employed","college entrance qualification","510","0.221964297406955","0.206079044870772","0.237849549943138"
"Grüne","2006","Employed","Other degree","14","","",""
"Grüne","2006","Employed","no degree/no degree yet","11","","",""
"PDS/Linke","2006","Not Employed","lower secondary degree","142","0.0635269157299239","0.0528692857518601","0.0741845457079878"
"PDS/Linke","2006","Not Employed","secondary school degree","79","0.0837038523988784","0.0652906699526428","0.102117034845114"
"PDS/Linke","2006","Not Employed","college entrance qualification","58","0.064202340198651","0.0479054548783532","0.0804992255189489"
"PDS/Linke","2006","Not Employed","Other degree","5","","",""
"PDS/Linke","2006","Not Employed","no degree/no degree yet","7","","",""
"PDS/Linke","2006","Employed","lower secondary degree","48","0.036346975955479","0.0263710266999101","0.0463229252110479"
"PDS/Linke","2006","Employed","secondary school degree","145","0.0616265438046991","0.0511449028611027","0.0721081847482955"
"PDS/Linke","2006","Employed","college entrance qualification","137","0.0500054650259759","0.0416739863593841","0.0583369436925677"
"PDS/Linke","2006","Employed","Other degree","7","","",""
"PDS/Linke","2006","Employed","no degree/no degree yet","2","","",""
"NPD Combination","2006","Not Employed","lower secondary degree","11","","",""
"NPD Combination","2006","Not Employed","secondary school degree","10","","",""
"NPD Combination","2006","Not Employed","college entrance qualification","","","",""
"NPD Combination","2006","Not Employed","Other degree","","","",""
"NPD Combination","2006","Not Employed","no degree/no degree yet","","","",""
"NPD Combination","2006","Employed","lower secondary degree","42","0.0406544630930616","0.0301275414595534","0.0511813847265698"
"NPD Combination","2006","Employed","secondary school degree","52","0.0405517093091564","0.0319541954486493","0.0491492231696636"
"NPD Combination","2006","Employed","college entrance qualification","10","","",""
"NPD Combination","2006","Employed","Other degree","1","","",""
"NPD Combination","2006","Employed","no degree/no degree yet","3","","",""
"AfD","2006","Not Employed","lower secondary degree","","","",""
"AfD","2006","Not Employed","secondary school degree","","","",""
"AfD","2006","Not Employed","college entrance qualification","","","",""
"AfD","2006","Not Employed","Other degree","","","",""
"AfD","2006","Not Employed","no degree/no degree yet","","","",""
"AfD","2006","Employed","lower secondary degree","","","",""
"AfD","2006","Employed","secondary school degree","","","",""
"AfD","2006","Employed","college entrance qualification","","","",""
"AfD","2006","Employed","Other degree","","","",""
"AfD","2006","Employed","no degree/no degree yet","","","",""
"Other","2006","Not Employed","lower secondary degree","10","","",""
"Other","2006","Not Employed","secondary school degree","9","","",""
"Other","2006","Not Employed","college entrance qualification","11","","",""
"Other","2006","Not Employed","Other degree","2","","",""
"Other","2006","Not Employed","no degree/no degree yet","","","",""
"Other","2006","Employed","lower secondary degree","25","","",""
"Other","2006","Employed","secondary school degree","20","","",""
"Other","2006","Employed","college entrance qualification","12","","",""
"Other","2006","Employed","Other degree","1","","",""
"Other","2006","Employed","no degree/no degree yet","","","",""
"CDU/CSU","2007","Not Employed","lower secondary degree","739","0.434390003070868","0.410652275858651","0.458127730283085"
"CDU/CSU","2007","Not Employed","secondary school degree","350","0.444343196386928","0.409155057960243","0.479531334813612"
"CDU/CSU","2007","Not Employed","college entrance qualification","350","0.421268138119667","0.387534267376885","0.455002008862449"
"CDU/CSU","2007","Not Employed","Other degree","69","0.437608489070697","0.355432238766032","0.519784739375362"
"CDU/CSU","2007","Not Employed","no degree/no degree yet","35","0.293827499656598","0.210933953917208","0.376721045395988"
"CDU/CSU","2007","Employed","lower secondary degree","471","0.421246834106521","0.391648023946828","0.450845644266214"
"CDU/CSU","2007","Employed","secondary school degree","653","0.406575572374062","0.382409115679598","0.430742029068526"
"CDU/CSU","2007","Employed","college entrance qualification","767","0.304608933931974","0.285893092462529","0.323324775401418"
"CDU/CSU","2007","Employed","Other degree","71","0.329833386191967","0.260958597971266","0.398708174412667"
"CDU/CSU","2007","Employed","no degree/no degree yet","8","","",""
"SPD","2007","Not Employed","lower secondary degree","752","0.46225067152954","0.438374241122754","0.486127101936327"
"SPD","2007","Not Employed","secondary school degree","251","0.364056361596578","0.329982031052596","0.398130692140559"
"SPD","2007","Not Employed","college entrance qualification","225","0.276498496008324","0.245941245172244","0.307055746844404"
"SPD","2007","Not Employed","Other degree","50","0.380338597102416","0.299921851006214","0.460755343198619"
"SPD","2007","Not Employed","no degree/no degree yet","42","0.419774004794172","0.329963847339359","0.509584162248985"
"SPD","2007","Employed","lower secondary degree","445","0.429088720502512","0.399418751040892","0.458758689964131"
"SPD","2007","Employed","secondary school degree","529","0.319002694942464","0.296071351422171","0.341934038462756"
"SPD","2007","Employed","college entrance qualification","716","0.308298585348279","0.28951975302929","0.327077417667268"
"SPD","2007","Employed","Other degree","77","0.398975983332965","0.327239370691239","0.470712595974691"
"SPD","2007","Employed","no degree/no degree yet","16","","",""
"FDP","2007","Not Employed","lower secondary degree","23","","",""
"FDP","2007","Not Employed","secondary school degree","37","0.0463021476804922","0.0314208886455463","0.0611834067154382"
"FDP","2007","Not Employed","college entrance qualification","63","0.0672356228413568","0.05012625886138","0.0843449868213336"
"FDP","2007","Not Employed","Other degree","6","","",""
"FDP","2007","Not Employed","no degree/no degree yet","7","","",""
"FDP","2007","Employed","lower secondary degree","42","0.0268091793144315","0.0171264007486989","0.036491957880164"
"FDP","2007","Employed","secondary school degree","75","0.0371288355942411","0.0278263419324305","0.0464313292560517"
"FDP","2007","Employed","college entrance qualification","200","0.0817965299349594","0.0706520350058896","0.0929410248640293"
"FDP","2007","Employed","Other degree","5","","",""
"FDP","2007","Employed","no degree/no degree yet","1","","",""
"Grüne","2007","Not Employed","lower secondary degree","28","","",""
"Grüne","2007","Not Employed","secondary school degree","46","0.0518922563383619","0.0361845117680447","0.0676000009086791"
"Grüne","2007","Not Employed","college entrance qualification","104","0.130703832613021","0.107674772304177","0.153732892921865"
"Grüne","2007","Not Employed","Other degree","9","","",""
"Grüne","2007","Not Employed","no degree/no degree yet","28","","",""
"Grüne","2007","Employed","lower secondary degree","30","0.0346864059048118","0.0237172527444547","0.045655559065169"
"Grüne","2007","Employed","secondary school degree","142","0.108546143788824","0.0932417454353017","0.123850542142346"
"Grüne","2007","Employed","college entrance qualification","486","0.247751493448391","0.230196030208803","0.26530695668798"
"Grüne","2007","Employed","Other degree","15","","",""
"Grüne","2007","Employed","no degree/no degree yet","7","","",""
"PDS/Linke","2007","Not Employed","lower secondary degree","114","0.0561406504763376","0.0451168067882681","0.0671644941644071"
"PDS/Linke","2007","Not Employed","secondary school degree","71","0.075766076296594","0.0570264011862619","0.094505751406926"
"PDS/Linke","2007","Not Employed","college entrance qualification","69","0.0844080062805733","0.0654151191316257","0.103400893429521"
"PDS/Linke","2007","Not Employed","Other degree","5","","",""
"PDS/Linke","2007","Not Employed","no degree/no degree yet","3","","",""
"PDS/Linke","2007","Employed","lower secondary degree","38","0.0452047344380286","0.0327508070870016","0.0576586617890555"
"PDS/Linke","2007","Employed","secondary school degree","123","0.0794622308998159","0.0661558236690088","0.092768638130623"
"PDS/Linke","2007","Employed","college entrance qualification","125","0.0451825726793352","0.0367362215346244","0.053628923824046"
"PDS/Linke","2007","Employed","Other degree","7","","",""
"PDS/Linke","2007","Employed","no degree/no degree yet","2","","",""
"NPD Combination","2007","Not Employed","lower secondary degree","11","","",""
"NPD Combination","2007","Not Employed","secondary school degree","7","","",""
"NPD Combination","2007","Not Employed","college entrance qualification","2","","",""
"NPD Combination","2007","Not Employed","Other degree","1","","",""
"NPD Combination","2007","Not Employed","no degree/no degree yet","1","","",""
"NPD Combination","2007","Employed","lower secondary degree","27","","",""
"NPD Combination","2007","Employed","secondary school degree","46","0.0378704744635169","0.0284791515877923","0.0472617973392415"
"NPD Combination","2007","Employed","college entrance qualification","11","","",""
"NPD Combination","2007","Employed","Other degree","2","","",""
"NPD Combination","2007","Employed","no degree/no degree yet","1","","",""
"AfD","2007","Not Employed","lower secondary degree","","","",""
"AfD","2007","Not Employed","secondary school degree","","","",""
"AfD","2007","Not Employed","college entrance qualification","","","",""
"AfD","2007","Not Employed","Other degree","","","",""
"AfD","2007","Not Employed","no degree/no degree yet","","","",""
"AfD","2007","Employed","lower secondary degree","","","",""
"AfD","2007","Employed","secondary school degree","","","",""
"AfD","2007","Employed","college entrance qualification","","","",""
"AfD","2007","Employed","Other degree","","","",""
"AfD","2007","Employed","no degree/no degree yet","","","",""
"Other","2007","Not Employed","lower secondary degree","8","","",""
"Other","2007","Not Employed","secondary school degree","4","","",""
"Other","2007","Not Employed","college entrance qualification","10","","",""
"Other","2007","Not Employed","Other degree","","","",""
"Other","2007","Not Employed","no degree/no degree yet","","","",""
"Other","2007","Employed","lower secondary degree","16","","",""
"Other","2007","Employed","secondary school degree","19","","",""
"Other","2007","Employed","college entrance qualification","18","","",""
"Other","2007","Employed","Other degree","2","","",""
"Other","2007","Employed","no degree/no degree yet","","","",""
"CDU/CSU","2008","Not Employed","lower secondary degree","724","0.470360170210106","0.445639638923673","0.495080701496539"
"CDU/CSU","2008","Not Employed","secondary school degree","351","0.457242679969467","0.421398193412706","0.493087166526229"
