"party","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"AfD","2001","Not Employed","no degree/no degree yet","","","",""
"AfD","2001","Employed","lower secondary degree","","","",""
"AfD","2001","Employed","secondary school degree","","","",""
"AfD","2001","Employed","college entrance qualification","","","",""
"AfD","2001","Employed","Other degree","","","",""
"AfD","2001","Employed","no degree/no degree yet","","","",""
"Other","2001","Not Employed","lower secondary degree","16","","",""
"Other","2001","Not Employed","secondary school degree","7","","",""
"Other","2001","Not Employed","college entrance qualification","1","","",""
"Other","2001","Not Employed","Other degree","1","","",""
"Other","2001","Not Employed","no degree/no degree yet","","","",""
"Other","2001","Employed","lower secondary degree","20","","",""
"Other","2001","Employed","secondary school degree","28","","",""
"Other","2001","Employed","college entrance qualification","12","","",""
"Other","2001","Employed","Other degree","3","","",""
"Other","2001","Employed","no degree/no degree yet","1","","",""
"CDU/CSU","2002","Not Employed","lower secondary degree","841","0.41473089707959","0.393133436578576","0.436328357580604"
"CDU/CSU","2002","Not Employed","secondary school degree","363","0.513835546364012","0.477921420812271","0.549749671915754"
"CDU/CSU","2002","Not Employed","college entrance qualification","302","0.416496619680376","0.380832830022015","0.452160409338738"
"CDU/CSU","2002","Not Employed","Other degree","81","0.541055674360721","0.462607431156387","0.619503917565054"
"CDU/CSU","2002","Not Employed","no degree/no degree yet","45","0.303703710304043","0.231074751217273","0.376332669390814"
"CDU/CSU","2002","Employed","lower secondary degree","668","0.390249344536701","0.366473261428835","0.414025427644568"
"CDU/CSU","2002","Employed","secondary school degree","856","0.401658266038547","0.380640916339636","0.422675615737458"
"CDU/CSU","2002","Employed","college entrance qualification","836","0.31047022059452","0.292793909461322","0.328146531727717"
"CDU/CSU","2002","Employed","Other degree","116","0.461414487006696","0.399245676053794","0.523583297959598"
"CDU/CSU","2002","Employed","no degree/no degree yet","25","","",""
"SPD","2002","Not Employed","lower secondary degree","959","0.497597836559237","0.475679545682254","0.519516127436219"
"SPD","2002","Not Employed","secondary school degree","249","0.318689596508404","0.285207081150413","0.352172111866396"
"SPD","2002","Not Employed","college entrance qualification","244","0.320973344836523","0.287199698098534","0.354746991574511"
"SPD","2002","Not Employed","Other degree","57","0.343837243397558","0.269060854505259","0.418613632289858"
"SPD","2002","Not Employed","no degree/no degree yet","55","0.354577864067016","0.279022471135379","0.430133256998654"
"SPD","2002","Employed","lower secondary degree","784","0.50315591194077","0.478785973380428","0.527525850501112"
"SPD","2002","Employed","secondary school degree","804","0.395504310173112","0.374541612899462","0.416467007446762"
"SPD","2002","Employed","college entrance qualification","967","0.364818034776562","0.346427583869718","0.383208485683406"
"SPD","2002","Employed","Other degree","102","0.428209901018329","0.366501217374269","0.489918584662388"
"SPD","2002","Employed","no degree/no degree yet","25","","",""
"FDP","2002","Not Employed","lower secondary degree","42","0.02593283860922","0.0189655921468324","0.0329000850716075"
"FDP","2002","Not Employed","secondary school degree","37","0.0440378490107647","0.0292945382006792","0.0587811598208502"
"FDP","2002","Not Employed","college entrance qualification","39","0.0493769139466769","0.033703405903462","0.0650504219898918"
"FDP","2002","Not Employed","Other degree","3","","",""
"FDP","2002","Not Employed","no degree/no degree yet","8","","",""
"FDP","2002","Employed","lower secondary degree","43","0.0245135213344934","0.0169763817406628","0.0320506609283239"
"FDP","2002","Employed","secondary school degree","97","0.0346108097281804","0.0267741309847083","0.0424474884716525"
"FDP","2002","Employed","college entrance qualification","236","0.0920537134100854","0.0810089635837037","0.103098463236467"
"FDP","2002","Employed","Other degree","7","","",""
"FDP","2002","Employed","no degree/no degree yet","2","","",""
"Grüne","2002","Not Employed","lower secondary degree","23","","",""
"Grüne","2002","Not Employed","secondary school degree","29","","",""
"Grüne","2002","Not Employed","college entrance qualification","83","0.116545794859767","0.0933323076650489","0.139759282054484"
"Grüne","2002","Not Employed","Other degree","8","","",""
"Grüne","2002","Not Employed","no degree/no degree yet","25","","",""
"Grüne","2002","Employed","lower secondary degree","41","0.0299605228816645","0.0216512603687039","0.0382697853946251"
"Grüne","2002","Employed","secondary school degree","134","0.0703501280510885","0.0593861766703902","0.0813140794317868"
"Grüne","2002","Employed","college entrance qualification","430","0.17378354186092","0.159307281295108","0.188259802426733"
"Grüne","2002","Employed","Other degree","14","","",""
"Grüne","2002","Employed","no degree/no degree yet","7","","",""
"PDS/Linke","2002","Not Employed","lower secondary degree","121","0.0471859865966665","0.0378909247905806","0.0564810484027524"
"PDS/Linke","2002","Not Employed","secondary school degree","52","0.063504535640793","0.0459811977691814","0.0810278735124045"
"PDS/Linke","2002","Not Employed","college entrance qualification","59","0.0772800388708204","0.0579617487105346","0.0965983290311063"
"PDS/Linke","2002","Not Employed","Other degree","4","","",""
"PDS/Linke","2002","Not Employed","no degree/no degree yet","16","","",""
"PDS/Linke","2002","Employed","lower secondary degree","36","0.0216273913879129","0.0145373741095403","0.0287174086662856"
"PDS/Linke","2002","Employed","secondary school degree","134","0.0603084359576459","0.0501024105587624","0.0705144613565294"
"PDS/Linke","2002","Employed","college entrance qualification","139","0.0494722851852006","0.0411877427587144","0.0577568276116868"
"PDS/Linke","2002","Employed","Other degree","5","","",""
"PDS/Linke","2002","Employed","no degree/no degree yet","5","","",""
"NPD Combination","2002","Not Employed","lower secondary degree","4","","",""
"NPD Combination","2002","Not Employed","secondary school degree","5","","",""
"NPD Combination","2002","Not Employed","college entrance qualification","3","","",""
"NPD Combination","2002","Not Employed","Other degree","","","",""
"NPD Combination","2002","Not Employed","no degree/no degree yet","1","","",""
"NPD Combination","2002","Employed","lower secondary degree","17","","",""
"NPD Combination","2002","Employed","secondary school degree","37","0.0210396807974358","0.0148868203413633","0.0271925412535083"
"NPD Combination","2002","Employed","college entrance qualification","10","","",""
"NPD Combination","2002","Employed","Other degree","","","",""
"NPD Combination","2002","Employed","no degree/no degree yet","","","",""
"AfD","2002","Not Employed","lower secondary degree","","","",""
"AfD","2002","Not Employed","secondary school degree","","","",""
"AfD","2002","Not Employed","college entrance qualification","","","",""
"AfD","2002","Not Employed","Other degree","","","",""
"AfD","2002","Not Employed","no degree/no degree yet","","","",""
"AfD","2002","Employed","lower secondary degree","","","",""
"AfD","2002","Employed","secondary school degree","","","",""
"AfD","2002","Employed","college entrance qualification","","","",""
"AfD","2002","Employed","Other degree","","","",""
"AfD","2002","Employed","no degree/no degree yet","","","",""
"Other","2002","Not Employed","lower secondary degree","9","","",""
"Other","2002","Not Employed","secondary school degree","9","","",""
"Other","2002","Not Employed","college entrance qualification","4","","",""
"Other","2002","Not Employed","Other degree","2","","",""
"Other","2002","Not Employed","no degree/no degree yet","4","","",""
"Other","2002","Employed","lower secondary degree","28","","",""
"Other","2002","Employed","secondary school degree","28","","",""
"Other","2002","Employed","college entrance qualification","14","","",""
"Other","2002","Employed","Other degree","3","","",""
"Other","2002","Employed","no degree/no degree yet","2","","",""
"CDU/CSU","2003","Not Employed","lower secondary degree","876","0.423012682429284","0.401393341291417","0.444632023567151"
"CDU/CSU","2003","Not Employed","secondary school degree","431","0.551400334464382","0.516849818092103","0.585950850836661"
"CDU/CSU","2003","Not Employed","college entrance qualification","345","0.45261628635279","0.417796645524083","0.487435927181498"
"CDU/CSU","2003","Not Employed","Other degree","80","0.530588166240623","0.452771012070366","0.608405320410879"
"CDU/CSU","2003","Not Employed","no degree/no degree yet","71","0.415613386884867","0.345352750003576","0.485874023766158"
"CDU/CSU","2003","Employed","lower secondary degree","747","0.466760087110937","0.442129307122571","0.491390867099303"
"CDU/CSU","2003","Employed","secondary school degree","977","0.438244008141868","0.417217142050674","0.459270874233063"
"CDU/CSU","2003","Employed","college entrance qualification","954","0.332077697253093","0.314149936237861","0.350005458268325"
"CDU/CSU","2003","Employed","Other degree","110","0.483258400099063","0.417670748938161","0.548846051259966"
"CDU/CSU","2003","Employed","no degree/no degree yet","29","","",""
"SPD","2003","Not Employed","lower secondary degree","956","0.496528744564077","0.474649004176679","0.518408484951475"
"SPD","2003","Not Employed","secondary school degree","245","0.305690486654222","0.273686131821849","0.337694841486595"
"SPD","2003","Not Employed","college entrance qualification","205","0.253356641972397","0.222931261854064","0.28378202209073"
"SPD","2003","Not Employed","Other degree","61","0.369529055386702","0.294266946752308","0.444791164021095"
"SPD","2003","Not Employed","no degree/no degree yet","57","0.282106880285339","0.21794842137816","0.346265339192518"
"SPD","2003","Employed","lower secondary degree","666","0.432960096866152","0.408497602912339","0.457422590819964"
"SPD","2003","Employed","secondary school degree","752","0.365082840314791","0.34467970351565","0.385485977113933"
"SPD","2003","Employed","college entrance qualification","835","0.313626428993739","0.295964837722991","0.331288020264487"
"SPD","2003","Employed","Other degree","89","0.351909502249563","0.28922950289119","0.414589501607935"
"SPD","2003","Employed","no degree/no degree yet","22","","",""
"FDP","2003","Not Employed","lower secondary degree","29","","",""
"FDP","2003","Not Employed","secondary school degree","32","0.0372964769679757","0.024132965903362","0.0504599880325894"
"FDP","2003","Not Employed","college entrance qualification","55","0.0651568960466202","0.0478920456049922","0.0824217464882481"
"FDP","2003","Not Employed","Other degree","2","","",""
"FDP","2003","Not Employed","no degree/no degree yet","9","","",""
"FDP","2003","Employed","lower secondary degree","46","0.0294801914484336","0.0211292135139797","0.0378311693828874"
"FDP","2003","Employed","secondary school degree","86","0.0360745203866203","0.0281720166156553","0.0439770241575853"
"FDP","2003","Employed","college entrance qualification","188","0.0716872496223506","0.0618672528707292","0.081507246373972"
"FDP","2003","Employed","Other degree","3","","",""
"FDP","2003","Employed","no degree/no degree yet","2","","",""
"Grüne","2003","Not Employed","lower secondary degree","38","0.0198388979931643","0.0137366461030842","0.0259411498832443"
"Grüne","2003","Not Employed","secondary school degree","41","0.04951842955634","0.034447264061359","0.064589595051321"
"Grüne","2003","Not Employed","college entrance qualification","122","0.158511703822781","0.132963053062362","0.184060354583199"
"Grüne","2003","Not Employed","Other degree","8","","",""
"Grüne","2003","Not Employed","no degree/no degree yet","35","0.154957810993914","0.103368096885108","0.20654752510272"
"Grüne","2003","Employed","lower secondary degree","58","0.0376141215442864","0.028220781007102","0.0470074620814707"
"Grüne","2003","Employed","secondary school degree","188","0.0970137816248144","0.0844708233754661","0.109556739874163"
"Grüne","2003","Employed","college entrance qualification","551","0.242493009499405","0.226178043938879","0.25880797505993"
"Grüne","2003","Employed","Other degree","16","","",""
"Grüne","2003","Employed","no degree/no degree yet","18","","",""
"PDS/Linke","2003","Not Employed","lower secondary degree","85","0.0315130861649458","0.0238681304571413","0.0391580418727504"
"PDS/Linke","2003","Not Employed","secondary school degree","36","0.0413482663276282","0.0275173599799633","0.0551791726752932"
"PDS/Linke","2003","Not Employed","college entrance qualification","54","0.062061190715792","0.0451835954676617","0.0789387859639223"
"PDS/Linke","2003","Not Employed","Other degree","3","","",""
"PDS/Linke","2003","Not Employed","no degree/no degree yet","10","","",""
"PDS/Linke","2003","Employed","lower secondary degree","23","","",""
"PDS/Linke","2003","Employed","secondary school degree","88","0.0390845240896857","0.0308717910358479","0.0472972571435235"
"PDS/Linke","2003","Employed","college entrance qualification","103","0.033159928269762","0.0263439634633663","0.0399758930761577"
"PDS/Linke","2003","Employed","Other degree","3","","",""
"PDS/Linke","2003","Employed","no degree/no degree yet","1","","",""
"NPD Combination","2003","Not Employed","lower secondary degree","7","","",""
"NPD Combination","2003","Not Employed","secondary school degree","6","","",""
"NPD Combination","2003","Not Employed","college entrance qualification","1","","",""
"NPD Combination","2003","Not Employed","Other degree","","","",""
"NPD Combination","2003","Not Employed","no degree/no degree yet","2","","",""
"NPD Combination","2003","Employed","lower secondary degree","13","","",""
"NPD Combination","2003","Employed","secondary school degree","28","","",""
"NPD Combination","2003","Employed","college entrance qualification","8","","",""
"NPD Combination","2003","Employed","Other degree","","","",""
"NPD Combination","2003","Employed","no degree/no degree yet","2","","",""
"AfD","2003","Not Employed","lower secondary degree","","","",""
"AfD","2003","Not Employed","secondary school degree","","","",""
"AfD","2003","Not Employed","college entrance qualification","","","",""
"AfD","2003","Not Employed","Other degree","","","",""
"AfD","2003","Not Employed","no degree/no degree yet","","","",""
"AfD","2003","Employed","lower secondary degree","","","",""
"AfD","2003","Employed","secondary school degree","","","",""
"AfD","2003","Employed","college entrance qualification","","","",""
"AfD","2003","Employed","Other degree","","","",""
"AfD","2003","Employed","no degree/no degree yet","","","",""
"Other","2003","Not Employed","lower secondary degree","15","","",""
"Other","2003","Not Employed","secondary school degree","5","","",""
"Other","2003","Not Employed","college entrance qualification","3","","",""
"Other","2003","Not Employed","Other degree","4","","",""
"Other","2003","Not Employed","no degree/no degree yet","5","","",""
"Other","2003","Employed","lower secondary degree","23","","",""
"Other","2003","Employed","secondary school degree","20","","",""
"Other","2003","Employed","college entrance qualification","12","","",""
"Other","2003","Employed","Other degree","2","","",""
"Other","2003","Employed","no degree/no degree yet","2","","",""
"CDU/CSU","2004","Not Employed","lower secondary degree","764","0.450236229373064","0.4262013773207","0.474271081425429"
"CDU/CSU","2004","Not Employed","secondary school degree","373","0.558211775904668","0.521683810617036","0.594739741192299"
"CDU/CSU","2004","Not Employed","college entrance qualification","341","0.478468340942088","0.442452561858905","0.51448412002527"
"CDU/CSU","2004","Not Employed","Other degree","67","0.567047661820449","0.481873819067135","0.652221504573764"
"CDU/CSU","2004","Not Employed","no degree/no degree yet","55","0.383953200637729","0.308357773069195","0.459548628206263"
"CDU/CSU","2004","Employed","lower secondary degree","600","0.459285586205401","0.431769402523913","0.486801769886889"
"CDU/CSU","2004","Employed","secondary school degree","813","0.462700294258886","0.439231988725177","0.486168599792595"
"CDU/CSU","2004","Employed","college entrance qualification","859","0.349460581134612","0.3301419625374","0.368779199731824"
"CDU/CSU","2004","Employed","Other degree","97","0.467164370380493","0.397316761967975","0.53701197879301"
"CDU/CSU","2004","Employed","no degree/no degree yet","25","","",""
"SPD","2004","Not Employed","lower secondary degree","715","0.458693805499728","0.434621587282304","0.482766023717153"
"SPD","2004","Not Employed","secondary school degree","202","0.278400896426527","0.245432165972523","0.311369626880531"
"SPD","2004","Not Employed","college entrance qualification","191","0.279602405596712","0.247244347487537","0.311960463705886"
"SPD","2004","Not Employed","Other degree","43","0.268427874054196","0.192251763281024","0.344603984827368"
"SPD","2004","Not Employed","no degree/no degree yet","55","0.379966672335146","0.304521787731506","0.455411556938786"
"SPD","2004","Employed","lower secondary degree","523","0.429930948996751","0.402595519304873","0.457266378688629"
"SPD","2004","Employed","secondary school degree","566","0.331654855033437","0.309494989392943","0.353814720673932"
"SPD","2004","Employed","college entrance qualification","691","0.282943683609405","0.264693518544198","0.301193848674613"
"SPD","2004","Employed","Other degree","71","0.37400262481594","0.306262867481285","0.441742382150594"
"SPD","2004","Employed","no degree/no degree yet","16","","",""
"FDP","2004","Not Employed","lower secondary degree","30","0.0239648688856437","0.0165764173466672","0.0313533204246202"
"FDP","2004","Not Employed","secondary school degree","28","","",""
"FDP","2004","Not Employed","college entrance qualification","37","0.0409973618804951","0.0267013885778378","0.0552933351831525"
"FDP","2004","Not Employed","Other degree","3","","",""
"FDP","2004","Not Employed","no degree/no degree yet","6","","",""
"FDP","2004","Employed","lower secondary degree","38","0.0315148326996697","0.0218683984539858","0.0411612669453537"
"FDP","2004","Employed","secondary school degree","69","0.0288668227716885","0.0209861656355018","0.0367474799078752"
"FDP","2004","Employed","college entrance qualification","174","0.0823356979445118","0.0711984941481774","0.0934729017408462"
"FDP","2004","Employed","Other degree","7","","",""
"FDP","2004","Employed","no degree/no degree yet","2","","",""
"Grüne","2004","Not Employed","lower secondary degree","28","","",""
"Grüne","2004","Not Employed","secondary school degree","42","0.0458892879504214","0.0304980354853803","0.0612805404154624"
"Grüne","2004","Not Employed","college entrance qualification","105","0.120042469554321","0.0966096694052078","0.143475269703433"
"Grüne","2004","Not Employed","Other degree","11","","",""
"Grüne","2004","Not Employed","no degree/no degree yet","30","0.123621599598253","0.072460185377684","0.174783013818822"
"Grüne","2004","Employed","lower secondary degree","40","0.0370008057489232","0.0265780785428129","0.0474235329550335"
"Grüne","2004","Employed","secondary school degree","146","0.0937340282840262","0.0800157369413028","0.107452319626749"
"Grüne","2004","Employed","college entrance qualification","494","0.241313119660887","0.223976600000775","0.258649639321"
"Grüne","2004","Employed","Other degree","13","","",""
"Grüne","2004","Employed","no degree/no degree yet","10","","",""
"PDS/Linke","2004","Not Employed","lower secondary degree","92","0.0414356174248482","0.0318077361363886","0.0510634987133079"
"PDS/Linke","2004","Not Employed","secondary school degree","49","0.057338389454801","0.0402374656387301","0.0744393132708719"
"PDS/Linke","2004","Not Employed","college entrance qualification","55","0.0637151208453509","0.0461054543027605","0.0813247873879412"
"PDS/Linke","2004","Not Employed","Other degree","3","","",""
"PDS/Linke","2004","Not Employed","no degree/no degree yet","7","","",""
"PDS/Linke","2004","Employed","lower secondary degree","22","","",""
"PDS/Linke","2004","Employed","secondary school degree","91","0.0511756511171138","0.0408039941729738","0.0615473080612537"
"PDS/Linke","2004","Employed","college entrance qualification","107","0.0381649354355116","0.030402057967996","0.0459278129030272"
"PDS/Linke","2004","Employed","Other degree","4","","",""
"PDS/Linke","2004","Employed","no degree/no degree yet","2","","",""
"NPD Combination","2004","Not Employed","lower secondary degree","6","","",""
"NPD Combination","2004","Not Employed","secondary school degree","4","","",""
"NPD Combination","2004","Not Employed","college entrance qualification","3","","",""
"NPD Combination","2004","Not Employed","Other degree","","","",""
"NPD Combination","2004","Not Employed","no degree/no degree yet","","","",""
"NPD Combination","2004","Employed","lower secondary degree","21","","",""
"NPD Combination","2004","Employed","secondary school degree","30","0.0174642324845835","0.0112986731575924","0.0236297918115746"
"NPD Combination","2004","Employed","college entrance qualification","3","","",""
"NPD Combination","2004","Employed","Other degree","","","",""
"NPD Combination","2004","Employed","no degree/no degree yet","","","",""
"AfD","2004","Not Employed","lower secondary degree","","","",""
"AfD","2004","Not Employed","secondary school degree","","","",""
"AfD","2004","Not Employed","college entrance qualification","","","",""
"AfD","2004","Not Employed","Other degree","","","",""
"AfD","2004","Not Employed","no degree/no degree yet","","","",""
"AfD","2004","Employed","lower secondary degree","","","",""
"AfD","2004","Employed","secondary school degree","","","",""
"AfD","2004","Employed","college entrance qualification","","","",""
"AfD","2004","Employed","Other degree","","","",""
"AfD","2004","Employed","no degree/no degree yet","","","",""
"Other","2004","Not Employed","lower secondary degree","11","","",""
"Other","2004","Not Employed","secondary school degree","12","","",""
"Other","2004","Not Employed","college entrance qualification","7","","",""
"Other","2004","Not Employed","Other degree","3","","",""
"Other","2004","Not Employed","no degree/no degree yet","6","","",""
"Other","2004","Employed","lower secondary degree","16","","",""
"Other","2004","Employed","secondary school degree","19","","",""
"Other","2004","Employed","college entrance qualification","12","","",""
"Other","2004","Employed","Other degree","4","","",""
"Other","2004","Employed","no degree/no degree yet","1","","",""
"CDU/CSU","2005","Not Employed","lower secondary degree","759","0.432980213012488","0.40979204552354","0.456168380501436"
"CDU/CSU","2005","Not Employed","secondary school degree","336","0.501069649334903","0.46384329693385","0.538296001735957"
"CDU/CSU","2005","Not Employed","college entrance qualification","326","0.452913265728363","0.417216949293479","0.488609582163247"
"CDU/CSU","2005","Not Employed","Other degree","63","0.486098257945035","0.402708900942251","0.56948761494782"
"CDU/CSU","2005","Not Employed","no degree/no degree yet","55","0.302399031684243","0.232104765361669","0.372693298006818"
"CDU/CSU","2005","Employed","lower secondary degree","531","0.422354181168073","0.394454190141905","0.450254172194242"
"CDU/CSU","2005","Employed","secondary school degree","745","0.429013420105337","0.405691009945953","0.452335830264721"
"CDU/CSU","2005","Employed","college entrance qualification","803","0.313435539296728","0.294563218977227","0.332307859616229"
"CDU/CSU","2005","Employed","Other degree","94","0.443469607591114","0.373741615499475","0.513197599682752"
"CDU/CSU","2005","Employed","no degree/no degree yet","21","","",""
"SPD","2005","Not Employed","lower secondary degree","812","0.475009609101219","0.451639530595004","0.498379687607435"
"SPD","2005","Not Employed","secondary school degree","225","0.324652815311025","0.289790629984449","0.359515000637602"
"SPD","2005","Not Employed","college entrance qualification","215","0.313321390447784","0.280058531647738","0.34658424924783"
"SPD","2005","Not Employed","Other degree","59","0.381450061807665","0.30040719850874","0.46249292510659"
"SPD","2005","Not Employed","no degree/no degree yet","55","0.363825685993149","0.290194650092474","0.437456721893825"
"SPD","2005","Employed","lower secondary degree","503","0.434000321170565","0.40600483812533","0.461995804215799"
"SPD","2005","Employed","secondary school degree","573","0.322624390257302","0.300595713243619","0.344653067270984"
"SPD","2005","Employed","college entrance qualification","724","0.304071823908052","0.285357212214205","0.322786435601899"
"SPD","2005","Employed","Other degree","76","0.376771797232916","0.308758547269341","0.444785047196491"
"SPD","2005","Employed","no degree/no degree yet","22","","",""
"FDP","2005","Not Employed","lower secondary degree","30","0.0179482904376985","0.0117351378597509","0.0241614430156462"
"FDP","2005","Not Employed","secondary school degree","28","","",""
"FDP","2005","Not Employed","college entrance qualification","41","0.0372192624669581","0.0236444021977102","0.0507941227362061"
"FDP","2005","Not Employed","Other degree","5","","",""
"FDP","2005","Not Employed","no degree/no degree yet","7","","",""
"FDP","2005","Employed","lower secondary degree","42","0.0323529862896023","0.0223587292503305","0.0423472433288742"
"FDP","2005","Employed","secondary school degree","75","0.0325686670478444","0.0242042610225328","0.040933073073156"
"FDP","2005","Employed","college entrance qualification","159","0.0710698519043336","0.0606167603309416","0.0815229434777256"
"FDP","2005","Employed","Other degree","5","","",""
"FDP","2005","Employed","no degree/no degree yet","4","","",""
"Grüne","2005","Not Employed","lower secondary degree","30","0.0168034472649818","0.0107882113650683","0.0228186831648953"
"Grüne","2005","Not Employed","secondary school degree","35","0.044572166028218","0.0292078833780119","0.059936448678424"
"Grüne","2005","Not Employed","college entrance qualification","106","0.122865362635458","0.0993237800943897","0.146406945176527"
"Grüne","2005","Not Employed","Other degree","8","","",""
"Grüne","2005","Not Employed","no degree/no degree yet","34","0.151742492124377","0.0968334801292919","0.206651504119463"
"Grüne","2005","Employed","lower secondary degree","48","0.0457632515659849","0.0339594648518238","0.057567038280146"
"Grüne","2005","Employed","secondary school degree","162","0.1066475841002","0.0921026432833723","0.121192524917027"
"Grüne","2005","Employed","college entrance qualification","504","0.262579601425258","0.244677723692403","0.280481479158114"
"Grüne","2005","Employed","Other degree","14","","",""
"Grüne","2005","Employed","no degree/no degree yet","7","","",""
"PDS/Linke","2005","Not Employed","lower secondary degree","93","0.0359883800853537","0.0272716102197274","0.0447051499509801"
"PDS/Linke","2005","Not Employed","secondary school degree","51","0.064361374971658","0.0460909688348959","0.0826317811084202"
"PDS/Linke","2005","Not Employed","college entrance qualification","53","0.0654590770995966","0.0477224150612374","0.0831957391379559"
"PDS/Linke","2005","Not Employed","Other degree","1","","",""
"PDS/Linke","2005","Not Employed","no degree/no degree yet","6","","",""
"PDS/Linke","2005","Employed","lower secondary degree","27","","",""
"PDS/Linke","2005","Employed","secondary school degree","100","0.0510618297412312","0.0406891209822199","0.0614345385002425"
"PDS/Linke","2005","Employed","college entrance qualification","111","0.0416927725592352","0.0335608489387155","0.0498246961797548"
"PDS/Linke","2005","Employed","Other degree","3","","",""
"PDS/Linke","2005","Employed","no degree/no degree yet","6","","",""
"NPD Combination","2005","Not Employed","lower secondary degree","15","","",""
"NPD Combination","2005","Not Employed","secondary school degree","9","","",""
"NPD Combination","2005","Not Employed","college entrance qualification","1","","",""
"NPD Combination","2005","Not Employed","Other degree","2","","",""
"NPD Combination","2005","Not Employed","no degree/no degree yet","4","","",""
"NPD Combination","2005","Employed","lower secondary degree","31","0.0312110895485928","0.0213889999421929","0.0410331791549926"
"NPD Combination","2005","Employed","secondary school degree","57","0.0461513922230364","0.0362645599199946","0.0560382245260783"
"NPD Combination","2005","Employed","college entrance qualification","9","","",""
"NPD Combination","2005","Employed","Other degree","1","","",""
"NPD Combination","2005","Employed","no degree/no degree yet","","","",""
"AfD","2005","Not Employed","lower secondary degree","","","",""
"AfD","2005","Not Employed","secondary school degree","","","",""
"AfD","2005","Not Employed","college entrance qualification","","","",""
"AfD","2005","Not Employed","Other degree","","","",""
"AfD","2005","Not Employed","no degree/no degree yet","","","",""
"AfD","2005","Employed","lower secondary degree","","","",""
"AfD","2005","Employed","secondary school degree","","","",""
"AfD","2005","Employed","college entrance qualification","","","",""
"AfD","2005","Employed","Other degree","","","",""
"AfD","2005","Employed","no degree/no degree yet","","","",""
"Other","2005","Not Employed","lower secondary degree","15","","",""
"Other","2005","Not Employed","secondary school degree","9","","",""
"Other","2005","Not Employed","college entrance qualification","5","","",""
"Other","2005","Not Employed","Other degree","","","",""
"Other","2005","Not Employed","no degree/no degree yet","3","","",""
"Other","2005","Employed","lower secondary degree","22","","",""
"Other","2005","Employed","secondary school degree","18","","",""
"Other","2005","Employed","college entrance qualification","11","","",""
"Other","2005","Employed","Other degree","2","","",""
"Other","2005","Employed","no degree/no degree yet","","","",""
"CDU/CSU","2006","Not Employed","lower secondary degree","900","0.440511891396761","0.418819454074578","0.462204328718943"
"CDU/CSU","2006","Not Employed","secondary school degree","407","0.469722209289298","0.436539604898116","0.50290481368048"
"CDU/CSU","2006","Not Employed","college entrance qualification","368","0.421277261756976","0.38844827449698","0.454106249016971"
"CDU/CSU","2006","Not Employed","Other degree","80","0.433243232319095","0.358534908977568","0.507951555660621"
"CDU/CSU","2006","Not Employed","no degree/no degree yet","54","0.296005520852208","0.224371335859627","0.36763970584479"
"CDU/CSU","2006","Employed","lower secondary degree","590","0.41180080387547","0.385566741091778","0.438034866659163"
"CDU/CSU","2006","Employed","secondary school degree","855","0.417690063632422","0.396193863943305","0.439186263321539"
"CDU/CSU","2006","Employed","college entrance qualification","915","0.32039878978448","0.302561646406948","0.338235933162012"
"CDU/CSU","2006","Employed","Other degree","97","0.399065589207337","0.334059278194652","0.464071900220022"
"CDU/CSU","2006","Employed","no degree/no degree yet","16","","",""
"SPD","2006","Not Employed","lower secondary degree","883","0.451665639256235","0.429920341450777","0.473410937061694"
"SPD","2006","Not Employed","secondary school degree","282","0.33504260547715","0.303660279343943","0.366424931610357"
"SPD","2006","Not Employed","college entrance qualification","274","0.344747876746209","0.313147430082901","0.376348323409516"
"SPD","2006","Not Employed","Other degree","66","0.43887454441402","0.364056746770292","0.513692342057749"
"SPD","2006","Not Employed","no degree/no degree yet","63","0.513315423333803","0.434881897150495","0.591748949517111"
"SPD","2006","Employed","lower secondary degree","561","0.425896556784917","0.399538894722503","0.452254218847331"
"SPD","2006","Employed","secondary school degree","687","0.342017051300447","0.321339994812432","0.362694107788462"
"SPD","2006","Employed","college entrance qualification","824","0.305066057864286","0.28746569972758","0.322666416000991"
"SPD","2006","Employed","Other degree","92","0.431771432983985","0.366019529718139","0.497523336249832"
"SPD","2006","Employed","no degree/no degree yet","20","","",""
"FDP","2006","Not Employed","lower secondary degree","34","0.0215012772398736","0.0151633629185111","0.027839191561236"
"FDP","2006","Not Employed","secondary school degree","39","0.0490753169648376","0.0347123943797738","0.0634382395499014"
"FDP","2006","Not Employed","college entrance qualification","53","0.053731685954215","0.0387396510165141","0.068723720891916"
"FDP","2006","Not Employed","Other degree","6","","",""
"FDP","2006","Not Employed","no degree/no degree yet","5","","",""
"FDP","2006","Employed","lower secondary degree","40","0.0278926614674713","0.0191153434481947","0.036669979486748"
"FDP","2006","Employed","secondary school degree","94","0.0373627679054261","0.0290965211751294","0.0456290146357228"
"FDP","2006","Employed","college entrance qualification","221","0.0926949303929775","0.081609374957901","0.103780485828054"
"FDP","2006","Employed","Other degree","6","","",""
"FDP","2006","Employed","no degree/no degree yet","2","","",""
"Grüne","2006","Not Employed","lower secondary degree","32","0.0129582002665676","0.00801652481901749","0.0178998757141178"
"Grüne","2006","Not Employed","secondary school degree","43","0.0429699521113761","0.0294870486668976","0.0564528555558547"
"Grüne","2006","Not Employed","college entrance qualification","105","0.104779739813224","0.0844167374425134","0.125142742183935"
