"party","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"AfD","2007","Employed","Female","","","",""
"Other","2007","Not Employed","Male","12","","",""
"Other","2007","Not Employed","Female","10","","",""
"Other","2007","Employed","Male","36","0.0120000516496818","0.00810565266327298","0.0158944506360906"
"Other","2007","Employed","Female","20","","",""
"CDU/CSU","2008","Not Employed","Male","681","0.435262931318605","0.410387546204476","0.460138316432734"
"CDU/CSU","2008","Not Employed","Female","867","0.473513283821158","0.450810190793104","0.496216376849212"
"CDU/CSU","2008","Employed","Male","1170","0.395931081001194","0.377919389094305","0.413942772908083"
"CDU/CSU","2008","Employed","Female","782","0.344439018557268","0.324418183729135","0.3644598533854"
"SPD","2008","Not Employed","Male","529","0.367508291368829","0.343318517227772","0.391698065509886"
"SPD","2008","Not Employed","Female","651","0.374193566249878","0.35218998323662","0.396197149263136"
"SPD","2008","Employed","Male","884","0.311930410949742","0.294867759982021","0.328993061917463"
"SPD","2008","Employed","Female","736","0.365192333637879","0.344906102462688","0.38547856481307"
"FDP","2008","Not Employed","Male","70","0.0445192066101375","0.0341712282228081","0.0548671849974669"
"FDP","2008","Not Employed","Female","72","0.0343421322557","0.0260617477118551","0.042622516799545"
"FDP","2008","Employed","Male","223","0.0745662052755022","0.0648913346774725","0.0842410758735319"
"FDP","2008","Employed","Female","100","0.0369326173715182","0.0289865390153748","0.0448786957276617"
"Grüne","2008","Not Employed","Male","60","0.042919572838697","0.0327507018607727","0.0530884438166213"
"Grüne","2008","Not Employed","Female","125","0.0543775865219142","0.0440667457791483","0.0646884272646801"
"Grüne","2008","Employed","Male","286","0.120231231537514","0.10825295363794","0.132209509437087"
"Grüne","2008","Employed","Female","371","0.178443507721984","0.162311495043771","0.194575520400196"
"PDS/Linke","2008","Not Employed","Male","159","0.08470202742642","0.0707319447197748","0.0986721101330651"
"PDS/Linke","2008","Not Employed","Female","127","0.0557347589612518","0.0453035342418376","0.066165983680666"
"PDS/Linke","2008","Employed","Male","180","0.0655668915760765","0.0564506070187882","0.0746831761333648"
"PDS/Linke","2008","Employed","Female","144","0.057369777020688","0.0475719058704396","0.0671676481709363"
"NPD Combination","2008","Not Employed","Male","12","","",""
"NPD Combination","2008","Not Employed","Female","8","","",""
"NPD Combination","2008","Employed","Male","70","0.0241639499333929","0.0185084127878814","0.0298194870789045"
"NPD Combination","2008","Employed","Female","15","","",""
"AfD","2008","Not Employed","Male","","","",""
"AfD","2008","Not Employed","Female","","","",""
"AfD","2008","Employed","Male","","","",""
"AfD","2008","Employed","Female","","","",""
"Other","2008","Not Employed","Male","15","","",""
"Other","2008","Not Employed","Female","8","","",""
"Other","2008","Employed","Male","19","","",""
"Other","2008","Employed","Female","16","","",""
"CDU/CSU","2009","Not Employed","Male","604","0.404308105334954","0.378987038773842","0.429629171896066"
"CDU/CSU","2009","Not Employed","Female","806","0.47086248908352","0.447388899671486","0.494336078495555"
"CDU/CSU","2009","Employed","Male","997","0.370918011400511","0.352216944890504","0.389619077910518"
"CDU/CSU","2009","Employed","Female","651","0.325203282340499","0.304293066432771","0.346113498248227"
"SPD","2009","Not Employed","Male","494","0.365518202239045","0.340670913103075","0.390365491375014"
"SPD","2009","Not Employed","Female","548","0.340419639747904","0.318135835052448","0.362703444443359"
"SPD","2009","Employed","Male","742","0.285560313812172","0.268073708863395","0.303046918760949"
"SPD","2009","Employed","Female","604","0.312028496798397","0.291347239849774","0.33270975374702"
"FDP","2009","Not Employed","Male","109","0.0726920395979888","0.0592961874135965","0.0860878917823812"
"FDP","2009","Not Employed","Female","112","0.054687619703172","0.0439950924682521","0.0653801469380918"
"FDP","2009","Employed","Male","290","0.111425889160101","0.0992440273124128","0.12360775100779"
"FDP","2009","Employed","Female","133","0.0731914854801771","0.0615657653314931","0.084817205628861"
"Grüne","2009","Not Employed","Male","64","0.0544406071974391","0.0427342758613292","0.0661469385335491"
"Grüne","2009","Not Employed","Female","131","0.0617759743460054","0.0504542843592644","0.0730976643327464"
"Grüne","2009","Employed","Male","279","0.12680663471937","0.11392413949702","0.139689129941721"
"Grüne","2009","Employed","Female","391","0.211876721082359","0.193636366535559","0.23011707562916"
"PDS/Linke","2009","Not Employed","Male","141","0.0830736120405052","0.0688334901034913","0.0973137339775191"
"PDS/Linke","2009","Not Employed","Female","119","0.0583248191016635","0.0473037063843787","0.0693459318189483"
"PDS/Linke","2009","Employed","Male","161","0.0571034060061436","0.0481200868805407","0.0660867251317465"
"PDS/Linke","2009","Employed","Female","117","0.0601339349330575","0.0495221760750834","0.0707456937910316"
"NPD Combination","2009","Not Employed","Male","17","","",""
"NPD Combination","2009","Not Employed","Female","8","","",""
"NPD Combination","2009","Employed","Male","61","0.0354773510627166","0.0283158246864434","0.0426388774389898"
"NPD Combination","2009","Employed","Female","16","","",""
"AfD","2009","Not Employed","Male","","","",""
"AfD","2009","Not Employed","Female","","","",""
"AfD","2009","Employed","Male","","","",""
"AfD","2009","Employed","Female","","","",""
"Other","2009","Not Employed","Male","14","","",""
"Other","2009","Not Employed","Female","13","","",""
"Other","2009","Employed","Male","33","0.0127083938389849","0.00837186895358971","0.01704491872438"
"Other","2009","Employed","Female","16","","",""
"CDU/CSU","2010","Not Employed","Male","656","0.392854674613143","0.369239476152735","0.416469873073552"
"CDU/CSU","2010","Not Employed","Female","993","0.449828738835986","0.42958565619265","0.470071821479321"
"CDU/CSU","2010","Employed","Male","1446","0.363800752374134","0.348476257852094","0.379125246896174"
"CDU/CSU","2010","Employed","Female","1081","0.325676381702815","0.30963392284563","0.341718840560001"
"SPD","2010","Not Employed","Male","567","0.377354089360833","0.353915881052763","0.400792297668903"
"SPD","2010","Not Employed","Female","708","0.341596257481695","0.322298502145642","0.360894012817747"
"SPD","2010","Employed","Male","1046","0.286608285207678","0.272204846556","0.301011723859356"
"SPD","2010","Employed","Female","921","0.290243378381283","0.274705937001556","0.30578081976101"
"FDP","2010","Not Employed","Male","97","0.0552685115526882","0.0442195264229961","0.0663174966823804"
"FDP","2010","Not Employed","Female","122","0.0473896942569531","0.0387439240226507","0.0560354644912555"
"FDP","2010","Employed","Male","324","0.0768812174457385","0.0683953409645306","0.0853670939269464"
"FDP","2010","Employed","Female","212","0.0696105444762431","0.0608986316396209","0.0783224573128652"
"Grüne","2010","Not Employed","Male","111","0.0639624553264889","0.052130990771382","0.0757939198815957"
"Grüne","2010","Not Employed","Female","275","0.087071950100386","0.0755993591391276","0.0985445410616445"
"Grüne","2010","Employed","Male","546","0.136780022725812","0.125834667441363","0.147725378010261"
"Grüne","2010","Employed","Female","737","0.20457007217522","0.190760964080848","0.218379180269592"
"PDS/Linke","2010","Not Employed","Male","178","0.0931873279527032","0.0791311732293843","0.107243482676022"
"PDS/Linke","2010","Not Employed","Female","183","0.0656671475385605","0.0555878797406827","0.0757464153364383"
"PDS/Linke","2010","Employed","Male","277","0.0860911061405683","0.0771562331778452","0.0950259791032913"
"PDS/Linke","2010","Employed","Female","269","0.0891872191577818","0.0794303723556544","0.0989440659599091"
"NPD Combination","2010","Not Employed","Male","19","","",""
"NPD Combination","2010","Not Employed","Female","22","","",""
"NPD Combination","2010","Employed","Male","94","0.0311023076775918","0.0255727161172595","0.0366318992379241"
"NPD Combination","2010","Employed","Female","29","","",""
"AfD","2010","Not Employed","Male","","","",""
"AfD","2010","Not Employed","Female","","","",""
"AfD","2010","Employed","Male","","","",""
"AfD","2010","Employed","Female","","","",""
"Other","2010","Not Employed","Male","15","","",""
"Other","2010","Not Employed","Female","17","","",""
"Other","2010","Employed","Male","53","0.0187363084284775","0.0144172143452185","0.0230554025117365"
"Other","2010","Employed","Female","29","","",""
"CDU/CSU","2011","Not Employed","Male","786","0.409242434385725","0.386621801470074","0.431863067301376"
"CDU/CSU","2011","Not Employed","Female","914","0.449691020137535","0.428198575671715","0.471183464603355"
"CDU/CSU","2011","Employed","Male","1110","0.366073468056746","0.348534562412761","0.38361237370073"
"CDU/CSU","2011","Employed","Female","748","0.306631856545413","0.288009132250664","0.325254580840162"
"SPD","2011","Not Employed","Male","642","0.377113590982276","0.354816392694316","0.399410789270237"
"SPD","2011","Not Employed","Female","690","0.359768868288505","0.339033794274058","0.380503942302952"
"SPD","2011","Employed","Male","830","0.297616762699112","0.280970579734083","0.31426294566414"
"SPD","2011","Employed","Female","672","0.300802219593059","0.282279993802881","0.319324445383237"
"FDP","2011","Not Employed","Male","58","0.0303593627025935","0.0224660100578775","0.0382527153473095"
"FDP","2011","Not Employed","Female","51","0.0196102031611092","0.0136196649362701","0.0256007413859482"
"FDP","2011","Employed","Male","144","0.0361543819953959","0.029357916596356","0.0429508473944357"
"FDP","2011","Employed","Female","73","0.0274535549617093","0.0208541146500496","0.034052995273369"
"Grüne","2011","Not Employed","Male","148","0.0879381097496746","0.0749091274484223","0.100967092050927"
"Grüne","2011","Not Employed","Female","259","0.113759332496732","0.100041207340038","0.127477457653426"
"Grüne","2011","Employed","Male","516","0.192266472330626","0.177918691482919","0.206614253178332"
"Grüne","2011","Employed","Female","668","0.271670490217323","0.253705051721253","0.289635928713393"
"PDS/Linke","2011","Not Employed","Male","150","0.071940997546028","0.0600536270669806","0.0838283680250753"
"PDS/Linke","2011","Not Employed","Female","122","0.0498152039959011","0.0404155817410473","0.0592148262507548"
"PDS/Linke","2011","Employed","Male","181","0.0591383495290301","0.0505502635465244","0.0677264355115357"
"PDS/Linke","2011","Employed","Female","145","0.0653891810652718","0.0554048037137591","0.0753735584167845"
"NPD Combination","2011","Not Employed","Male","15","","",""
"NPD Combination","2011","Not Employed","Female","5","","",""
"NPD Combination","2011","Employed","Male","68","0.0239845844135867","0.0184140951964395","0.029555073630734"
"NPD Combination","2011","Employed","Female","23","","",""
"AfD","2011","Not Employed","Male","","","",""
"AfD","2011","Not Employed","Female","","","",""
"AfD","2011","Employed","Male","","","",""
"AfD","2011","Employed","Female","","","",""
"Other","2011","Not Employed","Male","16","","",""
"Other","2011","Not Employed","Female","17","","",""
"Other","2011","Employed","Male","49","0.0247659809755043","0.0191077445641301","0.0304242173868786"
"Other","2011","Employed","Female","26","","",""
"CDU/CSU","2012","Not Employed","Male","800","0.433793195099086","0.411061772594224","0.456524617603948"
"CDU/CSU","2012","Not Employed","Female","913","0.470275927009913","0.448390673685773","0.492161180334053"
"CDU/CSU","2012","Employed","Male","1050","0.352939904977261","0.335194732464131","0.370685077490392"
"CDU/CSU","2012","Employed","Female","747","0.317728072933857","0.298667000586143","0.33678914528157"
"SPD","2012","Not Employed","Male","657","0.365202485144375","0.343118259521358","0.387286710767391"
"SPD","2012","Not Employed","Female","674","0.348422831111362","0.327530515357242","0.369315146865481"
"SPD","2012","Employed","Male","836","0.309702874601878","0.292533748689143","0.326872000514613"
"SPD","2012","Employed","Female","701","0.3132645967792","0.294276074821359","0.332253118737041"
"FDP","2012","Not Employed","Male","49","0.0278135703010872","0.0202713215431839","0.0353558190589906"
"FDP","2012","Not Employed","Female","45","0.0210711306420257","0.0147736065570457","0.0273686547270057"
"FDP","2012","Employed","Male","112","0.0332817883264275","0.0266212272949723","0.0399423493578827"
"FDP","2012","Employed","Female","38","0.01565796038789","0.0105754134727989","0.0207405073029811"
"Grüne","2012","Not Employed","Male","116","0.0674112899454227","0.0559109917885162","0.0789115881023293"
"Grüne","2012","Not Employed","Female","224","0.0974145591350484","0.0844126703848873","0.110416447885209"
"Grüne","2012","Employed","Male","445","0.177967706005611","0.163764951645651","0.192170460365571"
"Grüne","2012","Employed","Female","605","0.257184177008805","0.239290339870746","0.275078014146864"
"PDS/Linke","2012","Not Employed","Male","149","0.0719985769174314","0.0601426918164549","0.0838544620184078"
"PDS/Linke","2012","Not Employed","Female","111","0.0457711248671081","0.0366073920310159","0.0549348577032003"
"PDS/Linke","2012","Employed","Male","162","0.0541468835753156","0.0457434626564831","0.0625503044941481"
"PDS/Linke","2012","Employed","Female","119","0.0536007737892935","0.0443800820692814","0.0628214655093056"
"NPD Combination","2012","Not Employed","Male","13","","",""
"NPD Combination","2012","Not Employed","Female","7","","",""
"NPD Combination","2012","Employed","Male","52","0.0253397669689977","0.0195041676257715","0.0311753663122239"
"NPD Combination","2012","Employed","Female","17","","",""
"AfD","2012","Not Employed","Male","","","",""
"AfD","2012","Not Employed","Female","","","",""
"AfD","2012","Employed","Male","","","",""
"AfD","2012","Employed","Female","","","",""
"Other","2012","Not Employed","Male","42","0.0245561631184219","0.0174574586883787","0.0316548675484651"
"Other","2012","Not Employed","Female","24","","",""
"Other","2012","Employed","Male","129","0.0466210755445087","0.0387925233264733","0.0544496277625441"
"Other","2012","Employed","Female","65","0.035835650859529","0.0282258381667444","0.0434454635523135"
"CDU/CSU","2013","Not Employed","Male","1029","0.430040467855908","0.410420579211076","0.449660356500739"
"CDU/CSU","2013","Not Employed","Female","1103","0.458016250619665","0.438450577057756","0.477581924181574"
"CDU/CSU","2013","Employed","Male","1038","0.395529946733161","0.376644095921956","0.414415797544367"
"CDU/CSU","2013","Employed","Female","792","0.354839517818494","0.334814235648597","0.374864799988391"
"SPD","2013","Not Employed","Male","889","0.362571301895268","0.34351966113585","0.381622942654685"
"SPD","2013","Not Employed","Female","833","0.348136120824725","0.329428686530775","0.366843555118674"
"SPD","2013","Employed","Male","780","0.301232295077455","0.283511767315563","0.318952822839348"
"SPD","2013","Employed","Female","629","0.302131489753111","0.282913251535088","0.321349727971133"
"FDP","2013","Not Employed","Male","70","0.0293535508793168","0.0226642501284495","0.0360428516301841"
"FDP","2013","Not Employed","Female","57","0.0242766757239383","0.0182327491543397","0.0303206022935368"
"FDP","2013","Employed","Male","112","0.0345683575458449","0.0275123406600433","0.0416243744316464"
"FDP","2013","Employed","Female","45","0.0209610529258942","0.0149654162598028","0.0269566895919856"
"Grüne","2013","Not Employed","Male","219","0.0858540835182916","0.0747519075968554","0.0969562594397278"
"Grüne","2013","Not Employed","Female","320","0.107872004934511","0.095689707843004","0.120054302026017"
"Grüne","2013","Employed","Male","401","0.168113390986113","0.153669217526243","0.182557564445983"
"Grüne","2013","Employed","Female","583","0.257015164693582","0.238725820866448","0.275304508520716"
"PDS/Linke","2013","Not Employed","Male","173","0.062788100211311","0.0531746909126575","0.0724015095099644"
"PDS/Linke","2013","Not Employed","Female","134","0.043411634206784","0.0354091128469314","0.0514141555666367"
"PDS/Linke","2013","Employed","Male","136","0.0498142446649016","0.0414111258007782","0.0582173635290249"
"PDS/Linke","2013","Employed","Female","112","0.0474266205863322","0.0385307371150252","0.0563225040576392"
"NPD Combination","2013","Not Employed","Male","12","","",""
"NPD Combination","2013","Not Employed","Female","9","","",""
"NPD Combination","2013","Employed","Male","35","0.017786100810602","0.0126810168763948","0.0228911847448093"
"NPD Combination","2013","Employed","Female","7","","",""
"AfD","2013","Not Employed","Male","","","",""
"AfD","2013","Not Employed","Female","","","",""
"AfD","2013","Employed","Male","","","",""
"AfD","2013","Employed","Female","","","",""
"Other","2013","Not Employed","Male","54","0.0239664167192744","0.0179052839350749","0.0300275495034739"
"Other","2013","Not Employed","Female","35","0.014371989870769","0.00969812451651549","0.0190458552250225"
"Other","2013","Employed","Male","73","0.032955664181922","0.0260604509444383","0.0398508774194057"
"Other","2013","Employed","Female","25","","",""
"CDU/CSU","2014","Not Employed","Male","867","0.433083171423207","0.411372668930384","0.45479367391603"
"CDU/CSU","2014","Not Employed","Female","1074","0.477513480754395","0.457554854635102","0.497472106873689"
"CDU/CSU","2014","Employed","Male","1584","0.385782642158326","0.370594595071623","0.40097068924503"
"CDU/CSU","2014","Employed","Female","1279","0.350795384113086","0.335178293244498","0.366412474981675"
"SPD","2014","Not Employed","Male","700","0.357473312968402","0.336474635421728","0.378471990515075"
"SPD","2014","Not Employed","Female","767","0.322877181877801","0.304193920865675","0.341560442889928"
"SPD","2014","Employed","Male","1111","0.301662904810886","0.28734224391816","0.315983565703612"
"SPD","2014","Employed","Female","1014","0.301162324522168","0.28614920720906","0.316175441835275"
"FDP","2014","Not Employed","Male","52","0.0294360435093904","0.0220301690760538","0.036841917942727"
"FDP","2014","Not Employed","Female","52","0.0217345613625151","0.0159081106806604","0.0275610120443697"
"FDP","2014","Employed","Male","146","0.0317234676033947","0.0262550763491987","0.0371918588575907"
"FDP","2014","Employed","Female","62","0.0178219787389633","0.0134923020336068","0.0221516554443197"
"Grüne","2014","Not Employed","Male","114","0.0501219033864503","0.0405615870892571","0.0596822196836434"
"Grüne","2014","Not Employed","Female","249","0.0873932564442475","0.076108788752169","0.098677724136326"
"Grüne","2014","Employed","Male","555","0.145982114158536","0.134965380293004","0.156998848024067"
"Grüne","2014","Employed","Female","844","0.231799829692485","0.217990386796675","0.245609272588296"
"PDS/Linke","2014","Not Employed","Male","183","0.0820292441717269","0.0700059541088403","0.0940525342346135"
"PDS/Linke","2014","Not Employed","Female","189","0.0651731953929292","0.0553103922445477","0.0750359985413108"
"PDS/Linke","2014","Employed","Male","296","0.0683714290927891","0.0604968331490724","0.0762460250365058"
"PDS/Linke","2014","Employed","Female","268","0.0677071361760137","0.0594851677432654","0.0759291046087621"
"NPD Combination","2014","Not Employed","Male","15","","",""
"NPD Combination","2014","Not Employed","Female","12","","",""
"NPD Combination","2014","Employed","Male","55","0.0171091223067018","0.0130630273750691","0.0211552172383344"
"NPD Combination","2014","Employed","Female","20","","",""
"AfD","2014","Not Employed","Male","37","0.0221165672106953","0.0156729912788299","0.0285601431425608"
"AfD","2014","Not Employed","Female","35","0.00874584999439596","0.0050254143128817","0.0124662856759102"
"AfD","2014","Employed","Male","109","0.0258625589832943","0.0209101623973642","0.0308149555692244"
"AfD","2014","Employed","Female","38","0.0117984600634971","0.00826485645897189","0.0153320636680223"
"Other","2014","Not Employed","Male","33","0.0141648644282558","0.00898721187050676","0.0193425169860048"
"Other","2014","Not Employed","Female","28","","",""
"Other","2014","Employed","Male","90","0.0235057608860725","0.0187786961459538","0.0282328256261912"
"Other","2014","Employed","Female","62","0.0137108694822677","0.00990532305628842","0.017516415908247"
"CDU/CSU","2015","Not Employed","Male","826","0.450928336980558","0.428278686453237","0.473577987507879"
"CDU/CSU","2015","Not Employed","Female","965","0.483740673803748","0.462557818565005","0.504923529042491"
"CDU/CSU","2015","Employed","Male","1340","0.396560205406371","0.380046662711598","0.413073748101144"
"CDU/CSU","2015","Employed","Female","1015","0.34353153337366","0.326412228946172","0.360650837801149"
"SPD","2015","Not Employed","Male","602","0.334387252037065","0.312912463411135","0.355862040662995"
"SPD","2015","Not Employed","Female","679","0.323148055690011","0.303324029874363","0.342972081505659"
"SPD","2015","Employed","Male","921","0.27645250253801","0.261354743125416","0.291550261950604"
"SPD","2015","Employed","Female","787","0.277487532058111","0.261346166014908","0.293628898101314"
"FDP","2015","Not Employed","Male","56","0.0273684577961756","0.0199418145235367","0.0347951010688145"
"FDP","2015","Not Employed","Female","48","0.022126062845967","0.0158910443376038","0.0283610813543302"
"FDP","2015","Employed","Male","125","0.0333059406835943","0.0272487103055885","0.0393631710616002"
"FDP","2015","Employed","Female","49","0.0140815651331816","0.00983398252491035","0.0183291477414528"
"Grüne","2015","Not Employed","Male","124","0.0651313600209295","0.0538991918969676","0.0763635281448914"
"Grüne","2015","Not Employed","Female","214","0.0835417978310541","0.0718130275485","0.0952705681136082"
"Grüne","2015","Employed","Male","453","0.142911131043805","0.131096649439422","0.154725612648187"
"Grüne","2015","Employed","Female","734","0.243466124611078","0.227994734492008","0.258937514730148"
"PDS/Linke","2015","Not Employed","Male","155","0.0675481511564157","0.0561242834116186","0.0789720189012127"
"PDS/Linke","2015","Not Employed","Female","163","0.0589630858174847","0.0489783248463704","0.068947846788599"
"PDS/Linke","2015","Employed","Male","270","0.0715516677733633","0.0628509022405985","0.0802524333061281"
"PDS/Linke","2015","Employed","Female","253","0.0759052904595069","0.0663577800323775","0.0854528008866362"
"NPD Combination","2015","Not Employed","Male","13","","",""
"NPD Combination","2015","Not Employed","Female","11","","",""
"NPD Combination","2015","Employed","Male","55","0.0171404474692108","0.0127589201492928","0.0215219747891288"
"NPD Combination","2015","Employed","Female","22","","",""
"AfD","2015","Not Employed","Male","51","0.0329391074682307","0.0248149926962313","0.0410632222402301"
"AfD","2015","Not Employed","Female","41","0.0191933618932272","0.0133775350871478","0.0250091886993066"
"AfD","2015","Employed","Male","130","0.0388907689346123","0.0323642988153643","0.0454172390538602"
"AfD","2015","Employed","Female","55","0.022002610991924","0.0167144845104841","0.0272907374733638"
"Other","2015","Not Employed","Male","27","","",""
"Other","2015","Not Employed","Female","17","","",""
"Other","2015","Employed","Male","77","0.0231873361510331","0.0181069141920527","0.0282677581100135"
"Other","2015","Employed","Female","41","0.0148212312858778","0.01046515436175","0.0191773082100057"
"CDU/CSU","2016","Not Employed","Male","707","0.434725871540275","0.410785075355501","0.458666667725049"
"CDU/CSU","2016","Not Employed","Female","835","0.476183782398506","0.453369964687832","0.498997600109181"
"CDU/CSU","2016","Employed","Male","1171","0.359520881467484","0.342782041875838","0.37625972105913"
"CDU/CSU","2016","Employed","Female","960","0.341537909237738","0.324000837945177","0.359074980530298"
"SPD","2016","Not Employed","Male","506","0.305896339735203","0.283642723265312","0.328149956205095"
"SPD","2016","Not Employed","Female","527","0.292909616218139","0.272121005005464","0.313698227430813"
"SPD","2016","Employed","Male","771","0.25447379337388","0.239280084903457","0.269667501844304"
"SPD","2016","Employed","Female","681","0.260183687797971","0.243959080072171","0.276408295523771"
"FDP","2016","Not Employed","Male","69","0.0384671781570543","0.0291790432964887","0.04775531301762"
"FDP","2016","Not Employed","Female","46","0.026119916009555","0.0188344082164201","0.0334054238026899"
"FDP","2016","Employed","Male","122","0.0368092713305669","0.0302410836027813","0.0433774590583524"
"FDP","2016","Employed","Female","50","0.0180639070092167","0.013138754561647","0.0229890594567864"
"Grüne","2016","Not Employed","Male","110","0.0707722007548988","0.0583872655508642","0.0831571359589333"
"Grüne","2016","Not Employed","Female","190","0.104535616820247","0.0905597903973732","0.118511443243121"
"Grüne","2016","Employed","Male","503","0.165445986850556","0.152484162151422","0.17840781154969"
"Grüne","2016","Employed","Female","740","0.24965721878256","0.233651538414655","0.265662899150465"
"PDS/Linke","2016","Not Employed","Male","129","0.0625711320475926","0.0508745907289128","0.0742676733662725"
"PDS/Linke","2016","Not Employed","Female","152","0.0629469124453391","0.051852852424913","0.0740409724657652"
"PDS/Linke","2016","Employed","Male","231","0.0700983232495154","0.0611923142352964","0.0790043322637345"
"PDS/Linke","2016","Employed","Female","204","0.0642584440450241","0.0551903653064849","0.0733265227835634"
"NPD Combination","2016","Not Employed","Male","8","","",""
"NPD Combination","2016","Not Employed","Female","9","","",""
"NPD Combination","2016","Employed","Male","40","0.0173967848024553","0.0128360545520848","0.0219575150528259"
"NPD Combination","2016","Employed","Female","14","","",""
"AfD","2016","Not Employed","Male","96","0.0693026372863292","0.0570372740581295","0.0815680005145289"
"AfD","2016","Not Employed","Female","71","0.0320081890144048","0.0239676050787956","0.0400487729500141"
"AfD","2016","Employed","Male","242","0.0673083078589756","0.058568252358296","0.0760483633596552"
"AfD","2016","Employed","Female","117","0.0428377503434722","0.0353495349166541","0.0503259657702903"
"Other","2016","Not Employed","Male","22","","",""
"Other","2016","Not Employed","Female","11","","",""
"Other","2016","Employed","Male","77","0.0289466510665667","0.0230983259418227","0.0347949761913108"
"Other","2016","Employed","Female","43","0.0167315600771642","0.0119883048947607","0.0214748152595677"
"CDU/CSU","2017","Not Employed","Male","915","0.408558545497679","0.387159014923628","0.429958076071729"
"CDU/CSU","2017","Not Employed","Female","928","0.428562030627066","0.407361102714478","0.449762958539655"
"CDU/CSU","2017","Employed","Male","1317","0.348715964286543","0.333142006130429","0.364289922442656"
"CDU/CSU","2017","Employed","Female","1139","0.340361650133049","0.324000697717319","0.356722602548779"
"SPD","2017","Not Employed","Male","631","0.360328022400029","0.339427896673986","0.381228148126073"
"SPD","2017","Not Employed","Female","662","0.342589590597978","0.322258117482218","0.362921063713739"
"SPD","2017","Employed","Male","978","0.280795408734187","0.266109558367112","0.295481259101263"
"SPD","2017","Employed","Female","940","0.313818380597827","0.297795372516483","0.329841388679171"
"FDP","2017","Not Employed","Male","83","0.0361321423395374","0.0280080131319776","0.0442562715470973"
"FDP","2017","Not Employed","Female","63","0.0354608261122914","0.027537676865624","0.0433839753589589"
"FDP","2017","Employed","Male","198","0.0546041073808896","0.0471790915543506","0.0620291232074287"
"FDP","2017","Employed","Female","98","0.0299828524040361","0.0240942598940048","0.0358714449140674"
"Grüne","2017","Not Employed","Male","127","0.0478138936224149","0.0385251026002077","0.0571026846446222"
"Grüne","2017","Not Employed","Female","197","0.0946069151289743","0.0820684751825739","0.107145355075375"
"Grüne","2017","Employed","Male","463","0.125969091935881","0.115125497480769","0.136812686390992"
"Grüne","2017","Employed","Female","645","0.194027230972866","0.180372698008539","0.207681763937194"
"PDS/Linke","2017","Not Employed","Male","152","0.0687387026387659","0.0577243834134527","0.0797530218640791"
"PDS/Linke","2017","Not Employed","Female","154","0.061809150130197","0.0514925770396062","0.0721257232207879"
"PDS/Linke","2017","Employed","Male","273","0.0785725642688977","0.069779425941695","0.0873657025961003"
"PDS/Linke","2017","Employed","Female","250","0.0753209965276259","0.0662084690735806","0.0844335239816713"
"NPD Combination","2017","Not Employed","Male","6","","",""
"NPD Combination","2017","Not Employed","Female","12","","",""
"NPD Combination","2017","Employed","Male","53","0.0111286812953683","0.00770045394731624","0.0145569086434203"
"NPD Combination","2017","Employed","Female","17","","",""
"AfD","2017","Not Employed","Male","96","0.0669311691646173","0.0560520868343492","0.0778102514948854"
"AfD","2017","Not Employed","Female","62","0.028439099021276","0.0213178461425664","0.0355603518999856"
"AfD","2017","Employed","Male","260","0.0810408394270919","0.0721226243222302","0.0899590545319536"
"AfD","2017","Employed","Female","101","0.030207315716035","0.0242974060570383","0.0361172253750316"
"Other","2017","Not Employed","Male","17","","",""
"Other","2017","Not Employed","Female","15","","",""
"Other","2017","Employed","Male","55","0.019173342671142","0.0146918476364208","0.0236548377058631"
"Other","2017","Employed","Female","32","0.0102915292174655","0.00680672067788911","0.0137763377570418"
"CDU/CSU","2018","Not Employed","Male","913","0.395124146362706","0.374219877902604","0.416028414822807"
"CDU/CSU","2018","Not Employed","Female","911","0.447856324732568","0.426562607424674","0.469150042040462"
"CDU/CSU","2018","Employed","Male","1256","0.329030510316122","0.313831147901075","0.34422987273117"
"CDU/CSU","2018","Employed","Female","1063","0.323658985447113","0.307695864005249","0.339622106888978"
"SPD","2018","Not Employed","Male","593","0.335339981793603","0.315152715561586","0.35552724802562"
"SPD","2018","Not Employed","Female","549","0.286813459506337","0.267446679889829","0.306180239122846"
"SPD","2018","Employed","Male","840","0.239690205459684","0.225880756944796","0.253499653974572"
"SPD","2018","Employed","Female","768","0.243393622701032","0.228752286362904","0.258034959039159"
"FDP","2018","Not Employed","Male","98","0.0444344705005218","0.0356234683567531","0.0532454726442906"
"FDP","2018","Not Employed","Female","72","0.0376997016761161","0.0295436429462079","0.0458557604060242"
"FDP","2018","Employed","Male","240","0.064269725042852","0.0563367797330557","0.0722026703526483"
"FDP","2018","Employed","Female","139","0.0416462591913433","0.0348300636459909","0.0484624547366957"
"Grüne","2018","Not Employed","Male","194","0.0699727107807487","0.0590646572557167","0.0808807643057806"
"Grüne","2018","Not Employed","Female","269","0.115620997501578","0.101928153996153","0.129313841007003"
"Grüne","2018","Employed","Male","556","0.149325991539811","0.137796631963047","0.160855351116575"
"Grüne","2018","Employed","Female","788","0.234312484168646","0.219860927893774","0.248764040443518"
"PDS/Linke","2018","Not Employed","Male","168","0.0685307952488571","0.0577273518428819","0.0793342386548324"
"PDS/Linke","2018","Not Employed","Female","182","0.0700869793158408","0.0591550727010638","0.0810188859306177"
