"party","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"SPD","1988","higher education","Female","55","0.333335276134901","0.260062287666043","0.40660826460376"
"FDP","1988","in school","Male","","","",""
"FDP","1988","in school","Female","","","",""
"FDP","1988","inadequately","Male","","","",""
"FDP","1988","inadequately","Female","","","",""
"FDP","1988","general elemantary","Male","","","",""
"FDP","1988","general elemantary","Female","","","",""
"FDP","1988","middle vocational","Male","59","0.0394848139701157","0.0298425113245983","0.0491271166156331"
"FDP","1988","middle vocational","Female","54","0.0558427725110991","0.0426687527633719","0.0690167922588262"
"FDP","1988","vocational + Abi","Male","","","",""
"FDP","1988","vocational + Abi","Female","","","",""
"FDP","1988","higher vocational","Male","","","",""
"FDP","1988","higher vocational","Female","","","",""
"FDP","1988","higher education","Male","35","0.112993071260483","0.0786796811740259","0.147306461346941"
"FDP","1988","higher education","Female","","","",""
"Grüne","1988","in school","Male","","","",""
"Grüne","1988","in school","Female","","","",""
"Grüne","1988","inadequately","Male","","","",""
"Grüne","1988","inadequately","Female","","","",""
"Grüne","1988","general elemantary","Male","","","",""
"Grüne","1988","general elemantary","Female","","","",""
"Grüne","1988","middle vocational","Male","70","0.0427547708929213","0.0327382364249787","0.0527713053608639"
"Grüne","1988","middle vocational","Female","74","0.0549544666926664","0.0418795018823269","0.068029431503006"
"Grüne","1988","vocational + Abi","Male","","","",""
"Grüne","1988","vocational + Abi","Female","","","",""
"Grüne","1988","higher vocational","Male","","","",""
"Grüne","1988","higher vocational","Female","","","",""
"Grüne","1988","higher education","Male","32","0.097621004734606","0.0654517988583485","0.129790210610864"
"Grüne","1988","higher education","Female","35","0.19255412340398","0.131265107095213","0.253843139712747"
"PDS/Linke","1988","in school","Male","","","",""
"PDS/Linke","1988","in school","Female","","","",""
"PDS/Linke","1988","inadequately","Male","","","",""
"PDS/Linke","1988","inadequately","Female","","","",""
"PDS/Linke","1988","general elemantary","Male","","","",""
"PDS/Linke","1988","general elemantary","Female","","","",""
"PDS/Linke","1988","middle vocational","Male","","","",""
"PDS/Linke","1988","middle vocational","Female","","","",""
"PDS/Linke","1988","vocational + Abi","Male","","","",""
"PDS/Linke","1988","vocational + Abi","Female","","","",""
"PDS/Linke","1988","higher vocational","Male","","","",""
"PDS/Linke","1988","higher vocational","Female","","","",""
"PDS/Linke","1988","higher education","Male","","","",""
"PDS/Linke","1988","higher education","Female","","","",""
"NPD Combination","1988","in school","Male","","","",""
"NPD Combination","1988","in school","Female","","","",""
"NPD Combination","1988","inadequately","Male","","","",""
"NPD Combination","1988","inadequately","Female","","","",""
"NPD Combination","1988","general elemantary","Male","","","",""
"NPD Combination","1988","general elemantary","Female","","","",""
"NPD Combination","1988","middle vocational","Male","","","",""
"NPD Combination","1988","middle vocational","Female","","","",""
"NPD Combination","1988","vocational + Abi","Male","","","",""
"NPD Combination","1988","vocational + Abi","Female","","","",""
"NPD Combination","1988","higher vocational","Male","","","",""
"NPD Combination","1988","higher vocational","Female","","","",""
"NPD Combination","1988","higher education","Male","","","",""
"NPD Combination","1988","higher education","Female","","","",""
"AfD","1988","in school","Male","","","",""
"AfD","1988","in school","Female","","","",""
"AfD","1988","inadequately","Male","","","",""
"AfD","1988","inadequately","Female","","","",""
"AfD","1988","general elemantary","Male","","","",""
"AfD","1988","general elemantary","Female","","","",""
"AfD","1988","middle vocational","Male","","","",""
"AfD","1988","middle vocational","Female","","","",""
"AfD","1988","vocational + Abi","Male","","","",""
"AfD","1988","vocational + Abi","Female","","","",""
"AfD","1988","higher vocational","Male","","","",""
"AfD","1988","higher vocational","Female","","","",""
"AfD","1988","higher education","Male","","","",""
"AfD","1988","higher education","Female","","","",""
"Other","1988","in school","Male","","","",""
"Other","1988","in school","Female","","","",""
"Other","1988","inadequately","Male","","","",""
"Other","1988","inadequately","Female","","","",""
"Other","1988","general elemantary","Male","","","",""
"Other","1988","general elemantary","Female","","","",""
"Other","1988","middle vocational","Male","","","",""
"Other","1988","middle vocational","Female","","","",""
"Other","1988","vocational + Abi","Male","","","",""
"Other","1988","vocational + Abi","Female","","","",""
"Other","1988","higher vocational","Male","","","",""
"Other","1988","higher vocational","Female","","","",""
"Other","1988","higher education","Male","","","",""
"Other","1988","higher education","Female","","","",""
"CDU/CSU","1989","in school","Male","","","",""
"CDU/CSU","1989","in school","Female","","","",""
"CDU/CSU","1989","inadequately","Male","","","",""
"CDU/CSU","1989","inadequately","Female","","","",""
"CDU/CSU","1989","general elemantary","Male","97","0.324675895451899","0.278787883311684","0.370563907592114"
"CDU/CSU","1989","general elemantary","Female","286","0.426407032335115","0.390918113762326","0.461895950907904"
"CDU/CSU","1989","middle vocational","Male","507","0.356799577954611","0.332588757934221","0.381010397975002"
"CDU/CSU","1989","middle vocational","Female","416","0.412434176616513","0.383088722781353","0.441779630451674"
"CDU/CSU","1989","vocational + Abi","Male","","","",""
"CDU/CSU","1989","vocational + Abi","Female","","","",""
"CDU/CSU","1989","higher vocational","Male","101","0.542594055827649","0.471942809846478","0.61324530180882"
"CDU/CSU","1989","higher vocational","Female","58","0.50075633932208","0.412751459157261","0.588761219486899"
"CDU/CSU","1989","higher education","Male","121","0.397430661174529","0.343979843364471","0.450881478984587"
"CDU/CSU","1989","higher education","Female","52","0.381549898643443","0.305565178444057","0.457534618842829"
"SPD","1989","in school","Male","","","",""
"SPD","1989","in school","Female","","","",""
"SPD","1989","inadequately","Male","71","0.71128327148108","0.618175771363551","0.804390771598609"
"SPD","1989","inadequately","Female","79","0.746334532973393","0.659296329752631","0.833372736194156"
"SPD","1989","general elemantary","Male","242","0.53000505817592","0.481094266261196","0.578915850090643"
"SPD","1989","general elemantary","Female","388","0.503660582280861","0.467781853898446","0.539539310663277"
"SPD","1989","middle vocational","Male","831","0.534908100763069","0.509700405034992","0.560115796491146"
"SPD","1989","middle vocational","Female","534","0.459153918531272","0.429447435714567","0.488860401347976"
"SPD","1989","vocational + Abi","Male","56","0.416658374253999","0.321448713000779","0.511868035507219"
"SPD","1989","vocational + Abi","Female","","","",""
"SPD","1989","higher vocational","Male","68","0.33657156309849","0.269557313522504","0.403585812674477"
"SPD","1989","higher vocational","Female","51","0.390237490637698","0.304379226663556","0.47609575461184"
"SPD","1989","higher education","Male","125","0.346325016539244","0.294356176986874","0.398293856091614"
"SPD","1989","higher education","Female","57","0.340793292567561","0.266652949229393","0.41493363590573"
"FDP","1989","in school","Male","","","",""
"FDP","1989","in school","Female","","","",""
"FDP","1989","inadequately","Male","","","",""
"FDP","1989","inadequately","Female","","","",""
"FDP","1989","general elemantary","Male","","","",""
"FDP","1989","general elemantary","Female","","","",""
"FDP","1989","middle vocational","Male","34","0.0223734226401309","0.0148990131711744","0.0298478321090875"
"FDP","1989","middle vocational","Female","36","0.0398494369543766","0.0281889682078492","0.0515099057009041"
"FDP","1989","vocational + Abi","Male","","","",""
"FDP","1989","vocational + Abi","Female","","","",""
"FDP","1989","higher vocational","Male","","","",""
"FDP","1989","higher vocational","Female","","","",""
"FDP","1989","higher education","Male","","","",""
"FDP","1989","higher education","Female","","","",""
"Grüne","1989","in school","Male","","","",""
"Grüne","1989","in school","Female","","","",""
"Grüne","1989","inadequately","Male","","","",""
"Grüne","1989","inadequately","Female","","","",""
"Grüne","1989","general elemantary","Male","","","",""
"Grüne","1989","general elemantary","Female","41","0.0283707380045928","0.0164565544495311","0.0402849215596545"
"Grüne","1989","middle vocational","Male","68","0.0384827092710313","0.0287611586482514","0.0482042598938112"
"Grüne","1989","middle vocational","Female","69","0.0569068888985343","0.043096848405689","0.0707169293913796"
"Grüne","1989","vocational + Abi","Male","","","",""
"Grüne","1989","vocational + Abi","Female","","","",""
"Grüne","1989","higher vocational","Male","","","",""
"Grüne","1989","higher vocational","Female","","","",""
"Grüne","1989","higher education","Male","38","0.126114925565174","0.0898546951030968","0.162375156027251"
"Grüne","1989","higher education","Female","38","0.22198832208498","0.156981881499439","0.286994762670522"
"PDS/Linke","1989","in school","Male","","","",""
"PDS/Linke","1989","in school","Female","","","",""
"PDS/Linke","1989","inadequately","Male","","","",""
"PDS/Linke","1989","inadequately","Female","","","",""
"PDS/Linke","1989","general elemantary","Male","","","",""
"PDS/Linke","1989","general elemantary","Female","","","",""
"PDS/Linke","1989","middle vocational","Male","","","",""
"PDS/Linke","1989","middle vocational","Female","","","",""
"PDS/Linke","1989","vocational + Abi","Male","","","",""
"PDS/Linke","1989","vocational + Abi","Female","","","",""
"PDS/Linke","1989","higher vocational","Male","","","",""
"PDS/Linke","1989","higher vocational","Female","","","",""
"PDS/Linke","1989","higher education","Male","","","",""
"PDS/Linke","1989","higher education","Female","","","",""
"NPD Combination","1989","in school","Male","","","",""
"NPD Combination","1989","in school","Female","","","",""
"NPD Combination","1989","inadequately","Male","","","",""
"NPD Combination","1989","inadequately","Female","","","",""
"NPD Combination","1989","general elemantary","Male","","","",""
"NPD Combination","1989","general elemantary","Female","","","",""
"NPD Combination","1989","middle vocational","Male","","","",""
"NPD Combination","1989","middle vocational","Female","","","",""
"NPD Combination","1989","vocational + Abi","Male","","","",""
"NPD Combination","1989","vocational + Abi","Female","","","",""
"NPD Combination","1989","higher vocational","Male","","","",""
"NPD Combination","1989","higher vocational","Female","","","",""
"NPD Combination","1989","higher education","Male","","","",""
"NPD Combination","1989","higher education","Female","","","",""
"AfD","1989","in school","Male","","","",""
"AfD","1989","in school","Female","","","",""
"AfD","1989","inadequately","Male","","","",""
"AfD","1989","inadequately","Female","","","",""
"AfD","1989","general elemantary","Male","","","",""
"AfD","1989","general elemantary","Female","","","",""
"AfD","1989","middle vocational","Male","","","",""
"AfD","1989","middle vocational","Female","","","",""
"AfD","1989","vocational + Abi","Male","","","",""
"AfD","1989","vocational + Abi","Female","","","",""
"AfD","1989","higher vocational","Male","","","",""
"AfD","1989","higher vocational","Female","","","",""
"AfD","1989","higher education","Male","","","",""
"AfD","1989","higher education","Female","","","",""
"Other","1989","in school","Male","","","",""
"Other","1989","in school","Female","","","",""
"Other","1989","inadequately","Male","","","",""
"Other","1989","inadequately","Female","","","",""
"Other","1989","general elemantary","Male","30","0.087478892264484","0.0597909173794621","0.115166867149506"
