"party","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"NPD Combination","1989","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1989","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"NPD Combination","1989","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"AfD","1989","1-pers.-HH","(0) in school","","","",""
"AfD","1989","1-pers.-HH","(1a) inadequately completed","","","",""
"AfD","1989","1-pers.-HH","(1b) general elementary school","","","",""
"AfD","1989","1-pers.-HH","(1c) basic vocational qualification","","","",""
"AfD","1989","1-pers.-HH","(2b) intermediate general qualification","","","",""
"AfD","1989","1-pers.-HH","(2a) intermediate vocational","","","",""
"AfD","1989","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"AfD","1989","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"AfD","1989","1-pers.-HH","(3a) lower tertiary education","","","",""
"AfD","1989","1-pers.-HH","(3b) higher tertiary education","","","",""
"AfD","1989","(Married) couple without C. ","(0) in school","","","",""
"AfD","1989","(Married) couple without C. ","(1a) inadequately completed","","","",""
"AfD","1989","(Married) couple without C. ","(1b) general elementary school","","","",""
"AfD","1989","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"AfD","1989","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"AfD","1989","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"AfD","1989","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"AfD","1989","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"AfD","1989","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"AfD","1989","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"AfD","1989","Single parent ","(0) in school","","","",""
"AfD","1989","Single parent ","(1a) inadequately completed","","","",""
"AfD","1989","Single parent ","(1b) general elementary school","","","",""
"AfD","1989","Single parent ","(1c) basic vocational qualification","","","",""
"AfD","1989","Single parent ","(2b) intermediate general qualification","","","",""
"AfD","1989","Single parent ","(2a) intermediate vocational","","","",""
"AfD","1989","Single parent ","(2c_gen) general maturity certificate","","","",""
"AfD","1989","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"AfD","1989","Single parent ","(3a) lower tertiary education","","","",""
"AfD","1989","Single parent ","(3b) higher tertiary education","","","",""
"AfD","1989","Couple + C. LE 16 ","(0) in school","","","",""
"AfD","1989","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"AfD","1989","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"AfD","1989","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"AfD","1989","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"AfD","1989","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"AfD","1989","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"AfD","1989","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"AfD","1989","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"AfD","1989","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"AfD","1989","Couple + C. GT 16 ","(0) in school","","","",""
"AfD","1989","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"AfD","1989","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"AfD","1989","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"AfD","1989","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"AfD","1989","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"AfD","1989","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"AfD","1989","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"AfD","1989","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"AfD","1989","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"AfD","1989","Couple + C. LE and GT 16","(0) in school","","","",""
"AfD","1989","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"AfD","1989","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"AfD","1989","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"AfD","1989","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"AfD","1989","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"AfD","1989","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"AfD","1989","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"AfD","1989","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"AfD","1989","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Other","1989","1-pers.-HH","(0) in school","","","",""
"Other","1989","1-pers.-HH","(1a) inadequately completed","","","",""
"Other","1989","1-pers.-HH","(1b) general elementary school","2","","",""
"Other","1989","1-pers.-HH","(1c) basic vocational qualification","11","","",""
"Other","1989","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"Other","1989","1-pers.-HH","(2a) intermediate vocational","5","","",""
"Other","1989","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Other","1989","1-pers.-HH","(2c_voc) vocational maturity certificate","1","","",""
"Other","1989","1-pers.-HH","(3a) lower tertiary education","1","","",""
"Other","1989","1-pers.-HH","(3b) higher tertiary education","2","","",""
"Other","1989","(Married) couple without C. ","(0) in school","","","",""
"Other","1989","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Other","1989","(Married) couple without C. ","(1b) general elementary school","13","","",""
"Other","1989","(Married) couple without C. ","(1c) basic vocational qualification","26","","",""
"Other","1989","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Other","1989","(Married) couple without C. ","(2a) intermediate vocational","8","","",""
"Other","1989","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Other","1989","(Married) couple without C. ","(2c_voc) vocational maturity certificate","4","","",""
"Other","1989","(Married) couple without C. ","(3a) lower tertiary education","3","","",""
"Other","1989","(Married) couple without C. ","(3b) higher tertiary education","4","","",""
"Other","1989","Single parent ","(0) in school","3","","",""
"Other","1989","Single parent ","(1a) inadequately completed","","","",""
"Other","1989","Single parent ","(1b) general elementary school","3","","",""
"Other","1989","Single parent ","(1c) basic vocational qualification","8","","",""
"Other","1989","Single parent ","(2b) intermediate general qualification","2","","",""
"Other","1989","Single parent ","(2a) intermediate vocational","1","","",""
"Other","1989","Single parent ","(2c_gen) general maturity certificate","","","",""
"Other","1989","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Other","1989","Single parent ","(3a) lower tertiary education","","","",""
"Other","1989","Single parent ","(3b) higher tertiary education","","","",""
"Other","1989","Couple + C. LE 16 ","(0) in school","","","",""
"Other","1989","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Other","1989","Couple + C. LE 16 ","(1b) general elementary school","10","","",""
"Other","1989","Couple + C. LE 16 ","(1c) basic vocational qualification","11","","",""
"Other","1989","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Other","1989","Couple + C. LE 16 ","(2a) intermediate vocational","4","","",""
"Other","1989","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Other","1989","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","2","","",""
"Other","1989","Couple + C. LE 16 ","(3a) lower tertiary education","2","","",""
"Other","1989","Couple + C. LE 16 ","(3b) higher tertiary education","1","","",""
"Other","1989","Couple + C. GT 16 ","(0) in school","2","","",""
"Other","1989","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Other","1989","Couple + C. GT 16 ","(1b) general elementary school","14","","",""
"Other","1989","Couple + C. GT 16 ","(1c) basic vocational qualification","10","","",""
"Other","1989","Couple + C. GT 16 ","(2b) intermediate general qualification","3","","",""
"Other","1989","Couple + C. GT 16 ","(2a) intermediate vocational","6","","",""
"Other","1989","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Other","1989","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Other","1989","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Other","1989","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Other","1989","Couple + C. LE and GT 16","(0) in school","2","","",""
"Other","1989","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Other","1989","Couple + C. LE and GT 16","(1b) general elementary school","4","","",""
"Other","1989","Couple + C. LE and GT 16","(1c) basic vocational qualification","5","","",""
"Other","1989","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"Other","1989","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Other","1989","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Other","1989","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Other","1989","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Other","1989","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"CDU/CSU","1990","1-pers.-HH","(0) in school","","","",""
"CDU/CSU","1990","1-pers.-HH","(1a) inadequately completed","2","","",""
"CDU/CSU","1990","1-pers.-HH","(1b) general elementary school","51","0.375316765569653","0.293938665822082","0.456694865317223"
"CDU/CSU","1990","1-pers.-HH","(1c) basic vocational qualification","75","0.441194163501848","0.36925458446001","0.513133742543686"
"CDU/CSU","1990","1-pers.-HH","(2b) intermediate general qualification","12","","",""
"CDU/CSU","1990","1-pers.-HH","(2a) intermediate vocational","47","0.470770822382961","0.377066095102015","0.564475549663907"
"CDU/CSU","1990","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"CDU/CSU","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","10","","",""
"CDU/CSU","1990","1-pers.-HH","(3a) lower tertiary education","8","","",""
"CDU/CSU","1990","1-pers.-HH","(3b) higher tertiary education","18","","",""
"CDU/CSU","1990","(Married) couple without C. ","(0) in school","","","",""
"CDU/CSU","1990","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"CDU/CSU","1990","(Married) couple without C. ","(1b) general elementary school","103","0.364294142611365","0.307622942823533","0.420965342399198"
"CDU/CSU","1990","(Married) couple without C. ","(1c) basic vocational qualification","219","0.381910547908229","0.342739892044369","0.421081203772089"
"CDU/CSU","1990","(Married) couple without C. ","(2b) intermediate general qualification","18","","",""
"CDU/CSU","1990","(Married) couple without C. ","(2a) intermediate vocational","100","0.500914101334073","0.433766953854378","0.568061248813768"
"CDU/CSU","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"CDU/CSU","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","32","0.476939500106592","0.359933891655198","0.593945108557987"
"CDU/CSU","1990","(Married) couple without C. ","(3a) lower tertiary education","30","0.581300976434864","0.454335515253392","0.708266437616337"
"CDU/CSU","1990","(Married) couple without C. ","(3b) higher tertiary education","25","","",""
"CDU/CSU","1990","Single parent ","(0) in school","1","","",""
"CDU/CSU","1990","Single parent ","(1a) inadequately completed","1","","",""
"CDU/CSU","1990","Single parent ","(1b) general elementary school","9","","",""
"CDU/CSU","1990","Single parent ","(1c) basic vocational qualification","31","0.421659690917258","0.314117629744224","0.529201752090293"
"CDU/CSU","1990","Single parent ","(2b) intermediate general qualification","4","","",""
"CDU/CSU","1990","Single parent ","(2a) intermediate vocational","12","","",""
"CDU/CSU","1990","Single parent ","(2c_gen) general maturity certificate","5","","",""
"CDU/CSU","1990","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"CDU/CSU","1990","Single parent ","(3a) lower tertiary education","1","","",""
"CDU/CSU","1990","Single parent ","(3b) higher tertiary education","4","","",""
"CDU/CSU","1990","Couple + C. LE 16 ","(0) in school","","","",""
"CDU/CSU","1990","Couple + C. LE 16 ","(1a) inadequately completed","7","","",""
"CDU/CSU","1990","Couple + C. LE 16 ","(1b) general elementary school","32","0.246263821693829","0.177086308651735","0.315441334735922"
"CDU/CSU","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","148","0.374748570791494","0.328836012506863","0.420661129076125"
"CDU/CSU","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"CDU/CSU","1990","Couple + C. LE 16 ","(2a) intermediate vocational","80","0.327397683242287","0.266751824027063","0.388043542457512"
"CDU/CSU","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"CDU/CSU","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","11","","",""
"CDU/CSU","1990","Couple + C. LE 16 ","(3a) lower tertiary education","12","","",""
"CDU/CSU","1990","Couple + C. LE 16 ","(3b) higher tertiary education","30","0.32045635847881","0.225100517535847","0.415812199421773"
