"party","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"NPD Combination","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"NPD Combination","1986","Saxony","Urban Area","","","",""
"NPD Combination","1986","Saxony","Rural Area","","","",""
"NPD Combination","1986","Saxony-Anhalt","Urban Area","","","",""
"NPD Combination","1986","Saxony-Anhalt","Rural Area","","","",""
"NPD Combination","1986","Thuringia","Urban Area","","","",""
"NPD Combination","1986","Thuringia","Rural Area","","","",""
"AfD","1986","Schleswig-Holstein","Urban Area","","","",""
"AfD","1986","Schleswig-Holstein","Rural Area","","","",""
"AfD","1986","Hamburg","Urban Area","","","",""
"AfD","1986","Hamburg","Rural Area","","","",""
"AfD","1986","Lower Saxony","Urban Area","","","",""
"AfD","1986","Lower Saxony","Rural Area","","","",""
"AfD","1986","Bremen","Urban Area","","","",""
"AfD","1986","Bremen","Rural Area","","","",""
"AfD","1986","North Rhine-Westphalia","Urban Area","","","",""
"AfD","1986","North Rhine-Westphalia","Rural Area","","","",""
"AfD","1986","Hesse","Urban Area","","","",""
"AfD","1986","Hesse","Rural Area","","","",""
"AfD","1986","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"AfD","1986","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"AfD","1986","Baden-Württemberg","Urban Area","","","",""
"AfD","1986","Baden-Württemberg","Rural Area","","","",""
"AfD","1986","Bavaria","Urban Area","","","",""
"AfD","1986","Bavaria","Rural Area","","","",""
"AfD","1986","Berlin","Urban Area","","","",""
"AfD","1986","Berlin","Rural Area","","","",""
"AfD","1986","Brandenburg","Urban Area","","","",""
"AfD","1986","Brandenburg","Rural Area","","","",""
"AfD","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"AfD","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"AfD","1986","Saxony","Urban Area","","","",""
"AfD","1986","Saxony","Rural Area","","","",""
"AfD","1986","Saxony-Anhalt","Urban Area","","","",""
"AfD","1986","Saxony-Anhalt","Rural Area","","","",""
"AfD","1986","Thuringia","Urban Area","","","",""
"AfD","1986","Thuringia","Rural Area","","","",""
"Other","1986","Schleswig-Holstein","Urban Area","1","","",""
"Other","1986","Schleswig-Holstein","Rural Area","","","",""
"Other","1986","Hamburg","Urban Area","1","","",""
"Other","1986","Hamburg","Rural Area","","","",""
"Other","1986","Lower Saxony","Urban Area","3","","",""
"Other","1986","Lower Saxony","Rural Area","","","",""
"Other","1986","Bremen","Urban Area","","","",""
"Other","1986","Bremen","Rural Area","","","",""
"Other","1986","North Rhine-Westphalia","Urban Area","3","","",""
"Other","1986","North Rhine-Westphalia","Rural Area","","","",""
"Other","1986","Hesse","Urban Area","2","","",""
"Other","1986","Hesse","Rural Area","","","",""
"Other","1986","Rhineland-Palatinate,Saarland","Urban Area","5","","",""
"Other","1986","Rhineland-Palatinate,Saarland","Rural Area","2","","",""
"Other","1986","Baden-Württemberg","Urban Area","7","","",""
"Other","1986","Baden-Württemberg","Rural Area","","","",""
"Other","1986","Bavaria","Urban Area","1","","",""
"Other","1986","Bavaria","Rural Area","3","","",""
"Other","1986","Berlin","Urban Area","1","","",""
"Other","1986","Berlin","Rural Area","","","",""
"Other","1986","Brandenburg","Urban Area","","","",""
"Other","1986","Brandenburg","Rural Area","","","",""
"Other","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Other","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Other","1986","Saxony","Urban Area","","","",""
"Other","1986","Saxony","Rural Area","","","",""
"Other","1986","Saxony-Anhalt","Urban Area","","","",""
"Other","1986","Saxony-Anhalt","Rural Area","","","",""
"Other","1986","Thuringia","Urban Area","","","",""
"Other","1986","Thuringia","Rural Area","","","",""
"CDU/CSU","1987","Schleswig-Holstein","Urban Area","30","0.275309691118476","0.190277741878602","0.360341640358349"
"CDU/CSU","1987","Schleswig-Holstein","Rural Area","49","0.44672237321897","0.358504094049045","0.534940652388894"
"CDU/CSU","1987","Hamburg","Urban Area","55","0.40954101839578","0.327197128897719","0.49188490789384"
"CDU/CSU","1987","Hamburg","Rural Area","","","",""
"CDU/CSU","1987","Lower Saxony","Urban Area","133","0.399623203367867","0.348453363567643","0.450793043168091"
"CDU/CSU","1987","Lower Saxony","Rural Area","132","0.440206275013342","0.386319596098897","0.494092953927787"
"CDU/CSU","1987","Bremen","Urban Area","30","0.396451715120057","0.287896185568846","0.505007244671268"
"CDU/CSU","1987","Bremen","Rural Area","","","",""
"CDU/CSU","1987","North Rhine-Westphalia","Urban Area","608","0.414054512158127","0.390244777671594","0.437864246644659"
"CDU/CSU","1987","North Rhine-Westphalia","Rural Area","14","","",""
"CDU/CSU","1987","Hesse","Urban Area","154","0.394024318848924","0.347999376404361","0.440049261293487"
"CDU/CSU","1987","Hesse","Rural Area","28","","",""
"CDU/CSU","1987","Rhineland-Palatinate,Saarland","Urban Area","157","0.500766829800716","0.447462899245009","0.554070760356422"
"CDU/CSU","1987","Rhineland-Palatinate,Saarland","Rural Area","21","","",""
"CDU/CSU","1987","Baden-Württemberg","Urban Area","322","0.464767239780052","0.430140785038298","0.499393694521806"
"CDU/CSU","1987","Baden-Württemberg","Rural Area","74","0.667745941928037","0.586147121284838","0.749344762571235"
"CDU/CSU","1987","Bavaria","Urban Area","249","0.503452910360385","0.460059613122597","0.546846207598172"
"CDU/CSU","1987","Bavaria","Rural Area","303","0.676530489783406","0.633965800910046","0.719095178656767"
"CDU/CSU","1987","Berlin","Urban Area","60","0.343596984693839","0.277279975239404","0.409913994148274"
"CDU/CSU","1987","Berlin","Rural Area","","","",""
"CDU/CSU","1987","Brandenburg","Urban Area","","","",""
"CDU/CSU","1987","Brandenburg","Rural Area","","","",""
"CDU/CSU","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"CDU/CSU","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"CDU/CSU","1987","Saxony","Urban Area","","","",""
"CDU/CSU","1987","Saxony","Rural Area","","","",""
"CDU/CSU","1987","Saxony-Anhalt","Urban Area","","","",""
"CDU/CSU","1987","Saxony-Anhalt","Rural Area","","","",""
"CDU/CSU","1987","Thuringia","Urban Area","","","",""
"CDU/CSU","1987","Thuringia","Rural Area","","","",""
"SPD","1987","Schleswig-Holstein","Urban Area","62","0.581069625816678","0.487144849314422","0.674994402318934"
"SPD","1987","Schleswig-Holstein","Rural Area","60","0.464111051593952","0.375616500387404","0.5526056028005"
"SPD","1987","Hamburg","Urban Area","64","0.44496534138812","0.361748552906698","0.528182129869542"
"SPD","1987","Hamburg","Rural Area","","","",""
"SPD","1987","Lower Saxony","Urban Area","171","0.47382277524882","0.421661193996604","0.525984356501036"
"SPD","1987","Lower Saxony","Rural Area","156","0.442597592354236","0.388680280107916","0.496514904600555"
"SPD","1987","Bremen","Urban Area","43","0.544488351823596","0.433967345686129","0.655009357961062"
"SPD","1987","Bremen","Rural Area","","","",""
"SPD","1987","North Rhine-Westphalia","Urban Area","834","0.473934954866964","0.44979834460886","0.498071565125068"
"SPD","1987","North Rhine-Westphalia","Rural Area","9","","",""
"SPD","1987","Hesse","Urban Area","193","0.404419941448633","0.358193496219207","0.450646386678058"
"SPD","1987","Hesse","Rural Area","44","0.534296099023983","0.425665663390007","0.642926534657958"
"SPD","1987","Rhineland-Palatinate,Saarland","Urban Area","138","0.365817146667051","0.314468498135387","0.417165795198715"
"SPD","1987","Rhineland-Palatinate,Saarland","Rural Area","56","0.651109177516841","0.549184316202516","0.753034038831167"
"SPD","1987","Baden-Württemberg","Urban Area","356","0.378093140813877","0.344427955994499","0.411758325633254"
"SPD","1987","Baden-Württemberg","Rural Area","45","0.273211134034187","0.196014842792723","0.350407425275651"
"SPD","1987","Bavaria","Urban Area","184","0.353278863390474","0.311794888974576","0.394762837806373"
"SPD","1987","Bavaria","Rural Area","103","0.219757768888542","0.182080800924022","0.257434736853062"
"SPD","1987","Berlin","Urban Area","100","0.471372161006572","0.401665872720762","0.541078449292383"
"SPD","1987","Berlin","Rural Area","","","",""
"SPD","1987","Brandenburg","Urban Area","","","",""
"SPD","1987","Brandenburg","Rural Area","","","",""
"SPD","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"SPD","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"SPD","1987","Saxony","Urban Area","","","",""
"SPD","1987","Saxony","Rural Area","","","",""
"SPD","1987","Saxony-Anhalt","Urban Area","","","",""
"SPD","1987","Saxony-Anhalt","Rural Area","","","",""
"SPD","1987","Thuringia","Urban Area","","","",""
"SPD","1987","Thuringia","Rural Area","","","",""
"FDP","1987","Schleswig-Holstein","Urban Area","3","","",""
"FDP","1987","Schleswig-Holstein","Rural Area","9","","",""
"FDP","1987","Hamburg","Urban Area","9","","",""
"FDP","1987","Hamburg","Rural Area","1","","",""
"FDP","1987","Lower Saxony","Urban Area","17","","",""
"FDP","1987","Lower Saxony","Rural Area","15","","",""
"FDP","1987","Bremen","Urban Area","","","",""
"FDP","1987","Bremen","Rural Area","","","",""
"FDP","1987","North Rhine-Westphalia","Urban Area","65","0.0434953616356119","0.0336356957638876","0.0533550275073362"
"FDP","1987","North Rhine-Westphalia","Rural Area","1","","",""
"FDP","1987","Hesse","Urban Area","19","","",""
"FDP","1987","Hesse","Rural Area","4","","",""
"FDP","1987","Rhineland-Palatinate,Saarland","Urban Area","15","","",""
"FDP","1987","Rhineland-Palatinate,Saarland","Rural Area","3","","",""
"FDP","1987","Baden-Württemberg","Urban Area","54","0.0811618569876233","0.0622029006841","0.100120813291147"
"FDP","1987","Baden-Württemberg","Rural Area","4","","",""
"FDP","1987","Bavaria","Urban Area","31","0.0700825544767236","0.0479266154012007","0.0922384935522465"
"FDP","1987","Bavaria","Rural Area","19","","",""
"FDP","1987","Berlin","Urban Area","9","","",""
"FDP","1987","Berlin","Rural Area","","","",""
"FDP","1987","Brandenburg","Urban Area","","","",""
"FDP","1987","Brandenburg","Rural Area","","","",""
"FDP","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"FDP","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"FDP","1987","Saxony","Urban Area","","","",""
"FDP","1987","Saxony","Rural Area","","","",""
"FDP","1987","Saxony-Anhalt","Urban Area","","","",""
"FDP","1987","Saxony-Anhalt","Rural Area","","","",""
"FDP","1987","Thuringia","Urban Area","","","",""
"FDP","1987","Thuringia","Rural Area","","","",""
"Grüne","1987","Schleswig-Holstein","Urban Area","10","","",""
"Grüne","1987","Schleswig-Holstein","Rural Area","4","","",""
"Grüne","1987","Hamburg","Urban Area","9","","",""
"Grüne","1987","Hamburg","Rural Area","","","",""
"Grüne","1987","Lower Saxony","Urban Area","27","","",""
"Grüne","1987","Lower Saxony","Rural Area","22","","",""
"Grüne","1987","Bremen","Urban Area","5","","",""
"Grüne","1987","Bremen","Rural Area","","","",""
"Grüne","1987","North Rhine-Westphalia","Urban Area","130","0.0652788217685374","0.0533382704534515","0.0772193730836234"
"Grüne","1987","North Rhine-Westphalia","Rural Area","1","","",""
"Grüne","1987","Hesse","Urban Area","64","0.129892969322398","0.0982276913969903","0.161558247247806"
"Grüne","1987","Hesse","Rural Area","5","","",""
"Grüne","1987","Rhineland-Palatinate,Saarland","Urban Area","23","","",""
"Grüne","1987","Rhineland-Palatinate,Saarland","Rural Area","4","","",""
"Grüne","1987","Baden-Württemberg","Urban Area","63","0.0720704416161253","0.0541166976946488","0.0900241855376019"
"Grüne","1987","Baden-Württemberg","Rural Area","5","","",""
"Grüne","1987","Bavaria","Urban Area","43","0.067000296303244","0.0453011765030298","0.0886994161034582"
"Grüne","1987","Bavaria","Rural Area","30","0.0445386377822754","0.025768643928542","0.0633086316360088"
"Grüne","1987","Berlin","Urban Area","26","","",""
"Grüne","1987","Berlin","Rural Area","","","",""
"Grüne","1987","Brandenburg","Urban Area","","","",""
"Grüne","1987","Brandenburg","Rural Area","","","",""
"Grüne","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Grüne","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Grüne","1987","Saxony","Urban Area","","","",""
"Grüne","1987","Saxony","Rural Area","","","",""
"Grüne","1987","Saxony-Anhalt","Urban Area","","","",""
"Grüne","1987","Saxony-Anhalt","Rural Area","","","",""
"Grüne","1987","Thuringia","Urban Area","","","",""
"Grüne","1987","Thuringia","Rural Area","","","",""
"PDS/Linke","1987","Schleswig-Holstein","Urban Area","","","",""
"PDS/Linke","1987","Schleswig-Holstein","Rural Area","","","",""
"PDS/Linke","1987","Hamburg","Urban Area","","","",""
"PDS/Linke","1987","Hamburg","Rural Area","","","",""
"PDS/Linke","1987","Lower Saxony","Urban Area","","","",""
"PDS/Linke","1987","Lower Saxony","Rural Area","","","",""
"PDS/Linke","1987","Bremen","Urban Area","","","",""
"PDS/Linke","1987","Bremen","Rural Area","","","",""
"PDS/Linke","1987","North Rhine-Westphalia","Urban Area","","","",""
"PDS/Linke","1987","North Rhine-Westphalia","Rural Area","","","",""
"PDS/Linke","1987","Hesse","Urban Area","","","",""
"PDS/Linke","1987","Hesse","Rural Area","","","",""
"PDS/Linke","1987","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"PDS/Linke","1987","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"PDS/Linke","1987","Baden-Württemberg","Urban Area","","","",""
"PDS/Linke","1987","Baden-Württemberg","Rural Area","","","",""
"PDS/Linke","1987","Bavaria","Urban Area","","","",""
"PDS/Linke","1987","Bavaria","Rural Area","","","",""
"PDS/Linke","1987","Berlin","Urban Area","","","",""
"PDS/Linke","1987","Berlin","Rural Area","","","",""
"PDS/Linke","1987","Brandenburg","Urban Area","","","",""
"PDS/Linke","1987","Brandenburg","Rural Area","","","",""
"PDS/Linke","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"PDS/Linke","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"PDS/Linke","1987","Saxony","Urban Area","","","",""
"PDS/Linke","1987","Saxony","Rural Area","","","",""
"PDS/Linke","1987","Saxony-Anhalt","Urban Area","","","",""
"PDS/Linke","1987","Saxony-Anhalt","Rural Area","","","",""
"PDS/Linke","1987","Thuringia","Urban Area","","","",""
"PDS/Linke","1987","Thuringia","Rural Area","","","",""
"NPD Combination","1987","Schleswig-Holstein","Urban Area","","","",""
"NPD Combination","1987","Schleswig-Holstein","Rural Area","","","",""
"NPD Combination","1987","Hamburg","Urban Area","","","",""
"NPD Combination","1987","Hamburg","Rural Area","","","",""
"NPD Combination","1987","Lower Saxony","Urban Area","","","",""
"NPD Combination","1987","Lower Saxony","Rural Area","","","",""
"NPD Combination","1987","Bremen","Urban Area","","","",""
"NPD Combination","1987","Bremen","Rural Area","","","",""
"NPD Combination","1987","North Rhine-Westphalia","Urban Area","","","",""
"NPD Combination","1987","North Rhine-Westphalia","Rural Area","","","",""
"NPD Combination","1987","Hesse","Urban Area","","","",""
"NPD Combination","1987","Hesse","Rural Area","","","",""
"NPD Combination","1987","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"NPD Combination","1987","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"NPD Combination","1987","Baden-Württemberg","Urban Area","","","",""
"NPD Combination","1987","Baden-Württemberg","Rural Area","","","",""
"NPD Combination","1987","Bavaria","Urban Area","","","",""
"NPD Combination","1987","Bavaria","Rural Area","","","",""
"NPD Combination","1987","Berlin","Urban Area","","","",""
"NPD Combination","1987","Berlin","Rural Area","","","",""
"NPD Combination","1987","Brandenburg","Urban Area","","","",""
"NPD Combination","1987","Brandenburg","Rural Area","","","",""
"NPD Combination","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"NPD Combination","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"NPD Combination","1987","Saxony","Urban Area","","","",""
"NPD Combination","1987","Saxony","Rural Area","","","",""
"NPD Combination","1987","Saxony-Anhalt","Urban Area","","","",""
"NPD Combination","1987","Saxony-Anhalt","Rural Area","","","",""
"NPD Combination","1987","Thuringia","Urban Area","","","",""
"NPD Combination","1987","Thuringia","Rural Area","","","",""
"AfD","1987","Schleswig-Holstein","Urban Area","","","",""
"AfD","1987","Schleswig-Holstein","Rural Area","","","",""
"AfD","1987","Hamburg","Urban Area","","","",""
"AfD","1987","Hamburg","Rural Area","","","",""
"AfD","1987","Lower Saxony","Urban Area","","","",""
"AfD","1987","Lower Saxony","Rural Area","","","",""
"AfD","1987","Bremen","Urban Area","","","",""
"AfD","1987","Bremen","Rural Area","","","",""
"AfD","1987","North Rhine-Westphalia","Urban Area","","","",""
"AfD","1987","North Rhine-Westphalia","Rural Area","","","",""
"AfD","1987","Hesse","Urban Area","","","",""
"AfD","1987","Hesse","Rural Area","","","",""
"AfD","1987","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"AfD","1987","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"AfD","1987","Baden-Württemberg","Urban Area","","","",""
"AfD","1987","Baden-Württemberg","Rural Area","","","",""
